Orthogroup	Chordata_Vertebrata_Danio_rerio	Cnidaria_Anthozoa_Acropora_digitifera
OG0000080	Danio_rerio_tr_Q7SZM6_Q7SZM6_DANRE tr|Q7SZM6|Q7SZM6_DANRE Metalloproteinase inhibitor 2 precursor OS=Danio rerio OX=7955 GN=etID32613.12 PE=2 SV=1, Danio_rerio_tr_Q6NUX9_Q6NUX9_DANRE tr|Q6NUX9|Q6NUX9_DANRE TIMP metallopeptidase inhibitor 2b OS=Danio rerio OX=7955 GN=timp2l PE=2 SV=1, Danio_rerio_tr_A0A0R4IT47_A0A0R4IT47_DANRE tr|A0A0R4IT47|A0A0R4IT47_DANRE TIMP metallopeptidase inhibitor 4_ tandem duplicate 3 OS=Danio rerio OX=7955 GN=timp4 PE=3 SV=1	Acropora_digitifera_adi_v1.23049 adi_v1.23049, Acropora_digitifera_adi_v1.20179 adi_v1.20179, Acropora_digitifera_adi_v1.03235 adi_v1.03235
OG0000081	Danio_rerio_sp_Q7SXF6_CREL2_DANRE sp|Q7SXF6|CREL2_DANRE Cysteine-rich with EGF-like domain protein 2 OS=Danio rerio OX=7955 GN=creld2 PE=2 SV=2	Acropora_digitifera_adi_v1.11224 adi_v1.11224, Acropora_digitifera_adi_v1.14148 adi_v1.14148
OG0000083	Danio_rerio_tr_A0A8M1NJV4_A0A8M1NJV4_DANRE tr|A0A8M1NJV4|A0A8M1NJV4_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=si_dkey-20d21.13 PE=3 SV=1, Danio_rerio_tr_Q29RC1_Q29RC1_DANRE tr|Q29RC1|Q29RC1_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=hyal1 PE=2 SV=1, Danio_rerio_tr_A1L264_A1L264_DANRE tr|A1L264|A1L264_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=zgc_158668 PE=2 SV=1, Danio_rerio_tr_X1WD16_X1WD16_DANRE tr|X1WD16|X1WD16_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=LOC108181664 PE=3 SV=1, Danio_rerio_tr_A1L235_A1L235_DANRE tr|A1L235|A1L235_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=zgc_158626 PE=2 SV=1, Danio_rerio_tr_A0A8M3ATS4_A0A8M3ATS4_DANRE tr|A0A8M3ATS4|A0A8M3ATS4_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=hyal2a PE=3 SV=1	Acropora_digitifera_adi_v1.06821 adi_v1.06821, Acropora_digitifera_adi_v1.08924 adi_v1.08924
OG0000088	Danio_rerio_tr_O42111_O42111_DANRE tr|O42111|O42111_DANRE MINDIN1 OS=Danio rerio OX=7955 GN=mindin1 PE=2 SV=1, Danio_rerio_tr_Q0V935_Q0V935_DANRE tr|Q0V935|Q0V935_DANRE Spon2b protein OS=Danio rerio OX=7955 GN=etID309958.14 PE=2 SV=1, Danio_rerio_tr_O42114_O42114_DANRE tr|O42114|O42114_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=cb1051 PE=2 SV=1, Danio_rerio_tr_F1R2Z9_F1R2Z9_DANRE tr|F1R2Z9|F1R2Z9_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=F-spondin2 PE=4 SV=3, Danio_rerio_tr_O42113_O42113_DANRE tr|O42113|O42113_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=F-spondin1 PE=2 SV=1	Acropora_digitifera_adi_v1.01059 adi_v1.01059
OG0000089	Danio_rerio_tr_F1QKY4_F1QKY4_DANRE tr|F1QKY4|F1QKY4_DANRE Chordin OS=Danio rerio OX=7955 GN=chd PE=3 SV=1, Danio_rerio_sp_O57472_CHRD_DANRE sp|O57472|CHRD_DANRE Chordin OS=Danio rerio OX=7955 GN=chd PE=2 SV=1	Acropora_digitifera_adi_v1.13331 adi_v1.13331, Acropora_digitifera_adi_v1.09609 adi_v1.09609
OG0000089	Danio_rerio_tr_B4XEZ3_B4XEZ3_DANRE tr|B4XEZ3|B4XEZ3_DANRE Chordin-like 2 OS=Danio rerio OX=7955 GN=CHL PE=2 SV=1	Acropora_digitifera_adi_v1.01316 adi_v1.01316
OG0000095	Danio_rerio_tr_E7EDQ9_E7EDQ9_DANRE tr|E7EDQ9|E7EDQ9_DANRE SPARC-related modular calcium-binding 1 OS=Danio rerio OX=7955 GN=smoc1 PE=2 SV=1	Acropora_digitifera_adi_v1.07740 adi_v1.07740
OG0000102	Danio_rerio_tr_B8A4X3_B8A4X3_DANRE tr|B8A4X3|B8A4X3_DANRE Fibulin 5 OS=Danio rerio OX=7955 GN=zgc_103575 PE=1 SV=1, Danio_rerio_tr_Q5XJ74_Q5XJ74_DANRE tr|Q5XJ74|Q5XJ74_DANRE Fbln5 protein OS=Danio rerio OX=7955 GN=zgc_103575 PE=1 SV=1, Danio_rerio_tr_Q5PR37_Q5PR37_DANRE tr|Q5PR37|Q5PR37_DANRE EGF-containing fibulin-like extracellular matrix protein 2 OS=Danio rerio OX=7955 GN=efemp2 PE=1 SV=1, Danio_rerio_tr_Q5WQV6_Q5WQV6_DANRE tr|Q5WQV6|Q5WQV6_DANRE Acidic fibroblast growth factor intracellular-binding protein B isoform X1 OS=Danio rerio OX=7955 GN=LOC572703 PE=1 SV=2, Danio_rerio_tr_A0A0R4IL08_A0A0R4IL08_DANRE tr|A0A0R4IL08|A0A0R4IL08_DANRE Si_ch73-173h19.3 OS=Danio rerio OX=7955 GN=si_ch73-173h19.3 PE=4 SV=1	Acropora_digitifera_adi_v1.12081 adi_v1.12081
OG0000112	Danio_rerio_tr_Q1LVP9_Q1LVP9_DANRE tr|Q1LVP9|Q1LVP9_DANRE Heparanase OS=Danio rerio OX=7955 GN=im_7144134 PE=3 SV=1	Acropora_digitifera_adi_v1.23845 adi_v1.23845, Acropora_digitifera_adi_v1.09025 adi_v1.09025
OG0000114	Danio_rerio_tr_X1WCP5_X1WCP5_DANRE tr|X1WCP5|X1WCP5_DANRE Host cell factor 2 OS=Danio rerio OX=7955 GN=si_ch73-376i21.2 PE=4 SV=1	Acropora_digitifera_adi_v1.04340 adi_v1.04340
OG0000120	Danio_rerio_tr_Q0JY12_Q0JY12_DANRE tr|Q0JY12|Q0JY12_DANRE Syndecan 4 OS=Danio rerio OX=7955 GN=SDC4 PE=2 SV=1, Danio_rerio_tr_Q66I66_Q66I66_DANRE tr|Q66I66|Q66I66_DANRE Syndecan OS=Danio rerio OX=7955 GN=zgc_103676 PE=2 SV=1, Danio_rerio_tr_F1DFN3_F1DFN3_DANRE tr|F1DFN3|F1DFN3_DANRE Syndecan _Fragment_ OS=Danio rerio OX=7955 GN=sdc3 PE=2 SV=1	Acropora_digitifera_adi_v1.22301 adi_v1.22301
OG0000122	Danio_rerio_tr_Q7SZM5_Q7SZM5_DANRE tr|Q7SZM5|Q7SZM5_DANRE 72 kDa type IV collagenase precursor OS=Danio rerio OX=7955 GN=wu_fk89d01 PE=2 SV=1, Danio_rerio_tr_Q7T317_Q7T317_DANRE tr|Q7T317|Q7T317_DANRE Matrix metalloproteinase 9 OS=Danio rerio OX=7955 GN=wu_fi98c09 PE=2 SV=1	Acropora_digitifera_adi_v1.02556 adi_v1.02556
OG0000125	Danio_rerio_tr_Q503P4_Q503P4_DANRE tr|Q503P4|Q503P4_DANRE Inter-alpha-trypsin inhibitor heavy chain H3 OS=Danio rerio OX=7955 GN=itih3a PE=2 SV=1, Danio_rerio_tr_E7FCH6_E7FCH6_DANRE tr|E7FCH6|E7FCH6_DANRE Inter-alpha-trypsin inhibitor heavy chain 1 OS=Danio rerio OX=7955 GN=itih1 PE=3 SV=1, Danio_rerio_tr_Q5RH29_Q5RH29_DANRE tr|Q5RH29|Q5RH29_DANRE Inter-alpha-trypsin inhibitor heavy chain 2 OS=Danio rerio OX=7955 GN=DKEY-235I4.1 PE=3 SV=1, Danio_rerio_tr_Q498Q0_Q498Q0_DANRE tr|Q498Q0|Q498Q0_DANRE Inter-alpha _Globulin_ inhibitor H3 OS=Danio rerio OX=7955 GN=itih3 PE=2 SV=1	Acropora_digitifera_adi_v1.07066 adi_v1.07066
OG0000150	Danio_rerio_tr_E9QCK7_E9QCK7_DANRE tr|E9QCK7|E9QCK7_DANRE Papp-a2 _Fragment_ OS=Danio rerio OX=7955 GN=papp-a2 PE=3 SV=1, Danio_rerio_tr_M1WXG8_M1WXG8_DANRE tr|M1WXG8|M1WXG8_DANRE Pregnancy-associated plasma protein A_ pappalysin 1b precursor OS=Danio rerio OX=7955 GN=papp-ab PE=2 SV=1, Danio_rerio_tr_M1XYM1_M1XYM1_DANRE tr|M1XYM1|M1XYM1_DANRE Pappalysin-1 precursor OS=Danio rerio OX=7955 GN=papp-aa PE=2 SV=1	Acropora_digitifera_adi_v1.12343 adi_v1.12343
OG0000154	Danio_rerio_tr_A0A8M1NUZ8_A0A8M1NUZ8_DANRE tr|A0A8M1NUZ8|A0A8M1NUZ8_DANRE Cartilage intermediate layer protein 1 isoform X1 OS=Danio rerio OX=7955 GN=im_7137994 PE=1 SV=1, Danio_rerio_tr_F1Q5N7_F1Q5N7_DANRE tr|F1Q5N7|F1Q5N7_DANRE Cartilage intermediate layer protein 2 OS=Danio rerio OX=7955 GN=cilp2 PE=4 SV=3	Acropora_digitifera_adi_v1.09531 adi_v1.09531
OG0000156	Danio_rerio_tr_Q7ZTX7_Q7ZTX7_DANRE tr|Q7ZTX7|Q7ZTX7_DANRE Microfibrillar-associated protein 1 OS=Danio rerio OX=7955 GN=zgc_56551 PE=1 SV=1	Acropora_digitifera_adi_v1.15791 adi_v1.15791
OG0000171	Danio_rerio_sp_Q503I8_NGLY1_DANRE sp|Q503I8|NGLY1_DANRE Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Danio rerio OX=7955 GN=ngly1 PE=2 SV=1, Danio_rerio_tr_B2GSS9_B2GSS9_DANRE tr|B2GSS9|B2GSS9_DANRE Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Danio rerio OX=7955 GN=zgc_110561 PE=2 SV=1	Acropora_digitifera_adi_v1.04624 adi_v1.04624, Acropora_digitifera_adi_v1.01870 adi_v1.01870
OG0000209	Danio_rerio_sp_Q7SYD9_INT6_DANRE sp|Q7SYD9|INT6_DANRE Integrator complex subunit 6 OS=Danio rerio OX=7955 GN=ints6 PE=2 SV=1	Acropora_digitifera_adi_v1.07265 adi_v1.07265
OG0000248	Danio_rerio_tr_Q1MT36_Q1MT36_DANRE tr|Q1MT36|Q1MT36_DANRE Anosmin 1b OS=Danio rerio OX=7955 GN=anosmin-1b PE=4 SV=1, Danio_rerio_tr_Q9IAR4_Q9IAR4_DANRE tr|Q9IAR4|Q9IAR4_DANRE Anosmin-1 OS=Danio rerio OX=7955 GN=wu_fl91z45 PE=2 SV=1	Acropora_digitifera_adi_v1.13105 adi_v1.13105, Acropora_digitifera_adi_v1.15930 adi_v1.15930
OG0000269	Danio_rerio_tr_F2Z4S9_F2Z4S9_DANRE tr|F2Z4S9|F2Z4S9_DANRE Gliomedin OS=Danio rerio OX=7955 GN=colm PE=4 SV=1	Acropora_digitifera_adi_v1.15033 adi_v1.15033
OG0000348	Danio_rerio_tr_Q00P20_Q00P20_DANRE tr|Q00P20|Q00P20_DANRE Nyctalopin OS=Danio rerio OX=7955 GN=nyx PE=2 SV=1	Acropora_digitifera_adi_v1.13243 adi_v1.13243
OG0001514	Danio_rerio_tr_Q4W898_Q4W898_DANRE tr|Q4W898|Q4W898_DANRE Lymphotoxin-alpha OS=Danio rerio OX=7955 GN=tnf PE=2 SV=1	Acropora_digitifera_adi_v1.21762 adi_v1.21762, Acropora_digitifera_adi_v1.15174 adi_v1.15174
