Orthogroup	Chordata_Vertebrata_Danio_rerio	Cnidaria_Anthozoa_Nematostella_vectensis
OG0000080	Danio_rerio_tr_Q7SZM6_Q7SZM6_DANRE tr|Q7SZM6|Q7SZM6_DANRE Metalloproteinase inhibitor 2 precursor OS=Danio rerio OX=7955 GN=etID32613.12 PE=2 SV=1, Danio_rerio_tr_Q6NUX9_Q6NUX9_DANRE tr|Q6NUX9|Q6NUX9_DANRE TIMP metallopeptidase inhibitor 2b OS=Danio rerio OX=7955 GN=timp2l PE=2 SV=1, Danio_rerio_tr_A0A0R4IT47_A0A0R4IT47_DANRE tr|A0A0R4IT47|A0A0R4IT47_DANRE TIMP metallopeptidase inhibitor 4_ tandem duplicate 3 OS=Danio rerio OX=7955 GN=timp4 PE=3 SV=1	Nematostella_vectensis_NV2t017964001.1 NV2t017964001.1, Nematostella_vectensis_NV2t003669001.1 NV2t003669001.1, Nematostella_vectensis_NV2t003671001.1 NV2t003671001.1, Nematostella_vectensis_NV2t002779001.1 NV2t002779001.1
OG0000081	Danio_rerio_sp_Q7SXF6_CREL2_DANRE sp|Q7SXF6|CREL2_DANRE Cysteine-rich with EGF-like domain protein 2 OS=Danio rerio OX=7955 GN=creld2 PE=2 SV=2	Nematostella_vectensis_NV2t010636001.1 NV2t010636001.1, Nematostella_vectensis_NV2t010636002.1 NV2t010636002.1, Nematostella_vectensis_NV2t001170001.1 NV2t001170001.1
OG0000083	Danio_rerio_tr_A0A8M1NJV4_A0A8M1NJV4_DANRE tr|A0A8M1NJV4|A0A8M1NJV4_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=si_dkey-20d21.13 PE=3 SV=1, Danio_rerio_tr_Q29RC1_Q29RC1_DANRE tr|Q29RC1|Q29RC1_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=hyal1 PE=2 SV=1, Danio_rerio_tr_A1L264_A1L264_DANRE tr|A1L264|A1L264_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=zgc_158668 PE=2 SV=1, Danio_rerio_tr_X1WD16_X1WD16_DANRE tr|X1WD16|X1WD16_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=LOC108181664 PE=3 SV=1, Danio_rerio_tr_A1L235_A1L235_DANRE tr|A1L235|A1L235_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=zgc_158626 PE=2 SV=1, Danio_rerio_tr_A0A8M3ATS4_A0A8M3ATS4_DANRE tr|A0A8M3ATS4|A0A8M3ATS4_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=hyal2a PE=3 SV=1	Nematostella_vectensis_NV2t014428001.1 NV2t014428001.1, Nematostella_vectensis_NV2t014444001.1 NV2t014444001.1
OG0000084	Danio_rerio_tr_B0S8G5_B0S8G5_DANRE tr|B0S8G5|B0S8G5_DANRE Col18a1 protein OS=Danio rerio OX=7955 GN=col18a1 PE=1 SV=1	Nematostella_vectensis_NV2t011420001.1 NV2t011420001.1
OG0000088	Danio_rerio_tr_O42111_O42111_DANRE tr|O42111|O42111_DANRE MINDIN1 OS=Danio rerio OX=7955 GN=mindin1 PE=2 SV=1, Danio_rerio_tr_Q0V935_Q0V935_DANRE tr|Q0V935|Q0V935_DANRE Spon2b protein OS=Danio rerio OX=7955 GN=etID309958.14 PE=2 SV=1, Danio_rerio_tr_O42114_O42114_DANRE tr|O42114|O42114_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=cb1051 PE=2 SV=1, Danio_rerio_tr_F1R2Z9_F1R2Z9_DANRE tr|F1R2Z9|F1R2Z9_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=F-spondin2 PE=4 SV=3, Danio_rerio_tr_O42113_O42113_DANRE tr|O42113|O42113_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=F-spondin1 PE=2 SV=1	Nematostella_vectensis_NV2t009987001.1 NV2t009987001.1
OG0000089	Danio_rerio_tr_F1QKY4_F1QKY4_DANRE tr|F1QKY4|F1QKY4_DANRE Chordin OS=Danio rerio OX=7955 GN=chd PE=3 SV=1, Danio_rerio_sp_O57472_CHRD_DANRE sp|O57472|CHRD_DANRE Chordin OS=Danio rerio OX=7955 GN=chd PE=2 SV=1	Nematostella_vectensis_NV2t014185001.1 NV2t014185001.1
OG0000089	Danio_rerio_tr_B4XEZ3_B4XEZ3_DANRE tr|B4XEZ3|B4XEZ3_DANRE Chordin-like 2 OS=Danio rerio OX=7955 GN=CHL PE=2 SV=1	Nematostella_vectensis_NV2t022735001.1 NV2t022735001.1
OG0000090	Danio_rerio_tr_Q1LV25_Q1LV25_DANRE tr|Q1LV25|Q1LV25_DANRE Hyaluronan and proteoglycan link protein 4 OS=Danio rerio OX=7955 GN=si_dkey-19f23.2 PE=4 SV=1, Danio_rerio_tr_Q1LXE1_Q1LXE1_DANRE tr|Q1LXE1|Q1LXE1_DANRE Hyaluronan and proteoglycan link protein 1 isoform 1 precursor OS=Danio rerio OX=7955 GN=crtl1 PE=1 SV=1, Danio_rerio_tr_B3DIH3_B3DIH3_DANRE tr|B3DIH3|B3DIH3_DANRE Hapln1a protein OS=Danio rerio OX=7955 GN=crtl1 PE=1 SV=1, Danio_rerio_tr_E7FBW8_E7FBW8_DANRE tr|E7FBW8|E7FBW8_DANRE Hyaluronan and proteoglycan link protein 1 OS=Danio rerio OX=7955 GN=hapln1b PE=4 SV=1, Danio_rerio_tr_Q6NV41_Q6NV41_DANRE tr|Q6NV41|Q6NV41_DANRE Hyaluronan and proteoglycan link protein 3 OS=Danio rerio OX=7955 GN=zgc_85609 PE=2 SV=1, Danio_rerio_tr_A4JYQ1_A4JYQ1_DANRE tr|A4JYQ1|A4JYQ1_DANRE Hyaluronan and proteoglycan link protein 2 precursor OS=Danio rerio OX=7955 GN=wu_fj51g03 PE=2 SV=1	Nematostella_vectensis_NV2t007793001.1 NV2t007793001.1, Nematostella_vectensis_NV2t022626001.1 NV2t022626001.1, Nematostella_vectensis_NV2t022622001.1 NV2t022622001.1, Nematostella_vectensis_NV2t022624001.1 NV2t022624001.1, Nematostella_vectensis_NV2t022627001.1 NV2t022627001.1, Nematostella_vectensis_NV2t011760001.1 NV2t011760001.1, Nematostella_vectensis_NV2t012169001.1 NV2t012169001.1
OG0000095	Danio_rerio_tr_E7EDQ9_E7EDQ9_DANRE tr|E7EDQ9|E7EDQ9_DANRE SPARC-related modular calcium-binding 1 OS=Danio rerio OX=7955 GN=smoc1 PE=2 SV=1	Nematostella_vectensis_NV2t011433006.1 NV2t011433006.1, Nematostella_vectensis_NV2t011433002.1 NV2t011433002.1, Nematostella_vectensis_NV2t011433001.1 NV2t011433001.1, Nematostella_vectensis_NV2t011433005.1 NV2t011433005.1, Nematostella_vectensis_NV2t011433003.1 NV2t011433003.1, Nematostella_vectensis_NV2t011433004.1 NV2t011433004.1
OG0000102	Danio_rerio_tr_B8A4X3_B8A4X3_DANRE tr|B8A4X3|B8A4X3_DANRE Fibulin 5 OS=Danio rerio OX=7955 GN=zgc_103575 PE=1 SV=1, Danio_rerio_tr_Q5XJ74_Q5XJ74_DANRE tr|Q5XJ74|Q5XJ74_DANRE Fbln5 protein OS=Danio rerio OX=7955 GN=zgc_103575 PE=1 SV=1, Danio_rerio_tr_Q5PR37_Q5PR37_DANRE tr|Q5PR37|Q5PR37_DANRE EGF-containing fibulin-like extracellular matrix protein 2 OS=Danio rerio OX=7955 GN=efemp2 PE=1 SV=1, Danio_rerio_tr_Q5WQV6_Q5WQV6_DANRE tr|Q5WQV6|Q5WQV6_DANRE Acidic fibroblast growth factor intracellular-binding protein B isoform X1 OS=Danio rerio OX=7955 GN=LOC572703 PE=1 SV=2, Danio_rerio_tr_A0A0R4IL08_A0A0R4IL08_DANRE tr|A0A0R4IL08|A0A0R4IL08_DANRE Si_ch73-173h19.3 OS=Danio rerio OX=7955 GN=si_ch73-173h19.3 PE=4 SV=1	Nematostella_vectensis_NV2t003768002.1 NV2t003768002.1
OG0000112	Danio_rerio_tr_Q1LVP9_Q1LVP9_DANRE tr|Q1LVP9|Q1LVP9_DANRE Heparanase OS=Danio rerio OX=7955 GN=im_7144134 PE=3 SV=1	Nematostella_vectensis_NV2t018651001.1 NV2t018651001.1, Nematostella_vectensis_NV2t017717001.1 NV2t017717001.1
OG0000114	Danio_rerio_tr_X1WCP5_X1WCP5_DANRE tr|X1WCP5|X1WCP5_DANRE Host cell factor 2 OS=Danio rerio OX=7955 GN=si_ch73-376i21.2 PE=4 SV=1	Nematostella_vectensis_NV2t003399001.1 NV2t003399001.1
OG0000120	Danio_rerio_tr_Q0JY12_Q0JY12_DANRE tr|Q0JY12|Q0JY12_DANRE Syndecan 4 OS=Danio rerio OX=7955 GN=SDC4 PE=2 SV=1, Danio_rerio_tr_Q66I66_Q66I66_DANRE tr|Q66I66|Q66I66_DANRE Syndecan OS=Danio rerio OX=7955 GN=zgc_103676 PE=2 SV=1, Danio_rerio_tr_F1DFN3_F1DFN3_DANRE tr|F1DFN3|F1DFN3_DANRE Syndecan _Fragment_ OS=Danio rerio OX=7955 GN=sdc3 PE=2 SV=1	Nematostella_vectensis_NV2t006659001.1 NV2t006659001.1
OG0000122	Danio_rerio_tr_Q7SZM5_Q7SZM5_DANRE tr|Q7SZM5|Q7SZM5_DANRE 72 kDa type IV collagenase precursor OS=Danio rerio OX=7955 GN=wu_fk89d01 PE=2 SV=1, Danio_rerio_tr_Q7T317_Q7T317_DANRE tr|Q7T317|Q7T317_DANRE Matrix metalloproteinase 9 OS=Danio rerio OX=7955 GN=wu_fi98c09 PE=2 SV=1	Nematostella_vectensis_NV2t020322001.1 NV2t020322001.1, Nematostella_vectensis_NV2t024359001.1 NV2t024359001.1, Nematostella_vectensis_NV2t024561001.1 NV2t024561001.1
OG0000150	Danio_rerio_tr_E9QCK7_E9QCK7_DANRE tr|E9QCK7|E9QCK7_DANRE Papp-a2 _Fragment_ OS=Danio rerio OX=7955 GN=papp-a2 PE=3 SV=1, Danio_rerio_tr_M1WXG8_M1WXG8_DANRE tr|M1WXG8|M1WXG8_DANRE Pregnancy-associated plasma protein A_ pappalysin 1b precursor OS=Danio rerio OX=7955 GN=papp-ab PE=2 SV=1, Danio_rerio_tr_M1XYM1_M1XYM1_DANRE tr|M1XYM1|M1XYM1_DANRE Pappalysin-1 precursor OS=Danio rerio OX=7955 GN=papp-aa PE=2 SV=1	Nematostella_vectensis_NV2t025632001.1 NV2t025632001.1
OG0000156	Danio_rerio_tr_Q7ZTX7_Q7ZTX7_DANRE tr|Q7ZTX7|Q7ZTX7_DANRE Microfibrillar-associated protein 1 OS=Danio rerio OX=7955 GN=zgc_56551 PE=1 SV=1	Nematostella_vectensis_NV2t013515001.1 NV2t013515001.1
OG0000157	Danio_rerio_tr_A0A0R4IQJ3_A0A0R4IQJ3_DANRE tr|A0A0R4IQJ3|A0A0R4IQJ3_DANRE Extracellular matrix protein FRAS1 isoform X1 OS=Danio rerio OX=7955 GN=id_ibd5080 PE=1 SV=2, Danio_rerio_tr_F1Q633_F1Q633_DANRE tr|F1Q633|F1Q633_DANRE Extracellular matrix protein FRAS1 OS=Danio rerio OX=7955 GN=id_ibd5080 PE=1 SV=1, Danio_rerio_tr_F1R2T2_F1R2T2_DANRE tr|F1R2T2|F1R2T2_DANRE Fras-related extracellular matrix protein 1b isoform X1 OS=Danio rerio OX=7955 GN=si_ch211-219p7.1 PE=3 SV=3, Danio_rerio_tr_B6IDE5_B6IDE5_DANRE tr|B6IDE5|B6IDE5_DANRE Fras-related extracellular matrix protein 1b precursor OS=Danio rerio OX=7955 GN=si_ch211-219p7.1 PE=2 SV=1, Danio_rerio_tr_D7PS89_D7PS89_DANRE tr|D7PS89|D7PS89_DANRE FRAS1-related extracellular matrix protein 1 precursor OS=Danio rerio OX=7955 GN=rfl PE=2 SV=1	Nematostella_vectensis_NV2t019212001.1 NV2t019212001.1
OG0000171	Danio_rerio_sp_Q503I8_NGLY1_DANRE sp|Q503I8|NGLY1_DANRE Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Danio rerio OX=7955 GN=ngly1 PE=2 SV=1, Danio_rerio_tr_B2GSS9_B2GSS9_DANRE tr|B2GSS9|B2GSS9_DANRE Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Danio rerio OX=7955 GN=zgc_110561 PE=2 SV=1	Nematostella_vectensis_NV2t012417001.1 NV2t012417001.1
OG0000209	Danio_rerio_sp_Q7SYD9_INT6_DANRE sp|Q7SYD9|INT6_DANRE Integrator complex subunit 6 OS=Danio rerio OX=7955 GN=ints6 PE=2 SV=1	Nematostella_vectensis_NV2t022763001.1 NV2t022763001.1
OG0000214	Danio_rerio_tr_Q7ZUK5_Q7ZUK5_DANRE tr|Q7ZUK5|Q7ZUK5_DANRE Integrator complex subunit 14 OS=Danio rerio OX=7955 GN=zgc_55794 PE=1 SV=1, Danio_rerio_tr_Q1LWK5_Q1LWK5_DANRE tr|Q1LWK5|Q1LWK5_DANRE Integrator complex subunit 14 OS=Danio rerio OX=7955 GN=fi19c12 PE=1 SV=1	Nematostella_vectensis_NV2t024154001.1 NV2t024154001.1
OG0000248	Danio_rerio_tr_Q1MT36_Q1MT36_DANRE tr|Q1MT36|Q1MT36_DANRE Anosmin 1b OS=Danio rerio OX=7955 GN=anosmin-1b PE=4 SV=1, Danio_rerio_tr_Q9IAR4_Q9IAR4_DANRE tr|Q9IAR4|Q9IAR4_DANRE Anosmin-1 OS=Danio rerio OX=7955 GN=wu_fl91z45 PE=2 SV=1	Nematostella_vectensis_NV2t006365001.1 NV2t006365001.1
OG0000268	Danio_rerio_sp_Q568M3_CRLF3_DANRE sp|Q568M3|CRLF3_DANRE Cytokine receptor-like factor 3 OS=Danio rerio OX=7955 GN=crlf3 PE=2 SV=1, Danio_rerio_tr_F1QNI2_F1QNI2_DANRE tr|F1QNI2|F1QNI2_DANRE Cytokine receptor-like factor 3 OS=Danio rerio OX=7955 GN=fd20c08 PE=1 SV=1	Nematostella_vectensis_NV2t007378001.1 NV2t007378001.1
OG0000344	Danio_rerio_tr_Q567W5_Q567W5_DANRE tr|Q567W5|Q567W5_DANRE Follistatin-like 1a OS=Danio rerio OX=7955 GN=fstl1 PE=2 SV=1, Danio_rerio_tr_Q2PMI2_Q2PMI2_DANRE tr|Q2PMI2|Q2PMI2_DANRE Follistatin-like 1b OS=Danio rerio OX=7955 GN=fa95c03 PE=1 SV=1	Nematostella_vectensis_NV2t021613001.1 NV2t021613001.1
OG0000350	Danio_rerio_tr_E7F9F5_E7F9F5_DANRE tr|E7F9F5|E7F9F5_DANRE Thrombospondin-type laminin G domain and EAR repeat-containing protein OS=Danio rerio OX=7955 GN=tspearb PE=4 SV=1, Danio_rerio_tr_E7EY40_E7EY40_DANRE tr|E7EY40|E7EY40_DANRE Thrombospondin-type laminin G domain and EAR repeat-containing protein OS=Danio rerio OX=7955 GN=tspeara PE=4 SV=1	Nematostella_vectensis_NV2t008096001.1 NV2t008096001.1
