Orthogroup	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Scyphozoa_Aurelia_aurita
OG0000014	Morbakka_virulenta_scaffold257.g6.t2 scaffold257.g6.t2, Morbakka_virulenta_scaffold257.g6.t1 scaffold257.g6.t1	Aurelia_aurita_Seg241.3 Seg241.3 transcript_id=Seg241.3_GoldUCD_mRNA.D3Y31 product="A disintegrin and metalloproteinase with thrombospondin motifs 3" protein_id=Seg241.3_GoldUCD_D3Y31
OG0000014	Morbakka_virulenta_scaffold257.g1.t1 scaffold257.g1.t1	Aurelia_aurita_Seg93.4 Seg93.4 transcript_id=Seg93.4_GoldUCD_mRNA.D3Y31 product="A disintegrin and metalloproteinase with thrombospondin motifs 3" protein_id=Seg93.4_GoldUCD_D3Y31
OG0000015	Morbakka_virulenta_scaffold147.g49.t1 scaffold147.g49.t1, Morbakka_virulenta_scaffold147.g50.t1 scaffold147.g50.t1, Morbakka_virulenta_scaffold147.g50.t2 scaffold147.g50.t2	Aurelia_aurita_Seg3316.2 Seg3316.2 transcript_id=Seg3316.2_GoldUCD_mRNA.D3Y31 product="Oncoprotein-induced transcript 3 protein" protein_id=Seg3316.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2133.4 Seg2133.4 transcript_id=Seg2133.4_GoldUCD_mRNA.D3Y31 product="ZP domain-containing protein" protein_id=Seg2133.4_GoldUCD_D3Y31
OG0000015	Morbakka_virulenta_scaffold276.g24.t3 scaffold276.g24.t3, Morbakka_virulenta_scaffold276.g24.t4 scaffold276.g24.t4, Morbakka_virulenta_scaffold276.g24.t1 scaffold276.g24.t1, Morbakka_virulenta_scaffold276.g24.t2 scaffold276.g24.t2	Aurelia_aurita_Seg4163.1 Seg4163.1 transcript_id=Seg4163.1_GoldUCD_mRNA.D3Y31 product="ZP domain-containing protein" protein_id=Seg4163.1_GoldUCD_D3Y31, Aurelia_aurita_Seg3662.4 Seg3662.4 transcript_id=Seg3662.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3662.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3222.1 Seg3222.1 transcript_id=Seg3222.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3222.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2118.4 Seg2118.4 transcript_id=Seg2118.4_GoldUCD_mRNA.D3Y31 product="ZP domain-containing protein" protein_id=Seg2118.4_GoldUCD_D3Y31, Aurelia_aurita_Seg1079.7 Seg1079.7 transcript_id=Seg1079.7_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase ZSWIM2" protein_id=Seg1079.7_GoldUCD_D3Y31, Aurelia_aurita_Seg695.1 Seg695.1 transcript_id=Seg695.1_GoldUCD_mRNA.D3Y31 product="ZP domain-containing protein" protein_id=Seg695.1_GoldUCD_D3Y31, Aurelia_aurita_Seg61.6 Seg61.6 transcript_id=Seg61.6_GoldUCD_mRNA.D3Y31 product="Pancreatic secretory granule membrane major glycoprotein GP2" protein_id=Seg61.6_GoldUCD_D3Y31, Aurelia_aurita_Seg3270.2 Seg3270.2 transcript_id=Seg3270.2_GoldUCD_mRNA.D3Y31 product="CUB and zona pellucida-like domain-containing protein 1" protein_id=Seg3270.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg843.3 Seg843.3 transcript_id=Seg843.3_GoldUCD_mRNA.D3Y31 product="ZP domain-containing protein" protein_id=Seg843.3_GoldUCD_D3Y31, Aurelia_aurita_Seg2333.6 Seg2333.6 transcript_id=Seg2333.6_GoldUCD_mRNA.D3Y31 product="ZP domain-containing protein" protein_id=Seg2333.6_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1221.2 Seg1221.2 transcript_id=Seg1221.2_GoldUCD_mRNA.D3Y31 product="Pancreatic secretory granule membrane major glycoprotein GP2" protein_id=Seg1221.2_GoldUCD_D3Y31, Aurelia_aurita_Seg961.1 Seg961.1 transcript_id=Seg961.1_GoldUCD_mRNA.D3Y31 product="Pancreatic secretory granule membrane major glycoprotein GP2" protein_id=Seg961.1_GoldUCD_D3Y31, Aurelia_aurita_Seg2759.1 Seg2759.1 transcript_id=Seg2759.1_GoldUCD_mRNA.D3Y31 product="Pancreatic secretory granule membrane major glycoprotein GP2" protein_id=Seg2759.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1354.16 Seg1354.16 transcript_id=Seg1354.16_GoldUCD_mRNA.D3Y31 product=Uromodulin protein_id=Seg1354.16_GoldUCD_D3Y31
OG0000015	Morbakka_virulenta_scaffold70.g1.t1 scaffold70.g1.t1	Aurelia_aurita_Seg207.8 Seg207.8 transcript_id=Seg207.8_GoldUCD_mRNA.D3Y31 product="ZP domain-containing protein" protein_id=Seg207.8_GoldUCD_D3Y31 partial=true
OG0000016	Morbakka_virulenta_scaffold63.g60.t1 scaffold63.g60.t1, Morbakka_virulenta_scaffold63.g65.t1 scaffold63.g65.t1	Aurelia_aurita_Seg3451.1 Seg3451.1 transcript_id=Seg3451.1_GoldUCD_mRNA.D3Y31 product="Matrix metalloproteinase-21" protein_id=Seg3451.1_GoldUCD_D3Y31
OG0000016	Morbakka_virulenta_scaffold88.g16.t1 scaffold88.g16.t1	Aurelia_aurita_Seg8.8 Seg8.8 transcript_id=Seg8.8_GoldUCD_mRNA.D3Y31 product="Matrix metalloproteinase-16" protein_id=Seg8.8_GoldUCD_D3Y31
OG0000016	Morbakka_virulenta_scaffold413.g13.t1 scaffold413.g13.t1	Aurelia_aurita_Seg6389.1 Seg6389.1 transcript_id=Seg6389.1_GoldUCD_mRNA.D3Y31 product="Matrix metalloproteinase-17" protein_id=Seg6389.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg708.15 Seg708.15 transcript_id=Seg708.15_GoldUCD_mRNA.D3Y31 product="Matrix metalloproteinase-25" protein_id=Seg708.15_GoldUCD_D3Y31
OG0000016	Morbakka_virulenta_scaffold26.g50.t1 scaffold26.g50.t1, Morbakka_virulenta_scaffold4.g151.t2 scaffold4.g151.t2, Morbakka_virulenta_scaffold4.g151.t1 scaffold4.g151.t1	Aurelia_aurita_Seg5044.4 Seg5044.4 transcript_id=Seg5044.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5044.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg5044.5 Seg5044.5 transcript_id=Seg5044.5_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5044.5_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1669.1 Seg1669.1 transcript_id=Seg1669.1_GoldUCD_mRNA.D3Y31 product="Matrix metalloproteinase-16" protein_id=Seg1669.1_GoldUCD_D3Y31
OG0000016	Morbakka_virulenta_scaffold592.g1.t1 scaffold592.g1.t1	Aurelia_aurita_Seg3243.6 Seg3243.6 transcript_id=Seg3243.6_GoldUCD_mRNA.D3Y31 product="Hatching enzyme" protein_id=Seg3243.6_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1784.13 Seg1784.13 transcript_id=Seg1784.13_GoldUCD_mRNA.D3Y31 product="Hatching enzyme" protein_id=Seg1784.13_GoldUCD_D3Y31
OG0000017	Morbakka_virulenta_scaffold146.g41.t1 scaffold146.g41.t1	Aurelia_aurita_Seg933.9 Seg933.9 transcript_id=Seg933.9_GoldUCD_mRNA.D3Y31 product="Serpin B6" protein_id=Seg933.9_GoldUCD_D3Y31, Aurelia_aurita_Seg3126.2 Seg3126.2 transcript_id=Seg3126.2_GoldUCD_mRNA.D3Y31 product="Serpin B6" protein_id=Seg3126.2_GoldUCD_D3Y31, Aurelia_aurita_Seg888.19 Seg888.19 transcript_id=Seg888.19_GoldUCD_mRNA.D3Y31 product="Serpin B6" protein_id=Seg888.19_GoldUCD_D3Y31
OG0000017	Morbakka_virulenta_scaffold40.g21.t1 scaffold40.g21.t1, Morbakka_virulenta_scaffold420.g1.t1 scaffold420.g1.t1, Morbakka_virulenta_scaffold40.g23.t1 scaffold40.g23.t1, Morbakka_virulenta_scaffold180.g58.t1 scaffold180.g58.t1, Morbakka_virulenta_scaffold89.g6.t1 scaffold89.g6.t1, Morbakka_virulenta_scaffold89.g6.t2 scaffold89.g6.t2	Aurelia_aurita_Seg2258.2 Seg2258.2 transcript_id=Seg2258.2_GoldUCD_mRNA.D3Y31 product="Serine protease inhibitor" protein_id=Seg2258.2_GoldUCD_D3Y31
OG0000017	Morbakka_virulenta_scaffold66.g59.t1 scaffold66.g59.t1, Morbakka_virulenta_scaffold259.g30.t1 scaffold259.g30.t1, Morbakka_virulenta_scaffold259.g31.t1 scaffold259.g31.t1, Morbakka_virulenta_scaffold237.g10.t1 scaffold237.g10.t1	Aurelia_aurita_Seg932.11 Seg932.11 transcript_id=Seg932.11_GoldUCD_mRNA.D3Y31 product="Leukocyte elastase inhibitor C" protein_id=Seg932.11_GoldUCD_D3Y31, Aurelia_aurita_Seg1617.8 Seg1617.8 transcript_id=Seg1617.8_GoldUCD_mRNA.D3Y31 product="Serpin B11" protein_id=Seg1617.8_GoldUCD_D3Y31, Aurelia_aurita_Seg2092.5 Seg2092.5 transcript_id=Seg2092.5_GoldUCD_mRNA.D3Y31 product="Serpin B11" protein_id=Seg2092.5_GoldUCD_D3Y31, Aurelia_aurita_Seg910.11 Seg910.11 transcript_id=Seg910.11_GoldUCD_mRNA.D3Y31 product="Serpin B11" protein_id=Seg910.11_GoldUCD_D3Y31, Aurelia_aurita_Seg2092.8 Seg2092.8 transcript_id=Seg2092.8_GoldUCD_mRNA.D3Y31 product="Leukocyte elastase inhibitor C" protein_id=Seg2092.8_GoldUCD_D3Y31, Aurelia_aurita_Seg6085.3 Seg6085.3 transcript_id=Seg6085.3_GoldUCD_mRNA.D3Y31 product="Leukocyte elastase inhibitor C" protein_id=Seg6085.3_GoldUCD_D3Y31, Aurelia_aurita_Seg873.2 Seg873.2 transcript_id=Seg873.2_GoldUCD_mRNA.D3Y31 product="Serpin B8" protein_id=Seg873.2_GoldUCD_D3Y31
OG0000018	Morbakka_virulenta_scaffold290.g29.t1 scaffold290.g29.t1, Morbakka_virulenta_scaffold290.g29.t2 scaffold290.g29.t2, Morbakka_virulenta_scaffold290.g29.t3 scaffold290.g29.t3	Aurelia_aurita_Seg1310.11_Seg1310.8_Seg1310.2_Seg1310.3 Seg1310.11_Seg1310.8_Seg1310.2_Seg1310.3 transcript_id=Seg1310.11_Seg1310.8_Seg1310.2_Seg1310.3_GoldUCD_mRNA.D3Y31 product="Lysyl oxidase 2B" protein_id=Seg1310.11_Seg1310.8_Seg1310.2_Seg1310.3_GoldUCD_D3Y31
OG0000019	Morbakka_virulenta_scaffold47.g131.t1 scaffold47.g131.t1	Aurelia_aurita_Seg381.25 Seg381.25 transcript_id=Seg381.25_GoldUCD_mRNA.D3Y31 product="Inhibin beta A chain" protein_id=Seg381.25_GoldUCD_D3Y31
OG0000019	Morbakka_virulenta_scaffold455.g5.t1 scaffold455.g5.t1	Aurelia_aurita_Seg3698.1 Seg3698.1 transcript_id=Seg3698.1_GoldUCD_mRNA.D3Y31 product="Inhibin beta B chain" protein_id=Seg3698.1_GoldUCD_D3Y31
OG0000019	Morbakka_virulenta_scaffold157.g8.t1 scaffold157.g8.t1	Aurelia_aurita_Seg36.3 Seg36.3 transcript_id=Seg36.3_GoldUCD_mRNA.D3Y31 product="Bone morphogenetic protein 10" protein_id=Seg36.3_GoldUCD_D3Y31
OG0000019	Morbakka_virulenta_scaffold14.g2.t1 scaffold14.g2.t1, Morbakka_virulenta_scaffold14.g3.t1 scaffold14.g3.t1	Aurelia_aurita_Seg1073.3 Seg1073.3 transcript_id=Seg1073.3_GoldUCD_mRNA.D3Y31 product="Bone morphogenetic protein 10" protein_id=Seg1073.3_GoldUCD_D3Y31
OG0000019	Morbakka_virulenta_scaffold135.g49.t1 scaffold135.g49.t1	Aurelia_aurita_Seg3305.2 Seg3305.2 transcript_id=Seg3305.2_GoldUCD_mRNA.D3Y31 product="Bone morphogenetic protein 5" protein_id=Seg3305.2_GoldUCD_D3Y31, Aurelia_aurita_Seg2319.3 Seg2319.3 transcript_id=Seg2319.3_GoldUCD_mRNA.D3Y31 product="Bone morphogenetic protein 5" protein_id=Seg2319.3_GoldUCD_D3Y31
OG0000019	Morbakka_virulenta_scaffold7.g3.t1 scaffold7.g3.t1	Aurelia_aurita_Seg630.3 Seg630.3 transcript_id=Seg630.3_GoldUCD_mRNA.D3Y31 product="Bone morphogenetic protein 2-B" protein_id=Seg630.3_GoldUCD_D3Y31
OG0000019	Morbakka_virulenta_scaffold36.g28.t1 scaffold36.g28.t1	Aurelia_aurita_Seg4745.1 Seg4745.1 transcript_id=Seg4745.1_GoldUCD_mRNA.D3Y31 product="Growth_differentiation factor 6-A" protein_id=Seg4745.1_GoldUCD_D3Y31, Aurelia_aurita_Seg562.17 Seg562.17 transcript_id=Seg562.17_GoldUCD_mRNA.D3Y31 product="Growth_differentiation factor 6-A" protein_id=Seg562.17_GoldUCD_D3Y31
OG0000020	Morbakka_virulenta_scaffold39.g96.t1 scaffold39.g96.t1	Aurelia_aurita_Seg376.12 Seg376.12 transcript_id=Seg376.12_GoldUCD_mRNA.D3Y31 product="Collagen alpha-2" protein_id=Seg376.12_GoldUCD_D3Y31 partial=true
OG0000020	Morbakka_virulenta_scaffold131.g48.t3 scaffold131.g48.t3, Morbakka_virulenta_scaffold131.g48.t2 scaffold131.g48.t2, Morbakka_virulenta_scaffold131.g48.t1 scaffold131.g48.t1	Aurelia_aurita_Seg1274.1 Seg1274.1 transcript_id=Seg1274.1_GoldUCD_mRNA.D3Y31 product="Collagen alpha-2" protein_id=Seg1274.1_GoldUCD_D3Y31 partial=true
OG0000020	Morbakka_virulenta_scaffold461.g6.t1 scaffold461.g6.t1, Morbakka_virulenta_scaffold461.g6.t2 scaffold461.g6.t2	Aurelia_aurita_Seg6278.2 Seg6278.2 transcript_id=Seg6278.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1" protein_id=Seg6278.2_GoldUCD_D3Y31
OG0000020	Morbakka_virulenta_scaffold116.g19.t1 scaffold116.g19.t1, Morbakka_virulenta_scaffold116.g19.t2 scaffold116.g19.t2	Aurelia_aurita_Seg1961.2 Seg1961.2 transcript_id=Seg1961.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg1961.2_GoldUCD_D3Y31 partial=true
OG0000021	Morbakka_virulenta_scaffold66.g10.t1 scaffold66.g10.t1, Morbakka_virulenta_scaffold66.g10.t2 scaffold66.g10.t2	Aurelia_aurita_Seg1799.5 Seg1799.5 transcript_id=Seg1799.5_GoldUCD_mRNA.D3Y31 product=Nidogen-1 protein_id=Seg1799.5_GoldUCD_D3Y31
OG0000021	Morbakka_virulenta_scaffold214.g8.t1 scaffold214.g8.t1	Aurelia_aurita_Seg2136.5 Seg2136.5 transcript_id=Seg2136.5_GoldUCD_mRNA.D3Y31 product="Low-density lipoprotein receptor-related protein 8" protein_id=Seg2136.5_GoldUCD_D3Y31
OG0000021	Morbakka_virulenta_scaffold3.g40.t1 scaffold3.g40.t1, Morbakka_virulenta_scaffold3.g40.t2 scaffold3.g40.t2	Aurelia_aurita_Seg97.17 Seg97.17 transcript_id=Seg97.17_GoldUCD_mRNA.D3Y31 product="Low-density lipoprotein receptor-related protein 1" protein_id=Seg97.17_GoldUCD_D3Y31
OG0000022	Morbakka_virulenta_scaffold19.g106.t1 scaffold19.g106.t1	Aurelia_aurita_Seg190.12 Seg190.12 transcript_id=Seg190.12_GoldUCD_mRNA.D3Y31 product="Annexin A6" protein_id=Seg190.12_GoldUCD_D3Y31
OG0000022	Morbakka_virulenta_scaffold487.g6.t1 scaffold487.g6.t1	Aurelia_aurita_Seg940.20 Seg940.20 transcript_id=Seg940.20_GoldUCD_mRNA.D3Y31 product="Annexin A7" protein_id=Seg940.20_GoldUCD_D3Y31 partial=true
OG0000023	Morbakka_virulenta_scaffold2.g133.t1 scaffold2.g133.t1	Aurelia_aurita_Seg1673.1 Seg1673.1 transcript_id=Seg1673.1_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase-disintegrin-like Eoc1" protein_id=Seg1673.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1897.2 Seg1897.2 transcript_id=Seg1897.2_GoldUCD_mRNA.D3Y31 product="Disintegrin and metalloproteinase domain-containing protein 22" protein_id=Seg1897.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1673.2 Seg1673.2 transcript_id=Seg1673.2_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase-disintegrin-like VLAIP-A" protein_id=Seg1673.2_GoldUCD_D3Y31, Aurelia_aurita_Seg4219.1 Seg4219.1 transcript_id=Seg4219.1_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase-disintegrin-like BfMP" protein_id=Seg4219.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1897.5 Seg1897.5 transcript_id=Seg1897.5_GoldUCD_mRNA.D3Y31 product="Disintegrin and metalloproteinase domain-containing protein 12" protein_id=Seg1897.5_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1897.4 Seg1897.4 transcript_id=Seg1897.4_GoldUCD_mRNA.D3Y31 product="Disintegrin and metalloproteinase domain-containing protein 7" protein_id=Seg1897.4_GoldUCD_D3Y31
OG0000023	Morbakka_virulenta_scaffold206.g31.t1 scaffold206.g31.t1	Aurelia_aurita_Seg1526.4 Seg1526.4 transcript_id=Seg1526.4_GoldUCD_mRNA.D3Y31 product="ADP-ribosylation factor-like protein 3" protein_id=Seg1526.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg4135.1 Seg4135.1 transcript_id=Seg4135.1_GoldUCD_mRNA.D3Y31 product="Disintegrin and metalloproteinase domain-containing protein 12" protein_id=Seg4135.1_GoldUCD_D3Y31 partial=true
OG0000024	Morbakka_virulenta_scaffold161.g44.t1 scaffold161.g44.t1	Aurelia_aurita_Seg9080.2 Seg9080.2 transcript_id=Seg9080.2_GoldUCD_mRNA.D3Y31 product=Nidogen-2 protein_id=Seg9080.2_GoldUCD_D3Y31
OG0000028	Morbakka_virulenta_scaffold9.g59.t2 scaffold9.g59.t2, Morbakka_virulenta_scaffold9.g59.t1 scaffold9.g59.t1	Aurelia_aurita_Seg2083.3 Seg2083.3 transcript_id=Seg2083.3_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg2083.3_GoldUCD_D3Y31 partial=true
OG0000029	Morbakka_virulenta_scaffold17.g74.t1 scaffold17.g74.t1	Aurelia_aurita_Seg3084.4 Seg3084.4 transcript_id=Seg3084.4_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 2" protein_id=Seg3084.4_GoldUCD_D3Y31 partial=true
OG0000029	Morbakka_virulenta_scaffold331.g4.t1 scaffold331.g4.t1	Aurelia_aurita_Seg2651.1 Seg2651.1 transcript_id=Seg2651.1_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 2" protein_id=Seg2651.1_GoldUCD_D3Y31
OG0000029	Morbakka_virulenta_scaffold331.g11.t1 scaffold331.g11.t1	Aurelia_aurita_Seg2349.5 Seg2349.5 transcript_id=Seg2349.5_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 5" protein_id=Seg2349.5_GoldUCD_D3Y31, Aurelia_aurita_Seg75.2 Seg75.2 transcript_id=Seg75.2_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 5" protein_id=Seg75.2_GoldUCD_D3Y31
OG0000029	Morbakka_virulenta_scaffold154.g38.t1 scaffold154.g38.t1	Aurelia_aurita_Seg1254.4 Seg1254.4 transcript_id=Seg1254.4_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 4" protein_id=Seg1254.4_GoldUCD_D3Y31
OG0000029	Morbakka_virulenta_scaffold12.g130.t1 scaffold12.g130.t1	Aurelia_aurita_Seg2969.1 Seg2969.1 transcript_id=Seg2969.1_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 2" protein_id=Seg2969.1_GoldUCD_D3Y31, Aurelia_aurita_Seg2478.3 Seg2478.3 transcript_id=Seg2478.3_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 2" protein_id=Seg2478.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2030.7 Seg2030.7 transcript_id=Seg2030.7_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 2" protein_id=Seg2030.7_GoldUCD_D3Y31
OG0000030	Morbakka_virulenta_scaffold273.g11.t2 scaffold273.g11.t2, Morbakka_virulenta_scaffold273.g11.t1 scaffold273.g11.t1	Aurelia_aurita_Seg1709.3 Seg1709.3 transcript_id=Seg1709.3_GoldUCD_mRNA.D3Y31 product="ADAM 17-like protease" protein_id=Seg1709.3_GoldUCD_D3Y31
OG0000031	Morbakka_virulenta_scaffold463.g10.t1 scaffold463.g10.t1	Aurelia_aurita_Seg692.1 Seg692.1 transcript_id=Seg692.1_GoldUCD_mRNA.D3Y31 product=Ryncolin-4 protein_id=Seg692.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3842.1 Seg3842.1 transcript_id=Seg3842.1_GoldUCD_mRNA.D3Y31 product="von Willebrand factor D and EGF domain-containing protein" protein_id=Seg3842.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg865.3 Seg865.3 transcript_id=Seg865.3_GoldUCD_mRNA.D3Y31 product="von Willebrand factor D and EGF domain-containing protein" protein_id=Seg865.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg5336.1 Seg5336.1 transcript_id=Seg5336.1_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg5336.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1825.1 Seg1825.1 transcript_id=Seg1825.1_GoldUCD_mRNA.D3Y31 product="Protein cornichon 1" protein_id=Seg1825.1_GoldUCD_D3Y31, Aurelia_aurita_Seg3437.1 Seg3437.1 transcript_id=Seg3437.1_GoldUCD_mRNA.D3Y31 product="von Willebrand factor D and EGF domain-containing protein" protein_id=Seg3437.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg590.12 Seg590.12 transcript_id=Seg590.12_GoldUCD_mRNA.D3Y31 product="von Willebrand factor D and EGF domain-containing protein" protein_id=Seg590.12_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1847.5 Seg1847.5 transcript_id=Seg1847.5_GoldUCD_mRNA.D3Y31 product="von Willebrand factor D and EGF domain-containing protein" protein_id=Seg1847.5_GoldUCD_D3Y31, Aurelia_aurita_Seg1808.5 Seg1808.5 transcript_id=Seg1808.5_GoldUCD_mRNA.D3Y31 product="von Willebrand factor D and EGF domain-containing protein" protein_id=Seg1808.5_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg778.2 Seg778.2 transcript_id=Seg778.2_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg778.2_GoldUCD_D3Y31, Aurelia_aurita_Seg4427.3 Seg4427.3 transcript_id=Seg4427.3_GoldUCD_mRNA.D3Y31 product="von Willebrand factor D and EGF domain-containing protein" protein_id=Seg4427.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg590.6 Seg590.6 transcript_id=Seg590.6_GoldUCD_mRNA.D3Y31 product="von Willebrand factor D and EGF domain-containing protein" protein_id=Seg590.6_GoldUCD_D3Y31
OG0000032	Morbakka_virulenta_scaffold930.g1.t1 scaffold930.g1.t1, Morbakka_virulenta_scaffold75.g57.t2 scaffold75.g57.t2, Morbakka_virulenta_scaffold75.g58.t1 scaffold75.g58.t1, Morbakka_virulenta_scaffold75.g58.t2 scaffold75.g58.t2, Morbakka_virulenta_scaffold75.g53.t1 scaffold75.g53.t1	Aurelia_aurita_Seg235.11_Seg235.10 Seg235.11_Seg235.10 transcript_id=Seg235.11_Seg235.10_GoldUCD_mRNA.D3Y31 product="Short-chain collagen C4" protein_id=Seg235.11_Seg235.10_GoldUCD_D3Y31
OG0000034	Morbakka_virulenta_scaffold45.g31.t2 scaffold45.g31.t2, Morbakka_virulenta_scaffold45.g31.t1 scaffold45.g31.t1	Aurelia_aurita_Seg485.7_Seg485.4 Seg485.7_Seg485.4 transcript_id=Seg485.7_Seg485.4_GoldUCD_mRNA.D3Y31 product="putative protein tag-53" protein_id=Seg485.7_Seg485.4_GoldUCD_D3Y31
OG0000034	Morbakka_virulenta_scaffold1.g337.t2 scaffold1.g337.t2, Morbakka_virulenta_scaffold1.g337.t3 scaffold1.g337.t3	Aurelia_aurita_Seg2034.3 Seg2034.3 transcript_id=Seg2034.3_GoldUCD_mRNA.D3Y31 product="Multiple epidermal growth factor-like domains protein 8" protein_id=Seg2034.3_GoldUCD_D3Y31
OG0000035	Morbakka_virulenta_scaffold72.g49.t1 scaffold72.g49.t1, Morbakka_virulenta_scaffold72.g48.t1 scaffold72.g48.t1	Aurelia_aurita_Seg194.3_Seg194.2 Seg194.3_Seg194.2 transcript_id=Seg194.3_Seg194.2_GoldUCD_mRNA.D3Y31 product="Coagulation factor VIII" protein_id=Seg194.3_Seg194.2_GoldUCD_D3Y31
OG0000035	Morbakka_virulenta_scaffold400.g3.t2 scaffold400.g3.t2, Morbakka_virulenta_scaffold400.g3.t1 scaffold400.g3.t1	Aurelia_aurita_Seg2124.5 Seg2124.5 transcript_id=Seg2124.5_GoldUCD_mRNA.D3Y31 product="EGF-like repeat and discoidin I-like domain-containing protein 3" protein_id=Seg2124.5_GoldUCD_D3Y31
OG0000036	Morbakka_virulenta_scaffold50.g85.t1 scaffold50.g85.t1	Aurelia_aurita_Seg2023.3 Seg2023.3 transcript_id=Seg2023.3_GoldUCD_mRNA.D3Y31 product="Epidermal growth factor-like protein 7" protein_id=Seg2023.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg5645.1 Seg5645.1 transcript_id=Seg5645.1_GoldUCD_mRNA.D3Y31 product=Vitrin protein_id=Seg5645.1_GoldUCD_D3Y31 partial=true
OG0000036	Morbakka_virulenta_scaffold2.g64.t1 scaffold2.g64.t1	Aurelia_aurita_Seg2425.5 Seg2425.5 transcript_id=Seg2425.5_GoldUCD_mRNA.D3Y31 product="von Willebrand factor C and EGF domain-containing protein" protein_id=Seg2425.5_GoldUCD_D3Y31
OG0000036	Morbakka_virulenta_scaffold98.g33.t1 scaffold98.g33.t1, Morbakka_virulenta_scaffold98.g32.t1 scaffold98.g32.t1	Aurelia_aurita_Seg593.16 Seg593.16 transcript_id=Seg593.16_GoldUCD_mRNA.D3Y31 product=Fibulin-1 protein_id=Seg593.16_GoldUCD_D3Y31, Aurelia_aurita_Seg1549.14 Seg1549.14 transcript_id=Seg1549.14_GoldUCD_mRNA.D3Y31 product="Signal peptide CUB and EGF-like domain-containing protein 1" protein_id=Seg1549.14_GoldUCD_D3Y31
OG0000037	Morbakka_virulenta_scaffold93.g25.t1 scaffold93.g25.t1	Aurelia_aurita_Seg2770.2 Seg2770.2 transcript_id=Seg2770.2_GoldUCD_mRNA.D3Y31 product="Transforming growth factor-beta-induced protein ig-h3" protein_id=Seg2770.2_GoldUCD_D3Y31, Aurelia_aurita_Seg2770.3 Seg2770.3 transcript_id=Seg2770.3_GoldUCD_mRNA.D3Y31 product="Transforming growth factor-beta-induced protein ig-h3" protein_id=Seg2770.3_GoldUCD_D3Y31
