Orthogroup	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Anthozoa_Nematostella_vectensis
OG0000073	Morbakka_virulenta_scaffold47.g78.t1 scaffold47.g78.t1	Nematostella_vectensis_NV2t000893001.1 NV2t000893001.1, Nematostella_vectensis_NV2t006315001.1 NV2t006315001.1, Nematostella_vectensis_NV2t007757001.1 NV2t007757001.1, Nematostella_vectensis_NV2t007641001.1 NV2t007641001.1
OG0000075	Morbakka_virulenta_scaffold563.g1.t2 scaffold563.g1.t2, Morbakka_virulenta_scaffold563.g1.t1 scaffold563.g1.t1	Nematostella_vectensis_NV2t003561001.1 NV2t003561001.1, Nematostella_vectensis_NV2t002824002.1 NV2t002824002.1
OG0000075	Morbakka_virulenta_scaffold416.g3.t1 scaffold416.g3.t1, Morbakka_virulenta_scaffold416.g3.t2 scaffold416.g3.t2, Morbakka_virulenta_scaffold307.g13.t1 scaffold307.g13.t1	Nematostella_vectensis_NV2t002755001.1 NV2t002755001.1
OG0000080	Morbakka_virulenta_scaffold190.g25.t1 scaffold190.g25.t1	Nematostella_vectensis_NV2t017964001.1 NV2t017964001.1, Nematostella_vectensis_NV2t003669001.1 NV2t003669001.1, Nematostella_vectensis_NV2t003671001.1 NV2t003671001.1
OG0000081	Morbakka_virulenta_scaffold161.g34.t1 scaffold161.g34.t1	Nematostella_vectensis_NV2t001170001.1 NV2t001170001.1
OG0000084	Morbakka_virulenta_scaffold357.g1.t3 scaffold357.g1.t3, Morbakka_virulenta_scaffold357.g1.t2 scaffold357.g1.t2, Morbakka_virulenta_scaffold357.g1.t1 scaffold357.g1.t1	Nematostella_vectensis_NV2t011420001.1 NV2t011420001.1, Nematostella_vectensis_NV2t011417001.1 NV2t011417001.1
OG0000087	Morbakka_virulenta_scaffold306.g6.t1 scaffold306.g6.t1, Morbakka_virulenta_scaffold306.g6.t3 scaffold306.g6.t3	Nematostella_vectensis_NV2t017495001.1 NV2t017495001.1, Nematostella_vectensis_NV2t017495003.1 NV2t017495003.1, Nematostella_vectensis_NV2t017495002.1 NV2t017495002.1, Nematostella_vectensis_NV2t017495004.1 NV2t017495004.1
OG0000088	Morbakka_virulenta_scaffold280.g21.t2 scaffold280.g21.t2, Morbakka_virulenta_scaffold280.g21.t3 scaffold280.g21.t3, Morbakka_virulenta_scaffold280.g21.t1 scaffold280.g21.t1	Nematostella_vectensis_NV2t009987001.1 NV2t009987001.1
OG0000089	Morbakka_virulenta_scaffold156.g14.t2 scaffold156.g14.t2, Morbakka_virulenta_scaffold156.g14.t1 scaffold156.g14.t1	Nematostella_vectensis_NV2t022735001.1 NV2t022735001.1
OG0000092	Morbakka_virulenta_scaffold60.g52.t1 scaffold60.g52.t1	Nematostella_vectensis_NV2t003067001.1 NV2t003067001.1, Nematostella_vectensis_NV2t003067002.1 NV2t003067002.1, Nematostella_vectensis_NV2t003067003.1 NV2t003067003.1, Nematostella_vectensis_NV2t001288001.1 NV2t001288001.1, Nematostella_vectensis_NV2t001288002.1 NV2t001288002.1, Nematostella_vectensis_NV2t001288003.1 NV2t001288003.1
OG0000093	Morbakka_virulenta_scaffold54.g15.t1 scaffold54.g15.t1, Morbakka_virulenta_scaffold90.g61.t1 scaffold90.g61.t1	Nematostella_vectensis_NV2t008996001.1 NV2t008996001.1, Nematostella_vectensis_NV2t009097001.1 NV2t009097001.1
OG0000094	Morbakka_virulenta_scaffold354.g9.t4 scaffold354.g9.t4, Morbakka_virulenta_scaffold354.g9.t1 scaffold354.g9.t1, Morbakka_virulenta_scaffold354.g9.t3 scaffold354.g9.t3, Morbakka_virulenta_scaffold354.g9.t2 scaffold354.g9.t2	Nematostella_vectensis_NV2t021528002.1 NV2t021528002.1, Nematostella_vectensis_NV2t021528001.1 NV2t021528001.1
OG0000095	Morbakka_virulenta_scaffold3.g135.t1 scaffold3.g135.t1	Nematostella_vectensis_NV2t011433006.1 NV2t011433006.1, Nematostella_vectensis_NV2t011433002.1 NV2t011433002.1, Nematostella_vectensis_NV2t011433001.1 NV2t011433001.1, Nematostella_vectensis_NV2t011433005.1 NV2t011433005.1, Nematostella_vectensis_NV2t011433003.1 NV2t011433003.1, Nematostella_vectensis_NV2t011433004.1 NV2t011433004.1
OG0000099	Morbakka_virulenta_scaffold240.g24.t1 scaffold240.g24.t1, Morbakka_virulenta_scaffold125.g57.t1 scaffold125.g57.t1, Morbakka_virulenta_scaffold242.g18.t1 scaffold242.g18.t1	Nematostella_vectensis_NV2t012418001.1 NV2t012418001.1
OG0000100	Morbakka_virulenta_scaffold275.g5.t1 scaffold275.g5.t1, Morbakka_virulenta_scaffold275.g5.t2 scaffold275.g5.t2	Nematostella_vectensis_NV2t005196004.1 NV2t005196004.1, Nematostella_vectensis_NV2t005199001.1 NV2t005199001.1, Nematostella_vectensis_NV2t005199002.1 NV2t005199002.1, Nematostella_vectensis_NV2t005196003.1 NV2t005196003.1, Nematostella_vectensis_NV2t005196001.1 NV2t005196001.1, Nematostella_vectensis_NV2t005196002.1 NV2t005196002.1
OG0000100	Morbakka_virulenta_scaffold275.g7.t1 scaffold275.g7.t1, Morbakka_virulenta_scaffold275.g7.t2 scaffold275.g7.t2	Nematostella_vectensis_NV2t005200001.1 NV2t005200001.1
OG0000101	Morbakka_virulenta_scaffold417.g12.t1 scaffold417.g12.t1, Morbakka_virulenta_scaffold417.g12.t2 scaffold417.g12.t2	Nematostella_vectensis_NV2t022495005.1 NV2t022495005.1, Nematostella_vectensis_NV2t022495004.1 NV2t022495004.1, Nematostella_vectensis_NV2t022495006.1 NV2t022495006.1, Nematostella_vectensis_NV2t022495007.1 NV2t022495007.1, Nematostella_vectensis_NV2t022495002.1 NV2t022495002.1, Nematostella_vectensis_NV2t022495001.1 NV2t022495001.1, Nematostella_vectensis_NV2t022495003.1 NV2t022495003.1
OG0000103	Morbakka_virulenta_scaffold34.g37.t1 scaffold34.g37.t1, Morbakka_virulenta_scaffold34.g37.t2 scaffold34.g37.t2, Morbakka_virulenta_scaffold34.g37.t3 scaffold34.g37.t3	Nematostella_vectensis_NV2t024079004.1 NV2t024079004.1, Nematostella_vectensis_NV2t024079001.1 NV2t024079001.1, Nematostella_vectensis_NV2t024079007.1 NV2t024079007.1, Nematostella_vectensis_NV2t024079002.1 NV2t024079002.1, Nematostella_vectensis_NV2t024079005.1 NV2t024079005.1, Nematostella_vectensis_NV2t024079003.1 NV2t024079003.1, Nematostella_vectensis_NV2t024079006.1 NV2t024079006.1
OG0000111	Morbakka_virulenta_scaffold143.g12.t1 scaffold143.g12.t1	Nematostella_vectensis_NV2t018220001.1 NV2t018220001.1, Nematostella_vectensis_NV2t007958001.1 NV2t007958001.1, Nematostella_vectensis_NV2t017350001.1 NV2t017350001.1
OG0000112	Morbakka_virulenta_scaffold181.g16.t1 scaffold181.g16.t1, Morbakka_virulenta_scaffold181.g17.t1 scaffold181.g17.t1, Morbakka_virulenta_scaffold51.g32.t1 scaffold51.g32.t1	Nematostella_vectensis_NV2t018651001.1 NV2t018651001.1, Nematostella_vectensis_NV2t017717001.1 NV2t017717001.1
OG0000113	Morbakka_virulenta_scaffold13.g58.t1 scaffold13.g58.t1	Nematostella_vectensis_NV2t022291001.1 NV2t022291001.1
OG0000116	Morbakka_virulenta_scaffold2.g208.t1 scaffold2.g208.t1, Morbakka_virulenta_scaffold37.g83.t1 scaffold37.g83.t1, Morbakka_virulenta_scaffold37.g83.t2 scaffold37.g83.t2	Nematostella_vectensis_NV2t021902003.1 NV2t021902003.1, Nematostella_vectensis_NV2t021902008.1 NV2t021902008.1, Nematostella_vectensis_NV2t021902002.1 NV2t021902002.1, Nematostella_vectensis_NV2t021902009.1 NV2t021902009.1, Nematostella_vectensis_NV2t021902006.1 NV2t021902006.1, Nematostella_vectensis_NV2t021902001.1 NV2t021902001.1, Nematostella_vectensis_NV2t021902010.1 NV2t021902010.1, Nematostella_vectensis_NV2t021902005.1 NV2t021902005.1, Nematostella_vectensis_NV2t021902007.1 NV2t021902007.1, Nematostella_vectensis_NV2t021902004.1 NV2t021902004.1, Nematostella_vectensis_NV2t021924001.1 NV2t021924001.1
OG0000119	Morbakka_virulenta_scaffold568.g2.t1 scaffold568.g2.t1	Nematostella_vectensis_NV2t000890002.1 NV2t000890002.1, Nematostella_vectensis_NV2t000890001.1 NV2t000890001.1
OG0000120	Morbakka_virulenta_scaffold241.g29.t1 scaffold241.g29.t1	Nematostella_vectensis_NV2t006659001.1 NV2t006659001.1
OG0000121	Morbakka_virulenta_scaffold324.g6.t1 scaffold324.g6.t1, Morbakka_virulenta_scaffold324.g6.t2 scaffold324.g6.t2	Nematostella_vectensis_NV2t005949001.1 NV2t005949001.1
OG0000121	Morbakka_virulenta_scaffold52.g9.t1 scaffold52.g9.t1	Nematostella_vectensis_NV2t022155001.1 NV2t022155001.1, Nematostella_vectensis_NV2t022155002.1 NV2t022155002.1
OG0000123	Morbakka_virulenta_scaffold348.g11.t1 scaffold348.g11.t1	Nematostella_vectensis_NV2t003768001.1 NV2t003768001.1
OG0000126	Morbakka_virulenta_scaffold119.g1.t1 scaffold119.g1.t1, Morbakka_virulenta_scaffold119.g2.t2 scaffold119.g2.t2, Morbakka_virulenta_scaffold119.g2.t1 scaffold119.g2.t1, Morbakka_virulenta_scaffold106.g49.t1 scaffold106.g49.t1	Nematostella_vectensis_NV2t000074001.1 NV2t000074001.1, Nematostella_vectensis_NV2t001922003.1 NV2t001922003.1, Nematostella_vectensis_NV2t001922004.1 NV2t001922004.1, Nematostella_vectensis_NV2t001922001.1 NV2t001922001.1, Nematostella_vectensis_NV2t001922005.1 NV2t001922005.1
OG0000131	Morbakka_virulenta_scaffold376.g16.t1 scaffold376.g16.t1	Nematostella_vectensis_NV2t019864001.1 NV2t019864001.1, Nematostella_vectensis_NV2t019863002.1 NV2t019863002.1, Nematostella_vectensis_NV2t013270001.1 NV2t013270001.1
OG0000133	Morbakka_virulenta_scaffold115.g46.t4 scaffold115.g46.t4, Morbakka_virulenta_scaffold115.g46.t3 scaffold115.g46.t3, Morbakka_virulenta_scaffold115.g46.t2 scaffold115.g46.t2	Nematostella_vectensis_NV2t005944001.1 NV2t005944001.1
OG0000138	Morbakka_virulenta_scaffold116.g18.t1 scaffold116.g18.t1, Morbakka_virulenta_scaffold116.g18.t3 scaffold116.g18.t3, Morbakka_virulenta_scaffold116.g18.t4 scaffold116.g18.t4	Nematostella_vectensis_NV2t025698001.1 NV2t025698001.1
OG0000142	Morbakka_virulenta_scaffold352.g12.t1 scaffold352.g12.t1, Morbakka_virulenta_scaffold578.g9.t1 scaffold578.g9.t1, Morbakka_virulenta_scaffold307.g2.t1 scaffold307.g2.t1, Morbakka_virulenta_scaffold38.g49.t1 scaffold38.g49.t1	Nematostella_vectensis_NV2t020131001.1 NV2t020131001.1, Nematostella_vectensis_NV2t017941001.1 NV2t017941001.1, Nematostella_vectensis_NV2t022026001.1 NV2t022026001.1, Nematostella_vectensis_NV2t007502001.1 NV2t007502001.1, Nematostella_vectensis_NV2t015921001.1 NV2t015921001.1, Nematostella_vectensis_NV2t002571001.1 NV2t002571001.1, Nematostella_vectensis_NV2t021788001.1 NV2t021788001.1
OG0000146	Morbakka_virulenta_scaffold4.g81.t1 scaffold4.g81.t1, Morbakka_virulenta_scaffold4.g81.t2 scaffold4.g81.t2	Nematostella_vectensis_NV2t018788002.1 NV2t018788002.1
OG0000150	Morbakka_virulenta_scaffold239.g11.t1 scaffold239.g11.t1, Morbakka_virulenta_scaffold239.g11.t2 scaffold239.g11.t2	Nematostella_vectensis_NV2t025633001.1 NV2t025633001.1, Nematostella_vectensis_NV2t025632001.1 NV2t025632001.1
OG0000152	Morbakka_virulenta_scaffold15.g92.t1 scaffold15.g92.t1, Morbakka_virulenta_scaffold15.g92.t2 scaffold15.g92.t2	Nematostella_vectensis_NV2t015243001.1 NV2t015243001.1
OG0000155	Morbakka_virulenta_scaffold186.g7.t1 scaffold186.g7.t1	Nematostella_vectensis_NV2t017827003.1 NV2t017827003.1, Nematostella_vectensis_NV2t017827002.1 NV2t017827002.1, Nematostella_vectensis_NV2t017827001.1 NV2t017827001.1, Nematostella_vectensis_NV2t017517001.1 NV2t017517001.1
OG0000156	Morbakka_virulenta_scaffold58.g7.t1 scaffold58.g7.t1	Nematostella_vectensis_NV2t013515001.1 NV2t013515001.1
OG0000157	Morbakka_virulenta_scaffold10.g13.t1 scaffold10.g13.t1	Nematostella_vectensis_NV2t019212001.1 NV2t019212001.1
OG0000158	Morbakka_virulenta_scaffold168.g4.t1 scaffold168.g4.t1	Nematostella_vectensis_NV2t016600002.1 NV2t016600002.1, Nematostella_vectensis_NV2t016600001.1 NV2t016600001.1
OG0000159	Morbakka_virulenta_scaffold145.g18.t1 scaffold145.g18.t1	Nematostella_vectensis_NV2t014678001.1 NV2t014678001.1
OG0000160	Morbakka_virulenta_scaffold358.g7.t2 scaffold358.g7.t2, Morbakka_virulenta_scaffold358.g7.t1 scaffold358.g7.t1	Nematostella_vectensis_NV2t016585002.1 NV2t016585002.1, Nematostella_vectensis_NV2t016585001.1 NV2t016585001.1
OG0000165	Morbakka_virulenta_scaffold605.g6.t1 scaffold605.g6.t1	Nematostella_vectensis_NV2t022022001.1 NV2t022022001.1
OG0000171	Morbakka_virulenta_scaffold543.g1.t1 scaffold543.g1.t1, Morbakka_virulenta_scaffold543.g1.t2 scaffold543.g1.t2	Nematostella_vectensis_NV2t012417001.1 NV2t012417001.1
OG0000177	Morbakka_virulenta_scaffold10.g110.t1 scaffold10.g110.t1	Nematostella_vectensis_NV2t013212001.1 NV2t013212001.1
OG0000178	Morbakka_virulenta_scaffold1.g139.t1 scaffold1.g139.t1	Nematostella_vectensis_NV2t006547001.1 NV2t006547001.1, Nematostella_vectensis_NV2t007463001.1 NV2t007463001.1
OG0000182	Morbakka_virulenta_scaffold230.g9.t1 scaffold230.g9.t1	Nematostella_vectensis_NV2t006820001.1 NV2t006820001.1
OG0000187	Morbakka_virulenta_scaffold124.g42.t1 scaffold124.g42.t1	Nematostella_vectensis_NV2t005309001.1 NV2t005309001.1, Nematostella_vectensis_NV2t005308001.1 NV2t005308001.1
OG0000188	Morbakka_virulenta_scaffold16.g69.t2 scaffold16.g69.t2, Morbakka_virulenta_scaffold16.g69.t1 scaffold16.g69.t1	Nematostella_vectensis_NV2t014070001.1 NV2t014070001.1, Nematostella_vectensis_NV2t000856001.1 NV2t000856001.1, Nematostella_vectensis_NV2t014087001.1 NV2t014087001.1, Nematostella_vectensis_NV2t014076001.1 NV2t014076001.1, Nematostella_vectensis_NV2t014089001.1 NV2t014089001.1
OG0000192	Morbakka_virulenta_scaffold418.g5.t1 scaffold418.g5.t1	Nematostella_vectensis_NV2t007835001.1 NV2t007835001.1, Nematostella_vectensis_NV2t007835002.1 NV2t007835002.1, Nematostella_vectensis_NV2t007835003.1 NV2t007835003.1
OG0000193	Morbakka_virulenta_scaffold139.g21.t1 scaffold139.g21.t1	Nematostella_vectensis_NV2t009771001.1 NV2t009771001.1
OG0000194	Morbakka_virulenta_scaffold3.g18.t1 scaffold3.g18.t1	Nematostella_vectensis_NV2t011108001.1 NV2t011108001.1, Nematostella_vectensis_NV2t011108002.1 NV2t011108002.1
OG0000195	Morbakka_virulenta_scaffold255.g23.t1 scaffold255.g23.t1	Nematostella_vectensis_NV2t011142001.1 NV2t011142001.1
OG0000197	Morbakka_virulenta_scaffold30.g93.t1 scaffold30.g93.t1	Nematostella_vectensis_NV2t013381001.1 NV2t013381001.1, Nematostella_vectensis_NV2t015283001.1 NV2t015283001.1
OG0000199	Morbakka_virulenta_scaffold99.g3.t1 scaffold99.g3.t1	Nematostella_vectensis_NV2t017578001.1 NV2t017578001.1
OG0000200	Morbakka_virulenta_scaffold111.g35.t1 scaffold111.g35.t1	Nematostella_vectensis_NV2t002853001.1 NV2t002853001.1
OG0000201	Morbakka_virulenta_scaffold264.g14.t2 scaffold264.g14.t2, Morbakka_virulenta_scaffold264.g14.t1 scaffold264.g14.t1	Nematostella_vectensis_NV2t000988005.1 NV2t000988005.1, Nematostella_vectensis_NV2t000988003.1 NV2t000988003.1, Nematostella_vectensis_NV2t000988004.1 NV2t000988004.1, Nematostella_vectensis_NV2t000988001.1 NV2t000988001.1, Nematostella_vectensis_NV2t000988002.1 NV2t000988002.1
OG0000203	Morbakka_virulenta_scaffold13.g9.t1 scaffold13.g9.t1	Nematostella_vectensis_NV2t022236001.1 NV2t022236001.1
OG0000204	Morbakka_virulenta_scaffold496.g8.t1 scaffold496.g8.t1, Morbakka_virulenta_scaffold496.g8.t2 scaffold496.g8.t2	Nematostella_vectensis_NV2t003725001.1 NV2t003725001.1
OG0000209	Morbakka_virulenta_scaffold146.g16.t1 scaffold146.g16.t1	Nematostella_vectensis_NV2t022763001.1 NV2t022763001.1
OG0000210	Morbakka_virulenta_scaffold13.g23.t1 scaffold13.g23.t1	Nematostella_vectensis_NV2t021186001.1 NV2t021186001.1, Nematostella_vectensis_NV2t019015002.1 NV2t019015002.1
OG0000211	Morbakka_virulenta_scaffold1.g27.t1 scaffold1.g27.t1	Nematostella_vectensis_NV2t025670003.1 NV2t025670003.1, Nematostella_vectensis_NV2t025670006.1 NV2t025670006.1
OG0000212	Morbakka_virulenta_scaffold162.g11.t1 scaffold162.g11.t1	Nematostella_vectensis_NV2t025332003.1 NV2t025332003.1, Nematostella_vectensis_NV2t025332002.1 NV2t025332002.1
OG0000214	Morbakka_virulenta_scaffold1242.g1.t1 scaffold1242.g1.t1	Nematostella_vectensis_NV2t024154001.1 NV2t024154001.1
OG0000229	Morbakka_virulenta_scaffold531.g6.t1 scaffold531.g6.t1, Morbakka_virulenta_scaffold531.g6.t2 scaffold531.g6.t2	Nematostella_vectensis_NV2t021107001.1 NV2t021107001.1
OG0000231	Morbakka_virulenta_scaffold23.g97.t3 scaffold23.g97.t3, Morbakka_virulenta_scaffold23.g97.t2 scaffold23.g97.t2, Morbakka_virulenta_scaffold23.g97.t1 scaffold23.g97.t1	Nematostella_vectensis_NV2t012221001.1 NV2t012221001.1
OG0000235	Morbakka_virulenta_scaffold51.g44.t1 scaffold51.g44.t1	Nematostella_vectensis_NV2t010668001.1 NV2t010668001.1
OG0000237	Morbakka_virulenta_scaffold1.g338.t2 scaffold1.g338.t2, Morbakka_virulenta_scaffold1.g338.t1 scaffold1.g338.t1	Nematostella_vectensis_NV2t022294001.1 NV2t022294001.1
OG0000248	Morbakka_virulenta_scaffold50.g55.t1 scaffold50.g55.t1, Morbakka_virulenta_scaffold461.g6.t3 scaffold461.g6.t3	Nematostella_vectensis_NV2t006365001.1 NV2t006365001.1
OG0000253	Morbakka_virulenta_scaffold154.g21.t1 scaffold154.g21.t1	Nematostella_vectensis_NV2t014946001.1 NV2t014946001.1
OG0000262	Morbakka_virulenta_scaffold89.g28.t1 scaffold89.g28.t1, Morbakka_virulenta_scaffold204.g8.t3 scaffold204.g8.t3, Morbakka_virulenta_scaffold204.g8.t2 scaffold204.g8.t2, Morbakka_virulenta_scaffold204.g8.t1 scaffold204.g8.t1	Nematostella_vectensis_NV2t021578001.1 NV2t021578001.1
OG0000265	Morbakka_virulenta_scaffold9.g9.t1 scaffold9.g9.t1	Nematostella_vectensis_NV2t021328001.1 NV2t021328001.1
OG0000267	Morbakka_virulenta_scaffold22.g46.t2 scaffold22.g46.t2, Morbakka_virulenta_scaffold22.g46.t1 scaffold22.g46.t1	Nematostella_vectensis_NV2t024051001.1 NV2t024051001.1
OG0000268	Morbakka_virulenta_scaffold84.g62.t1 scaffold84.g62.t1	Nematostella_vectensis_NV2t007378001.1 NV2t007378001.1
OG0000272	Morbakka_virulenta_scaffold340.g18.t2 scaffold340.g18.t2, Morbakka_virulenta_scaffold340.g18.t1 scaffold340.g18.t1, Morbakka_virulenta_scaffold263.g5.t1 scaffold263.g5.t1	Nematostella_vectensis_NV2t013883004.1 NV2t013883004.1, Nematostella_vectensis_NV2t013883001.1 NV2t013883001.1, Nematostella_vectensis_NV2t013883003.1 NV2t013883003.1, Nematostella_vectensis_NV2t013883002.1 NV2t013883002.1
OG0000278	Morbakka_virulenta_scaffold2.g14.t1 scaffold2.g14.t1	Nematostella_vectensis_NV2t005700001.1 NV2t005700001.1, Nematostella_vectensis_NV2t005700002.1 NV2t005700002.1
OG0000280	Morbakka_virulenta_scaffold141.g16.t1 scaffold141.g16.t1, Morbakka_virulenta_scaffold141.g15.t1 scaffold141.g15.t1	Nematostella_vectensis_NV2t000161001.1 NV2t000161001.1
OG0000282	Morbakka_virulenta_scaffold3589.g1.t1 scaffold3589.g1.t1	Nematostella_vectensis_NV2t010745001.1 NV2t010745001.1
OG0000285	Morbakka_virulenta_scaffold89.g26.t1 scaffold89.g26.t1	Nematostella_vectensis_NV2t021271001.1 NV2t021271001.1, Nematostella_vectensis_NV2t021271002.1 NV2t021271002.1
OG0000286	Morbakka_virulenta_scaffold101.g33.t1 scaffold101.g33.t1	Nematostella_vectensis_NV2t009055002.1 NV2t009055002.1, Nematostella_vectensis_NV2t009055003.1 NV2t009055003.1, Nematostella_vectensis_NV2t009055001.1 NV2t009055001.1
OG0000301	Morbakka_virulenta_scaffold197.g27.t1 scaffold197.g27.t1	Nematostella_vectensis_NV2t002923001.1 NV2t002923001.1, Nematostella_vectensis_NV2t021872001.1 NV2t021872001.1, Nematostella_vectensis_NV2t016661001.1 NV2t016661001.1
OG0000302	Morbakka_virulenta_scaffold27.g45.t1 scaffold27.g45.t1	Nematostella_vectensis_NV2t011820001.1 NV2t011820001.1, Nematostella_vectensis_NV2t011814001.1 NV2t011814001.1
OG0000303	Morbakka_virulenta_scaffold41.g17.t1 scaffold41.g17.t1	Nematostella_vectensis_NV2t018394001.1 NV2t018394001.1, Nematostella_vectensis_NV2t018394004.1 NV2t018394004.1, Nematostella_vectensis_NV2t018394003.1 NV2t018394003.1, Nematostella_vectensis_NV2t018394005.1 NV2t018394005.1, Nematostella_vectensis_NV2t018394002.1 NV2t018394002.1
OG0000309	Morbakka_virulenta_scaffold3752.g1.t1 scaffold3752.g1.t1	Nematostella_vectensis_NV2t023330001.1 NV2t023330001.1
OG0000330	Morbakka_virulenta_scaffold70.g14.t2 scaffold70.g14.t2, Morbakka_virulenta_scaffold70.g14.t3 scaffold70.g14.t3	Nematostella_vectensis_NV2t012621001.1 NV2t012621001.1, Nematostella_vectensis_NV2t012623001.1 NV2t012623001.1
OG0000332	Morbakka_virulenta_scaffold52.g30.t1 scaffold52.g30.t1	Nematostella_vectensis_NV2t021828001.1 NV2t021828001.1
OG0000344	Morbakka_virulenta_scaffold230.g30.t1 scaffold230.g30.t1	Nematostella_vectensis_NV2t021613001.1 NV2t021613001.1
OG0000349	Morbakka_virulenta_scaffold224.g30.t1 scaffold224.g30.t1	Nematostella_vectensis_NV2t007560001.1 NV2t007560001.1
OG0000357	Morbakka_virulenta_scaffold209.g45.t1 scaffold209.g45.t1	Nematostella_vectensis_NV2t012344001.1 NV2t012344001.1
OG0000364	Morbakka_virulenta_scaffold187.g5.t1 scaffold187.g5.t1, Morbakka_virulenta_scaffold187.g5.t2 scaffold187.g5.t2	Nematostella_vectensis_NV2t006373001.1 NV2t006373001.1
OG0000371	Morbakka_virulenta_scaffold97.g17.t1 scaffold97.g17.t1	Nematostella_vectensis_NV2t008880001.1 NV2t008880001.1, Nematostella_vectensis_NV2t008880002.1 NV2t008880002.1
OG0000398	Morbakka_virulenta_scaffold26.g83.t1 scaffold26.g83.t1	Nematostella_vectensis_NV2t003266001.1 NV2t003266001.1, Nematostella_vectensis_NV2t003632001.1 NV2t003632001.1
OG0000399	Morbakka_virulenta_scaffold241.g22.t1 scaffold241.g22.t1	Nematostella_vectensis_NV2t006344001.1 NV2t006344001.1
OG0000418	Morbakka_virulenta_scaffold599.g4.t1 scaffold599.g4.t1	Nematostella_vectensis_NV2t014749001.1 NV2t014749001.1
OG0000448	Morbakka_virulenta_scaffold267.g32.t1 scaffold267.g32.t1	Nematostella_vectensis_NV2t020815001.1 NV2t020815001.1
OG0000487	Morbakka_virulenta_scaffold3848.g1.t1 scaffold3848.g1.t1	Nematostella_vectensis_NV2t012207002.1 NV2t012207002.1
OG0000500	Morbakka_virulenta_scaffold510.g11.t1 scaffold510.g11.t1	Nematostella_vectensis_NV2t000112002.1 NV2t000112002.1
OG0000521	Morbakka_virulenta_scaffold350.g11.t1 scaffold350.g11.t1	Nematostella_vectensis_NV2t007684001.1 NV2t007684001.1
OG0000523	Morbakka_virulenta_scaffold198.g33.t1 scaffold198.g33.t1	Nematostella_vectensis_NV2t012741001.1 NV2t012741001.1
OG0000595	Morbakka_virulenta_scaffold5.g57.t1 scaffold5.g57.t1	Nematostella_vectensis_NV2t012819001.1 NV2t012819001.1
OG0000601	Morbakka_virulenta_scaffold367.g3.t1 scaffold367.g3.t1	Nematostella_vectensis_NV2t011073001.1 NV2t011073001.1
OG0000898	Morbakka_virulenta_scaffold17.g92.t1 scaffold17.g92.t1, Morbakka_virulenta_scaffold17.g92.t2 scaffold17.g92.t2	Nematostella_vectensis_NV2t025864001.1 NV2t025864001.1
OG0001142	Morbakka_virulenta_scaffold341.g2.t1 scaffold341.g2.t1	Nematostella_vectensis_NV2t023532001.1 NV2t023532001.1
OG0001167	Morbakka_virulenta_scaffold249.g18.t1 scaffold249.g18.t1	Nematostella_vectensis_NV2t003424001.1 NV2t003424001.1, Nematostella_vectensis_NV2t003424002.1 NV2t003424002.1
OG0001571	Morbakka_virulenta_scaffold39.g56.t1 scaffold39.g56.t1	Nematostella_vectensis_NV2t016522001.1 NV2t016522001.1
