Orthogroup	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Anthozoa_Stylophora_pistillata
OG0000142	Morbakka_virulenta_scaffold352.g12.t1 scaffold352.g12.t1, Morbakka_virulenta_scaffold578.g9.t1 scaffold578.g9.t1, Morbakka_virulenta_scaffold307.g2.t1 scaffold307.g2.t1, Morbakka_virulenta_scaffold38.g49.t1 scaffold38.g49.t1	Stylophora_pistillata_Spis12161 Spis12161 SpisGene12161, Stylophora_pistillata_Spis12160 Spis12160 SpisGene12160, Stylophora_pistillata_Spis22141 Spis22141 SpisGene22141, Stylophora_pistillata_Spis21559 Spis21559 SpisGene21559, Stylophora_pistillata_Spis21557 Spis21557 SpisGene21557, Stylophora_pistillata_Spis11762 Spis11762 SpisGene11762, Stylophora_pistillata_Spis934 Spis934 SpisGene934, Stylophora_pistillata_Spis19277 Spis19277 SpisGene19277, Stylophora_pistillata_Spis19449 Spis19449 SpisGene19449, Stylophora_pistillata_Spis22287 Spis22287 SpisGene22287, Stylophora_pistillata_Spis20752 Spis20752 SpisGene20752, Stylophora_pistillata_Spis13337 Spis13337 SpisGene13337
OG0000146	Morbakka_virulenta_scaffold4.g81.t1 scaffold4.g81.t1, Morbakka_virulenta_scaffold4.g81.t2 scaffold4.g81.t2	Stylophora_pistillata_Spis11073 Spis11073 SpisGene11073
OG0000150	Morbakka_virulenta_scaffold239.g11.t1 scaffold239.g11.t1, Morbakka_virulenta_scaffold239.g11.t2 scaffold239.g11.t2	Stylophora_pistillata_Spis1789 Spis1789 SpisGene1789
OG0000152	Morbakka_virulenta_scaffold15.g92.t1 scaffold15.g92.t1, Morbakka_virulenta_scaffold15.g92.t2 scaffold15.g92.t2	Stylophora_pistillata_Spis11015 Spis11015 SpisGene11015
OG0000155	Morbakka_virulenta_scaffold186.g7.t1 scaffold186.g7.t1	Stylophora_pistillata_Spis13704 Spis13704 SpisGene13704
OG0000156	Morbakka_virulenta_scaffold58.g7.t1 scaffold58.g7.t1	Stylophora_pistillata_Spis944 Spis944 SpisGene944
OG0000158	Morbakka_virulenta_scaffold168.g4.t1 scaffold168.g4.t1	Stylophora_pistillata_Spis12485 Spis12485 SpisGene12485
OG0000159	Morbakka_virulenta_scaffold354.g7.t1 scaffold354.g7.t1	Stylophora_pistillata_Spis13820 Spis13820 SpisGene13820
OG0000159	Morbakka_virulenta_scaffold145.g18.t1 scaffold145.g18.t1	Stylophora_pistillata_Spis20878 Spis20878 SpisGene20878
OG0000165	Morbakka_virulenta_scaffold605.g6.t1 scaffold605.g6.t1	Stylophora_pistillata_Spis9482 Spis9482 SpisGene9482, Stylophora_pistillata_Spis19394 Spis19394 SpisGene19394
OG0000171	Morbakka_virulenta_scaffold543.g1.t1 scaffold543.g1.t1, Morbakka_virulenta_scaffold543.g1.t2 scaffold543.g1.t2	Stylophora_pistillata_Spis4617 Spis4617 SpisGene4617
OG0000177	Morbakka_virulenta_scaffold10.g110.t1 scaffold10.g110.t1	Stylophora_pistillata_Spis16587 Spis16587 SpisGene16587
OG0000178	Morbakka_virulenta_scaffold1.g139.t1 scaffold1.g139.t1	Stylophora_pistillata_Spis9622 Spis9622 SpisGene9622, Stylophora_pistillata_Spis9843 Spis9843 SpisGene9843
OG0000179	Morbakka_virulenta_scaffold68.g43.t1 scaffold68.g43.t1, Morbakka_virulenta_scaffold177.g25.t1 scaffold177.g25.t1	Stylophora_pistillata_Spis21317 Spis21317 SpisGene21317, Stylophora_pistillata_Spis22165 Spis22165 SpisGene22165, Stylophora_pistillata_Spis4606 Spis4606 SpisGene4606, Stylophora_pistillata_Spis20491 Spis20491 SpisGene20491, Stylophora_pistillata_Spis932 Spis932 SpisGene932
OG0000182	Morbakka_virulenta_scaffold230.g9.t1 scaffold230.g9.t1	Stylophora_pistillata_Spis6187 Spis6187 SpisGene6187
OG0000188	Morbakka_virulenta_scaffold16.g69.t2 scaffold16.g69.t2, Morbakka_virulenta_scaffold16.g69.t1 scaffold16.g69.t1	Stylophora_pistillata_Spis8578 Spis8578 SpisGene8578
OG0000192	Morbakka_virulenta_scaffold418.g5.t1 scaffold418.g5.t1	Stylophora_pistillata_Spis3294 Spis3294 SpisGene3294
OG0000194	Morbakka_virulenta_scaffold3.g18.t1 scaffold3.g18.t1	Stylophora_pistillata_Spis7867 Spis7867 SpisGene7867
OG0000195	Morbakka_virulenta_scaffold255.g23.t1 scaffold255.g23.t1	Stylophora_pistillata_Spis16217 Spis16217 SpisGene16217
OG0000197	Morbakka_virulenta_scaffold30.g93.t1 scaffold30.g93.t1	Stylophora_pistillata_Spis2309.t2 Spis2309.t2 SpisGene2309, Stylophora_pistillata_Spis20951 Spis20951 SpisGene20951
OG0000199	Morbakka_virulenta_scaffold99.g3.t1 scaffold99.g3.t1	Stylophora_pistillata_Spis5428 Spis5428 SpisGene5428
OG0000200	Morbakka_virulenta_scaffold111.g35.t1 scaffold111.g35.t1	Stylophora_pistillata_Spis3925 Spis3925 SpisGene3925
OG0000201	Morbakka_virulenta_scaffold264.g14.t2 scaffold264.g14.t2, Morbakka_virulenta_scaffold264.g14.t1 scaffold264.g14.t1	Stylophora_pistillata_Spis17755 Spis17755 SpisGene17755
OG0000203	Morbakka_virulenta_scaffold13.g9.t1 scaffold13.g9.t1	Stylophora_pistillata_Spis10328 Spis10328 SpisGene10328
OG0000204	Morbakka_virulenta_scaffold496.g8.t1 scaffold496.g8.t1, Morbakka_virulenta_scaffold496.g8.t2 scaffold496.g8.t2	Stylophora_pistillata_Spis8062 Spis8062 SpisGene8062
OG0000209	Morbakka_virulenta_scaffold146.g16.t1 scaffold146.g16.t1	Stylophora_pistillata_Spis1455 Spis1455 SpisGene1455
OG0000210	Morbakka_virulenta_scaffold13.g23.t1 scaffold13.g23.t1	Stylophora_pistillata_Spis6298 Spis6298 SpisGene6298
OG0000211	Morbakka_virulenta_scaffold1.g27.t1 scaffold1.g27.t1	Stylophora_pistillata_Spis17130 Spis17130 SpisGene17130
OG0000213	Morbakka_virulenta_scaffold165.g72.t1 scaffold165.g72.t1	Stylophora_pistillata_Spis12105 Spis12105 SpisGene12105
OG0000214	Morbakka_virulenta_scaffold1242.g1.t1 scaffold1242.g1.t1	Stylophora_pistillata_Spis15474 Spis15474 SpisGene15474
OG0000230	Morbakka_virulenta_scaffold97.g66.t1 scaffold97.g66.t1	Stylophora_pistillata_Spis9710 Spis9710 SpisGene9710
OG0000231	Morbakka_virulenta_scaffold23.g97.t3 scaffold23.g97.t3, Morbakka_virulenta_scaffold23.g97.t2 scaffold23.g97.t2, Morbakka_virulenta_scaffold23.g97.t1 scaffold23.g97.t1	Stylophora_pistillata_Spis1286 Spis1286 SpisGene1286
OG0000235	Morbakka_virulenta_scaffold51.g44.t1 scaffold51.g44.t1	Stylophora_pistillata_Spis7715.t1 Spis7715.t1 SpisGene7715
OG0000237	Morbakka_virulenta_scaffold1.g338.t2 scaffold1.g338.t2, Morbakka_virulenta_scaffold1.g338.t1 scaffold1.g338.t1	Stylophora_pistillata_Spis9508 Spis9508 SpisGene9508
OG0000248	Morbakka_virulenta_scaffold50.g55.t1 scaffold50.g55.t1, Morbakka_virulenta_scaffold461.g6.t3 scaffold461.g6.t3	Stylophora_pistillata_Spis8206 Spis8206 SpisGene8206
OG0000253	Morbakka_virulenta_scaffold154.g21.t1 scaffold154.g21.t1	Stylophora_pistillata_Spis8764 Spis8764 SpisGene8764
OG0000262	Morbakka_virulenta_scaffold89.g28.t1 scaffold89.g28.t1, Morbakka_virulenta_scaffold204.g8.t3 scaffold204.g8.t3, Morbakka_virulenta_scaffold204.g8.t2 scaffold204.g8.t2, Morbakka_virulenta_scaffold204.g8.t1 scaffold204.g8.t1	Stylophora_pistillata_Spis13360 Spis13360 SpisGene13360, Stylophora_pistillata_Spis13359 Spis13359 SpisGene13359, Stylophora_pistillata_Spis13361 Spis13361 SpisGene13361
OG0000265	Morbakka_virulenta_scaffold9.g9.t1 scaffold9.g9.t1	Stylophora_pistillata_Spis8472.t1 Spis8472.t1 SpisGene8472
OG0000267	Morbakka_virulenta_scaffold22.g46.t2 scaffold22.g46.t2, Morbakka_virulenta_scaffold22.g46.t1 scaffold22.g46.t1	Stylophora_pistillata_Spis12795 Spis12795 SpisGene12795
OG0000268	Morbakka_virulenta_scaffold84.g62.t1 scaffold84.g62.t1	Stylophora_pistillata_Spis4565 Spis4565 SpisGene4565
OG0000272	Morbakka_virulenta_scaffold340.g18.t2 scaffold340.g18.t2, Morbakka_virulenta_scaffold340.g18.t1 scaffold340.g18.t1, Morbakka_virulenta_scaffold263.g5.t1 scaffold263.g5.t1	Stylophora_pistillata_Spis904 Spis904 SpisGene904
OG0000278	Morbakka_virulenta_scaffold2.g14.t1 scaffold2.g14.t1	Stylophora_pistillata_Spis18609.t1 Spis18609.t1 SpisGene18609
OG0000280	Morbakka_virulenta_scaffold141.g16.t1 scaffold141.g16.t1, Morbakka_virulenta_scaffold141.g15.t1 scaffold141.g15.t1	Stylophora_pistillata_Spis17241.t1 Spis17241.t1 SpisGene17241
OG0000285	Morbakka_virulenta_scaffold89.g26.t1 scaffold89.g26.t1	Stylophora_pistillata_Spis13358 Spis13358 SpisGene13358
OG0000286	Morbakka_virulenta_scaffold101.g33.t1 scaffold101.g33.t1	Stylophora_pistillata_Spis18883 Spis18883 SpisGene18883, Stylophora_pistillata_Spis21865 Spis21865 SpisGene21865
OG0000299	Morbakka_virulenta_scaffold32.g10.t1 scaffold32.g10.t1	Stylophora_pistillata_Spis9163 Spis9163 SpisGene9163
OG0000301	Morbakka_virulenta_scaffold197.g27.t1 scaffold197.g27.t1	Stylophora_pistillata_Spis3944 Spis3944 SpisGene3944, Stylophora_pistillata_Spis19548.t2 Spis19548.t2 SpisGene19548, Stylophora_pistillata_Spis14852 Spis14852 SpisGene14852
OG0000302	Morbakka_virulenta_scaffold27.g45.t1 scaffold27.g45.t1	Stylophora_pistillata_Spis18341 Spis18341 SpisGene18341, Stylophora_pistillata_Spis1857.t1 Spis1857.t1 SpisGene1857
OG0000303	Morbakka_virulenta_scaffold41.g17.t1 scaffold41.g17.t1	Stylophora_pistillata_Spis5413 Spis5413 SpisGene5413
OG0000328	Morbakka_virulenta_scaffold91.g47.t1 scaffold91.g47.t1	Stylophora_pistillata_Spis16381 Spis16381 SpisGene16381
OG0000330	Morbakka_virulenta_scaffold70.g14.t2 scaffold70.g14.t2, Morbakka_virulenta_scaffold70.g14.t3 scaffold70.g14.t3	Stylophora_pistillata_Spis1858 Spis1858 SpisGene1858
OG0000349	Morbakka_virulenta_scaffold224.g30.t1 scaffold224.g30.t1	Stylophora_pistillata_Spis4551 Spis4551 SpisGene4551
OG0000375	Morbakka_virulenta_scaffold100.g46.t1 scaffold100.g46.t1	Stylophora_pistillata_Spis15889 Spis15889 SpisGene15889
OG0000378	Morbakka_virulenta_scaffold263.g26.t1 scaffold263.g26.t1, Morbakka_virulenta_scaffold160.g1.t1 scaffold160.g1.t1, Morbakka_virulenta_scaffold245.g18.t2 scaffold245.g18.t2, Morbakka_virulenta_scaffold245.g18.t1 scaffold245.g18.t1, Morbakka_virulenta_scaffold82.g32.t1 scaffold82.g32.t1	Stylophora_pistillata_Spis18619 Spis18619 SpisGene18619
OG0000398	Morbakka_virulenta_scaffold26.g83.t1 scaffold26.g83.t1	Stylophora_pistillata_Spis13177.t1 Spis13177.t1 SpisGene13177
OG0000399	Morbakka_virulenta_scaffold241.g22.t1 scaffold241.g22.t1	Stylophora_pistillata_Spis20164 Spis20164 SpisGene20164
OG0000418	Morbakka_virulenta_scaffold599.g4.t1 scaffold599.g4.t1	Stylophora_pistillata_Spis2818 Spis2818 SpisGene2818, Stylophora_pistillata_Spis2819 Spis2819 SpisGene2819
OG0000434	Morbakka_virulenta_scaffold325.g17.t1 scaffold325.g17.t1, Morbakka_virulenta_scaffold325.g17.t2 scaffold325.g17.t2	Stylophora_pistillata_Spis16241 Spis16241 SpisGene16241
OG0000440	Morbakka_virulenta_scaffold21.g57.t3 scaffold21.g57.t3, Morbakka_virulenta_scaffold21.g57.t1 scaffold21.g57.t1, Morbakka_virulenta_scaffold21.g57.t2 scaffold21.g57.t2	Stylophora_pistillata_Spis18047 Spis18047 SpisGene18047
OG0000448	Morbakka_virulenta_scaffold267.g32.t1 scaffold267.g32.t1	Stylophora_pistillata_Spis7021 Spis7021 SpisGene7021
OG0000466	Morbakka_virulenta_scaffold832.g1.t1 scaffold832.g1.t1	Stylophora_pistillata_Spis3876 Spis3876 SpisGene3876
OG0000490	Morbakka_virulenta_scaffold255.g11.t2 scaffold255.g11.t2, Morbakka_virulenta_scaffold255.g11.t3 scaffold255.g11.t3, Morbakka_virulenta_scaffold255.g11.t1 scaffold255.g11.t1	Stylophora_pistillata_Spis17235.t1 Spis17235.t1 SpisGene17235
OG0000521	Morbakka_virulenta_scaffold350.g11.t1 scaffold350.g11.t1	Stylophora_pistillata_Spis6184.t1 Spis6184.t1 SpisGene6184
OG0000523	Morbakka_virulenta_scaffold198.g33.t1 scaffold198.g33.t1	Stylophora_pistillata_Spis10658.t1 Spis10658.t1 SpisGene10658
OG0000533	Morbakka_virulenta_scaffold23.g86.t2 scaffold23.g86.t2, Morbakka_virulenta_scaffold23.g86.t1 scaffold23.g86.t1	Stylophora_pistillata_Spis15958 Spis15958 SpisGene15958
OG0000595	Morbakka_virulenta_scaffold5.g57.t1 scaffold5.g57.t1	Stylophora_pistillata_Spis15065 Spis15065 SpisGene15065
OG0000600	Morbakka_virulenta_scaffold582.g5.t1 scaffold582.g5.t1	Stylophora_pistillata_Spis10897 Spis10897 SpisGene10897
OG0000601	Morbakka_virulenta_scaffold367.g3.t1 scaffold367.g3.t1	Stylophora_pistillata_Spis14829 Spis14829 SpisGene14829
OG0000674	Morbakka_virulenta_scaffold116.g21.t1 scaffold116.g21.t1	Stylophora_pistillata_Spis11485 Spis11485 SpisGene11485
OG0000720	Morbakka_virulenta_scaffold41.g75.t2 scaffold41.g75.t2	Stylophora_pistillata_Spis13885.t1 Spis13885.t1 SpisGene13885
OG0000721	Morbakka_virulenta_scaffold4.g105.t1 scaffold4.g105.t1, Morbakka_virulenta_scaffold4.g105.t2 scaffold4.g105.t2, Morbakka_virulenta_scaffold4.g105.t3 scaffold4.g105.t3	Stylophora_pistillata_Spis16339 Spis16339 SpisGene16339
OG0000722	Morbakka_virulenta_scaffold46.g50.t1 scaffold46.g50.t1	Stylophora_pistillata_Spis17182 Spis17182 SpisGene17182
OG0001137	Morbakka_virulenta_scaffold59.g5.t1 scaffold59.g5.t1, Morbakka_virulenta_scaffold59.g5.t2 scaffold59.g5.t2	Stylophora_pistillata_Spis3883 Spis3883 SpisGene3883
