protein_group_no	protein_id	description	gene_name	mw	top3	protein_fdr	max_score	total_score	ssm	upm	fqssm	qssm	qupm	reference_label	signal_sum_126	signal_sum_127L	signal_sum_127H	signal_sum_128L	signal_sum_128H	signal_sum_129L	signal_sum_129H	signal_sum_130L	signal_sum_130H	signal_sum_131L	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L	delta_conf_126	delta_conf_127L	delta_conf_127H	delta_conf_128L	delta_conf_128H	delta_conf_129L	delta_conf_129H	delta_conf_130L	delta_conf_130H	delta_conf_131L
4626	NV2t001895001.1	NV2t001895001.1	NV2t001895001.1	56705.3	6.79757	0.0	96	592	20	11	9	11	11	126	2.54978e+07	3.24696e+07	3.11492e+07	6.60905e+07	5.47749e+07	6.53119e+07	1.16886e+09	7.84538e+08	1.26389e+09	1.44568e+06	1.0	1.26915	1.2255	2.60118	2.1599	2.58458	45.9541	30.971	49.9617	0.0537314	0.0	0.539776	0.373585	1.68964	1.18784	1.69403	45.5532	28.107	43.9372	0.172296
4627	NV2t023594001.1|NV2t023594002.1	NV2t023594001.1|NV2t023594002.1	NV2t023594001.1|NV2t023594002.1	324756.0|244323.0	6.33577	0.0	64	303	7	7	0	7	7	126	1.97813e+07	2.08196e+07	2.06135e+07	3.41369e+08	3.78882e+08	3.62025e+08	1.21466e+08	1.53526e+08	2.48128e+08	3.10497e+06	1.0	1.05994	1.05421	17.0846	19.1158	18.3464	6.24008	7.76118	12.5436	0.157201	0.0	0.697821	0.527756	13.2911	13.6928	12.1523	11.427	15.7039	19.2891	0.27794
4628	NV2t021591001.1	NV2t021591001.1	NV2t021591001.1	45166.9	5.93368	0.0	74	253	5	5	1	4	4	126	7.86694e+06	1.50296e+07	8.2789e+06	2.23466e+07	2.32769e+07	2.88594e+07	2.35679e+08	1.65348e+08	2.45868e+08	0.0	1.0	1.91047	1.05237	2.84057	2.95882	3.66844	29.9581	21.0181	31.2533	0.0	0.0	1.04882	0.305726	0.883007	0.759325	0.64804	23.8159	14.4442	19.5402	0.0
4629	NV2t000891002.1|NV2t000891003.1	NV2t000891002.1|NV2t000891003.1	NV2t000891002.1|NV2t000891003.1	115646.0|89705.4	6.0775	0.0	89	173	3	3	1	2	2	126	1.46538e+06	1.4239e+06	1.44823e+06	4.30276e+06	3.51306e+06	3.22145e+06	1.24066e+08	7.68914e+07	9.90997e+07	2.21373e+06	1.0	0.971687	0.988291	2.93626	2.39737	2.19836	84.6643	52.4719	67.6271	1.51068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4630	NV2t009695001.1|NV2t009695002.1	NV2t009695001.1|NV2t009695002.1	NV2t009695001.1|NV2t009695002.1	183835.0|183835.0	5.81211	0.0135976	27	27	1	1	0	1	1	126	1.90677e+06	2.33848e+06	1.78639e+06	2.74786e+06	2.90386e+06	2.99206e+06	2.4832e+07	1.76235e+07	2.42106e+07	0.0	1.0	1.22641	0.936867	1.4411	1.52292	1.56917	13.0231	9.24257	12.6972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4631	NV2t012452001.1	NV2t012452001.1	NV2t012452001.1	42600.1	6.28895	0.0	125	125	1	1	0	1	1	126	835036.0	0.0	833375.0	2.33e+06	2.21679e+06	2.04871e+06	2.82011e+07	3.06253e+07	1.79915e+07	0.0	1.0	0.0	0.998012	2.79031	2.65472	2.45344	33.7723	36.6755	21.5457	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4632	NV2t021112001.1	NV2t021112001.1	NV2t021112001.1	37312.4	7.77075	0.0	110	851	31	15	4	27	15	126	6.13854e+07	5.81222e+07	5.84015e+07	4.31275e+08	2.94102e+08	4.11808e+08	9.06367e+09	3.43702e+09	9.68887e+09	5.24641e+06	1.0	0.942604	0.95169	6.92394	4.72864	6.60726	143.409	54.9107	153.798	0.0815832	0.0	0.651601	0.741124	6.67386	4.50177	6.55712	180.408	62.3416	187.608	0.165748
4633	NV2t006053001.1|NV2t006053002.1	NV2t006053001.1|NV2t006053002.1	NV2t006053001.1|NV2t006053002.1	64147.2|64147.2	6.51775	0.0	67	274	8	5	0	8	5	126	1.30006e+07	1.33592e+07	1.33262e+07	4.05543e+07	2.9247e+07	2.82929e+07	1.0772e+09	6.51704e+08	9.40082e+08	2.66237e+06	1.0	1.02581	1.03547	3.13097	2.25919	2.16938	82.4791	50.1276	71.9406	0.201685	0.0	0.270591	0.357127	0.938774	0.721699	0.709449	56.4068	28.497	50.6845	0.491674
4634	NV2t002361001.1	NV2t002361001.1	NV2t002361001.1	74112.7	7.27813	0.0	108	700	22	11	10	12	10	126	7.68108e+07	2.07186e+08	1.00789e+07	4.53858e+08	3.94983e+08	5.23748e+08	6.59351e+08	7.215e+08	1.15094e+09	4.09857e+06	1.0	2.68524	0.134439	5.87187	5.14285	6.8011	8.63636	9.46452	14.9601	0.0517136	0.0	1.11218	0.243834	1.72956	0.891712	2.17452	9.8224	12.8001	15.618	0.14048
4635	NV2t018334001.1	NV2t018334001.1	NV2t018334001.1	30481.3	4.85407	0.00381854	34	34	1	1	0	1	1	126	350226.0	0.0	320495.0	656081.0	451220.0	615129.0	5.01565e+06	3.4342e+06	4.99181e+06	0.0	1.0	0.0	0.915108	1.87331	1.28837	1.75638	14.3212	9.80567	14.2531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4636	NV2t016166001.1	NV2t016166001.1	NV2t016166001.1	299215.0	5.86139	0.0	87	280	6	5	0	6	5	126	4.22625e+06	5.99558e+06	3.98127e+06	1.34445e+07	1.21404e+07	1.44552e+07	1.0166e+08	8.2218e+07	1.00438e+08	73837.6	1.0	1.37833	0.942034	3.1151	2.8189	3.3713	23.8514	19.3735	23.3888	0.016824	0.0	3.68494	0.832518	5.69271	5.43937	5.98671	36.3885	24.7163	34.3976	0.0656291
4637	NV2t016194001.1	NV2t016194001.1	NV2t016194001.1	47816.5	6.30262	0.0	97	188	3	3	0	3	3	126	3.64597e+06	3.82683e+06	2.64307e+06	1.21821e+07	9.07777e+06	1.16426e+07	2.0689e+08	1.6953e+08	2.24041e+08	83283.2	1.0	1.04961	0.724931	3.34126	2.48981	3.19327	56.7449	46.4979	61.449	0.0228426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4638	NV2t000445001.1	NV2t000445001.1	NV2t000445001.1	49062.1	6.75646	0.0	70	333	8	7	0	8	7	126	5.70182e+07	4.26277e+08	2.14546e+07	8.16494e+07	1.54675e+08	6.60975e+07	7.82094e+08	6.06332e+08	1.0298e+09	930148.0	1.0	7.48131	0.38046	1.44675	2.71566	1.15875	13.4185	10.3973	17.9908	0.0158156	0.0	1.64897	0.467433	0.795442	0.447912	0.585013	22.5504	16.3251	24.9251	0.0433956
4639	NV2t022047001.1	NV2t022047001.1	NV2t022047001.1	22624.1	6.08787	0.0	72	188	3	3	0	3	3	126	3.55338e+06	4.03772e+06	5.19113e+06	1.15929e+07	1.30199e+07	1.43266e+07	1.23303e+08	8.31556e+07	1.22624e+08	95537.0	1.0	1.1363	1.4609	3.26251	3.66408	4.03182	34.7003	23.4018	34.5091	0.0268862	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4640	NV2t001146001.1	NV2t001146001.1	NV2t001146001.1	58714.8	6.0636	0.0	60	169	3	3	2	1	1	126	1.63022e+06	3.26183e+06	1.36998e+06	1.86179e+07	1.79041e+07	1.90134e+07	7.17905e+07	4.17192e+07	6.43129e+07	0.0	1.0	2.00085	0.840364	11.4204	10.9826	11.6631	44.0372	25.5911	39.4503	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4641	NV2t009175001.1	NV2t009175001.1	NV2t009175001.1	22061.8	6.7598	0.000174764	48	77	2	2	0	2	2	126	3.71152e+06	5.27413e+06	4.17865e+06	1.17593e+07	1.10297e+07	1.60033e+07	6.84339e+07	5.02788e+07	6.47991e+07	0.0	1.0	1.42102	1.12586	3.16833	2.97174	4.31178	18.4382	13.5467	17.4589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4642	NV2t011920001.1	NV2t011920001.1	NV2t011920001.1	31467.1	5.91636	0.0	61	113	3	2	3	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4643	NV2t004319001.1	NV2t004319001.1	NV2t004319001.1	65730.5	6.04127	0.0	58	147	3	3	0	3	3	126	5.50289e+06	4.71752e+06	4.05585e+06	1.31425e+07	1.35705e+07	1.99813e+07	1.00303e+08	8.55264e+07	9.14808e+07	0.0	1.0	0.85728	0.737041	2.3883	2.46608	3.63106	18.2274	15.5421	16.6241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4644	NV2t008752001.1	NV2t008752001.1	NV2t008752001.1	50929.0	5.86862	0.0	57	57	1	1	0	1	1	126	1.89862e+06	3.40971e+06	2.9481e+06	2.23646e+06	3.63799e+06	5.78984e+06	1.93001e+07	1.20853e+07	1.77405e+07	0.0	1.0	1.79589	1.55276	1.17794	1.91613	3.04951	10.1653	6.3653	9.34392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4645	NV2t002902001.1	NV2t002902001.1	NV2t002902001.1	166850.0	6.03688	0.00338826	35	35	1	1	0	1	1	126	3.60132e+06	2.02419e+06	3.65873e+06	9.40151e+06	1.28265e+07	2.17245e+07	3.8234e+07	2.75021e+07	4.04804e+07	0.0	1.0	0.562068	1.01594	2.61057	3.56161	6.03236	10.6167	7.63666	11.2404	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4646	NV2t007782001.1	NV2t007782001.1	NV2t007782001.1	54972.9	6.51086	0.0	71	294	5	5	0	5	5	126	1.86406e+07	2.21255e+07	1.74532e+07	7.56444e+07	7.82282e+07	9.63501e+07	5.70046e+08	4.17149e+08	5.9435e+08	2.92217e+06	1.0	1.19659	0.936297	4.04257	4.19665	5.16882	30.5808	22.3785	31.8847	0.150297	0.0	0.676394	0.71375	2.56805	2.74885	4.18617	25.0108	16.1469	27.5505	0.505994
4647	NV2t022738001.1	NV2t022738001.1	NV2t022738001.1	62652.8	6.18077	0.0	57	57	1	1	0	1	1	126	1.79231e+06	5.09971e+06	2.52824e+06	1.28751e+07	1.18489e+07	1.06679e+07	4.52836e+07	7.69902e+07	5.55227e+07	0.0	1.0	2.84532	1.4106	7.18352	6.61096	5.95204	25.2654	42.9557	30.9782	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4648	NV2t001103001.1	NV2t001103001.1	NV2t001103001.1	63531.4	5.51205	0.0	69	69	1	1	0	1	1	126	1.02088e+06	1.37983e+06	344733.0	2.75008e+06	2.63964e+06	3.00551e+06	2.78505e+07	2.34846e+07	2.75342e+07	0.0	1.0	1.35162	0.337683	2.69384	2.58566	2.94405	27.2809	23.0044	26.9711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4649	NV2t003332001.1	NV2t003332001.1	NV2t003332001.1	57340.0	7.96779	0.0	105	603	30	12	4	26	12	126	7.09135e+07	7.86011e+07	4.47649e+07	1.41063e+08	1.22626e+08	1.56853e+08	4.94916e+09	3.32962e+09	4.52036e+09	1.64647e+06	1.0	1.11763	0.630337	2.01636	1.74034	2.24787	70.3373	47.5379	64.3593	0.0213677	0.0	0.543676	0.306505	1.61958	1.21425	2.51069	79.0516	55.3196	68.6865	0.0658408
4650	NV2t023802003.1	NV2t023802003.1	NV2t023802003.1	152744.0	6.22627	0.0	65	440	12	10	3	9	9	126	9.02778e+06	1.07496e+07	1.11588e+07	2.35139e+07	2.43453e+07	2.21535e+07	3.60001e+08	3.10301e+08	4.61289e+08	46276.5	1.0	1.18033	1.23415	2.64213	2.71628	2.45709	39.6198	33.8987	50.33	0.00485123	0.0	1.50827	0.692146	2.55896	1.82907	1.85123	61.0212	57.0246	85.6254	0.0219084
4651	NV2t019219001.1	NV2t019219001.1	NV2t019219001.1	42152.9	NA	0.0	76	291	6	0	6	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4652	NV2t015491002.1	NV2t015491002.1	NV2t015491002.1	8112.76	5.99479	0.00982981	29	29	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4653	NV2t022812001.1	NV2t022812001.1	NV2t022812001.1	157381.0	5.66012	0.0	69	108	2	2	0	2	2	126	1.6648e+06	3.53662e+06	1.46087e+06	3.78552e+06	3.94903e+06	5.06224e+06	5.67434e+07	3.81312e+07	7.54216e+07	0.0	1.0	2.12436	0.877505	2.27386	2.37208	3.04076	34.0843	22.9044	45.3038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4654	NV2t000228001.1	NV2t000228001.1	NV2t000228001.1	78962.0	6.64248	0.0	86	641	14	12	2	12	11	126	3.85466e+07	5.61939e+07	4.45392e+07	1.05126e+08	9.86093e+07	1.002e+08	1.05142e+09	1.07099e+09	1.48532e+09	1.01448e+06	1.0	1.46156	1.15111	2.73513	2.51231	2.53887	26.8296	27.4168	38.2177	0.0242083	0.0	1.06386	0.470395	1.43868	1.79016	2.51398	25.6756	28.5435	34.3857	0.100067
4655	NV2t020703001.1	NV2t020703001.1	NV2t020703001.1	157528.0	6.54061	0.0	92	389	9	8	2	7	7	126	1.48651e+07	1.72809e+07	1.92246e+07	5.88453e+07	4.8891e+07	6.17201e+07	7.74384e+08	4.78879e+08	7.18898e+08	4.47894e+06	1.0	1.16011	1.29344	3.96793	3.28903	4.13377	51.442	32.0793	48.3614	0.296068	0.0	0.451108	0.416744	1.72018	1.23868	1.5305	62.3439	38.7555	57.0858	0.843229
4656	NV2t008719001.1|NV2t008719002.1	NV2t008719001.1|NV2t008719002.1	NV2t008719001.1|NV2t008719002.1	14832.2|14012.5	6.73338	0.0	99	251	4	4	0	4	4	126	1.02458e+07	7.42223e+06	7.18621e+06	2.08728e+07	2.00914e+07	1.58674e+07	5.24858e+08	5.93513e+08	5.30739e+08	1.92198e+06	1.0	0.724416	0.70138	2.0372	1.96094	1.54867	51.2267	57.9274	51.8006	0.187587	0.0	0.152689	0.202785	0.968984	1.80408	1.12757	68.552	88.2779	65.2899	0.319006
4657	NV2t019778001.1	NV2t019778001.1	NV2t019778001.1	53330.4	8.07576	0.0	84	964	39	16	7	32	16	126	3.29855e+07	4.06565e+07	3.88672e+07	8.42439e+07	5.91005e+07	3.84155e+07	8.00018e+09	4.42716e+09	7.19186e+09	6.68614e+06	1.0	1.21457	1.15413	2.57059	1.81621	1.15848	240.725	132.867	217.838	0.198666	0.0	0.87462	1.39687	1.53425	1.85094	1.27499	236.822	127.713	205.59	0.391926
4658	NV2t003792001.1	NV2t003792001.1	NV2t003792001.1	331182.0	7.00094	0.0	80	1539	37	34	4	33	32	126	2.03756e+08	2.41098e+08	1.08914e+08	1.75552e+09	1.58804e+09	1.6036e+09	1.65393e+09	1.7016e+09	1.61447e+09	2.92514e+06	1.0	1.19109	0.534472	8.63291	7.81699	7.85442	8.14273	8.40445	7.9335	0.0138962	0.0	0.349299	0.121593	3.36666	2.66944	3.09853	4.51774	4.47025	3.68973	0.0315255
4659	NV2t000638001.1	NV2t000638001.1	NV2t000638001.1	132707.0	6.89439	0.0	91	559	20	6	14	6	5	126	1.03145e+07	6.15342e+06	9.48976e+06	1.95538e+07	1.91492e+07	1.83942e+07	4.24647e+08	2.80076e+08	3.362e+08	393353.0	1.0	0.611153	0.92393	1.91915	1.85653	1.78821	43.7802	28.4451	34.3656	0.0363836	0.0	2.8924	1.60697	8.06813	4.92833	4.16314	230.454	138.473	166.761	0.207905
4660	NV2t010656001.1	NV2t010656001.1	NV2t010656001.1	122437.0	5.23627	0.0	73	73	1	1	0	1	1	126	435108.0	366786.0	894436.0	1.33854e+06	1.80293e+06	2.22823e+06	1.54976e+07	9.14669e+06	1.39985e+07	191979.0	1.0	0.842977	2.05566	3.07634	4.14364	5.12111	35.6179	21.0216	32.1724	0.44122	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4661	NV2t015226001.1|NV2t015226002.1	NV2t015226001.1|NV2t015226002.1	NV2t015226001.1|NV2t015226002.1	21217.5|20092.9	7.5127	0.0	82	240	15	5	2	13	5	126	2.20069e+07	3.16644e+07	1.72524e+07	5.51889e+07	8.53452e+07	1.10113e+08	5.55736e+08	3.37818e+08	4.67829e+08	1.28072e+06	1.0	1.43648	0.786383	2.47021	3.84485	5.00024	24.9978	15.1518	21.1462	0.0570675	0.0	0.29891	0.240682	2.23922	3.51001	4.78473	32.3605	19.3315	25.4135	0.12573
4662	NV2t016311001.1|NV2t016311002.1|NV2t016311003.1|NV2t016311004.1	NV2t016311001.1|NV2t016311002.1|NV2t016311003.1|NV2t016311004.1	NV2t016311001.1|NV2t016311002.1|NV2t016311003.1|NV2t016311004.1	35737.1|35737.1|35737.1|33938.4	8.17512	0.0	105	704	23	11	5	16	10	126	5.20896e+07	9.61377e+07	3.69487e+07	9.28366e+07	6.92226e+07	4.78635e+07	5.24801e+09	2.92976e+09	3.79222e+09	0.0	1.0	1.85325	0.695063	1.78668	1.33541	0.906575	99.9732	55.5465	72.068	0.0	0.0	0.707989	0.571177	0.500675	0.932544	1.40521	57.1456	34.2471	42.4976	0.0
4663	NV2t014694001.1	NV2t014694001.1	NV2t014694001.1	50942.6	6.56042	0.0	49	116	3	3	0	3	3	126	1.9344e+07	4.34532e+07	2.0166e+07	7.34343e+07	8.95556e+07	1.65323e+08	2.80309e+08	1.70397e+08	2.5477e+08	43564.8	1.0	2.24634	1.0425	3.79623	4.62963	8.54648	14.4907	8.80876	13.1705	0.00225211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4664	NV2t014946001.1	NV2t014946001.1	NV2t014946001.1	50981.1	5.29476	0.0	49	49	1	1	0	1	1	126	1.15571e+06	427700.0	1.9923e+06	4.30473e+06	4.91823e+06	3.91828e+06	2.18283e+07	1.35261e+07	1.87081e+07	348693.0	1.0	0.370075	1.72387	3.72474	4.25559	3.39037	18.8874	11.7037	16.1875	0.301713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4665	NV2t008577002.1	NV2t008577002.1	NV2t008577002.1	55741.1	5.78676	0.00745601	31	59	2	2	1	1	1	126	0.0	0.0	0.0	1.5486e+06	1.00273e+06	1.21294e+06	1.79659e+07	1.65021e+07	2.3176e+07	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4666	NV2t002359001.1	NV2t002359001.1	NV2t002359001.1	86391.0	5.56077	0.0	64	64	1	1	0	1	1	126	1.22003e+06	2.76702e+06	1.79031e+06	3.31855e+06	3.89786e+06	3.38788e+06	3.02223e+07	1.68888e+07	2.83864e+07	109290.0	1.0	2.26799	1.46743	2.72005	3.19488	2.77688	24.7717	13.8429	23.2669	0.0895794	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4667	NV2t018023001.1	NV2t018023001.1	NV2t018023001.1	149041.0	6.34492	0.0	79	386	12	8	5	7	7	126	9.94844e+06	6.99939e+06	1.01237e+07	2.73209e+07	2.41987e+07	2.48678e+07	5.23148e+08	4.74449e+08	3.43387e+08	2.02462e+06	1.0	0.698028	1.01668	2.76682	2.43242	2.52175	54.0518	49.0925	35.5209	0.196075	0.0	0.783342	0.566768	2.42234	1.88597	1.69776	63.3367	53.3046	39.4063	0.554816
4668	NV2t008661001.1|NV2t008661002.1	NV2t008661001.1|NV2t008661002.1	NV2t008661001.1|NV2t008661002.1	38734.1|39387.5	6.16628	0.0	65	206	5	1	3	2	1	126	3.70023e+06	6.36897e+06	4.24895e+06	1.17156e+07	8.25111e+06	8.54321e+06	1.45785e+08	1.48496e+08	2.62684e+08	0.0	1.0	1.72124	1.14829	3.16619	2.2299	2.30884	39.3989	40.1315	70.9915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4669	NV2t017076001.1	NV2t017076001.1	NV2t017076001.1	74179.1	6.44276	0.0	115	593	10	9	3	7	7	126	2.00155e+07	2.41965e+07	2.4011e+07	4.98997e+07	4.08609e+07	4.7818e+07	3.55161e+08	2.7363e+08	3.78343e+08	1.02242e+06	1.0	1.20302	1.19963	2.48982	2.04147	2.39859	17.7443	13.6709	18.9025	0.0484051	0.0	0.762862	0.514349	2.35021	1.03889	0.931925	15.6311	11.4155	15.05	0.20554
4670	NV2t021965001.1|NV2t021965002.1|NV2t021965004.1|NV2t021965005.1	NV2t021965001.1|NV2t021965002.1|NV2t021965004.1|NV2t021965005.1	NV2t021965001.1|NV2t021965002.1|NV2t021965004.1|NV2t021965005.1	58565.2|60784.5|61708.8|60784.5	5.07325	0.000656491	42	42	1	1	1	0	0	126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4671	NV2t016199005.1|NV2t016199006.1	NV2t016199005.1|NV2t016199006.1	NV2t016199005.1|NV2t016199006.1	55768.3|40529.1	6.11263	0.0	74	143	3	3	2	1	1	126	2.81236e+06	3.33953e+06	2.58375e+06	1.57658e+07	1.81156e+07	2.06993e+07	6.36683e+07	3.44696e+07	6.25299e+07	165988.0	1.0	1.18745	0.918715	5.60592	6.44143	7.36012	22.6388	12.2565	22.234	0.0590208	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4672	NV2t021791001.1|NV2t021820001.1	NV2t021791001.1|NV2t021820001.1	NV2t021791001.1|NV2t021820001.1	33667.3|33676.3	7.45218	0.0	102	292	14	5	2	12	5	126	1.35038e+07	1.30116e+07	1.8246e+07	1.45169e+08	1.33451e+08	8.73684e+07	2.22295e+09	1.8906e+09	2.60859e+09	1.30159e+07	1.0	0.972283	1.33557	10.2497	9.58822	6.34971	163.578	138.893	191.621	0.943006	0.0	0.858627	0.838232	23.5248	21.3373	13.3324	284.614	216.937	309.325	2.53971
4673	NV2t013243002.1	NV2t013243002.1	NV2t013243002.1	29049.6	7.01959	0.0	77	323	12	6	1	11	6	126	2.61506e+07	4.64612e+07	2.54719e+07	5.36289e+07	4.25444e+07	6.99986e+07	9.03362e+08	6.00468e+08	8.34602e+08	2.22057e+06	1.0	1.75952	0.966493	2.15521	1.66414	2.80893	35.8838	24.0065	33.9752	0.0805595	0.0	6.85805	0.522367	5.60245	4.75937	7.81595	110.55	74.1754	92.5288	0.489614
4674	NV2t016727001.1	NV2t016727001.1	NV2t016727001.1	195415.0	7.09034	0.0	98	1177	30	25	3	27	24	126	2.72721e+07	2.46234e+07	2.85048e+07	8.21287e+07	8.15801e+07	7.09844e+07	2.57997e+09	2.01315e+09	2.78379e+09	2.73831e+06	1.0	0.903796	1.0501	3.02241	2.96963	2.57191	94.3441	73.8768	101.356	0.0955112	0.0	0.470281	0.366563	1.69188	2.11945	2.87201	62.2469	46.1477	65.2845	0.219821
4675	NV2t005939001.1	NV2t005939001.1	NV2t005939001.1	114312.0	7.38886	0.0	106	392	10	7	4	6	6	126	3.19821e+07	1.54074e+07	3.65142e+07	1.05323e+08	1.54437e+08	1.67885e+08	6.69033e+08	7.46449e+08	1.34122e+09	2.56392e+06	1.0	0.498004	1.14171	3.29319	4.8254	5.27738	21.2214	23.9591	42.6915	0.077779	0.0	1.09093	0.174835	5.85615	8.28788	4.87361	78.5502	64.8519	116.109	0.245646
4676	NV2t012307001.1	NV2t012307001.1	NV2t012307001.1	16228.2	6.14302	0.00143586	39	78	2	2	0	2	2	126	2.37132e+06	3.33784e+06	2.84192e+06	9.36406e+06	9.6254e+06	1.20741e+07	8.96928e+07	6.97231e+07	1.02823e+08	0.0	1.0	1.40759	1.19845	3.94888	4.05909	5.09172	37.824	29.4027	43.3612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4677	NV2t017895001.1	NV2t017895001.1	NV2t017895001.1	40919.1	6.38294	0.000501756	44	88	2	2	0	2	2	126	1.01743e+06	1.78344e+06	1.45203e+06	2.91124e+06	4.77376e+06	4.32213e+06	8.02359e+07	5.15105e+07	9.94715e+07	87376.8	1.0	1.7529	1.42716	2.86138	4.692	4.24811	78.8617	50.6283	97.7678	0.0858803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4678	NV2t010760001.1|NV2t010760002.1	NV2t010760001.1|NV2t010760002.1	NV2t010760001.1|NV2t010760002.1	51465.8|51465.8	6.09098	0.0	69	69	1	1	0	1	1	126	1.45821e+06	1.17931e+06	1.02033e+06	2.55821e+06	4.57711e+06	1.83455e+06	7.59318e+07	5.5413e+07	5.0576e+07	0.0	1.0	0.808734	0.699711	1.75435	3.13885	1.25808	52.0718	38.0006	34.6836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4679	NV2t011175001.1	NV2t011175001.1	NV2t011175001.1	80185.3	5.85428	0.0	83	144	4	3	1	3	3	126	4.73162e+06	7.44232e+06	7.51206e+06	1.09734e+07	1.17651e+07	1.25383e+07	1.03473e+08	6.58586e+07	9.06144e+07	3.08687e+06	1.0	1.57289	1.58763	2.31917	2.48648	2.64989	21.8683	13.9188	19.1508	0.65239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4680	###REV######REV###NV2t011752001.1|###REV######REV###NV2t018153001.1|###REV######REV###NV2t018153002.1|###REV######REV###NV2t018153003.1|###REV######REV###NV2t018153004.1|###REV######REV###NV2t018153005.1	###REV###NV2t011752001.1 Reverse sequence, was |###REV###NV2t018153001.1 Reverse sequence, was |###REV###NV2t018153002.1 Reverse sequence, was |###REV###NV2t018153003.1 Reverse sequence, was |###REV###NV2t018153004.1 Reverse sequence, was |###REV###NV2t018153005.1 Reverse sequence, was 	###REV######REV###NV2t011752001.1|###REV######REV###NV2t018153001.1|###REV######REV###NV2t018153002.1|###REV######REV###NV2t018153003.1|###REV######REV###NV2t018153004.1|###REV######REV###NV2t018153005.1	81942.5|60308.9|57302.2|60308.9|60308.9|60308.9	6.20618	0.00982981	29	29	1	1	0	1	1	126	1.15632e+06	776535.0	1.2357e+06	3.15992e+06	2.09976e+06	2.30785e+06	2.72032e+07	2.34842e+07	3.36021e+07	0.0	1.0	0.671557	1.06865	2.73274	1.8159	1.99585	23.5257	20.3095	29.0595	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
