Orthogroup	Cnidaria_Scyphozoa_Aurelia_aurita	Chordata_Vertebrata_Danio_rerio
OG0000044	Aurelia_aurita_Seg5.2 Seg5.2 transcript_id=Seg5.2_GoldUCD_mRNA.D3Y31 product="Protein-glutamine gamma-glutamyltransferase K" protein_id=Seg5.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1628.2 Seg1628.2 transcript_id=Seg1628.2_GoldUCD_mRNA.D3Y31 product="Protein-glutamine gamma-glutamyltransferase K" protein_id=Seg1628.2_GoldUCD_D3Y31, Aurelia_aurita_Seg4454.1 Seg4454.1 transcript_id=Seg4454.1_GoldUCD_mRNA.D3Y31 product="Protein-glutamine gamma-glutamyltransferase K" protein_id=Seg4454.1_GoldUCD_D3Y31	Danio_rerio_tr_Q66L63_Q66L63_DANRE tr|Q66L63|Q66L63_DANRE Protein-glutamine gamma-glutamyltransferase 2 OS=Danio rerio OX=7955 GN=tgm2 PE=2 SV=1, Danio_rerio_tr_Q1ECX3_Q1ECX3_DANRE tr|Q1ECX3|Q1ECX3_DANRE Protein-glutamine gamma-glutamyltransferase 2 OS=Danio rerio OX=7955 GN=TGM2 PE=1 SV=1, Danio_rerio_tr_A0A0R4IGK8_A0A0R4IGK8_DANRE tr|A0A0R4IGK8|A0A0R4IGK8_DANRE Transglutaminase 5_-like OS=Danio rerio OX=7955 GN=si_ch1073-277p6.1 PE=3 SV=2, Danio_rerio_tr_F1QC84_F1QC84_DANRE tr|F1QC84|F1QC84_DANRE Coagulation factor XIII_ A1 polypeptide a_ tandem duplicate 1 OS=Danio rerio OX=7955 GN=f13a1a.1 PE=1 SV=1, Danio_rerio_tr_Q08CA3_Q08CA3_DANRE tr|Q08CA3|Q08CA3_DANRE Coagulation factor XIII A chain OS=Danio rerio OX=7955 GN=f13a1 PE=1 SV=1, Danio_rerio_tr_Q4V9H9_Q4V9H9_DANRE tr|Q4V9H9|Q4V9H9_DANRE Transglutaminase 1 OS=Danio rerio OX=7955 GN=tgm1l4 PE=1 SV=1
OG0000045	Aurelia_aurita_Seg3360.5 Seg3360.5 transcript_id=Seg3360.5_GoldUCD_mRNA.D3Y31 product="Laminin-like protein epi-1" protein_id=Seg3360.5_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2845.2 Seg2845.2 transcript_id=Seg2845.2_GoldUCD_mRNA.D3Y31 product="Laminin-like protein epi-1" protein_id=Seg2845.2_GoldUCD_D3Y31	Danio_rerio_tr_Q2Q1W5_Q2Q1W5_DANRE tr|Q2Q1W5|Q2Q1W5_DANRE Laminin alpha 5 OS=Danio rerio OX=7955 GN=wu_fb81a10 PE=1 SV=1
OG0000045	Aurelia_aurita_Seg276.2 Seg276.2 transcript_id=Seg276.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg276.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1120.6 Seg1120.6 transcript_id=Seg1120.6_GoldUCD_mRNA.D3Y31 product="Laminin subunit alpha-5" protein_id=Seg1120.6_GoldUCD_D3Y31 partial=true	Danio_rerio_tr_Q2TJF5_Q2TJF5_DANRE tr|Q2TJF5|Q2TJF5_DANRE Laminin alpha 4 OS=Danio rerio OX=7955 GN=si_busm1-189a20.2 PE=1 SV=1
OG0000063	Aurelia_aurita_Seg2042.4 Seg2042.4 transcript_id=Seg2042.4_GoldUCD_mRNA.D3Y31 product="Sonic hedgehog protein" protein_id=Seg2042.4_GoldUCD_D3Y31	Danio_rerio_tr_Q6DBX7_Q6DBX7_DANRE tr|Q6DBX7|Q6DBX7_DANRE Hedgehog protein OS=Danio rerio OX=7955 GN=twh PE=2 SV=1, Danio_rerio_sp_Q90419_TWHH_DANRE sp|Q90419|TWHH_DANRE Tiggy-winkle hedgehog protein OS=Danio rerio OX=7955 GN=shhb PE=1 SV=1, Danio_rerio_tr_Q1MTB5_Q1MTB5_DANRE tr|Q1MTB5|Q1MTB5_DANRE Hedgehog protein OS=Danio rerio OX=7955 GN=shha PE=2 SV=1, Danio_rerio_sp_Q92008_SHH_DANRE sp|Q92008|SHH_DANRE Sonic hedgehog protein OS=Danio rerio OX=7955 GN=shha PE=1 SV=1, Danio_rerio_sp_Q98862_IHH_DANRE sp|Q98862|IHH_DANRE Indian hedgehog B protein OS=Danio rerio OX=7955 GN=ihhb PE=2 SV=1, Danio_rerio_tr_F1QTR5_F1QTR5_DANRE tr|F1QTR5|F1QTR5_DANRE Indian hedgehog B protein OS=Danio rerio OX=7955 GN=IHH PE=4 SV=2, Danio_rerio_tr_A3KNS3_A3KNS3_DANRE tr|A3KNS3|A3KNS3_DANRE Hedgehog protein OS=Danio rerio OX=7955 GN=hha PE=2 SV=1, Danio_rerio_tr_Q4PLX3_Q4PLX3_DANRE tr|Q4PLX3|Q4PLX3_DANRE Hedgehog protein OS=Danio rerio OX=7955 GN=dhh PE=2 SV=1, Danio_rerio_tr_F6NTL6_F6NTL6_DANRE tr|F6NTL6|F6NTL6_DANRE Hedgehog protein OS=Danio rerio OX=7955 GN=dhh PE=2 SV=1
OG0000065	Aurelia_aurita_Seg2474.2 Seg2474.2 transcript_id=Seg2474.2_GoldUCD_mRNA.D3Y31 product=Glypican-6 protein_id=Seg2474.2_GoldUCD_D3Y31	Danio_rerio_tr_V5NES1_V5NES1_DANRE tr|V5NES1|V5NES1_DANRE Glypican 5a OS=Danio rerio OX=7955 GN=Gpc5a PE=2 SV=1, Danio_rerio_sp_Q6V9Y8_GPC3_DANRE sp|Q6V9Y8|GPC3_DANRE Glypican-3 OS=Danio rerio OX=7955 GN=gpc3 PE=1 SV=1, Danio_rerio_tr_V5NF21_V5NF21_DANRE tr|V5NF21|V5NF21_DANRE Glypican 5b OS=Danio rerio OX=7955 GN=Gpc5b PE=2 SV=1
OG0000078	Aurelia_aurita_Seg1437.7 Seg1437.7 transcript_id=Seg1437.7_GoldUCD_mRNA.D3Y31 product=Cystatin-1 protein_id=Seg1437.7_GoldUCD_D3Y31	Danio_rerio_tr_A3KNG7_A3KNG7_DANRE tr|A3KNG7|A3KNG7_DANRE Si_dkey-158b13.1 OS=Danio rerio OX=7955 GN=si_dkey-158b13.1 PE=1 SV=1, Danio_rerio_tr_Q568D6_Q568D6_DANRE tr|Q568D6|Q568D6_DANRE Cathepsin K OS=Danio rerio OX=7955 GN=zgc_110367 PE=1 SV=1, Danio_rerio_tr_F1RE14_F1RE14_DANRE tr|F1RE14|F1RE14_DANRE Cathepsin F OS=Danio rerio OX=7955 GN=cb420 PE=3 SV=1, Danio_rerio_tr_Q08CH0_Q08CH0_DANRE tr|Q08CH0|Q08CH0_DANRE Cathepsin F OS=Danio rerio OX=7955 GN=cb420 PE=2 SV=1, Danio_rerio_tr_B8A4C9_B8A4C9_DANRE tr|B8A4C9|B8A4C9_DANRE Cystatin C _amyloid angiopathy and cerebral hemorrhage_ OS=Danio rerio OX=7955 GN=fb51d07 PE=4 SV=1
OG0000080	Aurelia_aurita_Seg2071.2 Seg2071.2 transcript_id=Seg2071.2_GoldUCD_mRNA.D3Y31 product="Metalloproteinase inhibitor 4" protein_id=Seg2071.2_GoldUCD_D3Y31, Aurelia_aurita_Seg533.4 Seg533.4 transcript_id=Seg533.4_GoldUCD_mRNA.D3Y31 product="Metalloproteinase inhibitor 3" protein_id=Seg533.4_GoldUCD_D3Y31	Danio_rerio_tr_Q7SZM6_Q7SZM6_DANRE tr|Q7SZM6|Q7SZM6_DANRE Metalloproteinase inhibitor 2 precursor OS=Danio rerio OX=7955 GN=etID32613.12 PE=2 SV=1, Danio_rerio_tr_Q6NUX9_Q6NUX9_DANRE tr|Q6NUX9|Q6NUX9_DANRE TIMP metallopeptidase inhibitor 2b OS=Danio rerio OX=7955 GN=timp2l PE=2 SV=1, Danio_rerio_tr_A0A0R4IT47_A0A0R4IT47_DANRE tr|A0A0R4IT47|A0A0R4IT47_DANRE TIMP metallopeptidase inhibitor 4_ tandem duplicate 3 OS=Danio rerio OX=7955 GN=timp4 PE=3 SV=1
OG0000083	Aurelia_aurita_Seg2527.1 Seg2527.1 transcript_id=Seg2527.1_GoldUCD_mRNA.D3Y31 product=Hyaluronidase-5 protein_id=Seg2527.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1025.2 Seg1025.2 transcript_id=Seg1025.2_GoldUCD_mRNA.D3Y31 product=Hyaluronidase-3 protein_id=Seg1025.2_GoldUCD_D3Y31	Danio_rerio_tr_A0A8M1NJV4_A0A8M1NJV4_DANRE tr|A0A8M1NJV4|A0A8M1NJV4_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=si_dkey-20d21.13 PE=3 SV=1, Danio_rerio_tr_Q29RC1_Q29RC1_DANRE tr|Q29RC1|Q29RC1_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=hyal1 PE=2 SV=1, Danio_rerio_tr_A1L264_A1L264_DANRE tr|A1L264|A1L264_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=zgc_158668 PE=2 SV=1, Danio_rerio_tr_X1WD16_X1WD16_DANRE tr|X1WD16|X1WD16_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=LOC108181664 PE=3 SV=1, Danio_rerio_tr_A1L235_A1L235_DANRE tr|A1L235|A1L235_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=zgc_158626 PE=2 SV=1, Danio_rerio_tr_A0A8M3ATS4_A0A8M3ATS4_DANRE tr|A0A8M3ATS4|A0A8M3ATS4_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=hyal2a PE=3 SV=1
OG0000084	Aurelia_aurita_Seg2035.2 Seg2035.2 transcript_id=Seg2035.2_GoldUCD_mRNA.D3Y31 product="Signaling mucin HKR1" protein_id=Seg2035.2_GoldUCD_D3Y31 partial=true	Danio_rerio_tr_B0S8G5_B0S8G5_DANRE tr|B0S8G5|B0S8G5_DANRE Col18a1 protein OS=Danio rerio OX=7955 GN=col18a1 PE=1 SV=1
OG0000088	Aurelia_aurita_Seg3345.1 Seg3345.1 transcript_id=Seg3345.1_GoldUCD_mRNA.D3Y31 product=Spondin-1 protein_id=Seg3345.1_GoldUCD_D3Y31	Danio_rerio_tr_O42111_O42111_DANRE tr|O42111|O42111_DANRE MINDIN1 OS=Danio rerio OX=7955 GN=mindin1 PE=2 SV=1, Danio_rerio_tr_Q0V935_Q0V935_DANRE tr|Q0V935|Q0V935_DANRE Spon2b protein OS=Danio rerio OX=7955 GN=etID309958.14 PE=2 SV=1, Danio_rerio_tr_O42114_O42114_DANRE tr|O42114|O42114_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=cb1051 PE=2 SV=1, Danio_rerio_tr_F1R2Z9_F1R2Z9_DANRE tr|F1R2Z9|F1R2Z9_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=F-spondin2 PE=4 SV=3, Danio_rerio_tr_O42113_O42113_DANRE tr|O42113|O42113_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=F-spondin1 PE=2 SV=1
OG0000089	Aurelia_aurita_Seg1406.1 Seg1406.1 transcript_id=Seg1406.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1406.1_GoldUCD_D3Y31	Danio_rerio_tr_F1QKY4_F1QKY4_DANRE tr|F1QKY4|F1QKY4_DANRE Chordin OS=Danio rerio OX=7955 GN=chd PE=3 SV=1, Danio_rerio_sp_O57472_CHRD_DANRE sp|O57472|CHRD_DANRE Chordin OS=Danio rerio OX=7955 GN=chd PE=2 SV=1
OG0000089	Aurelia_aurita_Seg675.35 Seg675.35 transcript_id=Seg675.35_GoldUCD_mRNA.D3Y31 product="Chordin-like protein 1" protein_id=Seg675.35_GoldUCD_D3Y31	Danio_rerio_tr_B4XEZ3_B4XEZ3_DANRE tr|B4XEZ3|B4XEZ3_DANRE Chordin-like 2 OS=Danio rerio OX=7955 GN=CHL PE=2 SV=1
OG0000095	Aurelia_aurita_Seg458.1 Seg458.1 transcript_id=Seg458.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg458.1_GoldUCD_D3Y31 partial=true	Danio_rerio_tr_E7EDQ9_E7EDQ9_DANRE tr|E7EDQ9|E7EDQ9_DANRE SPARC-related modular calcium-binding 1 OS=Danio rerio OX=7955 GN=smoc1 PE=2 SV=1
OG0000102	Aurelia_aurita_Seg2029.3 Seg2029.3 transcript_id=Seg2029.3_GoldUCD_mRNA.D3Y31 product=Fibulin-2 protein_id=Seg2029.3_GoldUCD_D3Y31 partial=true	Danio_rerio_tr_B8A4X3_B8A4X3_DANRE tr|B8A4X3|B8A4X3_DANRE Fibulin 5 OS=Danio rerio OX=7955 GN=zgc_103575 PE=1 SV=1, Danio_rerio_tr_Q5XJ74_Q5XJ74_DANRE tr|Q5XJ74|Q5XJ74_DANRE Fbln5 protein OS=Danio rerio OX=7955 GN=zgc_103575 PE=1 SV=1, Danio_rerio_tr_Q5PR37_Q5PR37_DANRE tr|Q5PR37|Q5PR37_DANRE EGF-containing fibulin-like extracellular matrix protein 2 OS=Danio rerio OX=7955 GN=efemp2 PE=1 SV=1, Danio_rerio_tr_Q5WQV6_Q5WQV6_DANRE tr|Q5WQV6|Q5WQV6_DANRE Acidic fibroblast growth factor intracellular-binding protein B isoform X1 OS=Danio rerio OX=7955 GN=LOC572703 PE=1 SV=2, Danio_rerio_tr_A0A0R4IL08_A0A0R4IL08_DANRE tr|A0A0R4IL08|A0A0R4IL08_DANRE Si_ch73-173h19.3 OS=Danio rerio OX=7955 GN=si_ch73-173h19.3 PE=4 SV=1
OG0000112	Aurelia_aurita_Seg2117.5 Seg2117.5 transcript_id=Seg2117.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg2117.5_GoldUCD_D3Y31, Aurelia_aurita_Seg8226.2 Seg8226.2 transcript_id=Seg8226.2_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg8226.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg190.4 Seg190.4 transcript_id=Seg190.4_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg190.4_GoldUCD_D3Y31, Aurelia_aurita_Seg416.5 Seg416.5 transcript_id=Seg416.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg416.5_GoldUCD_D3Y31, Aurelia_aurita_Seg9350.1 Seg9350.1 transcript_id=Seg9350.1_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg9350.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1225.9 Seg1225.9 transcript_id=Seg1225.9_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg1225.9_GoldUCD_D3Y31	Danio_rerio_tr_Q1LVP9_Q1LVP9_DANRE tr|Q1LVP9|Q1LVP9_DANRE Heparanase OS=Danio rerio OX=7955 GN=im_7144134 PE=3 SV=1
OG0000114	Aurelia_aurita_Seg1430.6 Seg1430.6 transcript_id=Seg1430.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1430.6_GoldUCD_D3Y31 partial=true	Danio_rerio_tr_A0A8M3AXL2_A0A8M3AXL2_DANRE tr|A0A8M3AXL2|A0A8M3AXL2_DANRE Host cell factor C1a OS=Danio rerio OX=7955 GN=fc61g09 PE=1 SV=1, Danio_rerio_tr_Q7SZY1_Q7SZY1_DANRE tr|Q7SZY1|Q7SZY1_DANRE Host cell factor C1a OS=Danio rerio OX=7955 GN=zK13A21.2 PE=1 SV=1, Danio_rerio_tr_A0A8M9PQY4_A0A8M9PQY4_DANRE tr|A0A8M9PQY4|A0A8M9PQY4_DANRE Host cell factor 1 OS=Danio rerio OX=7955 GN=fc07b09 PE=1 SV=1
OG0000120	Aurelia_aurita_Seg1734.12 Seg1734.12 transcript_id=Seg1734.12_GoldUCD_mRNA.D3Y31 product=Syndecan protein_id=Seg1734.12_GoldUCD_D3Y31	Danio_rerio_tr_Q0JY12_Q0JY12_DANRE tr|Q0JY12|Q0JY12_DANRE Syndecan 4 OS=Danio rerio OX=7955 GN=SDC4 PE=2 SV=1, Danio_rerio_tr_Q66I66_Q66I66_DANRE tr|Q66I66|Q66I66_DANRE Syndecan OS=Danio rerio OX=7955 GN=zgc_103676 PE=2 SV=1, Danio_rerio_tr_F1DFN3_F1DFN3_DANRE tr|F1DFN3|F1DFN3_DANRE Syndecan _Fragment_ OS=Danio rerio OX=7955 GN=sdc3 PE=2 SV=1
OG0000122	Aurelia_aurita_Seg4060.1 Seg4060.1 transcript_id=Seg4060.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg4060.1_GoldUCD_D3Y31 partial=true	Danio_rerio_tr_Q7SZM5_Q7SZM5_DANRE tr|Q7SZM5|Q7SZM5_DANRE 72 kDa type IV collagenase precursor OS=Danio rerio OX=7955 GN=wu_fk89d01 PE=2 SV=1, Danio_rerio_tr_Q7T317_Q7T317_DANRE tr|Q7T317|Q7T317_DANRE Matrix metalloproteinase 9 OS=Danio rerio OX=7955 GN=wu_fi98c09 PE=2 SV=1
OG0000123	Aurelia_aurita_Seg4383.1 Seg4383.1 transcript_id=Seg4383.1_GoldUCD_mRNA.D3Y31 product=Fibulin-1 protein_id=Seg4383.1_GoldUCD_D3Y31 partial=true	Danio_rerio_tr_B3DH18_B3DH18_DANRE tr|B3DH18|B3DH18_DANRE Fibulin-1 OS=Danio rerio OX=7955 GN=fbln1c PE=2 SV=1
OG0000157	Aurelia_aurita_Seg1660.6 Seg1660.6 transcript_id=Seg1660.6_GoldUCD_mRNA.D3Y31 product="FRAS1-related extracellular matrix protein 1" protein_id=Seg1660.6_GoldUCD_D3Y31 partial=true	Danio_rerio_tr_A0A0R4IQJ3_A0A0R4IQJ3_DANRE tr|A0A0R4IQJ3|A0A0R4IQJ3_DANRE Extracellular matrix protein FRAS1 isoform X1 OS=Danio rerio OX=7955 GN=id_ibd5080 PE=1 SV=2, Danio_rerio_tr_F1Q633_F1Q633_DANRE tr|F1Q633|F1Q633_DANRE Extracellular matrix protein FRAS1 OS=Danio rerio OX=7955 GN=id_ibd5080 PE=1 SV=1, Danio_rerio_tr_F1R2T2_F1R2T2_DANRE tr|F1R2T2|F1R2T2_DANRE Fras-related extracellular matrix protein 1b isoform X1 OS=Danio rerio OX=7955 GN=si_ch211-219p7.1 PE=3 SV=3, Danio_rerio_tr_B6IDE5_B6IDE5_DANRE tr|B6IDE5|B6IDE5_DANRE Fras-related extracellular matrix protein 1b precursor OS=Danio rerio OX=7955 GN=si_ch211-219p7.1 PE=2 SV=1, Danio_rerio_tr_D7PS89_D7PS89_DANRE tr|D7PS89|D7PS89_DANRE FRAS1-related extracellular matrix protein 1 precursor OS=Danio rerio OX=7955 GN=rfl PE=2 SV=1
OG0000171	Aurelia_aurita_Seg1937.6 Seg1937.6 transcript_id=Seg1937.6_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg1937.6_GoldUCD_D3Y31, Aurelia_aurita_Seg5238.1 Seg5238.1 transcript_id=Seg5238.1_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg5238.1_GoldUCD_D3Y31 partial=true	Danio_rerio_sp_Q503I8_NGLY1_DANRE sp|Q503I8|NGLY1_DANRE Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Danio rerio OX=7955 GN=ngly1 PE=2 SV=1, Danio_rerio_tr_B2GSS9_B2GSS9_DANRE tr|B2GSS9|B2GSS9_DANRE Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Danio rerio OX=7955 GN=zgc_110561 PE=2 SV=1
OG0000214	Aurelia_aurita_Seg298.30 Seg298.30 transcript_id=Seg298.30_GoldUCD_mRNA.D3Y31 product="Integrator complex subunit 14" protein_id=Seg298.30_GoldUCD_D3Y31	Danio_rerio_tr_Q7ZUK5_Q7ZUK5_DANRE tr|Q7ZUK5|Q7ZUK5_DANRE Integrator complex subunit 14 OS=Danio rerio OX=7955 GN=zgc_55794 PE=1 SV=1, Danio_rerio_tr_Q1LWK5_Q1LWK5_DANRE tr|Q1LWK5|Q1LWK5_DANRE Integrator complex subunit 14 OS=Danio rerio OX=7955 GN=fi19c12 PE=1 SV=1
OG0000236	Aurelia_aurita_Seg895.8 Seg895.8 transcript_id=Seg895.8_GoldUCD_mRNA.D3Y31 product="Vascular endothelial growth factor A-A" protein_id=Seg895.8_GoldUCD_D3Y31	Danio_rerio_tr_A5PMP7_A5PMP7_DANRE tr|A5PMP7|A5PMP7_DANRE Platelet-derived growth factor alpha a precursor OS=Danio rerio OX=7955 GN=pdgfa PE=3 SV=1, Danio_rerio_tr_Q08CD2_Q08CD2_DANRE tr|Q08CD2|Q08CD2_DANRE Platelet derived growth factor alpha b OS=Danio rerio OX=7955 GN=wu_fc32c12 PE=2 SV=1, Danio_rerio_tr_A0A8M9PWR6_A0A8M9PWR6_DANRE tr|A0A8M9PWR6|A0A8M9PWR6_DANRE Platelet-derived growth factor beta polypeptide b OS=Danio rerio OX=7955 GN=pdgfbb PE=3 SV=1
OG0000268	Aurelia_aurita_Seg1143.1 Seg1143.1 transcript_id=Seg1143.1_GoldUCD_mRNA.D3Y31 product="Ras-related C3 botulinum toxin substrate 1" protein_id=Seg1143.1_GoldUCD_D3Y31 partial=true	Danio_rerio_sp_Q568M3_CRLF3_DANRE sp|Q568M3|CRLF3_DANRE Cytokine receptor-like factor 3 OS=Danio rerio OX=7955 GN=crlf3 PE=2 SV=1, Danio_rerio_tr_F1QNI2_F1QNI2_DANRE tr|F1QNI2|F1QNI2_DANRE Cytokine receptor-like factor 3 OS=Danio rerio OX=7955 GN=fd20c08 PE=1 SV=1
OG0000344	Aurelia_aurita_Seg3106.3 Seg3106.3 transcript_id=Seg3106.3_GoldUCD_mRNA.D3Y31 product="Follistatin-related protein 1" protein_id=Seg3106.3_GoldUCD_D3Y31	Danio_rerio_tr_Q567W5_Q567W5_DANRE tr|Q567W5|Q567W5_DANRE Follistatin-like 1a OS=Danio rerio OX=7955 GN=fstl1 PE=2 SV=1, Danio_rerio_tr_Q2PMI2_Q2PMI2_DANRE tr|Q2PMI2|Q2PMI2_DANRE Follistatin-like 1b OS=Danio rerio OX=7955 GN=fa95c03 PE=1 SV=1
