Orthogroup	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Anthozoa_Acropora_digitifera
OG0000019	Aurelia_aurita_Seg3305.2 Seg3305.2 transcript_id=Seg3305.2_GoldUCD_mRNA.D3Y31 product="Bone morphogenetic protein 5" protein_id=Seg3305.2_GoldUCD_D3Y31, Aurelia_aurita_Seg2319.3 Seg2319.3 transcript_id=Seg2319.3_GoldUCD_mRNA.D3Y31 product="Bone morphogenetic protein 5" protein_id=Seg2319.3_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.07696 adi_v1.07696
OG0000019	Aurelia_aurita_Seg630.3 Seg630.3 transcript_id=Seg630.3_GoldUCD_mRNA.D3Y31 product="Bone morphogenetic protein 2-B" protein_id=Seg630.3_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.01025 adi_v1.01025
OG0000019	Aurelia_aurita_Seg4745.1 Seg4745.1 transcript_id=Seg4745.1_GoldUCD_mRNA.D3Y31 product="Growth_differentiation factor 6-A" protein_id=Seg4745.1_GoldUCD_D3Y31, Aurelia_aurita_Seg562.17 Seg562.17 transcript_id=Seg562.17_GoldUCD_mRNA.D3Y31 product="Growth_differentiation factor 6-A" protein_id=Seg562.17_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.07728 adi_v1.07728
OG0000020	Aurelia_aurita_Seg376.12 Seg376.12 transcript_id=Seg376.12_GoldUCD_mRNA.D3Y31 product="Collagen alpha-2" protein_id=Seg376.12_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.23219 adi_v1.23219
OG0000020	Aurelia_aurita_Seg1274.1 Seg1274.1 transcript_id=Seg1274.1_GoldUCD_mRNA.D3Y31 product="Collagen alpha-2" protein_id=Seg1274.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg6278.2 Seg6278.2 transcript_id=Seg6278.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1" protein_id=Seg6278.2_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.23748 adi_v1.23748, Acropora_digitifera_adi_v1.04537 adi_v1.04537, Acropora_digitifera_adi_v1.23610 adi_v1.23610
OG0000020	Aurelia_aurita_Seg1961.2 Seg1961.2 transcript_id=Seg1961.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg1961.2_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.09052 adi_v1.09052
OG0000021	Aurelia_aurita_Seg1799.5 Seg1799.5 transcript_id=Seg1799.5_GoldUCD_mRNA.D3Y31 product=Nidogen-1 protein_id=Seg1799.5_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.16464 adi_v1.16464, Acropora_digitifera_adi_v1.16465 adi_v1.16465
OG0000021	Aurelia_aurita_Seg97.17 Seg97.17 transcript_id=Seg97.17_GoldUCD_mRNA.D3Y31 product="Low-density lipoprotein receptor-related protein 1" protein_id=Seg97.17_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.00468 adi_v1.00468
OG0000022	Aurelia_aurita_Seg940.20 Seg940.20 transcript_id=Seg940.20_GoldUCD_mRNA.D3Y31 product="Annexin A7" protein_id=Seg940.20_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.17095 adi_v1.17095
OG0000023	Aurelia_aurita_Seg1526.4 Seg1526.4 transcript_id=Seg1526.4_GoldUCD_mRNA.D3Y31 product="ADP-ribosylation factor-like protein 3" protein_id=Seg1526.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg4135.1 Seg4135.1 transcript_id=Seg4135.1_GoldUCD_mRNA.D3Y31 product="Disintegrin and metalloproteinase domain-containing protein 12" protein_id=Seg4135.1_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.19445 adi_v1.19445
OG0000024	Aurelia_aurita_Seg72.10 Seg72.10 transcript_id=Seg72.10_GoldUCD_mRNA.D3Y31 product=Equistatin protein_id=Seg72.10_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg4731.1 Seg4731.1 transcript_id=Seg4731.1_GoldUCD_mRNA.D3Y31 product=Equistatin protein_id=Seg4731.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1099.1 Seg1099.1 transcript_id=Seg1099.1_GoldUCD_mRNA.D3Y31 product="Notchless protein 1" protein_id=Seg1099.1_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.05361 adi_v1.05361, Acropora_digitifera_adi_v1.10598 adi_v1.10598, Acropora_digitifera_adi_v1.05363 adi_v1.05363, Acropora_digitifera_adi_v1.05362 adi_v1.05362
OG0000029	Aurelia_aurita_Seg2651.1 Seg2651.1 transcript_id=Seg2651.1_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 2" protein_id=Seg2651.1_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.05908 adi_v1.05908, Acropora_digitifera_adi_v1.23964 adi_v1.23964
OG0000029	Aurelia_aurita_Seg2349.5 Seg2349.5 transcript_id=Seg2349.5_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 5" protein_id=Seg2349.5_GoldUCD_D3Y31, Aurelia_aurita_Seg75.2 Seg75.2 transcript_id=Seg75.2_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 5" protein_id=Seg75.2_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.05909 adi_v1.05909, Acropora_digitifera_adi_v1.07579 adi_v1.07579
OG0000029	Aurelia_aurita_Seg1254.4 Seg1254.4 transcript_id=Seg1254.4_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 4" protein_id=Seg1254.4_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.23498 adi_v1.23498
OG0000029	Aurelia_aurita_Seg4996.2 Seg4996.2 transcript_id=Seg4996.2_GoldUCD_mRNA.D3Y31 product=Neurexin-3 protein_id=Seg4996.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1818.7 Seg1818.7 transcript_id=Seg1818.7_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 2" protein_id=Seg1818.7_GoldUCD_D3Y31, Aurelia_aurita_Seg2969.1 Seg2969.1 transcript_id=Seg2969.1_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 2" protein_id=Seg2969.1_GoldUCD_D3Y31, Aurelia_aurita_Seg2478.3 Seg2478.3 transcript_id=Seg2478.3_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 2" protein_id=Seg2478.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2030.7 Seg2030.7 transcript_id=Seg2030.7_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 2" protein_id=Seg2030.7_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.06123 adi_v1.06123, Acropora_digitifera_adi_v1.06122 adi_v1.06122, Acropora_digitifera_adi_v1.15580 adi_v1.15580, Acropora_digitifera_adi_v1.18528 adi_v1.18528, Acropora_digitifera_adi_v1.24512 adi_v1.24512
OG0000029	Aurelia_aurita_Seg3268.2 Seg3268.2 transcript_id=Seg3268.2_GoldUCD_mRNA.D3Y31 product=Peroxidasin protein_id=Seg3268.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3268.1 Seg3268.1 transcript_id=Seg3268.1_GoldUCD_mRNA.D3Y31 product=Hemicentin-1 protein_id=Seg3268.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1349.5 Seg1349.5 transcript_id=Seg1349.5_GoldUCD_mRNA.D3Y31 product=Peroxidasin protein_id=Seg1349.5_GoldUCD_D3Y31, Aurelia_aurita_Seg1021.3 Seg1021.3 transcript_id=Seg1021.3_GoldUCD_mRNA.D3Y31 product=Peroxidasin protein_id=Seg1021.3_GoldUCD_D3Y31, Aurelia_aurita_Seg1665.4 Seg1665.4 transcript_id=Seg1665.4_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein-like 2" protein_id=Seg1665.4_GoldUCD_D3Y31, Aurelia_aurita_Seg823.10 Seg823.10 transcript_id=Seg823.10_GoldUCD_mRNA.D3Y31 product="Contactin-associated protein 1" protein_id=Seg823.10_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.21194 adi_v1.21194
OG0000030	Aurelia_aurita_Seg1709.3 Seg1709.3 transcript_id=Seg1709.3_GoldUCD_mRNA.D3Y31 product="ADAM 17-like protease" protein_id=Seg1709.3_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.13106 adi_v1.13106
OG0000030	Aurelia_aurita_Seg5003.4 Seg5003.4 transcript_id=Seg5003.4_GoldUCD_mRNA.D3Y31 product="Disintegrin and metalloproteinase domain-containing protein 10" protein_id=Seg5003.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg604.5 Seg604.5 transcript_id=Seg604.5_GoldUCD_mRNA.D3Y31 product="Disintegrin and metalloproteinase domain-containing protein 10" protein_id=Seg604.5_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.02168 adi_v1.02168
OG0000034	Aurelia_aurita_Seg485.7_Seg485.4 Seg485.7_Seg485.4 transcript_id=Seg485.7_Seg485.4_GoldUCD_mRNA.D3Y31 product="putative protein tag-53" protein_id=Seg485.7_Seg485.4_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.08610 adi_v1.08610
OG0000034	Aurelia_aurita_Seg2034.3 Seg2034.3 transcript_id=Seg2034.3_GoldUCD_mRNA.D3Y31 product="Multiple epidermal growth factor-like domains protein 8" protein_id=Seg2034.3_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.13495 adi_v1.13495
OG0000035	Aurelia_aurita_Seg2124.5 Seg2124.5 transcript_id=Seg2124.5_GoldUCD_mRNA.D3Y31 product="EGF-like repeat and discoidin I-like domain-containing protein 3" protein_id=Seg2124.5_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.00964 adi_v1.00964, Acropora_digitifera_adi_v1.01652 adi_v1.01652
OG0000036	Aurelia_aurita_Seg2341.1 Seg2341.1 transcript_id=Seg2341.1_GoldUCD_mRNA.D3Y31 product="Epidermal growth factor-like protein 7" protein_id=Seg2341.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2425.5 Seg2425.5 transcript_id=Seg2425.5_GoldUCD_mRNA.D3Y31 product="von Willebrand factor C and EGF domain-containing protein" protein_id=Seg2425.5_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.11172 adi_v1.11172
OG0000036	Aurelia_aurita_Seg1425.3 Seg1425.3 transcript_id=Seg1425.3_GoldUCD_mRNA.D3Y31 product=Matrilin-2 protein_id=Seg1425.3_GoldUCD_D3Y31, Aurelia_aurita_Seg2435.1 Seg2435.1 transcript_id=Seg2435.1_GoldUCD_mRNA.D3Y31 product=Matrilin-2 protein_id=Seg2435.1_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.11171 adi_v1.11171, Acropora_digitifera_adi_v1.21085 adi_v1.21085
OG0000037	Aurelia_aurita_Seg2770.2 Seg2770.2 transcript_id=Seg2770.2_GoldUCD_mRNA.D3Y31 product="Transforming growth factor-beta-induced protein ig-h3" protein_id=Seg2770.2_GoldUCD_D3Y31, Aurelia_aurita_Seg2770.3 Seg2770.3 transcript_id=Seg2770.3_GoldUCD_mRNA.D3Y31 product="Transforming growth factor-beta-induced protein ig-h3" protein_id=Seg2770.3_GoldUCD_D3Y31, Aurelia_aurita_Seg11929.1 Seg11929.1 transcript_id=Seg11929.1_GoldUCD_mRNA.D3Y31 product="Transforming growth factor-beta-induced protein ig-h3" protein_id=Seg11929.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1799.3 Seg1799.3 transcript_id=Seg1799.3_GoldUCD_mRNA.D3Y31 product="Transforming growth factor-beta-induced protein ig-h3" protein_id=Seg1799.3_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.12940 adi_v1.12940, Acropora_digitifera_adi_v1.22657 adi_v1.22657
OG0000040	Aurelia_aurita_Seg1962.2 Seg1962.2 transcript_id=Seg1962.2_GoldUCD_mRNA.D3Y31 product="Venom protein 302" protein_id=Seg1962.2_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.10909 adi_v1.10909, Acropora_digitifera_adi_v1.09775 adi_v1.09775
OG0000041	Aurelia_aurita_Seg65.4 Seg65.4 transcript_id=Seg65.4_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 5B1" protein_id=Seg65.4_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.21179 adi_v1.21179
OG0000041	Aurelia_aurita_Seg1686.12 Seg1686.12 transcript_id=Seg1686.12_GoldUCD_mRNA.D3Y31 product=Poly protein_id=Seg1686.12_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.12520 adi_v1.12520, Acropora_digitifera_adi_v1.02837 adi_v1.02837
OG0000042	Aurelia_aurita_Seg1788.1 Seg1788.1 transcript_id=Seg1788.1_GoldUCD_mRNA.D3Y31 product=Neurexin-3 protein_id=Seg1788.1_GoldUCD_D3Y31, Aurelia_aurita_Seg289.1 Seg289.1 transcript_id=Seg289.1_GoldUCD_mRNA.D3Y31 product=Neurexin-1 protein_id=Seg289.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1027.18 Seg1027.18 transcript_id=Seg1027.18_GoldUCD_mRNA.D3Y31 product=Neurexin-3 protein_id=Seg1027.18_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2195.10 Seg2195.10 transcript_id=Seg2195.10_GoldUCD_mRNA.D3Y31 product=Neurexin-3 protein_id=Seg2195.10_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.01395 adi_v1.01395
OG0000044	Aurelia_aurita_Seg5.2 Seg5.2 transcript_id=Seg5.2_GoldUCD_mRNA.D3Y31 product="Protein-glutamine gamma-glutamyltransferase K" protein_id=Seg5.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1628.2 Seg1628.2 transcript_id=Seg1628.2_GoldUCD_mRNA.D3Y31 product="Protein-glutamine gamma-glutamyltransferase K" protein_id=Seg1628.2_GoldUCD_D3Y31, Aurelia_aurita_Seg4454.1 Seg4454.1 transcript_id=Seg4454.1_GoldUCD_mRNA.D3Y31 product="Protein-glutamine gamma-glutamyltransferase K" protein_id=Seg4454.1_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.17869 adi_v1.17869, Acropora_digitifera_adi_v1.01279 adi_v1.01279, Acropora_digitifera_adi_v1.01276 adi_v1.01276, Acropora_digitifera_adi_v1.01277 adi_v1.01277
OG0000045	Aurelia_aurita_Seg3360.5 Seg3360.5 transcript_id=Seg3360.5_GoldUCD_mRNA.D3Y31 product="Laminin-like protein epi-1" protein_id=Seg3360.5_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2845.2 Seg2845.2 transcript_id=Seg2845.2_GoldUCD_mRNA.D3Y31 product="Laminin-like protein epi-1" protein_id=Seg2845.2_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.09586 adi_v1.09586
OG0000045	Aurelia_aurita_Seg276.2 Seg276.2 transcript_id=Seg276.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg276.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1120.6 Seg1120.6 transcript_id=Seg1120.6_GoldUCD_mRNA.D3Y31 product="Laminin subunit alpha-5" protein_id=Seg1120.6_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.23198 adi_v1.23198
OG0000046	Aurelia_aurita_Seg7233.1 Seg7233.1 transcript_id=Seg7233.1_GoldUCD_mRNA.D3Y31 product=Intelectin-1 protein_id=Seg7233.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1095.12 Seg1095.12 transcript_id=Seg1095.12_GoldUCD_mRNA.D3Y31 product=Ryncolin-1 protein_id=Seg1095.12_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.23116 adi_v1.23116, Acropora_digitifera_adi_v1.11433 adi_v1.11433, Acropora_digitifera_adi_v1.13810 adi_v1.13810, Acropora_digitifera_adi_v1.22260 adi_v1.22260, Acropora_digitifera_adi_v1.17607 adi_v1.17607, Acropora_digitifera_adi_v1.10417 adi_v1.10417, Acropora_digitifera_adi_v1.11233 adi_v1.11233, Acropora_digitifera_adi_v1.11714 adi_v1.11714, Acropora_digitifera_adi_v1.18842 adi_v1.18842, Acropora_digitifera_adi_v1.23505 adi_v1.23505, Acropora_digitifera_adi_v1.23018 adi_v1.23018, Acropora_digitifera_adi_v1.02067 adi_v1.02067, Acropora_digitifera_adi_v1.23506 adi_v1.23506, Acropora_digitifera_adi_v1.10319 adi_v1.10319, Acropora_digitifera_adi_v1.24389 adi_v1.24389, Acropora_digitifera_adi_v1.21947 adi_v1.21947, Acropora_digitifera_adi_v1.00626 adi_v1.00626
OG0000049	Aurelia_aurita_Seg3864.1 Seg3864.1 transcript_id=Seg3864.1_GoldUCD_mRNA.D3Y31 product=Plexin-A1 protein_id=Seg3864.1_GoldUCD_D3Y31, Aurelia_aurita_Seg642.4 Seg642.4 transcript_id=Seg642.4_GoldUCD_mRNA.D3Y31 product=Plexin-A1 protein_id=Seg642.4_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.00526 adi_v1.00526
OG0000052	Aurelia_aurita_Seg262.1 Seg262.1 transcript_id=Seg262.1_GoldUCD_mRNA.D3Y31 product=Fucolectin protein_id=Seg262.1_GoldUCD_D3Y31, Aurelia_aurita_Seg257.3 Seg257.3 transcript_id=Seg257.3_GoldUCD_mRNA.D3Y31 product=Fucolectin-3 protein_id=Seg257.3_GoldUCD_D3Y31, Aurelia_aurita_Seg1928.4 Seg1928.4 transcript_id=Seg1928.4_GoldUCD_mRNA.D3Y31 product=Fucolectin-1 protein_id=Seg1928.4_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.18882 adi_v1.18882, Acropora_digitifera_adi_v1.16615 adi_v1.16615, Acropora_digitifera_adi_v1.22447 adi_v1.22447, Acropora_digitifera_adi_v1.03642 adi_v1.03642, Acropora_digitifera_adi_v1.21147 adi_v1.21147, Acropora_digitifera_adi_v1.21604 adi_v1.21604, Acropora_digitifera_adi_v1.21148 adi_v1.21148, Acropora_digitifera_adi_v1.17997 adi_v1.17997, Acropora_digitifera_adi_v1.21832 adi_v1.21832, Acropora_digitifera_adi_v1.11491 adi_v1.11491
OG0000054	Aurelia_aurita_Seg2059.2 Seg2059.2 transcript_id=Seg2059.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 1" protein_id=Seg2059.2_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.00193 adi_v1.00193
OG0000056	Aurelia_aurita_Seg4832.2 Seg4832.2 transcript_id=Seg4832.2_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase TRIM9" protein_id=Seg4832.2_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.22521 adi_v1.22521
OG0000058	Aurelia_aurita_Seg1029.1 Seg1029.1 transcript_id=Seg1029.1_GoldUCD_mRNA.D3Y31 product="MAM and LDL-receptor class A domain-containing protein 1" protein_id=Seg1029.1_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.10518 adi_v1.10518, Acropora_digitifera_adi_v1.09748 adi_v1.09748, Acropora_digitifera_adi_v1.20259 adi_v1.20259, Acropora_digitifera_adi_v1.06948 adi_v1.06948, Acropora_digitifera_adi_v1.13941 adi_v1.13941, Acropora_digitifera_adi_v1.10945 adi_v1.10945
OG0000062	Aurelia_aurita_Seg2254.1 Seg2254.1 transcript_id=Seg2254.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg2254.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2054.2 Seg2054.2 transcript_id=Seg2054.2_GoldUCD_mRNA.D3Y31 product="Neurogenic locus Notch protein" protein_id=Seg2054.2_GoldUCD_D3Y31, Aurelia_aurita_Seg2333.5 Seg2333.5 transcript_id=Seg2333.5_GoldUCD_mRNA.D3Y31 product="Delta-like protein C" protein_id=Seg2333.5_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.19726 adi_v1.19726
OG0000062	Aurelia_aurita_Seg1668.7 Seg1668.7 transcript_id=Seg1668.7_GoldUCD_mRNA.D3Y31 product="Protein jagged-1b" protein_id=Seg1668.7_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.20013 adi_v1.20013
OG0000063	Aurelia_aurita_Seg2042.4 Seg2042.4 transcript_id=Seg2042.4_GoldUCD_mRNA.D3Y31 product="Sonic hedgehog protein" protein_id=Seg2042.4_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.13405 adi_v1.13405, Acropora_digitifera_adi_v1.14406 adi_v1.14406
OG0000063	Aurelia_aurita_Seg1275.1 Seg1275.1 transcript_id=Seg1275.1_GoldUCD_mRNA.D3Y31 product="Desert hedgehog protein" protein_id=Seg1275.1_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.02079 adi_v1.02079, Acropora_digitifera_adi_v1.03588 adi_v1.03588, Acropora_digitifera_adi_v1.16891 adi_v1.16891, Acropora_digitifera_adi_v1.10277 adi_v1.10277
OG0000065	Aurelia_aurita_Seg2474.2 Seg2474.2 transcript_id=Seg2474.2_GoldUCD_mRNA.D3Y31 product=Glypican-6 protein_id=Seg2474.2_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.01898 adi_v1.01898, Acropora_digitifera_adi_v1.06117 adi_v1.06117, Acropora_digitifera_adi_v1.06118 adi_v1.06118
OG0000067	Aurelia_aurita_Seg628.5 Seg628.5 transcript_id=Seg628.5_GoldUCD_mRNA.D3Y31 product=Intelectin-1 protein_id=Seg628.5_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.02251 adi_v1.02251, Acropora_digitifera_adi_v1.11440 adi_v1.11440
OG0000069	Aurelia_aurita_Seg1942.8 Seg1942.8 transcript_id=Seg1942.8_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1942.8_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.08167 adi_v1.08167, Acropora_digitifera_adi_v1.08092 adi_v1.08092, Acropora_digitifera_adi_v1.20840 adi_v1.20840, Acropora_digitifera_adi_v1.11544 adi_v1.11544
OG0000069	Aurelia_aurita_Seg1648.1 Seg1648.1 transcript_id=Seg1648.1_GoldUCD_mRNA.D3Y31 product="putative skeletal organic matrix protein 5" protein_id=Seg1648.1_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.10867 adi_v1.10867, Acropora_digitifera_adi_v1.10097 adi_v1.10097, Acropora_digitifera_adi_v1.10098 adi_v1.10098
OG0000070	Aurelia_aurita_Seg370.2 Seg370.2 transcript_id=Seg370.2_GoldUCD_mRNA.D3Y31 product=Peroxidasin protein_id=Seg370.2_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.23658 adi_v1.23658, Acropora_digitifera_adi_v1.06768 adi_v1.06768
OG0000075	Aurelia_aurita_Seg738.3 Seg738.3 transcript_id=Seg738.3_GoldUCD_mRNA.D3Y31 product="Sushi von Willebrand factor type A EGF and pentraxin domain-containing protein 1" protein_id=Seg738.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2224.1 Seg2224.1 transcript_id=Seg2224.1_GoldUCD_mRNA.D3Y31 product=Fucolectin-1 protein_id=Seg2224.1_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.05194 adi_v1.05194, Acropora_digitifera_adi_v1.05678 adi_v1.05678
OG0000075	Aurelia_aurita_Seg2682.1 Seg2682.1 transcript_id=Seg2682.1_GoldUCD_mRNA.D3Y31 product=Hemicentin-1 protein_id=Seg2682.1_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.05195 adi_v1.05195, Acropora_digitifera_adi_v1.20443 adi_v1.20443
OG0000082	Aurelia_aurita_Seg118.4 Seg118.4 transcript_id=Seg118.4_GoldUCD_mRNA.D3Y31 product="C-type mannose receptor 2" protein_id=Seg118.4_GoldUCD_D3Y31 partial=true	Acropora_digitifera_adi_v1.10757 adi_v1.10757, Acropora_digitifera_adi_v1.19272 adi_v1.19272, Acropora_digitifera_adi_v1.08091 adi_v1.08091, Acropora_digitifera_adi_v1.08090 adi_v1.08090, Acropora_digitifera_adi_v1.03875 adi_v1.03875, Acropora_digitifera_adi_v1.23202 adi_v1.23202, Acropora_digitifera_adi_v1.03874 adi_v1.03874, Acropora_digitifera_adi_v1.03249 adi_v1.03249, Acropora_digitifera_adi_v1.22782 adi_v1.22782, Acropora_digitifera_adi_v1.00154 adi_v1.00154, Acropora_digitifera_adi_v1.00928 adi_v1.00928, Acropora_digitifera_adi_v1.17031 adi_v1.17031
OG0000083	Aurelia_aurita_Seg1025.2 Seg1025.2 transcript_id=Seg1025.2_GoldUCD_mRNA.D3Y31 product=Hyaluronidase-3 protein_id=Seg1025.2_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.06821 adi_v1.06821
OG0000086	Aurelia_aurita_Seg1909.5 Seg1909.5 transcript_id=Seg1909.5_GoldUCD_mRNA.D3Y31 product="putative serine protease 29" protein_id=Seg1909.5_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.15258 adi_v1.15258, Acropora_digitifera_adi_v1.22996 adi_v1.22996, Acropora_digitifera_adi_v1.19997 adi_v1.19997
OG0000088	Aurelia_aurita_Seg3345.1 Seg3345.1 transcript_id=Seg3345.1_GoldUCD_mRNA.D3Y31 product=Spondin-1 protein_id=Seg3345.1_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.01059 adi_v1.01059
OG0000089	Aurelia_aurita_Seg1406.1 Seg1406.1 transcript_id=Seg1406.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1406.1_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.13331 adi_v1.13331, Acropora_digitifera_adi_v1.09609 adi_v1.09609
OG0000089	Aurelia_aurita_Seg675.35 Seg675.35 transcript_id=Seg675.35_GoldUCD_mRNA.D3Y31 product="Chordin-like protein 1" protein_id=Seg675.35_GoldUCD_D3Y31	Acropora_digitifera_adi_v1.01316 adi_v1.01316
