Orthogroup	Cnidaria_Scyphozoa_Aurelia_aurita	Chordata_Vertebrata_Bos_taurus
OG0000102	Aurelia_aurita_Seg2029.3 Seg2029.3 transcript_id=Seg2029.3_GoldUCD_mRNA.D3Y31 product=Fibulin-2 protein_id=Seg2029.3_GoldUCD_D3Y31 partial=true	XP_005222280.1 fibulin-5 isoform X1 [Bos taurus], NP_001075186.1 EGF-containing fibulin-like extracellular matrix protein 1 precursor [Bos taurus]
OG0000112	Aurelia_aurita_Seg2117.5 Seg2117.5 transcript_id=Seg2117.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg2117.5_GoldUCD_D3Y31, Aurelia_aurita_Seg8226.2 Seg8226.2 transcript_id=Seg8226.2_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg8226.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg190.4 Seg190.4 transcript_id=Seg190.4_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg190.4_GoldUCD_D3Y31, Aurelia_aurita_Seg416.5 Seg416.5 transcript_id=Seg416.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg416.5_GoldUCD_D3Y31, Aurelia_aurita_Seg9350.1 Seg9350.1 transcript_id=Seg9350.1_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg9350.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1225.9 Seg1225.9 transcript_id=Seg1225.9_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg1225.9_GoldUCD_D3Y31	DAA14878.1 TPA_ heparanase 2 isoform 2 [Bos taurus], sp|Q9MYY0.2|HPSE_BOVIN RecName_ Full=Heparanase; Contains_ RecName_ Full=Heparanase 8 kDa subunit; Contains_ RecName_ Full=Heparanase 50 kDa subunit; Flags_ Precursor
OG0000114	Aurelia_aurita_Seg1430.6 Seg1430.6 transcript_id=Seg1430.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1430.6_GoldUCD_D3Y31 partial=true	XP_059739651.1 host cell factor 1 isoform X4 [Bos taurus]
OG0000120	Aurelia_aurita_Seg1734.12 Seg1734.12 transcript_id=Seg1734.12_GoldUCD_mRNA.D3Y31 product=Syndecan protein_id=Seg1734.12_GoldUCD_D3Y31	XP_002692376.1 syndecan-4 [Bos taurus], sp|Q58DD4.1|SDC2_BOVIN RecName_ Full=Syndecan-2; Short=SYND2; AltName_ CD_antigen=CD362; Flags_ Precursor, sp|Q08DZ5.1|SDC1_BOVIN RecName_ Full=Syndecan-1; Short=SYND1; AltName_ CD_antigen=CD138; Flags_ Precursor, DAA32372.1 TPA_ syndecan 3-like [Bos taurus]
OG0000122	Aurelia_aurita_Seg4060.1 Seg4060.1 transcript_id=Seg4060.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg4060.1_GoldUCD_D3Y31 partial=true	NP_777170.1 72 kDa type IV collagenase precursor [Bos taurus], NP_777170.1 72 kDa type IV collagenase precursor [Bos taurus], sp|Q9GLE5.1|MMP2_BOVIN RecName_ Full=72 kDa type IV collagenase; AltName_ Full=72 kDa gelatinase; AltName_ Full=Matrix metalloproteinase-2; Short=MMP-2; Contains_ RecName_ Full=PEX; Flags_ Precursor, sp|Q9GLE5.1|MMP2_BOVIN RecName_ Full=72 kDa type IV collagenase; AltName_ Full=72 kDa gelatinase; AltName_ Full=Matrix metalloproteinase-2; Short=MMP-2; Contains_ RecName_ Full=PEX; Flags_ Precursor
OG0000123	Aurelia_aurita_Seg4383.1 Seg4383.1 transcript_id=Seg4383.1_GoldUCD_mRNA.D3Y31 product=Fibulin-1 protein_id=Seg4383.1_GoldUCD_D3Y31 partial=true	XP_002697177.1 fibulin-2 isoform X1 [Bos taurus]
OG0000157	Aurelia_aurita_Seg1660.6 Seg1660.6 transcript_id=Seg1660.6_GoldUCD_mRNA.D3Y31 product="FRAS1-related extracellular matrix protein 1" protein_id=Seg1660.6_GoldUCD_D3Y31 partial=true	XP_059743779.1 LOW QUALITY PROTEIN_ extracellular matrix organizing protein FRAS1 [Bos taurus], XP_002691845.2 FRAS1-related extracellular matrix protein 2 [Bos taurus], DAA20874.1 TPA_ FRAS1 related extracellular matrix 3 [Bos taurus], NP_001179924.1 FRAS1-related extracellular matrix protein 1 precursor [Bos taurus]
OG0000166	Aurelia_aurita_Seg1841.2 Seg1841.2 transcript_id=Seg1841.2_GoldUCD_mRNA.D3Y31 product=Frizzled-1 protein_id=Seg1841.2_GoldUCD_D3Y31, Aurelia_aurita_Seg4426.2 Seg4426.2 transcript_id=Seg4426.2_GoldUCD_mRNA.D3Y31 product=Frizzled-1 protein_id=Seg4426.2_GoldUCD_D3Y31	NP_001069232.1 secreted frizzled-related protein 4 precursor [Bos taurus]
OG0000167	Aurelia_aurita_Seg841.16 Seg841.16 transcript_id=Seg841.16_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg841.16_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2949.2 Seg2949.2 transcript_id=Seg2949.2_GoldUCD_mRNA.D3Y31 product="Immunoglobulin superfamily member 22" protein_id=Seg2949.2_GoldUCD_D3Y31 partial=true	NP_776793.1 integrin beta-1 precursor [Bos taurus], sp|P53712.3|ITB1_BOVIN RecName_ Full=Integrin beta-1; AltName_ Full=Fibronectin receptor subunit beta; AltName_ Full=VLA-4 subunit beta; AltName_ CD_antigen=CD29; Flags_ Precursor
OG0000171	Aurelia_aurita_Seg1937.6 Seg1937.6 transcript_id=Seg1937.6_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg1937.6_GoldUCD_D3Y31, Aurelia_aurita_Seg5238.1 Seg5238.1 transcript_id=Seg5238.1_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg5238.1_GoldUCD_D3Y31 partial=true	XP_059738228.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase isoform X1 [Bos taurus]
OG0000177	Aurelia_aurita_Seg2025.6 Seg2025.6 transcript_id=Seg2025.6_GoldUCD_mRNA.D3Y31 product="Acidic mammalian chitinase" protein_id=Seg2025.6_GoldUCD_D3Y31	XP_010801455.2 oviduct-specific glycoprotein isoform X1 [Bos taurus]
OG0000182	Aurelia_aurita_Seg3076.2 Seg3076.2 transcript_id=Seg3076.2_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 3A" protein_id=Seg3076.2_GoldUCD_D3Y31	NP_001068891.1 2_4-dienoyl-CoA reductase [_3E_-enoyl-CoA-producing]_ mitochondrial [Bos taurus]
OG0000183	Aurelia_aurita_Seg932.5 Seg932.5 transcript_id=Seg932.5_GoldUCD_mRNA.D3Y31 product="Neuroendocrine convertase 2" protein_id=Seg932.5_GoldUCD_D3Y31 partial=true	XP_024837782.1 proprotein convertase subtilisin/kexin type 6 isoform X1 [Bos taurus], XP_024851950.1 proprotein convertase subtilisin/kexin type 5 isoform X4 [Bos taurus]
OG0000214	Aurelia_aurita_Seg298.30 Seg298.30 transcript_id=Seg298.30_GoldUCD_mRNA.D3Y31 product="Integrator complex subunit 14" protein_id=Seg298.30_GoldUCD_D3Y31	sp|Q5EA76.1|INT14_BOVIN RecName_ Full=Integrator complex subunit 14; AltName_ Full=von Willebrand factor A domain-containing protein 9
OG0000235	Aurelia_aurita_Seg684.8 Seg684.8 transcript_id=Seg684.8_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg684.8_GoldUCD_D3Y31	XP_005225272.1 collagen alpha-1_XXVI_ chain isoform X1 [Bos taurus], NP_001095337.1 EMI domain-containing protein 1 isoform 1 precursor [Bos taurus]
OG0000236	Aurelia_aurita_Seg895.8 Seg895.8 transcript_id=Seg895.8_GoldUCD_mRNA.D3Y31 product="Vascular endothelial growth factor A-A" protein_id=Seg895.8_GoldUCD_D3Y31	XP_059737173.1 platelet-derived growth factor subunit A isoform X1 [Bos taurus]
OG0000268	Aurelia_aurita_Seg1143.1 Seg1143.1 transcript_id=Seg1143.1_GoldUCD_mRNA.D3Y31 product="Ras-related C3 botulinum toxin substrate 1" protein_id=Seg1143.1_GoldUCD_D3Y31 partial=true	NP_001179579.1 cytokine receptor-like factor 3 [Bos taurus]
OG0000344	Aurelia_aurita_Seg3106.3 Seg3106.3 transcript_id=Seg3106.3_GoldUCD_mRNA.D3Y31 product="Follistatin-related protein 1" protein_id=Seg3106.3_GoldUCD_D3Y31	sp|Q58D84.1|FSTL1_BOVIN RecName_ Full=Follistatin-related protein 1; AltName_ Full=Follistatin-like protein 1; Flags_ Precursor
OG0001114	Aurelia_aurita_Seg144.1 Seg144.1 transcript_id=Seg144.1_GoldUCD_mRNA.D3Y31 product="C-type lectin domain family 1 member B" protein_id=Seg144.1_GoldUCD_D3Y31, Aurelia_aurita_Seg2641.1 Seg2641.1 transcript_id=Seg2641.1_GoldUCD_mRNA.D3Y31 product="C-type lectin domain family 1 member B" protein_id=Seg2641.1_GoldUCD_D3Y31	NP_001268843.1 C-type lectin domain family 1 member B [Bos taurus]
OG0001494	Aurelia_aurita_Seg1571.6 Seg1571.6 transcript_id=Seg1571.6_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 15" protein_id=Seg1571.6_GoldUCD_D3Y31 partial=true	NP_776623.5 toll-like receptor 4 precursor [Bos taurus], NP_776623.5 toll-like receptor 4 precursor [Bos taurus]
