Orthogroup	Cnidaria_Scyphozoa_Aurelia_aurita	Chordata_Vertebrata_Mus_musculus
OG0000038	Aurelia_aurita_Seg1008.6 Seg1008.6 transcript_id=Seg1008.6_GoldUCD_mRNA.D3Y31 product="Dipeptidyl peptidase 2" protein_id=Seg1008.6_GoldUCD_D3Y31 partial=true	Mus_musculus_sp_P50592_TNF10_MOUSE sp_P50592_TNF10_MOUSE Tumor necrosis factor ligand superfamily member 10 OS=Mus musculus OX=10090 GN=Tnfsf10 PE=2 SV=1
OG0000040	Aurelia_aurita_Seg1962.2 Seg1962.2 transcript_id=Seg1962.2_GoldUCD_mRNA.D3Y31 product="Venom protein 302" protein_id=Seg1962.2_GoldUCD_D3Y31	Mus_musculus_sp_Q8BJ66_KAZD1_MOUSE sp_Q8BJ66_KAZD1_MOUSE Kazal-type serine protease inhibitor domain-containing protein 1 OS=Mus musculus OX=10090 GN=Kazald1 PE=1 SV=2, Mus_musculus_sp_Q80W15_IBPL1_MOUSE sp_Q80W15_IBPL1_MOUSE Insulin-like growth factor-binding protein-like 1 OS=Mus musculus OX=10090 GN=Igfbpl1 PE=2 SV=1, Mus_musculus_sp_Q61581_IBP7_MOUSE sp_Q61581_IBP7_MOUSE Insulin-like growth factor-binding protein 7 OS=Mus musculus OX=10090 GN=Igfbp7 PE=1 SV=3
OG0000041	Aurelia_aurita_Seg65.4 Seg65.4 transcript_id=Seg65.4_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 5B1" protein_id=Seg65.4_GoldUCD_D3Y31	Mus_musculus_sp_A9Z1V5_VW5B1_MOUSE sp_A9Z1V5_VW5B1_MOUSE von Willebrand factor A domain-containing protein 5B1 OS=Mus musculus OX=10090 GN=Vwa5b1 PE=2 SV=1
OG0000044	Aurelia_aurita_Seg5.2 Seg5.2 transcript_id=Seg5.2_GoldUCD_mRNA.D3Y31 product="Protein-glutamine gamma-glutamyltransferase K" protein_id=Seg5.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1628.2 Seg1628.2 transcript_id=Seg1628.2_GoldUCD_mRNA.D3Y31 product="Protein-glutamine gamma-glutamyltransferase K" protein_id=Seg1628.2_GoldUCD_D3Y31, Aurelia_aurita_Seg4454.1 Seg4454.1 transcript_id=Seg4454.1_GoldUCD_mRNA.D3Y31 product="Protein-glutamine gamma-glutamyltransferase K" protein_id=Seg4454.1_GoldUCD_D3Y31	Mus_musculus_sp_P21981_TGM2_MOUSE sp_P21981_TGM2_MOUSE Protein-glutamine gamma-glutamyltransferase 2 OS=Mus musculus OX=10090 GN=Tgm2 PE=1 SV=4, Mus_musculus_sp_Q08189_TGM3_MOUSE sp_Q08189_TGM3_MOUSE Protein-glutamine gamma-glutamyltransferase E OS=Mus musculus OX=10090 GN=Tgm3 PE=1 SV=2, Mus_musculus_sp_Q9D7I9_TGM5_MOUSE sp_Q9D7I9_TGM5_MOUSE Protein-glutamine gamma-glutamyltransferase 5 OS=Mus musculus OX=10090 GN=Tgm5 PE=2 SV=3, Mus_musculus_sp_Q8BZH1_TGM4_MOUSE sp_Q8BZH1_TGM4_MOUSE Protein-glutamine gamma-glutamyltransferase 4 OS=Mus musculus OX=10090 GN=Tgm4 PE=1 SV=2, Mus_musculus_sp_Q8BH61_F13A_MOUSE sp_Q8BH61_F13A_MOUSE Coagulation factor XIII A chain OS=Mus musculus OX=10090 GN=F13a1 PE=1 SV=3, Mus_musculus_sp_Q9JLF6_TGM1_MOUSE sp_Q9JLF6_TGM1_MOUSE Protein-glutamine gamma-glutamyltransferase K OS=Mus musculus OX=10090 GN=Tgm1 PE=1 SV=2
OG0000045	Aurelia_aurita_Seg3360.5 Seg3360.5 transcript_id=Seg3360.5_GoldUCD_mRNA.D3Y31 product="Laminin-like protein epi-1" protein_id=Seg3360.5_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2845.2 Seg2845.2 transcript_id=Seg2845.2_GoldUCD_mRNA.D3Y31 product="Laminin-like protein epi-1" protein_id=Seg2845.2_GoldUCD_D3Y31	Mus_musculus_sp_Q61789_LAMA3_MOUSE sp_Q61789_LAMA3_MOUSE Laminin subunit alpha-3 OS=Mus musculus OX=10090 GN=Lama3 PE=1 SV=4, Mus_musculus_sp_Q61001_LAMA5_MOUSE sp_Q61001_LAMA5_MOUSE Laminin subunit alpha-5 OS=Mus musculus OX=10090 GN=Lama5 PE=1 SV=4
OG0000045	Aurelia_aurita_Seg276.2 Seg276.2 transcript_id=Seg276.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg276.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1120.6 Seg1120.6 transcript_id=Seg1120.6_GoldUCD_mRNA.D3Y31 product="Laminin subunit alpha-5" protein_id=Seg1120.6_GoldUCD_D3Y31 partial=true	Mus_musculus_sp_P97927_LAMA4_MOUSE sp_P97927_LAMA4_MOUSE Laminin subunit alpha-4 OS=Mus musculus OX=10090 GN=Lama4 PE=1 SV=2
OG0000063	Aurelia_aurita_Seg2042.4 Seg2042.4 transcript_id=Seg2042.4_GoldUCD_mRNA.D3Y31 product="Sonic hedgehog protein" protein_id=Seg2042.4_GoldUCD_D3Y31	Mus_musculus_sp_Q62226_SHH_MOUSE sp_Q62226_SHH_MOUSE Sonic hedgehog protein OS=Mus musculus OX=10090 GN=Shh PE=1 SV=2, Mus_musculus_sp_P97812_IHH_MOUSE sp_P97812_IHH_MOUSE Indian hedgehog protein OS=Mus musculus OX=10090 GN=Ihh PE=1 SV=2, Mus_musculus_sp_Q61488_DHH_MOUSE sp_Q61488_DHH_MOUSE Desert hedgehog protein OS=Mus musculus OX=10090 GN=Dhh PE=1 SV=1
OG0000065	Aurelia_aurita_Seg2474.2 Seg2474.2 transcript_id=Seg2474.2_GoldUCD_mRNA.D3Y31 product=Glypican-6 protein_id=Seg2474.2_GoldUCD_D3Y31	Mus_musculus_sp_Q8CFZ4_GPC3_MOUSE sp_Q8CFZ4_GPC3_MOUSE Glypican-3 OS=Mus musculus OX=10090 GN=Gpc3 PE=1 SV=1
OG0000078	Aurelia_aurita_Seg1437.7 Seg1437.7 transcript_id=Seg1437.7_GoldUCD_mRNA.D3Y31 product=Cystatin-1 protein_id=Seg1437.7_GoldUCD_D3Y31	Mus_musculus_sp_Q99JR5_TINAL_MOUSE sp_Q99JR5_TINAL_MOUSE Tubulointerstitial nephritis antigen-like OS=Mus musculus OX=10090 GN=Tinagl1 PE=1 SV=1, Mus_musculus_sp_P55097_CATK_MOUSE sp_P55097_CATK_MOUSE Cathepsin K OS=Mus musculus OX=10090 GN=Ctsk PE=1 SV=2, Mus_musculus_sp_P21460_CYTC_MOUSE sp_P21460_CYTC_MOUSE Cystatin-C OS=Mus musculus OX=10090 GN=Cst3 PE=1 SV=2, Mus_musculus_sp_Q80Y72_CSTL1_MOUSE sp_Q80Y72_CSTL1_MOUSE Cystatin-like 1 OS=Mus musculus OX=10090 GN=Cstl1 PE=2 SV=1, Mus_musculus_sp_Q80ZN5_CST13_MOUSE sp_Q80ZN5_CST13_MOUSE Cystatin-13 OS=Mus musculus OX=10090 GN=Cst13 PE=1 SV=1, Mus_musculus_sp_P32766_CST8_MOUSE sp_P32766_CST8_MOUSE Cystatin-8 OS=Mus musculus OX=10090 GN=Cst8 PE=1 SV=2
OG0000080	Aurelia_aurita_Seg2071.2 Seg2071.2 transcript_id=Seg2071.2_GoldUCD_mRNA.D3Y31 product="Metalloproteinase inhibitor 4" protein_id=Seg2071.2_GoldUCD_D3Y31, Aurelia_aurita_Seg533.4 Seg533.4 transcript_id=Seg533.4_GoldUCD_mRNA.D3Y31 product="Metalloproteinase inhibitor 3" protein_id=Seg533.4_GoldUCD_D3Y31	Mus_musculus_sp_P39876_TIMP3_MOUSE sp_P39876_TIMP3_MOUSE Metalloproteinase inhibitor 3 OS=Mus musculus OX=10090 GN=Timp3 PE=1 SV=1, Mus_musculus_sp_P25785_TIMP2_MOUSE sp_P25785_TIMP2_MOUSE Metalloproteinase inhibitor 2 OS=Mus musculus OX=10090 GN=Timp2 PE=1 SV=2, Mus_musculus_sp_P12032_TIMP1_MOUSE sp_P12032_TIMP1_MOUSE Metalloproteinase inhibitor 1 OS=Mus musculus OX=10090 GN=Timp1 PE=1 SV=2
OG0000083	Aurelia_aurita_Seg2527.1 Seg2527.1 transcript_id=Seg2527.1_GoldUCD_mRNA.D3Y31 product=Hyaluronidase-5 protein_id=Seg2527.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1025.2 Seg1025.2 transcript_id=Seg1025.2_GoldUCD_mRNA.D3Y31 product=Hyaluronidase-3 protein_id=Seg1025.2_GoldUCD_D3Y31	Mus_musculus_sp_Q812F3_HYAL5_MOUSE sp_Q812F3_HYAL5_MOUSE Hyaluronidase-5 OS=Mus musculus OX=10090 GN=Hyal5 PE=1 SV=1, Mus_musculus_sp_Q05A56_HYAL4_MOUSE sp_Q05A56_HYAL4_MOUSE Hyaluronidase-4 OS=Mus musculus OX=10090 GN=Hyal4 PE=2 SV=1, Mus_musculus_sp_O35632_HYAL2_MOUSE sp_O35632_HYAL2_MOUSE Hyaluronidase-2 OS=Mus musculus OX=10090 GN=Hyal2 PE=1 SV=2
OG0000084	Aurelia_aurita_Seg2035.2 Seg2035.2 transcript_id=Seg2035.2_GoldUCD_mRNA.D3Y31 product="Signaling mucin HKR1" protein_id=Seg2035.2_GoldUCD_D3Y31 partial=true	Mus_musculus_sp_O35206_COFA1_MOUSE sp_O35206_COFA1_MOUSE Collagen alpha-1_XV_ chain OS=Mus musculus OX=10090 GN=Col15a1 PE=1 SV=2, Mus_musculus_sp_P39061_COIA1_MOUSE sp_P39061_COIA1_MOUSE Collagen alpha-1_XVIII_ chain OS=Mus musculus OX=10090 GN=Col18a1 PE=1 SV=4, Mus_musculus_sp_P39061_COIA1_MOUSE sp_P39061_COIA1_MOUSE Collagen alpha-1_XVIII_ chain OS=Mus musculus OX=10090 GN=Col18a1 PE=1 SV=4
OG0000088	Aurelia_aurita_Seg3345.1 Seg3345.1 transcript_id=Seg3345.1_GoldUCD_mRNA.D3Y31 product=Spondin-1 protein_id=Seg3345.1_GoldUCD_D3Y31	Mus_musculus_sp_Q8BMS2_SPON2_MOUSE sp_Q8BMS2_SPON2_MOUSE Spondin-2 OS=Mus musculus OX=10090 GN=Spon2 PE=2 SV=2, Mus_musculus_sp_Q8VCC9_SPON1_MOUSE sp_Q8VCC9_SPON1_MOUSE Spondin-1 OS=Mus musculus OX=10090 GN=Spon1 PE=1 SV=1
OG0000089	Aurelia_aurita_Seg1406.1 Seg1406.1 transcript_id=Seg1406.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1406.1_GoldUCD_D3Y31	Mus_musculus_sp_Q9Z0E2_CHRD_MOUSE sp_Q9Z0E2_CHRD_MOUSE Chordin OS=Mus musculus OX=10090 GN=Chrd PE=1 SV=1
OG0000089	Aurelia_aurita_Seg675.35 Seg675.35 transcript_id=Seg675.35_GoldUCD_mRNA.D3Y31 product="Chordin-like protein 1" protein_id=Seg675.35_GoldUCD_D3Y31	Mus_musculus_sp_Q920C1_CRDL1_MOUSE sp_Q920C1_CRDL1_MOUSE Chordin-like protein 1 OS=Mus musculus OX=10090 GN=Chrdl1 PE=1 SV=1, Mus_musculus_sp_Q8VEA6_CRDL2_MOUSE sp_Q8VEA6_CRDL2_MOUSE Chordin-like protein 2 OS=Mus musculus OX=10090 GN=Chrdl2 PE=1 SV=1
OG0000093	Aurelia_aurita_Seg1903.2 Seg1903.2 transcript_id=Seg1903.2_GoldUCD_mRNA.D3Y31 product=Cystatin-B protein_id=Seg1903.2_GoldUCD_D3Y31	Mus_musculus_sp_P35174_CYT2_MOUSE sp_P35174_CYT2_MOUSE Stefin-2 OS=Mus musculus OX=10090 GN=Stfa2 PE=3 SV=2, Mus_musculus_sp_P35173_CYT3_MOUSE sp_P35173_CYT3_MOUSE Stefin-3 OS=Mus musculus OX=10090 GN=Stfa3 PE=3 SV=1, Mus_musculus_sp_P35175_CYT1_MOUSE sp_P35175_CYT1_MOUSE Stefin-1 OS=Mus musculus OX=10090 GN=Stfa1 PE=3 SV=1, Mus_musculus_sp_Q62426_CYTB_MOUSE sp_Q62426_CYTB_MOUSE Cystatin-B OS=Mus musculus OX=10090 GN=Cstb PE=1 SV=1
OG0000102	Aurelia_aurita_Seg2029.3 Seg2029.3 transcript_id=Seg2029.3_GoldUCD_mRNA.D3Y31 product=Fibulin-2 protein_id=Seg2029.3_GoldUCD_D3Y31 partial=true	Mus_musculus_sp_Q9WVH9_FBLN5_MOUSE sp_Q9WVH9_FBLN5_MOUSE Fibulin-5 OS=Mus musculus OX=10090 GN=Fbln5 PE=1 SV=1, Mus_musculus_sp_Q9WVJ9_FBLN4_MOUSE sp_Q9WVJ9_FBLN4_MOUSE EGF-containing fibulin-like extracellular matrix protein 2 OS=Mus musculus OX=10090 GN=Efemp2 PE=1 SV=1, Mus_musculus_sp_Q8BPB5_FBLN3_MOUSE sp_Q8BPB5_FBLN3_MOUSE EGF-containing fibulin-like extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Efemp1 PE=1 SV=1
OG0000112	Aurelia_aurita_Seg2117.5 Seg2117.5 transcript_id=Seg2117.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg2117.5_GoldUCD_D3Y31, Aurelia_aurita_Seg8226.2 Seg8226.2 transcript_id=Seg8226.2_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg8226.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg190.4 Seg190.4 transcript_id=Seg190.4_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg190.4_GoldUCD_D3Y31, Aurelia_aurita_Seg416.5 Seg416.5 transcript_id=Seg416.5_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg416.5_GoldUCD_D3Y31, Aurelia_aurita_Seg9350.1 Seg9350.1 transcript_id=Seg9350.1_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg9350.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1225.9 Seg1225.9 transcript_id=Seg1225.9_GoldUCD_mRNA.D3Y31 product=Heparanase protein_id=Seg1225.9_GoldUCD_D3Y31	Mus_musculus_sp_B2RY83_HPSE2_MOUSE sp_B2RY83_HPSE2_MOUSE Inactive heparanase-2 OS=Mus musculus OX=10090 GN=Hpse2 PE=2 SV=1, Mus_musculus_sp_Q6YGZ1_HPSE_MOUSE sp_Q6YGZ1_HPSE_MOUSE Heparanase OS=Mus musculus OX=10090 GN=Hpse PE=1 SV=3
OG0000114	Aurelia_aurita_Seg1430.6 Seg1430.6 transcript_id=Seg1430.6_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1430.6_GoldUCD_D3Y31 partial=true	Mus_musculus_sp_Q61191_HCFC1_MOUSE sp_Q61191_HCFC1_MOUSE Host cell factor 1 OS=Mus musculus OX=10090 GN=Hcfc1 PE=1 SV=2
OG0000120	Aurelia_aurita_Seg1734.12 Seg1734.12 transcript_id=Seg1734.12_GoldUCD_mRNA.D3Y31 product=Syndecan protein_id=Seg1734.12_GoldUCD_D3Y31	Mus_musculus_sp_O35988_SDC4_MOUSE sp_O35988_SDC4_MOUSE Syndecan-4 OS=Mus musculus OX=10090 GN=Sdc4 PE=1 SV=1, Mus_musculus_sp_P43407_SDC2_MOUSE sp_P43407_SDC2_MOUSE Syndecan-2 OS=Mus musculus OX=10090 GN=Sdc2 PE=1 SV=1, Mus_musculus_sp_P18828_SDC1_MOUSE sp_P18828_SDC1_MOUSE Syndecan-1 OS=Mus musculus OX=10090 GN=Sdc1 PE=1 SV=1, Mus_musculus_sp_Q64519_SDC3_MOUSE sp_Q64519_SDC3_MOUSE Syndecan-3 OS=Mus musculus OX=10090 GN=Sdc3 PE=1 SV=2
OG0000122	Aurelia_aurita_Seg4060.1 Seg4060.1 transcript_id=Seg4060.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg4060.1_GoldUCD_D3Y31 partial=true	Mus_musculus_sp_P33434_MMP2_MOUSE sp_P33434_MMP2_MOUSE 72 kDa type IV collagenase OS=Mus musculus OX=10090 GN=Mmp2 PE=1 SV=1, Mus_musculus_sp_P41245_MMP9_MOUSE sp_P41245_MMP9_MOUSE Matrix metalloproteinase-9 OS=Mus musculus OX=10090 GN=Mmp9 PE=1 SV=2
OG0000123	Aurelia_aurita_Seg4383.1 Seg4383.1 transcript_id=Seg4383.1_GoldUCD_mRNA.D3Y31 product=Fibulin-1 protein_id=Seg4383.1_GoldUCD_D3Y31 partial=true	Mus_musculus_sp_Q08879_FBLN1_MOUSE sp_Q08879_FBLN1_MOUSE Fibulin-1 OS=Mus musculus OX=10090 GN=Fbln1 PE=1 SV=2, Mus_musculus_sp_Q08879_FBLN1_MOUSE sp_Q08879_FBLN1_MOUSE Fibulin-1 OS=Mus musculus OX=10090 GN=Fbln1 PE=1 SV=2, Mus_musculus_sp_P37889_FBLN2_MOUSE sp_P37889_FBLN2_MOUSE Fibulin-2 OS=Mus musculus OX=10090 GN=Fbln2 PE=1 SV=2
OG0000157	Aurelia_aurita_Seg1660.6 Seg1660.6 transcript_id=Seg1660.6_GoldUCD_mRNA.D3Y31 product="FRAS1-related extracellular matrix protein 1" protein_id=Seg1660.6_GoldUCD_D3Y31 partial=true	Mus_musculus_sp_Q80T14_FRAS1_MOUSE sp_Q80T14_FRAS1_MOUSE Extracellular matrix organizing protein FRAS1 OS=Mus musculus OX=10090 GN=Fras1 PE=1 SV=2, Mus_musculus_sp_Q684R7_FREM1_MOUSE sp_Q684R7_FREM1_MOUSE FRAS1-related extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Frem1 PE=1 SV=1, Mus_musculus_sp_Q684R7_FREM1_MOUSE sp_Q684R7_FREM1_MOUSE FRAS1-related extracellular matrix protein 1 OS=Mus musculus OX=10090 GN=Frem1 PE=1 SV=1
OG0000171	Aurelia_aurita_Seg1937.6 Seg1937.6 transcript_id=Seg1937.6_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg1937.6_GoldUCD_D3Y31, Aurelia_aurita_Seg5238.1 Seg5238.1 transcript_id=Seg5238.1_GoldUCD_mRNA.D3Y31 product=Peptide-N protein_id=Seg5238.1_GoldUCD_D3Y31 partial=true	Mus_musculus_sp_Q9JI78_NGLY1_MOUSE sp_Q9JI78_NGLY1_MOUSE Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Mus musculus OX=10090 GN=Ngly1 PE=1 SV=2
OG0000182	Aurelia_aurita_Seg3076.2 Seg3076.2 transcript_id=Seg3076.2_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 3A" protein_id=Seg3076.2_GoldUCD_D3Y31	Mus_musculus_sp_Q3UVV9_VWA3A_MOUSE sp_Q3UVV9_VWA3A_MOUSE von Willebrand factor A domain-containing protein 3A OS=Mus musculus OX=10090 GN=Vwa3a PE=2 SV=1
OG0000235	Aurelia_aurita_Seg684.8 Seg684.8 transcript_id=Seg684.8_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1 chain" protein_id=Seg684.8_GoldUCD_D3Y31	Mus_musculus_sp_Q91VF6_COQA1_MOUSE sp_Q91VF6_COQA1_MOUSE Collagen alpha-1_XXVI_ chain OS=Mus musculus OX=10090 GN=Col26a1 PE=1 SV=1, Mus_musculus_sp_Q91VF5_EMID1_MOUSE sp_Q91VF5_EMID1_MOUSE EMI domain-containing protein 1 OS=Mus musculus OX=10090 GN=Emid1 PE=2 SV=1, Mus_musculus_sp_Q91VF5_EMID1_MOUSE sp_Q91VF5_EMID1_MOUSE EMI domain-containing protein 1 OS=Mus musculus OX=10090 GN=Emid1 PE=2 SV=1
OG0000236	Aurelia_aurita_Seg895.8 Seg895.8 transcript_id=Seg895.8_GoldUCD_mRNA.D3Y31 product="Vascular endothelial growth factor A-A" protein_id=Seg895.8_GoldUCD_D3Y31	Mus_musculus_sp_P31240_PDGFB_MOUSE sp_P31240_PDGFB_MOUSE Platelet-derived growth factor subunit B OS=Mus musculus OX=10090 GN=Pdgfb PE=2 SV=1
OG0000268	Aurelia_aurita_Seg1143.1 Seg1143.1 transcript_id=Seg1143.1_GoldUCD_mRNA.D3Y31 product="Ras-related C3 botulinum toxin substrate 1" protein_id=Seg1143.1_GoldUCD_D3Y31 partial=true	Mus_musculus_sp_Q9Z2L7_CRLF3_MOUSE sp_Q9Z2L7_CRLF3_MOUSE Cytokine receptor-like factor 3 OS=Mus musculus OX=10090 GN=Crlf3 PE=1 SV=1
OG0000344	Aurelia_aurita_Seg3106.3 Seg3106.3 transcript_id=Seg3106.3_GoldUCD_mRNA.D3Y31 product="Follistatin-related protein 1" protein_id=Seg3106.3_GoldUCD_D3Y31	Mus_musculus_sp_Q62356_FSTL1_MOUSE sp_Q62356_FSTL1_MOUSE Follistatin-related protein 1 OS=Mus musculus OX=10090 GN=Fstl1 PE=1 SV=2
OG0001114	Aurelia_aurita_Seg144.1 Seg144.1 transcript_id=Seg144.1_GoldUCD_mRNA.D3Y31 product="C-type lectin domain family 1 member B" protein_id=Seg144.1_GoldUCD_D3Y31, Aurelia_aurita_Seg2641.1 Seg2641.1 transcript_id=Seg2641.1_GoldUCD_mRNA.D3Y31 product="C-type lectin domain family 1 member B" protein_id=Seg2641.1_GoldUCD_D3Y31	Mus_musculus_sp_Q8BRU4_CLC9A_MOUSE sp_Q8BRU4_CLC9A_MOUSE C-type lectin domain family 9 member A OS=Mus musculus OX=10090 GN=Clec9a PE=1 SV=1
