Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Acropora_digitifera
OG0000008	Exaiptasia_diaphana_XP_028519038.1 XP_028519038.1 uncharacterized protein LOC110252550 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915034.1 XP_020915034.1 uncharacterized protein LOC110252550 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516912.1 XP_028516912.1 uromodulin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518784.1 XP_028518784.1 cubilin-like [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.11566 adi_v1.11566, Acropora_digitifera_adi_v1.10230 adi_v1.10230, Acropora_digitifera_adi_v1.04804 adi_v1.04804
OG0000008	Exaiptasia_diaphana_XP_028513929.1 XP_028513929.1 uromodulin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904484.1 XP_020904484.1 uromodulin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514431.1 XP_028514431.1 uromodulin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513931.1 XP_028513931.1 uncharacterized protein LOC114574740 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897911.1 XP_020897911.1 uromodulin [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.22883 adi_v1.22883
OG0000008	Exaiptasia_diaphana_XP_028513637.1 XP_028513637.1 uncharacterized protein LOC110234972 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.23804 adi_v1.23804, Acropora_digitifera_adi_v1.20455 adi_v1.20455
OG0000008	Exaiptasia_diaphana_XP_028513461.1 XP_028513461.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.09584 adi_v1.09584
OG0000008	Exaiptasia_diaphana_XP_020901876.2 XP_020901876.2 fibropellin-1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.14084 adi_v1.14084
OG0000008	Exaiptasia_diaphana_XP_020895457.1 XP_020895457.1 neurogenic locus Notch protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895456.1 XP_020895456.1 LOW QUALITY PROTEIN_ fibropellin-1-like [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.09582 adi_v1.09582, Acropora_digitifera_adi_v1.06302 adi_v1.06302, Acropora_digitifera_adi_v1.09583 adi_v1.09583
OG0000008	Exaiptasia_diaphana_XP_028513462.1 XP_028513462.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.03573 adi_v1.03573, Acropora_digitifera_adi_v1.19697 adi_v1.19697
OG0000008	Exaiptasia_diaphana_XP_028518339.1 XP_028518339.1 protein crumbs homolog 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517733.1 XP_028517733.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01978 adi_v1.01978
OG0000008	Exaiptasia_diaphana_XP_028516250.1 XP_028516250.1 fibropellin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907949.1 XP_020907949.1 fibropellin-1_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.23462 adi_v1.23462
OG0000008	Exaiptasia_diaphana_XP_028513439.1 XP_028513439.1 fibulin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912929.2 XP_020912929.2 protein kinase C-binding protein NELL2-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911361.1 XP_020911361.1 fibropellin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911360.1 XP_020911360.1 fibropellin-1 isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.14878 adi_v1.14878, Acropora_digitifera_adi_v1.10976 adi_v1.10976
OG0000008	Exaiptasia_diaphana_XP_020917270.2 XP_020917270.2 neurogenic locus notch homolog protein 1-like_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05293 adi_v1.05293
OG0000009	Exaiptasia_diaphana_XP_028518752.1 XP_028518752.1 uncharacterized protein LOC110251671 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914061.1 XP_020914061.1 uncharacterized protein LOC110251671 isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.10007 adi_v1.10007, Acropora_digitifera_adi_v1.23659 adi_v1.23659
OG0000009	Exaiptasia_diaphana_XP_020911194.1 XP_020911194.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913508.1 XP_020913508.1 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902137.1 XP_020902137.1 nematocyst expressed protein 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891852.1 XP_020891852.1 uncharacterized protein LOC110231209 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512500.1 XP_028512500.1 uncharacterized protein LOC110231209 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512501.1 XP_028512501.1 uncharacterized protein LOC110231209 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512503.1 XP_028512503.1 uncharacterized protein LOC110231209 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512502.1 XP_028512502.1 uncharacterized protein LOC110231209 isoform X3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00989 adi_v1.00989
OG0000009	Exaiptasia_diaphana_XP_028515415.1 XP_028515415.1 CUB and peptidase domain-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515413.1 XP_028515413.1 ribosome-binding protein 1-like [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.18886 adi_v1.18886, Acropora_digitifera_adi_v1.20204 adi_v1.20204, Acropora_digitifera_adi_v1.20203 adi_v1.20203, Acropora_digitifera_adi_v1.20205 adi_v1.20205, Acropora_digitifera_adi_v1.13170 adi_v1.13170, Acropora_digitifera_adi_v1.18978 adi_v1.18978
OG0000009	Exaiptasia_diaphana_XP_020917130.1 XP_020917130.1 tolloid-like protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.19086 adi_v1.19086
OG0000009	Exaiptasia_diaphana_XP_020905815.1 XP_020905815.1 tolloid-like protein 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905817.2 XP_020905817.2 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905818.2 XP_020905818.2 protein shisa-5-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905821.1 XP_020905821.1 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905820.1 XP_020905820.1 tolloid-like protein 2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.11309 adi_v1.11309, Acropora_digitifera_adi_v1.11310 adi_v1.11310
OG0000009	Exaiptasia_diaphana_XP_028518116.1 XP_028518116.1 cubilin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911687.2 XP_020911687.2 cubilin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902050.1 XP_020902050.1 tolloid-like protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.20169 adi_v1.20169, Acropora_digitifera_adi_v1.16563 adi_v1.16563, Acropora_digitifera_adi_v1.16561 adi_v1.16561, Acropora_digitifera_adi_v1.23168 adi_v1.23168
OG0000009	Exaiptasia_diaphana_XP_020913976.1 XP_020913976.1 cubilin [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.02161 adi_v1.02161
OG0000009	Exaiptasia_diaphana_XP_020909071.1 XP_020909071.1 tolloid-like protein 1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.02163 adi_v1.02163
OG0000009	Exaiptasia_diaphana_XP_028515218.1 XP_028515218.1 dorsal-ventral patterning tolloid-like protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515217.1 XP_028515217.1 dorsal-ventral patterning tolloid-like protein 1 isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13554 adi_v1.13554
OG0000009	Exaiptasia_diaphana_XP_020906175.1 XP_020906175.1 CUB domain-containing protein 2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.04391 adi_v1.04391
OG0000009	Exaiptasia_diaphana_XP_020913999.1 XP_020913999.1 LOW QUALITY PROTEIN_ fibrillin-1-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518791.1 XP_028518791.1 LOW QUALITY PROTEIN_ fibrillin-1-like isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13189 adi_v1.13189
OG0000009	Exaiptasia_diaphana_XP_020907892.1 XP_020907892.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915055.1 XP_020915055.1 deleted in malignant brain tumors 1 protein_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916490.2 XP_020916490.2 adhesion G protein-coupled receptor E1-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515039.1 XP_028515039.1 CUB and sushi domain-containing protein 2-like [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.17647 adi_v1.17647, Acropora_digitifera_adi_v1.11637 adi_v1.11637
OG0000010	Exaiptasia_diaphana_XP_020914581.2 XP_020914581.2 basement membrane-specific heparan sulfate proteoglycan core protein [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00664 adi_v1.00664
OG0000010	Exaiptasia_diaphana_XP_020899237.1 XP_020899237.1 roundabout homolog 1 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514562.1 XP_028514562.1 roundabout homolog 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899232.1 XP_020899232.1 roundabout homolog 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899235.1 XP_020899235.1 roundabout homolog 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899236.1 XP_020899236.1 roundabout homolog 1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899238.1 XP_020899238.1 roundabout homolog 1 isoform X5 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.04228 adi_v1.04228
OG0000010	Exaiptasia_diaphana_XP_020915443.2 XP_020915443.2 contactin-5-like [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.21127 adi_v1.21127
OG0000010	Exaiptasia_diaphana_XP_020912327.1 XP_020912327.1 Down syndrome cell adhesion molecule [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06326 adi_v1.06326
OG0000010	Exaiptasia_diaphana_XP_028519293.1 XP_028519293.1 hemicentin-2-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519300.1 XP_028519300.1 hemicentin-1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05562 adi_v1.05562, Acropora_digitifera_adi_v1.07946 adi_v1.07946
OG0000010	Exaiptasia_diaphana_XP_020898537.1 XP_020898537.1 hemicentin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898540.1 XP_020898540.1 uncharacterized protein LOC110237290 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906332.1 XP_020906332.1 titin_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906312.1 XP_020906312.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898535.1 XP_020898535.1 hemicentin-1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.02202 adi_v1.02202
OG0000010	Exaiptasia_diaphana_XP_020902103.1 XP_020902103.1 hemicentin-1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.04096 adi_v1.04096
OG0000010	Exaiptasia_diaphana_XP_028517264.1 XP_028517264.1 neural cell adhesion molecule 2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.17180 adi_v1.17180
OG0000010	Exaiptasia_diaphana_XP_020894828.2 XP_020894828.2 protein eyes shut homolog [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.05525 adi_v1.05525
OG0000010	Exaiptasia_diaphana_XP_028518930.1 XP_028518930.1 basement membrane-specific heparan sulfate proteoglycan core protein [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.18396 adi_v1.18396
OG0000010	Exaiptasia_diaphana_XP_028516406.1 XP_028516406.1 zonadhesin [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.20273 adi_v1.20273
OG0000010	Exaiptasia_diaphana_XP_020909932.2 XP_020909932.2 uncharacterized protein LOC110247804_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517563.1 XP_028517563.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.20157 adi_v1.20157
OG0000011	Exaiptasia_diaphana_XP_020895286.2 XP_020895286.2 uncharacterized protein LOC110234259_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513122.1 XP_028513122.1 tyrosine-protein kinase transmembrane receptor Ror2-like isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894038.2 XP_020894038.2 tyrosine-protein kinase transmembrane receptor Ror2-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513123.1 XP_028513123.1 tyrosine-protein kinase transmembrane receptor Ror2-like isoform X3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.14221 adi_v1.14221, Acropora_digitifera_adi_v1.14220 adi_v1.14220
OG0000012	Exaiptasia_diaphana_XP_028517760.1 XP_028517760.1 mucin-2_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00068 adi_v1.00068, Acropora_digitifera_adi_v1.03852 adi_v1.03852, Acropora_digitifera_adi_v1.00069 adi_v1.00069
OG0000012	Exaiptasia_diaphana_XP_020913063.1 XP_020913063.1 kielin_chordin-like protein [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12876 adi_v1.12876
OG0000012	Exaiptasia_diaphana_XP_020901426.1 XP_020901426.1 uncharacterized protein LOC110239999 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907660.2 XP_020907660.2 uncharacterized protein LOC110245709 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.08393 adi_v1.08393
OG0000012	Exaiptasia_diaphana_XP_020911414.1 XP_020911414.1 neuropilin-1a [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.00226 adi_v1.00226
OG0000013	Exaiptasia_diaphana_XP_020904195.1 XP_020904195.1 protein Wnt-16 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01147 adi_v1.01147
OG0000013	Exaiptasia_diaphana_XP_028514350.1 XP_028514350.1 protein Wnt-7b-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514349.1 XP_028514349.1 protein Wnt-4a-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898386.1 XP_020898386.1 protein Wnt-1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.17615 adi_v1.17615
OG0000013	Exaiptasia_diaphana_XP_020913045.1 XP_020913045.1 protein Wnt-2-like [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13606 adi_v1.13606
OG0000013	Exaiptasia_diaphana_XP_028519476.1 XP_028519476.1 protein Wnt-4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519475.1 XP_028519475.1 protein Wnt-4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916617.1 XP_020916617.1 protein Wnt-4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916616.1 XP_020916616.1 protein Wnt-4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519474.1 XP_028519474.1 protein Wnt-4 isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.23656 adi_v1.23656, Acropora_digitifera_adi_v1.23655 adi_v1.23655, Acropora_digitifera_adi_v1.23654 adi_v1.23654
OG0000013	Exaiptasia_diaphana_XP_020904203.1 XP_020904203.1 protein Wnt-5b isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904202.1 XP_020904202.1 protein Wnt-5b isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904201.1 XP_020904201.1 protein Wnt-5b isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515919.1 XP_028515919.1 protein Wnt-5b isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904200.1 XP_020904200.1 protein Wnt-5b isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06399 adi_v1.06399
OG0000013	Exaiptasia_diaphana_XP_020904766.1 XP_020904766.1 protein Wnt-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904744.1 XP_020904744.1 protein Wnt-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904751.1 XP_020904751.1 protein Wnt-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904759.1 XP_020904759.1 protein Wnt-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902344.1 XP_020902344.1 protein Wnt-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902345.1 XP_020902345.1 protein Wnt-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902346.1 XP_020902346.1 protein Wnt-4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902347.1 XP_020902347.1 protein Wnt-4 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.16598 adi_v1.16598
OG0000013	Exaiptasia_diaphana_XP_020904181.2 XP_020904181.2 protein Wnt-7b isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904180.2 XP_020904180.2 protein Wnt-7a isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904179.2 XP_020904179.2 protein Wnt-7a isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904182.1 XP_020904182.1 protein Wnt-7a isoform X4 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06764 adi_v1.06764
OG0000013	Exaiptasia_diaphana_XP_020895878.1 XP_020895878.1 protein Wnt-2b-A [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.02062 adi_v1.02062, Acropora_digitifera_adi_v1.02063 adi_v1.02063
OG0000013	Exaiptasia_diaphana_XP_028514332.1 XP_028514332.1 protein Wnt-8a isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898355.1 XP_020898355.1 protein Wnt-8b [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898335.1 XP_020898335.1 protein Wnt-8b isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898370.1 XP_020898370.1 protein Wnt-8b_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13774 adi_v1.13774, Acropora_digitifera_adi_v1.13773 adi_v1.13773, Acropora_digitifera_adi_v1.08272 adi_v1.08272
OG0000013	Exaiptasia_diaphana_XP_020913046.1 XP_020913046.1 protein Wnt-10a [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13607 adi_v1.13607
OG0000014	Exaiptasia_diaphana_XP_028519306.1 XP_028519306.1 LOW QUALITY PROTEIN_ thrombospondin type-1 domain-containing protein 4 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.10799 adi_v1.10799, Acropora_digitifera_adi_v1.14366 adi_v1.14366
OG0000014	Exaiptasia_diaphana_XP_020903155.1 XP_020903155.1 A disintegrin and metalloproteinase with thrombospondin motifs 7 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515635.1 XP_028515635.1 A disintegrin and metalloproteinase with thrombospondin motifs 12 isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01169 adi_v1.01169
OG0000014	Exaiptasia_diaphana_XP_020906187.1 XP_020906187.1 ADAMTS-like protein 2 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.14581 adi_v1.14581
OG0000014	Exaiptasia_diaphana_XP_028517311.1 XP_028517311.1 A disintegrin and metalloproteinase with thrombospondin motifs 9 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.06910 adi_v1.06910
OG0000014	Exaiptasia_diaphana_XP_020906831.1 XP_020906831.1 A disintegrin and metalloproteinase with thrombospondin motifs 16 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906830.1 XP_020906830.1 A disintegrin and metalloproteinase with thrombospondin motifs 16 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.01444 adi_v1.01444, Acropora_digitifera_adi_v1.22993 adi_v1.22993, Acropora_digitifera_adi_v1.22282 adi_v1.22282, Acropora_digitifera_adi_v1.16116 adi_v1.16116, Acropora_digitifera_adi_v1.14772 adi_v1.14772
OG0000014	Exaiptasia_diaphana_XP_028515757.1 XP_028515757.1 A disintegrin and metalloproteinase with thrombospondin motifs 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908001.1 XP_020908001.1 A disintegrin and metalloproteinase with thrombospondin motifs 18 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13245 adi_v1.13245
OG0000014	Exaiptasia_diaphana_XP_020903567.1 XP_020903567.1 A disintegrin and metalloproteinase with thrombospondin motifs 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515755.1 XP_028515755.1 A disintegrin and metalloproteinase with thrombospondin motifs 18-like_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.16964 adi_v1.16964
OG0000014	Exaiptasia_diaphana_XP_020916890.2 XP_020916890.2 mucin-2-like_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13244 adi_v1.13244, Acropora_digitifera_adi_v1.13631 adi_v1.13631
OG0000014	Exaiptasia_diaphana_XP_020909865.2 XP_020909865.2 A disintegrin and metalloproteinase with thrombospondin motifs 3 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909864.2 XP_020909864.2 A disintegrin and metalloproteinase with thrombospondin motifs 3 isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.16403 adi_v1.16403
OG0000015	Exaiptasia_diaphana_XP_020913480.1 XP_020913480.1 Down syndrome cell adhesion molecule homolog [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13064 adi_v1.13064
OG0000015	Exaiptasia_diaphana_XP_020908757.1 XP_020908757.1 ZP domain-containing protein [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.04802 adi_v1.04802, Acropora_digitifera_adi_v1.21797 adi_v1.21797, Acropora_digitifera_adi_v1.01313 adi_v1.01313
OG0000015	Exaiptasia_diaphana_XP_020898845.1 XP_020898845.1 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908758.2 XP_020908758.2 uncharacterized protein LOC110246738_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.21798 adi_v1.21798, Acropora_digitifera_adi_v1.21068 adi_v1.21068
OG0000015	Exaiptasia_diaphana_XP_020915044.1 XP_020915044.1 ZP domain-containing protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516430.1 XP_028516430.1 CUB and sushi domain-containing protein 3 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516428.1 XP_028516428.1 CUB and sushi domain-containing protein 3 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518783.1 XP_028518783.1 uncharacterized protein LOC110251602 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905713.1 XP_020905713.1 LOW QUALITY PROTEIN_ ZP domain-containing protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515509.1 XP_028515509.1 ZP domain-containing protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905699.2 XP_020905699.2 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516276.1 XP_028516276.1 proteoglycan 4_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.13318 adi_v1.13318, Acropora_digitifera_adi_v1.14554 adi_v1.14554, Acropora_digitifera_adi_v1.13317 adi_v1.13317, Acropora_digitifera_adi_v1.09195 adi_v1.09195, Acropora_digitifera_adi_v1.10025 adi_v1.10025, Acropora_digitifera_adi_v1.18255 adi_v1.18255, Acropora_digitifera_adi_v1.10116 adi_v1.10116
OG0000015	Exaiptasia_diaphana_XP_020908628.1 XP_020908628.1 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898716.1 XP_020898716.1 ZP domain-containing protein [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.23833 adi_v1.23833, Acropora_digitifera_adi_v1.22393 adi_v1.22393
OG0000015	Exaiptasia_diaphana_XP_020915359.2 XP_020915359.2 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915360.1 XP_020915360.1 uncharacterized protein LOC110252848 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.10186 adi_v1.10186
OG0000016	Exaiptasia_diaphana_XP_020891960.1 XP_020891960.1 72 kDa type IV collagenase [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.02178 adi_v1.02178, Acropora_digitifera_adi_v1.02175 adi_v1.02175
OG0000016	Exaiptasia_diaphana_XP_020891959.1 XP_020891959.1 LOW QUALITY PROTEIN_ matrix metalloproteinase-17-like [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.02177 adi_v1.02177, Acropora_digitifera_adi_v1.02174 adi_v1.02174
OG0000016	Exaiptasia_diaphana_XP_020914056.1 XP_020914056.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110251669 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.22761 adi_v1.22761
OG0000016	Exaiptasia_diaphana_XP_020898085.1 XP_020898085.1 matrilysin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897186.1 XP_020897186.1 collagenase 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894795.2 XP_020894795.2 collagenase 3 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.03024 adi_v1.03024
OG0000016	Exaiptasia_diaphana_XP_020901217.1 XP_020901217.1 matrilysin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901216.1 XP_020901216.1 matrilysin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916687.1 XP_020916687.1 macrophage metalloelastase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516851.1 XP_028516851.1 matrix metalloproteinase-19 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.03033 adi_v1.03033
OG0000017	Exaiptasia_diaphana_XP_020902588.1 XP_020902588.1 serpin B6 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.20054 adi_v1.20054
OG0000017	Exaiptasia_diaphana_XP_020913182.1 XP_020913182.1 leukocyte elastase inhibitor-like [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.12711 adi_v1.12711
OG0000017	Exaiptasia_diaphana_XP_020902591.1 XP_020902591.1 leukocyte elastase inhibitor A-like [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.17942 adi_v1.17942
OG0000018	Exaiptasia_diaphana_XP_020905082.1 XP_020905082.1 protein-lysine 6-oxidase [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.08251 adi_v1.08251
OG0000018	Exaiptasia_diaphana_XP_020910908.1 XP_020910908.1 lysyl oxidase homolog 3A isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910907.1 XP_020910907.1 lysyl oxidase homolog 2A isoform X1 [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.08253 adi_v1.08253
OG0000018	Exaiptasia_diaphana_XP_028518136.1 XP_028518136.1 uncharacterized protein LOC110249554_ partial [Exaiptasia diaphana]	Acropora_digitifera_adi_v1.03894 adi_v1.03894
