Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Chordata_Vertebrata_Bos_taurus
OG0000044	Exaiptasia_diaphana_XP_028519449.1 XP_028519449.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916544.1 XP_020916544.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916593.1 XP_020916593.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana]	sp|P51176.1|TGM2_BOVIN RecName_ Full=Protein-glutamine gamma-glutamyltransferase 2; AltName_ Full=Isopeptidase TGM2; AltName_ Full=Protein-glutamine deamidase TGM2; AltName_ Full=Protein-glutamine dopaminyltransferase TGM2; AltName_ Full=Protein-glutamine histaminyltransferase TGM2; AltName_ Full=Protein-glutamine noradrenalinyltransferase TGM2; AltName_ Full=Protein-glutamine serotonyltransferase TGM2; AltName_ Full=Tissue transglutaminase; Short=TG; AltName_ Full=Transglutaminase-2; Short=TGase-2, sp|A6QP57.1|TGM3_BOVIN RecName_ Full=Protein-glutamine gamma-glutamyltransferase E; AltName_ Full=Transglutaminase E; Short=TG_E_; Short=TGE; Short=TGase E; AltName_ Full=Transglutaminase-3; Short=TGase-3; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain; Flags_ Precursor, sp|A6QP57.1|TGM3_BOVIN RecName_ Full=Protein-glutamine gamma-glutamyltransferase E; AltName_ Full=Transglutaminase E; Short=TG_E_; Short=TGE; Short=TGase E; AltName_ Full=Transglutaminase-3; Short=TGase-3; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain; Flags_ Precursor, XP_059748950.1 protein-glutamine gamma-glutamyltransferase 6 [Bos taurus], XP_010815593.1 protein-glutamine gamma-glutamyltransferase Z [Bos taurus], XP_005222254.2 protein-glutamine gamma-glutamyltransferase 5 isoform X1 [Bos taurus], NP_001161366.2 coagulation factor XIII A chain [Bos taurus], XP_005211321.1 protein-glutamine gamma-glutamyltransferase K isoform X1 [Bos taurus]
OG0000045	Exaiptasia_diaphana_XP_028518553.1 XP_028518553.1 laminin subunit alpha [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519634.1 XP_028519634.1 laminin subunit alpha-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519624.1 XP_028519624.1 laminin subunit alpha_ partial [Exaiptasia diaphana]	XP_024840205.1 laminin subunit alpha-3 isoform X1 [Bos taurus], DAA23013.1 TPA_ laminin alpha 5-like [Bos taurus]
OG0000049	Exaiptasia_diaphana_XP_028518799.1 XP_028518799.1 plexin-A1 [Exaiptasia diaphana]	XP_024838889.2 plexin-A1 isoform X1 [Bos taurus], XP_059739547.1 plexin-A3 isoform X1 [Bos taurus], NP_001193586.1 plexin-A2 precursor [Bos taurus], NP_001178433.1 plexin-A4 precursor [Bos taurus], XP_024839049.1 plexin-B1 isoform X1 [Bos taurus], DAA13207.1 TPA_ plexin B3-like [Bos taurus], XP_059742216.1 plexin-B2 isoform X2 [Bos taurus], DAA16814.1 TPA_ plexin D1-like [Bos taurus], XP_059742393.1 plexin-C1 isoform X1 [Bos taurus]
OG0000054	Exaiptasia_diaphana_XP_020910667.1 XP_020910667.1 erbin [Exaiptasia diaphana]	XP_024837424.1 pro-interleukin-16 isoform X1 [Bos taurus]
OG0000056	Exaiptasia_diaphana_XP_020900175.1 XP_020900175.1 E3 ubiquitin-protein ligase TRIM9 [Exaiptasia diaphana]	NP_001039926.1 E3 ubiquitin-protein ligase TRIM34 [Bos taurus]
OG0000059	Exaiptasia_diaphana_XP_028516633.1 XP_028516633.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906968.1 XP_020906968.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898886.1 XP_020898886.1 uncharacterized protein LOC110237624 [Exaiptasia diaphana]	XP_005223362.1 signal peptide_ CUB and EGF-like domain-containing protein 3 isoform X1 [Bos taurus], XP_024848586.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X1 [Bos taurus], XP_005216154.1 signal peptide_ CUB and EGF-like domain-containing protein 2 isoform X1 [Bos taurus]
OG0000064	Exaiptasia_diaphana_XP_028514695.1 XP_028514695.1 fibrillin-2-like [Exaiptasia diaphana]	NP_001265517.1 fibrillin-2 precursor [Bos taurus], DAA27963.1 TPA_ fibrillin3-like_ partial [Bos taurus], sp|P98133.2|FBN1_BOVIN RecName_ Full=Fibrillin-1; AltName_ Full=MP340; Contains_ RecName_ Full=Asprosin; Flags_ Precursor, sp|P98133.2|FBN1_BOVIN RecName_ Full=Fibrillin-1; AltName_ Full=MP340; Contains_ RecName_ Full=Asprosin; Flags_ Precursor, sp|P98133.2|FBN1_BOVIN RecName_ Full=Fibrillin-1; AltName_ Full=MP340; Contains_ RecName_ Full=Asprosin; Flags_ Precursor, sp|P98133.2|FBN1_BOVIN RecName_ Full=Fibrillin-1; AltName_ Full=MP340; Contains_ RecName_ Full=Asprosin; Flags_ Precursor, sp|P98133.2|FBN1_BOVIN RecName_ Full=Fibrillin-1; AltName_ Full=MP340; Contains_ RecName_ Full=Asprosin; Flags_ Precursor
OG0000065	Exaiptasia_diaphana_XP_020907972.1 XP_020907972.1 glypican-6 [Exaiptasia diaphana]	NP_001095540.1 glypican-5 precursor [Bos taurus], NP_001030540.1 glypican-3 precursor [Bos taurus]
OG0000065	Exaiptasia_diaphana_XP_020907976.1 XP_020907976.1 glypican-6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907975.1 XP_020907975.1 glypican-6 [Exaiptasia diaphana]	NP_001192713.1 glypican-4 precursor [Bos taurus], NP_001075199.2 glypican-6 precursor [Bos taurus], XP_059737420.1 glypican-2 isoform X1 [Bos taurus], sp|G3X745.1|GPC1_BOVIN RecName_ Full=Glypican-1; Contains_ RecName_ Full=Secreted glypican-1; Flags_ Precursor
OG0000078	Exaiptasia_diaphana_XP_020897050.1 XP_020897050.1 cathepsin L [Exaiptasia diaphana]	XP_005227111.2 cathepsin W isoform X1 [Bos taurus], NP_001068884.1 cathepsin F precursor [Bos taurus]
OG0000080	Exaiptasia_diaphana_XP_020895558.1 XP_020895558.1 uncharacterized protein LOC110234521 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516230.1 XP_028516230.1 metalloproteinase inhibitor 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905542.1 XP_020905542.1 LOW QUALITY PROTEIN_ metalloproteinase inhibitor 2-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905536.1 XP_020905536.1 tissue inhibitor of metalloproteinase isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905535.1 XP_020905535.1 tissue inhibitor of metalloproteinase isoform X1 [Exaiptasia diaphana]	sp|P79121.1|TIMP3_BOVIN RecName_ Full=Metalloproteinase inhibitor 3; AltName_ Full=Tissue inhibitor of metalloproteinases 3; Short=TIMP-3; Flags_ Precursor, sp|O97563.2|TIMP4_BOVIN RecName_ Full=Metalloproteinase inhibitor 4; AltName_ Full=Tissue inhibitor of metalloproteinases 4; Short=TIMP-4; Flags_ Precursor, sp|P20414.1|TIMP1_BOVIN RecName_ Full=Metalloproteinase inhibitor 1; AltName_ Full=Embryogenin-1; Short=EG-1; AltName_ Full=Tissue inhibitor of metalloproteinases 1; Short=TIMP-1; Flags_ Precursor
OG0000081	Exaiptasia_diaphana_XP_020907281.1 XP_020907281.1 cysteine-rich with EGF-like domain protein 2 [Exaiptasia diaphana]	sp|Q2KIT5.1|CREL2_BOVIN RecName_ Full=Protein disulfide isomerase CRELD2; AltName_ Full=Cysteine-rich with EGF-like domain protein 2; Flags_ Precursor, sp|Q5EA46.1|CREL1_BOVIN RecName_ Full=Protein disulfide isomerase CRELD1; AltName_ Full=Cysteine-rich with EGF-like domain protein 1; Flags_ Precursor
OG0000083	Exaiptasia_diaphana_XP_020902926.1 XP_020902926.1 LOW QUALITY PROTEIN_ hyaluronidase-1-like isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515592.1 XP_028515592.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110241411 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913987.1 XP_020913987.1 hyaluronidase [Exaiptasia diaphana]	NP_001193181.1 hyaluronidase-3 precursor [Bos taurus], sp|Q5E985.1|HYAL1_BOVIN RecName_ Full=Hyaluronidase-1; Short=Hyal-1; AltName_ Full=Hyaluronoglucosaminidase-1; Flags_ Precursor, XP_059741399.1 sperm adhesion molecule 1 isoform X1 [Bos taurus], XP_003586042.1 hyaluronidase-4 [Bos taurus], sp|Q8SQG8.1|HYAL2_BOVIN RecName_ Full=Hyaluronidase-2; Short=Hyal-2; AltName_ Full=Hyaluronoglucosaminidase-2; Flags_ Precursor
OG0000084	Exaiptasia_diaphana_XP_020899697.1 XP_020899697.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]	NP_001178214.2 collagen alpha-1_XV_ chain precursor [Bos taurus], XP_024830782.1 collagen alpha-1_XVIII_ chain isoform X1 [Bos taurus]
OG0000088	Exaiptasia_diaphana_XP_020902795.2 XP_020902795.2 spondin-2 [Exaiptasia diaphana]	NP_001039622.1 spondin-2 precursor [Bos taurus], sp|Q9GLX9.1|SPON1_BOVIN RecName_ Full=Spondin-1; AltName_ Full=F-spondin; AltName_ Full=Vascular smooth muscle cell growth-promoting factor; Flags_ Precursor
OG0000089	Exaiptasia_diaphana_XP_028513442.1 XP_028513442.1 chordin [Exaiptasia diaphana]	DAA33329.1 TPA_ chordin-like [Bos taurus]
OG0000089	Exaiptasia_diaphana_XP_020895235.1 XP_020895235.1 kielin_chordin-like protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895236.1 XP_020895236.1 kielin_chordin-like protein isoform X2 [Exaiptasia diaphana]	XP_059739242.1 chordin-like protein 1 isoform X8 [Bos taurus], XP_005216309.1 chordin-like protein 2 isoform X1 [Bos taurus]
OG0000090	Exaiptasia_diaphana_XP_020911740.1 XP_020911740.1 uncharacterized protein LOC110249510 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911014.1 XP_020911014.1 uncharacterized protein LOC110248794 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911001.1 XP_020911001.1 LOW QUALITY PROTEIN_ aggrecan core protein-like [Exaiptasia diaphana]	DAA28318.1 TPA_ KIAA1926 protein-like [Bos taurus], sp|P55252.1|HPLN1_BOVIN RecName_ Full=Hyaluronan and proteoglycan link protein 1; AltName_ Full=Cartilage-linking protein 1; Short=Cartilage-link protein; AltName_ Full=Proteoglycan link protein; Flags_ Precursor, NP_001092451.1 hyaluronan and proteoglycan link protein 3 precursor [Bos taurus], XP_005203761.1 hyaluronan and proteoglycan link protein 2 isoform X1 [Bos taurus]
OG0000093	Exaiptasia_diaphana_XP_020911284.1 XP_020911284.1 cystatin-B [Exaiptasia diaphana]	sp|P80416.1|CYTA_BOVIN RecName_ Full=Cystatin-A; AltName_ Full=Cystatin-AS; AltName_ Full=Stefin-A
OG0000095	Exaiptasia_diaphana_XP_028514442.1 XP_028514442.1 SPARC-related modular calcium-binding protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898695.1 XP_020898695.1 SPARC-related modular calcium-binding protein 2 [Exaiptasia diaphana]	XP_024852606.1 SPARC-related modular calcium-binding protein 2 isoform X1 [Bos taurus], XP_005212006.1 SPARC-related modular calcium-binding protein 1 isoform X1 [Bos taurus]
OG0000112	Exaiptasia_diaphana_XP_020913908.2 XP_020913908.2 heparanase_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908291.2 XP_020908291.2 heparanase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899290.2 XP_020899290.2 uncharacterized protein LOC110238002 [Exaiptasia diaphana]	DAA14878.1 TPA_ heparanase 2 isoform 2 [Bos taurus], sp|Q9MYY0.2|HPSE_BOVIN RecName_ Full=Heparanase; Contains_ RecName_ Full=Heparanase 8 kDa subunit; Contains_ RecName_ Full=Heparanase 50 kDa subunit; Flags_ Precursor
OG0000114	Exaiptasia_diaphana_XP_020909724.1 XP_020909724.1 host cell factor 2 [Exaiptasia diaphana]	NP_001179877.1 host cell factor 2 [Bos taurus]
OG0000120	Exaiptasia_diaphana_XP_020893567.1 XP_020893567.1 syndecan-2 [Exaiptasia diaphana]	XP_002692376.1 syndecan-4 [Bos taurus], sp|Q58DD4.1|SDC2_BOVIN RecName_ Full=Syndecan-2; Short=SYND2; AltName_ CD_antigen=CD362; Flags_ Precursor, sp|Q08DZ5.1|SDC1_BOVIN RecName_ Full=Syndecan-1; Short=SYND1; AltName_ CD_antigen=CD138; Flags_ Precursor, DAA32372.1 TPA_ syndecan 3-like [Bos taurus]
OG0000122	Exaiptasia_diaphana_XP_020917471.1 XP_020917471.1 uncharacterized protein LOC110254769 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891990.1 XP_020891990.1 epididymal sperm-binding protein 1-like_ partial [Exaiptasia diaphana]	NP_776777.1 cation-independent mannose-6-phosphate receptor precursor [Bos taurus]
OG0000122	Exaiptasia_diaphana_XP_020904505.1 XP_020904505.1 72 kDa type IV collagenase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904503.1 XP_020904503.1 72 kDa type IV collagenase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512752.1 XP_028512752.1 uncharacterized protein LOC114574425 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517049.1 XP_028517049.1 uncharacterized protein LOC110246322 [Exaiptasia diaphana]	NP_777170.1 72 kDa type IV collagenase precursor [Bos taurus], NP_777170.1 72 kDa type IV collagenase precursor [Bos taurus], sp|Q9GLE5.1|MMP2_BOVIN RecName_ Full=72 kDa type IV collagenase; AltName_ Full=72 kDa gelatinase; AltName_ Full=Matrix metalloproteinase-2; Short=MMP-2; Contains_ RecName_ Full=PEX; Flags_ Precursor, sp|Q9GLE5.1|MMP2_BOVIN RecName_ Full=72 kDa type IV collagenase; AltName_ Full=72 kDa gelatinase; AltName_ Full=Matrix metalloproteinase-2; Short=MMP-2; Contains_ RecName_ Full=PEX; Flags_ Precursor
OG0000148	Exaiptasia_diaphana_XP_020915263.1 XP_020915263.1 transforming growth factor beta-2 proprotein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519105.1 XP_028519105.1 transforming growth factor beta-2 proprotein [Exaiptasia diaphana]	NP_001094653.1 transforming growth factor beta-3 proprotein [Bos taurus], sp|P21214.3|TGFB2_BOVIN RecName_ Full=Transforming growth factor beta-2 proprotein; AltName_ Full=Milk growth factor; Short=MGF; Contains_ RecName_ Full=Latency-associated peptide; Short=LAP; Contains_ RecName_ Full=Transforming growth factor beta-2; Short=TGF-beta-2; Flags_ Precursor, XP_005216841.1 transforming growth factor beta-2 proprotein isoform X1 [Bos taurus], sp|P18341.2|TGFB1_BOVIN RecName_ Full=Transforming growth factor beta-1 proprotein; Contains_ RecName_ Full=Latency-associated peptide; Short=LAP; Contains_ RecName_ Full=Transforming growth factor beta-1; Short=TGF-beta-1; Flags_ Precursor, sp|P18341.2|TGFB1_BOVIN RecName_ Full=Transforming growth factor beta-1 proprotein; Contains_ RecName_ Full=Latency-associated peptide; Short=LAP; Contains_ RecName_ Full=Transforming growth factor beta-1; Short=TGF-beta-1; Flags_ Precursor
OG0000150	Exaiptasia_diaphana_XP_020917617.1 XP_020917617.1 pappalysin-1 [Exaiptasia diaphana]	XP_010811788.2 pappalysin-2 [Bos taurus], XP_024852122.1 pappalysin-1 [Bos taurus]
OG0000156	Exaiptasia_diaphana_XP_028513245.1 XP_028513245.1 microfibrillar-associated protein 1 [Exaiptasia diaphana]	sp|Q5EA98.1|MFAP1_BOVIN RecName_ Full=Microfibrillar-associated protein 1; AltName_ Full=Spliceosome B complex protein MFAP1
OG0000166	Exaiptasia_diaphana_XP_020908802.1 XP_020908802.1 mucin-5AC [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519294.1 XP_028519294.1 uncharacterized protein LOC110253486 [Exaiptasia diaphana]	NP_001069232.1 secreted frizzled-related protein 4 precursor [Bos taurus]
OG0000171	Exaiptasia_diaphana_XP_020911895.1 XP_020911895.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase [Exaiptasia diaphana]	XP_059738228.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase isoform X1 [Bos taurus]
OG0000177	Exaiptasia_diaphana_XP_020898461.1 XP_020898461.1 protein phosphatase 1 regulatory subunit 7 [Exaiptasia diaphana]	XP_010801455.2 oviduct-specific glycoprotein isoform X1 [Bos taurus]
OG0000182	Exaiptasia_diaphana_XP_020900370.1 XP_020900370.1 von Willebrand factor A domain-containing protein 3A [Exaiptasia diaphana]	NP_001068891.1 2_4-dienoyl-CoA reductase [_3E_-enoyl-CoA-producing]_ mitochondrial [Bos taurus]
OG0000209	Exaiptasia_diaphana_XP_020908002.1 XP_020908002.1 integrator complex subunit 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908096.2 XP_020908096.2 integrator complex subunit 6-B [Exaiptasia diaphana]	DAA23975.1 TPA_ integrator complex subunit 6 [Bos taurus]
OG0000214	Exaiptasia_diaphana_XP_020904790.1 XP_020904790.1 LOW QUALITY PROTEIN_ integrator complex subunit 14-like [Exaiptasia diaphana]	sp|Q5EA76.1|INT14_BOVIN RecName_ Full=Integrator complex subunit 14; AltName_ Full=von Willebrand factor A domain-containing protein 9
OG0000235	Exaiptasia_diaphana_XP_028516185.1 XP_028516185.1 collagen alpha-1_XXVI_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905354.1 XP_020905354.1 collagen alpha-1_XXVI_ chain isoform X1 [Exaiptasia diaphana]	XP_005225272.1 collagen alpha-1_XXVI_ chain isoform X1 [Bos taurus], NP_001095337.1 EMI domain-containing protein 1 isoform 1 precursor [Bos taurus]
OG0000248	Exaiptasia_diaphana_XP_020912802.1 XP_020912802.1 anosmin-1 [Exaiptasia diaphana]	DAA12529.1 TPA_ Kallmann syndrome 1 protein [Bos taurus]
OG0000268	Exaiptasia_diaphana_XP_020899993.1 XP_020899993.1 cytokine receptor-like factor 3 [Exaiptasia diaphana]	NP_001179579.1 cytokine receptor-like factor 3 [Bos taurus]
OG0000269	Exaiptasia_diaphana_XP_028515549.1 XP_028515549.1 tenascin-R-like_ partial [Exaiptasia diaphana]	XP_002690971.1 gliomedin isoform X1 [Bos taurus]
OG0000276	Exaiptasia_diaphana_XP_020915527.1 XP_020915527.1 N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Exaiptasia diaphana]	sp|Q9TTK4.1|LYST_BOVIN RecName_ Full=Lysosomal-trafficking regulator
OG0000284	Exaiptasia_diaphana_XP_020904221.1 XP_020904221.1 netrin receptor DCC [Exaiptasia diaphana]	NP_001012285.2 leptin receptor [Bos taurus]
OG0000363	Exaiptasia_diaphana_XP_020892721.2 XP_020892721.2 uncharacterized protein LOC110231982 [Exaiptasia diaphana]	XP_002696881.1 HHIP-like protein 1 [Bos taurus]
OG0000393	Exaiptasia_diaphana_XP_020904196.1 XP_020904196.1 protein Wnt-16-like [Exaiptasia diaphana]	NP_001291206.1 relaxin receptor 2 precursor [Bos taurus]
