Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Xenia_spec
OG0000015	Exaiptasia_diaphana_XP_020913480.1 XP_020913480.1 Down syndrome cell adhesion molecule homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898829.1 XP_020898829.1 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517197.1 XP_028517197.1 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908757.1 XP_020908757.1 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898845.1 XP_020898845.1 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908758.2 XP_020908758.2 uncharacterized protein LOC110246738_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915044.1 XP_020915044.1 ZP domain-containing protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516430.1 XP_028516430.1 CUB and sushi domain-containing protein 3 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516428.1 XP_028516428.1 CUB and sushi domain-containing protein 3 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518783.1 XP_028518783.1 uncharacterized protein LOC110251602 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905713.1 XP_020905713.1 LOW QUALITY PROTEIN_ ZP domain-containing protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515509.1 XP_028515509.1 ZP domain-containing protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905699.2 XP_020905699.2 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516276.1 XP_028516276.1 proteoglycan 4_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904998.1 XP_020904998.1 zona pellucida sperm-binding protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904996.2 XP_020904996.2 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907577.1 XP_020907577.1 oncoprotein-induced transcript 3 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514521.1 XP_028514521.1 ZP domain-containing protein-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901504.2 XP_020901504.2 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517878.1 XP_028517878.1 fibrillin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908628.1 XP_020908628.1 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898716.1 XP_020898716.1 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915359.2 XP_020915359.2 ZP domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915360.1 XP_020915360.1 uncharacterized protein LOC110252848 [Exaiptasia diaphana]	Xenia_spec_Xe_002027_T1 Xe_002027_T1 Xe_002027, Xenia_spec_Xe_002017_T1 Xe_002017_T1 Xe_002017, Xenia_spec_Xe_002026_T1 Xe_002026_T1 Xe_002026, Xenia_spec_Xe_002028_T1 Xe_002028_T1 Xe_002028, Xenia_spec_Xe_001050_T1 Xe_001050_T1 Xe_001050, Xenia_spec_Xe_001050_T2 Xe_001050_T2 Xe_001050, Xenia_spec_Xe_007946_T1 Xe_007946_T1 Xe_007946, Xenia_spec_Xe_007945_T1 Xe_007945_T1 Xe_007945
OG0000016	Exaiptasia_diaphana_XP_020899302.1 XP_020899302.1 matrix metalloproteinase-14 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899991.1 XP_020899991.1 matrix metalloproteinase-14 [Exaiptasia diaphana]	Xenia_spec_Xe_000409_T1 Xe_000409_T1 Xe_000409
OG0000016	Exaiptasia_diaphana_XP_020891960.1 XP_020891960.1 72 kDa type IV collagenase [Exaiptasia diaphana]	Xenia_spec_Xe_012247_T1 Xe_012247_T1 Xe_012247, Xenia_spec_Xe_012248_T1 Xe_012248_T1 Xe_012248
OG0000016	Exaiptasia_diaphana_XP_020891959.1 XP_020891959.1 LOW QUALITY PROTEIN_ matrix metalloproteinase-17-like [Exaiptasia diaphana]	Xenia_spec_Xe_012246_T1 Xe_012246_T1 Xe_012246
OG0000016	Exaiptasia_diaphana_XP_020898085.1 XP_020898085.1 matrilysin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897186.1 XP_020897186.1 collagenase 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894795.2 XP_020894795.2 collagenase 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901217.1 XP_020901217.1 matrilysin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901216.1 XP_020901216.1 matrilysin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916687.1 XP_020916687.1 macrophage metalloelastase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516851.1 XP_028516851.1 matrix metalloproteinase-19 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912518.1 XP_020912518.1 matrix metalloproteinase-9 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892199.1 XP_020892199.1 metalloendoproteinase 1 [Exaiptasia diaphana]	Xenia_spec_Xe_012705_T1 Xe_012705_T1 Xe_012705
OG0000018	Exaiptasia_diaphana_XP_020905082.1 XP_020905082.1 protein-lysine 6-oxidase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910908.1 XP_020910908.1 lysyl oxidase homolog 3A isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910907.1 XP_020910907.1 lysyl oxidase homolog 2A isoform X1 [Exaiptasia diaphana]	Xenia_spec_Xe_013913_T1 Xe_013913_T1 Xe_013913, Xenia_spec_Xe_013934_T1 Xe_013934_T1 Xe_013934
OG0000018	Exaiptasia_diaphana_XP_020907184.1 XP_020907184.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana]	Xenia_spec_Xe_009686_T1 Xe_009686_T1 Xe_009686, Xenia_spec_Xe_009691_T1 Xe_009691_T1 Xe_009691, Xenia_spec_Xe_010129_T1 Xe_010129_T1 Xe_010129, Xenia_spec_Xe_010158_T1 Xe_010158_T1 Xe_010158, Xenia_spec_Xe_006051_T1 Xe_006051_T1 Xe_006051, Xenia_spec_Xe_010156_T1 Xe_010156_T1 Xe_010156, Xenia_spec_Xe_010159_T1 Xe_010159_T1 Xe_010159, Xenia_spec_Xe_010157_T1 Xe_010157_T1 Xe_010157, Xenia_spec_Xe_002016_T1 Xe_002016_T1 Xe_002016
OG0000018	Exaiptasia_diaphana_XP_020911819.1 XP_020911819.1 uncharacterized protein LOC110249585 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911818.1 XP_020911818.1 uncharacterized protein LOC110249585 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911820.1 XP_020911820.1 uncharacterized protein LOC110249585 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907893.1 XP_020907893.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916250.1 XP_020916250.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana]	Xenia_spec_Xe_013911_T1 Xe_013911_T1 Xe_013911
OG0000018	Exaiptasia_diaphana_XP_028515710.1 XP_028515710.1 uncharacterized protein LOC110241854 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895213.1 XP_020895213.1 sortilin-related receptor [Exaiptasia diaphana]	Xenia_spec_Xe_004831_T1 Xe_004831_T1 Xe_004831
OG0000019	Exaiptasia_diaphana_XP_020895491.1 XP_020895491.1 bone morphogenetic protein 7 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895490.1 XP_020895490.1 bone morphogenetic protein 7 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895489.1 XP_020895489.1 bone morphogenetic protein 7 isoform X1 [Exaiptasia diaphana]	Xenia_spec_Xe_002372_T1 Xe_002372_T1 Xe_002372, Xenia_spec_Xe_002371_T1 Xe_002371_T1 Xe_002371
OG0000019	Exaiptasia_diaphana_XP_020905685.1 XP_020905685.1 bone morphogenetic protein 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905684.1 XP_020905684.1 bone morphogenetic protein 4 [Exaiptasia diaphana]	Xenia_spec_Xe_000961_T1 Xe_000961_T1 Xe_000961, Xenia_spec_Xe_000961_T2 Xe_000961_T2 Xe_000961
OG0000019	Exaiptasia_diaphana_XP_020895368.1 XP_020895368.1 growth_differentiation factor 5 [Exaiptasia diaphana]	Xenia_spec_Xe_002679_T1 Xe_002679_T1 Xe_002679
OG0000020	Exaiptasia_diaphana_XP_020906601.1 XP_020906601.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]	Xenia_spec_Xe_008243_T1 Xe_008243_T1 Xe_008243
OG0000020	Exaiptasia_diaphana_XP_020915832.1 XP_020915832.1 collagen alpha-3_V_ chain [Exaiptasia diaphana]	Xenia_spec_Xe_007965_T1 Xe_007965_T1 Xe_007965
OG0000020	Exaiptasia_diaphana_XP_028514447.1 XP_028514447.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]	Xenia_spec_Xe_009290_T1 Xe_009290_T1 Xe_009290
OG0000020	Exaiptasia_diaphana_XP_020895789.2 XP_020895789.2 collagen alpha-2_I_ chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917657.1 XP_020917657.1 collagen alpha-1_II_ chain [Exaiptasia diaphana]	Xenia_spec_Xe_009738_T1 Xe_009738_T1 Xe_009738, Xenia_spec_Xe_010176_T1 Xe_010176_T1 Xe_010176, Xenia_spec_Xe_009677_T1 Xe_009677_T1 Xe_009677
OG0000020	Exaiptasia_diaphana_XP_020917447.2 XP_020917447.2 collagen alpha chain [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519665.1 XP_028519665.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]	Xenia_spec_Xe_001362_T1 Xe_001362_T1 Xe_001362, Xenia_spec_Xe_009975_T1 Xe_009975_T1 Xe_009975, Xenia_spec_Xe_009974_T1 Xe_009974_T1 Xe_009974
OG0000020	Exaiptasia_diaphana_XP_020915823.1 XP_020915823.1 collagen alpha-1_I_ chain isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519061.1 XP_028519061.1 collagen alpha-1_I_ chain isoform X2 [Exaiptasia diaphana]	Xenia_spec_Xe_007912_T2 Xe_007912_T2 Xe_007912, Xenia_spec_Xe_007912_T1 Xe_007912_T1 Xe_007912
OG0000021	Exaiptasia_diaphana_XP_020901946.1 XP_020901946.1 hemicentin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901927.1 XP_020901927.1 low-density lipoprotein receptor-related protein 2-like isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901926.1 XP_020901926.1 low-density lipoprotein receptor-related protein 2-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515277.1 XP_028515277.1 low-density lipoprotein receptor-related protein 2-like isoform X1 [Exaiptasia diaphana]	Xenia_spec_Xe_012353_T1 Xe_012353_T1 Xe_012353
OG0000021	Exaiptasia_diaphana_XP_020901735.1 XP_020901735.1 low-density lipoprotein receptor [Exaiptasia diaphana]	Xenia_spec_Xe_008104_T1 Xe_008104_T1 Xe_008104
OG0000022	Exaiptasia_diaphana_XP_020904987.1 XP_020904987.1 annexin A5 [Exaiptasia diaphana]	Xenia_spec_Xe_008122_T1 Xe_008122_T1 Xe_008122
OG0000023	Exaiptasia_diaphana_XP_028514247.1 XP_028514247.1 zinc metalloproteinase-disintegrin-like BjussuMP-1 [Exaiptasia diaphana]	Xenia_spec_Xe_013551_T1 Xe_013551_T1 Xe_013551, Xenia_spec_Xe_013537_T1 Xe_013537_T1 Xe_013537
OG0000024	Exaiptasia_diaphana_XP_028515408.1 XP_028515408.1 uncharacterized protein LOC110240827 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896594.1 XP_020896594.1 equistatin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515409.1 XP_028515409.1 thyroglobulin_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515410.1 XP_028515410.1 thyroglobulin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902304.1 XP_020902304.1 thyroglobulin [Exaiptasia diaphana]	Xenia_spec_Xe_015864_T1 Xe_015864_T1 Xe_015864
OG0000024	Exaiptasia_diaphana_XP_020905521.1 XP_020905521.1 testican-2 [Exaiptasia diaphana]	Xenia_spec_Xe_015637_T1 Xe_015637_T1 Xe_015637
OG0000027	Exaiptasia_diaphana_XP_020899179.1 XP_020899179.1 uncharacterized protein LOC110237898 [Exaiptasia diaphana]	Xenia_spec_Xe_010141_T1 Xe_010141_T1 Xe_010141
OG0000028	Exaiptasia_diaphana_XP_028518629.1 XP_028518629.1 collagen alpha-5_IV_ chain [Exaiptasia diaphana]	Xenia_spec_Xe_014296_T1 Xe_014296_T1 Xe_014296
OG0000028	Exaiptasia_diaphana_XP_020913453.1 XP_020913453.1 collagen alpha-2_IV_ chain [Exaiptasia diaphana]	Xenia_spec_Xe_014297_T1 Xe_014297_T1 Xe_014297
OG0000029	Exaiptasia_diaphana_XP_020911021.1 XP_020911021.1 contactin-associated protein-like 5 [Exaiptasia diaphana]	Xenia_spec_Xe_005745_T1 Xe_005745_T1 Xe_005745
OG0000029	Exaiptasia_diaphana_XP_020893090.1 XP_020893090.1 EGF and laminin G domain-containing protein [Exaiptasia diaphana]	Xenia_spec_Xe_009791_T1 Xe_009791_T1 Xe_009791
OG0000030	Exaiptasia_diaphana_XP_028518433.1 XP_028518433.1 disintegrin and metalloproteinase domain-containing protein 17 [Exaiptasia diaphana]	Xenia_spec_Xe_002453_T1 Xe_002453_T1 Xe_002453
OG0000030	Exaiptasia_diaphana_XP_020898884.1 XP_020898884.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana]	Xenia_spec_Xe_020361_T1 Xe_020361_T1 Xe_020361, Xenia_spec_Xe_020374_T1 Xe_020374_T1 Xe_020374
OG0000030	Exaiptasia_diaphana_XP_028517814.1 XP_028517814.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910720.1 XP_020910720.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana]	Xenia_spec_Xe_008808_T1 Xe_008808_T1 Xe_008808, Xenia_spec_Xe_008342_T1 Xe_008342_T1 Xe_008342
OG0000030	Exaiptasia_diaphana_XP_028519758.1 XP_028519758.1 disintegrin and metalloproteinase domain-containing protein 10_ partial [Exaiptasia diaphana]	Xenia_spec_Xe_002964_T2 Xe_002964_T2 Xe_002964, Xenia_spec_Xe_002964_T1 Xe_002964_T1 Xe_002964, Xenia_spec_Xe_002964_T3 Xe_002964_T3 Xe_002964, Xenia_spec_Xe_002964_T4 Xe_002964_T4 Xe_002964
OG0000031	Exaiptasia_diaphana_XP_020904713.1 XP_020904713.1 delta-like protein C [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907965.1 XP_020907965.1 uncharacterized protein LOC110246019 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907964.1 XP_020907964.1 von Willebrand factor D and EGF domain-containing protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516939.1 XP_028516939.1 von Willebrand factor D and EGF domain-containing protein-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904708.2 XP_020904708.2 von Willebrand factor D and EGF domain-containing protein [Exaiptasia diaphana]	Xenia_spec_Xe_001203_T1 Xe_001203_T1 Xe_001203
OG0000033	Exaiptasia_diaphana_XP_020901066.1 XP_020901066.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905080.1 XP_020905080.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909418.1 XP_020909418.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana]	Xenia_spec_Xe_009545_T1 Xe_009545_T1 Xe_009545, Xenia_spec_Xe_009552_T1 Xe_009552_T1 Xe_009552, Xenia_spec_Xe_009447_T1 Xe_009447_T1 Xe_009447, Xenia_spec_Xe_009467_T1 Xe_009467_T1 Xe_009467, Xenia_spec_Xe_009470_T2 Xe_009470_T2 Xe_009470, Xenia_spec_Xe_009470_T1 Xe_009470_T1 Xe_009470, Xenia_spec_Xe_009458_T1 Xe_009458_T1 Xe_009458, Xenia_spec_Xe_009454_T1 Xe_009454_T1 Xe_009454, Xenia_spec_Xe_009450_T1 Xe_009450_T1 Xe_009450, Xenia_spec_Xe_009466_T1 Xe_009466_T1 Xe_009466, Xenia_spec_Xe_009546_T1 Xe_009546_T1 Xe_009546, Xenia_spec_Xe_009448_T1 Xe_009448_T1 Xe_009448, Xenia_spec_Xe_018287_T1 Xe_018287_T1 Xe_018287, Xenia_spec_Xe_018285_T1 Xe_018285_T1 Xe_018285
OG0000034	Exaiptasia_diaphana_XP_020912671.1 XP_020912671.1 attractin-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915954.1 XP_020915954.1 attractin-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916106.1 XP_020916106.1 attractin-like protein 1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916031.1 XP_020916031.1 attractin-like protein 1 isoform X2 [Exaiptasia diaphana]	Xenia_spec_Xe_013993_T1 Xe_013993_T1 Xe_013993
OG0000034	Exaiptasia_diaphana_XP_028517202.1 XP_028517202.1 multiple epidermal growth factor-like domains protein 8 [Exaiptasia diaphana]	Xenia_spec_Xe_014074_T1 Xe_014074_T1 Xe_014074, Xenia_spec_Xe_014072_T1 Xe_014072_T1 Xe_014072
OG0000035	Exaiptasia_diaphana_XP_028515554.1 XP_028515554.1 uncharacterized protein LOC110241304 [Exaiptasia diaphana]	Xenia_spec_Xe_008542_T1 Xe_008542_T1 Xe_008542, Xenia_spec_Xe_008540_T1 Xe_008540_T1 Xe_008540
OG0000035	Exaiptasia_diaphana_XP_028513017.1 XP_028513017.1 uncharacterized protein LOC110232795 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905386.2 XP_020905386.2 LOW QUALITY PROTEIN_ EGF-like repeat and discoidin I-like domain-containing protein 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905389.2 XP_020905389.2 EGF-like repeat and discoidin I-like domain-containing protein 3 [Exaiptasia diaphana]	Xenia_spec_Xe_003267_T1 Xe_003267_T1 Xe_003267
OG0000035	Exaiptasia_diaphana_XP_020908597.1 XP_020908597.1 uncharacterized protein LOC110246583 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899840.1 XP_020899840.1 EGF-like repeat and discoidin I-like domain-containing protein 3_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908571.1 XP_020908571.1 uncharacterized protein LOC110246558_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901530.1 XP_020901530.1 uncharacterized protein LOC110240085 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906161.1 XP_020906161.1 EGF-like repeat and discoidin I-like domain-containing protein 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515783.1 XP_028515783.1 uncharacterized protein LOC110242107 [Exaiptasia diaphana]	Xenia_spec_Xe_009250_T1 Xe_009250_T1 Xe_009250
OG0000037	Exaiptasia_diaphana_XP_020907691.1 XP_020907691.1 transforming growth factor-beta-induced protein ig-h3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909293.1 XP_020909293.1 transforming growth factor-beta-induced protein ig-h3 [Exaiptasia diaphana]	Xenia_spec_Xe_014976_T1 Xe_014976_T1 Xe_014976, Xenia_spec_Xe_014975_T1 Xe_014975_T1 Xe_014975, Xenia_spec_Xe_014974_T1 Xe_014974_T1 Xe_014974
OG0000038	Exaiptasia_diaphana_XP_020906248.1 XP_020906248.1 uncharacterized protein LOC110244383 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517223.1 XP_028517223.1 collagen alpha-1_XXV_ chain isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517222.1 XP_028517222.1 collagen alpha-1_XXV_ chain isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517220.1 XP_028517220.1 ectodysplasin-A isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517221.1 XP_028517221.1 ectodysplasin-A isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908768.1 XP_020908768.1 uncharacterized protein LOC110246748 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908885.1 XP_020908885.1 uncharacterized protein LOC110246841 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517224.1 XP_028517224.1 uncharacterized protein LOC110246841 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517225.1 XP_028517225.1 uncharacterized protein LOC110246747 [Exaiptasia diaphana]	Xenia_spec_Xe_014048_T1 Xe_014048_T1 Xe_014048, Xenia_spec_Xe_014047_T1 Xe_014047_T1 Xe_014047, Xenia_spec_Xe_014050_T1 Xe_014050_T1 Xe_014050, Xenia_spec_Xe_014051_T1 Xe_014051_T1 Xe_014051, Xenia_spec_Xe_014049_T1 Xe_014049_T1 Xe_014049
OG0000038	Exaiptasia_diaphana_XP_020907967.1 XP_020907967.1 complement C1q subcomponent subunit A isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907968.1 XP_020907968.1 complement C1q subcomponent subunit C isoform X2 [Exaiptasia diaphana]	Xenia_spec_Xe_014606_T1 Xe_014606_T1 Xe_014606
OG0000039	Exaiptasia_diaphana_XP_020916877.1 XP_020916877.1 uncharacterized protein LOC110254246 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517831.1 XP_028517831.1 uncharacterized protein LOC114576037 [Exaiptasia diaphana]	Xenia_spec_Xe_001980_T1 Xe_001980_T1 Xe_001980, Xenia_spec_Xe_015792_T1 Xe_015792_T1 Xe_015792
OG0000039	Exaiptasia_diaphana_XP_020916874.1 XP_020916874.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110254244 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898243.1 XP_020898243.1 uncharacterized protein LOC110237013 [Exaiptasia diaphana]	Xenia_spec_Xe_001991_T1 Xe_001991_T1 Xe_001991, Xenia_spec_Xe_015795_T1 Xe_015795_T1 Xe_015795
OG0000039	Exaiptasia_diaphana_XP_028513284.1 XP_028513284.1 uncharacterized protein LOC110233688 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894661.1 XP_020894661.1 uncharacterized protein LOC110233688 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893949.1 XP_020893949.1 uncharacterized protein LOC110233047 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916603.1 XP_020916603.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910130.1 XP_020910130.1 integumentary mucin A.1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517642.1 XP_028517642.1 integumentary mucin A.1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517643.1 XP_028517643.1 integumentary mucin C.1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517002.1 XP_028517002.1 agglutinin-like protein ARB_02240 [Exaiptasia diaphana]	Xenia_spec_Xe_010089_T1 Xe_010089_T1 Xe_010089
OG0000040	Exaiptasia_diaphana_XP_028515661.1 XP_028515661.1 four-domain proteases inhibitor [Exaiptasia diaphana]	Xenia_spec_Xe_008384_T1 Xe_008384_T1 Xe_008384, Xenia_spec_Xe_008384_T2 Xe_008384_T2 Xe_008384
OG0000040	Exaiptasia_diaphana_XP_020906087.1 XP_020906087.1 uncharacterized protein LOC110244229 [Exaiptasia diaphana]	Xenia_spec_Xe_014394_T1 Xe_014394_T1 Xe_014394
OG0000040	Exaiptasia_diaphana_XP_020903908.1 XP_020903908.1 uncharacterized protein LOC110242294 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903909.1 XP_020903909.1 uncharacterized protein LOC110242294 isoform X2 [Exaiptasia diaphana]	Xenia_spec_Xe_008627_T1 Xe_008627_T1 Xe_008627
OG0000041	Exaiptasia_diaphana_XP_020905592.1 XP_020905592.1 von Willebrand factor A domain-containing protein 5A [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513909.1 XP_028513909.1 uncharacterized protein LOC110235739 [Exaiptasia diaphana]	Xenia_spec_Xe_005440_T1 Xe_005440_T1 Xe_005440, Xenia_spec_Xe_005437_T1 Xe_005437_T1 Xe_005437, Xenia_spec_Xe_005431_T1 Xe_005431_T1 Xe_005431, Xenia_spec_Xe_005447_T1 Xe_005447_T1 Xe_005447, Xenia_spec_Xe_005456_T1 Xe_005456_T1 Xe_005456, Xenia_spec_Xe_005470_T1 Xe_005470_T1 Xe_005470, Xenia_spec_Xe_005444_T1 Xe_005444_T1 Xe_005444, Xenia_spec_Xe_005450_T1 Xe_005450_T1 Xe_005450, Xenia_spec_Xe_005434_T1 Xe_005434_T1 Xe_005434, Xenia_spec_Xe_005453_T1 Xe_005453_T1 Xe_005453, Xenia_spec_Xe_005472_T1 Xe_005472_T1 Xe_005472, Xenia_spec_Xe_005471_T1 Xe_005471_T1 Xe_005471, Xenia_spec_Xe_005454_T1 Xe_005454_T1 Xe_005454
OG0000041	Exaiptasia_diaphana_XP_020903341.1 XP_020903341.1 von Willebrand factor A domain-containing protein 5B1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903342.1 XP_020903342.1 von Willebrand factor A domain-containing protein 5B1 isoform X2 [Exaiptasia diaphana]	Xenia_spec_Xe_012595_T1 Xe_012595_T1 Xe_012595
OG0000042	Exaiptasia_diaphana_XP_020913153.1 XP_020913153.1 neurexin-4 [Exaiptasia diaphana]	Xenia_spec_Xe_012350_T1 Xe_012350_T1 Xe_012350
OG0000042	Exaiptasia_diaphana_XP_028515387.1 XP_028515387.1 uncharacterized protein LOC110240742 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902191.1 XP_020902191.1 neurexin-3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902193.1 XP_020902193.1 neurexin-1b [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902210.1 XP_020902210.1 neurexin-3 [Exaiptasia diaphana]	Xenia_spec_Xe_020831_T1 Xe_020831_T1 Xe_020831, Xenia_spec_Xe_020822_T1 Xe_020822_T1 Xe_020822
OG0000044	Exaiptasia_diaphana_XP_028519449.1 XP_028519449.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916544.1 XP_020916544.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916593.1 XP_020916593.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana]	Xenia_spec_Xe_014375_T1 Xe_014375_T1 Xe_014375, Xenia_spec_Xe_014377_T1 Xe_014377_T1 Xe_014377
OG0000045	Exaiptasia_diaphana_XP_028519634.1 XP_028519634.1 laminin subunit alpha-like [Exaiptasia diaphana]	Xenia_spec_Xe_020060_T1 Xe_020060_T1 Xe_020060
OG0000046	Exaiptasia_diaphana_XP_028513534.1 XP_028513534.1 uncharacterized protein LOC114574618 [Exaiptasia diaphana]	Xenia_spec_Xe_014826_T1 Xe_014826_T1 Xe_014826
