Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Chordata_Amphioxiformes_Branchiostoma_floridae
OG0000114	Exaiptasia_diaphana_XP_020909724.1 XP_020909724.1 host cell factor 2 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7MRQ7_A0A9J7MRQ7_BRAFL tr|A0A9J7MRQ7|A0A9J7MRQ7_BRAFL Host cell factor 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118415779 PE=4 SV=1
OG0000116	Exaiptasia_diaphana_XP_020911328.1 XP_020911328.1 neural cell adhesion molecule 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913503.1 XP_020913503.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913502.1 XP_020913502.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913479.1 XP_020913479.1 peroxidasin homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913478.1 XP_020913478.1 peroxidasin homolog [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7LPZ5_A0A9J7LPZ5_BRAFL tr|A0A9J7LPZ5|A0A9J7LPZ5_BRAFL Neural cell adhesion molecule 1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118422449 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N0R1_A0A9J7N0R1_BRAFL tr|A0A9J7N0R1|A0A9J7N0R1_BRAFL Neural cell adhesion molecule 2-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118422449 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N0W9_A0A9J7N0W9_BRAFL tr|A0A9J7N0W9|A0A9J7N0W9_BRAFL Neural cell adhesion molecule 2-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118422449 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LN30_A0A9J7LN30_BRAFL tr|A0A9J7LN30|A0A9J7LN30_BRAFL Neural cell adhesion molecule 2-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118422449 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LNR1_A0A9J7LNR1_BRAFL tr|A0A9J7LNR1|A0A9J7LNR1_BRAFL Neural cell adhesion molecule 2-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118422449 PE=4 SV=1
OG0000119	Exaiptasia_diaphana_XP_020903052.1 XP_020903052.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7MH87_A0A9J7MH87_BRAFL tr|A0A9J7MH87|A0A9J7MH87_BRAFL Leucine-rich repeat-containing protein 40-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118431999 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MDQ2_A0A9J7MDQ2_BRAFL tr|A0A9J7MDQ2|A0A9J7MDQ2_BRAFL Leucine-rich repeat-containing protein 40-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118431999 PE=4 SV=1
OG0000120	Exaiptasia_diaphana_XP_020893567.1 XP_020893567.1 syndecan-2 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7HNG3_A0A9J7HNG3_BRAFL tr|A0A9J7HNG3|A0A9J7HNG3_BRAFL Syndecan OS=Branchiostoma floridae OX=7739 GN=LOC118405168 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7HJA4_A0A9J7HJA4_BRAFL tr|A0A9J7HJA4|A0A9J7HJA4_BRAFL Syndecan OS=Branchiostoma floridae OX=7739 GN=LOC118405168 PE=3 SV=1
OG0000121	Exaiptasia_diaphana_XP_020911667.1 XP_020911667.1 uncharacterized protein LOC110249437 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7M126_A0A9J7M126_BRAFL tr|A0A9J7M126|A0A9J7M126_BRAFL Macrophage mannose receptor 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118427103 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KMR7_A0A9J7KMR7_BRAFL tr|A0A9J7KMR7|A0A9J7KMR7_BRAFL Uncharacterized protein LOC118409712 OS=Branchiostoma floridae OX=7739 GN=LOC118409712 PE=4 SV=1
OG0000121	Exaiptasia_diaphana_XP_020907978.1 XP_020907978.1 uncharacterized protein LOC110246029 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907979.1 XP_020907979.1 uncharacterized protein LOC110246029 isoform X2 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7M5U5_A0A9J7M5U5_BRAFL tr|A0A9J7M5U5|A0A9J7M5U5_BRAFL Uncharacterized protein LOC118429108 OS=Branchiostoma floridae OX=7739 GN=LOC118429108 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MDU9_A0A9J7MDU9_BRAFL tr|A0A9J7MDU9|A0A9J7MDU9_BRAFL Uncharacterized protein LOC118431996 OS=Branchiostoma floridae OX=7739 GN=LOC118431996 PE=4 SV=1
OG0000122	Exaiptasia_diaphana_XP_020904505.1 XP_020904505.1 72 kDa type IV collagenase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904503.1 XP_020904503.1 72 kDa type IV collagenase [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7KQC2_A0A9J7KQC2_BRAFL tr|A0A9J7KQC2|A0A9J7KQC2_BRAFL Uncharacterized protein LOC118410597 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118410597 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KQD2_A0A9J7KQD2_BRAFL tr|A0A9J7KQD2|A0A9J7KQD2_BRAFL Uncharacterized protein LOC118410597 isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118410597 PE=4 SV=1
OG0000126	Exaiptasia_diaphana_XP_028518372.1 XP_028518372.1 uncharacterized protein LOC114576268_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514775.1 XP_028514775.1 uncharacterized protein LOC110238759 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514435.1 XP_028514435.1 uncharacterized protein LOC110237419 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7L7T0_A0A9J7L7T0_BRAFL tr|A0A9J7L7T0|A0A9J7L7T0_BRAFL Vitellogenin-3-like OS=Branchiostoma floridae OX=7739 GN=LOC118416140 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HHY7_A0A9J7HHY7_BRAFL tr|A0A9J7HHY7|A0A9J7HHY7_BRAFL Vitellogenin-like OS=Branchiostoma floridae OX=7739 GN=LOC118403712 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MCV6_A0A9J7MCV6_BRAFL tr|A0A9J7MCV6|A0A9J7MCV6_BRAFL Vitellogenin-6-like OS=Branchiostoma floridae OX=7739 GN=LOC118431651 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MET5_A0A9J7MET5_BRAFL tr|A0A9J7MET5|A0A9J7MET5_BRAFL Vitellogenin-6-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118432417 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MEP1_A0A9J7MEP1_BRAFL tr|A0A9J7MEP1|A0A9J7MEP1_BRAFL Vitellogenin-6-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118432417 PE=4 SV=1
OG0000128	Exaiptasia_diaphana_XP_020908181.1 XP_020908181.1 uncharacterized protein LOC110246203_ partial [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7KZ27_A0A9J7KZ27_BRAFL tr|A0A9J7KZ27|A0A9J7KZ27_BRAFL Uncharacterized protein LOC118413561 OS=Branchiostoma floridae OX=7739 GN=LOC118413561 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MN93_A0A9J7MN93_BRAFL tr|A0A9J7MN93|A0A9J7MN93_BRAFL Uncharacterized protein LOC118413919 OS=Branchiostoma floridae OX=7739 GN=LOC118413919 PE=4 SV=1
OG0000129	Exaiptasia_diaphana_XP_020903051.1 XP_020903051.1 uncharacterized protein LOC110241526 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7MBR9_A0A9J7MBR9_BRAFL tr|A0A9J7MBR9|A0A9J7MBR9_BRAFL Uncharacterized protein LOC118431312 OS=Branchiostoma floridae OX=7739 GN=LOC118431312 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MGG4_A0A9J7MGG4_BRAFL tr|A0A9J7MGG4|A0A9J7MGG4_BRAFL Uncharacterized protein LOC118431650 OS=Branchiostoma floridae OX=7739 GN=LOC118431650 PE=4 SV=1
OG0000130	Exaiptasia_diaphana_XP_028513114.1 XP_028513114.1 uncharacterized protein LOC110233120 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903899.2 XP_020903899.2 dromaiocalcin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905295.1 XP_020905295.1 lithostathine-1-beta-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516138.1 XP_028516138.1 lithostathine-1-beta-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514213.1 XP_028514213.1 uncharacterized protein LOC110236839 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514354.1 XP_028514354.1 secretory phospholipase A2 receptor [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514196.1 XP_028514196.1 uncharacterized protein LOC114574811 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898036.1 XP_020898036.1 uncharacterized protein LOC110236822 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898042.1 XP_020898042.1 uncharacterized protein LOC110236822 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894013.1 XP_020894013.1 lithostathine-1-beta isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894016.1 XP_020894016.1 lithostathine-1-alpha isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894009.1 XP_020894009.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110233093 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7MZ50_A0A9J7MZ50_BRAFL tr|A0A9J7MZ50|A0A9J7MZ50_BRAFL Uncharacterized protein LOC118421132 OS=Branchiostoma floridae OX=7739 GN=LOC118421132 PE=4 SV=1
OG0000133	Exaiptasia_diaphana_XP_020911647.1 XP_020911647.1 leucine-rich repeat-containing protein 9 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7LIP6_A0A9J7LIP6_BRAFL tr|A0A9J7LIP6|A0A9J7LIP6_BRAFL Leucine-rich repeat-containing protein 9-like OS=Branchiostoma floridae OX=7739 GN=LOC118420193 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L2S7_A0A9J7L2S7_BRAFL tr|A0A9J7L2S7|A0A9J7L2S7_BRAFL Leucine-rich repeat-containing protein 9-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118414886 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L2R6_A0A9J7L2R6_BRAFL tr|A0A9J7L2R6|A0A9J7L2R6_BRAFL Leucine-rich repeat-containing protein 9-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118414886 PE=4 SV=1
OG0000137	Exaiptasia_diaphana_XP_020906821.1 XP_020906821.1 C-reactive protein 1.4-like [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7L5V5_A0A9J7L5V5_BRAFL tr|A0A9J7L5V5|A0A9J7L5V5_BRAFL C-type lectin domain family 4 member E-like OS=Branchiostoma floridae OX=7739 GN=LOC118415497 PE=4 SV=1
OG0000138	Exaiptasia_diaphana_XP_020901311.1 XP_020901311.1 phosphatidylinositol phosphatase PTPRQ_ partial [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7LI00_A0A9J7LI00_BRAFL tr|A0A9J7LI00|A0A9J7LI00_BRAFL Uncharacterized protein LOC118420429 isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118420429 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LHN5_A0A9J7LHN5_BRAFL tr|A0A9J7LHN5|A0A9J7LHN5_BRAFL Uncharacterized protein LOC118420429 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118420429 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LIJ8_A0A9J7LIJ8_BRAFL tr|A0A9J7LIJ8|A0A9J7LIJ8_BRAFL Uncharacterized protein LOC118420429 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118420429 PE=4 SV=1
OG0000146	Exaiptasia_diaphana_XP_028514033.1 XP_028514033.1 leucine-rich repeat-containing protein 27-like [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7KZ41_A0A9J7KZ41_BRAFL tr|A0A9J7KZ41|A0A9J7KZ41_BRAFL Leucine-rich repeat-containing protein 27-like OS=Branchiostoma floridae OX=7739 GN=LOC118413390 PE=4 SV=1
OG0000146	Exaiptasia_diaphana_XP_028512736.1 XP_028512736.1 uncharacterized protein LOC110231904 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7KPR5_A0A9J7KPR5_BRAFL tr|A0A9J7KPR5|A0A9J7KPR5_BRAFL Leucine-rich repeat protein SHOC-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118410355 PE=4 SV=1
OG0000148	Exaiptasia_diaphana_XP_020915263.1 XP_020915263.1 transforming growth factor beta-2 proprotein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519105.1 XP_028519105.1 transforming growth factor beta-2 proprotein [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7MDA4_A0A9J7MDA4_BRAFL tr|A0A9J7MDA4|A0A9J7MDA4_BRAFL Transforming growth factor beta-3 proprotein OS=Branchiostoma floridae OX=7739 GN=LOC118430343 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MAN7_A0A9J7MAN7_BRAFL tr|A0A9J7MAN7|A0A9J7MAN7_BRAFL Transforming growth factor beta-3 proprotein OS=Branchiostoma floridae OX=7739 GN=LOC118430343 PE=3 SV=1
OG0000150	Exaiptasia_diaphana_XP_020917617.1 XP_020917617.1 pappalysin-1 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7MZD8_A0A9J7MZD8_BRAFL tr|A0A9J7MZD8|A0A9J7MZD8_BRAFL Pappalysin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118421143 PE=3 SV=1
OG0000152	Exaiptasia_diaphana_XP_020904233.1 XP_020904233.1 leucine-rich repeat protein soc-2 homolog isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904234.1 XP_020904234.1 leucine-rich repeat protein soc-2 homolog isoform X2 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7KGU3_A0A9J7KGU3_BRAFL tr|A0A9J7KGU3|A0A9J7KGU3_BRAFL Leucine-rich repeat protein SHOC-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118403634 PE=4 SV=1
OG0000156	Exaiptasia_diaphana_XP_028513245.1 XP_028513245.1 microfibrillar-associated protein 1 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7ML96_A0A9J7ML96_BRAFL tr|A0A9J7ML96|A0A9J7ML96_BRAFL Microfibrillar-associated protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118412421 PE=3 SV=1
OG0000159	Exaiptasia_diaphana_XP_020903022.1 XP_020903022.1 fibronectin type 3 and ankyrin repeat domains protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903026.1 XP_020903026.1 fibronectin type 3 and ankyrin repeat domains protein 1_ partial [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7KZJ0_A0A9J7KZJ0_BRAFL tr|A0A9J7KZJ0|A0A9J7KZJ0_BRAFL Fibronectin type 3 and ankyrin repeat domains protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118413884 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L1A0_A0A9J7L1A0_BRAFL tr|A0A9J7L1A0|A0A9J7L1A0_BRAFL Fibronectin type 3 and ankyrin repeat domains protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118413884 PE=4 SV=1
OG0000165	Exaiptasia_diaphana_XP_020906110.1 XP_020906110.1 leucine-rich repeat-containing protein 58 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7LIU7_A0A9J7LIU7_BRAFL tr|A0A9J7LIU7|A0A9J7LIU7_BRAFL Leucine-rich repeat-containing protein 58-like OS=Branchiostoma floridae OX=7739 GN=LOC118419966 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LH92_A0A9J7LH92_BRAFL tr|A0A9J7LH92|A0A9J7LH92_BRAFL Leucine-rich repeat-containing protein 58-like OS=Branchiostoma floridae OX=7739 GN=LOC118420126 PE=4 SV=1
OG0000166	Exaiptasia_diaphana_XP_020908802.1 XP_020908802.1 mucin-5AC [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519294.1 XP_028519294.1 uncharacterized protein LOC110253486 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7KYR9_A0A9J7KYR9_BRAFL tr|A0A9J7KYR9|A0A9J7KYR9_BRAFL Uncharacterized protein LOC118413564 OS=Branchiostoma floridae OX=7739 GN=LOC118413564 PE=4 SV=1
OG0000171	Exaiptasia_diaphana_XP_020911895.1 XP_020911895.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7K9A4_A0A9J7K9A4_BRAFL tr|A0A9J7K9A4|A0A9J7K9A4_BRAFL Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Branchiostoma floridae OX=7739 GN=LOC118406119 PE=3 SV=1
OG0000176	Exaiptasia_diaphana_XP_020901377.1 XP_020901377.1 ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901378.1 XP_020901378.1 ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X2 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7M6G5_A0A9J7M6G5_BRAFL tr|A0A9J7M6G5|A0A9J7M6G5_BRAFL Ankyrin repeat and fibronectin type-III domain-containing protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118428907 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M7V3_A0A9J7M7V3_BRAFL tr|A0A9J7M7V3|A0A9J7M7V3_BRAFL Uncharacterized protein LOC118428907 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118428907 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7NA88_A0A9J7NA88_BRAFL tr|A0A9J7NA88|A0A9J7NA88_BRAFL Ankyrin repeat and fibronectin type-III domain-containing protein 1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118428907 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N6H2_A0A9J7N6H2_BRAFL tr|A0A9J7N6H2|A0A9J7N6H2_BRAFL Ankyrin repeat and fibronectin type-III domain-containing protein 1-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118428907 PE=4 SV=1
OG0000177	Exaiptasia_diaphana_XP_020898461.1 XP_020898461.1 protein phosphatase 1 regulatory subunit 7 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7KXC7_A0A9J7KXC7_BRAFL tr|A0A9J7KXC7|A0A9J7KXC7_BRAFL Chitotriosidase-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118413016 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M8C8_A0A9J7M8C8_BRAFL tr|A0A9J7M8C8|A0A9J7M8C8_BRAFL Protein phosphatase 1 regulatory subunit 7-like OS=Branchiostoma floridae OX=7739 GN=LOC118430027 PE=4 SV=1
OG0000178	Exaiptasia_diaphana_XP_020912299.1 XP_020912299.1 uncharacterized protein LOC110250046 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911124.1 XP_020911124.1 uncharacterized protein LOC110248903 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904969.1 XP_020904969.1 uncharacterized protein LOC110243231 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7HK85_A0A9J7HK85_BRAFL tr|A0A9J7HK85|A0A9J7HK85_BRAFL Kyphoscoliosis peptidase-like OS=Branchiostoma floridae OX=7739 GN=LOC118405671 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KGF9_A0A9J7KGF9_BRAFL tr|A0A9J7KGF9|A0A9J7KGF9_BRAFL Kyphoscoliosis peptidase-like OS=Branchiostoma floridae OX=7739 GN=LOC118406068 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7K988_A0A9J7K988_BRAFL tr|A0A9J7K988|A0A9J7K988_BRAFL Kyphoscoliosis peptidase-like OS=Branchiostoma floridae OX=7739 GN=LOC118406070 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HKB5_A0A9J7HKB5_BRAFL tr|A0A9J7HKB5|A0A9J7HKB5_BRAFL Kyphoscoliosis peptidase-like OS=Branchiostoma floridae OX=7739 GN=LOC118405608 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HPN3_A0A9J7HPN3_BRAFL tr|A0A9J7HPN3|A0A9J7HPN3_BRAFL Uncharacterized protein LOC118405607 OS=Branchiostoma floridae OX=7739 GN=LOC118405607 PE=4 SV=1
OG0000182	Exaiptasia_diaphana_XP_020900370.1 XP_020900370.1 von Willebrand factor A domain-containing protein 3A [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7N9X8_A0A9J7N9X8_BRAFL tr|A0A9J7N9X8|A0A9J7N9X8_BRAFL von Willebrand factor A domain-containing protein 3A-like OS=Branchiostoma floridae OX=7739 GN=LOC118429694 PE=4 SV=1
OG0000187	Exaiptasia_diaphana_XP_020906478.1 XP_020906478.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894430.1 XP_020894430.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_C3XTT2_C3XTT2_BRAFL tr|C3XTT2|C3XTT2_BRAFL Leucine-rich repeat-containing protein 69-like OS=Branchiostoma floridae OX=7739 GN=LOC118417695 PE=4 SV=1
OG0000188	Exaiptasia_diaphana_XP_020903357.2 XP_020903357.2 uncharacterized protein LOC110241796_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517561.1 XP_028517561.1 uncharacterized protein LOC110247801 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7L261_A0A9J7L261_BRAFL tr|A0A9J7L261|A0A9J7L261_BRAFL Uncharacterized protein LOC118414203 OS=Branchiostoma floridae OX=7739 GN=LOC118414203 PE=4 SV=1
OG0000192	Exaiptasia_diaphana_XP_020895920.1 XP_020895920.1 protein flightless-1 homolog [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7N9F6_A0A9J7N9F6_BRAFL tr|A0A9J7N9F6|A0A9J7N9F6_BRAFL Protein flightless-1 homolog OS=Branchiostoma floridae OX=7739 GN=LOC118428677 PE=4 SV=1
OG0000193	Exaiptasia_diaphana_XP_020902775.1 XP_020902775.1 CCR4-NOT transcription complex subunit 6-like [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7MIS0_A0A9J7MIS0_BRAFL tr|A0A9J7MIS0|A0A9J7MIS0_BRAFL poly_A_-specific ribonuclease OS=Branchiostoma floridae OX=7739 GN=LOC118410983 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7KRS4_A0A9J7KRS4_BRAFL tr|A0A9J7KRS4|A0A9J7KRS4_BRAFL poly_A_-specific ribonuclease OS=Branchiostoma floridae OX=7739 GN=LOC118410983 PE=3 SV=1
OG0000194	Exaiptasia_diaphana_XP_020902507.1 XP_020902507.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7N330_A0A9J7N330_BRAFL tr|A0A9J7N330|A0A9J7N330_BRAFL Leucine-rich repeat-containing protein 57-like OS=Branchiostoma floridae OX=7739 GN=LOC118425234 PE=4 SV=1
OG0000195	Exaiptasia_diaphana_XP_020893065.1 XP_020893065.1 ras suppressor protein 1 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7KDG4_A0A9J7KDG4_BRAFL tr|A0A9J7KDG4|A0A9J7KDG4_BRAFL Ras suppressor protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118403206 PE=4 SV=1
OG0000197	Exaiptasia_diaphana_XP_020898892.1 XP_020898892.1 uncharacterized protein LOC110237629 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898891.1 XP_020898891.1 uncharacterized protein LOC110237629 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898894.1 XP_020898894.1 uncharacterized protein LOC110237629 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898893.1 XP_020898893.1 uncharacterized protein LOC110237629 isoform X3 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7LU18_A0A9J7LU18_BRAFL tr|A0A9J7LU18|A0A9J7LU18_BRAFL Uncharacterized protein LOC118423298 OS=Branchiostoma floridae OX=7739 GN=LOC118423298 PE=4 SV=1
OG0000199	Exaiptasia_diaphana_XP_020899985.1 XP_020899985.1 26S proteasome non-ATPase regulatory subunit 4 [Exaiptasia diaphana]	Branchiostoma_floridae_tr_C3Y5T5_C3Y5T5_BRAFL tr|C3Y5T5|C3Y5T5_BRAFL 26S proteasome non-ATPase regulatory subunit 4 OS=Branchiostoma floridae OX=7739 GN=LOC118414976 PE=3 SV=1
OG0000200	Exaiptasia_diaphana_XP_020915029.1 XP_020915029.1 von Willebrand factor A domain-containing protein 3B [Exaiptasia diaphana]	Branchiostoma_floridae_tr_A0A9J7LE70_A0A9J7LE70_BRAFL tr|A0A9J7LE70|A0A9J7LE70_BRAFL von Willebrand factor A domain-containing protein 3B-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118419057 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LE97_A0A9J7LE97_BRAFL tr|A0A9J7LE97|A0A9J7LE97_BRAFL von Willebrand factor A domain-containing protein 3B-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118419057 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LGF9_A0A9J7LGF9_BRAFL tr|A0A9J7LGF9|A0A9J7LGF9_BRAFL von Willebrand factor A domain-containing protein 3B-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118419057 PE=4 SV=1
