Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Chordata_Vertebrata_Coturnix_japonica
OG0000065	Exaiptasia_diaphana_XP_020907972.1 XP_020907972.1 glypican-6 [Exaiptasia diaphana]	Coturnix_japonica_XP_015707026.1 glypican-5 isoform X4 [Coturnix japonica], Coturnix_japonica_XP_015715912.1 glypican-3 isoform X1 [Coturnix japonica]
OG0000065	Exaiptasia_diaphana_XP_020907976.1 XP_020907976.1 glypican-6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907975.1 XP_020907975.1 glypican-6 [Exaiptasia diaphana]	Coturnix_japonica_XP_015715840.1 glypican-4 [Coturnix japonica], Coturnix_japonica_XP_015707028.1 glypican-6 [Coturnix japonica], Coturnix_japonica_XP_015726407.1 glypican-1 [Coturnix japonica]
OG0000070	Exaiptasia_diaphana_XP_020893766.1 XP_020893766.1 peroxidasin [Exaiptasia diaphana]	Coturnix_japonica_XP_015714841.1 peroxidasin homolog [Coturnix japonica], Coturnix_japonica_XP_015737187.1 peroxidasin homolog [Coturnix japonica]
OG0000080	Exaiptasia_diaphana_XP_020895558.1 XP_020895558.1 uncharacterized protein LOC110234521 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516230.1 XP_028516230.1 metalloproteinase inhibitor 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905542.1 XP_020905542.1 LOW QUALITY PROTEIN_ metalloproteinase inhibitor 2-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905536.1 XP_020905536.1 tissue inhibitor of metalloproteinase isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905535.1 XP_020905535.1 tissue inhibitor of metalloproteinase isoform X1 [Exaiptasia diaphana]	Coturnix_japonica_XP_015719193.1 metalloproteinase inhibitor 3 [Coturnix japonica], Coturnix_japonica_XP_015735526.1 metalloproteinase inhibitor 2 [Coturnix japonica], Coturnix_japonica_XP_015730262.1 metalloproteinase inhibitor 4 isoform X3 [Coturnix japonica]
OG0000081	Exaiptasia_diaphana_XP_020907281.1 XP_020907281.1 cysteine-rich with EGF-like domain protein 2 [Exaiptasia diaphana]	Coturnix_japonica_XP_015730872.1 PREDICTED_ LOW QUALITY PROTEIN_ cysteine-rich with EGF-like domain protein 1 [Coturnix japonica], Coturnix_japonica_XP_015730872.1 PREDICTED_ LOW QUALITY PROTEIN_ cysteine-rich with EGF-like domain protein 1 [Coturnix japonica]
OG0000083	Exaiptasia_diaphana_XP_020902926.1 XP_020902926.1 LOW QUALITY PROTEIN_ hyaluronidase-1-like isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515592.1 XP_028515592.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110241411 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913987.1 XP_020913987.1 hyaluronidase [Exaiptasia diaphana]	Coturnix_japonica_XP_015730132.1 hyaluronidase-3 isoform X2 [Coturnix japonica], Coturnix_japonica_XP_015729975.1 hyaluronidase-1 [Coturnix japonica], Coturnix_japonica_XP_015708262.1 hyaluronidase PH-20 [Coturnix japonica], Coturnix_japonica_XP_015729965.1 PREDICTED_ hyaluronidase-2 [Coturnix japonica]
OG0000084	Exaiptasia_diaphana_XP_020899697.1 XP_020899697.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]	Coturnix_japonica_XP_015710321.1 PREDICTED_ collagen alpha-1_XV_ chain-like isoform X2 [Coturnix japonica], Coturnix_japonica_XP_015710321.1 PREDICTED_ collagen alpha-1_XV_ chain-like isoform X2 [Coturnix japonica], Coturnix_japonica_XP_015723175.2 collagen alpha-1_XVIII_ chain isoform X1 [Coturnix japonica]
OG0000088	Exaiptasia_diaphana_XP_020902795.2 XP_020902795.2 spondin-2 [Exaiptasia diaphana]	Coturnix_japonica_XP_015718401.1 spondin-2 [Coturnix japonica], Coturnix_japonica_XP_015719003.1 PREDICTED_ spondin-1 [Coturnix japonica]
OG0000089	Exaiptasia_diaphana_XP_028513442.1 XP_028513442.1 chordin [Exaiptasia diaphana]	Coturnix_japonica_XP_015727358.1 chordin [Coturnix japonica]
OG0000089	Exaiptasia_diaphana_XP_020895235.1 XP_020895235.1 kielin_chordin-like protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895236.1 XP_020895236.1 kielin_chordin-like protein isoform X2 [Exaiptasia diaphana]	Coturnix_japonica_XP_015716178.1 chordin-like protein 1 [Coturnix japonica], Coturnix_japonica_XP_015708156.1 PREDICTED_ chordin-like protein 2 isoform X1 [Coturnix japonica]
OG0000090	Exaiptasia_diaphana_XP_020911740.1 XP_020911740.1 uncharacterized protein LOC110249510 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911014.1 XP_020911014.1 uncharacterized protein LOC110248794 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911001.1 XP_020911001.1 LOW QUALITY PROTEIN_ aggrecan core protein-like [Exaiptasia diaphana]	Coturnix_japonica_XP_015742253.1 hyaluronan and proteoglycan link protein 4 [Coturnix japonica], Coturnix_japonica_XP_015705243.1 PREDICTED_ hyaluronan and proteoglycan link protein 1 [Coturnix japonica], Coturnix_japonica_XP_015728574.1 hyaluronan and proteoglycan link protein 3 [Coturnix japonica], Coturnix_japonica_XP_015739947.1 hyaluronan and proteoglycan link protein 2 [Coturnix japonica]
OG0000093	Exaiptasia_diaphana_XP_020911284.1 XP_020911284.1 cystatin-B [Exaiptasia diaphana]	Coturnix_japonica_XP_015729012.1 leukocyte cysteine proteinase inhibitor 1-like [Coturnix japonica], Coturnix_japonica_XP_015729006.1 cystatin-B-like [Coturnix japonica]
OG0000095	Exaiptasia_diaphana_XP_028514442.1 XP_028514442.1 SPARC-related modular calcium-binding protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898695.1 XP_020898695.1 SPARC-related modular calcium-binding protein 2 [Exaiptasia diaphana]	Coturnix_japonica_XP_015713495.1 PREDICTED_ SPARC-related modular calcium-binding protein 2 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015720199.1 SPARC-related modular calcium-binding protein 1 isoform X5 [Coturnix japonica]
OG0000112	Exaiptasia_diaphana_XP_020913908.2 XP_020913908.2 heparanase_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908291.2 XP_020908291.2 heparanase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899290.2 XP_020899290.2 uncharacterized protein LOC110238002 [Exaiptasia diaphana]	Coturnix_japonica_XP_015722579.1 PREDICTED_ inactive heparanase-2 isoform X4 [Coturnix japonica], Coturnix_japonica_XP_015717103.1 PREDICTED_ heparanase isoform X3 [Coturnix japonica]
OG0000114	Exaiptasia_diaphana_XP_020909724.1 XP_020909724.1 host cell factor 2 [Exaiptasia diaphana]	Coturnix_japonica_XP_015719754.1 host cell factor 2 isoform X2 [Coturnix japonica]
OG0000120	Exaiptasia_diaphana_XP_020893567.1 XP_020893567.1 syndecan-2 [Exaiptasia diaphana]	Coturnix_japonica_XP_015736984.1 syndecan-4 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015711411.1 syndecan-2 [Coturnix japonica], Coturnix_japonica_XP_015714984.1 syndecan-1 [Coturnix japonica], Coturnix_japonica_XP_015739164.1 syndecan-3 [Coturnix japonica]
OG0000122	Exaiptasia_diaphana_XP_020904505.1 XP_020904505.1 72 kDa type IV collagenase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904503.1 XP_020904503.1 72 kDa type IV collagenase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512752.1 XP_028512752.1 uncharacterized protein LOC114574425 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517049.1 XP_028517049.1 uncharacterized protein LOC110246322 [Exaiptasia diaphana]	Coturnix_japonica_XP_015729348.1 72 kDa type IV collagenase [Coturnix japonica], Coturnix_japonica_XP_015737409.1 matrix metalloproteinase-9 [Coturnix japonica]
OG0000148	Exaiptasia_diaphana_XP_020915263.1 XP_020915263.1 transforming growth factor beta-2 proprotein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519105.1 XP_028519105.1 transforming growth factor beta-2 proprotein [Exaiptasia diaphana]	Coturnix_japonica_XP_015720635.1 transforming growth factor beta-3 proprotein [Coturnix japonica], Coturnix_japonica_XP_015712764.1 transforming growth factor beta-2 proprotein [Coturnix japonica], Coturnix_japonica_XP_015706031.1 PREDICTED_ transforming growth factor beta-1 [Coturnix japonica]
OG0000150	Exaiptasia_diaphana_XP_020917617.1 XP_020917617.1 pappalysin-1 [Exaiptasia diaphana]	Coturnix_japonica_XP_015725032.1 pappalysin-2 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015734233.1 PREDICTED_ pappalysin-1 isoform X2 [Coturnix japonica]
OG0000156	Exaiptasia_diaphana_XP_028513245.1 XP_028513245.1 microfibrillar-associated protein 1 [Exaiptasia diaphana]	Coturnix_japonica_XP_015728918.1 microfibrillar-associated protein 1 [Coturnix japonica]
OG0000171	Exaiptasia_diaphana_XP_020911895.1 XP_020911895.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase [Exaiptasia diaphana]	Coturnix_japonica_XP_015709459.1 PREDICTED_ peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase isoform X1 [Coturnix japonica]
OG0000178	Exaiptasia_diaphana_XP_020912299.1 XP_020912299.1 uncharacterized protein LOC110250046 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911124.1 XP_020911124.1 uncharacterized protein LOC110248903 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904969.1 XP_020904969.1 uncharacterized protein LOC110243231 [Exaiptasia diaphana]	Coturnix_japonica_XP_015726790.1 PREDICTED_ kyphoscoliosis peptidase isoform X1 [Coturnix japonica]
OG0000182	Exaiptasia_diaphana_XP_020900370.1 XP_020900370.1 von Willebrand factor A domain-containing protein 3A [Exaiptasia diaphana]	Coturnix_japonica_XP_015732559.1 von Willebrand factor A domain-containing protein 3A [Coturnix japonica]
OG0000200	Exaiptasia_diaphana_XP_020915029.1 XP_020915029.1 von Willebrand factor A domain-containing protein 3B [Exaiptasia diaphana]	Coturnix_japonica_XP_015706466.1 PREDICTED_ von Willebrand factor A domain-containing protein 3B isoform X4 [Coturnix japonica]
OG0000235	Exaiptasia_diaphana_XP_028516185.1 XP_028516185.1 collagen alpha-1_XXVI_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905354.1 XP_020905354.1 collagen alpha-1_XXVI_ chain isoform X1 [Exaiptasia diaphana]	Coturnix_japonica_XP_015733986.1 EMI domain-containing protein 1 isoform X1 [Coturnix japonica]
OG0000268	Exaiptasia_diaphana_XP_020899993.1 XP_020899993.1 cytokine receptor-like factor 3 [Exaiptasia diaphana]	Coturnix_japonica_XP_015735107.1 cytokine receptor-like factor 3 [Coturnix japonica]
OG0000269	Exaiptasia_diaphana_XP_028515549.1 XP_028515549.1 tenascin-R-like_ partial [Exaiptasia diaphana]	Coturnix_japonica_XP_015728372.1 gliomedin isoform X2 [Coturnix japonica]
