Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Placozoa_Trichoplacidae_Tricoplax_adhaerens
OG0000030	Exaiptasia_diaphana_XP_020898884.1 XP_020898884.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517814.1 XP_028517814.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910720.1 XP_020910720.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RL71_B3RL71_TRIAD tr_B3RL71_B3RL71_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_19172 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RJM6_B3RJM6_TRIAD tr_B3RJM6_B3RJM6_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_19354 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RJQ4_B3RJQ4_TRIAD tr_B3RJQ4_B3RJQ4_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_51548 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RMA9_B3RMA9_TRIAD tr_B3RMA9_B3RMA9_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_52298 PE=4 SV=1
OG0000034	Exaiptasia_diaphana_XP_020912671.1 XP_020912671.1 attractin-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915954.1 XP_020915954.1 attractin-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916106.1 XP_020916106.1 attractin-like protein 1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916031.1 XP_020916031.1 attractin-like protein 1 isoform X2 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S377_B3S377_TRIAD tr_B3S377_B3S377_TRIAD Laminin EGF-like domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_58624 PE=4 SV=1
OG0000034	Exaiptasia_diaphana_XP_028517202.1 XP_028517202.1 multiple epidermal growth factor-like domains protein 8 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RTL8_B3RTL8_TRIAD tr_B3RTL8_B3RTL8_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_55971 PE=4 SV=1
OG0000040	Exaiptasia_diaphana_XP_020903908.1 XP_020903908.1 uncharacterized protein LOC110242294 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903909.1 XP_020903909.1 uncharacterized protein LOC110242294 isoform X2 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SCG1_B3SCG1_TRIAD tr_B3SCG1_B3SCG1_TRIAD IGFBP N-terminal domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_64395 PE=4 SV=1
OG0000041	Exaiptasia_diaphana_XP_020912183.1 XP_020912183.1 protein mono-ADP-ribosyltransferase PARP4 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912184.1 XP_020912184.1 protein mono-ADP-ribosyltransferase PARP4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912185.1 XP_020912185.1 protein mono-ADP-ribosyltransferase PARP4 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518262.1 XP_028518262.1 protein mono-ADP-ribosyltransferase PARP4 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912186.1 XP_020912186.1 protein mono-ADP-ribosyltransferase PARP4 isoform X5 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SBE5_B3SBE5_TRIAD tr_B3SBE5_B3SBE5_TRIAD Poly [ADP-ribose] polymerase OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_61586 PE=4 SV=1, Tricoplax_adhaerens_tr_B3SBE1_B3SBE1_TRIAD tr_B3SBE1_B3SBE1_TRIAD Poly [ADP-ribose] polymerase _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_32651 PE=4 SV=1
OG0000049	Exaiptasia_diaphana_XP_028518799.1 XP_028518799.1 plexin-A1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RWZ7_B3RWZ7_TRIAD tr_B3RWZ7_B3RWZ7_TRIAD Sema domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_56941 PE=3 SV=1, Tricoplax_adhaerens_tr_B3RWZ9_B3RWZ9_TRIAD tr_B3RWZ9_B3RWZ9_TRIAD Sema domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_56943 PE=3 SV=1
OG0000051	Exaiptasia_diaphana_XP_028513623.1 XP_028513623.1 voltage-dependent calcium channel subunit alpha-2_delta-3 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RUM1_B3RUM1_TRIAD tr_B3RUM1_B3RUM1_TRIAD VWFA domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_55341 PE=4 SV=1
OG0000054	Exaiptasia_diaphana_XP_028513465.1 XP_028513465.1 protein scribble homolog [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S477_B3S477_TRIAD tr_B3S477_B3S477_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_28844 PE=4 SV=1
OG0000056	Exaiptasia_diaphana_XP_020900175.1 XP_020900175.1 E3 ubiquitin-protein ligase TRIM9 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SAG8_B3SAG8_TRIAD tr_B3SAG8_B3SAG8_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_61254 PE=4 SV=1
OG0000058	Exaiptasia_diaphana_XP_028514138.1 XP_028514138.1 uncharacterized protein LOC110236629 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517068.1 XP_028517068.1 uncharacterized protein LOC114575757 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516447.1 XP_028516447.1 uncharacterized protein LOC110244407 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RL79_B3RL79_TRIAD tr_B3RL79_B3RL79_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_51908 PE=4 SV=1
OG0000061	Exaiptasia_diaphana_XP_020906480.1 XP_020906480.1 copine-3 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906472.1 XP_020906472.1 copine-3 isoform X1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S6Q5_B3S6Q5_TRIAD tr_B3S6Q5_B3S6Q5_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_29988 PE=3 SV=1, Tricoplax_adhaerens_tr_B3RMR9_B3RMR9_TRIAD tr_B3RMR9_B3RMR9_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_20570 PE=3 SV=1
OG0000061	Exaiptasia_diaphana_XP_020897999.1 XP_020897999.1 copine-5 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SDA1_B3SDA1_TRIAD tr_B3SDA1_B3SDA1_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_33766 PE=3 SV=1, Tricoplax_adhaerens_tr_B3SD98_B3SD98_TRIAD tr_B3SD98_B3SD98_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_33811 PE=3 SV=1, Tricoplax_adhaerens_tr_B3SD97_B3SD97_TRIAD tr_B3SD97_B3SD97_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_33800 PE=3 SV=1, Tricoplax_adhaerens_tr_B3SD96_B3SD96_TRIAD tr_B3SD96_B3SD96_TRIAD C2 domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_62253 PE=3 SV=1
OG0000062	Exaiptasia_diaphana_XP_020913031.1 XP_020913031.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912993.1 XP_020912993.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913024.1 XP_020913024.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913016.1 XP_020913016.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913008.1 XP_020913008.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913041.1 XP_020913041.1 delta-like protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913000.1 XP_020913000.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S6K5_B3S6K5_TRIAD tr_B3S6K5_B3S6K5_TRIAD Delta-like protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_587 PE=4 SV=1
OG0000065	Exaiptasia_diaphana_XP_020907972.1 XP_020907972.1 glypican-6 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SCH2_B3SCH2_TRIAD tr_B3SCH2_B3SCH2_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_61969 PE=3 SV=1, Tricoplax_adhaerens_tr_B3SCH3_B3SCH3_TRIAD tr_B3SCH3_B3SCH3_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_61970 PE=3 SV=1
OG0000076	Exaiptasia_diaphana_XP_028513134.1 XP_028513134.1 multiple epidermal growth factor-like domains protein 6 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RM88_B3RM88_TRIAD tr_B3RM88_B3RM88_TRIAD Fibronectin type-III domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_52275 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RXJ6_B3RXJ6_TRIAD tr_B3RXJ6_B3RXJ6_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_56233 PE=4 SV=1, Tricoplax_adhaerens_tr_B3S9V2_B3S9V2_TRIAD tr_B3S9V2_B3S9V2_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_61038 PE=4 SV=1
OG0000080	Exaiptasia_diaphana_XP_020895558.1 XP_020895558.1 uncharacterized protein LOC110234521 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516230.1 XP_028516230.1 metalloproteinase inhibitor 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905542.1 XP_020905542.1 LOW QUALITY PROTEIN_ metalloproteinase inhibitor 2-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905536.1 XP_020905536.1 tissue inhibitor of metalloproteinase isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905535.1 XP_020905535.1 tissue inhibitor of metalloproteinase isoform X1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RWZ3_B3RWZ3_TRIAD tr_B3RWZ3_B3RWZ3_TRIAD NTR domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_56937 PE=3 SV=1
OG0000087	Exaiptasia_diaphana_XP_020915847.1 XP_020915847.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915850.1 XP_020915850.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915848.1 XP_020915848.1 peripheral-type benzodiazepine receptor-associated protein 1 isoform X2 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S564_B3S564_TRIAD tr_B3S564_B3S564_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_59211 PE=3 SV=1
OG0000088	Exaiptasia_diaphana_XP_020902795.2 XP_020902795.2 spondin-2 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SC37_B3SC37_TRIAD tr_B3SC37_B3SC37_TRIAD Spondin domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_61837 PE=4 SV=1
OG0000089	Exaiptasia_diaphana_XP_020895235.1 XP_020895235.1 kielin_chordin-like protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895236.1 XP_020895236.1 kielin_chordin-like protein isoform X2 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RM16_B3RM16_TRIAD tr_B3RM16_B3RM16_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_52199 PE=4 SV=1
OG0000094	Exaiptasia_diaphana_XP_020908799.1 XP_020908799.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908800.1 XP_020908800.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X2 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SCG9_B3SCG9_TRIAD tr_B3SCG9_B3SCG9_TRIAD Uncharacterized protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_33284 PE=4 SV=1
OG0000103	Exaiptasia_diaphana_XP_028519276.1 XP_028519276.1 leucine-rich repeat-containing protein 49 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519277.1 XP_028519277.1 leucine-rich repeat-containing protein 49 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915977.1 XP_020915977.1 leucine-rich repeat-containing protein 49 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915978.1 XP_020915978.1 leucine-rich repeat-containing protein 49 isoform X2 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RSJ4_B3RSJ4_TRIAD tr_B3RSJ4_B3RSJ4_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_54619 PE=4 SV=1
OG0000114	Exaiptasia_diaphana_XP_020909724.1 XP_020909724.1 host cell factor 2 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RXZ8_B3RXZ8_TRIAD tr_B3RXZ8_B3RXZ8_TRIAD Fibronectin type-III domain-containing protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_16582 PE=4 SV=1
OG0000119	Exaiptasia_diaphana_XP_020903052.1 XP_020903052.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S1E5_B3S1E5_TRIAD tr_B3S1E5_B3S1E5_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_27850 PE=4 SV=1
OG0000126	Exaiptasia_diaphana_XP_028518372.1 XP_028518372.1 uncharacterized protein LOC114576268_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514775.1 XP_028514775.1 uncharacterized protein LOC110238759 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514435.1 XP_028514435.1 uncharacterized protein LOC110237419 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S1T7_B3S1T7_TRIAD tr_B3S1T7_B3S1T7_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_57880 PE=4 SV=1
OG0000131	Exaiptasia_diaphana_XP_020913963.1 XP_020913963.1 ephrin type-B receptor 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913962.1 XP_020913962.1 ephrin type-B receptor 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513971.1 XP_028513971.1 ephrin type-A receptor 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897156.1 XP_020897156.1 ephrin type-A receptor 7 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RWZ0_B3RWZ0_TRIAD tr_B3RWZ0_B3RWZ0_TRIAD Predicted protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_56934 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RWY9_B3RWY9_TRIAD tr_B3RWY9_B3RWY9_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_56933 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RWY7_B3RWY7_TRIAD tr_B3RWY7_B3RWY7_TRIAD Predicted protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_56931 PE=4 SV=1
OG0000133	Exaiptasia_diaphana_XP_020911647.1 XP_020911647.1 leucine-rich repeat-containing protein 9 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S208_B3S208_TRIAD tr_B3S208_B3S208_TRIAD Uncharacterized protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_10167 PE=4 SV=1, Tricoplax_adhaerens_tr_B3SB90_B3SB90_TRIAD tr_B3SB90_B3SB90_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_61531 PE=4 SV=1
OG0000134	Exaiptasia_diaphana_XP_028519000.1 XP_028519000.1 uncharacterized protein LOC110252463 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914922.1 XP_020914922.1 uncharacterized protein LOC110252439 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518255.1 XP_028518255.1 midasin [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S1D4_B3S1D4_TRIAD tr_B3S1D4_B3S1D4_TRIAD VWFA domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_27429 PE=4 SV=1
OG0000146	Exaiptasia_diaphana_XP_028512736.1 XP_028512736.1 uncharacterized protein LOC110231904 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SDG0_B3SDG0_TRIAD tr_B3SDG0_B3SDG0_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_62316 PE=4 SV=1
OG0000150	Exaiptasia_diaphana_XP_020917617.1 XP_020917617.1 pappalysin-1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RPD5_B3RPD5_TRIAD tr_B3RPD5_B3RPD5_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_53495 PE=4 SV=1
OG0000152	Exaiptasia_diaphana_XP_020904233.1 XP_020904233.1 leucine-rich repeat protein soc-2 homolog isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904234.1 XP_020904234.1 leucine-rich repeat protein soc-2 homolog isoform X2 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RKQ5_B3RKQ5_TRIAD tr_B3RKQ5_B3RKQ5_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_51723 PE=3 SV=1
OG0000156	Exaiptasia_diaphana_XP_028513245.1 XP_028513245.1 microfibrillar-associated protein 1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RLM2_B3RLM2_TRIAD tr_B3RLM2_B3RLM2_TRIAD MFAP1 domain-containing protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_7634 PE=3 SV=1
OG0000165	Exaiptasia_diaphana_XP_020906110.1 XP_020906110.1 leucine-rich repeat-containing protein 58 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RIT5_B3RIT5_TRIAD tr_B3RIT5_B3RIT5_TRIAD Uncharacterized protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_15826 PE=4 SV=1
OG0000166	Exaiptasia_diaphana_XP_020908802.1 XP_020908802.1 mucin-5AC [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519294.1 XP_028519294.1 uncharacterized protein LOC110253486 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RKK1_B3RKK1_TRIAD tr_B3RKK1_B3RKK1_TRIAD FZ domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_63481 PE=4 SV=1
OG0000171	Exaiptasia_diaphana_XP_020911895.1 XP_020911895.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RRV6_B3RRV6_TRIAD tr_B3RRV6_B3RRV6_TRIAD Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_22754 PE=3 SV=1
OG0000176	Exaiptasia_diaphana_XP_020901377.1 XP_020901377.1 ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901378.1 XP_020901378.1 ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X2 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RQB3_B3RQB3_TRIAD tr_B3RQB3_B3RQB3_TRIAD Fibronectin type-III domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_53843 PE=4 SV=1
OG0000177	Exaiptasia_diaphana_XP_020898461.1 XP_020898461.1 protein phosphatase 1 regulatory subunit 7 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S044_B3S044_TRIAD tr_B3S044_B3S044_TRIAD Uncharacterized protein _Fragment_ OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_26327 PE=4 SV=1
OG0000182	Exaiptasia_diaphana_XP_020900370.1 XP_020900370.1 von Willebrand factor A domain-containing protein 3A [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RMX3_B3RMX3_TRIAD tr_B3RMX3_B3RMX3_TRIAD VWFA domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_52959 PE=4 SV=1, Tricoplax_adhaerens_tr_B3RMX2_B3RMX2_TRIAD tr_B3RMX2_B3RMX2_TRIAD VWFA domain-containing protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_52958 PE=4 SV=1
OG0000187	Exaiptasia_diaphana_XP_020906478.1 XP_020906478.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894430.1 XP_020894430.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RVB7_B3RVB7_TRIAD tr_B3RVB7_B3RVB7_TRIAD Predicted protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_55597 PE=4 SV=1
OG0000192	Exaiptasia_diaphana_XP_020895920.1 XP_020895920.1 protein flightless-1 homolog [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S8E5_B3S8E5_TRIAD tr_B3S8E5_B3S8E5_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_31139 PE=4 SV=1
OG0000193	Exaiptasia_diaphana_XP_020902775.1 XP_020902775.1 CCR4-NOT transcription complex subunit 6-like [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S637_B3S637_TRIAD tr_B3S637_B3S637_TRIAD Poly_A_-specific ribonuclease OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_30062 PE=3 SV=1
OG0000194	Exaiptasia_diaphana_XP_020902507.1 XP_020902507.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RKY1_B3RKY1_TRIAD tr_B3RKY1_B3RKY1_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_51807 PE=4 SV=1
OG0000195	Exaiptasia_diaphana_XP_020893065.1 XP_020893065.1 ras suppressor protein 1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RPL2_B3RPL2_TRIAD tr_B3RPL2_B3RPL2_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_53580 PE=4 SV=1
OG0000199	Exaiptasia_diaphana_XP_020899985.1 XP_020899985.1 26S proteasome non-ATPase regulatory subunit 4 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S8Y1_B3S8Y1_TRIAD tr_B3S8Y1_B3S8Y1_TRIAD 26S proteasome non-ATPase regulatory subunit 4 OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_36585 PE=3 SV=1
OG0000200	Exaiptasia_diaphana_XP_020915029.1 XP_020915029.1 von Willebrand factor A domain-containing protein 3B [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RXW6_B3RXW6_TRIAD tr_B3RXW6_B3RXW6_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_56355 PE=4 SV=1
OG0000201	Exaiptasia_diaphana_XP_020912264.1 XP_020912264.1 leucine-rich repeats and immunoglobulin-like domains protein 3 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RIC1_B3RIC1_TRIAD tr_B3RIC1_B3RIC1_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_63545 PE=4 SV=1
OG0000203	Exaiptasia_diaphana_XP_020908819.1 XP_020908819.1 fibropellin-1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SD19_B3SD19_TRIAD tr_B3SD19_B3SD19_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_62176 PE=4 SV=1
OG0000206	Exaiptasia_diaphana_XP_028513799.1 XP_028513799.1 neurogenic locus Notch protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515205.1 XP_028515205.1 uncharacterized protein LOC114575143 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901626.1 XP_020901626.1 uncharacterized protein LOC110240178 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895690.1 XP_020895690.1 uncharacterized protein LOC110234645 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910157.2 XP_020910157.2 uncharacterized protein LOC110248013_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892615.2 XP_020892615.2 uncharacterized protein LOC110231887 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3SC77_B3SC77_TRIAD tr_B3SC77_B3SC77_TRIAD Translocon-associated protein subunit delta OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_64387 PE=3 SV=1
OG0000209	Exaiptasia_diaphana_XP_020908002.1 XP_020908002.1 integrator complex subunit 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908096.2 XP_020908096.2 integrator complex subunit 6-B [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3S5H0_B3S5H0_TRIAD tr_B3S5H0_B3S5H0_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_59612 PE=4 SV=1
OG0000210	Exaiptasia_diaphana_XP_020908043.1 XP_020908043.1 X-ray radiation resistance-associated protein 1 [Exaiptasia diaphana]	Tricoplax_adhaerens_tr_B3RM08_B3RM08_TRIAD tr_B3RM08_B3RM08_TRIAD Uncharacterized protein OS=Trichoplax adhaerens OX=10228 GN=TRIADDRAFT_52191 PE=4 SV=1
