Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Placozoa_Trichoplacidae_Trichoplax_spec-H2
OG0000103	Exaiptasia_diaphana_XP_028519276.1 XP_028519276.1 leucine-rich repeat-containing protein 49 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519277.1 XP_028519277.1 leucine-rich repeat-containing protein 49 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915977.1 XP_020915977.1 leucine-rich repeat-containing protein 49 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915978.1 XP_020915978.1 leucine-rich repeat-containing protein 49 isoform X2 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SHJ4_A0A369SHJ4_9METZ tr|A0A369SHJ4|A0A369SHJ4_9METZ Leucine-rich repeat-containing protein 49 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_001347 PE=4 SV=1
OG0000114	Exaiptasia_diaphana_XP_020909724.1 XP_020909724.1 host cell factor 2 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SL69_A0A369SL69_9METZ tr|A0A369SL69|A0A369SL69_9METZ Host cell factor 1 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_001164 PE=4 SV=1
OG0000119	Exaiptasia_diaphana_XP_020903052.1 XP_020903052.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S6X6_A0A369S6X6_9METZ tr|A0A369S6X6|A0A369S6X6_9METZ Leucine-rich repeat-containing protein 40 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_005295 PE=4 SV=1
OG0000126	Exaiptasia_diaphana_XP_028518372.1 XP_028518372.1 uncharacterized protein LOC114576268_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514775.1 XP_028514775.1 uncharacterized protein LOC110238759 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514435.1 XP_028514435.1 uncharacterized protein LOC110237419 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SI23_A0A369SI23_9METZ tr|A0A369SI23|A0A369SI23_9METZ Vitellogenin _Fragment_ OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_001424 PE=4 SV=1
OG0000128	Exaiptasia_diaphana_XP_020908181.1 XP_020908181.1 uncharacterized protein LOC110246203_ partial [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369RU94_A0A369RU94_9METZ tr|A0A369RU94|A0A369RU94_9METZ VWFA domain-containing protein OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_009623 PE=4 SV=1
OG0000131	Exaiptasia_diaphana_XP_020913963.1 XP_020913963.1 ephrin type-B receptor 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913962.1 XP_020913962.1 ephrin type-B receptor 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513971.1 XP_028513971.1 ephrin type-A receptor 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897156.1 XP_020897156.1 ephrin type-A receptor 7 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SDN2_A0A369SDN2_9METZ tr|A0A369SDN2|A0A369SDN2_9METZ Ephrin type-B receptor 3 _Fragment_ OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_003778 PE=4 SV=1, Trichoplax_specH2_tr_A0A369SDG4_A0A369SDG4_9METZ tr|A0A369SDG4|A0A369SDG4_9METZ Ephrin type-A receptor 4 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_003777 PE=4 SV=1, Trichoplax_specH2_tr_A0A369SCK6_A0A369SCK6_9METZ tr|A0A369SCK6|A0A369SCK6_9METZ Ephrin type-B receptor 5 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_003776 PE=4 SV=1
OG0000133	Exaiptasia_diaphana_XP_020911647.1 XP_020911647.1 leucine-rich repeat-containing protein 9 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369RUT8_A0A369RUT8_9METZ tr|A0A369RUT8|A0A369RUT8_9METZ Leucine-rich repeat-containing protein 9 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_009164 PE=4 SV=1
OG0000134	Exaiptasia_diaphana_XP_028519000.1 XP_028519000.1 uncharacterized protein LOC110252463 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914922.1 XP_020914922.1 uncharacterized protein LOC110252439 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518255.1 XP_028518255.1 midasin [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S5P2_A0A369S5P2_9METZ tr|A0A369S5P2|A0A369S5P2_9METZ Midasin OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_005306 PE=3 SV=1
OG0000146	Exaiptasia_diaphana_XP_028512736.1 XP_028512736.1 uncharacterized protein LOC110231904 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369RWD8_A0A369RWD8_9METZ tr|A0A369RWD8|A0A369RWD8_9METZ Volume-regulated anion channel subunit LRRC8A OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_008603 PE=4 SV=1, Trichoplax_specH2_tr_A0A369RZY2_A0A369RZY2_9METZ tr|A0A369RZY2|A0A369RZY2_9METZ Leucine-rich repeat-containing protein 15 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_007672 PE=4 SV=1
OG0000150	Exaiptasia_diaphana_XP_020917617.1 XP_020917617.1 pappalysin-1 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SEN7_A0A369SEN7_9METZ tr|A0A369SEN7|A0A369SEN7_9METZ Pappalysin-1 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_002674 PE=4 SV=1
OG0000152	Exaiptasia_diaphana_XP_020904233.1 XP_020904233.1 leucine-rich repeat protein soc-2 homolog isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904234.1 XP_020904234.1 leucine-rich repeat protein soc-2 homolog isoform X2 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SCJ8_A0A369SCJ8_9METZ tr|A0A369SCJ8|A0A369SCJ8_9METZ Leucine-rich repeat protein soc-2-like protein OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_003372 PE=4 SV=1
OG0000156	Exaiptasia_diaphana_XP_028513245.1 XP_028513245.1 microfibrillar-associated protein 1 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S512_A0A369S512_9METZ tr|A0A369S512|A0A369S512_9METZ Microfibrillar-associated protein 1 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_005170 PE=3 SV=1
OG0000159	Exaiptasia_diaphana_XP_020903022.1 XP_020903022.1 fibronectin type 3 and ankyrin repeat domains protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903026.1 XP_020903026.1 fibronectin type 3 and ankyrin repeat domains protein 1_ partial [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S617_A0A369S617_9METZ tr|A0A369S617|A0A369S617_9METZ Fibronectin type 3 and ankyrin repeat domains protein 1 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_005137 PE=4 SV=1
OG0000165	Exaiptasia_diaphana_XP_020906110.1 XP_020906110.1 leucine-rich repeat-containing protein 58 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S6V3_A0A369S6V3_9METZ tr|A0A369S6V3|A0A369S6V3_9METZ Leucine-rich repeat-containing protein 58 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_007187 PE=4 SV=1
OG0000166	Exaiptasia_diaphana_XP_020908802.1 XP_020908802.1 mucin-5AC [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519294.1 XP_028519294.1 uncharacterized protein LOC110253486 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SCT1_A0A369SCT1_9METZ tr|A0A369SCT1|A0A369SCT1_9METZ Secreted frizzled-related protein 3 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_003359 PE=4 SV=1
OG0000171	Exaiptasia_diaphana_XP_020911895.1 XP_020911895.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SB05_A0A369SB05_9METZ tr|A0A369SB05|A0A369SB05_9METZ Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_003946 PE=3 SV=1
OG0000176	Exaiptasia_diaphana_XP_020901377.1 XP_020901377.1 ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901378.1 XP_020901378.1 ankyrin repeat and fibronectin type-III domain-containing protein 1 isoform X2 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SFQ5_A0A369SFQ5_9METZ tr|A0A369SFQ5|A0A369SFQ5_9METZ Ankyrin repeat and fibronectin type-III domain-containing protein 1 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_002743 PE=4 SV=1
OG0000177	Exaiptasia_diaphana_XP_020898461.1 XP_020898461.1 protein phosphatase 1 regulatory subunit 7 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SCM1_A0A369SCM1_9METZ tr|A0A369SCM1|A0A369SCM1_9METZ Protein phosphatase 1 regulatory subunit 7 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_004666 PE=4 SV=1
OG0000182	Exaiptasia_diaphana_XP_020900370.1 XP_020900370.1 von Willebrand factor A domain-containing protein 3A [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369RQE4_A0A369RQE4_9METZ tr|A0A369RQE4|A0A369RQE4_9METZ von Willebrand factor A domain-containing protein 3A OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_011375 PE=4 SV=1
OG0000187	Exaiptasia_diaphana_XP_020906478.1 XP_020906478.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894430.1 XP_020894430.1 leucine-rich repeat-containing protein 69 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SB83_A0A369SB83_9METZ tr|A0A369SB83|A0A369SB83_9METZ Leucine-rich repeat-containing protein 69 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_003856 PE=4 SV=1
OG0000192	Exaiptasia_diaphana_XP_020895920.1 XP_020895920.1 protein flightless-1 homolog [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S5A1_A0A369S5A1_9METZ tr|A0A369S5A1|A0A369S5A1_9METZ Protein flightless-1-like protein OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_006167 PE=4 SV=1
OG0000193	Exaiptasia_diaphana_XP_020902775.1 XP_020902775.1 CCR4-NOT transcription complex subunit 6-like [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SL81_A0A369SL81_9METZ tr|A0A369SL81|A0A369SL81_9METZ poly_A_-specific ribonuclease OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_000252 PE=3 SV=1
OG0000194	Exaiptasia_diaphana_XP_020902507.1 XP_020902507.1 leucine-rich repeat-containing protein 40 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SDN1_A0A369SDN1_9METZ tr|A0A369SDN1|A0A369SDN1_9METZ Leucine-rich repeat-containing protein 57 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_003128 PE=4 SV=1
OG0000195	Exaiptasia_diaphana_XP_020893065.1 XP_020893065.1 ras suppressor protein 1 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SEK2_A0A369SEK2_9METZ tr|A0A369SEK2|A0A369SEK2_9METZ Ras suppressor protein 1 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_002282 PE=4 SV=1
OG0000199	Exaiptasia_diaphana_XP_020899985.1 XP_020899985.1 26S proteasome non-ATPase regulatory subunit 4 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S9I3_A0A369S9I3_9METZ tr|A0A369S9I3|A0A369S9I3_9METZ 26S proteasome non-ATPase regulatory subunit 4 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_005037 PE=3 SV=1
OG0000200	Exaiptasia_diaphana_XP_020915029.1 XP_020915029.1 von Willebrand factor A domain-containing protein 3B [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SIX8_A0A369SIX8_9METZ tr|A0A369SIX8|A0A369SIX8_9METZ von Willebrand factor A domain-containing protein 3B OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_001129 PE=4 SV=1
OG0000201	Exaiptasia_diaphana_XP_020912264.1 XP_020912264.1 leucine-rich repeats and immunoglobulin-like domains protein 3 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SK25_A0A369SK25_9METZ tr|A0A369SK25|A0A369SK25_9METZ Leucine-rich repeats and immunoglobulin-like domains protein 3 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_000076 PE=4 SV=1
OG0000203	Exaiptasia_diaphana_XP_020908819.1 XP_020908819.1 fibropellin-1 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369RU06_A0A369RU06_9METZ tr|A0A369RU06|A0A369RU06_9METZ Delta and Notch-like epidermal growth factor-related receptor OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_009790 PE=4 SV=1
OG0000206	Exaiptasia_diaphana_XP_028513799.1 XP_028513799.1 neurogenic locus Notch protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515205.1 XP_028515205.1 uncharacterized protein LOC114575143 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901626.1 XP_020901626.1 uncharacterized protein LOC110240178 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895690.1 XP_020895690.1 uncharacterized protein LOC110234645 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910157.2 XP_020910157.2 uncharacterized protein LOC110248013_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892615.2 XP_020892615.2 uncharacterized protein LOC110231887 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369RN89_A0A369RN89_9METZ tr|A0A369RN89|A0A369RN89_9METZ Neurogenic locus Notch protein _Fragment_ OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_011721 PE=4 SV=1
OG0000209	Exaiptasia_diaphana_XP_020908002.1 XP_020908002.1 integrator complex subunit 6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908096.2 XP_020908096.2 integrator complex subunit 6-B [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S4D6_A0A369S4D6_9METZ tr|A0A369S4D6|A0A369S4D6_9METZ Integrator complex subunit 6-A OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_006915 PE=4 SV=1
OG0000210	Exaiptasia_diaphana_XP_020908043.1 XP_020908043.1 X-ray radiation resistance-associated protein 1 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SJG3_A0A369SJG3_9METZ tr|A0A369SJG3|A0A369SJG3_9METZ X-ray radiation resistance-associated protein 1 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_000966 PE=4 SV=1
OG0000211	Exaiptasia_diaphana_XP_028519363.1 XP_028519363.1 protein MLP1 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S995_A0A369S995_9METZ tr|A0A369S995|A0A369S995_9METZ Centriolin OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_004094 PE=4 SV=1
OG0000212	Exaiptasia_diaphana_XP_020904592.1 XP_020904592.1 LOW QUALITY PROTEIN_ E3 ubiquitin-protein ligase LRSAM1-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516015.1 XP_028516015.1 E3 ubiquitin-protein ligase LRSAM1-like isoform X1 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S958_A0A369S958_9METZ tr|A0A369S958|A0A369S958_9METZ E3 ubiquitin-protein ligase LRSAM1 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_004164 PE=4 SV=1
OG0000213	Exaiptasia_diaphana_XP_020899052.1 XP_020899052.1 neurogenic locus notch homolog protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899053.1 XP_020899053.1 neurogenic locus notch homolog protein 1 isoform X2 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SET5_A0A369SET5_9METZ tr|A0A369SET5|A0A369SET5_9METZ Neurogenic locus notch-like protein 1 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_002645 PE=3 SV=1
OG0000214	Exaiptasia_diaphana_XP_020904790.1 XP_020904790.1 LOW QUALITY PROTEIN_ integrator complex subunit 14-like [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SIJ2_A0A369SIJ2_9METZ tr|A0A369SIJ2|A0A369SIJ2_9METZ Integrator complex subunit 14 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_001307 PE=3 SV=1
OG0000219	Exaiptasia_diaphana_XP_020899206.1 XP_020899206.1 von Willebrand factor A domain-containing protein 8 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899208.1 XP_020899208.1 von Willebrand factor A domain-containing protein 8 isoform X2 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S539_A0A369S539_9METZ tr|A0A369S539|A0A369S539_9METZ von Willebrand factor A domain-containing protein 8 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_005205 PE=4 SV=1
OG0000225	Exaiptasia_diaphana_XP_020911256.2 XP_020911256.2 uncharacterized protein LOC110249018 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513438.1 XP_028513438.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911578.1 XP_020911578.1 neurogenic locus Notch protein-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518106.1 XP_028518106.1 fibrillin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518101.1 XP_028518101.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911665.1 XP_020911665.1 putative glycosyl hydrolase ecdE [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369RM65_A0A369RM65_9METZ tr|A0A369RM65|A0A369RM65_9METZ Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 _Fragment_ OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_011952 PE=4 SV=1
OG0000229	Exaiptasia_diaphana_XP_020912652.1 XP_020912652.1 leucine-rich repeat protein 1 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369RYG9_A0A369RYG9_9METZ tr|A0A369RYG9|A0A369RYG9_9METZ Leucine-rich repeat protein 1 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_009033 PE=4 SV=1
OG0000239	Exaiptasia_diaphana_XP_020900593.1 XP_020900593.1 uncharacterized protein LOC110239222 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900592.1 XP_020900592.1 uncharacterized protein LOC110239222 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514898.1 XP_028514898.1 uncharacterized protein LOC110239222 isoform X1 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S1A9_A0A369S1A9_9METZ tr|A0A369S1A9|A0A369S1A9_9METZ von Willebrand factor A domain-containing protein 3B OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_007298 PE=4 SV=1
OG0000241	Exaiptasia_diaphana_XP_020901124.1 XP_020901124.1 neurogenic locus notch homolog protein 2 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SDA8_A0A369SDA8_9METZ tr|A0A369SDA8|A0A369SDA8_9METZ Laminin G domain-containing protein _Fragment_ OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_003109 PE=4 SV=1
OG0000253	Exaiptasia_diaphana_XP_020906987.1 XP_020906987.1 general transcription factor IIH subunit 2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516675.1 XP_028516675.1 general transcription factor IIH subunit 2 isoform X2 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S9T7_A0A369S9T7_9METZ tr|A0A369S9T7|A0A369S9T7_9METZ General transcription factor IIH subunit OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_005084 PE=3 SV=1
OG0000265	Exaiptasia_diaphana_XP_020895183.1 XP_020895183.1 uncharacterized protein LOC110234167 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895181.1 XP_020895181.1 uncharacterized protein LOC110234167 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895182.1 XP_020895182.1 uncharacterized protein LOC110234167 isoform X2 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S4B7_A0A369S4B7_9METZ tr|A0A369S4B7|A0A369S4B7_9METZ Protein turtle-like protein B OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_007172 PE=4 SV=1
OG0000268	Exaiptasia_diaphana_XP_020899993.1 XP_020899993.1 cytokine receptor-like factor 3 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SFP1_A0A369SFP1_9METZ tr|A0A369SFP1|A0A369SFP1_9METZ Cytokine receptor-like factor 3 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_002349 PE=4 SV=1
OG0000276	Exaiptasia_diaphana_XP_020915527.1 XP_020915527.1 N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S0H9_A0A369S0H9_9METZ tr|A0A369S0H9|A0A369S0H9_9METZ N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_008155 PE=4 SV=1, Trichoplax_specH2_tr_A0A369SJN9_A0A369SJN9_9METZ tr|A0A369SJN9|A0A369SJN9_9METZ N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_000133 PE=4 SV=1
OG0000282	Exaiptasia_diaphana_XP_020900682.1 XP_020900682.1 leucine-rich repeat-containing protein 47 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S3A7_A0A369S3A7_9METZ tr|A0A369S3A7|A0A369S3A7_9METZ Leucine-rich repeat-containing protein 47 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_006046 PE=4 SV=1
OG0000309	Exaiptasia_diaphana_XP_020904773.1 XP_020904773.1 leucine-rich repeat-containing protein 1-like [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SIC4_A0A369SIC4_9METZ tr|A0A369SIC4|A0A369SIC4_9METZ Malignant fibrous histiocytoma-amplified sequence 1 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_001310 PE=4 SV=1
OG0000314	Exaiptasia_diaphana_XP_028516194.1 XP_028516194.1 protein phosphatase 1 regulatory subunit 7 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S009_A0A369S009_9METZ tr|A0A369S009|A0A369S009_9METZ Protein phosphatase 1 regulatory subunit 7 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_008307 PE=4 SV=1
OG0000363	Exaiptasia_diaphana_XP_020892721.2 XP_020892721.2 uncharacterized protein LOC110231982 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369RXU3_A0A369RXU3_9METZ tr|A0A369RXU3|A0A369RXU3_9METZ G-protein coupled receptors family 2 profile 2 domain-containing protein OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_008832 PE=4 SV=1
OG0000448	Exaiptasia_diaphana_XP_020901814.1 XP_020901814.1 uncharacterized protein LOC110240353 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S9Q9_A0A369S9Q9_9METZ tr|A0A369S9Q9|A0A369S9Q9_9METZ ATP-binding cassette sub-family A member 1 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_003678 PE=4 SV=1
OG0000485	Exaiptasia_diaphana_XP_028512628.1 XP_028512628.1 ephrin type-A receptor 4-B isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892283.1 XP_020892283.1 ephrin type-A receptor 4-B isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892282.1 XP_020892282.1 ephrin type-A receptor 4-B isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512627.1 XP_028512627.1 ephrin type-A receptor 4-B isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892284.1 XP_020892284.1 ephrin type-A receptor 4-B isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892285.1 XP_020892285.1 ephrin type-A receptor 4-B isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514051.1 XP_028514051.1 ephrin type-A receptor 4 isoform X1 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369SBF7_A0A369SBF7_9METZ tr|A0A369SBF7|A0A369SBF7_9METZ Ephrin type-A receptor 7 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_004018 PE=4 SV=1
OG0000809	Exaiptasia_diaphana_XP_028517195.1 XP_028517195.1 slit homolog 3 protein [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S105_A0A369S105_9METZ tr|A0A369S105|A0A369S105_9METZ Carboxypeptidase N subunit 2 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_007677 PE=4 SV=1
OG0000833	Exaiptasia_diaphana_XP_020905971.1 XP_020905971.1 fibropellin-1 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S0Z7_A0A369S0Z7_9METZ tr|A0A369S0Z7|A0A369S0Z7_9METZ EGF-like calcium-binding domain-containing protein OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_007471 PE=4 SV=1
OG0001042	Exaiptasia_diaphana_XP_020914406.2 XP_020914406.2 leucine-rich repeat transmembrane neuronal protein 1-like [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369RQJ6_A0A369RQJ6_9METZ tr|A0A369RQJ6|A0A369RQJ6_9METZ Leucine-rich repeat-containing protein 15 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_011248 PE=4 SV=1
OG0001551	Exaiptasia_diaphana_XP_028513352.1 XP_028513352.1 thrombospondin-1 [Exaiptasia diaphana]	Trichoplax_specH2_tr_A0A369S8V5_A0A369S8V5_9METZ tr|A0A369S8V5|A0A369S8V5_9METZ Adhesion G protein-coupled receptor B3 OS=Trichoplax sp. H2 OX=287889 GN=TrispH2_004487 PE=4 SV=1
