Orthogroup	Cnidaria_Anthozoa_Exaiptasia_diaphana	Chordata_Vertebrata_Homo_sapiens
OG0000065	Exaiptasia_diaphana_XP_020907976.1 XP_020907976.1 glypican-6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907975.1 XP_020907975.1 glypican-6 [Exaiptasia diaphana]	Homo_sapiens_sp_O75487_GPC4_HUMAN sp|O75487|GPC4_HUMAN Glypican-4 OS=Homo sapiens OX=9606 GN=GPC4 PE=1 SV=4, Homo_sapiens_sp_Q9Y625_GPC6_HUMAN sp|Q9Y625|GPC6_HUMAN Glypican-6 OS=Homo sapiens OX=9606 GN=GPC6 PE=1 SV=1, Homo_sapiens_sp_Q8N158_GPC2_HUMAN sp|Q8N158|GPC2_HUMAN Glypican-2 OS=Homo sapiens OX=9606 GN=GPC2 PE=1 SV=1, Homo_sapiens_sp_P35052_GPC1_HUMAN sp|P35052|GPC1_HUMAN Glypican-1 OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2
OG0000070	Exaiptasia_diaphana_XP_020893766.1 XP_020893766.1 peroxidasin [Exaiptasia diaphana]	Homo_sapiens_sp_Q92626_PXDN_HUMAN sp|Q92626|PXDN_HUMAN Peroxidasin homolog OS=Homo sapiens OX=9606 GN=PXDN PE=1 SV=2, Homo_sapiens_sp_A1KZ92_PXDNL_HUMAN sp|A1KZ92|PXDNL_HUMAN Probable oxidoreductase PXDNL OS=Homo sapiens OX=9606 GN=PXDNL PE=1 SV=3
OG0000080	Exaiptasia_diaphana_XP_020895558.1 XP_020895558.1 uncharacterized protein LOC110234521 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516230.1 XP_028516230.1 metalloproteinase inhibitor 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905542.1 XP_020905542.1 LOW QUALITY PROTEIN_ metalloproteinase inhibitor 2-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905536.1 XP_020905536.1 tissue inhibitor of metalloproteinase isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905535.1 XP_020905535.1 tissue inhibitor of metalloproteinase isoform X1 [Exaiptasia diaphana]	Homo_sapiens_sp_P35625_TIMP3_HUMAN sp|P35625|TIMP3_HUMAN Metalloproteinase inhibitor 3 OS=Homo sapiens OX=9606 GN=TIMP3 PE=1 SV=2, Homo_sapiens_sp_P16035_TIMP2_HUMAN sp|P16035|TIMP2_HUMAN Metalloproteinase inhibitor 2 OS=Homo sapiens OX=9606 GN=TIMP2 PE=1 SV=2, Homo_sapiens_sp_P01033_TIMP1_HUMAN sp|P01033|TIMP1_HUMAN Metalloproteinase inhibitor 1 OS=Homo sapiens OX=9606 GN=TIMP1 PE=1 SV=1
OG0000081	Exaiptasia_diaphana_XP_020907281.1 XP_020907281.1 cysteine-rich with EGF-like domain protein 2 [Exaiptasia diaphana]	Homo_sapiens_sp_Q6UXH1_CREL2_HUMAN sp|Q6UXH1|CREL2_HUMAN Protein disulfide isomerase CRELD2 OS=Homo sapiens OX=9606 GN=CRELD2 PE=1 SV=1, Homo_sapiens_sp_Q96HD1_CREL1_HUMAN sp|Q96HD1|CREL1_HUMAN Protein disulfide isomerase CRELD1 OS=Homo sapiens OX=9606 GN=CRELD1 PE=1 SV=3
OG0000083	Exaiptasia_diaphana_XP_020902926.1 XP_020902926.1 LOW QUALITY PROTEIN_ hyaluronidase-1-like isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515592.1 XP_028515592.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110241411 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913987.1 XP_020913987.1 hyaluronidase [Exaiptasia diaphana]	Homo_sapiens_sp_Q12891_HYAL2_HUMAN sp|Q12891|HYAL2_HUMAN Hyaluronidase-2 OS=Homo sapiens OX=9606 GN=HYAL2 PE=1 SV=4
OG0000084	Exaiptasia_diaphana_XP_020899697.1 XP_020899697.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]	Homo_sapiens_sp_P39059_COFA1_HUMAN sp|P39059|COFA1_HUMAN Collagen alpha-1_XV_ chain OS=Homo sapiens OX=9606 GN=COL15A1 PE=1 SV=2, Homo_sapiens_sp_P39060_COIA1_HUMAN sp|P39060|COIA1_HUMAN Collagen alpha-1_XVIII_ chain OS=Homo sapiens OX=9606 GN=COL18A1 PE=1 SV=5
OG0000088	Exaiptasia_diaphana_XP_020902795.2 XP_020902795.2 spondin-2 [Exaiptasia diaphana]	Homo_sapiens_sp_Q9BUD6_SPON2_HUMAN sp|Q9BUD6|SPON2_HUMAN Spondin-2 OS=Homo sapiens OX=9606 GN=SPON2 PE=1 SV=4, Homo_sapiens_sp_Q9HCB6_SPON1_HUMAN sp|Q9HCB6|SPON1_HUMAN Spondin-1 OS=Homo sapiens OX=9606 GN=SPON1 PE=1 SV=2
OG0000089	Exaiptasia_diaphana_XP_028513442.1 XP_028513442.1 chordin [Exaiptasia diaphana]	Homo_sapiens_sp_Q9H2X0_CHRD_HUMAN sp|Q9H2X0|CHRD_HUMAN Chordin OS=Homo sapiens OX=9606 GN=CHRD PE=1 SV=2
OG0000089	Exaiptasia_diaphana_XP_020895235.1 XP_020895235.1 kielin_chordin-like protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895236.1 XP_020895236.1 kielin_chordin-like protein isoform X2 [Exaiptasia diaphana]	Homo_sapiens_sp_Q9BU40_CRDL1_HUMAN sp|Q9BU40|CRDL1_HUMAN Chordin-like protein 1 OS=Homo sapiens OX=9606 GN=CHRDL1 PE=1 SV=2, Homo_sapiens_sp_Q6WN34_CRDL2_HUMAN sp|Q6WN34|CRDL2_HUMAN Chordin-like protein 2 OS=Homo sapiens OX=9606 GN=CHRDL2 PE=1 SV=1
OG0000090	Exaiptasia_diaphana_XP_020911740.1 XP_020911740.1 uncharacterized protein LOC110249510 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911014.1 XP_020911014.1 uncharacterized protein LOC110248794 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911001.1 XP_020911001.1 LOW QUALITY PROTEIN_ aggrecan core protein-like [Exaiptasia diaphana]	Homo_sapiens_sp_Q86UW8_HPLN4_HUMAN sp|Q86UW8|HPLN4_HUMAN Hyaluronan and proteoglycan link protein 4 OS=Homo sapiens OX=9606 GN=HAPLN4 PE=2 SV=1, Homo_sapiens_sp_P10915_HPLN1_HUMAN sp|P10915|HPLN1_HUMAN Hyaluronan and proteoglycan link protein 1 OS=Homo sapiens OX=9606 GN=HAPLN1 PE=2 SV=2, Homo_sapiens_sp_Q96S86_HPLN3_HUMAN sp|Q96S86|HPLN3_HUMAN Hyaluronan and proteoglycan link protein 3 OS=Homo sapiens OX=9606 GN=HAPLN3 PE=2 SV=1
OG0000093	Exaiptasia_diaphana_XP_020911284.1 XP_020911284.1 cystatin-B [Exaiptasia diaphana]	Homo_sapiens_sp_P01040_CYTA_HUMAN sp|P01040|CYTA_HUMAN Cystatin-A OS=Homo sapiens OX=9606 GN=CSTA PE=1 SV=1, Homo_sapiens_sp_P04080_CYTB_HUMAN sp|P04080|CYTB_HUMAN Cystatin-B OS=Homo sapiens OX=9606 GN=CSTB PE=1 SV=2
OG0000095	Exaiptasia_diaphana_XP_028514442.1 XP_028514442.1 SPARC-related modular calcium-binding protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898695.1 XP_020898695.1 SPARC-related modular calcium-binding protein 2 [Exaiptasia diaphana]	Homo_sapiens_sp_Q9H3U7_SMOC2_HUMAN sp|Q9H3U7|SMOC2_HUMAN SPARC-related modular calcium-binding protein 2 OS=Homo sapiens OX=9606 GN=SMOC2 PE=1 SV=2, Homo_sapiens_sp_Q9H4F8_SMOC1_HUMAN sp|Q9H4F8|SMOC1_HUMAN SPARC-related modular calcium-binding protein 1 OS=Homo sapiens OX=9606 GN=SMOC1 PE=1 SV=1
OG0000112	Exaiptasia_diaphana_XP_020913908.2 XP_020913908.2 heparanase_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908291.2 XP_020908291.2 heparanase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899290.2 XP_020899290.2 uncharacterized protein LOC110238002 [Exaiptasia diaphana]	Homo_sapiens_sp_Q8WWQ2_HPSE2_HUMAN sp|Q8WWQ2|HPSE2_HUMAN Inactive heparanase-2 OS=Homo sapiens OX=9606 GN=HPSE2 PE=1 SV=3
OG0000114	Exaiptasia_diaphana_XP_020909724.1 XP_020909724.1 host cell factor 2 [Exaiptasia diaphana]	Homo_sapiens_sp_Q9Y5Z7_HCFC2_HUMAN sp|Q9Y5Z7|HCFC2_HUMAN Host cell factor 2 OS=Homo sapiens OX=9606 GN=HCFC2 PE=1 SV=1
OG0000120	Exaiptasia_diaphana_XP_020893567.1 XP_020893567.1 syndecan-2 [Exaiptasia diaphana]	Homo_sapiens_sp_P31431_SDC4_HUMAN sp|P31431|SDC4_HUMAN Syndecan-4 OS=Homo sapiens OX=9606 GN=SDC4 PE=1 SV=2, Homo_sapiens_sp_P34741_SDC2_HUMAN sp|P34741|SDC2_HUMAN Syndecan-2 OS=Homo sapiens OX=9606 GN=SDC2 PE=1 SV=2, Homo_sapiens_sp_P18827_SDC1_HUMAN sp|P18827|SDC1_HUMAN Syndecan-1 OS=Homo sapiens OX=9606 GN=SDC1 PE=1 SV=3, Homo_sapiens_sp_O75056_SDC3_HUMAN sp|O75056|SDC3_HUMAN Syndecan-3 OS=Homo sapiens OX=9606 GN=SDC3 PE=1 SV=2
OG0000122	Exaiptasia_diaphana_XP_020904505.1 XP_020904505.1 72 kDa type IV collagenase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904503.1 XP_020904503.1 72 kDa type IV collagenase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512752.1 XP_028512752.1 uncharacterized protein LOC114574425 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517049.1 XP_028517049.1 uncharacterized protein LOC110246322 [Exaiptasia diaphana]	Homo_sapiens_sp_P08253_MMP2_HUMAN sp|P08253|MMP2_HUMAN 72 kDa type IV collagenase OS=Homo sapiens OX=9606 GN=MMP2 PE=1 SV=2, Homo_sapiens_sp_P14780_MMP9_HUMAN sp|P14780|MMP9_HUMAN Matrix metalloproteinase-9 OS=Homo sapiens OX=9606 GN=MMP9 PE=1 SV=3
OG0000148	Exaiptasia_diaphana_XP_020915263.1 XP_020915263.1 transforming growth factor beta-2 proprotein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519105.1 XP_028519105.1 transforming growth factor beta-2 proprotein [Exaiptasia diaphana]	Homo_sapiens_sp_P10600_TGFB3_HUMAN sp|P10600|TGFB3_HUMAN Transforming growth factor beta-3 proprotein OS=Homo sapiens OX=9606 GN=TGFB3 PE=1 SV=1, Homo_sapiens_sp_P61812_TGFB2_HUMAN sp|P61812|TGFB2_HUMAN Transforming growth factor beta-2 proprotein OS=Homo sapiens OX=9606 GN=TGFB2 PE=1 SV=1, Homo_sapiens_sp_P01137_TGFB1_HUMAN sp|P01137|TGFB1_HUMAN Transforming growth factor beta-1 proprotein OS=Homo sapiens OX=9606 GN=TGFB1 PE=1 SV=3
OG0000150	Exaiptasia_diaphana_XP_020917617.1 XP_020917617.1 pappalysin-1 [Exaiptasia diaphana]	Homo_sapiens_sp_Q9BXP8_PAPP2_HUMAN sp|Q9BXP8|PAPP2_HUMAN Pappalysin-2 OS=Homo sapiens OX=9606 GN=PAPPA2 PE=1 SV=4, Homo_sapiens_sp_Q13219_PAPP1_HUMAN sp|Q13219|PAPP1_HUMAN Pappalysin-1 OS=Homo sapiens OX=9606 GN=PAPPA PE=1 SV=3
OG0000156	Exaiptasia_diaphana_XP_028513245.1 XP_028513245.1 microfibrillar-associated protein 1 [Exaiptasia diaphana]	Homo_sapiens_sp_P55081_MFAP1_HUMAN sp|P55081|MFAP1_HUMAN Microfibrillar-associated protein 1 OS=Homo sapiens OX=9606 GN=MFAP1 PE=1 SV=2
OG0000171	Exaiptasia_diaphana_XP_020911895.1 XP_020911895.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase [Exaiptasia diaphana]	Homo_sapiens_sp_Q96IV0_NGLY1_HUMAN sp|Q96IV0|NGLY1_HUMAN Peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase OS=Homo sapiens OX=9606 GN=NGLY1 PE=1 SV=1
OG0000178	Exaiptasia_diaphana_XP_020912299.1 XP_020912299.1 uncharacterized protein LOC110250046 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911124.1 XP_020911124.1 uncharacterized protein LOC110248903 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904969.1 XP_020904969.1 uncharacterized protein LOC110243231 [Exaiptasia diaphana]	Homo_sapiens_sp_Q8NBH2_KY_HUMAN sp|Q8NBH2|KY_HUMAN Kyphoscoliosis peptidase OS=Homo sapiens OX=9606 GN=KY PE=1 SV=3
OG0000182	Exaiptasia_diaphana_XP_020900370.1 XP_020900370.1 von Willebrand factor A domain-containing protein 3A [Exaiptasia diaphana]	Homo_sapiens_sp_A6NCI4_VWA3A_HUMAN sp|A6NCI4|VWA3A_HUMAN von Willebrand factor A domain-containing protein 3A OS=Homo sapiens OX=9606 GN=VWA3A PE=2 SV=3
OG0000200	Exaiptasia_diaphana_XP_020915029.1 XP_020915029.1 von Willebrand factor A domain-containing protein 3B [Exaiptasia diaphana]	Homo_sapiens_sp_Q502W6_VWA3B_HUMAN sp|Q502W6|VWA3B_HUMAN von Willebrand factor A domain-containing protein 3B OS=Homo sapiens OX=9606 GN=VWA3B PE=1 SV=3
OG0000214	Exaiptasia_diaphana_XP_020904790.1 XP_020904790.1 LOW QUALITY PROTEIN_ integrator complex subunit 14-like [Exaiptasia diaphana]	Homo_sapiens_sp_Q96SY0_INT14_HUMAN sp|Q96SY0|INT14_HUMAN Integrator complex subunit 14 OS=Homo sapiens OX=9606 GN=INTS14 PE=1 SV=2
OG0000235	Exaiptasia_diaphana_XP_028516185.1 XP_028516185.1 collagen alpha-1_XXVI_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905354.1 XP_020905354.1 collagen alpha-1_XXVI_ chain isoform X1 [Exaiptasia diaphana]	Homo_sapiens_sp_Q96A83_COQA1_HUMAN sp|Q96A83|COQA1_HUMAN Collagen alpha-1_XXVI_ chain OS=Homo sapiens OX=9606 GN=COL26A1 PE=1 SV=1, Homo_sapiens_sp_Q96A84_EMID1_HUMAN sp|Q96A84|EMID1_HUMAN EMI domain-containing protein 1 OS=Homo sapiens OX=9606 GN=EMID1 PE=2 SV=1
OG0000268	Exaiptasia_diaphana_XP_020899993.1 XP_020899993.1 cytokine receptor-like factor 3 [Exaiptasia diaphana]	Homo_sapiens_sp_Q8IUI8_CRLF3_HUMAN sp|Q8IUI8|CRLF3_HUMAN Cytokine receptor-like factor 3 OS=Homo sapiens OX=9606 GN=CRLF3 PE=1 SV=2
