Orthogroup	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Anthozoa_Porites_asteroides
OG0000028	Xenia_spec_Xe_014297_T1 Xe_014297_T1 Xe_014297	Porites_asteroides_isotig10696 isotig10696 extracted_CDS GOMatch=A7SQ52 GOTerms=GO_0005201_GO_0005488_GO_0005581 Gene=Type_IV_collagen_alpha_2_chain__Fragment__ Match_Acc=Q58FS6 gene=isogroup08964 length=638 numContigs=1
OG0000029	Xenia_spec_Xe_009791_T1 Xe_009791_T1 Xe_009791	Porites_asteroides_isotig06169 isotig06169 extracted_CDS GOMatch=A7RRW5 GOTerms=GO_0005102_GO_0007165 Gene=Contactin-associated_protein-like_3B_ Match_Acc=Q96NU0 gene=isogroup04437 length=952 numContigs=1, Porites_asteroides_isotig03733 isotig03733 extracted_CDS GOMatch=A7RRW5 GOTerms=GO_0005102_GO_0007165 Gene=Contactin-associated_protein-like_2_ Match_Acc=Q9CPW0 gene=isogroup02001 length=1569 numContigs=1
OG0000030	Xenia_spec_Xe_002453_T1 Xe_002453_T1 Xe_002453	Porites_asteroides_isotig13870 isotig13870 extracted_CDS GOMatch=Q7QC01 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0016787 Gene=Adam_ Match_Acc=Q17E69 gene=isogroup12138 length=509 numContigs=1
OG0000030	Xenia_spec_Xe_008808_T1 Xe_008808_T1 Xe_008808, Xenia_spec_Xe_008342_T1 Xe_008342_T1 Xe_008342	Porites_asteroides_isotig04474 isotig04474 extracted_CDS GOMatch=A7SZR7 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Disintegrin_and_metallopeptidase_domain_10_ Match_Acc=B3VKE8 gene=isogroup02742 length=1264 numContigs=1
OG0000030	Xenia_spec_Xe_002964_T2 Xe_002964_T2 Xe_002964, Xenia_spec_Xe_002964_T1 Xe_002964_T1 Xe_002964, Xenia_spec_Xe_002964_T3 Xe_002964_T3 Xe_002964, Xenia_spec_Xe_002964_T4 Xe_002964_T4 Xe_002964	Porites_asteroides_isotig18345 isotig18345 extracted_CDS GOMatch=A7S393 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=ADAM_10_ Match_Acc=O46354 gene=isogroup16613 length=415 numContigs=1
OG0000034	Xenia_spec_Xe_014072_T1 Xe_014072_T1 Xe_014072	Porites_asteroides_isotig03715 isotig03715 extracted_CDS GOMatch=A7RYG5 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=Multiple_epidermal_growth_factor-like_domains_protein_8_ Match_Acc=Q9QYP0 gene=isogroup01983 length=1583 numContigs=1
OG0000037	Xenia_spec_Xe_014976_T1 Xe_014976_T1 Xe_014976, Xenia_spec_Xe_014975_T1 Xe_014975_T1 Xe_014975, Xenia_spec_Xe_014974_T1 Xe_014974_T1 Xe_014974	Porites_asteroides_isotig05060 isotig05060 extracted_CDS GOMatch=Q95215 GOTerms=GO_0005576_GO_0005578_GO_0005615_GO_0007155_GO_0030198_GO_0031012_GO_0050840 Gene=Putative_cell_adhesion_protein__Fragment__ Match_Acc=D1FNY7 gene=isogroup03328 length=1132 numContigs=1, Porites_asteroides_GCKDGN101AOG68 GCKDGN101AOG68 extracted_CDS GOMatch=D2HUI4 GOTerms=GO_0005578_GO_0007155_GO_0008201_GO_0008593_GO_0009888_GO_0030198_GO_0031012 Gene=Putative_cell_adhesion_protein__Fragment__ Match_Acc=D1FNY7 length=385 region=1 run=R_2010_02_19_08_49_25_ xy=0161_2690, Porites_asteroides_isotig29751 isotig29751 extracted_CDS gene=isogroup28019 length=236 numContigs=1
OG0000038	Xenia_spec_Xe_014048_T1 Xe_014048_T1 Xe_014048, Xenia_spec_Xe_014047_T1 Xe_014047_T1 Xe_014047, Xenia_spec_Xe_014050_T1 Xe_014050_T1 Xe_014050, Xenia_spec_Xe_014051_T1 Xe_014051_T1 Xe_014051, Xenia_spec_Xe_014049_T1 Xe_014049_T1 Xe_014049	Porites_asteroides_isotig00571 isotig00571 extracted_CDS gene=isogroup00149 length=818 numContigs=2, Porites_asteroides_isotig00570 isotig00570 extracted_CDS GOMatch=A7SEG4 GOTerms=GO_0005164_GO_0006955_GO_0016020 Gene=Death_ligand_1b_ Match_Acc=Q0PKX9 gene=isogroup00149 length=854 numContigs=3, Porites_asteroides_isotig12925 isotig12925 extracted_CDS gene=isogroup11193 length=543 numContigs=1, Porites_asteroides_isotig08802 isotig08802 extracted_CDS GOMatch=A7SEG4 GOTerms=GO_0005164_GO_0006955_GO_0016020 gene=isogroup07070 length=736 numContigs=1, Porites_asteroides_isotig03753 isotig03753 extracted_CDS GOMatch=A7RR54 GOTerms=GO_0005164_GO_0006955_GO_0016020 Gene=B-cell_activating_factor_ Match_Acc=Q0QCV8 gene=isogroup02021 length=1549 numContigs=1, Porites_asteroides_isotig06689 isotig06689 extracted_CDS GOMatch=A7RR54 GOTerms=GO_0005164_GO_0006955_GO_0016020 Gene=Tumor_necrosis_factor_ligand_superfamily_member_6_ Match_Acc=P63306 gene=isogroup04957 length=883 numContigs=1, Porites_asteroides_isotig20141 isotig20141 extracted_CDS GOMatch=A7RR52 GOTerms=GO_0005164_GO_0006955_GO_0016020 gene=isogroup18409 length=395 numContigs=1
OG0000038	Xenia_spec_Xe_014606_T1 Xe_014606_T1 Xe_014606	Porites_asteroides_isotig20382 isotig20382 extracted_CDS GOMatch=A7SEG4 GOTerms=GO_0005164_GO_0006955_GO_0016020 gene=isogroup18650 length=390 numContigs=1
OG0000039	Xenia_spec_Xe_001980_T1 Xe_001980_T1 Xe_001980, Xenia_spec_Xe_015792_T1 Xe_015792_T1 Xe_015792, Xenia_spec_Xe_001991_T1 Xe_001991_T1 Xe_001991, Xenia_spec_Xe_015795_T1 Xe_015795_T1 Xe_015795	Porites_asteroides_GCKDGN101CCCXT GCKDGN101CCCXT extracted_CDS GOMatch=A7SGB4 GOTerms=GO_0005509 Gene=Notch1_ Match_Acc=B5U9W5 length=353 region=1 run=R_2010_02_19_08_49_25_ xy=0843_3055
OG0000040	Xenia_spec_Xe_008384_T1 Xe_008384_T1 Xe_008384, Xenia_spec_Xe_008384_T2 Xe_008384_T2 Xe_008384, Xenia_spec_Xe_014394_T1 Xe_014394_T1 Xe_014394, Xenia_spec_Xe_008627_T1 Xe_008627_T1 Xe_008627	Porites_asteroides_isotig04961 isotig04961 extracted_CDS GOMatch=Q2VYC5 GOTerms=GO_0001558_GO_0004867_GO_0005520_GO_0005576_GO_0010466_GO_0030414 Gene=Chordin-like_protein_ Match_Acc=Q2VYC5 gene=isogroup03229 length=1149 numContigs=1
OG0000041	Xenia_spec_Xe_005440_T1 Xe_005440_T1 Xe_005440, Xenia_spec_Xe_005437_T1 Xe_005437_T1 Xe_005437, Xenia_spec_Xe_005431_T1 Xe_005431_T1 Xe_005431, Xenia_spec_Xe_005447_T1 Xe_005447_T1 Xe_005447, Xenia_spec_Xe_005456_T1 Xe_005456_T1 Xe_005456, Xenia_spec_Xe_005470_T1 Xe_005470_T1 Xe_005470, Xenia_spec_Xe_005444_T1 Xe_005444_T1 Xe_005444, Xenia_spec_Xe_005450_T1 Xe_005450_T1 Xe_005450, Xenia_spec_Xe_005434_T1 Xe_005434_T1 Xe_005434, Xenia_spec_Xe_005453_T1 Xe_005453_T1 Xe_005453, Xenia_spec_Xe_005472_T1 Xe_005472_T1 Xe_005472, Xenia_spec_Xe_005471_T1 Xe_005471_T1 Xe_005471, Xenia_spec_Xe_005454_T1 Xe_005454_T1 Xe_005454, Xenia_spec_Xe_012595_T1 Xe_012595_T1 Xe_012595	Porites_asteroides_GCKDGN102DHWBB GCKDGN102DHWBB extracted_CDS Gene=Loh11cr2a_protein_ Match_Acc=Q66JE2 length=358 region=2 run=R_2010_02_19_08_49_25_ xy=1316_3653
OG0000042	Xenia_spec_Xe_012350_T1 Xe_012350_T1 Xe_012350	Porites_asteroides_isotig05554 isotig05554 extracted_CDS GOMatch=A7SAQ4 GOTerms=GO_0005102_GO_0007165 Gene=Laminin_gamma-3_chain__Fragment__ Match_Acc=Q16IN4 gene=isogroup03822 length=1040 numContigs=1, Porites_asteroides_isotig11887 isotig11887 extracted_CDS GOMatch=A8KBE4 GOTerms=GO_0016020_GO_0016021 Gene=Neurexin_I_isoform_A_ Match_Acc=B9VMQ2 gene=isogroup10155 length=580 numContigs=1
OG0000042	Xenia_spec_Xe_020831_T1 Xe_020831_T1 Xe_020831, Xenia_spec_Xe_020822_T1 Xe_020822_T1 Xe_020822	Porites_asteroides_isotig04485 isotig04485 extracted_CDS GOMatch=A8KBE4 GOTerms=GO_0016020_GO_0016021 Gene=Neurexin_I_isoform_A_ Match_Acc=B9VMQ2 gene=isogroup02753 length=1259 numContigs=1, Porites_asteroides_GCKDGN103GQWPT GCKDGN103GQWPT extracted_CDS GOMatch=A8WXI2 GOTerms=GO_0005604_GO_0007155_GO_0031012 Gene=Neurexin_ Match_Acc=B0X240 length=444 region=3 run=R_2010_02_19_08_49_25_ xy=2649_2959
OG0000044	Xenia_spec_Xe_014375_T1 Xe_014375_T1 Xe_014375, Xenia_spec_Xe_014377_T1 Xe_014377_T1 Xe_014377	Porites_asteroides_isotig04697 isotig04697 extracted_CDS GOMatch=A7RXW8 GOTerms=GO_0003810_GO_0018149 Gene=Extracellular_transglutaminase_ Match_Acc=C4P258 gene=isogroup02965 length=1206 numContigs=1
OG0000045	Xenia_spec_Xe_020060_T1 Xe_020060_T1 Xe_020060	Porites_asteroides_isotig04844 isotig04844 extracted_CDS GOMatch=Q7PPF9 GOTerms=GO_0005102_GO_0005604_GO_0005606_GO_0007155_GO_0030155_GO_0030334_GO_0031012_GO_0045995 Gene=Laminin_subunit_alpha_ Match_Acc=B0WAD7 gene=isogroup03112 length=1179 numContigs=1
OG0000045	Xenia_spec_Xe_002601_T1 Xe_002601_T1 Xe_002601	Porites_asteroides_isotig07888 isotig07888 extracted_CDS GOMatch=B0WAD7 GOTerms=GO_0005604_GO_0007155_GO_0031012 Gene=Laminin_subunit_alpha_ Match_Acc=B0WAD7 gene=isogroup06156 length=785 numContigs=1
OG0000054	Xenia_spec_Xe_016386_T1 Xe_016386_T1 Xe_016386	Porites_asteroides_isotig12480 isotig12480 extracted_CDS Gene=Erbb2_interacting_protein__Fragment__ Match_Acc=Q28E10 gene=isogroup10748 length=557 numContigs=1, Porites_asteroides_isotig06387 isotig06387 extracted_CDS Gene=Densin-180_ Match_Acc=Q0IHU8 gene=isogroup04655 length=921 numContigs=1
OG0000054	Xenia_spec_Xe_002676_T1 Xe_002676_T1 Xe_002676	Porites_asteroides_isotig08425 isotig08425 extracted_CDS Gene=Protein_scribble_homolog_ Match_Acc=Q4H4B6 gene=isogroup06693 length=748 numContigs=1
OG0000059	Xenia_spec_Xe_008324_T1 Xe_008324_T1 Xe_008324	Porites_asteroides_GCKDGN102D9HT6 GCKDGN102D9HT6 extracted_CDS GOMatch=B3RQ10 GOTerms=GO_0005509_GO_0007160_GO_0016020 Gene=Mutant_fibrillin-1_ Match_Acc=O88840 length=430 region=2 run=R_2010_02_19_08_49_25_ xy=1631_1020
OG0000061	Xenia_spec_Xe_020705_T1 Xe_020705_T1 Xe_020705	Porites_asteroides_isotig04609 isotig04609 extracted_CDS Gene=Copine-3__Fragment__ Match_Acc=C0PU49 gene=isogroup02877 length=1233 numContigs=1
OG0000064	Xenia_spec_Xe_002322_T1 Xe_002322_T1 Xe_002322	Porites_asteroides_GCKDGN103FWEL0 GCKDGN103FWEL0 extracted_CDS GOMatch=Q4SHN1 GOTerms=GO_0005201_GO_0005488_GO_0005509_GO_0005576_GO_0005578_GO_0006030_GO_0008061 Gene=Fibrillin-2_ Match_Acc=P35556 length=259 region=3 run=R_2010_02_19_08_49_25_ xy=2302_1126, Porites_asteroides_isotig12005 isotig12005 extracted_CDS GOMatch=D2H7E0 GOTerms=GO_0005201_GO_0005488_GO_0005509_GO_0005578 Gene=Fibrillin-2_ Match_Acc=P35556 gene=isogroup10273 length=577 numContigs=1, Porites_asteroides_isotig15608 isotig15608 extracted_CDS GOMatch=A7TA59 GOTerms=GO_0005488_GO_0005509 Gene=Fibrillin-2_ Match_Acc=Q9WUH9 gene=isogroup13876 length=468 numContigs=1
OG0000065	Xenia_spec_Xe_015613_T1 Xe_015613_T1 Xe_015613	Porites_asteroides_isotig12383 isotig12383 extracted_CDS GOMatch=D2HAA5 GOTerms=GO_0005578_GO_0005626_GO_0005886_GO_0009897_GO_0016020_GO_0031225_GO_0043395 Gene=Glypican_Knypek_ Match_Acc=Q90Z52 gene=isogroup10651 length=558 numContigs=1
OG0000078	Xenia_spec_Xe_013236_T1 Xe_013236_T1 Xe_013236	Porites_asteroides_isotig16027 isotig16027 extracted_CDS GOMatch=A7S0K4 GOTerms=GO_0004869 Gene=Cystatin_N_ Match_Acc=Q8VHC1 gene=isogroup14295 length=459 numContigs=1
OG0000079	Xenia_spec_Xe_020306_T1 Xe_020306_T1 Xe_020306, Xenia_spec_Xe_020167_T1 Xe_020167_T1 Xe_020167, Xenia_spec_Xe_020211_T1 Xe_020211_T1 Xe_020211, Xenia_spec_Xe_020236_T1 Xe_020236_T1 Xe_020236, Xenia_spec_Xe_020810_T1 Xe_020810_T1 Xe_020810, Xenia_spec_Xe_020254_T1 Xe_020254_T1 Xe_020254, Xenia_spec_Xe_020180_T1 Xe_020180_T1 Xe_020180, Xenia_spec_Xe_020152_T1 Xe_020152_T1 Xe_020152, Xenia_spec_Xe_020141_T1 Xe_020141_T1 Xe_020141, Xenia_spec_Xe_020188_T1 Xe_020188_T1 Xe_020188, Xenia_spec_Xe_020227_T1 Xe_020227_T1 Xe_020227, Xenia_spec_Xe_020137_T1 Xe_020137_T1 Xe_020137, Xenia_spec_Xe_020303_T1 Xe_020303_T1 Xe_020303, Xenia_spec_Xe_020263_T1 Xe_020263_T1 Xe_020263, Xenia_spec_Xe_020207_T1 Xe_020207_T1 Xe_020207, Xenia_spec_Xe_020252_T1 Xe_020252_T1 Xe_020252, Xenia_spec_Xe_020811_T1 Xe_020811_T1 Xe_020811, Xenia_spec_Xe_020813_T1 Xe_020813_T1 Xe_020813, Xenia_spec_Xe_020204_T1 Xe_020204_T1 Xe_020204, Xenia_spec_Xe_020802_T1 Xe_020802_T1 Xe_020802, Xenia_spec_Xe_020173_T1 Xe_020173_T1 Xe_020173, Xenia_spec_Xe_020302_T1 Xe_020302_T1 Xe_020302, Xenia_spec_Xe_020184_T1 Xe_020184_T1 Xe_020184, Xenia_spec_Xe_020235_T1 Xe_020235_T1 Xe_020235, Xenia_spec_Xe_020221_T1 Xe_020221_T1 Xe_020221, Xenia_spec_Xe_020234_T1 Xe_020234_T1 Xe_020234, Xenia_spec_Xe_020148_T1 Xe_020148_T1 Xe_020148, Xenia_spec_Xe_020265_T1 Xe_020265_T1 Xe_020265, Xenia_spec_Xe_020286_T1 Xe_020286_T1 Xe_020286, Xenia_spec_Xe_020247_T1 Xe_020247_T1 Xe_020247, Xenia_spec_Xe_020307_T1 Xe_020307_T1 Xe_020307, Xenia_spec_Xe_000189_T1 Xe_000189_T1 Xe_000189, Xenia_spec_Xe_020240_T1 Xe_020240_T1 Xe_020240, Xenia_spec_Xe_020808_T1 Xe_020808_T1 Xe_020808, Xenia_spec_Xe_020826_T1 Xe_020826_T1 Xe_020826, Xenia_spec_Xe_020257_T1 Xe_020257_T1 Xe_020257, Xenia_spec_Xe_020305_T1 Xe_020305_T1 Xe_020305, Xenia_spec_Xe_020239_T1 Xe_020239_T1 Xe_020239, Xenia_spec_Xe_020218_T1 Xe_020218_T1 Xe_020218, Xenia_spec_Xe_020130_T1 Xe_020130_T1 Xe_020130, Xenia_spec_Xe_020199_T1 Xe_020199_T1 Xe_020199, Xenia_spec_Xe_020218_T2 Xe_020218_T2 Xe_020218, Xenia_spec_Xe_020090_T1 Xe_020090_T1 Xe_020090, Xenia_spec_Xe_020123_T1 Xe_020123_T1 Xe_020123, Xenia_spec_Xe_020122_T1 Xe_020122_T1 Xe_020122, Xenia_spec_Xe_020191_T1 Xe_020191_T1 Xe_020191, Xenia_spec_Xe_020138_T1 Xe_020138_T1 Xe_020138, Xenia_spec_Xe_020380_T1 Xe_020380_T1 Xe_020380, Xenia_spec_Xe_020032_T1 Xe_020032_T1 Xe_020032, Xenia_spec_Xe_020031_T1 Xe_020031_T1 Xe_020031, Xenia_spec_Xe_020145_T1 Xe_020145_T1 Xe_020145, Xenia_spec_Xe_020215_T1 Xe_020215_T1 Xe_020215, Xenia_spec_Xe_020128_T1 Xe_020128_T1 Xe_020128, Xenia_spec_Xe_020231_T1 Xe_020231_T1 Xe_020231	Porites_asteroides_isotig13366 isotig13366 extracted_CDS GOMatch=C4PZ09 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005524_GO_0006468_GO_0016301_GO_0016310 Gene=Titin_a_ Match_Acc=A5X6X5 gene=isogroup11634 length=528 numContigs=1
OG0000082	Xenia_spec_Xe_008177_T1 Xe_008177_T1 Xe_008177	Porites_asteroides_isotig20641 isotig20641 extracted_CDS GOMatch=C3ZIM1 GOTerms=GO_0004930_GO_0005886_GO_0007155_GO_0007186_GO_0007218_GO_0016020_GO_0016021 gene=isogroup18909 length=390 numContigs=1
OG0000086	Xenia_spec_Xe_017401_T1 Xe_017401_T1 Xe_017401, Xenia_spec_Xe_017398_T1 Xe_017398_T1 Xe_017398, Xenia_spec_Xe_017399_T1 Xe_017399_T1 Xe_017399, Xenia_spec_Xe_017400_T1 Xe_017400_T1 Xe_017400, Xenia_spec_Xe_017447_T1 Xe_017447_T1 Xe_017447, Xenia_spec_Xe_017402_T1 Xe_017402_T1 Xe_017402	Porites_asteroides_isotig18774 isotig18774 extracted_CDS GOMatch=A7RTP2 GOTerms=GO_0005102_GO_0007165 Gene=Putative_lipoprotein_ Match_Acc=A6FY14 gene=isogroup17042 length=412 numContigs=1
OG0000093	Xenia_spec_Xe_018469_T1 Xe_018469_T1 Xe_018469, Xenia_spec_Xe_020077_T1 Xe_020077_T1 Xe_020077, Xenia_spec_Xe_018297_T1 Xe_018297_T1 Xe_018297, Xenia_spec_Xe_018334_T1 Xe_018334_T1 Xe_018334, Xenia_spec_Xe_018335_T1 Xe_018335_T1 Xe_018335	Porites_asteroides_isotig10101 isotig10101 extracted_CDS GOMatch=B3DLR3 GOTerms=GO_0004866_GO_0004869_GO_0005622_GO_0010466_GO_0010951_GO_0030414 Gene=CSTB_protein_ Match_Acc=Q76LA1 gene=isogroup08369 length=670 numContigs=1, Porites_asteroides_isotig17040 isotig17040 extracted_CDS GOMatch=P60576 GOTerms=GO_0002020_GO_0004866_GO_0004869_GO_0005622_GO_0005634_GO_0005730_GO_0005737_GO_0008344_GO_0010466_GO_0010951_GO_0030414 Gene=CSTB_protein_ Match_Acc=Q76LA1 gene=isogroup15308 length=436 numContigs=1, Porites_asteroides_isotig28162 isotig28162 extracted_CDS GOMatch=B3DLR3 GOTerms=GO_0004866_GO_0004869_GO_0005622_GO_0010466_GO_0010951_GO_0030414 Gene=Cystatin-B_ Match_Acc=B5X6W2 gene=isogroup26430 length=274 numContigs=1
OG0000094	Xenia_spec_Xe_014308_T1 Xe_014308_T1 Xe_014308	Porites_asteroides_isotig05748 isotig05748 extracted_CDS Gene=Leucine-rich_repeats_and_calponin_homology__CH__domain_containing_1_ Match_Acc=B1ALE7 gene=isogroup04016 length=1013 numContigs=1
OG0000102	Xenia_spec_Xe_015831_T1 Xe_015831_T1 Xe_015831	Porites_asteroides_isotig17654 isotig17654 extracted_CDS GOMatch=B0X2G9 GOTerms=GO_0004519_GO_0005509_GO_0051539 Gene=Crumbs_ Match_Acc=B0X2G9 gene=isogroup15922 length=426 numContigs=1, Porites_asteroides_isotig09039 isotig09039 extracted_CDS GOMatch=C3YL41 GOTerms=GO_0005509_GO_0005576_GO_0007339 Gene=Sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain-containing_protein_1_ Match_Acc=A2AVA0 gene=isogroup07307 length=721 numContigs=1
OG0000103	Xenia_spec_Xe_009673_T1 Xe_009673_T1 Xe_009673	Porites_asteroides_isotig04048 isotig04048 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_49_ Match_Acc=Q91YK0 gene=isogroup02316 length=1405 numContigs=1
OG0000113	Xenia_spec_Xe_014684_T1 Xe_014684_T1 Xe_014684	Porites_asteroides_isotig20059 isotig20059 extracted_CDS GOMatch=D2HHG0 GOTerms=GO_0005783_GO_0045600 Gene=Fibronectin_type_III_domain_containing_protein_3C1_ Match_Acc=Q6DFV6 gene=isogroup18327 length=395 numContigs=1
OG0000114	Xenia_spec_Xe_015898_T1 Xe_015898_T1 Xe_015898	Porites_asteroides_isotig03579 isotig03579 extracted_CDS GOMatch=P51611 GOTerms=GO_0003682_GO_0003713_GO_0005634_GO_0005737_GO_0007049_GO_0045931_GO_0048188_GO_0050821_GO_0071339 Gene=Host_cell_factor_1_ Match_Acc=P51611 gene=isogroup01847 length=1700 numContigs=1
OG0000116	Xenia_spec_Xe_014990_T1 Xe_014990_T1 Xe_014990	Porites_asteroides_isotig09724 isotig09724 extracted_CDS GOMatch=B0W5W8 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005524_GO_0006468 Gene=Titin_ Match_Acc=B0W5W8 gene=isogroup07992 length=692 numContigs=1
OG0000119	Xenia_spec_Xe_000603_T1 Xe_000603_T1 Xe_000603	Porites_asteroides_isotig23653 isotig23653 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_40_ Match_Acc=Q5ZLN0 gene=isogroup21921 length=352 numContigs=1
OG0000129	Xenia_spec_Xe_000519_T1 Xe_000519_T1 Xe_000519	Porites_asteroides_isotig01041 isotig01041 extracted_CDS GOMatch=B7Q381 GOTerms=GO_0005319_GO_0006869 Gene=Von_Willebrand_factor-like_protein__Fragment__ Match_Acc=Q2F6G9 gene=isogroup00353 length=2377 numContigs=2, Porites_asteroides_isotig01040 isotig01040 extracted_CDS GOMatch=B7Q381 GOTerms=GO_0005319_GO_0006869 Gene=Von_Willebrand_factor-like_protein__Fragment__ Match_Acc=Q2F6G9 gene=isogroup00353 length=2420 numContigs=2
OG0000131	Xenia_spec_Xe_012716_T1 Xe_012716_T1 Xe_012716	Porites_asteroides_isotig07287 isotig07287 extracted_CDS GOMatch=A7SAX4 GOTerms=GO_0000166_GO_0004672_GO_0004872_GO_0005003_GO_0005524_GO_0006468_GO_0016020_GO_0016021 Gene=Ephrin_receptor_ Match_Acc=Q6P4R6 gene=isogroup05555 length=829 numContigs=1
OG0000158	Xenia_spec_Xe_004819_T1 Xe_004819_T1 Xe_004819	Porites_asteroides_isotig03456 isotig03456 extracted_CDS GOMatch=A7RLY4 GOTerms=GO_0005044_GO_0006955_GO_0030247 Gene=Spondin_ Match_Acc=Q95YF9 gene=isogroup01724 length=1849 numContigs=1
OG0000159	Xenia_spec_Xe_013605_T1 Xe_013605_T1 Xe_013605	Porites_asteroides_isotig06217 isotig06217 extracted_CDS GOMatch=A7RH71 GOTerms=GO_0005622_GO_0006464_GO_0016881 Gene=Testis_cDNA_clone__QtsA-20030__similar_to_human_fibronectin_type_3_and_ankyrin_repeat_domains_1_FA NK1___ Match_Acc=Q4R329 gene=isogroup04485 length=946 numContigs=1
OG0000160	Xenia_spec_Xe_004370_T1 Xe_004370_T1 Xe_004370	Porites_asteroides_isotig27967 isotig27967 extracted_CDS GOMatch=C3ZRZ0 GOTerms=GO_0005488_GO_0005529 Gene=Epididymis-specific_type_IV_collagenase-like_protein_ Match_Acc=D1YSI4 gene=isogroup26235 length=279 numContigs=1, Porites_asteroides_isotig26685 isotig26685 extracted_CDS gene=isogroup24953 length=307 numContigs=1, Porites_asteroides_isotig00683 isotig00683 extracted_CDS GOMatch=C3ZRZ0 GOTerms=GO_0005488_GO_0005529 Gene=Cation-independent_mannose-6-phosphate_receptor_ Match_Acc=Q90681 gene=isogroup00187 length=403 numContigs=3, Porites_asteroides_isotig00681 isotig00681 extracted_CDS GOMatch=A7RX86 GOTerms=GO_0005044_GO_0016020 Gene=Cation-independent_mannose-6-phosphate_receptor_ Match_Acc=Q90681 gene=isogroup00187 length=620 numContigs=2, Porites_asteroides_GCKDGN102C7LRG GCKDGN102C7LRG extracted_CDS xy=1199_2650 length=476 run=R_2010_02_19_08_49_25_ region=2 Match_Acc=Q95MI9 Gene=Mannose-6-phosphate_insulin-like_growth_factor_II_receptor__Fragment__, Porites_asteroides_isotig24890 isotig24890 extracted_CDS GOMatch=Q4JF83 GOTerms=GO_0002633_GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0009617_GO_0016787_GO_0031012_GO_0046872 Gene=Cation-independent_mannose-6-phosphate_receptor_ Match_Acc=Q90681 gene=isogroup23158 length=333 numContigs=1
OG0000165	Xenia_spec_Xe_014466_T1 Xe_014466_T1 Xe_014466	Porites_asteroides_isotig04010 isotig04010 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_58_ Match_Acc=Q32NT4 gene=isogroup02278 length=1414 numContigs=1
OG0000167	Xenia_spec_Xe_009503_T2 Xe_009503_T2 Xe_009503, Xenia_spec_Xe_009503_T1 Xe_009503_T1 Xe_009503	Porites_asteroides_isotig01384 isotig01384 extracted_CDS GOMatch=C3YYI3 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005085_GO_0005089_GO_0005524_GO_0005622_GO_0006468_GO_0035023_GO_0035556 Gene=HCG2039851__isoform_CRA_a_ Match_Acc=C9JQ37 gene=isogroup00525 length=1527 numContigs=2
OG0000184	Xenia_spec_Xe_004255_T1 Xe_004255_T1 Xe_004255, Xenia_spec_Xe_004160_T1 Xe_004160_T1 Xe_004160	Porites_asteroides_isotig12168 isotig12168 extracted_CDS gene=isogroup10436 length=569 numContigs=1, Porites_asteroides_isotig16751 isotig16751 extracted_CDS GOMatch=B7ZR47 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Xolloid_ Match_Acc=B7ZR47 gene=isogroup15019 length=445 numContigs=1
OG0000187	Xenia_spec_Xe_005860_T1 Xe_005860_T1 Xe_005860, Xenia_spec_Xe_005930_T1 Xe_005930_T1 Xe_005930	Porites_asteroides_isotig17751 isotig17751 extracted_CDS GOMatch=B2IUT6 GOTerms=GO_0004888_GO_0005525_GO_0005622_GO_0007165_GO_0007264_GO_0031224_GO_0045087 Gene=Leucine-rich_repeat-containing_protein_69_ Match_Acc=Q3KQF4 gene=isogroup16019 length=428 numContigs=1
OG0000189	Xenia_spec_Xe_009233_T1 Xe_009233_T1 Xe_009233	Porites_asteroides_GCKDGN103GYE9T GCKDGN103GYE9T extracted_CDS GOMatch=A7T1Y8 GOTerms=GO_0005102_GO_0007165 length=359 region=3 run=R_2010_02_19_08_49_25_ xy=2735_1343
OG0000193	Xenia_spec_Xe_008475_T1 Xe_008475_T1 Xe_008475	Porites_asteroides_GCKDGN102D6QYD GCKDGN102D6QYD extracted_CDS GOMatch=B7P4D9 GOTerms=GO_0004535_GO_0016787 Gene=Glucose-repressible_alcohol_dehydrogenase__putative__Fragment__ Match_Acc=B7P4D9 length=220 region=2 run=R_2010_02_19_08_49_25_ xy=1599_3939
OG0000195	Xenia_spec_Xe_009602_T1 Xe_009602_T1 Xe_009602	Porites_asteroides_isotig07810 isotig07810 extracted_CDS GOMatch=B7P3B9 GOTerms=GO_0004721_GO_0016787 Gene=Rsu1_protein__Fragment__ Match_Acc=Q5U3F0 gene=isogroup06078 length=789 numContigs=1
