Orthogroup	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Anthozoa_Stylophora_pistillata
OG0000079	Xenia_spec_Xe_020306_T1 Xe_020306_T1 Xe_020306, Xenia_spec_Xe_020167_T1 Xe_020167_T1 Xe_020167, Xenia_spec_Xe_020211_T1 Xe_020211_T1 Xe_020211, Xenia_spec_Xe_020236_T1 Xe_020236_T1 Xe_020236, Xenia_spec_Xe_020810_T1 Xe_020810_T1 Xe_020810, Xenia_spec_Xe_020254_T1 Xe_020254_T1 Xe_020254, Xenia_spec_Xe_020180_T1 Xe_020180_T1 Xe_020180, Xenia_spec_Xe_020152_T1 Xe_020152_T1 Xe_020152, Xenia_spec_Xe_020141_T1 Xe_020141_T1 Xe_020141, Xenia_spec_Xe_020188_T1 Xe_020188_T1 Xe_020188, Xenia_spec_Xe_020227_T1 Xe_020227_T1 Xe_020227, Xenia_spec_Xe_020137_T1 Xe_020137_T1 Xe_020137, Xenia_spec_Xe_020303_T1 Xe_020303_T1 Xe_020303, Xenia_spec_Xe_020263_T1 Xe_020263_T1 Xe_020263, Xenia_spec_Xe_020207_T1 Xe_020207_T1 Xe_020207, Xenia_spec_Xe_020252_T1 Xe_020252_T1 Xe_020252, Xenia_spec_Xe_020811_T1 Xe_020811_T1 Xe_020811, Xenia_spec_Xe_020813_T1 Xe_020813_T1 Xe_020813, Xenia_spec_Xe_020204_T1 Xe_020204_T1 Xe_020204, Xenia_spec_Xe_020802_T1 Xe_020802_T1 Xe_020802, Xenia_spec_Xe_020173_T1 Xe_020173_T1 Xe_020173, Xenia_spec_Xe_020302_T1 Xe_020302_T1 Xe_020302, Xenia_spec_Xe_020184_T1 Xe_020184_T1 Xe_020184, Xenia_spec_Xe_020235_T1 Xe_020235_T1 Xe_020235, Xenia_spec_Xe_020221_T1 Xe_020221_T1 Xe_020221, Xenia_spec_Xe_020234_T1 Xe_020234_T1 Xe_020234, Xenia_spec_Xe_020148_T1 Xe_020148_T1 Xe_020148, Xenia_spec_Xe_020265_T1 Xe_020265_T1 Xe_020265, Xenia_spec_Xe_020286_T1 Xe_020286_T1 Xe_020286, Xenia_spec_Xe_020247_T1 Xe_020247_T1 Xe_020247, Xenia_spec_Xe_020307_T1 Xe_020307_T1 Xe_020307, Xenia_spec_Xe_000189_T1 Xe_000189_T1 Xe_000189, Xenia_spec_Xe_020240_T1 Xe_020240_T1 Xe_020240, Xenia_spec_Xe_020808_T1 Xe_020808_T1 Xe_020808, Xenia_spec_Xe_020826_T1 Xe_020826_T1 Xe_020826, Xenia_spec_Xe_020257_T1 Xe_020257_T1 Xe_020257, Xenia_spec_Xe_020305_T1 Xe_020305_T1 Xe_020305, Xenia_spec_Xe_020239_T1 Xe_020239_T1 Xe_020239, Xenia_spec_Xe_020218_T1 Xe_020218_T1 Xe_020218, Xenia_spec_Xe_020130_T1 Xe_020130_T1 Xe_020130, Xenia_spec_Xe_020199_T1 Xe_020199_T1 Xe_020199, Xenia_spec_Xe_020218_T2 Xe_020218_T2 Xe_020218, Xenia_spec_Xe_020090_T1 Xe_020090_T1 Xe_020090, Xenia_spec_Xe_020123_T1 Xe_020123_T1 Xe_020123, Xenia_spec_Xe_020122_T1 Xe_020122_T1 Xe_020122, Xenia_spec_Xe_020191_T1 Xe_020191_T1 Xe_020191, Xenia_spec_Xe_020138_T1 Xe_020138_T1 Xe_020138, Xenia_spec_Xe_020380_T1 Xe_020380_T1 Xe_020380, Xenia_spec_Xe_020032_T1 Xe_020032_T1 Xe_020032, Xenia_spec_Xe_020031_T1 Xe_020031_T1 Xe_020031, Xenia_spec_Xe_020145_T1 Xe_020145_T1 Xe_020145, Xenia_spec_Xe_020215_T1 Xe_020215_T1 Xe_020215, Xenia_spec_Xe_020128_T1 Xe_020128_T1 Xe_020128, Xenia_spec_Xe_020231_T1 Xe_020231_T1 Xe_020231	Stylophora_pistillata_Spis16441 Spis16441 SpisGene16441
OG0000081	Xenia_spec_Xe_004317_T1 Xe_004317_T1 Xe_004317	Stylophora_pistillata_Spis17434 Spis17434 SpisGene17434
OG0000082	Xenia_spec_Xe_008177_T1 Xe_008177_T1 Xe_008177	Stylophora_pistillata_Spis15657.t1 Spis15657.t1 SpisGene15657
OG0000083	Xenia_spec_Xe_012872_T2 Xe_012872_T2 Xe_012872, Xenia_spec_Xe_012872_T1 Xe_012872_T1 Xe_012872	Stylophora_pistillata_Spis9213 Spis9213 SpisGene9213
OG0000086	Xenia_spec_Xe_017482_T1 Xe_017482_T1 Xe_017482, Xenia_spec_Xe_017484_T2 Xe_017484_T2 Xe_017484, Xenia_spec_Xe_017484_T1 Xe_017484_T1 Xe_017484	Stylophora_pistillata_Spis10976 Spis10976 SpisGene10976, Stylophora_pistillata_Spis20156 Spis20156 SpisGene20156
OG0000086	Xenia_spec_Xe_017401_T1 Xe_017401_T1 Xe_017401, Xenia_spec_Xe_017398_T1 Xe_017398_T1 Xe_017398, Xenia_spec_Xe_017399_T1 Xe_017399_T1 Xe_017399, Xenia_spec_Xe_017400_T1 Xe_017400_T1 Xe_017400, Xenia_spec_Xe_017447_T1 Xe_017447_T1 Xe_017447, Xenia_spec_Xe_017402_T1 Xe_017402_T1 Xe_017402	Stylophora_pistillata_Spis3540 Spis3540 SpisGene3540, Stylophora_pistillata_Spis20332 Spis20332 SpisGene20332, Stylophora_pistillata_Spis20333 Spis20333 SpisGene20333, Stylophora_pistillata_Spis20336 Spis20336 SpisGene20336, Stylophora_pistillata_Spis20335 Spis20335 SpisGene20335, Stylophora_pistillata_Spis21512 Spis21512 SpisGene21512, Stylophora_pistillata_Spis19765 Spis19765 SpisGene19765, Stylophora_pistillata_Spis19763 Spis19763 SpisGene19763, Stylophora_pistillata_Spis3852 Spis3852 SpisGene3852
OG0000087	Xenia_spec_Xe_004782_T1 Xe_004782_T1 Xe_004782	Stylophora_pistillata_Spis3470 Spis3470 SpisGene3470
OG0000088	Xenia_spec_Xe_008756_T1 Xe_008756_T1 Xe_008756	Stylophora_pistillata_Spis17637 Spis17637 SpisGene17637
OG0000089	Xenia_spec_Xe_014721_T1 Xe_014721_T1 Xe_014721	Stylophora_pistillata_Spis6266 Spis6266 SpisGene6266
OG0000093	Xenia_spec_Xe_018469_T1 Xe_018469_T1 Xe_018469, Xenia_spec_Xe_020077_T1 Xe_020077_T1 Xe_020077, Xenia_spec_Xe_018297_T1 Xe_018297_T1 Xe_018297, Xenia_spec_Xe_018334_T1 Xe_018334_T1 Xe_018334, Xenia_spec_Xe_018335_T1 Xe_018335_T1 Xe_018335	Stylophora_pistillata_Spis1325 Spis1325 SpisGene1325, Stylophora_pistillata_Spis1324 Spis1324 SpisGene1324
OG0000094	Xenia_spec_Xe_014308_T1 Xe_014308_T1 Xe_014308	Stylophora_pistillata_Spis10117 Spis10117 SpisGene10117
OG0000100	Xenia_spec_Xe_006066_T1 Xe_006066_T1 Xe_006066	Stylophora_pistillata_Spis20501.t1 Spis20501.t1 SpisGene20501
OG0000100	Xenia_spec_Xe_006067_T1 Xe_006067_T1 Xe_006067	Stylophora_pistillata_Spis20502.t1 Spis20502.t1 SpisGene20502
OG0000100	Xenia_spec_Xe_006064_T1 Xe_006064_T1 Xe_006064	Stylophora_pistillata_Spis20499 Spis20499 SpisGene20499
OG0000102	Xenia_spec_Xe_015831_T1 Xe_015831_T1 Xe_015831	Stylophora_pistillata_Spis7810 Spis7810 SpisGene7810
OG0000103	Xenia_spec_Xe_009673_T1 Xe_009673_T1 Xe_009673	Stylophora_pistillata_Spis345 Spis345 SpisGene345
OG0000105	Xenia_spec_Xe_000666_T1 Xe_000666_T1 Xe_000666, Xenia_spec_Xe_006920_T1 Xe_006920_T1 Xe_006920, Xenia_spec_Xe_000727_T1 Xe_000727_T1 Xe_000727, Xenia_spec_Xe_000729_T1 Xe_000729_T1 Xe_000729, Xenia_spec_Xe_000659_T1 Xe_000659_T1 Xe_000659, Xenia_spec_Xe_000662_T1 Xe_000662_T1 Xe_000662, Xenia_spec_Xe_000630_T1 Xe_000630_T1 Xe_000630	Stylophora_pistillata_Spis19648 Spis19648 SpisGene19648, Stylophora_pistillata_Spis24571 Spis24571 SpisGene24571, Stylophora_pistillata_Spis16021 Spis16021 SpisGene16021, Stylophora_pistillata_Spis24630 Spis24630 SpisGene24630, Stylophora_pistillata_Spis15694 Spis15694 SpisGene15694
OG0000105	Xenia_spec_Xe_008770_T1 Xe_008770_T1 Xe_008770	Stylophora_pistillata_Spis10738 Spis10738 SpisGene10738, Stylophora_pistillata_Spis9231 Spis9231 SpisGene9231
OG0000111	Xenia_spec_Xe_018449_T1 Xe_018449_T1 Xe_018449	Stylophora_pistillata_Spis10022 Spis10022 SpisGene10022, Stylophora_pistillata_Spis17894 Spis17894 SpisGene17894, Stylophora_pistillata_Spis4201 Spis4201 SpisGene4201, Stylophora_pistillata_Spis4199.t1 Spis4199.t1 SpisGene4199
OG0000113	Xenia_spec_Xe_014684_T1 Xe_014684_T1 Xe_014684	Stylophora_pistillata_Spis1485 Spis1485 SpisGene1485
OG0000114	Xenia_spec_Xe_015898_T1 Xe_015898_T1 Xe_015898	Stylophora_pistillata_Spis1676 Spis1676 SpisGene1676
OG0000116	Xenia_spec_Xe_014990_T1 Xe_014990_T1 Xe_014990	Stylophora_pistillata_Spis11354.t1 Spis11354.t1 SpisGene11354, Stylophora_pistillata_Spis11352 Spis11352 SpisGene11352
OG0000119	Xenia_spec_Xe_000603_T1 Xe_000603_T1 Xe_000603	Stylophora_pistillata_Spis5011 Spis5011 SpisGene5011
OG0000121	Xenia_spec_Xe_002883_T1 Xe_002883_T1 Xe_002883	Stylophora_pistillata_Spis16744 Spis16744 SpisGene16744
OG0000129	Xenia_spec_Xe_000519_T1 Xe_000519_T1 Xe_000519	Stylophora_pistillata_Spis6380 Spis6380 SpisGene6380, Stylophora_pistillata_Spis6381 Spis6381 SpisGene6381
OG0000131	Xenia_spec_Xe_012716_T1 Xe_012716_T1 Xe_012716	Stylophora_pistillata_Spis6119 Spis6119 SpisGene6119, Stylophora_pistillata_Spis6120 Spis6120 SpisGene6120
OG0000133	Xenia_spec_Xe_002448_T1 Xe_002448_T1 Xe_002448	Stylophora_pistillata_Spis7100 Spis7100 SpisGene7100
OG0000134	Xenia_spec_Xe_007510_T1 Xe_007510_T1 Xe_007510	Stylophora_pistillata_Spis19516 Spis19516 SpisGene19516
OG0000138	Xenia_spec_Xe_007880_T1 Xe_007880_T1 Xe_007880	Stylophora_pistillata_Spis5472 Spis5472 SpisGene5472
OG0000150	Xenia_spec_Xe_007831_T1 Xe_007831_T1 Xe_007831	Stylophora_pistillata_Spis1789 Spis1789 SpisGene1789
OG0000155	Xenia_spec_Xe_008535_T1 Xe_008535_T1 Xe_008535	Stylophora_pistillata_Spis3051 Spis3051 SpisGene3051
OG0000158	Xenia_spec_Xe_004819_T1 Xe_004819_T1 Xe_004819	Stylophora_pistillata_Spis12485 Spis12485 SpisGene12485
OG0000159	Xenia_spec_Xe_013605_T1 Xe_013605_T1 Xe_013605	Stylophora_pistillata_Spis19229 Spis19229 SpisGene19229, Stylophora_pistillata_Spis13820 Spis13820 SpisGene13820, Stylophora_pistillata_Spis20878 Spis20878 SpisGene20878
OG0000160	Xenia_spec_Xe_004370_T1 Xe_004370_T1 Xe_004370	Stylophora_pistillata_Spis8876 Spis8876 SpisGene8876, Stylophora_pistillata_Spis8465 Spis8465 SpisGene8465, Stylophora_pistillata_Spis8913 Spis8913 SpisGene8913, Stylophora_pistillata_Spis24763 Spis24763 SpisGene24763
OG0000165	Xenia_spec_Xe_014466_T1 Xe_014466_T1 Xe_014466	Stylophora_pistillata_Spis9482 Spis9482 SpisGene9482
OG0000166	Xenia_spec_Xe_001947_T1 Xe_001947_T1 Xe_001947	Stylophora_pistillata_Spis1126 Spis1126 SpisGene1126
OG0000177	Xenia_spec_Xe_012642_T1 Xe_012642_T1 Xe_012642	Stylophora_pistillata_Spis16587 Spis16587 SpisGene16587
OG0000182	Xenia_spec_Xe_018472_T1 Xe_018472_T1 Xe_018472	Stylophora_pistillata_Spis6187 Spis6187 SpisGene6187
OG0000184	Xenia_spec_Xe_004255_T1 Xe_004255_T1 Xe_004255, Xenia_spec_Xe_004160_T1 Xe_004160_T1 Xe_004160	Stylophora_pistillata_Spis19196 Spis19196 SpisGene19196, Stylophora_pistillata_Spis8245 Spis8245 SpisGene8245, Stylophora_pistillata_Spis19199 Spis19199 SpisGene19199, Stylophora_pistillata_Spis19197 Spis19197 SpisGene19197, Stylophora_pistillata_Spis19198 Spis19198 SpisGene19198, Stylophora_pistillata_Spis24673 Spis24673 SpisGene24673
OG0000188	Xenia_spec_Xe_000226_T1 Xe_000226_T1 Xe_000226	Stylophora_pistillata_Spis8578 Spis8578 SpisGene8578
OG0000189	Xenia_spec_Xe_009233_T1 Xe_009233_T1 Xe_009233	Stylophora_pistillata_Spis24164 Spis24164 SpisGene24164, Stylophora_pistillata_Spis19265 Spis19265 SpisGene19265
OG0000192	Xenia_spec_Xe_016382_T1 Xe_016382_T1 Xe_016382	Stylophora_pistillata_Spis3294 Spis3294 SpisGene3294
OG0000195	Xenia_spec_Xe_009602_T1 Xe_009602_T1 Xe_009602	Stylophora_pistillata_Spis16217 Spis16217 SpisGene16217
OG0000197	Xenia_spec_Xe_007048_T1 Xe_007048_T1 Xe_007048	Stylophora_pistillata_Spis2309.t2 Spis2309.t2 SpisGene2309, Stylophora_pistillata_Spis20951 Spis20951 SpisGene20951
OG0000199	Xenia_spec_Xe_013084_T1 Xe_013084_T1 Xe_013084	Stylophora_pistillata_Spis5428 Spis5428 SpisGene5428
OG0000200	Xenia_spec_Xe_015525_T1 Xe_015525_T1 Xe_015525	Stylophora_pistillata_Spis3925 Spis3925 SpisGene3925
OG0000201	Xenia_spec_Xe_003238_T1 Xe_003238_T1 Xe_003238	Stylophora_pistillata_Spis17755 Spis17755 SpisGene17755
OG0000203	Xenia_spec_Xe_014757_T1 Xe_014757_T1 Xe_014757	Stylophora_pistillata_Spis10328 Spis10328 SpisGene10328
OG0000204	Xenia_spec_Xe_015988_T1 Xe_015988_T1 Xe_015988	Stylophora_pistillata_Spis8062 Spis8062 SpisGene8062
OG0000206	Xenia_spec_Xe_004730_T1 Xe_004730_T1 Xe_004730, Xenia_spec_Xe_001131_T1 Xe_001131_T1 Xe_001131, Xenia_spec_Xe_001138_T1 Xe_001138_T1 Xe_001138, Xenia_spec_Xe_001132_T1 Xe_001132_T1 Xe_001132, Xenia_spec_Xe_001139_T1 Xe_001139_T1 Xe_001139, Xenia_spec_Xe_001129_T1 Xe_001129_T1 Xe_001129, Xenia_spec_Xe_001136_T1 Xe_001136_T1 Xe_001136	Stylophora_pistillata_Spis487 Spis487 SpisGene487, Stylophora_pistillata_Spis506 Spis506 SpisGene506, Stylophora_pistillata_Spis488 Spis488 SpisGene488, Stylophora_pistillata_Spis1206 Spis1206 SpisGene1206, Stylophora_pistillata_Spis19689 Spis19689 SpisGene19689, Stylophora_pistillata_Spis21830 Spis21830 SpisGene21830, Stylophora_pistillata_Spis21829 Spis21829 SpisGene21829, Stylophora_pistillata_Spis12126 Spis12126 SpisGene12126
OG0000210	Xenia_spec_Xe_014129_T1 Xe_014129_T1 Xe_014129	Stylophora_pistillata_Spis6298 Spis6298 SpisGene6298
OG0000211	Xenia_spec_Xe_009004_T2 Xe_009004_T2 Xe_009004, Xenia_spec_Xe_009004_T1 Xe_009004_T1 Xe_009004	Stylophora_pistillata_Spis17130 Spis17130 SpisGene17130
OG0000213	Xenia_spec_Xe_007490_T1 Xe_007490_T1 Xe_007490	Stylophora_pistillata_Spis12105 Spis12105 SpisGene12105, Stylophora_pistillata_Spis10966 Spis10966 SpisGene10966
OG0000214	Xenia_spec_Xe_003060_T1 Xe_003060_T1 Xe_003060	Stylophora_pistillata_Spis15474 Spis15474 SpisGene15474
OG0000219	Xenia_spec_Xe_014122_T1 Xe_014122_T1 Xe_014122	Stylophora_pistillata_Spis1071 Spis1071 SpisGene1071
OG0000224	Xenia_spec_Xe_017396_T1 Xe_017396_T1 Xe_017396, Xenia_spec_Xe_017392_T1 Xe_017392_T1 Xe_017392, Xenia_spec_Xe_017395_T1 Xe_017395_T1 Xe_017395, Xenia_spec_Xe_017388_T1 Xe_017388_T1 Xe_017388	Stylophora_pistillata_Spis8079 Spis8079 SpisGene8079, Stylophora_pistillata_Spis8078 Spis8078 SpisGene8078
OG0000231	Xenia_spec_Xe_000375_T1 Xe_000375_T1 Xe_000375	Stylophora_pistillata_Spis1286 Spis1286 SpisGene1286
OG0000237	Xenia_spec_Xe_014192_T1 Xe_014192_T1 Xe_014192	Stylophora_pistillata_Spis9508 Spis9508 SpisGene9508
OG0000244	Xenia_spec_Xe_004256_T1 Xe_004256_T1 Xe_004256, Xenia_spec_Xe_004204_T1 Xe_004204_T1 Xe_004204, Xenia_spec_Xe_004161_T1 Xe_004161_T1 Xe_004161	Stylophora_pistillata_Spis10268 Spis10268 SpisGene10268
OG0000248	Xenia_spec_Xe_002388_T1 Xe_002388_T1 Xe_002388	Stylophora_pistillata_Spis8206 Spis8206 SpisGene8206
OG0000265	Xenia_spec_Xe_015827_T1 Xe_015827_T1 Xe_015827	Stylophora_pistillata_Spis8472.t1 Spis8472.t1 SpisGene8472
OG0000268	Xenia_spec_Xe_018600_T1 Xe_018600_T1 Xe_018600	Stylophora_pistillata_Spis4565 Spis4565 SpisGene4565
OG0000270	Xenia_spec_Xe_013052_T1 Xe_013052_T1 Xe_013052	Stylophora_pistillata_Spis10021 Spis10021 SpisGene10021
OG0000279	Xenia_spec_Xe_015936_T1 Xe_015936_T1 Xe_015936	Stylophora_pistillata_Spis3863.t1 Spis3863.t1 SpisGene3863
OG0000284	Xenia_spec_Xe_015013_T1 Xe_015013_T1 Xe_015013	Stylophora_pistillata_Spis4956 Spis4956 SpisGene4956, Stylophora_pistillata_Spis4957 Spis4957 SpisGene4957, Stylophora_pistillata_Spis4976.t1 Spis4976.t1 SpisGene4976
OG0000286	Xenia_spec_Xe_006853_T1 Xe_006853_T1 Xe_006853, Xenia_spec_Xe_005192_T1 Xe_005192_T1 Xe_005192, Xenia_spec_Xe_011406_T1 Xe_011406_T1 Xe_011406	Stylophora_pistillata_Spis18883 Spis18883 SpisGene18883, Stylophora_pistillata_Spis21865 Spis21865 SpisGene21865
OG0000303	Xenia_spec_Xe_013893_T1 Xe_013893_T1 Xe_013893	Stylophora_pistillata_Spis5413 Spis5413 SpisGene5413
OG0000318	Xenia_spec_Xe_002021_T1 Xe_002021_T1 Xe_002021	Stylophora_pistillata_Spis1439 Spis1439 SpisGene1439, Stylophora_pistillata_Spis3563.t1 Spis3563.t1 SpisGene3563
OG0000330	Xenia_spec_Xe_001209_T1 Xe_001209_T1 Xe_001209, Xenia_spec_Xe_009933_T1 Xe_009933_T1 Xe_009933	Stylophora_pistillata_Spis1858 Spis1858 SpisGene1858
OG0000349	Xenia_spec_Xe_018605_T1 Xe_018605_T1 Xe_018605	Stylophora_pistillata_Spis4551 Spis4551 SpisGene4551
OG0000355	Xenia_spec_Xe_020575_T1 Xe_020575_T1 Xe_020575	Stylophora_pistillata_Spis18718 Spis18718 SpisGene18718
OG0000363	Xenia_spec_Xe_011421_T1 Xe_011421_T1 Xe_011421, Xenia_spec_Xe_011419_T1 Xe_011419_T1 Xe_011419	Stylophora_pistillata_Spis12896 Spis12896 SpisGene12896
OG0000375	Xenia_spec_Xe_002414_T1 Xe_002414_T1 Xe_002414	Stylophora_pistillata_Spis15889 Spis15889 SpisGene15889
OG0000399	Xenia_spec_Xe_002872_T1 Xe_002872_T1 Xe_002872	Stylophora_pistillata_Spis20164 Spis20164 SpisGene20164
OG0000426	Xenia_spec_Xe_007199_T1 Xe_007199_T1 Xe_007199, Xenia_spec_Xe_014264_T1 Xe_014264_T1 Xe_014264	Stylophora_pistillata_Spis2840 Spis2840 SpisGene2840
OG0000434	Xenia_spec_Xe_004432_T1 Xe_004432_T1 Xe_004432	Stylophora_pistillata_Spis16241 Spis16241 SpisGene16241
OG0000437	Xenia_spec_Xe_012747_T1 Xe_012747_T1 Xe_012747	Stylophora_pistillata_Spis14420 Spis14420 SpisGene14420
OG0000438	Xenia_spec_Xe_016071_T1 Xe_016071_T1 Xe_016071	Stylophora_pistillata_Spis11902 Spis11902 SpisGene11902
OG0000439	Xenia_spec_Xe_002417_T1 Xe_002417_T1 Xe_002417	Stylophora_pistillata_Spis15893 Spis15893 SpisGene15893
OG0000482	Xenia_spec_Xe_008217_T1 Xe_008217_T1 Xe_008217	Stylophora_pistillata_Spis4951 Spis4951 SpisGene4951, Stylophora_pistillata_Spis4954 Spis4954 SpisGene4954
OG0000531	Xenia_spec_Xe_008885_T1 Xe_008885_T1 Xe_008885, Xenia_spec_Xe_008884_T1 Xe_008884_T1 Xe_008884	Stylophora_pistillata_Spis16341 Spis16341 SpisGene16341
OG0000595	Xenia_spec_Xe_001086_T1 Xe_001086_T1 Xe_001086	Stylophora_pistillata_Spis15065 Spis15065 SpisGene15065
OG0000599	Xenia_spec_Xe_004640_T1 Xe_004640_T1 Xe_004640	Stylophora_pistillata_Spis13977 Spis13977 SpisGene13977
OG0000600	Xenia_spec_Xe_008212_T1 Xe_008212_T1 Xe_008212	Stylophora_pistillata_Spis10897 Spis10897 SpisGene10897
OG0000631	Xenia_spec_Xe_006286_T1 Xe_006286_T1 Xe_006286	Stylophora_pistillata_Spis15765 Spis15765 SpisGene15765
OG0000695	Xenia_spec_Xe_012977_T1 Xe_012977_T1 Xe_012977	Stylophora_pistillata_Spis14413 Spis14413 SpisGene14413
OG0000719	Xenia_spec_Xe_014765_T2 Xe_014765_T2 Xe_014765, Xenia_spec_Xe_009786_T1 Xe_009786_T1 Xe_009786	Stylophora_pistillata_Spis803 Spis803 SpisGene803
OG0000892	Xenia_spec_Xe_004436_T1 Xe_004436_T1 Xe_004436, Xenia_spec_Xe_004436_T2 Xe_004436_T2 Xe_004436	Stylophora_pistillata_Spis16236.t1 Spis16236.t1 SpisGene16236
