Orthogroup	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Scyphozoa_Aurelia_aurita
OG0000037	Xenia_spec_Xe_014976_T1 Xe_014976_T1 Xe_014976, Xenia_spec_Xe_014975_T1 Xe_014975_T1 Xe_014975, Xenia_spec_Xe_014974_T1 Xe_014974_T1 Xe_014974	Aurelia_aurita_Seg2770.2 Seg2770.2 transcript_id=Seg2770.2_GoldUCD_mRNA.D3Y31 product="Transforming growth factor-beta-induced protein ig-h3" protein_id=Seg2770.2_GoldUCD_D3Y31, Aurelia_aurita_Seg2770.3 Seg2770.3 transcript_id=Seg2770.3_GoldUCD_mRNA.D3Y31 product="Transforming growth factor-beta-induced protein ig-h3" protein_id=Seg2770.3_GoldUCD_D3Y31, Aurelia_aurita_Seg11929.1 Seg11929.1 transcript_id=Seg11929.1_GoldUCD_mRNA.D3Y31 product="Transforming growth factor-beta-induced protein ig-h3" protein_id=Seg11929.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1799.3 Seg1799.3 transcript_id=Seg1799.3_GoldUCD_mRNA.D3Y31 product="Transforming growth factor-beta-induced protein ig-h3" protein_id=Seg1799.3_GoldUCD_D3Y31, Aurelia_aurita_Seg2414.3 Seg2414.3 transcript_id=Seg2414.3_GoldUCD_mRNA.D3Y31 product=Zonadhesin protein_id=Seg2414.3_GoldUCD_D3Y31, Aurelia_aurita_Seg6931.1 Seg6931.1 transcript_id=Seg6931.1_GoldUCD_mRNA.D3Y31 product="Transforming growth factor-beta-induced protein ig-h3" protein_id=Seg6931.1_GoldUCD_D3Y31, Aurelia_aurita_Seg3985.6 Seg3985.6 transcript_id=Seg3985.6_GoldUCD_mRNA.D3Y31 product="Transforming growth factor-beta-induced protein ig-h3" protein_id=Seg3985.6_GoldUCD_D3Y31 partial=true
OG0000038	Xenia_spec_Xe_014048_T1 Xe_014048_T1 Xe_014048, Xenia_spec_Xe_014047_T1 Xe_014047_T1 Xe_014047, Xenia_spec_Xe_014050_T1 Xe_014050_T1 Xe_014050, Xenia_spec_Xe_014051_T1 Xe_014051_T1 Xe_014051, Xenia_spec_Xe_014049_T1 Xe_014049_T1 Xe_014049	Aurelia_aurita_Seg1008.6 Seg1008.6 transcript_id=Seg1008.6_GoldUCD_mRNA.D3Y31 product="Dipeptidyl peptidase 2" protein_id=Seg1008.6_GoldUCD_D3Y31 partial=true
OG0000040	Xenia_spec_Xe_008384_T1 Xe_008384_T1 Xe_008384, Xenia_spec_Xe_008384_T2 Xe_008384_T2 Xe_008384	Aurelia_aurita_Seg1517.4 Seg1517.4 transcript_id=Seg1517.4_GoldUCD_mRNA.D3Y31 product="Serine protease HTRA1A" protein_id=Seg1517.4_GoldUCD_D3Y31, Aurelia_aurita_Seg457.2 Seg457.2 transcript_id=Seg457.2_GoldUCD_mRNA.D3Y31 product="Kunitz-type serine protease inhibitor HNTX-852" protein_id=Seg457.2_GoldUCD_D3Y31 partial=true
OG0000040	Xenia_spec_Xe_008627_T1 Xe_008627_T1 Xe_008627	Aurelia_aurita_Seg1962.2 Seg1962.2 transcript_id=Seg1962.2_GoldUCD_mRNA.D3Y31 product="Venom protein 302" protein_id=Seg1962.2_GoldUCD_D3Y31
OG0000041	Xenia_spec_Xe_012595_T1 Xe_012595_T1 Xe_012595	Aurelia_aurita_Seg65.4 Seg65.4 transcript_id=Seg65.4_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 5B1" protein_id=Seg65.4_GoldUCD_D3Y31
OG0000042	Xenia_spec_Xe_012350_T1 Xe_012350_T1 Xe_012350	Aurelia_aurita_Seg1788.1 Seg1788.1 transcript_id=Seg1788.1_GoldUCD_mRNA.D3Y31 product=Neurexin-3 protein_id=Seg1788.1_GoldUCD_D3Y31, Aurelia_aurita_Seg289.1 Seg289.1 transcript_id=Seg289.1_GoldUCD_mRNA.D3Y31 product=Neurexin-1 protein_id=Seg289.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1027.18 Seg1027.18 transcript_id=Seg1027.18_GoldUCD_mRNA.D3Y31 product=Neurexin-3 protein_id=Seg1027.18_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2195.10 Seg2195.10 transcript_id=Seg2195.10_GoldUCD_mRNA.D3Y31 product=Neurexin-3 protein_id=Seg2195.10_GoldUCD_D3Y31
OG0000044	Xenia_spec_Xe_014375_T1 Xe_014375_T1 Xe_014375, Xenia_spec_Xe_014377_T1 Xe_014377_T1 Xe_014377	Aurelia_aurita_Seg5.2 Seg5.2 transcript_id=Seg5.2_GoldUCD_mRNA.D3Y31 product="Protein-glutamine gamma-glutamyltransferase K" protein_id=Seg5.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1628.2 Seg1628.2 transcript_id=Seg1628.2_GoldUCD_mRNA.D3Y31 product="Protein-glutamine gamma-glutamyltransferase K" protein_id=Seg1628.2_GoldUCD_D3Y31, Aurelia_aurita_Seg4454.1 Seg4454.1 transcript_id=Seg4454.1_GoldUCD_mRNA.D3Y31 product="Protein-glutamine gamma-glutamyltransferase K" protein_id=Seg4454.1_GoldUCD_D3Y31
OG0000045	Xenia_spec_Xe_020060_T1 Xe_020060_T1 Xe_020060	Aurelia_aurita_Seg3360.5 Seg3360.5 transcript_id=Seg3360.5_GoldUCD_mRNA.D3Y31 product="Laminin-like protein epi-1" protein_id=Seg3360.5_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2845.2 Seg2845.2 transcript_id=Seg2845.2_GoldUCD_mRNA.D3Y31 product="Laminin-like protein epi-1" protein_id=Seg2845.2_GoldUCD_D3Y31
OG0000045	Xenia_spec_Xe_002601_T1 Xe_002601_T1 Xe_002601	Aurelia_aurita_Seg276.2 Seg276.2 transcript_id=Seg276.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg276.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1120.6 Seg1120.6 transcript_id=Seg1120.6_GoldUCD_mRNA.D3Y31 product="Laminin subunit alpha-5" protein_id=Seg1120.6_GoldUCD_D3Y31 partial=true
OG0000046	Xenia_spec_Xe_014826_T1 Xe_014826_T1 Xe_014826	Aurelia_aurita_Seg7233.1 Seg7233.1 transcript_id=Seg7233.1_GoldUCD_mRNA.D3Y31 product=Intelectin-1 protein_id=Seg7233.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1095.12 Seg1095.12 transcript_id=Seg1095.12_GoldUCD_mRNA.D3Y31 product=Ryncolin-1 protein_id=Seg1095.12_GoldUCD_D3Y31
OG0000053	Xenia_spec_Xe_017104_T1 Xe_017104_T1 Xe_017104	Aurelia_aurita_Seg752.5 Seg752.5 transcript_id=Seg752.5_GoldUCD_mRNA.D3Y31 product="Malignant fibrous histiocytoma-amplified sequence 1-like" protein_id=Seg752.5_GoldUCD_D3Y31, Aurelia_aurita_Seg6940.1 Seg6940.1 transcript_id=Seg6940.1_GoldUCD_mRNA.D3Y31 product="Malignant fibrous histiocytoma-amplified sequence 1" protein_id=Seg6940.1_GoldUCD_D3Y31
OG0000054	Xenia_spec_Xe_002676_T1 Xe_002676_T1 Xe_002676	Aurelia_aurita_Seg2059.2 Seg2059.2 transcript_id=Seg2059.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 1" protein_id=Seg2059.2_GoldUCD_D3Y31
OG0000058	Xenia_spec_Xe_018432_T1 Xe_018432_T1 Xe_018432, Xenia_spec_Xe_018431_T1 Xe_018431_T1 Xe_018431, Xenia_spec_Xe_018421_T1 Xe_018421_T1 Xe_018421, Xenia_spec_Xe_018425_T1 Xe_018425_T1 Xe_018425, Xenia_spec_Xe_018257_T1 Xe_018257_T1 Xe_018257, Xenia_spec_Xe_018259_T1 Xe_018259_T1 Xe_018259, Xenia_spec_Xe_008100_T1 Xe_008100_T1 Xe_008100	Aurelia_aurita_Seg1029.1 Seg1029.1 transcript_id=Seg1029.1_GoldUCD_mRNA.D3Y31 product="MAM and LDL-receptor class A domain-containing protein 1" protein_id=Seg1029.1_GoldUCD_D3Y31 partial=true
OG0000061	Xenia_spec_Xe_020705_T1 Xe_020705_T1 Xe_020705	Aurelia_aurita_Seg4277.4 Seg4277.4 transcript_id=Seg4277.4_GoldUCD_mRNA.D3Y31 product=Copine-1 protein_id=Seg4277.4_GoldUCD_D3Y31, Aurelia_aurita_Seg4633.1 Seg4633.1 transcript_id=Seg4633.1_GoldUCD_mRNA.D3Y31 product=Copine-3 protein_id=Seg4633.1_GoldUCD_D3Y31
OG0000061	Xenia_spec_Xe_003790_T1 Xe_003790_T1 Xe_003790	Aurelia_aurita_Seg1254.9 Seg1254.9 transcript_id=Seg1254.9_GoldUCD_mRNA.D3Y31 product=Copine-8 protein_id=Seg1254.9_GoldUCD_D3Y31, Aurelia_aurita_Seg2080.8 Seg2080.8 transcript_id=Seg2080.8_GoldUCD_mRNA.D3Y31 product=Copine-8 protein_id=Seg2080.8_GoldUCD_D3Y31
OG0000062	Xenia_spec_Xe_011999_T1 Xe_011999_T1 Xe_011999	Aurelia_aurita_Seg2254.1 Seg2254.1 transcript_id=Seg2254.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg2254.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2054.2 Seg2054.2 transcript_id=Seg2054.2_GoldUCD_mRNA.D3Y31 product="Neurogenic locus Notch protein" protein_id=Seg2054.2_GoldUCD_D3Y31
OG0000062	Xenia_spec_Xe_011884_T1 Xe_011884_T1 Xe_011884	Aurelia_aurita_Seg1668.7 Seg1668.7 transcript_id=Seg1668.7_GoldUCD_mRNA.D3Y31 product="Protein jagged-1b" protein_id=Seg1668.7_GoldUCD_D3Y31
OG0000062	Xenia_spec_Xe_011964_T1 Xe_011964_T1 Xe_011964	Aurelia_aurita_Seg2932.1 Seg2932.1 transcript_id=Seg2932.1_GoldUCD_mRNA.D3Y31 product="Protein jagged-1b" protein_id=Seg2932.1_GoldUCD_D3Y31 partial=true
OG0000063	Xenia_spec_Xe_010055_T1 Xe_010055_T1 Xe_010055	Aurelia_aurita_Seg2042.4 Seg2042.4 transcript_id=Seg2042.4_GoldUCD_mRNA.D3Y31 product="Sonic hedgehog protein" protein_id=Seg2042.4_GoldUCD_D3Y31
OG0000064	Xenia_spec_Xe_002322_T1 Xe_002322_T1 Xe_002322	Aurelia_aurita_Seg1569.4 Seg1569.4 transcript_id=Seg1569.4_GoldUCD_mRNA.D3Y31 product=Fibrillin-2 protein_id=Seg1569.4_GoldUCD_D3Y31
OG0000065	Xenia_spec_Xe_015641_T1 Xe_015641_T1 Xe_015641, Xenia_spec_Xe_015614_T1 Xe_015614_T1 Xe_015614, Xenia_spec_Xe_015613_T1 Xe_015613_T1 Xe_015613	Aurelia_aurita_Seg2474.2 Seg2474.2 transcript_id=Seg2474.2_GoldUCD_mRNA.D3Y31 product=Glypican-6 protein_id=Seg2474.2_GoldUCD_D3Y31
OG0000069	Xenia_spec_Xe_015069_T1 Xe_015069_T1 Xe_015069, Xenia_spec_Xe_015069_T2 Xe_015069_T2 Xe_015069, Xenia_spec_Xe_019791_T1 Xe_019791_T1 Xe_019791	Aurelia_aurita_Seg319.10 Seg319.10 transcript_id=Seg319.10_GoldUCD_mRNA.D3Y31 product=Peroxidasin protein_id=Seg319.10_GoldUCD_D3Y31, Aurelia_aurita_Seg1313.10 Seg1313.10 transcript_id=Seg1313.10_GoldUCD_mRNA.D3Y31 product=Peroxidasin protein_id=Seg1313.10_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg685.4 Seg685.4 transcript_id=Seg685.4_GoldUCD_mRNA.D3Y31 product="putative skeletal organic matrix protein 5" protein_id=Seg685.4_GoldUCD_D3Y31, Aurelia_aurita_Seg1942.8 Seg1942.8 transcript_id=Seg1942.8_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1942.8_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1648.1 Seg1648.1 transcript_id=Seg1648.1_GoldUCD_mRNA.D3Y31 product="putative skeletal organic matrix protein 5" protein_id=Seg1648.1_GoldUCD_D3Y31
OG0000070	Xenia_spec_Xe_012561_T1 Xe_012561_T1 Xe_012561	Aurelia_aurita_Seg370.2 Seg370.2 transcript_id=Seg370.2_GoldUCD_mRNA.D3Y31 product=Peroxidasin protein_id=Seg370.2_GoldUCD_D3Y31 partial=true
OG0000078	Xenia_spec_Xe_013237_T1 Xe_013237_T1 Xe_013237, Xenia_spec_Xe_013236_T1 Xe_013236_T1 Xe_013236	Aurelia_aurita_Seg1437.7 Seg1437.7 transcript_id=Seg1437.7_GoldUCD_mRNA.D3Y31 product=Cystatin-1 protein_id=Seg1437.7_GoldUCD_D3Y31
OG0000082	Xenia_spec_Xe_008177_T1 Xe_008177_T1 Xe_008177	Aurelia_aurita_Seg118.4 Seg118.4 transcript_id=Seg118.4_GoldUCD_mRNA.D3Y31 product="C-type mannose receptor 2" protein_id=Seg118.4_GoldUCD_D3Y31 partial=true
OG0000083	Xenia_spec_Xe_012872_T2 Xe_012872_T2 Xe_012872, Xenia_spec_Xe_012872_T1 Xe_012872_T1 Xe_012872	Aurelia_aurita_Seg1025.2 Seg1025.2 transcript_id=Seg1025.2_GoldUCD_mRNA.D3Y31 product=Hyaluronidase-3 protein_id=Seg1025.2_GoldUCD_D3Y31
OG0000086	Xenia_spec_Xe_017401_T1 Xe_017401_T1 Xe_017401, Xenia_spec_Xe_017398_T1 Xe_017398_T1 Xe_017398, Xenia_spec_Xe_017399_T1 Xe_017399_T1 Xe_017399, Xenia_spec_Xe_017400_T1 Xe_017400_T1 Xe_017400, Xenia_spec_Xe_017447_T1 Xe_017447_T1 Xe_017447, Xenia_spec_Xe_017402_T1 Xe_017402_T1 Xe_017402	Aurelia_aurita_Seg1909.5 Seg1909.5 transcript_id=Seg1909.5_GoldUCD_mRNA.D3Y31 product="putative serine protease 29" protein_id=Seg1909.5_GoldUCD_D3Y31
OG0000088	Xenia_spec_Xe_008756_T1 Xe_008756_T1 Xe_008756	Aurelia_aurita_Seg3345.1 Seg3345.1 transcript_id=Seg3345.1_GoldUCD_mRNA.D3Y31 product=Spondin-1 protein_id=Seg3345.1_GoldUCD_D3Y31
OG0000089	Xenia_spec_Xe_014721_T1 Xe_014721_T1 Xe_014721	Aurelia_aurita_Seg675.35 Seg675.35 transcript_id=Seg675.35_GoldUCD_mRNA.D3Y31 product="Chordin-like protein 1" protein_id=Seg675.35_GoldUCD_D3Y31
OG0000093	Xenia_spec_Xe_018263_T1 Xe_018263_T1 Xe_018263	Aurelia_aurita_Seg1903.2 Seg1903.2 transcript_id=Seg1903.2_GoldUCD_mRNA.D3Y31 product=Cystatin-B protein_id=Seg1903.2_GoldUCD_D3Y31
OG0000099	Xenia_spec_Xe_014903_T1 Xe_014903_T1 Xe_014903, Xenia_spec_Xe_002440_T1 Xe_002440_T1 Xe_002440, Xenia_spec_Xe_003140_T1 Xe_003140_T1 Xe_003140, Xenia_spec_Xe_001885_T1 Xe_001885_T1 Xe_001885	Aurelia_aurita_Seg1440.2 Seg1440.2 transcript_id=Seg1440.2_GoldUCD_mRNA.D3Y31 product=Tyrosinase protein_id=Seg1440.2_GoldUCD_D3Y31
OG0000100	Xenia_spec_Xe_006067_T1 Xe_006067_T1 Xe_006067	Aurelia_aurita_Seg2082.5 Seg2082.5 transcript_id=Seg2082.5_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1" protein_id=Seg2082.5_GoldUCD_D3Y31
OG0000100	Xenia_spec_Xe_006064_T1 Xe_006064_T1 Xe_006064	Aurelia_aurita_Seg2082.2 Seg2082.2 transcript_id=Seg2082.2_GoldUCD_mRNA.D3Y31 product="Collagen alpha-1" protein_id=Seg2082.2_GoldUCD_D3Y31
OG0000102	Xenia_spec_Xe_015831_T1 Xe_015831_T1 Xe_015831	Aurelia_aurita_Seg2029.3 Seg2029.3 transcript_id=Seg2029.3_GoldUCD_mRNA.D3Y31 product=Fibulin-2 protein_id=Seg2029.3_GoldUCD_D3Y31 partial=true
OG0000103	Xenia_spec_Xe_009673_T1 Xe_009673_T1 Xe_009673	Aurelia_aurita_Seg2032.4 Seg2032.4 transcript_id=Seg2032.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 49" protein_id=Seg2032.4_GoldUCD_D3Y31
OG0000116	Xenia_spec_Xe_014990_T1 Xe_014990_T1 Xe_014990	Aurelia_aurita_Seg2630.2 Seg2630.2 transcript_id=Seg2630.2_GoldUCD_mRNA.D3Y31 product="Tyrosine-protein phosphatase Lar" protein_id=Seg2630.2_GoldUCD_D3Y31, Aurelia_aurita_Seg15.5 Seg15.5 transcript_id=Seg15.5_GoldUCD_mRNA.D3Y31 product="Neural cell adhesion molecule 2" protein_id=Seg15.5_GoldUCD_D3Y31, Aurelia_aurita_Seg8185.1 Seg8185.1 transcript_id=Seg8185.1_GoldUCD_mRNA.D3Y31 product="Protein sax-3" protein_id=Seg8185.1_GoldUCD_D3Y31
OG0000119	Xenia_spec_Xe_000603_T1 Xe_000603_T1 Xe_000603	Aurelia_aurita_Seg1452.3 Seg1452.3 transcript_id=Seg1452.3_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 40" protein_id=Seg1452.3_GoldUCD_D3Y31
OG0000121	Xenia_spec_Xe_002883_T1 Xe_002883_T1 Xe_002883	Aurelia_aurita_Seg3635.4 Seg3635.4 transcript_id=Seg3635.4_GoldUCD_mRNA.D3Y31 product="Signal peptide CUB and EGF-like domain-containing protein 1" protein_id=Seg3635.4_GoldUCD_D3Y31
OG0000133	Xenia_spec_Xe_002448_T1 Xe_002448_T1 Xe_002448	Aurelia_aurita_Seg1842.5 Seg1842.5 transcript_id=Seg1842.5_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 9" protein_id=Seg1842.5_GoldUCD_D3Y31
OG0000138	Xenia_spec_Xe_007880_T1 Xe_007880_T1 Xe_007880	Aurelia_aurita_Seg378.26 Seg378.26 transcript_id=Seg378.26_GoldUCD_mRNA.D3Y31 product=Usherin protein_id=Seg378.26_GoldUCD_D3Y31
OG0000147	Xenia_spec_Xe_010957_T1 Xe_010957_T1 Xe_010957, Xenia_spec_Xe_011005_T1 Xe_011005_T1 Xe_011005	Aurelia_aurita_Seg3046.3 Seg3046.3 transcript_id=Seg3046.3_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat serine_threonine-protein kinase 1" protein_id=Seg3046.3_GoldUCD_D3Y31 partial=true
OG0000159	Xenia_spec_Xe_013605_T1 Xe_013605_T1 Xe_013605	Aurelia_aurita_Seg1354.12 Seg1354.12 transcript_id=Seg1354.12_GoldUCD_mRNA.D3Y31 product="Fibronectin type 3 and ankyrin repeat domains protein 1" protein_id=Seg1354.12_GoldUCD_D3Y31
OG0000160	Xenia_spec_Xe_004370_T1 Xe_004370_T1 Xe_004370	Aurelia_aurita_Seg1152.2 Seg1152.2 transcript_id=Seg1152.2_GoldUCD_mRNA.D3Y31 product="72 kDa type IV collagenase" protein_id=Seg1152.2_GoldUCD_D3Y31
OG0000165	Xenia_spec_Xe_014466_T1 Xe_014466_T1 Xe_014466	Aurelia_aurita_Seg1081.15 Seg1081.15 transcript_id=Seg1081.15_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 58" protein_id=Seg1081.15_GoldUCD_D3Y31
OG0000166	Xenia_spec_Xe_001947_T1 Xe_001947_T1 Xe_001947	Aurelia_aurita_Seg1841.2 Seg1841.2 transcript_id=Seg1841.2_GoldUCD_mRNA.D3Y31 product=Frizzled-1 protein_id=Seg1841.2_GoldUCD_D3Y31, Aurelia_aurita_Seg4426.2 Seg4426.2 transcript_id=Seg4426.2_GoldUCD_mRNA.D3Y31 product=Frizzled-1 protein_id=Seg4426.2_GoldUCD_D3Y31
OG0000167	Xenia_spec_Xe_009503_T2 Xe_009503_T2 Xe_009503, Xenia_spec_Xe_009503_T1 Xe_009503_T1 Xe_009503	Aurelia_aurita_Seg841.16 Seg841.16 transcript_id=Seg841.16_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg841.16_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2949.2 Seg2949.2 transcript_id=Seg2949.2_GoldUCD_mRNA.D3Y31 product="Immunoglobulin superfamily member 22" protein_id=Seg2949.2_GoldUCD_D3Y31 partial=true
OG0000177	Xenia_spec_Xe_012642_T1 Xe_012642_T1 Xe_012642	Aurelia_aurita_Seg2025.6 Seg2025.6 transcript_id=Seg2025.6_GoldUCD_mRNA.D3Y31 product="Acidic mammalian chitinase" protein_id=Seg2025.6_GoldUCD_D3Y31
OG0000182	Xenia_spec_Xe_018472_T1 Xe_018472_T1 Xe_018472	Aurelia_aurita_Seg3076.2 Seg3076.2 transcript_id=Seg3076.2_GoldUCD_mRNA.D3Y31 product="von Willebrand factor A domain-containing protein 3A" protein_id=Seg3076.2_GoldUCD_D3Y31
OG0000183	Xenia_spec_Xe_013382_T1 Xe_013382_T1 Xe_013382, Xenia_spec_Xe_013357_T1 Xe_013357_T1 Xe_013357	Aurelia_aurita_Seg1773.5 Seg1773.5 transcript_id=Seg1773.5_GoldUCD_mRNA.D3Y31 product="Zinc metalloproteinase nas-7" protein_id=Seg1773.5_GoldUCD_D3Y31, Aurelia_aurita_Seg1427.1 Seg1427.1 transcript_id=Seg1427.1_GoldUCD_mRNA.D3Y31 product="Mucin-like protein" protein_id=Seg1427.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1910.6 Seg1910.6 transcript_id=Seg1910.6_GoldUCD_mRNA.D3Y31 product=SE-cephalotoxin protein_id=Seg1910.6_GoldUCD_D3Y31, Aurelia_aurita_Seg4309.2 Seg4309.2 transcript_id=Seg4309.2_GoldUCD_mRNA.D3Y31 product="Complement component C9" protein_id=Seg4309.2_GoldUCD_D3Y31, Aurelia_aurita_Seg1708.7 Seg1708.7 transcript_id=Seg1708.7_GoldUCD_mRNA.D3Y31 product="Low-density lipoprotein receptor-related protein 2" protein_id=Seg1708.7_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1116.5 Seg1116.5 transcript_id=Seg1116.5_GoldUCD_mRNA.D3Y31 product="Complement component C9" protein_id=Seg1116.5_GoldUCD_D3Y31, Aurelia_aurita_Seg4309.1 Seg4309.1 transcript_id=Seg4309.1_GoldUCD_mRNA.D3Y31 product="Complement component C9" protein_id=Seg4309.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1916.8 Seg1916.8 transcript_id=Seg1916.8_GoldUCD_mRNA.D3Y31 product=SE-cephalotoxin protein_id=Seg1916.8_GoldUCD_D3Y31 partial=true
OG0000187	Xenia_spec_Xe_005860_T1 Xe_005860_T1 Xe_005860, Xenia_spec_Xe_005930_T1 Xe_005930_T1 Xe_005930	Aurelia_aurita_Seg3528.1 Seg3528.1 transcript_id=Seg3528.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 69" protein_id=Seg3528.1_GoldUCD_D3Y31
OG0000188	Xenia_spec_Xe_000226_T1 Xe_000226_T1 Xe_000226	Aurelia_aurita_Seg2869.1 Seg2869.1 transcript_id=Seg2869.1_GoldUCD_mRNA.D3Y31 product="Collagen alpha-6 chain" protein_id=Seg2869.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg6483.1 Seg6483.1 transcript_id=Seg6483.1_GoldUCD_mRNA.D3Y31 product="Collagen alpha-4 chain" protein_id=Seg6483.1_GoldUCD_D3Y31 partial=true
OG0000192	Xenia_spec_Xe_016382_T1 Xe_016382_T1 Xe_016382	Aurelia_aurita_Seg1524.6 Seg1524.6 transcript_id=Seg1524.6_GoldUCD_mRNA.D3Y31 product="Protein flightless-1-like" protein_id=Seg1524.6_GoldUCD_D3Y31 partial=true
OG0000197	Xenia_spec_Xe_007048_T1 Xe_007048_T1 Xe_007048	Aurelia_aurita_Seg768.11 Seg768.11 transcript_id=Seg768.11_GoldUCD_mRNA.D3Y31 product="Kremen protein 1" protein_id=Seg768.11_GoldUCD_D3Y31
OG0000199	Xenia_spec_Xe_013084_T1 Xe_013084_T1 Xe_013084	Aurelia_aurita_Seg1662.4 Seg1662.4 transcript_id=Seg1662.4_GoldUCD_mRNA.D3Y31 product="26S proteasome non-ATPase regulatory subunit 4" protein_id=Seg1662.4_GoldUCD_D3Y31
OG0000201	Xenia_spec_Xe_003238_T1 Xe_003238_T1 Xe_003238	Aurelia_aurita_Seg1701.4 Seg1701.4 transcript_id=Seg1701.4_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeats and immunoglobulin-like domains protein 3" protein_id=Seg1701.4_GoldUCD_D3Y31
OG0000203	Xenia_spec_Xe_014757_T1 Xe_014757_T1 Xe_014757	Aurelia_aurita_Seg6049.1 Seg6049.1 transcript_id=Seg6049.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 pseudo=true protein_id=Seg6049.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3014.4 Seg3014.4 transcript_id=Seg3014.4_GoldUCD_mRNA.D3Y31 product="Delta and Notch-like epidermal growth factor-related receptor" protein_id=Seg3014.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2049.5 Seg2049.5 transcript_id=Seg2049.5_GoldUCD_mRNA.D3Y31 product="Delta and Notch-like epidermal growth factor-related receptor" protein_id=Seg2049.5_GoldUCD_D3Y31
OG0000204	Xenia_spec_Xe_015988_T1 Xe_015988_T1 Xe_015988	Aurelia_aurita_Seg2327.2 Seg2327.2 transcript_id=Seg2327.2_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 59" protein_id=Seg2327.2_GoldUCD_D3Y31, Aurelia_aurita_Seg573.1 Seg573.1 transcript_id=Seg573.1_GoldUCD_mRNA.D3Y31 product="Leucine-rich repeat-containing protein 59" protein_id=Seg573.1_GoldUCD_D3Y31
OG0000210	Xenia_spec_Xe_014129_T1 Xe_014129_T1 Xe_014129	Aurelia_aurita_Seg1703.3 Seg1703.3 transcript_id=Seg1703.3_GoldUCD_mRNA.D3Y31 product="X-ray radiation resistance-associated protein 1" protein_id=Seg1703.3_GoldUCD_D3Y31
OG0000211	Xenia_spec_Xe_009004_T2 Xe_009004_T2 Xe_009004, Xenia_spec_Xe_009004_T1 Xe_009004_T1 Xe_009004	Aurelia_aurita_Seg2763.1 Seg2763.1 transcript_id=Seg2763.1_GoldUCD_mRNA.D3Y31 product=Centriolin protein_id=Seg2763.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg11460.1 Seg11460.1 transcript_id=Seg11460.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg11460.1_GoldUCD_D3Y31 partial=true
OG0000213	Xenia_spec_Xe_007490_T1 Xe_007490_T1 Xe_007490	Aurelia_aurita_Seg819.1_Seg819.2 Seg819.1_Seg819.2 transcript_id=Seg819.1_Seg819.2_GoldUCD_mRNA.D3Y31 product="Neurogenic locus Notch protein" protein_id=Seg819.1_Seg819.2_GoldUCD_D3Y31
OG0000214	Xenia_spec_Xe_003060_T1 Xe_003060_T1 Xe_003060	Aurelia_aurita_Seg298.30 Seg298.30 transcript_id=Seg298.30_GoldUCD_mRNA.D3Y31 product="Integrator complex subunit 14" protein_id=Seg298.30_GoldUCD_D3Y31
