Orthogroup	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Anthozoa_Nematostella_vectensis
OG0000073	Xenia_spec_Xe_001002_T1 Xe_001002_T1 Xe_001002, Xenia_spec_Xe_001017_T1 Xe_001017_T1 Xe_001017, Xenia_spec_Xe_001018_T1 Xe_001018_T1 Xe_001018, Xenia_spec_Xe_001020_T1 Xe_001020_T1 Xe_001020, Xenia_spec_Xe_001022_T1 Xe_001022_T1 Xe_001022, Xenia_spec_Xe_001024_T1 Xe_001024_T1 Xe_001024, Xenia_spec_Xe_020104_T1 Xe_020104_T1 Xe_020104, Xenia_spec_Xe_001000_T1 Xe_001000_T1 Xe_001000, Xenia_spec_Xe_000999_T1 Xe_000999_T1 Xe_000999, Xenia_spec_Xe_001025_T1 Xe_001025_T1 Xe_001025, Xenia_spec_Xe_000993_T1 Xe_000993_T1 Xe_000993, Xenia_spec_Xe_000995_T1 Xe_000995_T1 Xe_000995, Xenia_spec_Xe_000995_T2 Xe_000995_T2 Xe_000995, Xenia_spec_Xe_000996_T1 Xe_000996_T1 Xe_000996, Xenia_spec_Xe_000994_T2 Xe_000994_T2 Xe_000994, Xenia_spec_Xe_000994_T1 Xe_000994_T1 Xe_000994	Nematostella_vectensis_NV2t000893001.1 NV2t000893001.1, Nematostella_vectensis_NV2t006315001.1 NV2t006315001.1, Nematostella_vectensis_NV2t007757001.1 NV2t007757001.1
OG0000076	Xenia_spec_Xe_015835_T1 Xe_015835_T1 Xe_015835	Nematostella_vectensis_NV2t013872001.1 NV2t013872001.1
OG0000078	Xenia_spec_Xe_013236_T1 Xe_013236_T1 Xe_013236	Nematostella_vectensis_NV2t017628001.1 NV2t017628001.1
OG0000081	Xenia_spec_Xe_004317_T1 Xe_004317_T1 Xe_004317	Nematostella_vectensis_NV2t001170001.1 NV2t001170001.1
OG0000082	Xenia_spec_Xe_008177_T1 Xe_008177_T1 Xe_008177	Nematostella_vectensis_NV2t009511001.1 NV2t009511001.1
OG0000083	Xenia_spec_Xe_012872_T2 Xe_012872_T2 Xe_012872, Xenia_spec_Xe_012872_T1 Xe_012872_T1 Xe_012872	Nematostella_vectensis_NV2t014428001.1 NV2t014428001.1
OG0000086	Xenia_spec_Xe_017482_T1 Xe_017482_T1 Xe_017482, Xenia_spec_Xe_017484_T2 Xe_017484_T2 Xe_017484, Xenia_spec_Xe_017484_T1 Xe_017484_T1 Xe_017484	Nematostella_vectensis_NV2t001985001.1 NV2t001985001.1
OG0000086	Xenia_spec_Xe_017401_T1 Xe_017401_T1 Xe_017401, Xenia_spec_Xe_017398_T1 Xe_017398_T1 Xe_017398, Xenia_spec_Xe_017399_T1 Xe_017399_T1 Xe_017399, Xenia_spec_Xe_017400_T1 Xe_017400_T1 Xe_017400, Xenia_spec_Xe_017447_T1 Xe_017447_T1 Xe_017447, Xenia_spec_Xe_017402_T1 Xe_017402_T1 Xe_017402	Nematostella_vectensis_NV2t025466001.1 NV2t025466001.1, Nematostella_vectensis_NV2t024867001.1 NV2t024867001.1
OG0000087	Xenia_spec_Xe_004782_T1 Xe_004782_T1 Xe_004782	Nematostella_vectensis_NV2t015454001.1 NV2t015454001.1
OG0000088	Xenia_spec_Xe_008756_T1 Xe_008756_T1 Xe_008756	Nematostella_vectensis_NV2t009987001.1 NV2t009987001.1
OG0000089	Xenia_spec_Xe_014721_T1 Xe_014721_T1 Xe_014721	Nematostella_vectensis_NV2t022735001.1 NV2t022735001.1
OG0000093	Xenia_spec_Xe_018469_T1 Xe_018469_T1 Xe_018469, Xenia_spec_Xe_020077_T1 Xe_020077_T1 Xe_020077, Xenia_spec_Xe_018297_T1 Xe_018297_T1 Xe_018297, Xenia_spec_Xe_018334_T1 Xe_018334_T1 Xe_018334, Xenia_spec_Xe_018335_T1 Xe_018335_T1 Xe_018335	Nematostella_vectensis_NV2t008996001.1 NV2t008996001.1, Nematostella_vectensis_NV2t009097001.1 NV2t009097001.1
OG0000094	Xenia_spec_Xe_014308_T1 Xe_014308_T1 Xe_014308	Nematostella_vectensis_NV2t021528002.1 NV2t021528002.1, Nematostella_vectensis_NV2t021528001.1 NV2t021528001.1
OG0000099	Xenia_spec_Xe_014903_T1 Xe_014903_T1 Xe_014903, Xenia_spec_Xe_002440_T1 Xe_002440_T1 Xe_002440, Xenia_spec_Xe_003140_T1 Xe_003140_T1 Xe_003140, Xenia_spec_Xe_001885_T1 Xe_001885_T1 Xe_001885	Nematostella_vectensis_NV2t012418001.1 NV2t012418001.1
OG0000100	Xenia_spec_Xe_006066_T1 Xe_006066_T1 Xe_006066	Nematostella_vectensis_NV2t005196004.1 NV2t005196004.1, Nematostella_vectensis_NV2t005199001.1 NV2t005199001.1, Nematostella_vectensis_NV2t005199002.1 NV2t005199002.1, Nematostella_vectensis_NV2t005196003.1 NV2t005196003.1, Nematostella_vectensis_NV2t005196001.1 NV2t005196001.1, Nematostella_vectensis_NV2t005196002.1 NV2t005196002.1
OG0000100	Xenia_spec_Xe_006067_T1 Xe_006067_T1 Xe_006067	Nematostella_vectensis_NV2t005200001.1 NV2t005200001.1
OG0000100	Xenia_spec_Xe_006064_T1 Xe_006064_T1 Xe_006064	Nematostella_vectensis_NV2t005188001.1 NV2t005188001.1, Nematostella_vectensis_NV2t005188002.1 NV2t005188002.1
OG0000102	Xenia_spec_Xe_015831_T1 Xe_015831_T1 Xe_015831	Nematostella_vectensis_NV2t003768002.1 NV2t003768002.1
OG0000103	Xenia_spec_Xe_009673_T1 Xe_009673_T1 Xe_009673	Nematostella_vectensis_NV2t024079004.1 NV2t024079004.1, Nematostella_vectensis_NV2t024079001.1 NV2t024079001.1, Nematostella_vectensis_NV2t024079007.1 NV2t024079007.1, Nematostella_vectensis_NV2t024079002.1 NV2t024079002.1
OG0000105	Xenia_spec_Xe_000666_T1 Xe_000666_T1 Xe_000666, Xenia_spec_Xe_006920_T1 Xe_006920_T1 Xe_006920, Xenia_spec_Xe_000727_T1 Xe_000727_T1 Xe_000727, Xenia_spec_Xe_000729_T1 Xe_000729_T1 Xe_000729, Xenia_spec_Xe_000659_T1 Xe_000659_T1 Xe_000659, Xenia_spec_Xe_000662_T1 Xe_000662_T1 Xe_000662, Xenia_spec_Xe_000630_T1 Xe_000630_T1 Xe_000630	Nematostella_vectensis_NV2t014921001.1 NV2t014921001.1, Nematostella_vectensis_NV2t014920001.1 NV2t014920001.1, Nematostella_vectensis_NV2t024741003.1 NV2t024741003.1
OG0000111	Xenia_spec_Xe_018449_T1 Xe_018449_T1 Xe_018449	Nematostella_vectensis_NV2t018220001.1 NV2t018220001.1, Nematostella_vectensis_NV2t007958001.1 NV2t007958001.1, Nematostella_vectensis_NV2t017350001.1 NV2t017350001.1
OG0000113	Xenia_spec_Xe_014684_T1 Xe_014684_T1 Xe_014684	Nematostella_vectensis_NV2t022291001.1 NV2t022291001.1
OG0000114	Xenia_spec_Xe_015898_T1 Xe_015898_T1 Xe_015898	Nematostella_vectensis_NV2t003399001.1 NV2t003399001.1
OG0000116	Xenia_spec_Xe_014990_T1 Xe_014990_T1 Xe_014990	Nematostella_vectensis_NV2t021902003.1 NV2t021902003.1, Nematostella_vectensis_NV2t021902008.1 NV2t021902008.1, Nematostella_vectensis_NV2t021902002.1 NV2t021902002.1, Nematostella_vectensis_NV2t021902009.1 NV2t021902009.1, Nematostella_vectensis_NV2t021902006.1 NV2t021902006.1, Nematostella_vectensis_NV2t021902001.1 NV2t021902001.1, Nematostella_vectensis_NV2t021902010.1 NV2t021902010.1, Nematostella_vectensis_NV2t021902005.1 NV2t021902005.1, Nematostella_vectensis_NV2t021902007.1 NV2t021902007.1, Nematostella_vectensis_NV2t021902004.1 NV2t021902004.1, Nematostella_vectensis_NV2t021924001.1 NV2t021924001.1
OG0000119	Xenia_spec_Xe_000603_T1 Xe_000603_T1 Xe_000603	Nematostella_vectensis_NV2t000890002.1 NV2t000890002.1, Nematostella_vectensis_NV2t000890001.1 NV2t000890001.1
OG0000121	Xenia_spec_Xe_002883_T1 Xe_002883_T1 Xe_002883	Nematostella_vectensis_NV2t005949001.1 NV2t005949001.1
OG0000129	Xenia_spec_Xe_000519_T1 Xe_000519_T1 Xe_000519	Nematostella_vectensis_NV2t000914001.1 NV2t000914001.1, Nematostella_vectensis_NV2t000914002.1 NV2t000914002.1
OG0000131	Xenia_spec_Xe_012716_T1 Xe_012716_T1 Xe_012716	Nematostella_vectensis_NV2t019864001.1 NV2t019864001.1, Nematostella_vectensis_NV2t019863002.1 NV2t019863002.1, Nematostella_vectensis_NV2t013270001.1 NV2t013270001.1
OG0000133	Xenia_spec_Xe_002448_T1 Xe_002448_T1 Xe_002448	Nematostella_vectensis_NV2t005944001.1 NV2t005944001.1
OG0000138	Xenia_spec_Xe_007880_T1 Xe_007880_T1 Xe_007880	Nematostella_vectensis_NV2t025698001.1 NV2t025698001.1
OG0000150	Xenia_spec_Xe_007831_T1 Xe_007831_T1 Xe_007831	Nematostella_vectensis_NV2t025632001.1 NV2t025632001.1
OG0000158	Xenia_spec_Xe_004819_T1 Xe_004819_T1 Xe_004819	Nematostella_vectensis_NV2t016600002.1 NV2t016600002.1, Nematostella_vectensis_NV2t016600001.1 NV2t016600001.1
OG0000159	Xenia_spec_Xe_013605_T1 Xe_013605_T1 Xe_013605	Nematostella_vectensis_NV2t018043001.1 NV2t018043001.1, Nematostella_vectensis_NV2t014678001.1 NV2t014678001.1
OG0000160	Xenia_spec_Xe_004370_T1 Xe_004370_T1 Xe_004370	Nematostella_vectensis_NV2t011287001.1 NV2t011287001.1, Nematostella_vectensis_NV2t000851001.1 NV2t000851001.1, Nematostella_vectensis_NV2t001272001.1 NV2t001272001.1, Nematostella_vectensis_NV2t016585002.1 NV2t016585002.1, Nematostella_vectensis_NV2t016585001.1 NV2t016585001.1
OG0000165	Xenia_spec_Xe_014466_T1 Xe_014466_T1 Xe_014466	Nematostella_vectensis_NV2t022022001.1 NV2t022022001.1
OG0000166	Xenia_spec_Xe_001947_T1 Xe_001947_T1 Xe_001947	Nematostella_vectensis_NV2t024249001.1 NV2t024249001.1
OG0000177	Xenia_spec_Xe_012642_T1 Xe_012642_T1 Xe_012642	Nematostella_vectensis_NV2t013212001.1 NV2t013212001.1
OG0000182	Xenia_spec_Xe_018472_T1 Xe_018472_T1 Xe_018472	Nematostella_vectensis_NV2t006820001.1 NV2t006820001.1
OG0000187	Xenia_spec_Xe_005860_T1 Xe_005860_T1 Xe_005860, Xenia_spec_Xe_005930_T1 Xe_005930_T1 Xe_005930	Nematostella_vectensis_NV2t005309001.1 NV2t005309001.1, Nematostella_vectensis_NV2t005308001.1 NV2t005308001.1
OG0000188	Xenia_spec_Xe_000226_T1 Xe_000226_T1 Xe_000226	Nematostella_vectensis_NV2t000856001.1 NV2t000856001.1, Nematostella_vectensis_NV2t014087001.1 NV2t014087001.1, Nematostella_vectensis_NV2t014076001.1 NV2t014076001.1, Nematostella_vectensis_NV2t014089001.1 NV2t014089001.1
OG0000189	Xenia_spec_Xe_009233_T1 Xe_009233_T1 Xe_009233	Nematostella_vectensis_NV2t005003003.1 NV2t005003003.1, Nematostella_vectensis_NV2t005003001.1 NV2t005003001.1, Nematostella_vectensis_NV2t005004001.1 NV2t005004001.1
OG0000192	Xenia_spec_Xe_016382_T1 Xe_016382_T1 Xe_016382	Nematostella_vectensis_NV2t007835001.1 NV2t007835001.1, Nematostella_vectensis_NV2t007835002.1 NV2t007835002.1, Nematostella_vectensis_NV2t007835003.1 NV2t007835003.1
OG0000193	Xenia_spec_Xe_008475_T1 Xe_008475_T1 Xe_008475	Nematostella_vectensis_NV2t009771001.1 NV2t009771001.1
OG0000195	Xenia_spec_Xe_009602_T1 Xe_009602_T1 Xe_009602	Nematostella_vectensis_NV2t011142001.1 NV2t011142001.1
OG0000197	Xenia_spec_Xe_007048_T1 Xe_007048_T1 Xe_007048	Nematostella_vectensis_NV2t013381001.1 NV2t013381001.1, Nematostella_vectensis_NV2t015283001.1 NV2t015283001.1
OG0000199	Xenia_spec_Xe_013084_T1 Xe_013084_T1 Xe_013084	Nematostella_vectensis_NV2t017578001.1 NV2t017578001.1
OG0000200	Xenia_spec_Xe_015525_T1 Xe_015525_T1 Xe_015525	Nematostella_vectensis_NV2t002853001.1 NV2t002853001.1
OG0000201	Xenia_spec_Xe_003238_T1 Xe_003238_T1 Xe_003238	Nematostella_vectensis_NV2t000988005.1 NV2t000988005.1, Nematostella_vectensis_NV2t000988003.1 NV2t000988003.1, Nematostella_vectensis_NV2t000988004.1 NV2t000988004.1, Nematostella_vectensis_NV2t000988001.1 NV2t000988001.1, Nematostella_vectensis_NV2t000988002.1 NV2t000988002.1
OG0000203	Xenia_spec_Xe_014757_T1 Xe_014757_T1 Xe_014757	Nematostella_vectensis_NV2t022236001.1 NV2t022236001.1
OG0000204	Xenia_spec_Xe_015988_T1 Xe_015988_T1 Xe_015988	Nematostella_vectensis_NV2t003725001.1 NV2t003725001.1
OG0000210	Xenia_spec_Xe_014129_T1 Xe_014129_T1 Xe_014129	Nematostella_vectensis_NV2t021186001.1 NV2t021186001.1, Nematostella_vectensis_NV2t019015002.1 NV2t019015002.1
OG0000211	Xenia_spec_Xe_009004_T2 Xe_009004_T2 Xe_009004, Xenia_spec_Xe_009004_T1 Xe_009004_T1 Xe_009004	Nematostella_vectensis_NV2t025670003.1 NV2t025670003.1, Nematostella_vectensis_NV2t025670006.1 NV2t025670006.1
OG0000212	Xenia_spec_Xe_007486_T1 Xe_007486_T1 Xe_007486	Nematostella_vectensis_NV2t025332003.1 NV2t025332003.1, Nematostella_vectensis_NV2t025332002.1 NV2t025332002.1
OG0000214	Xenia_spec_Xe_003060_T1 Xe_003060_T1 Xe_003060	Nematostella_vectensis_NV2t024154001.1 NV2t024154001.1
OG0000219	Xenia_spec_Xe_014122_T1 Xe_014122_T1 Xe_014122	Nematostella_vectensis_NV2t022330001.1 NV2t022330001.1
OG0000224	Xenia_spec_Xe_017396_T1 Xe_017396_T1 Xe_017396, Xenia_spec_Xe_017392_T1 Xe_017392_T1 Xe_017392, Xenia_spec_Xe_017395_T1 Xe_017395_T1 Xe_017395, Xenia_spec_Xe_017388_T1 Xe_017388_T1 Xe_017388	Nematostella_vectensis_NV2t022909001.1 NV2t022909001.1
OG0000229	Xenia_spec_Xe_012336_T1 Xe_012336_T1 Xe_012336	Nematostella_vectensis_NV2t021107001.1 NV2t021107001.1
OG0000231	Xenia_spec_Xe_000375_T1 Xe_000375_T1 Xe_000375	Nematostella_vectensis_NV2t012221001.1 NV2t012221001.1
OG0000237	Xenia_spec_Xe_014192_T1 Xe_014192_T1 Xe_014192	Nematostella_vectensis_NV2t022294001.1 NV2t022294001.1
OG0000240	Xenia_spec_Xe_003918_T1 Xe_003918_T1 Xe_003918	Nematostella_vectensis_NV2t001304001.1 NV2t001304001.1, Nematostella_vectensis_NV2t001304003.1 NV2t001304003.1, Nematostella_vectensis_NV2t001304002.1 NV2t001304002.1
OG0000244	Xenia_spec_Xe_004256_T1 Xe_004256_T1 Xe_004256, Xenia_spec_Xe_004204_T1 Xe_004204_T1 Xe_004204, Xenia_spec_Xe_004161_T1 Xe_004161_T1 Xe_004161	Nematostella_vectensis_NV2t001696002.1 NV2t001696002.1, Nematostella_vectensis_NV2t001696001.1 NV2t001696001.1
OG0000248	Xenia_spec_Xe_002388_T1 Xe_002388_T1 Xe_002388	Nematostella_vectensis_NV2t006365001.1 NV2t006365001.1
OG0000265	Xenia_spec_Xe_015827_T1 Xe_015827_T1 Xe_015827	Nematostella_vectensis_NV2t021328001.1 NV2t021328001.1
OG0000268	Xenia_spec_Xe_018600_T1 Xe_018600_T1 Xe_018600	Nematostella_vectensis_NV2t007378001.1 NV2t007378001.1
OG0000279	Xenia_spec_Xe_015936_T1 Xe_015936_T1 Xe_015936	Nematostella_vectensis_NV2t003253001.1 NV2t003253001.1, Nematostella_vectensis_NV2t003253002.1 NV2t003253002.1
OG0000284	Xenia_spec_Xe_015013_T1 Xe_015013_T1 Xe_015013	Nematostella_vectensis_NV2t014189001.1 NV2t014189001.1, Nematostella_vectensis_NV2t014189002.1 NV2t014189002.1, Nematostella_vectensis_NV2t009493001.1 NV2t009493001.1
OG0000284	Xenia_spec_Xe_005296_T1 Xe_005296_T1 Xe_005296	Nematostella_vectensis_NV2t009494001.1 NV2t009494001.1
OG0000286	Xenia_spec_Xe_006853_T1 Xe_006853_T1 Xe_006853, Xenia_spec_Xe_005192_T1 Xe_005192_T1 Xe_005192, Xenia_spec_Xe_011406_T1 Xe_011406_T1 Xe_011406	Nematostella_vectensis_NV2t009055002.1 NV2t009055002.1, Nematostella_vectensis_NV2t009055003.1 NV2t009055003.1, Nematostella_vectensis_NV2t009055001.1 NV2t009055001.1
OG0000302	Xenia_spec_Xe_000432_T1 Xe_000432_T1 Xe_000432, Xenia_spec_Xe_001210_T1 Xe_001210_T1 Xe_001210	Nematostella_vectensis_NV2t011814001.1 NV2t011814001.1
OG0000303	Xenia_spec_Xe_013893_T1 Xe_013893_T1 Xe_013893	Nematostella_vectensis_NV2t018394001.1 NV2t018394001.1, Nematostella_vectensis_NV2t018394004.1 NV2t018394004.1, Nematostella_vectensis_NV2t018394003.1 NV2t018394003.1, Nematostella_vectensis_NV2t018394005.1 NV2t018394005.1, Nematostella_vectensis_NV2t018394002.1 NV2t018394002.1
OG0000309	Xenia_spec_Xe_002052_T1 Xe_002052_T1 Xe_002052	Nematostella_vectensis_NV2t023330001.1 NV2t023330001.1
OG0000318	Xenia_spec_Xe_002021_T1 Xe_002021_T1 Xe_002021	Nematostella_vectensis_NV2t001044001.1 NV2t001044001.1, Nematostella_vectensis_NV2t001045002.1 NV2t001045002.1, Nematostella_vectensis_NV2t001045001.1 NV2t001045001.1, Nematostella_vectensis_NV2t001047003.1 NV2t001047003.1, Nematostella_vectensis_NV2t001047001.1 NV2t001047001.1, Nematostella_vectensis_NV2t001047002.1 NV2t001047002.1
OG0000330	Xenia_spec_Xe_001209_T1 Xe_001209_T1 Xe_001209, Xenia_spec_Xe_009933_T1 Xe_009933_T1 Xe_009933	Nematostella_vectensis_NV2t012621001.1 NV2t012621001.1, Nematostella_vectensis_NV2t012623001.1 NV2t012623001.1
OG0000349	Xenia_spec_Xe_018605_T1 Xe_018605_T1 Xe_018605	Nematostella_vectensis_NV2t007560001.1 NV2t007560001.1
OG0000355	Xenia_spec_Xe_020575_T1 Xe_020575_T1 Xe_020575	Nematostella_vectensis_NV2t013356002.1 NV2t013356002.1, Nematostella_vectensis_NV2t013356004.1 NV2t013356004.1, Nematostella_vectensis_NV2t013356005.1 NV2t013356005.1, Nematostella_vectensis_NV2t013356003.1 NV2t013356003.1, Nematostella_vectensis_NV2t013356001.1 NV2t013356001.1
OG0000399	Xenia_spec_Xe_002872_T1 Xe_002872_T1 Xe_002872	Nematostella_vectensis_NV2t006344001.1 NV2t006344001.1
OG0000426	Xenia_spec_Xe_007199_T1 Xe_007199_T1 Xe_007199, Xenia_spec_Xe_014264_T1 Xe_014264_T1 Xe_014264	Nematostella_vectensis_NV2t004600001.1 NV2t004600001.1
OG0000427	Xenia_spec_Xe_004263_T1 Xe_004263_T1 Xe_004263, Xenia_spec_Xe_004260_T1 Xe_004260_T1 Xe_004260	Nematostella_vectensis_NV2t000325001.1 NV2t000325001.1
OG0000437	Xenia_spec_Xe_012747_T1 Xe_012747_T1 Xe_012747	Nematostella_vectensis_NV2t014007002.1 NV2t014007002.1, Nematostella_vectensis_NV2t014007001.1 NV2t014007001.1, Nematostella_vectensis_NV2t014007003.1 NV2t014007003.1, Nematostella_vectensis_NV2t014010001.1 NV2t014010001.1
OG0000438	Xenia_spec_Xe_016071_T1 Xe_016071_T1 Xe_016071	Nematostella_vectensis_NV2t003706003.1 NV2t003706003.1, Nematostella_vectensis_NV2t003706002.1 NV2t003706002.1, Nematostella_vectensis_NV2t003706004.1 NV2t003706004.1, Nematostella_vectensis_NV2t003706001.1 NV2t003706001.1
OG0000439	Xenia_spec_Xe_002417_T1 Xe_002417_T1 Xe_002417	Nematostella_vectensis_NV2t006438001.1 NV2t006438001.1
OG0000482	Xenia_spec_Xe_008217_T1 Xe_008217_T1 Xe_008217	Nematostella_vectensis_NV2t009497003.1 NV2t009497003.1, Nematostella_vectensis_NV2t009497002.1 NV2t009497002.1, Nematostella_vectensis_NV2t009497001.1 NV2t009497001.1
OG0000531	Xenia_spec_Xe_008885_T1 Xe_008885_T1 Xe_008885, Xenia_spec_Xe_008884_T1 Xe_008884_T1 Xe_008884	Nematostella_vectensis_NV2t025693001.1 NV2t025693001.1, Nematostella_vectensis_NV2t025693002.1 NV2t025693002.1, Nematostella_vectensis_NV2t025692001.1 NV2t025692001.1
OG0000595	Xenia_spec_Xe_001086_T1 Xe_001086_T1 Xe_001086	Nematostella_vectensis_NV2t012819001.1 NV2t012819001.1
OG0000599	Xenia_spec_Xe_004640_T1 Xe_004640_T1 Xe_004640	Nematostella_vectensis_NV2t016360001.1 NV2t016360001.1, Nematostella_vectensis_NV2t016360002.1 NV2t016360002.1
OG0000631	Xenia_spec_Xe_006286_T1 Xe_006286_T1 Xe_006286	Nematostella_vectensis_NV2t004904001.1 NV2t004904001.1
OG0000695	Xenia_spec_Xe_012977_T1 Xe_012977_T1 Xe_012977	Nematostella_vectensis_NV2t014795001.1 NV2t014795001.1
OG0000715	Xenia_spec_Xe_019856_T1 Xe_019856_T1 Xe_019856	Nematostella_vectensis_NV2t017626001.1 NV2t017626001.1
OG0000716	Xenia_spec_Xe_013098_T1 Xe_013098_T1 Xe_013098, Xenia_spec_Xe_013099_T2 Xe_013099_T2 Xe_013099, Xenia_spec_Xe_013097_T1 Xe_013097_T1 Xe_013097, Xenia_spec_Xe_013099_T1 Xe_013099_T1 Xe_013099, Xenia_spec_Xe_013105_T1 Xe_013105_T1 Xe_013105	Nematostella_vectensis_NV2t002046001.1 NV2t002046001.1
OG0000892	Xenia_spec_Xe_004436_T1 Xe_004436_T1 Xe_004436, Xenia_spec_Xe_004436_T2 Xe_004436_T2 Xe_004436	Nematostella_vectensis_NV2t015937001.1 NV2t015937001.1
OG0001570	Xenia_spec_Xe_009543_T1 Xe_009543_T1 Xe_009543, Xenia_spec_Xe_009472_T1 Xe_009472_T1 Xe_009472	Nematostella_vectensis_NV2t012620001.1 NV2t012620001.1
