Orthogroup	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000006	Porites_asteroides_isotig03891 isotig03891 extracted_CDS GOMatch=C3YF05 GOTerms=GO_0005488 Gene=CUB_and_sushi_domain-containing_protein_3_ Match_Acc=Q7Z407 gene=isogroup02159 length=1474 numContigs=1	Exaiptasia_diaphana_XP_020910027.1 XP_020910027.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana]
OG0000006	Porites_asteroides_isotig14115 isotig14115 extracted_CDS GOMatch=A7RMV0 GOTerms=GO_0005488_GO_0007155 Gene=CUB_and_sushi_domain-containing_protein_2_ Match_Acc=Q7Z408 gene=isogroup12383 length=501 numContigs=1	Exaiptasia_diaphana_XP_020912105.1 XP_020912105.1 complement factor H-related protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519013.1 XP_028519013.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana]
OG0000006	Porites_asteroides_isotig21103 isotig21103 extracted_CDS GOMatch=C3YWM8 GOTerms=GO_0005509 Gene=Sushi_repeat-containing_protein_SRPX2_ Match_Acc=C0HBD7 gene=isogroup19371 length=384 numContigs=1	Exaiptasia_diaphana_XP_028518080.1 XP_028518080.1 uncharacterized protein LOC110249342 [Exaiptasia diaphana]
OG0000006	Porites_asteroides_GCKDGN103FYMAO GCKDGN103FYMAO extracted_CDS GOMatch=C3XPW7 GOTerms=GO_0005509 length=291 region=3 run=R_2010_02_19_08_49_25_ xy=2327_1998, Porites_asteroides_isotig03322 isotig03322 extracted_CDS GOMatch=C3YC48 GOTerms=GO_0005509_GO_0005529 Gene=cDNA_FLJ16013_fis__clone_PLACE5000171__highly_similar_to_Mus_musculus_sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain_containing_1__mRNA_ Match_Acc=B3KV07 gene=isogroup01590 length=2069 numContigs=1	Exaiptasia_diaphana_XP_020911575.1 XP_020911575.1 uncharacterized protein LOC110249341 [Exaiptasia diaphana]
OG0000006	Porites_asteroides_isotig20852 isotig20852 extracted_CDS GOMatch=A7SQ46 GOTerms=GO_0005509 Gene=Sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain-containing_protein_1_ Match_Acc=Q4LDE5 gene=isogroup19120 length=386 numContigs=1	Exaiptasia_diaphana_XP_020916239.2 XP_020916239.2 uromodulin [Exaiptasia diaphana]
OG0000007	Porites_asteroides_isotig02328 isotig02328 extracted_CDS GOMatch=C3YCB7 GOTerms=GO_0004867_GO_0005201_GO_0005488_GO_0005509_GO_0005578 Gene=EGF-like_domain-containing_protein_ Match_Acc=D3BG27 gene=isogroup00997 length=626 numContigs=2, Porites_asteroides_GCKDGN103GRWXY GCKDGN103GRWXY extracted_CDS GOMatch=A7SSL3 GOTerms=GO_0005509 Gene=cDNA_FLJ14438_fis__clone_HEMBB1000317__weakly_similar_to_FIBULIN-1__ISOFORM_D_ Match_Acc=Q96K89 length=419 region=3 run=R_2010_02_19_08_49_25_ xy=2661_0756, Porites_asteroides_isotig01804 isotig01804 extracted_CDS GOMatch=A7RSD3 GOTerms=GO_0005509 Gene=Calcium_binding_EGF_domain_containing_protein_ Match_Acc=A8PQW6 gene=isogroup00735 length=1225 numContigs=2, Porites_asteroides_GCKDGN101B8517 GCKDGN101B8517 extracted_CDS GOMatch=C3YFE4 GOTerms=GO_0005509_GO_0016020 Gene=Matrilin-like_protein_ Match_Acc=C7SB45 length=395 region=1 run=R_2010_02_19_08_49_25_ xy=0807_1629, Porites_asteroides_GCKDGN102DPUBC GCKDGN102DPUBC extracted_CDS GOMatch=C3ZXG8 GOTerms=GO_0005509_GO_0016020 Gene=Matn2-prov_protein_ Match_Acc=Q7ZX63 length=435 region=2 run=R_2010_02_19_08_49_25_ xy=1407_1574, Porites_asteroides_isotig20832 isotig20832 extracted_CDS GOMatch=B3SE10 GOTerms=GO_0005509 Gene=EGF-like_domain-containing_protein_ Match_Acc=Q54YP0 gene=isogroup19100 length=387 numContigs=1	Exaiptasia_diaphana_XP_028519369.1 XP_028519369.1 mucin-like protein [Exaiptasia diaphana]
OG0000007	Porites_asteroides_isotig22939 isotig22939 extracted_CDS GOMatch=C3YL45 GOTerms=GO_0005488_GO_0007160 Gene=Alpha-tectorin-like_protein_ Match_Acc=B2XBP1 gene=isogroup21207 length=358 numContigs=1	Exaiptasia_diaphana_XP_028513868.1 XP_028513868.1 sushi_ nidogen and EGF-like domain-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518379.1 XP_028518379.1 hemicentin-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518380.1 XP_028518380.1 uncharacterized protein LOC110250391 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515863.1 XP_028515863.1 uncharacterized protein LOC110242369 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904008.1 XP_020904008.1 uncharacterized protein LOC110242369 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904007.1 XP_020904007.1 uncharacterized protein LOC110242369 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515862.1 XP_028515862.1 uncharacterized protein LOC110242369 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515861.1 XP_028515861.1 uncharacterized protein LOC110242369 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904009.1 XP_020904009.1 uncharacterized protein LOC110242369 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513925.1 XP_028513925.1 sushi_ nidogen and EGF-like domain-containing protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896895.1 XP_020896895.1 sushi_ nidogen and EGF-like domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513846.1 XP_028513846.1 sushi_ nidogen and EGF-like domain-containing protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896768.1 XP_020896768.1 sushi_ nidogen and EGF-like domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517426.1 XP_028517426.1 sushi_ nidogen and EGF-like domain-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513924.1 XP_028513924.1 sushi_ nidogen and EGF-like domain-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896893.1 XP_020896893.1 sushi_ nidogen and EGF-like domain-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896715.2 XP_020896715.2 uncharacterized protein LOC110235594 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513892.1 XP_028513892.1 sushi_ nidogen and EGF-like domain-containing protein 1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899008.1 XP_020899008.1 sushi_ nidogen and EGF-like domain-containing protein 1 [Exaiptasia diaphana]
OG0000007	Porites_asteroides_isotig03396 isotig03396 extracted_CDS GOMatch=C3ZXG8 GOTerms=GO_0005509_GO_0016020 Gene=EGF-like_domain-containing_protein_ Match_Acc=D3BG27 gene=isogroup01664 length=1937 numContigs=1	Exaiptasia_diaphana_XP_028517538.1 XP_028517538.1 mucin-like protein_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518064.1 XP_028518064.1 mucin-like protein_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518950.1 XP_028518950.1 mucin-like protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893670.2 XP_020893670.2 mucin-like protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517536.1 XP_028517536.1 mucin-like protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902301.1 XP_020902301.1 mucin-like protein_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515682.1 XP_028515682.1 uncharacterized protein LOC110241747 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513418.1 XP_028513418.1 uncharacterized protein LOC110234357 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915371.2 XP_020915371.2 mucin-like protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915241.1 XP_020915241.1 mucin-like protein_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514098.1 XP_028514098.1 mucin-like protein_ partial [Exaiptasia diaphana]
OG0000007	Porites_asteroides_isotig10752 isotig10752 extracted_CDS GOMatch=B3RS17 GOTerms=GO_0005044_GO_0005509_GO_0007160_GO_0016020 Gene=EGF-like_domain-containing_protein_ Match_Acc=D3BG27 gene=isogroup09020 length=633 numContigs=1	Exaiptasia_diaphana_XP_020915927.1 XP_020915927.1 uncharacterized protein LOC110253367 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895662.2 XP_020895662.2 fibulin-1 [Exaiptasia diaphana]
OG0000007	Porites_asteroides_isotig26075 isotig26075 extracted_CDS GOMatch=B9QP44 GOTerms=GO_0005201_GO_0005509_GO_0005578 Gene=Microneme_protein__putative_ Match_Acc=B9QP44 gene=isogroup24343 length=314 numContigs=1, Porites_asteroides_isotig25348 isotig25348 extracted_CDS GOMatch=A7S7V4 GOTerms=GO_0005509 Gene=Scube1_protein_ Match_Acc=Q68EF9 gene=isogroup23616 length=329 numContigs=1, Porites_asteroides_GCKDGN103FOZFZ GCKDGN103FOZFZ extracted_CDS GOMatch=B9QP44 GOTerms=GO_0005201_GO_0005509_GO_0005578 Gene=Microneme_protein__putative_ Match_Acc=B9QP44 length=363 region=3 run=R_2010_02_19_08_49_25_ xy=2217_3037	Exaiptasia_diaphana_XP_020902587.1 XP_020902587.1 latent-transforming growth factor beta-binding protein 1-like [Exaiptasia diaphana]
OG0000007	Porites_asteroides_GCKDGN101CFT5A GCKDGN101CFT5A extracted_CDS GOMatch=B3S3N0 GOTerms=GO_0005509 Gene=Fibrillin_2_ Match_Acc=B6CS38 length=407 region=1 run=R_2010_02_19_08_49_25_ xy=0883_1484, Porites_asteroides_isotig15882 isotig15882 extracted_CDS GOMatch=C3YBV0 GOTerms=GO_0005509 Gene=Microneme_protein_4_ Match_Acc=Q9BI05 gene=isogroup14150 length=462 numContigs=1, Porites_asteroides_isotig20493 isotig20493 extracted_CDS GOMatch=A7RGE4 GOTerms=GO_0005509 Gene=Latent-transforming_growth_factor_beta-binding_protein_1_ Match_Acc=Q8CG19 gene=isogroup18761 length=391 numContigs=1, Porites_asteroides_isotig23436 isotig23436 extracted_CDS GOMatch=A7SIA1 GOTerms=GO_0005509 gene=isogroup21704 length=350 numContigs=1	Exaiptasia_diaphana_XP_028519601.1 XP_028519601.1 fibulin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908530.1 XP_020908530.1 fibrillin-2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908531.1 XP_020908531.1 fibrillin-2 isoform X2 [Exaiptasia diaphana]
OG0000007	Porites_asteroides_isotig19735 isotig19735 extracted_CDS GOMatch=B3RQ07 GOTerms=GO_0005201_GO_0005509_GO_0005578_GO_0007160_GO_0016020 Gene=Epidermal_growth_factor_domain-containing_protein_ Match_Acc=Q2I6M7 gene=isogroup18003 length=400 numContigs=1	Exaiptasia_diaphana_XP_028515269.1 XP_028515269.1 pro-epidermal growth factor-like [Exaiptasia diaphana]
OG0000007	Porites_asteroides_isotig18521 isotig18521 extracted_CDS GOMatch=A7RGE4 GOTerms=GO_0005509 gene=isogroup16789 length=416 numContigs=1, Porites_asteroides_GCKDGN101B3PAV GCKDGN101B3PAV extracted_CDS GOMatch=C7SB45 GOTerms=GO_0005509_GO_0007160 Gene=Matrilin-like_protein_ Match_Acc=C7SB45 length=445 region=1 run=R_2010_02_19_08_49_25_ xy=0745_0581	Exaiptasia_diaphana_XP_028514361.1 XP_028514361.1 uncharacterized protein LOC110237188 [Exaiptasia diaphana]
OG0000008	Porites_asteroides_isotig02918 isotig02918 extracted_CDS GOMatch=Q25059 GOTerms=GO_0005509 Gene=Fibropellin_III__Fragment__ Match_Acc=Q25059 gene=isogroup01292 length=449 numContigs=3, Porites_asteroides_isotig02919 isotig02919 extracted_CDS GOMatch=C3ZKA1 GOTerms=GO_0005488_GO_0005509 Gene=Fibropellin_III__Fragment__ Match_Acc=Q25059 gene=isogroup01292 length=334 numContigs=2	Exaiptasia_diaphana_XP_020896870.2 XP_020896870.2 putative uncharacterized protein DDB_G0290521 [Exaiptasia diaphana]
OG0000008	Porites_asteroides_isotig17057 isotig17057 extracted_CDS GOMatch=C3Y4W8 GOTerms=GO_0005509 Gene=Notch_1_protein_ Match_Acc=Q8K428 gene=isogroup15325 length=438 numContigs=1	Exaiptasia_diaphana_XP_020901878.1 XP_020901878.1 uncharacterized protein LOC110240410 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515273.1 XP_028515273.1 uncharacterized protein LOC110240410 isoform X1 [Exaiptasia diaphana]
OG0000008	Porites_asteroides_isotig08472 isotig08472 extracted_CDS GOMatch=A7RHH9 GOTerms=GO_0005509 Gene=Notch_homolog_1b_ Match_Acc=A5WUN6 gene=isogroup06740 length=753 numContigs=1, Porites_asteroides_isotig16711 isotig16711 extracted_CDS GOMatch=A7RHH9 GOTerms=GO_0005509 Gene=Notch_2__Fragment__ Match_Acc=O13149 gene=isogroup14979 length=442 numContigs=1	Exaiptasia_diaphana_XP_028516255.1 XP_028516255.1 uromodulin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516256.1 XP_028516256.1 uncharacterized protein LOC110243828 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905625.1 XP_020905625.1 uncharacterized protein LOC110243830_ partial [Exaiptasia diaphana]
OG0000008	Porites_asteroides_isotig11762 isotig11762 extracted_CDS GOMatch=A7S3L4 GOTerms=GO_0005102_GO_0007165 Gene=GP2_THP-like_protein__Fragment__ Match_Acc=A8C9K9 gene=isogroup10030 length=584 numContigs=1, Porites_asteroides_isotig03900 isotig03900 extracted_CDS GOMatch=A7S5P0 GOTerms=GO_0005509_GO_0005886_GO_0007155_GO_0007156_GO_0016020_GO_0016021 Gene=GP2_THP-like_protein__Fragment__ Match_Acc=A8C9K9 gene=isogroup02168 length=1465 numContigs=1	Exaiptasia_diaphana_XP_028513637.1 XP_028513637.1 uncharacterized protein LOC110234972 [Exaiptasia diaphana]
OG0000008	Porites_asteroides_isotig31229 isotig31229 extracted_CDS GOMatch=A0MZ89 GOTerms=GO_0005509 Gene=Notch_1_protein_ Match_Acc=Q8K428 gene=isogroup29497 length=184 numContigs=1	Exaiptasia_diaphana_XP_020901125.1 XP_020901125.1 fibropellin-1_ partial [Exaiptasia diaphana]
OG0000008	Porites_asteroides_isotig08480 isotig08480 extracted_CDS GOMatch=A7SR73 GOTerms=GO_0005509 Gene=Foot_protein_2_ Match_Acc=Q1XBT6 gene=isogroup06748 length=751 numContigs=1	Exaiptasia_diaphana_XP_028513461.1 XP_028513461.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana]
OG0000008	Porites_asteroides_isotig09309 isotig09309 extracted_CDS GOMatch=C3YZ65 GOTerms=GO_0005044_GO_0005164_GO_0005509_GO_0006955_GO_0016020 gene=isogroup07577 length=707 numContigs=1	Exaiptasia_diaphana_XP_020895457.1 XP_020895457.1 neurogenic locus Notch protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895456.1 XP_020895456.1 LOW QUALITY PROTEIN_ fibropellin-1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513462.1 XP_028513462.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana]
OG0000008	Porites_asteroides_isotig10868 isotig10868 extracted_CDS GOMatch=A7SNQ1 GOTerms=GO_0005509 Gene=Delta_ Match_Acc=B4QTE8 gene=isogroup09136 length=627 numContigs=1	Exaiptasia_diaphana_XP_028518339.1 XP_028518339.1 protein crumbs homolog 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517733.1 XP_028517733.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana]
OG0000008	Porites_asteroides_isotig17429 isotig17429 extracted_CDS GOMatch=A8DUV0 GOTerms=GO_0005509 Gene=Notch_homolog_Scalloped_wings_ Match_Acc=Q25253 gene=isogroup15697 length=433 numContigs=1	Exaiptasia_diaphana_XP_028516250.1 XP_028516250.1 fibropellin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907949.1 XP_020907949.1 fibropellin-1_ partial [Exaiptasia diaphana]
OG0000008	Porites_asteroides_isotig02647 isotig02647 extracted_CDS GOMatch=B3RZV3 GOTerms=GO_0005509 Gene=Delta_protein_ Match_Acc=A0MK38 gene=isogroup01156 length=481 numContigs=2, Porites_asteroides_isotig02646 isotig02646 extracted_CDS GOMatch=A7SJC3 GOTerms=GO_0005509 Gene=Notch_homolog_Scalloped_wings_ Match_Acc=Q25253 gene=isogroup01156 length=488 numContigs=2	Exaiptasia_diaphana_XP_028513439.1 XP_028513439.1 fibulin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912929.2 XP_020912929.2 protein kinase C-binding protein NELL2-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911361.1 XP_020911361.1 fibropellin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911360.1 XP_020911360.1 fibropellin-1 isoform X1 [Exaiptasia diaphana]
OG0000008	Porites_asteroides_isotig17839 isotig17839 extracted_CDS GOMatch=A7RQW9 GOTerms=GO_0005509 Gene=Fibropellin-3_ Match_Acc=P49013 gene=isogroup16107 length=423 numContigs=1	Exaiptasia_diaphana_XP_020901168.1 XP_020901168.1 fibropellin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519126.1 XP_028519126.1 uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906392.1 XP_020906392.1 fibropellin-1_ partial [Exaiptasia diaphana]
OG0000009	Porites_asteroides_isotig20894 isotig20894 extracted_CDS GOMatch=A7S3J5 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=BMP-1_protein_ Match_Acc=Q66KI3 gene=isogroup19162 length=377 numContigs=1	Exaiptasia_diaphana_XP_020911194.1 XP_020911194.1 tolloid-like protein 1 [Exaiptasia diaphana]
OG0000009	Porites_asteroides_isotig22198 isotig22198 extracted_CDS GOMatch=Q4T392 GOTerms=GO_0005509 Gene=Subfamily_M12A_unassigned_peptidase__M12_family__ Match_Acc=C4Q3C1 gene=isogroup20466 length=369 numContigs=1, Porites_asteroides_isotig28996 isotig28996 extracted_CDS GOMatch=Q4SHD4 GOTerms=GO_0003824_GO_0004252_GO_0006508 Gene=Neuropilin-2a1_receptor_ Match_Acc=Q8UVR0 gene=isogroup27264 length=257 numContigs=1, Porites_asteroides_GCKDGN101BSS20 GCKDGN101BSS20 extracted_CDS Gene=Bone_morphogenetic_protein_1_ xy=0621_0170 region=1 Match_Acc=A9JR45 run=R_2010_02_19_08_49_25_ length=220, Porites_asteroides_GCKDGN103GC75M GCKDGN103GC75M extracted_CDS length=337 region=3 run=R_2010_02_19_08_49_25_ xy=2493_3576	Exaiptasia_diaphana_XP_028515415.1 XP_028515415.1 CUB and peptidase domain-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515413.1 XP_028515413.1 ribosome-binding protein 1-like [Exaiptasia diaphana]
OG0000009	Porites_asteroides_isotig18738 isotig18738 extracted_CDS GOMatch=Q75UQ6 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Similar_to_procollagen_C-endopeptidase_enhancer_ Match_Acc=B3DJG2 gene=isogroup17006 length=412 numContigs=1	Exaiptasia_diaphana_XP_028518737.1 XP_028518737.1 protein SpAN [Exaiptasia diaphana]
OG0000009	Porites_asteroides_GCKDGN102C3UCD GCKDGN102C3UCD extracted_CDS GOMatch=Q4A3R3 GOTerms=GO_0005044_GO_0005576_GO_0006810_GO_0007275_GO_0015031_GO_0016020_GO_0016021_GO_0019898_GO_0030154_GO_0030658_GO_0031410_GO_0035375_GO_0042589_GO_0051636_GO_0051637 Gene=Deleted_in_malignant_brain_tumors_1_protein_ Match_Acc=Q4A3R3 length=411 region=2 run=R_2010_02_19_08_49_25_ xy=1156_3275	Exaiptasia_diaphana_XP_020914713.1 XP_020914713.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914712.1 XP_020914712.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914711.1 XP_020914711.1 tolloid-like protein 1 [Exaiptasia diaphana]
OG0000009	Porites_asteroides_isotig11237 isotig11237 extracted_CDS GOMatch=Q4H2P2 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Tolloid-like_1_ Match_Acc=B3DJN6 gene=isogroup09505 length=609 numContigs=1	Exaiptasia_diaphana_XP_028512601.1 XP_028512601.1 tolloid-like protein 2 [Exaiptasia diaphana]
OG0000009	Porites_asteroides_isotig01226 isotig01226 extracted_CDS GOMatch=C3ZAW7 GOTerms=GO_0005488 Gene=Neuropilin-2_ Match_Acc=O60462 gene=isogroup00446 length=2131 numContigs=2, Porites_asteroides_isotig01227 isotig01227 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Tolloid-like_protein_1_ Match_Acc=Q62381 gene=isogroup00446 length=728 numContigs=2	Exaiptasia_diaphana_XP_020905815.1 XP_020905815.1 tolloid-like protein 2_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905817.2 XP_020905817.2 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905818.2 XP_020905818.2 protein shisa-5-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905821.1 XP_020905821.1 tolloid-like protein 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905820.1 XP_020905820.1 tolloid-like protein 2 [Exaiptasia diaphana]
OG0000009	Porites_asteroides_isotig04066 isotig04066 extracted_CDS GOMatch=C3XYR0 GOTerms=GO_0007338 Gene=Bone_morphogenetic_protein_1_isoform_1__variant__Fragment__ Match_Acc=Q59F71 gene=isogroup02334 length=1392 numContigs=1	Exaiptasia_diaphana_XP_028518116.1 XP_028518116.1 cubilin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911687.2 XP_020911687.2 cubilin-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902050.1 XP_020902050.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914019.1 XP_020914019.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905197.1 XP_020905197.1 tolloid-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913976.1 XP_020913976.1 cubilin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913978.1 XP_020913978.1 dorsal-ventral patterning tolloid-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913979.1 XP_020913979.1 dorsal-ventral patterning tolloid-like protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909071.1 XP_020909071.1 tolloid-like protein 1 [Exaiptasia diaphana]
OG0000009	Porites_asteroides_isotig04364 isotig04364 extracted_CDS GOMatch=A7RVK5 GOTerms=GO_0005509 Gene=EGF-like_domain-containing_protein_ Match_Acc=D3BG27 gene=isogroup02632 length=1295 numContigs=1	Exaiptasia_diaphana_XP_020914029.1 XP_020914029.1 LOW QUALITY PROTEIN_ fibrillin-2-like isoform X5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518788.1 XP_028518788.1 LOW QUALITY PROTEIN_ fibrillin-2-like isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020914027.1 XP_020914027.1 LOW QUALITY PROTEIN_ fibrillin-2-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518787.1 XP_028518787.1 LOW QUALITY PROTEIN_ fibrillin-2-like isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518786.1 XP_028518786.1 LOW QUALITY PROTEIN_ fibrillin-2-like isoform X1 [Exaiptasia diaphana]
OG0000009	Porites_asteroides_isotig10750 isotig10750 extracted_CDS GOMatch=D2H9Y1 GOTerms=GO_0005509_GO_0005737_GO_0005768_GO_0005783_GO_0005794_GO_0005903_GO_0005905_GO_0006898_GO_0016324_GO_0030139_GO_0042803_GO_0042953_GO_0045177 Gene=CUB_and_sushi_domain-containing_protein_1_ Match_Acc=Q923L3 gene=isogroup09018 length=634 numContigs=1	Exaiptasia_diaphana_XP_020892966.2 XP_020892966.2 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana]
OG0000009	Porites_asteroides_isotig32193 isotig32193 extracted_CDS GOMatch=C3XYR0 GOTerms=GO_0007338 Gene=Tolkin__putative__Fragment__ Match_Acc=B7QF04 gene=isogroup30461 length=143 numContigs=1	Exaiptasia_diaphana_XP_020907892.1 XP_020907892.1 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915055.1 XP_020915055.1 deleted in malignant brain tumors 1 protein_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916490.2 XP_020916490.2 adhesion G protein-coupled receptor E1-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515039.1 XP_028515039.1 CUB and sushi domain-containing protein 2-like [Exaiptasia diaphana]
OG0000010	Porites_asteroides_isotig18758 isotig18758 extracted_CDS GOMatch=A7S854 GOTerms=GO_0007155_GO_0031012 Gene=Basement_membrane-specific_heparan_sulfate_proteoglycan_core_protein_ Match_Acc=Q6KDZ1 gene=isogroup17026 length=411 numContigs=1, Porites_asteroides_isotig14078 isotig14078 extracted_CDS GOMatch=C3ZCS9 GOTerms=GO_0005102_GO_0005604_GO_0005606_GO_0007155_GO_0030155_GO_0030334_GO_0031012_GO_0045995 Gene=Heparan_sulfate_proteoglycan_2_ Match_Acc=B2RZI0 gene=isogroup12346 length=506 numContigs=1	Exaiptasia_diaphana_XP_020914581.2 XP_020914581.2 basement membrane-specific heparan sulfate proteoglycan core protein [Exaiptasia diaphana]
OG0000010	Porites_asteroides_isotig04150 isotig04150 extracted_CDS GOMatch=Q4RRT1 GOTerms=GO_0007155_GO_0016020 Gene=Roundabout_homolog_3_ Match_Acc=Q96MS0 gene=isogroup02418 length=1353 numContigs=1	Exaiptasia_diaphana_XP_020899237.1 XP_020899237.1 roundabout homolog 1 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514562.1 XP_028514562.1 roundabout homolog 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899232.1 XP_020899232.1 roundabout homolog 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899235.1 XP_020899235.1 roundabout homolog 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899236.1 XP_020899236.1 roundabout homolog 1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899238.1 XP_020899238.1 roundabout homolog 1 isoform X5 [Exaiptasia diaphana]
