Orthogroup	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Acropora_digitifera
OG0000008	Porites_asteroides_isotig17429 isotig17429 extracted_CDS GOMatch=A8DUV0 GOTerms=GO_0005509 Gene=Notch_homolog_Scalloped_wings_ Match_Acc=Q25253 gene=isogroup15697 length=433 numContigs=1	Acropora_digitifera_adi_v1.23462 adi_v1.23462
OG0000008	Porites_asteroides_isotig02647 isotig02647 extracted_CDS GOMatch=B3RZV3 GOTerms=GO_0005509 Gene=Delta_protein_ Match_Acc=A0MK38 gene=isogroup01156 length=481 numContigs=2, Porites_asteroides_isotig02646 isotig02646 extracted_CDS GOMatch=A7SJC3 GOTerms=GO_0005509 Gene=Notch_homolog_Scalloped_wings_ Match_Acc=Q25253 gene=isogroup01156 length=488 numContigs=2	Acropora_digitifera_adi_v1.14878 adi_v1.14878, Acropora_digitifera_adi_v1.10976 adi_v1.10976
OG0000008	Porites_asteroides_GCKDGN101CB8IM GCKDGN101CB8IM extracted_CDS GOMatch=A7RNQ6 GOTerms=GO_0005509 Gene=Neurogenic_locus_notch_protein_homolog_ Match_Acc=P21783 length=345 region=1 run=R_2010_02_19_08_49_25_ xy=0842_1420	Acropora_digitifera_adi_v1.07797 adi_v1.07797
OG0000009	Porites_asteroides_isotig20894 isotig20894 extracted_CDS GOMatch=A7S3J5 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=BMP-1_protein_ Match_Acc=Q66KI3 gene=isogroup19162 length=377 numContigs=1, Porites_asteroides_GCKDGN101BOWO9 GCKDGN101BOWO9 extracted_CDS GOMatch=Q27W05 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Tolloid__Fragment__ Match_Acc=Q27W05 length=387 region=1 run=R_2010_02_19_08_49_25_ xy=0576_2555, Porites_asteroides_GCKDGN102D3BHX GCKDGN102D3BHX extracted_CDS Gene=Bone_morphogenetic_protein_1_ length=435 run=R_2010_02_19_08_49_25_ region=2 xy=1560_3683 Match_Acc=Q28C16	Acropora_digitifera_adi_v1.00989 adi_v1.00989
OG0000009	Porites_asteroides_isotig22198 isotig22198 extracted_CDS GOMatch=Q4T392 GOTerms=GO_0005509 Gene=Subfamily_M12A_unassigned_peptidase__M12_family__ Match_Acc=C4Q3C1 gene=isogroup20466 length=369 numContigs=1, Porites_asteroides_isotig28996 isotig28996 extracted_CDS GOMatch=Q4SHD4 GOTerms=GO_0003824_GO_0004252_GO_0006508 Gene=Neuropilin-2a1_receptor_ Match_Acc=Q8UVR0 gene=isogroup27264 length=257 numContigs=1, Porites_asteroides_GCKDGN101BSS20 GCKDGN101BSS20 extracted_CDS Gene=Bone_morphogenetic_protein_1_ xy=0621_0170 region=1 Match_Acc=A9JR45 run=R_2010_02_19_08_49_25_ length=220, Porites_asteroides_GCKDGN103GC75M GCKDGN103GC75M extracted_CDS length=337 region=3 run=R_2010_02_19_08_49_25_ xy=2493_3576	Acropora_digitifera_adi_v1.18886 adi_v1.18886, Acropora_digitifera_adi_v1.20204 adi_v1.20204, Acropora_digitifera_adi_v1.20203 adi_v1.20203, Acropora_digitifera_adi_v1.20205 adi_v1.20205, Acropora_digitifera_adi_v1.13170 adi_v1.13170, Acropora_digitifera_adi_v1.18978 adi_v1.18978
OG0000009	Porites_asteroides_isotig24840 isotig24840 extracted_CDS gene=isogroup23108 length=334 numContigs=1, Porites_asteroides_isotig21218 isotig21218 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=CUB_domain_containing_protein_ Match_Acc=A8Q353 gene=isogroup19486 length=381 numContigs=1, Porites_asteroides_isotig01223 isotig01223 extracted_CDS GOMatch=Q9PVY2 GOTerms=GO_0003824_GO_0004252_GO_0005509_GO_0005529_GO_0006508_GO_0008233 Gene=CUB_and_sushi_domain-containing_protein_3_ Match_Acc=Q7Z407 gene=isogroup00444 length=1315 numContigs=2, Porites_asteroides_isotig01222 isotig01222 extracted_CDS GOMatch=D2A2S8 GOTerms=GO_0003723_GO_0003725_GO_0005509_GO_0005622 Gene=Cubilin_ Match_Acc=Q9TU53 gene=isogroup00444 length=1536 numContigs=2, Porites_asteroides_isotig15963 isotig15963 extracted_CDS gene=isogroup14231 length=460 numContigs=1, Porites_asteroides_isotig01287 isotig01287 extracted_CDS GOMatch=D2H5M1 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Tolloid-like_protein_2_ Match_Acc=Q9Y6L7 gene=isogroup00476 length=848 numContigs=2, Porites_asteroides_isotig01286 isotig01286 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Tolloid-like_protein_2_ Match_Acc=Q9WVM6 gene=isogroup00476 length=1768 numContigs=2	Acropora_digitifera_adi_v1.09663 adi_v1.09663, Acropora_digitifera_adi_v1.19260 adi_v1.19260, Acropora_digitifera_adi_v1.19569 adi_v1.19569
OG0000009	Porites_asteroides_isotig01226 isotig01226 extracted_CDS GOMatch=C3ZAW7 GOTerms=GO_0005488 Gene=Neuropilin-2_ Match_Acc=O60462 gene=isogroup00446 length=2131 numContigs=2, Porites_asteroides_isotig01227 isotig01227 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Tolloid-like_protein_1_ Match_Acc=Q62381 gene=isogroup00446 length=728 numContigs=2	Acropora_digitifera_adi_v1.11309 adi_v1.11309, Acropora_digitifera_adi_v1.11310 adi_v1.11310
OG0000009	Porites_asteroides_isotig04066 isotig04066 extracted_CDS GOMatch=C3XYR0 GOTerms=GO_0007338 Gene=Bone_morphogenetic_protein_1_isoform_1__variant__Fragment__ Match_Acc=Q59F71 gene=isogroup02334 length=1392 numContigs=1	Acropora_digitifera_adi_v1.20169 adi_v1.20169, Acropora_digitifera_adi_v1.16563 adi_v1.16563, Acropora_digitifera_adi_v1.16561 adi_v1.16561, Acropora_digitifera_adi_v1.23168 adi_v1.23168, Acropora_digitifera_adi_v1.02161 adi_v1.02161, Acropora_digitifera_adi_v1.02163 adi_v1.02163
OG0000009	Porites_asteroides_isotig29153 isotig29153 extracted_CDS GOMatch=B3P6Z7 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=RE25412p_ Match_Acc=Q7YU36 gene=isogroup27421 length=253 numContigs=1	Acropora_digitifera_adi_v1.15364 adi_v1.15364
OG0000009	Porites_asteroides_isotig01129 isotig01129 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Deleted_in_malignant_brain_tumors_1_protein_ Match_Acc=Q60997 gene=isogroup00397 length=1495 numContigs=2	Acropora_digitifera_adi_v1.04567 adi_v1.04567, Acropora_digitifera_adi_v1.16833 adi_v1.16833
OG0000009	Porites_asteroides_isotig32193 isotig32193 extracted_CDS GOMatch=C3XYR0 GOTerms=GO_0007338 Gene=Tolkin__putative__Fragment__ Match_Acc=B7QF04 gene=isogroup30461 length=143 numContigs=1	Acropora_digitifera_adi_v1.17647 adi_v1.17647, Acropora_digitifera_adi_v1.11637 adi_v1.11637
OG0000010	Porites_asteroides_isotig18758 isotig18758 extracted_CDS GOMatch=A7S854 GOTerms=GO_0007155_GO_0031012 Gene=Basement_membrane-specific_heparan_sulfate_proteoglycan_core_protein_ Match_Acc=Q6KDZ1 gene=isogroup17026 length=411 numContigs=1, Porites_asteroides_isotig14078 isotig14078 extracted_CDS GOMatch=C3ZCS9 GOTerms=GO_0005102_GO_0005604_GO_0005606_GO_0007155_GO_0030155_GO_0030334_GO_0031012_GO_0045995 Gene=Heparan_sulfate_proteoglycan_2_ Match_Acc=B2RZI0 gene=isogroup12346 length=506 numContigs=1	Acropora_digitifera_adi_v1.00664 adi_v1.00664
OG0000010	Porites_asteroides_isotig04150 isotig04150 extracted_CDS GOMatch=Q4RRT1 GOTerms=GO_0007155_GO_0016020 Gene=Roundabout_homolog_3_ Match_Acc=Q96MS0 gene=isogroup02418 length=1353 numContigs=1	Acropora_digitifera_adi_v1.04228 adi_v1.04228
OG0000010	Porites_asteroides_GCKDGN103GH3OK GCKDGN103GH3OK extracted_CDS GOMatch=C3ZMG6 GOTerms=GO_0005509 Gene=Protein_eyes_shut_homolog_ Match_Acc=Q5T1H1 length=391 region=3 run=R_2010_02_19_08_49_25_ xy=2549_1682	Acropora_digitifera_adi_v1.16141 adi_v1.16141
OG0000010	Porites_asteroides_isotig26332 isotig26332 extracted_CDS GOMatch=B3MYW1 GOTerms=GO_0007155_GO_0031012 Gene=Terribly_reduced_optic_lobes__isoform_A_ Match_Acc=Q9W4Y4 gene=isogroup24600 length=312 numContigs=1	Acropora_digitifera_adi_v1.05525 adi_v1.05525, Acropora_digitifera_adi_v1.18396 adi_v1.18396
OG0000010	Porites_asteroides_isotig10815 isotig10815 extracted_CDS GOMatch=D2I4P4 GOTerms=GO_0005605_GO_0007213_GO_0031012_GO_0043113_GO_0043236 Gene=NtA_agrin_ Match_Acc=B3GQ72 gene=isogroup09083 length=632 numContigs=1	Acropora_digitifera_adi_v1.20157 adi_v1.20157
OG0000010	Porites_asteroides_isotig11269 isotig11269 extracted_CDS GOMatch=Q6PW72 GOTerms=GO_0005488 Gene=Follistatin_ Match_Acc=Q6PW72 gene=isogroup09537 length=603 numContigs=1	Acropora_digitifera_adi_v1.05424 adi_v1.05424
OG0000011	Porites_asteroides_isotig15006 isotig15006 extracted_CDS GOMatch=C3ZMV3 GOTerms=GO_0003824_GO_0004252_GO_0006508_GO_0008233_GO_0008236_GO_0016787 Gene=Putative_apolipoprotein_a_-like_protein_2_ Match_Acc=Q16609 gene=isogroup13274 length=481 numContigs=1	Acropora_digitifera_adi_v1.08937 adi_v1.08937, Acropora_digitifera_adi_v1.14221 adi_v1.14221, Acropora_digitifera_adi_v1.14220 adi_v1.14220
OG0000011	Porites_asteroides_GCKDGN103GEML0 GCKDGN103GEML0 extracted_CDS GOMatch=A7RKA9 GOTerms=GO_0004672_GO_0004713_GO_0004872_GO_0005524_GO_0006468_GO_0016020_GO_0016021 Gene=Receptor_tyrosine_kinase-like_orphan_receptor__Fragment__ Match_Acc=A1IKE0 length=345 region=3 run=R_2010_02_19_08_49_25_ xy=2509_3430	Acropora_digitifera_adi_v1.22570 adi_v1.22570, Acropora_digitifera_adi_v1.05178 adi_v1.05178
OG0000012	Porites_asteroides_isotig20047 isotig20047 extracted_CDS GOMatch=A7RWN6 GOTerms=GO_0004867 Gene=Gastric_mucin__Fragment__ Match_Acc=O75372 gene=isogroup18315 length=395 numContigs=1	Acropora_digitifera_adi_v1.00068 adi_v1.00068, Acropora_digitifera_adi_v1.03852 adi_v1.03852, Acropora_digitifera_adi_v1.00069 adi_v1.00069
OG0000012	Porites_asteroides_isotig18154 isotig18154 extracted_CDS GOMatch=A7RWN6 GOTerms=GO_0004867 Gene=Gastric_mucin__Fragment__ Match_Acc=O75372 gene=isogroup16422 length=419 numContigs=1	Acropora_digitifera_adi_v1.00226 adi_v1.00226
OG0000013	Porites_asteroides_GCKDGN102C4DAL GCKDGN102C4DAL extracted_CDS GOMatch=B0FK92 GOTerms=GO_0004871_GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=B0FK92 length=394 region=2 run=R_2010_02_19_08_49_25_ xy=1162_3259	Acropora_digitifera_adi_v1.13606 adi_v1.13606
OG0000013	Porites_asteroides_GCKDGN103GNGAZ GCKDGN103GNGAZ extracted_CDS GOMatch=A7SZ54 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=A7SZ54 length=452 region=3 run=R_2010_02_19_08_49_25_ xy=2610_1465	Acropora_digitifera_adi_v1.23656 adi_v1.23656, Acropora_digitifera_adi_v1.23655 adi_v1.23655, Acropora_digitifera_adi_v1.23654 adi_v1.23654
OG0000013	Porites_asteroides_isotig28579 isotig28579 extracted_CDS GOMatch=Q5IRC2 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=Q5IRC2 gene=isogroup26847 length=267 numContigs=1	Acropora_digitifera_adi_v1.16598 adi_v1.16598
OG0000013	Porites_asteroides_isotig20937 isotig20937 extracted_CDS GOMatch=D2HKK9 GOTerms=GO_0001701_GO_0001944_GO_0003338_GO_0004871_GO_0005109_GO_0005576_GO_0005578_GO_0006917_GO_0007223_GO_0007275_GO_0008284_GO_0010628_GO_0016055_GO_0016332_GO_0021871_GO_0022009_GO_0030182_GO_0030324_GO_0032364_GO_0042475_GO_0042592_GO_0044237_GO_0045669_GO_0045879_GO_0048144_GO_0048568_GO_0050808_GO_0051145_GO_0060033_GO_0060070_GO_0060425_GO_0060428_GO_0060482_GO_0060484_GO_0060535_GO_0060560_GO_0060669_GO_0060710_GO_0061180_GO_0071300_GO_0072053_GO_0072054_GO_0072060_GO_0072061_GO_0072089_GO_0072205_GO_0072207_GO_0072236 Gene=Protein_Wnt__Fragment__ Match_Acc=Q6PDY6 gene=isogroup19205 length=385 numContigs=1	Acropora_digitifera_adi_v1.06764 adi_v1.06764
OG0000013	Porites_asteroides_isotig03246 isotig03246 extracted_CDS GOMatch=A7RSS8 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=A7RSS8 gene=isogroup01514 length=2357 numContigs=1, Porites_asteroides_isotig05535 isotig05535 extracted_CDS GOMatch=Q5IHV8 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=Q5IHV8 gene=isogroup03803 length=1046 numContigs=1	Acropora_digitifera_adi_v1.13773 adi_v1.13773
OG0000013	Porites_asteroides_GCKDGN101BB3QF GCKDGN101BB3QF extracted_CDS GOMatch=Q5J2D3 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=Q5J2D3 length=397 region=1 run=R_2010_02_19_08_49_25_ xy=0430_3157	Acropora_digitifera_adi_v1.13607 adi_v1.13607
OG0000014	Porites_asteroides_isotig13992 isotig13992 extracted_CDS GOMatch=B0WIC7 GOTerms=GO_0008233 Gene=Papilin_ Match_Acc=B0WIC7 gene=isogroup12260 length=509 numContigs=1	Acropora_digitifera_adi_v1.10968 adi_v1.10968
OG0000014	Porites_asteroides_isotig05308 isotig05308 extracted_CDS GOMatch=A7RZX8 GOTerms=GO_0004222_GO_0005578_GO_0008233_GO_0008237_GO_0008270_GO_0031012 Gene=Papilin_ Match_Acc=Q16UT3 gene=isogroup03576 length=1084 numContigs=1	Acropora_digitifera_adi_v1.14580 adi_v1.14580
OG0000014	Porites_asteroides_isotig04880 isotig04880 extracted_CDS GOMatch=A7RZX8 GOTerms=GO_0004222_GO_0005578_GO_0008233_GO_0008237_GO_0008270_GO_0031012 Gene=cDNA_FLJ53165__weakly_similar_to_Homo_sapiens_thrombospondin_repeat_containing_1__TSRC1___transcript_variant_1__mRNA_ Match_Acc=B4DR13 gene=isogroup03148 length=1170 numContigs=1	Acropora_digitifera_adi_v1.14581 adi_v1.14581
OG0000014	Porites_asteroides_GCKDGN102EW0RX GCKDGN102EW0RX extracted_CDS Match_Acc=A5A750 length=378 run=R_2010_02_19_08_49_25_ region=2 Gene=ADAM_metallopeptidase_with_thrombospondin_type_1_motif_20__Frag ment__ xy=1899_0923	Acropora_digitifera_adi_v1.06910 adi_v1.06910
OG0000014	Porites_asteroides_isotig03711 isotig03711 extracted_CDS GOMatch=D2HFE1 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=cDNA_FLJ45846_fis__clone_OCBBF2007039__highly_similar_to_ADAMTS-16__EC_3.4.24.-__ Match_Acc=B3KXQ2 gene=isogroup01979 length=1590 numContigs=1	Acropora_digitifera_adi_v1.01444 adi_v1.01444, Acropora_digitifera_adi_v1.22993 adi_v1.22993, Acropora_digitifera_adi_v1.22282 adi_v1.22282, Acropora_digitifera_adi_v1.16116 adi_v1.16116, Acropora_digitifera_adi_v1.14772 adi_v1.14772
OG0000014	Porites_asteroides_GE911073 GE911073 extracted_CDS 9574023_I17.ab1_c Past_norm2007 Porites astreoides cDNA_mRNA sequence	Acropora_digitifera_adi_v1.13245 adi_v1.13245
OG0000014	Porites_asteroides_isotig17018 isotig17018 extracted_CDS GOMatch=A7SM43 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_ 6_ Match_Acc=Q9UKP5 gene=isogroup15286 length=438 numContigs=1	Acropora_digitifera_adi_v1.16964 adi_v1.16964
OG0000014	Porites_asteroides_GCKDGN101CES4W GCKDGN101CES4W extracted_CDS GOMatch=A7SM43 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Adamts18_protein__Fragment__ Match_Acc=B7ZMV1 length=404 region=1 run=R_2010_02_19_08_49_25_ xy=0871_2670	Acropora_digitifera_adi_v1.13244 adi_v1.13244, Acropora_digitifera_adi_v1.13631 adi_v1.13631
OG0000015	Porites_asteroides_isotig27995 isotig27995 extracted_CDS GOMatch=A7SGZ6 GOTerms=GO_0005509 Gene=Mesoglein__Fragment__ Match_Acc=Q1KMS3 gene=isogroup26263 length=280 numContigs=1	Acropora_digitifera_adi_v1.13064 adi_v1.13064
OG0000015	Porites_asteroides_isotig03209 isotig03209 extracted_CDS GOMatch=C3ZXH0 GOTerms=GO_0007155_GO_0016020 Gene=Putative_uterine-ovary_specific-44_protein__Fragment__ Match_Acc=A9LYL8 gene=isogroup01477 length=2556 numContigs=1	Acropora_digitifera_adi_v1.04802 adi_v1.04802, Acropora_digitifera_adi_v1.21797 adi_v1.21797, Acropora_digitifera_adi_v1.01313 adi_v1.01313
OG0000015	Porites_asteroides_isotig03459 isotig03459 extracted_CDS GOMatch=A7SXQ1 GOTerms=GO_0007155 gene=isogroup01727 length=1846 numContigs=1, Porites_asteroides_isotig03685 isotig03685 extracted_CDS GOMatch=A7SXQ1 GOTerms=GO_0007155 gene=isogroup01953 length=1609 numContigs=1	Acropora_digitifera_adi_v1.07627 adi_v1.07627
OG0000015	Porites_asteroides_isotig26531 isotig26531 extracted_CDS GOMatch=A7SXQ1 GOTerms=GO_0007155 gene=isogroup24799 length=309 numContigs=1	Acropora_digitifera_adi_v1.13318 adi_v1.13318, Acropora_digitifera_adi_v1.14554 adi_v1.14554
OG0000015	Porites_asteroides_isotig10268 isotig10268 extracted_CDS GOMatch=C3ZGX1 GOTerms=GO_0016020 gene=isogroup08536 length=662 numContigs=1, Porites_asteroides_isotig08942 isotig08942 extracted_CDS GOMatch=A7SXQ1 GOTerms=GO_0007155 Gene=Mesoglein__Fragment__ Match_Acc=Q1KMS3 gene=isogroup07210 length=728 numContigs=1	Acropora_digitifera_adi_v1.18255 adi_v1.18255
OG0000015	Porites_asteroides_isotig06120 isotig06120 extracted_CDS GOMatch=C3XUV1 GOTerms=GO_0005509 Gene=Malic_enzyme_ Match_Acc=C3ZNU4 gene=isogroup04388 length=958 numContigs=1, Porites_asteroides_isotig04447 isotig04447 extracted_CDS GOMatch=A7SGZ6 GOTerms=GO_0005509 Gene=Malic_enzyme_ Match_Acc=C3ZNU4 gene=isogroup02715 length=1274 numContigs=1, Porites_asteroides_isotig11187 isotig11187 extracted_CDS GOMatch=C3ZSB8 GOTerms=GO_0005529 Gene=Malic_enzyme_ Match_Acc=C3ZNU4 gene=isogroup09455 length=614 numContigs=1	Acropora_digitifera_adi_v1.01110 adi_v1.01110, Acropora_digitifera_adi_v1.17903 adi_v1.17903
OG0000015	Porites_asteroides_isotig07129 isotig07129 extracted_CDS GOMatch=A7RGF1 GOTerms=GO_0005509 Gene=cDNA_FLJ51324__highly_similar_to_CUB_and_zona_pellucida-like_domain-containing_protein_1_ Match_Acc=B4DUY8 gene=isogroup05397 length=842 numContigs=1	Acropora_digitifera_adi_v1.23833 adi_v1.23833, Acropora_digitifera_adi_v1.22393 adi_v1.22393
OG0000015	Porites_asteroides_isotig22086 isotig22086 extracted_CDS GOMatch=A7SGZ7 GOTerms=GO_0005509 gene=isogroup20354 length=369 numContigs=1	Acropora_digitifera_adi_v1.10186 adi_v1.10186
OG0000016	Porites_asteroides_isotig01970 isotig01970 extracted_CDS GOMatch=A7RJ23 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase__putative__Fragment__ Match_Acc=B7PMT8 gene=isogroup00818 length=1163 numContigs=2, Porites_asteroides_isotig01971 isotig01971 extracted_CDS GOMatch=A7RJ23 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_16_ Match_Acc=Q4G2F5 gene=isogroup00818 length=320 numContigs=2	Acropora_digitifera_adi_v1.02178 adi_v1.02178
OG0000016	Porites_asteroides_isotig03534 isotig03534 extracted_CDS GOMatch=A7RJ22 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_ Match_Acc=Q9U9P0 gene=isogroup01802 length=1741 numContigs=1	Acropora_digitifera_adi_v1.02177 adi_v1.02177
OG0000016	Porites_asteroides_isotig00727 isotig00727 extracted_CDS GOMatch=A7RJ22 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_ Match_Acc=Q9U9P0 gene=isogroup00204 length=1146 numContigs=2, Porites_asteroides_isotig00725 isotig00725 extracted_CDS GOMatch=A7RJ22 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_ Match_Acc=Q9U9P0 gene=isogroup00204 length=1217 numContigs=2	Acropora_digitifera_adi_v1.02174 adi_v1.02174
OG0000016	Porites_asteroides_isotig20158 isotig20158 extracted_CDS GOMatch=Q70AB1 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Putative_hatching_enzyme__Fragment__ Match_Acc=Q70AB1 gene=isogroup18426 length=395 numContigs=1	Acropora_digitifera_adi_v1.22761 adi_v1.22761
OG0000016	Porites_asteroides_isotig04983 isotig04983 extracted_CDS GOMatch=A7SNA9 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase-19_ Match_Acc=Q99542 gene=isogroup03251 length=1144 numContigs=1	Acropora_digitifera_adi_v1.03024 adi_v1.03024
OG0000017	Porites_asteroides_isotig11766 isotig11766 extracted_CDS GOMatch=A7S7S1 GOTerms=GO_0004867 Gene=Leukocyte_elastase_inhibitor_ Match_Acc=P30740 gene=isogroup10034 length=581 numContigs=1	Acropora_digitifera_adi_v1.20054 adi_v1.20054
OG0000017	Porites_asteroides_GCKDGN103G905P GCKDGN103G905P extracted_CDS GOMatch=A7S7S1 GOTerms=GO_0004867 Gene=Proteinase_inhibitor_I4_serpin_ Match_Acc=B2V5S5 length=404 region=3 run=R_2010_02_19_08_49_25_ xy=2867_2251, Porites_asteroides_isotig17013 isotig17013 extracted_CDS GOMatch=A7S7S1 GOTerms=GO_0004867 Gene=Proteinase_inhibitor_I4_serpin_ Match_Acc=B2V5S5 gene=isogroup15281 length=438 numContigs=1	Acropora_digitifera_adi_v1.12711 adi_v1.12711
OG0000017	Porites_asteroides_isotig04340 isotig04340 extracted_CDS GOMatch=A7SKW8 GOTerms=GO_0004867 Gene=Serine_protease_inhibitor_ Match_Acc=Q6HA07 gene=isogroup02608 length=1299 numContigs=1	Acropora_digitifera_adi_v1.17942 adi_v1.17942
OG0000018	Porites_asteroides_isotig17989 isotig17989 extracted_CDS GOMatch=A7SEY3 GOTerms=GO_0005507_GO_0016641_GO_0055114 Gene=Gelatinase_A_ Match_Acc=Q6U7G9 gene=isogroup16257 length=424 numContigs=1	Acropora_digitifera_adi_v1.03894 adi_v1.03894, Acropora_digitifera_adi_v1.00628 adi_v1.00628, Acropora_digitifera_adi_v1.19537 adi_v1.19537, Acropora_digitifera_adi_v1.24394 adi_v1.24394, Acropora_digitifera_adi_v1.06439 adi_v1.06439, Acropora_digitifera_adi_v1.08717 adi_v1.08717, Acropora_digitifera_adi_v1.18043 adi_v1.18043, Acropora_digitifera_adi_v1.04186 adi_v1.04186, Acropora_digitifera_adi_v1.02958 adi_v1.02958, Acropora_digitifera_adi_v1.13776 adi_v1.13776, Acropora_digitifera_adi_v1.10056 adi_v1.10056, Acropora_digitifera_adi_v1.13777 adi_v1.13777, Acropora_digitifera_adi_v1.11975 adi_v1.11975, Acropora_digitifera_adi_v1.13977 adi_v1.13977
OG0000018	Porites_asteroides_isotig07771 isotig07771 extracted_CDS GOMatch=B0W5W8 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005524_GO_0006468 Gene=Dscam_ Match_Acc=Q68J72 gene=isogroup06039 length=790 numContigs=1	Acropora_digitifera_adi_v1.18899 adi_v1.18899
OG0000018	Porites_asteroides_GCKDGN102DGG79 GCKDGN102DGG79 extracted_CDS GOMatch=D2H031 GOTerms=GO_0005044_GO_0005507_GO_0016020_GO_0016641_GO_0055114 Gene=Lysyl_oxidase_ Match_Acc=Q6NYT8 length=485 region=2 run=R_2010_02_19_08_49_25_ xy=1300_2983	Acropora_digitifera_adi_v1.18502 adi_v1.18502
OG0000019	Porites_asteroides_isotig11482 isotig11482 extracted_CDS GOMatch=Q27W10 GOTerms=GO_0008083_GO_0040007 Gene=BMP5-8__Fragment__ Match_Acc=Q27W10 gene=isogroup09750 length=601 numContigs=1	Acropora_digitifera_adi_v1.07696 adi_v1.07696
OG0000019	Porites_asteroides_isotig13411 isotig13411 extracted_CDS GOMatch=B6SCR5 GOTerms=GO_0008083_GO_0040007 Gene=BMP2_4__Fragment__ Match_Acc=B6SCR5 gene=isogroup11679 length=526 numContigs=1	Acropora_digitifera_adi_v1.01025 adi_v1.01025
OG0000019	Porites_asteroides_isotig11160 isotig11160 extracted_CDS GOMatch=Q5YJC3 GOTerms=GO_0005576_GO_0008083_GO_0040007 Gene=GDF5-like_protein_ Match_Acc=Q5YJC3 gene=isogroup09428 length=616 numContigs=1	Acropora_digitifera_adi_v1.07728 adi_v1.07728
OG0000019	Porites_asteroides_isotig03574 isotig03574 extracted_CDS GOMatch=D2H0Q8 GOTerms=GO_0001649_GO_0001654_GO_0001822_GO_0001958_GO_0006954_GO_0006955_GO_0008083_GO_0010862_GO_0030154_GO_0030501_GO_0030509_GO_0030539_GO_0032349_GO_0040007_GO_0045666_GO_0045669_GO_0045944_GO_0046982_GO_0060395_GO_0070700 Gene=Bone_morphogenetic_protein_6_ Match_Acc=Q5CZV5 gene=isogroup01842 length=1711 numContigs=1	Acropora_digitifera_adi_v1.10675 adi_v1.10675
