Orthogroup	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Scyphozoa_Aurelia_aurita
OG0000008	Porites_asteroides_GCKDGN101BWF8S GCKDGN101BWF8S extracted_CDS GOMatch=Q8AXP0 GOTerms=GO_0004872_GO_0005509_GO_0006355_GO_0007219_GO_0007275_GO_0016020_GO_0016021_GO_0030154_GO_0050793 Gene=Receptor_protein_Notch1_ Match_Acc=Q8AXP0 length=485 region=1 run=R_2010_02_19_08_49_25_ xy=0662_2218	Aurelia_aurita_Seg3522.1 Seg3522.1 transcript_id=Seg3522.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg3522.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg5732.1 Seg5732.1 transcript_id=Seg5732.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg5732.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1571.3 Seg1571.3 transcript_id=Seg1571.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1571.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg275.10 Seg275.10 transcript_id=Seg275.10_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg275.10_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg5012.1 Seg5012.1 transcript_id=Seg5012.1_GoldUCD_mRNA.D3Y31 product=Ficolin-2 protein_id=Seg5012.1_GoldUCD_D3Y31
OG0000008	Porites_asteroides_isotig21936 isotig21936 extracted_CDS GOMatch=D6WSL4 GOTerms=GO_0005509_GO_0007154_GO_0016020 Gene=Neurogenic_locus_notch_homolog_protein_1_ Match_Acc=P46531 gene=isogroup20204 length=372 numContigs=1	Aurelia_aurita_Seg2249.2 Seg2249.2 transcript_id=Seg2249.2_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg2249.2_GoldUCD_D3Y31, Aurelia_aurita_Seg3821.3 Seg3821.3 transcript_id=Seg3821.3_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg3821.3_GoldUCD_D3Y31 partial=true
OG0000008	Porites_asteroides_isotig12954 isotig12954 extracted_CDS GOMatch=Q2WBY6 GOTerms=GO_0005509_GO_0007219_GO_0007275_GO_0016020_GO_0016021_GO_0030154_GO_0050793 Gene=Notch_homolog_2__Fragment__ Match_Acc=B0V2R4 gene=isogroup11222 length=542 numContigs=1	Aurelia_aurita_Seg3969.1 Seg3969.1 transcript_id=Seg3969.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" pseudo=true protein_id=Seg3969.1_GoldUCD_D3Y31 partial=true
OG0000009	Porites_asteroides_isotig24840 isotig24840 extracted_CDS gene=isogroup23108 length=334 numContigs=1, Porites_asteroides_isotig21218 isotig21218 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=CUB_domain_containing_protein_ Match_Acc=A8Q353 gene=isogroup19486 length=381 numContigs=1, Porites_asteroides_isotig01223 isotig01223 extracted_CDS GOMatch=Q9PVY2 GOTerms=GO_0003824_GO_0004252_GO_0005509_GO_0005529_GO_0006508_GO_0008233 Gene=CUB_and_sushi_domain-containing_protein_3_ Match_Acc=Q7Z407 gene=isogroup00444 length=1315 numContigs=2, Porites_asteroides_isotig01222 isotig01222 extracted_CDS GOMatch=D2A2S8 GOTerms=GO_0003723_GO_0003725_GO_0005509_GO_0005622 Gene=Cubilin_ Match_Acc=Q9TU53 gene=isogroup00444 length=1536 numContigs=2, Porites_asteroides_isotig15963 isotig15963 extracted_CDS gene=isogroup14231 length=460 numContigs=1, Porites_asteroides_isotig01287 isotig01287 extracted_CDS GOMatch=D2H5M1 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Tolloid-like_protein_2_ Match_Acc=Q9Y6L7 gene=isogroup00476 length=848 numContigs=2, Porites_asteroides_isotig01286 isotig01286 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Tolloid-like_protein_2_ Match_Acc=Q9WVM6 gene=isogroup00476 length=1768 numContigs=2, Porites_asteroides_isotig26964 isotig26964 extracted_CDS GOMatch=Q4A3R3 GOTerms=GO_0005044_GO_0005576_GO_0006810_GO_0007275_GO_0015031_GO_0016020_GO_0016021_GO_0019898_GO_0030154_GO_0030658_GO_0031410_GO_0035375_GO_0042589_GO_0051636_GO_0051637 Gene=Deleted_in_malignant_brain_tumors_1_protein_ Match_Acc=Q4A3R3 gene=isogroup25232 length=295 numContigs=1	Aurelia_aurita_Seg778.1 Seg778.1 transcript_id=Seg778.1_GoldUCD_mRNA.D3Y31 product="Deleted in malignant brain tumors 1 protein" protein_id=Seg778.1_GoldUCD_D3Y31, Aurelia_aurita_Seg4427.2 Seg4427.2 transcript_id=Seg4427.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" pseudo=true protein_id=Seg4427.2_GoldUCD_D3Y31 partial=true
OG0000009	Porites_asteroides_isotig11237 isotig11237 extracted_CDS GOMatch=Q4H2P2 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Tolloid-like_1_ Match_Acc=B3DJN6 gene=isogroup09505 length=609 numContigs=1	Aurelia_aurita_Seg1816.4 Seg1816.4 transcript_id=Seg1816.4_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg1816.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg360.2 Seg360.2 transcript_id=Seg360.2_GoldUCD_mRNA.D3Y31 product="Bone morphogenetic protein 1" protein_id=Seg360.2_GoldUCD_D3Y31
OG0000009	Porites_asteroides_isotig01226 isotig01226 extracted_CDS GOMatch=C3ZAW7 GOTerms=GO_0005488 Gene=Neuropilin-2_ Match_Acc=O60462 gene=isogroup00446 length=2131 numContigs=2, Porites_asteroides_isotig01227 isotig01227 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Tolloid-like_protein_1_ Match_Acc=Q62381 gene=isogroup00446 length=728 numContigs=2, Porites_asteroides_isotig04066 isotig04066 extracted_CDS GOMatch=C3XYR0 GOTerms=GO_0007338 Gene=Bone_morphogenetic_protein_1_isoform_1__variant__Fragment__ Match_Acc=Q59F71 gene=isogroup02334 length=1392 numContigs=1	Aurelia_aurita_Seg369.3 Seg369.3 transcript_id=Seg369.3_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg369.3_GoldUCD_D3Y31, Aurelia_aurita_Seg369.1 Seg369.1 transcript_id=Seg369.1_GoldUCD_mRNA.D3Y31 product="Tolloid-like protein 2" protein_id=Seg369.1_GoldUCD_D3Y31, Aurelia_aurita_Seg4133.3 Seg4133.3 transcript_id=Seg4133.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg4133.3_GoldUCD_D3Y31 partial=true
OG0000009	Porites_asteroides_isotig02551 isotig02551 extracted_CDS GOMatch=B4PWX3 GOTerms=GO_0005509 Gene=CG32702_ Match_Acc=A5JY98 gene=isogroup01108 length=406 numContigs=2, Porites_asteroides_isotig04364 isotig04364 extracted_CDS GOMatch=A7RVK5 GOTerms=GO_0005509 Gene=EGF-like_domain-containing_protein_ Match_Acc=D3BG27 gene=isogroup02632 length=1295 numContigs=1	Aurelia_aurita_Seg3.11 Seg3.11 transcript_id=Seg3.11_GoldUCD_mRNA.D3Y31 product=Fibrillin-1 protein_id=Seg3.11_GoldUCD_D3Y31, Aurelia_aurita_Seg2279.2 Seg2279.2 transcript_id=Seg2279.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg2279.2_GoldUCD_D3Y31 partial=true
OG0000009	Porites_asteroides_isotig29153 isotig29153 extracted_CDS GOMatch=B3P6Z7 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=RE25412p_ Match_Acc=Q7YU36 gene=isogroup27421 length=253 numContigs=1	Aurelia_aurita_Seg2256.2 Seg2256.2 transcript_id=Seg2256.2_GoldUCD_mRNA.D3Y31 product="Tolloid-like protein 1" protein_id=Seg2256.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2837.4 Seg2837.4 transcript_id=Seg2837.4_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg2837.4_GoldUCD_D3Y31, Aurelia_aurita_Seg2837.5 Seg2837.5 transcript_id=Seg2837.5_GoldUCD_mRNA.D3Y31 product="CUB domain-containing protein 2" protein_id=Seg2837.5_GoldUCD_D3Y31, Aurelia_aurita_Seg1160.13 Seg1160.13 transcript_id=Seg1160.13_GoldUCD_mRNA.D3Y31 product="Dorsal-ventral patterning protein tolloid" protein_id=Seg1160.13_GoldUCD_D3Y31, Aurelia_aurita_Seg2405.1 Seg2405.1 transcript_id=Seg2405.1_GoldUCD_mRNA.D3Y31 product="Tolloid-like protein 2" protein_id=Seg2405.1_GoldUCD_D3Y31
OG0000009	Porites_asteroides_isotig10750 isotig10750 extracted_CDS GOMatch=D2H9Y1 GOTerms=GO_0005509_GO_0005737_GO_0005768_GO_0005783_GO_0005794_GO_0005903_GO_0005905_GO_0006898_GO_0016324_GO_0030139_GO_0042803_GO_0042953_GO_0045177 Gene=CUB_and_sushi_domain-containing_protein_1_ Match_Acc=Q923L3 gene=isogroup09018 length=634 numContigs=1	Aurelia_aurita_Seg2195.8 Seg2195.8 transcript_id=Seg2195.8_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg2195.8_GoldUCD_D3Y31
OG0000010	Porites_asteroides_isotig04150 isotig04150 extracted_CDS GOMatch=Q4RRT1 GOTerms=GO_0007155_GO_0016020 Gene=Roundabout_homolog_3_ Match_Acc=Q96MS0 gene=isogroup02418 length=1353 numContigs=1	Aurelia_aurita_Seg241.1 Seg241.1 transcript_id=Seg241.1_GoldUCD_mRNA.D3Y31 product="Roundabout 1" protein_id=Seg241.1_GoldUCD_D3Y31
OG0000010	Porites_asteroides_GCKDGN103GH3OK GCKDGN103GH3OK extracted_CDS GOMatch=C3ZMG6 GOTerms=GO_0005509 Gene=Protein_eyes_shut_homolog_ Match_Acc=Q5T1H1 length=391 region=3 run=R_2010_02_19_08_49_25_ xy=2549_1682	Aurelia_aurita_Seg114.11 Seg114.11 transcript_id=Seg114.11_GoldUCD_mRNA.D3Y31 product=Peroxidasin protein_id=Seg114.11_GoldUCD_D3Y31 partial=true
OG0000010	Porites_asteroides_isotig26332 isotig26332 extracted_CDS GOMatch=B3MYW1 GOTerms=GO_0007155_GO_0031012 Gene=Terribly_reduced_optic_lobes__isoform_A_ Match_Acc=Q9W4Y4 gene=isogroup24600 length=312 numContigs=1	Aurelia_aurita_Seg1855.12 Seg1855.12 transcript_id=Seg1855.12_GoldUCD_mRNA.D3Y31 product="Neurogenic locus Notch protein" pseudo=true protein_id=Seg1855.12_GoldUCD_D3Y31, Aurelia_aurita_Seg3520.1 Seg3520.1 transcript_id=Seg3520.1_GoldUCD_mRNA.D3Y31 product=Pikachurin protein_id=Seg3520.1_GoldUCD_D3Y31
OG0000010	Porites_asteroides_isotig10815 isotig10815 extracted_CDS GOMatch=D2I4P4 GOTerms=GO_0005605_GO_0007213_GO_0031012_GO_0043113_GO_0043236 Gene=NtA_agrin_ Match_Acc=B3GQ72 gene=isogroup09083 length=632 numContigs=1	Aurelia_aurita_Seg1962.7 Seg1962.7 transcript_id=Seg1962.7_GoldUCD_mRNA.D3Y31 product=Agrin protein_id=Seg1962.7_GoldUCD_D3Y31
OG0000010	Porites_asteroides_isotig11269 isotig11269 extracted_CDS GOMatch=Q6PW72 GOTerms=GO_0005488 Gene=Follistatin_ Match_Acc=Q6PW72 gene=isogroup09537 length=603 numContigs=1	Aurelia_aurita_Seg4070.2 Seg4070.2 transcript_id=Seg4070.2_GoldUCD_mRNA.D3Y31 product=Follistatin-A protein_id=Seg4070.2_GoldUCD_D3Y31
OG0000013	Porites_asteroides_GCKDGN102C4DAL GCKDGN102C4DAL extracted_CDS GOMatch=B0FK92 GOTerms=GO_0004871_GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=B0FK92 length=394 region=2 run=R_2010_02_19_08_49_25_ xy=1162_3259	Aurelia_aurita_Seg564.8 Seg564.8 transcript_id=Seg564.8_GoldUCD_mRNA.D3Y31 product="Protein Wnt-6" protein_id=Seg564.8_GoldUCD_D3Y31 partial=true
OG0000013	Porites_asteroides_isotig14310 isotig14310 extracted_CDS GOMatch=Q5J2D4 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=Q5J2D4 gene=isogroup12578 length=500 numContigs=1	Aurelia_aurita_Seg1579.2 Seg1579.2 transcript_id=Seg1579.2_GoldUCD_mRNA.D3Y31 product="Protein Wnt-1" protein_id=Seg1579.2_GoldUCD_D3Y31
OG0000013	Porites_asteroides_GCKDGN103GNGAZ GCKDGN103GNGAZ extracted_CDS GOMatch=A7SZ54 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=A7SZ54 length=452 region=3 run=R_2010_02_19_08_49_25_ xy=2610_1465	Aurelia_aurita_Seg1722.5 Seg1722.5 transcript_id=Seg1722.5_GoldUCD_mRNA.D3Y31 product="Protein Wnt-4" protein_id=Seg1722.5_GoldUCD_D3Y31
OG0000013	Porites_asteroides_isotig22298 isotig22298 extracted_CDS GOMatch=A7RGH9 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=A7RGH9 gene=isogroup20566 length=370 numContigs=1	Aurelia_aurita_Seg915.2 Seg915.2 transcript_id=Seg915.2_GoldUCD_mRNA.D3Y31 product="Protein Wnt-4" protein_id=Seg915.2_GoldUCD_D3Y31
OG0000013	Porites_asteroides_isotig28579 isotig28579 extracted_CDS GOMatch=Q5IRC2 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=Q5IRC2 gene=isogroup26847 length=267 numContigs=1	Aurelia_aurita_Seg1688.5 Seg1688.5 transcript_id=Seg1688.5_GoldUCD_mRNA.D3Y31 product="Protein Wnt-11b" protein_id=Seg1688.5_GoldUCD_D3Y31, Aurelia_aurita_Seg13025.1 Seg13025.1 transcript_id=Seg13025.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg13025.1_GoldUCD_D3Y31, Aurelia_aurita_Seg675.38 Seg675.38 transcript_id=Seg675.38_GoldUCD_mRNA.D3Y31 product="Protein Wnt-11" protein_id=Seg675.38_GoldUCD_D3Y31
OG0000013	Porites_asteroides_isotig03246 isotig03246 extracted_CDS GOMatch=A7RSS8 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=A7RSS8 gene=isogroup01514 length=2357 numContigs=1, Porites_asteroides_isotig05535 isotig05535 extracted_CDS GOMatch=Q5IHV8 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=Q5IHV8 gene=isogroup03803 length=1046 numContigs=1	Aurelia_aurita_Seg1904.2 Seg1904.2 transcript_id=Seg1904.2_GoldUCD_mRNA.D3Y31 product="Protein Wnt-4" protein_id=Seg1904.2_GoldUCD_D3Y31
OG0000013	Porites_asteroides_isotig07350 isotig07350 extracted_CDS GOMatch=Q4STC2 GOTerms=GO_0004871_GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt-7b_ Match_Acc=Q3L254 gene=isogroup05618 length=818 numContigs=1	Aurelia_aurita_Seg3175.2 Seg3175.2 transcript_id=Seg3175.2_GoldUCD_mRNA.D3Y31 product="Protein Wnt-5a" protein_id=Seg3175.2_GoldUCD_D3Y31 partial=true
OG0000014	Porites_asteroides_isotig13992 isotig13992 extracted_CDS GOMatch=B0WIC7 GOTerms=GO_0008233 Gene=Papilin_ Match_Acc=B0WIC7 gene=isogroup12260 length=509 numContigs=1	Aurelia_aurita_Seg856.9 Seg856.9 transcript_id=Seg856.9_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg856.9_GoldUCD_D3Y31 partial=true
OG0000014	Porites_asteroides_GE911073 GE911073 extracted_CDS 9574023_I17.ab1_c Past_norm2007 Porites astreoides cDNA_mRNA sequence, Porites_asteroides_isotig17018 isotig17018 extracted_CDS GOMatch=A7SM43 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_ 6_ Match_Acc=Q9UKP5 gene=isogroup15286 length=438 numContigs=1, Porites_asteroides_isotig16735 isotig16735 extracted_CDS GOMatch=A7SIU7 GOTerms=GO_0004222_GO_0005578_GO_0008237_GO_0008270_GO_0031012 Gene=CG14869__isoform_B_ Match_Acc=Q8SXB0 gene=isogroup15003 length=444 numContigs=1, Porites_asteroides_isotig10898 isotig10898 extracted_CDS GOMatch=A7SM44 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Adamts-7_ Match_Acc=Q179V7 gene=isogroup09166 length=628 numContigs=1, Porites_asteroides_GCKDGN101CES4W GCKDGN101CES4W extracted_CDS GOMatch=A7SM43 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Adamts18_protein__Fragment__ Match_Acc=B7ZMV1 length=404 region=1 run=R_2010_02_19_08_49_25_ xy=0871_2670	Aurelia_aurita_Seg1394.13 Seg1394.13 transcript_id=Seg1394.13_GoldUCD_mRNA.D3Y31 product="A disintegrin and metalloproteinase with thrombospondin motifs 18" protein_id=Seg1394.13_GoldUCD_D3Y31, Aurelia_aurita_Seg659.3 Seg659.3 transcript_id=Seg659.3_GoldUCD_mRNA.D3Y31 product="A disintegrin and metalloproteinase with thrombospondin motifs 6" protein_id=Seg659.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg209.3 Seg209.3 transcript_id=Seg209.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg209.3_GoldUCD_D3Y31 partial=true
OG0000015	Porites_asteroides_isotig23555 isotig23555 extracted_CDS GOMatch=A7SGZ6 GOTerms=GO_0005509 Gene=Oncoprotein-induced_transcript_3_protein_ Match_Acc=Q29RU2 gene=isogroup21823 length=353 numContigs=1, Porites_asteroides_isotig03556 isotig03556 extracted_CDS GOMatch=A7SGZ7 GOTerms=GO_0005509 Gene=Oncoprotein-induced_transcript_3_protein_ Match_Acc=Q8R4V5 gene=isogroup01824 length=1724 numContigs=1, Porites_asteroides_isotig20731 isotig20731 extracted_CDS GOMatch=A7SGZ6 GOTerms=GO_0005509 Gene=SCUBE1_protein_ Match_Acc=A0JP65 gene=isogroup18999 length=388 numContigs=1, Porites_asteroides_isotig06044 isotig06044 extracted_CDS GOMatch=A7SGZ7 GOTerms=GO_0005509 Gene=Crumbs_ Match_Acc=B0X2G9 gene=isogroup04312 length=968 numContigs=1, Porites_asteroides_GCKDGN103F7MUU GCKDGN103F7MUU extracted_CDS GOMatch=A7RGF1 GOTerms=GO_0005509 Gene=Transforming_growth_factor_beta_receptor_type_3_ Match_Acc=P26342 length=331 region=3 run=R_2010_02_19_08_49_25_ xy=2430_0740	Aurelia_aurita_Seg1962.3 Seg1962.3 transcript_id=Seg1962.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1962.3_GoldUCD_D3Y31
OG0000015	Porites_asteroides_isotig07129 isotig07129 extracted_CDS GOMatch=A7RGF1 GOTerms=GO_0005509 Gene=cDNA_FLJ51324__highly_similar_to_CUB_and_zona_pellucida-like_domain-containing_protein_1_ Match_Acc=B4DUY8 gene=isogroup05397 length=842 numContigs=1, Porites_asteroides_isotig22086 isotig22086 extracted_CDS GOMatch=A7SGZ7 GOTerms=GO_0005509 gene=isogroup20354 length=369 numContigs=1	Aurelia_aurita_Seg207.8 Seg207.8 transcript_id=Seg207.8_GoldUCD_mRNA.D3Y31 product="ZP domain-containing protein" protein_id=Seg207.8_GoldUCD_D3Y31 partial=true
OG0000016	Porites_asteroides_isotig03534 isotig03534 extracted_CDS GOMatch=A7RJ22 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_ Match_Acc=Q9U9P0 gene=isogroup01802 length=1741 numContigs=1, Porites_asteroides_isotig00727 isotig00727 extracted_CDS GOMatch=A7RJ22 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_ Match_Acc=Q9U9P0 gene=isogroup00204 length=1146 numContigs=2, Porites_asteroides_isotig00725 isotig00725 extracted_CDS GOMatch=A7RJ22 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_ Match_Acc=Q9U9P0 gene=isogroup00204 length=1217 numContigs=2	Aurelia_aurita_Seg8.8 Seg8.8 transcript_id=Seg8.8_GoldUCD_mRNA.D3Y31 product="Matrix metalloproteinase-16" protein_id=Seg8.8_GoldUCD_D3Y31
OG0000016	Porites_asteroides_isotig20158 isotig20158 extracted_CDS GOMatch=Q70AB1 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Putative_hatching_enzyme__Fragment__ Match_Acc=Q70AB1 gene=isogroup18426 length=395 numContigs=1	Aurelia_aurita_Seg6389.1 Seg6389.1 transcript_id=Seg6389.1_GoldUCD_mRNA.D3Y31 product="Matrix metalloproteinase-17" protein_id=Seg6389.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg708.15 Seg708.15 transcript_id=Seg708.15_GoldUCD_mRNA.D3Y31 product="Matrix metalloproteinase-25" protein_id=Seg708.15_GoldUCD_D3Y31
OG0000016	Porites_asteroides_isotig02071 isotig02071 extracted_CDS GOMatch=A7RJ23 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase-25_ Match_Acc=Q3U435 gene=isogroup00868 length=512 numContigs=2	Aurelia_aurita_Seg5044.4 Seg5044.4 transcript_id=Seg5044.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5044.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg5044.5 Seg5044.5 transcript_id=Seg5044.5_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5044.5_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1669.1 Seg1669.1 transcript_id=Seg1669.1_GoldUCD_mRNA.D3Y31 product="Matrix metalloproteinase-16" protein_id=Seg1669.1_GoldUCD_D3Y31
OG0000017	Porites_asteroides_GCKDGN101CG90N GCKDGN101CG90N extracted_CDS GOMatch=A7S7S1 GOTerms=GO_0004867 Gene=Leukocyte_elastase_inhibitor_B_ Match_Acc=Q8VHP7 length=288 region=1 run=R_2010_02_19_08_49_25_ xy=0899_3173	Aurelia_aurita_Seg932.11 Seg932.11 transcript_id=Seg932.11_GoldUCD_mRNA.D3Y31 product="Leukocyte elastase inhibitor C" protein_id=Seg932.11_GoldUCD_D3Y31, Aurelia_aurita_Seg1617.8 Seg1617.8 transcript_id=Seg1617.8_GoldUCD_mRNA.D3Y31 product="Serpin B11" protein_id=Seg1617.8_GoldUCD_D3Y31, Aurelia_aurita_Seg2092.5 Seg2092.5 transcript_id=Seg2092.5_GoldUCD_mRNA.D3Y31 product="Serpin B11" protein_id=Seg2092.5_GoldUCD_D3Y31, Aurelia_aurita_Seg910.11 Seg910.11 transcript_id=Seg910.11_GoldUCD_mRNA.D3Y31 product="Serpin B11" protein_id=Seg910.11_GoldUCD_D3Y31, Aurelia_aurita_Seg2092.8 Seg2092.8 transcript_id=Seg2092.8_GoldUCD_mRNA.D3Y31 product="Leukocyte elastase inhibitor C" protein_id=Seg2092.8_GoldUCD_D3Y31, Aurelia_aurita_Seg6085.3 Seg6085.3 transcript_id=Seg6085.3_GoldUCD_mRNA.D3Y31 product="Leukocyte elastase inhibitor C" protein_id=Seg6085.3_GoldUCD_D3Y31, Aurelia_aurita_Seg873.2 Seg873.2 transcript_id=Seg873.2_GoldUCD_mRNA.D3Y31 product="Serpin B8" protein_id=Seg873.2_GoldUCD_D3Y31
OG0000018	Porites_asteroides_GCKDGN102DGG79 GCKDGN102DGG79 extracted_CDS GOMatch=D2H031 GOTerms=GO_0005044_GO_0005507_GO_0016020_GO_0016641_GO_0055114 Gene=Lysyl_oxidase_ Match_Acc=Q6NYT8 length=485 region=2 run=R_2010_02_19_08_49_25_ xy=1300_2983	Aurelia_aurita_Seg4118.1 Seg4118.1 transcript_id=Seg4118.1_GoldUCD_mRNA.D3Y31 product="Lysyl oxidase 4" protein_id=Seg4118.1_GoldUCD_D3Y31 partial=true
OG0000019	Porites_asteroides_isotig11482 isotig11482 extracted_CDS GOMatch=Q27W10 GOTerms=GO_0008083_GO_0040007 Gene=BMP5-8__Fragment__ Match_Acc=Q27W10 gene=isogroup09750 length=601 numContigs=1	Aurelia_aurita_Seg3305.2 Seg3305.2 transcript_id=Seg3305.2_GoldUCD_mRNA.D3Y31 product="Bone morphogenetic protein 5" protein_id=Seg3305.2_GoldUCD_D3Y31, Aurelia_aurita_Seg2319.3 Seg2319.3 transcript_id=Seg2319.3_GoldUCD_mRNA.D3Y31 product="Bone morphogenetic protein 5" protein_id=Seg2319.3_GoldUCD_D3Y31
OG0000019	Porites_asteroides_isotig13411 isotig13411 extracted_CDS GOMatch=B6SCR5 GOTerms=GO_0008083_GO_0040007 Gene=BMP2_4__Fragment__ Match_Acc=B6SCR5 gene=isogroup11679 length=526 numContigs=1	Aurelia_aurita_Seg630.3 Seg630.3 transcript_id=Seg630.3_GoldUCD_mRNA.D3Y31 product="Bone morphogenetic protein 2-B" protein_id=Seg630.3_GoldUCD_D3Y31
OG0000019	Porites_asteroides_isotig11160 isotig11160 extracted_CDS GOMatch=Q5YJC3 GOTerms=GO_0005576_GO_0008083_GO_0040007 Gene=GDF5-like_protein_ Match_Acc=Q5YJC3 gene=isogroup09428 length=616 numContigs=1	Aurelia_aurita_Seg4745.1 Seg4745.1 transcript_id=Seg4745.1_GoldUCD_mRNA.D3Y31 product="Growth_differentiation factor 6-A" protein_id=Seg4745.1_GoldUCD_D3Y31, Aurelia_aurita_Seg562.17 Seg562.17 transcript_id=Seg562.17_GoldUCD_mRNA.D3Y31 product="Growth_differentiation factor 6-A" protein_id=Seg562.17_GoldUCD_D3Y31
OG0000020	Porites_asteroides_isotig03376 isotig03376 extracted_CDS GOMatch=Q4S5M8 GOTerms=GO_0005201_GO_0005581 Gene=Collagen_alpha-2_I__chain__Fragments__ Match_Acc=P02467 gene=isogroup01644 length=1965 numContigs=1	Aurelia_aurita_Seg376.12 Seg376.12 transcript_id=Seg376.12_GoldUCD_mRNA.D3Y31 product="Collagen alpha-2" protein_id=Seg376.12_GoldUCD_D3Y31 partial=true
