Orthogroup	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis
OG0000034	Clytia_hemispherica_TCONS_00055927-protein TCONS_00055927-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.23942 Ccrux.Trinity.23942, Calvadosia_cruxmelitensis_Ccrux.Trinity.29401 Ccrux.Trinity.29401, Calvadosia_cruxmelitensis_Ccrux.Trinity.29405 Ccrux.Trinity.29405
OG0000034	Clytia_hemispherica_TCONS_00048912-protein TCONS_00048912-protein, Clytia_hemispherica_TCONS_00057683-protein TCONS_00057683-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.5241 Ccrux.Trinity.5241, Calvadosia_cruxmelitensis_Ccrux.Trinity.5239 Ccrux.Trinity.5239
OG0000035	Clytia_hemispherica_TCONS_00058995-protein TCONS_00058995-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.23678 Ccrux.Trinity.23678
OG0000035	Clytia_hemispherica_TCONS_00040600-protein TCONS_00040600-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.24154 Ccrux.Trinity.24154
OG0000036	Clytia_hemispherica_TCONS_00021392-protein TCONS_00021392-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.23947 Ccrux.Trinity.23947
OG0000036	Clytia_hemispherica_TCONS_00053283-protein TCONS_00053283-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.23943 Ccrux.Trinity.23943, Calvadosia_cruxmelitensis_Ccrux.Trinity.23946 Ccrux.Trinity.23946, Calvadosia_cruxmelitensis_Ccrux.Trinity.23940 Ccrux.Trinity.23940
OG0000036	Clytia_hemispherica_TCONS_00054322-protein TCONS_00054322-protein, Clytia_hemispherica_TCONS_00055213-protein TCONS_00055213-protein, Clytia_hemispherica_TCONS_00068268-protein TCONS_00068268-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.42286 Ccrux.Trinity.42286, Calvadosia_cruxmelitensis_Ccrux.Trinity.42285 Ccrux.Trinity.42285, Calvadosia_cruxmelitensis_Ccrux.Trinity.48894 Ccrux.Trinity.48894, Calvadosia_cruxmelitensis_Ccrux.Trinity.48890 Ccrux.Trinity.48890
OG0000036	Clytia_hemispherica_TCONS_00068309-protein TCONS_00068309-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.10169 Ccrux.Trinity.10169
OG0000036	Clytia_hemispherica_TCONS_00019271-protein TCONS_00019271-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.539 Ccrux.Trinity.539
OG0000036	Clytia_hemispherica_TCONS_00001698-protein TCONS_00001698-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.355 Ccrux.Trinity.355
OG0000036	Clytia_hemispherica_TCONS_00057743-protein TCONS_00057743-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.30905 Ccrux.Trinity.30905
OG0000037	Clytia_hemispherica_TCONS_00059237-protein TCONS_00059237-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.53147 Ccrux.Trinity.53147
OG0000040	Clytia_hemispherica_TCONS_00002499-protein TCONS_00002499-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.71405 Ccrux.Trinity.71405
OG0000040	Clytia_hemispherica_TCONS_00054800-protein TCONS_00054800-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.352 Ccrux.Trinity.352, Calvadosia_cruxmelitensis_Ccrux.Trinity.351 Ccrux.Trinity.351, Calvadosia_cruxmelitensis_Ccrux.Trinity.9855 Ccrux.Trinity.9855
OG0000040	Clytia_hemispherica_TCONS_00015477-protein TCONS_00015477-protein, Clytia_hemispherica_TCONS_00054801-protein TCONS_00054801-protein, Clytia_hemispherica_TCONS_00063899-protein TCONS_00063899-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.51979 Ccrux.Trinity.51979
OG0000041	Clytia_hemispherica_TCONS_00059541-protein TCONS_00059541-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.32466 Ccrux.Trinity.32466, Calvadosia_cruxmelitensis_Ccrux.Trinity.32467 Ccrux.Trinity.32467
OG0000042	Clytia_hemispherica_TCONS_00005412-protein TCONS_00005412-protein, Clytia_hemispherica_TCONS_00059228-protein TCONS_00059228-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.55631 Ccrux.Trinity.55631
OG0000042	Clytia_hemispherica_TCONS_00007470-protein TCONS_00007470-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.72827 Ccrux.Trinity.72827
OG0000042	Clytia_hemispherica_TCONS_00066637-protein TCONS_00066637-protein, Clytia_hemispherica_TCONS_00072911-protein TCONS_00072911-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.42236 Ccrux.Trinity.42236, Calvadosia_cruxmelitensis_Ccrux.Trinity.1218 Ccrux.Trinity.1218, Calvadosia_cruxmelitensis_Ccrux.Trinity.1219 Ccrux.Trinity.1219, Calvadosia_cruxmelitensis_Ccrux.Trinity.69012 Ccrux.Trinity.69012, Calvadosia_cruxmelitensis_Ccrux.Trinity.8037 Ccrux.Trinity.8037
OG0000044	Clytia_hemispherica_TCONS_00053572-protein TCONS_00053572-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.11028 Ccrux.Trinity.11028, Calvadosia_cruxmelitensis_Ccrux.Trinity.11029 Ccrux.Trinity.11029
OG0000044	Clytia_hemispherica_TCONS_00033083-protein TCONS_00033083-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.31172 Ccrux.Trinity.31172, Calvadosia_cruxmelitensis_Ccrux.Trinity.31175 Ccrux.Trinity.31175, Calvadosia_cruxmelitensis_Ccrux.Trinity.31178 Ccrux.Trinity.31178, Calvadosia_cruxmelitensis_Ccrux.Trinity.31183 Ccrux.Trinity.31183
OG0000045	Clytia_hemispherica_TCONS_00002813-protein TCONS_00002813-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.3251 Ccrux.Trinity.3251
OG0000045	Clytia_hemispherica_TCONS_00064870-protein TCONS_00064870-protein, Clytia_hemispherica_TCONS_00064833-protein TCONS_00064833-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.9800 Ccrux.Trinity.9800, Calvadosia_cruxmelitensis_Ccrux.Trinity.9793 Ccrux.Trinity.9793
OG0000045	Clytia_hemispherica_TCONS_00064868-protein TCONS_00064868-protein, Clytia_hemispherica_TCONS_00064836-protein TCONS_00064836-protein, Clytia_hemispherica_TCONS_00043175-protein TCONS_00043175-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.9796 Ccrux.Trinity.9796
OG0000046	Clytia_hemispherica_TCONS_00050883-protein TCONS_00050883-protein, Clytia_hemispherica_TCONS_00065761-protein TCONS_00065761-protein, Clytia_hemispherica_TCONS_00072914-protein TCONS_00072914-protein, Clytia_hemispherica_TCONS_00003192-protein TCONS_00003192-protein, Clytia_hemispherica_TCONS_00000570-protein TCONS_00000570-protein, Clytia_hemispherica_TCONS_00043112-protein TCONS_00043112-protein, Clytia_hemispherica_TCONS_00043709-protein TCONS_00043709-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.36365 Ccrux.Trinity.36365, Calvadosia_cruxmelitensis_Ccrux.Trinity.36357 Ccrux.Trinity.36357, Calvadosia_cruxmelitensis_Ccrux.Trinity.36369 Ccrux.Trinity.36369, Calvadosia_cruxmelitensis_Ccrux.Trinity.36362 Ccrux.Trinity.36362, Calvadosia_cruxmelitensis_Ccrux.Trinity.36368 Ccrux.Trinity.36368
OG0000048	Clytia_hemispherica_TCONS_00070298-protein TCONS_00070298-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.26912 Ccrux.Trinity.26912, Calvadosia_cruxmelitensis_Ccrux.Trinity.26915 Ccrux.Trinity.26915
OG0000049	Clytia_hemispherica_TCONS_00064915-protein TCONS_00064915-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.36955 Ccrux.Trinity.36955, Calvadosia_cruxmelitensis_Ccrux.Trinity.36954 Ccrux.Trinity.36954
OG0000051	Clytia_hemispherica_TCONS_00046933-protein TCONS_00046933-protein, Clytia_hemispherica_TCONS_00065253-protein TCONS_00065253-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.43175 Ccrux.Trinity.43175, Calvadosia_cruxmelitensis_Ccrux.Trinity.43176 Ccrux.Trinity.43176, Calvadosia_cruxmelitensis_Ccrux.Trinity.5294 Ccrux.Trinity.5294
OG0000053	Clytia_hemispherica_TCONS_00069010-protein TCONS_00069010-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.8876 Ccrux.Trinity.8876, Calvadosia_cruxmelitensis_Ccrux.Trinity.8874 Ccrux.Trinity.8874
OG0000054	Clytia_hemispherica_TCONS_00029751-protein TCONS_00029751-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.18828 Ccrux.Trinity.18828
OG0000054	Clytia_hemispherica_TCONS_00036167-protein TCONS_00036167-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.44030 Ccrux.Trinity.44030
OG0000055	Clytia_hemispherica_TCONS_00018183-protein TCONS_00018183-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.62846 Ccrux.Trinity.62846
OG0000056	Clytia_hemispherica_TCONS_00054179-protein TCONS_00054179-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.8879 Ccrux.Trinity.8879, Calvadosia_cruxmelitensis_Ccrux.Trinity.8881 Ccrux.Trinity.8881, Calvadosia_cruxmelitensis_Ccrux.Trinity.8877 Ccrux.Trinity.8877
OG0000061	Clytia_hemispherica_TCONS_00050243-protein TCONS_00050243-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.13062 Ccrux.Trinity.13062
OG0000061	Clytia_hemispherica_TCONS_00005277-protein TCONS_00005277-protein, Clytia_hemispherica_TCONS_00040450-protein TCONS_00040450-protein, Clytia_hemispherica_TCONS_00005276-protein TCONS_00005276-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.45943 Ccrux.Trinity.45943
OG0000062	Clytia_hemispherica_TCONS_00052771-protein TCONS_00052771-protein, Clytia_hemispherica_TCONS_00023638-protein TCONS_00023638-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.31247 Ccrux.Trinity.31247, Calvadosia_cruxmelitensis_Ccrux.Trinity.31254 Ccrux.Trinity.31254
OG0000063	Clytia_hemispherica_TCONS_00002634-protein TCONS_00002634-protein, Clytia_hemispherica_TCONS_00002631-protein TCONS_00002631-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.22151 Ccrux.Trinity.22151
OG0000064	Clytia_hemispherica_TCONS_00067933-protein TCONS_00067933-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.31845 Ccrux.Trinity.31845, Calvadosia_cruxmelitensis_Ccrux.Trinity.31846 Ccrux.Trinity.31846
OG0000064	Clytia_hemispherica_TCONS_00067923-protein TCONS_00067923-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.19626 Ccrux.Trinity.19626
OG0000065	Clytia_hemispherica_TCONS_00048919-protein TCONS_00048919-protein, Clytia_hemispherica_TCONS_00063389-protein TCONS_00063389-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.465 Ccrux.Trinity.465
OG0000067	Clytia_hemispherica_TCONS_00015037-protein TCONS_00015037-protein, Clytia_hemispherica_TCONS_00030414-protein TCONS_00030414-protein, Clytia_hemispherica_TCONS_00016035-protein TCONS_00016035-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.63548 Ccrux.Trinity.63548
OG0000067	Clytia_hemispherica_TCONS_00016037-protein TCONS_00016037-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.6190 Ccrux.Trinity.6190
OG0000070	Clytia_hemispherica_TCONS_00021784-protein TCONS_00021784-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.11503 Ccrux.Trinity.11503, Calvadosia_cruxmelitensis_Ccrux.Trinity.11506 Ccrux.Trinity.11506, Calvadosia_cruxmelitensis_Ccrux.Trinity.11509 Ccrux.Trinity.11509
OG0000074	Clytia_hemispherica_TCONS_00028190-protein TCONS_00028190-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.2857 Ccrux.Trinity.2857
OG0000075	Clytia_hemispherica_TCONS_00018308-protein TCONS_00018308-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.25831 Ccrux.Trinity.25831
OG0000075	Clytia_hemispherica_TCONS_00054794-protein TCONS_00054794-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.19178 Ccrux.Trinity.19178
OG0000075	Clytia_hemispherica_TCONS_00060857-protein TCONS_00060857-protein, Clytia_hemispherica_TCONS_00047983-protein TCONS_00047983-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.39620 Ccrux.Trinity.39620, Calvadosia_cruxmelitensis_Ccrux.Trinity.39617 Ccrux.Trinity.39617, Calvadosia_cruxmelitensis_Ccrux.Trinity.39619 Ccrux.Trinity.39619, Calvadosia_cruxmelitensis_Ccrux.Trinity.20222 Ccrux.Trinity.20222
OG0000080	Clytia_hemispherica_TCONS_00070986-protein TCONS_00070986-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.5691 Ccrux.Trinity.5691
OG0000080	Clytia_hemispherica_TCONS_00051832-protein TCONS_00051832-protein, Clytia_hemispherica_TCONS_00001940-protein TCONS_00001940-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.70554 Ccrux.Trinity.70554
OG0000081	Clytia_hemispherica_TCONS_00006563-protein TCONS_00006563-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.39810 Ccrux.Trinity.39810, Calvadosia_cruxmelitensis_Ccrux.Trinity.39813 Ccrux.Trinity.39813, Calvadosia_cruxmelitensis_Ccrux.Trinity.39808 Ccrux.Trinity.39808
OG0000082	Clytia_hemispherica_TCONS_00001201-protein TCONS_00001201-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.39763 Ccrux.Trinity.39763, Calvadosia_cruxmelitensis_Ccrux.Trinity.39765 Ccrux.Trinity.39765
OG0000084	Clytia_hemispherica_TCONS_00057688-protein TCONS_00057688-protein, Clytia_hemispherica_TCONS_00006263-protein TCONS_00006263-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.35548 Ccrux.Trinity.35548, Calvadosia_cruxmelitensis_Ccrux.Trinity.35549 Ccrux.Trinity.35549, Calvadosia_cruxmelitensis_Ccrux.Trinity.35546 Ccrux.Trinity.35546
OG0000087	Clytia_hemispherica_TCONS_00024126-protein TCONS_00024126-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.24305 Ccrux.Trinity.24305
OG0000089	Clytia_hemispherica_TCONS_00004749-protein TCONS_00004749-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.31544 Ccrux.Trinity.31544, Calvadosia_cruxmelitensis_Ccrux.Trinity.31553 Ccrux.Trinity.31553, Calvadosia_cruxmelitensis_Ccrux.Trinity.31550 Ccrux.Trinity.31550, Calvadosia_cruxmelitensis_Ccrux.Trinity.31548 Ccrux.Trinity.31548, Calvadosia_cruxmelitensis_Ccrux.Trinity.31555 Ccrux.Trinity.31555
OG0000092	Clytia_hemispherica_TCONS_00005924-protein TCONS_00005924-protein, Clytia_hemispherica_TCONS_00049219-protein TCONS_00049219-protein, Clytia_hemispherica_TCONS_00049717-protein TCONS_00049717-protein, Clytia_hemispherica_TCONS_00049220-protein TCONS_00049220-protein, Clytia_hemispherica_TCONS_00018219-protein TCONS_00018219-protein, Clytia_hemispherica_TCONS_00018216-protein TCONS_00018216-protein, Clytia_hemispherica_TCONS_00018213-protein TCONS_00018213-protein, Clytia_hemispherica_TCONS_00055549-protein TCONS_00055549-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.32655 Ccrux.Trinity.32655
OG0000092	Clytia_hemispherica_TCONS_00006966-protein TCONS_00006966-protein, Clytia_hemispherica_TCONS_00006964-protein TCONS_00006964-protein, Clytia_hemispherica_TCONS_00006967-protein TCONS_00006967-protein, Clytia_hemispherica_TCONS_00054784-protein TCONS_00054784-protein, Clytia_hemispherica_TCONS_00007479-protein TCONS_00007479-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.23384 Ccrux.Trinity.23384
OG0000094	Clytia_hemispherica_TCONS_00019291-protein TCONS_00019291-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.28928 Ccrux.Trinity.28928, Calvadosia_cruxmelitensis_Ccrux.Trinity.28927 Ccrux.Trinity.28927
OG0000099	Clytia_hemispherica_TCONS_00015995-protein TCONS_00015995-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.53521 Ccrux.Trinity.53521
OG0000099	Clytia_hemispherica_TCONS_00015994-protein TCONS_00015994-protein, Clytia_hemispherica_TCONS_00016000-protein TCONS_00016000-protein, Clytia_hemispherica_TCONS_00015967-protein TCONS_00015967-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.52958 Ccrux.Trinity.52958, Calvadosia_cruxmelitensis_Ccrux.Trinity.33686 Ccrux.Trinity.33686, Calvadosia_cruxmelitensis_Ccrux.Trinity.27689 Ccrux.Trinity.27689
OG0000100	Clytia_hemispherica_TCONS_00062227-protein TCONS_00062227-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.50179 Ccrux.Trinity.50179, Calvadosia_cruxmelitensis_Ccrux.Trinity.50182 Ccrux.Trinity.50182
OG0000100	Clytia_hemispherica_TCONS_00062230-protein TCONS_00062230-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.14857 Ccrux.Trinity.14857, Calvadosia_cruxmelitensis_Ccrux.Trinity.14854 Ccrux.Trinity.14854, Calvadosia_cruxmelitensis_Ccrux.Trinity.14847 Ccrux.Trinity.14847
OG0000100	Clytia_hemispherica_TCONS_00024080-protein TCONS_00024080-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.712 Ccrux.Trinity.712, Calvadosia_cruxmelitensis_Ccrux.Trinity.705 Ccrux.Trinity.705
OG0000101	Clytia_hemispherica_TCONS_00021549-protein TCONS_00021549-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.38805 Ccrux.Trinity.38805, Calvadosia_cruxmelitensis_Ccrux.Trinity.38803 Ccrux.Trinity.38803
OG0000103	Clytia_hemispherica_TCONS_00012064-protein TCONS_00012064-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.37402 Ccrux.Trinity.37402, Calvadosia_cruxmelitensis_Ccrux.Trinity.37397 Ccrux.Trinity.37397, Calvadosia_cruxmelitensis_Ccrux.Trinity.37401 Ccrux.Trinity.37401, Calvadosia_cruxmelitensis_Ccrux.Trinity.37399 Ccrux.Trinity.37399, Calvadosia_cruxmelitensis_Ccrux.Trinity.37394 Ccrux.Trinity.37394, Calvadosia_cruxmelitensis_Ccrux.Trinity.37396 Ccrux.Trinity.37396, Calvadosia_cruxmelitensis_Ccrux.Trinity.37400 Ccrux.Trinity.37400, Calvadosia_cruxmelitensis_Ccrux.Trinity.37395 Ccrux.Trinity.37395
OG0000111	Clytia_hemispherica_TCONS_00064231-protein TCONS_00064231-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.19361 Ccrux.Trinity.19361
OG0000113	Clytia_hemispherica_TCONS_00049955-protein TCONS_00049955-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.47143 Ccrux.Trinity.47143, Calvadosia_cruxmelitensis_Ccrux.Trinity.47144 Ccrux.Trinity.47144, Calvadosia_cruxmelitensis_Ccrux.Trinity.47147 Ccrux.Trinity.47147, Calvadosia_cruxmelitensis_Ccrux.Trinity.47146 Ccrux.Trinity.47146, Calvadosia_cruxmelitensis_Ccrux.Trinity.47141 Ccrux.Trinity.47141
OG0000114	Clytia_hemispherica_TCONS_00018194-protein TCONS_00018194-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.12049 Ccrux.Trinity.12049, Calvadosia_cruxmelitensis_Ccrux.Trinity.12051 Ccrux.Trinity.12051
OG0000116	Clytia_hemispherica_TCONS_00053845-protein TCONS_00053845-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.23713 Ccrux.Trinity.23713
OG0000119	Clytia_hemispherica_TCONS_00020107-protein TCONS_00020107-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.19667 Ccrux.Trinity.19667
OG0000120	Clytia_hemispherica_TCONS_00010938-protein TCONS_00010938-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.62450 Ccrux.Trinity.62450
OG0000121	Clytia_hemispherica_TCONS_00000040-protein TCONS_00000040-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.32374 Ccrux.Trinity.32374, Calvadosia_cruxmelitensis_Ccrux.Trinity.32373 Ccrux.Trinity.32373
OG0000121	Clytia_hemispherica_TCONS_00020121-protein TCONS_00020121-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.14951 Ccrux.Trinity.14951, Calvadosia_cruxmelitensis_Ccrux.Trinity.14963 Ccrux.Trinity.14963, Calvadosia_cruxmelitensis_Ccrux.Trinity.14949 Ccrux.Trinity.14949, Calvadosia_cruxmelitensis_Ccrux.Trinity.14953 Ccrux.Trinity.14953, Calvadosia_cruxmelitensis_Ccrux.Trinity.14955 Ccrux.Trinity.14955
OG0000122	Clytia_hemispherica_TCONS_00013994-protein TCONS_00013994-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.12302 Ccrux.Trinity.12302
OG0000123	Clytia_hemispherica_TCONS_00053461-protein TCONS_00053461-protein, Clytia_hemispherica_TCONS_00053464-protein TCONS_00053464-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.2748 Ccrux.Trinity.2748
OG0000126	Clytia_hemispherica_TCONS_00014329-protein TCONS_00014329-protein, Clytia_hemispherica_TCONS_00069894-protein TCONS_00069894-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.24329 Ccrux.Trinity.24329, Calvadosia_cruxmelitensis_Ccrux.Trinity.62422 Ccrux.Trinity.62422
OG0000129	Clytia_hemispherica_TCONS_00055545-protein TCONS_00055545-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.49989 Ccrux.Trinity.49989
OG0000131	Clytia_hemispherica_TCONS_00002425-protein TCONS_00002425-protein, Clytia_hemispherica_TCONS_00002495-protein TCONS_00002495-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.39346 Ccrux.Trinity.39346, Calvadosia_cruxmelitensis_Ccrux.Trinity.39349 Ccrux.Trinity.39349
OG0000133	Clytia_hemispherica_TCONS_00000171-protein TCONS_00000171-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.23770 Ccrux.Trinity.23770
OG0000134	Clytia_hemispherica_TCONS_00070544-protein TCONS_00070544-protein, Clytia_hemispherica_TCONS_00009201-protein TCONS_00009201-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.27545 Ccrux.Trinity.27545
OG0000138	Clytia_hemispherica_TCONS_00013674-protein TCONS_00013674-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.7319 Ccrux.Trinity.7319, Calvadosia_cruxmelitensis_Ccrux.Trinity.7318 Ccrux.Trinity.7318, Calvadosia_cruxmelitensis_Ccrux.Trinity.7317 Ccrux.Trinity.7317, Calvadosia_cruxmelitensis_Ccrux.Trinity.52766 Ccrux.Trinity.52766
OG0000146	Clytia_hemispherica_TCONS_00017109-protein TCONS_00017109-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.5273 Ccrux.Trinity.5273
OG0000147	Clytia_hemispherica_TCONS_00015142-protein TCONS_00015142-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.32159 Ccrux.Trinity.32159, Calvadosia_cruxmelitensis_Ccrux.Trinity.32160 Ccrux.Trinity.32160
OG0000150	Clytia_hemispherica_TCONS_00003726-protein TCONS_00003726-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.70441 Ccrux.Trinity.70441
OG0000152	Clytia_hemispherica_TCONS_00060223-protein TCONS_00060223-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.35324 Ccrux.Trinity.35324, Calvadosia_cruxmelitensis_Ccrux.Trinity.35317 Ccrux.Trinity.35317
OG0000155	Clytia_hemispherica_TCONS_00008215-protein TCONS_00008215-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.56056 Ccrux.Trinity.56056
OG0000156	Clytia_hemispherica_TCONS_00025665-protein TCONS_00025665-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.38048 Ccrux.Trinity.38048, Calvadosia_cruxmelitensis_Ccrux.Trinity.38045 Ccrux.Trinity.38045, Calvadosia_cruxmelitensis_Ccrux.Trinity.38037 Ccrux.Trinity.38037, Calvadosia_cruxmelitensis_Ccrux.Trinity.38043 Ccrux.Trinity.38043
OG0000158	Clytia_hemispherica_TCONS_00064843-protein TCONS_00064843-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.60636 Ccrux.Trinity.60636, Calvadosia_cruxmelitensis_Ccrux.Trinity.68887 Ccrux.Trinity.68887
OG0000158	Clytia_hemispherica_TCONS_00065605-protein TCONS_00065605-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.14337 Ccrux.Trinity.14337
OG0000160	Clytia_hemispherica_TCONS_00064739-protein TCONS_00064739-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.68883 Ccrux.Trinity.68883
OG0000173	Clytia_hemispherica_TCONS_00037871-protein TCONS_00037871-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.45539 Ccrux.Trinity.45539
OG0000176	Clytia_hemispherica_TCONS_00050730-protein TCONS_00050730-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.37744 Ccrux.Trinity.37744, Calvadosia_cruxmelitensis_Ccrux.Trinity.37742 Ccrux.Trinity.37742, Calvadosia_cruxmelitensis_Ccrux.Trinity.37741 Ccrux.Trinity.37741
OG0000177	Clytia_hemispherica_TCONS_00003500-protein TCONS_00003500-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.18042 Ccrux.Trinity.18042, Calvadosia_cruxmelitensis_Ccrux.Trinity.18051 Ccrux.Trinity.18051
OG0000182	Clytia_hemispherica_TCONS_00059231-protein TCONS_00059231-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.25498 Ccrux.Trinity.25498
OG0000182	Clytia_hemispherica_TCONS_00046759-protein TCONS_00046759-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.24872 Ccrux.Trinity.24872
OG0000183	Clytia_hemispherica_TCONS_00058428-protein TCONS_00058428-protein, Clytia_hemispherica_TCONS_00070802-protein TCONS_00070802-protein, Clytia_hemispherica_TCONS_00014443-protein TCONS_00014443-protein, Clytia_hemispherica_TCONS_00073484-protein TCONS_00073484-protein, Clytia_hemispherica_TCONS_00003100-protein TCONS_00003100-protein, Clytia_hemispherica_TCONS_00032399-protein TCONS_00032399-protein, Clytia_hemispherica_TCONS_00027079-protein TCONS_00027079-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.71975 Ccrux.Trinity.71975
OG0000188	Clytia_hemispherica_TCONS_00060280-protein TCONS_00060280-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.32219 Ccrux.Trinity.32219, Calvadosia_cruxmelitensis_Ccrux.Trinity.32218 Ccrux.Trinity.32218
OG0000192	Clytia_hemispherica_TCONS_00014937-protein TCONS_00014937-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.56051 Ccrux.Trinity.56051
OG0000193	Clytia_hemispherica_TCONS_00053692-protein TCONS_00053692-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.15283 Ccrux.Trinity.15283
OG0000194	Clytia_hemispherica_TCONS_00071632-protein TCONS_00071632-protein, Clytia_hemispherica_TCONS_00030436-protein TCONS_00030436-protein	Calvadosia_cruxmelitensis_Ccrux.Trinity.4794 Ccrux.Trinity.4794, Calvadosia_cruxmelitensis_Ccrux.Trinity.4793 Ccrux.Trinity.4793
