Orthogroup	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Anthozoa_Porites_asteroides
OG0000014	Clytia_hemispherica_TCONS_00000234-protein TCONS_00000234-protein	Porites_asteroides_GE911073 GE911073 extracted_CDS 9574023_I17.ab1_c Past_norm2007 Porites astreoides cDNA_mRNA sequence, Porites_asteroides_isotig17018 isotig17018 extracted_CDS GOMatch=A7SM43 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_ 6_ Match_Acc=Q9UKP5 gene=isogroup15286 length=438 numContigs=1, Porites_asteroides_isotig16735 isotig16735 extracted_CDS GOMatch=A7SIU7 GOTerms=GO_0004222_GO_0005578_GO_0008237_GO_0008270_GO_0031012 Gene=CG14869__isoform_B_ Match_Acc=Q8SXB0 gene=isogroup15003 length=444 numContigs=1, Porites_asteroides_isotig10898 isotig10898 extracted_CDS GOMatch=A7SM44 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Adamts-7_ Match_Acc=Q179V7 gene=isogroup09166 length=628 numContigs=1, Porites_asteroides_GCKDGN101CES4W GCKDGN101CES4W extracted_CDS GOMatch=A7SM43 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Adamts18_protein__Fragment__ Match_Acc=B7ZMV1 length=404 region=1 run=R_2010_02_19_08_49_25_ xy=0871_2670
OG0000015	Clytia_hemispherica_TCONS_00032235-protein TCONS_00032235-protein, Clytia_hemispherica_TCONS_00057179-protein TCONS_00057179-protein, Clytia_hemispherica_TCONS_00049290-protein TCONS_00049290-protein, Clytia_hemispherica_TCONS_00049285-protein TCONS_00049285-protein, Clytia_hemispherica_TCONS_00029215-protein TCONS_00029215-protein, Clytia_hemispherica_TCONS_00016614-protein TCONS_00016614-protein, Clytia_hemispherica_TCONS_00049292-protein TCONS_00049292-protein, Clytia_hemispherica_TCONS_00070498-protein TCONS_00070498-protein	Porites_asteroides_GCKDGN102DGBG1 GCKDGN102DGBG1 extracted_CDS length=394 region=2 run=R_2010_02_19_08_49_25_ xy=1298_3715
OG0000015	Clytia_hemispherica_TCONS_00007096-protein TCONS_00007096-protein, Clytia_hemispherica_TCONS_00020689-protein TCONS_00020689-protein	Porites_asteroides_isotig16375 isotig16375 extracted_CDS GOMatch=C3YGQ1 GOTerms=GO_0005044_GO_0016020 gene=isogroup14643 length=450 numContigs=1
OG0000015	Clytia_hemispherica_TCONS_00070639-protein TCONS_00070639-protein	Porites_asteroides_GCKDGN103G43NE GCKDGN103G43NE extracted_CDS length=510 region=3 run=R_2010_02_19_08_49_25_ xy=2811_1576
OG0000015	Clytia_hemispherica_TCONS_00071047-protein TCONS_00071047-protein	Porites_asteroides_isotig07129 isotig07129 extracted_CDS GOMatch=A7RGF1 GOTerms=GO_0005509 Gene=cDNA_FLJ51324__highly_similar_to_CUB_and_zona_pellucida-like_domain-containing_protein_1_ Match_Acc=B4DUY8 gene=isogroup05397 length=842 numContigs=1, Porites_asteroides_isotig22086 isotig22086 extracted_CDS GOMatch=A7SGZ7 GOTerms=GO_0005509 gene=isogroup20354 length=369 numContigs=1
OG0000016	Clytia_hemispherica_TCONS_00068527-protein TCONS_00068527-protein, Clytia_hemispherica_TCONS_00055310-protein TCONS_00055310-protein, Clytia_hemispherica_TCONS_00029219-protein TCONS_00029219-protein, Clytia_hemispherica_TCONS_00070408-protein TCONS_00070408-protein	Porites_asteroides_isotig03534 isotig03534 extracted_CDS GOMatch=A7RJ22 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_ Match_Acc=Q9U9P0 gene=isogroup01802 length=1741 numContigs=1, Porites_asteroides_isotig00727 isotig00727 extracted_CDS GOMatch=A7RJ22 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_ Match_Acc=Q9U9P0 gene=isogroup00204 length=1146 numContigs=2, Porites_asteroides_isotig00725 isotig00725 extracted_CDS GOMatch=A7RJ22 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_ Match_Acc=Q9U9P0 gene=isogroup00204 length=1217 numContigs=2
OG0000016	Clytia_hemispherica_TCONS_00016718-protein TCONS_00016718-protein	Porites_asteroides_isotig20158 isotig20158 extracted_CDS GOMatch=Q70AB1 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Putative_hatching_enzyme__Fragment__ Match_Acc=Q70AB1 gene=isogroup18426 length=395 numContigs=1
OG0000016	Clytia_hemispherica_TCONS_00029218-protein TCONS_00029218-protein	Porites_asteroides_isotig02071 isotig02071 extracted_CDS GOMatch=A7RJ23 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase-25_ Match_Acc=Q3U435 gene=isogroup00868 length=512 numContigs=2
OG0000016	Clytia_hemispherica_TCONS_00023824-protein TCONS_00023824-protein, Clytia_hemispherica_TCONS_00010506-protein TCONS_00010506-protein	Porites_asteroides_isotig04983 isotig04983 extracted_CDS GOMatch=A7SNA9 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase-19_ Match_Acc=Q99542 gene=isogroup03251 length=1144 numContigs=1
OG0000019	Clytia_hemispherica_TCONS_00010860-protein TCONS_00010860-protein	Porites_asteroides_isotig11482 isotig11482 extracted_CDS GOMatch=Q27W10 GOTerms=GO_0008083_GO_0040007 Gene=BMP5-8__Fragment__ Match_Acc=Q27W10 gene=isogroup09750 length=601 numContigs=1
OG0000019	Clytia_hemispherica_TCONS_00032606-protein TCONS_00032606-protein	Porites_asteroides_isotig13411 isotig13411 extracted_CDS GOMatch=B6SCR5 GOTerms=GO_0008083_GO_0040007 Gene=BMP2_4__Fragment__ Match_Acc=B6SCR5 gene=isogroup11679 length=526 numContigs=1
OG0000019	Clytia_hemispherica_TCONS_00000118-protein TCONS_00000118-protein	Porites_asteroides_isotig11160 isotig11160 extracted_CDS GOMatch=Q5YJC3 GOTerms=GO_0005576_GO_0008083_GO_0040007 Gene=GDF5-like_protein_ Match_Acc=Q5YJC3 gene=isogroup09428 length=616 numContigs=1
OG0000020	Clytia_hemispherica_TCONS_00047700-protein TCONS_00047700-protein	Porites_asteroides_isotig03376 isotig03376 extracted_CDS GOMatch=Q4S5M8 GOTerms=GO_0005201_GO_0005581 Gene=Collagen_alpha-2_I__chain__Fragments__ Match_Acc=P02467 gene=isogroup01644 length=1965 numContigs=1
OG0000020	Clytia_hemispherica_TCONS_00061671-protein TCONS_00061671-protein, Clytia_hemispherica_TCONS_00046920-protein TCONS_00046920-protein, Clytia_hemispherica_TCONS_00046924-protein TCONS_00046924-protein, Clytia_hemispherica_TCONS_00003321-protein TCONS_00003321-protein	Porites_asteroides_isotig03386 isotig03386 extracted_CDS GOMatch=B5U969 GOTerms=GO_0005201_GO_0005581 Gene=Collagen_type_I_alpha_2_ Match_Acc=B5U969 gene=isogroup01654 length=1935 numContigs=1
OG0000020	Clytia_hemispherica_TCONS_00006265-protein TCONS_00006265-protein	Porites_asteroides_isotig03430 isotig03430 extracted_CDS GOMatch=A7RV65 GOTerms=GO_0005201_GO_0005581 Gene=Collagen__type_XI__alpha_1__isoform_CRA_c_ Match_Acc=D3DT72 gene=isogroup01698 length=1880 numContigs=1
OG0000021	Clytia_hemispherica_TCONS_00037916-protein TCONS_00037916-protein	Porites_asteroides_isotig00263 isotig00263 extracted_CDS GOMatch=A7RXU8 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=Vitellogenin_receptor__putative__Fragment__ Match_Acc=B7QBX8 gene=isogroup00059 length=1548 numContigs=4
OG0000022	Clytia_hemispherica_TCONS_00055551-protein TCONS_00055551-protein	Porites_asteroides_GE911485 GE911485 extracted_CDS Past_17_20453_L23.ab1_c Past_norm2007 Porites astreoides cDNA_ mRNA sequence, Porites_asteroides_isotig03484 isotig03484 extracted_CDS GOMatch=A7T6G0 GOTerms=GO_0005509_GO_0005544 Gene=Annexin_ Match_Acc=Q4W6D6 gene=isogroup01752 length=1813 numContigs=1
OG0000023	Clytia_hemispherica_TCONS_00062427-protein TCONS_00062427-protein, Clytia_hemispherica_TCONS_00051806-protein TCONS_00051806-protein, Clytia_hemispherica_TCONS_00052344-protein TCONS_00052344-protein, Clytia_hemispherica_TCONS_00019578-protein TCONS_00019578-protein	Porites_asteroides_isotig05693 isotig05693 extracted_CDS GOMatch=A7SGQ0 GOTerms=GO_0004222_GO_0006508 Gene=ADAM_ Match_Acc=Q967H9 gene=isogroup03961 length=1016 numContigs=1
OG0000023	Clytia_hemispherica_TCONS_00023962-protein TCONS_00023962-protein, Clytia_hemispherica_TCONS_00030285-protein TCONS_00030285-protein	Porites_asteroides_GCKDGN103HAO7Y GCKDGN103HAO7Y extracted_CDS GOMatch=C3YIZ0 GOTerms=GO_0004222_GO_0006508 Gene=ADAM_12_ Match_Acc=Q8UVF2 length=401 region=3 run=R_2010_02_19_08_49_25_ xy=2875_0668
OG0000024	Clytia_hemispherica_TCONS_00016849-protein TCONS_00016849-protein	Porites_asteroides_isotig10759 isotig10759 extracted_CDS GOMatch=B3SAJ2 GOTerms=GO_0004867_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=Q9U6K8 gene=isogroup09027 length=634 numContigs=1, Porites_asteroides_isotig21314 isotig21314 extracted_CDS GOMatch=P81439 GOTerms=GO_0004869_GO_0005576_GO_0010466_GO_0030414 Gene=Equistatin_ Match_Acc=P81439 gene=isogroup19582 length=368 numContigs=1
OG0000024	Clytia_hemispherica_TCONS_00018835-protein TCONS_00018835-protein	Porites_asteroides_isotig04675 isotig04675 extracted_CDS GOMatch=A7RFR0 GOTerms=GO_0005509_GO_0005578_GO_0007165 Gene=Testican-3_ Match_Acc=Q8BKV0 gene=isogroup02943 length=1220 numContigs=1
OG0000027	Clytia_hemispherica_TCONS_00008404-protein TCONS_00008404-protein	Porites_asteroides_isotig12143 isotig12143 extracted_CDS GOMatch=A7RKU3 GOTerms=GO_0005509_GO_0007218_GO_0016020_GO_0016021 Gene=Receptor_for_egg_jelly_4__Fragment__ Match_Acc=Q6IVD6 gene=isogroup10411 length=570 numContigs=1
OG0000029	Clytia_hemispherica_TCONS_00003166-protein TCONS_00003166-protein	Porites_asteroides_isotig08229 isotig08229 extracted_CDS GOMatch=A0JM21 GOTerms=GO_0005102_GO_0007155_GO_0007165_GO_0016020_GO_0016021 Gene=Contactin-associated_protein-like_2_ Match_Acc=Q9CPW0 gene=isogroup06497 length=766 numContigs=1
OG0000029	Clytia_hemispherica_TCONS_00010654-protein TCONS_00010654-protein, Clytia_hemispherica_TCONS_00010652-protein TCONS_00010652-protein	Porites_asteroides_isotig06169 isotig06169 extracted_CDS GOMatch=A7RRW5 GOTerms=GO_0005102_GO_0007165 Gene=Contactin-associated_protein-like_3B_ Match_Acc=Q96NU0 gene=isogroup04437 length=952 numContigs=1, Porites_asteroides_isotig03733 isotig03733 extracted_CDS GOMatch=A7RRW5 GOTerms=GO_0005102_GO_0007165 Gene=Contactin-associated_protein-like_2_ Match_Acc=Q9CPW0 gene=isogroup02001 length=1569 numContigs=1
OG0000030	Clytia_hemispherica_TCONS_00007497-protein TCONS_00007497-protein, Clytia_hemispherica_TCONS_00007500-protein TCONS_00007500-protein	Porites_asteroides_isotig13870 isotig13870 extracted_CDS GOMatch=Q7QC01 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0016787 Gene=Adam_ Match_Acc=Q17E69 gene=isogroup12138 length=509 numContigs=1
OG0000030	Clytia_hemispherica_TCONS_00028602-protein TCONS_00028602-protein	Porites_asteroides_isotig04474 isotig04474 extracted_CDS GOMatch=A7SZR7 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Disintegrin_and_metallopeptidase_domain_10_ Match_Acc=B3VKE8 gene=isogroup02742 length=1264 numContigs=1
OG0000033	Clytia_hemispherica_TCONS_00050100-protein TCONS_00050100-protein, Clytia_hemispherica_TCONS_00060254-protein TCONS_00060254-protein, Clytia_hemispherica_TCONS_00060270-protein TCONS_00060270-protein, Clytia_hemispherica_TCONS_00063125-protein TCONS_00063125-protein, Clytia_hemispherica_TCONS_00053701-protein TCONS_00053701-protein, Clytia_hemispherica_TCONS_00039900-protein TCONS_00039900-protein, Clytia_hemispherica_TCONS_00023261-protein TCONS_00023261-protein, Clytia_hemispherica_TCONS_00023250-protein TCONS_00023250-protein, Clytia_hemispherica_TCONS_00025608-protein TCONS_00025608-protein	Porites_asteroides_isotig01594 isotig01594 extracted_CDS GOMatch=D2I5I2 GOTerms=GO_0005109_GO_0017147_GO_0032092_GO_0060071_GO_0060122_GO_0090090_GO_0090103_GO_0090177 Gene=MCG15508_ Match_Acc=Q3UAP6 gene=isogroup00630 length=971 numContigs=3, Porites_asteroides_isotig14809 isotig14809 extracted_CDS GOMatch=B5X659 GOTerms=GO_0005581 Gene=Collagen_triple_helix_repeat-containing_protein_1_ Match_Acc=B5X659 gene=isogroup13077 length=486 numContigs=1
OG0000034	Clytia_hemispherica_TCONS_00025513-protein TCONS_00025513-protein	Porites_asteroides_isotig12058 isotig12058 extracted_CDS GOMatch=A7RYG5 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=Multiple_epidermal_growth_factor-like_domains_protein_8_ Match_Acc=Q9QYP0 gene=isogroup10326 length=576 numContigs=1
OG0000034	Clytia_hemispherica_TCONS_00055927-protein TCONS_00055927-protein	Porites_asteroides_isotig07718 isotig07718 extracted_CDS GOMatch=A0JM12 GOTerms=GO_0005886_GO_0006909_GO_0007155_GO_0016020_GO_0016021 Gene=Megf11_protein_ Match_Acc=B7ZWF7 gene=isogroup05986 length=792 numContigs=1
OG0000034	Clytia_hemispherica_TCONS_00048912-protein TCONS_00048912-protein, Clytia_hemispherica_TCONS_00057683-protein TCONS_00057683-protein	Porites_asteroides_isotig03715 isotig03715 extracted_CDS GOMatch=A7RYG5 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=Multiple_epidermal_growth_factor-like_domains_protein_8_ Match_Acc=Q9QYP0 gene=isogroup01983 length=1583 numContigs=1
OG0000036	Clytia_hemispherica_TCONS_00021392-protein TCONS_00021392-protein, Clytia_hemispherica_TCONS_00053283-protein TCONS_00053283-protein, Clytia_hemispherica_TCONS_00054322-protein TCONS_00054322-protein, Clytia_hemispherica_TCONS_00055213-protein TCONS_00055213-protein, Clytia_hemispherica_TCONS_00068268-protein TCONS_00068268-protein, Clytia_hemispherica_TCONS_00033652-protein TCONS_00033652-protein, Clytia_hemispherica_TCONS_00055215-protein TCONS_00055215-protein, Clytia_hemispherica_TCONS_00068309-protein TCONS_00068309-protein	Porites_asteroides_isotig01546 isotig01546 extracted_CDS GOMatch=C3Z8P3 GOTerms=GO_0005509 Gene=EGF-like-domain_protein_8_ Match_Acc=B9TSS1 gene=isogroup00606 length=1271 numContigs=2
OG0000039	Clytia_hemispherica_TCONS_00014774-protein TCONS_00014774-protein	Porites_asteroides_GCKDGN101CCCXT GCKDGN101CCCXT extracted_CDS GOMatch=A7SGB4 GOTerms=GO_0005509 Gene=Notch1_ Match_Acc=B5U9W5 length=353 region=1 run=R_2010_02_19_08_49_25_ xy=0843_3055, Porites_asteroides_isotig07011 isotig07011 extracted_CDS GOMatch=A7SGB4 GOTerms=GO_0005509 Gene=TSP1_domain-containing_protein_TSP10_ Match_Acc=Q86PQ9 gene=isogroup05279 length=852 numContigs=1, Porites_asteroides_isotig22678 isotig22678 extracted_CDS GOMatch=A7SGB4 GOTerms=GO_0005509 gene=isogroup20946 length=361 numContigs=1
OG0000040	Clytia_hemispherica_TCONS_00002499-protein TCONS_00002499-protein, Clytia_hemispherica_TCONS_00011389-protein TCONS_00011389-protein, Clytia_hemispherica_TCONS_00054800-protein TCONS_00054800-protein, Clytia_hemispherica_TCONS_00015477-protein TCONS_00015477-protein, Clytia_hemispherica_TCONS_00054801-protein TCONS_00054801-protein, Clytia_hemispherica_TCONS_00063899-protein TCONS_00063899-protein	Porites_asteroides_isotig04961 isotig04961 extracted_CDS GOMatch=Q2VYC5 GOTerms=GO_0001558_GO_0004867_GO_0005520_GO_0005576_GO_0010466_GO_0030414 Gene=Chordin-like_protein_ Match_Acc=Q2VYC5 gene=isogroup03229 length=1149 numContigs=1
OG0000041	Clytia_hemispherica_TCONS_00059541-protein TCONS_00059541-protein	Porites_asteroides_GCKDGN102DHWBB GCKDGN102DHWBB extracted_CDS Gene=Loh11cr2a_protein_ Match_Acc=Q66JE2 length=358 region=2 run=R_2010_02_19_08_49_25_ xy=1316_3653
OG0000042	Clytia_hemispherica_TCONS_00005412-protein TCONS_00005412-protein, Clytia_hemispherica_TCONS_00059228-protein TCONS_00059228-protein, Clytia_hemispherica_TCONS_00007470-protein TCONS_00007470-protein	Porites_asteroides_isotig05554 isotig05554 extracted_CDS GOMatch=A7SAQ4 GOTerms=GO_0005102_GO_0007165 Gene=Laminin_gamma-3_chain__Fragment__ Match_Acc=Q16IN4 gene=isogroup03822 length=1040 numContigs=1, Porites_asteroides_isotig11887 isotig11887 extracted_CDS GOMatch=A8KBE4 GOTerms=GO_0016020_GO_0016021 Gene=Neurexin_I_isoform_A_ Match_Acc=B9VMQ2 gene=isogroup10155 length=580 numContigs=1
OG0000042	Clytia_hemispherica_TCONS_00066637-protein TCONS_00066637-protein, Clytia_hemispherica_TCONS_00072911-protein TCONS_00072911-protein	Porites_asteroides_isotig04485 isotig04485 extracted_CDS GOMatch=A8KBE4 GOTerms=GO_0016020_GO_0016021 Gene=Neurexin_I_isoform_A_ Match_Acc=B9VMQ2 gene=isogroup02753 length=1259 numContigs=1, Porites_asteroides_GCKDGN103GQWPT GCKDGN103GQWPT extracted_CDS GOMatch=A8WXI2 GOTerms=GO_0005604_GO_0007155_GO_0031012 Gene=Neurexin_ Match_Acc=B0X240 length=444 region=3 run=R_2010_02_19_08_49_25_ xy=2649_2959
OG0000044	Clytia_hemispherica_TCONS_00053572-protein TCONS_00053572-protein, Clytia_hemispherica_TCONS_00062853-protein TCONS_00062853-protein, Clytia_hemispherica_TCONS_00033083-protein TCONS_00033083-protein	Porites_asteroides_isotig04697 isotig04697 extracted_CDS GOMatch=A7RXW8 GOTerms=GO_0003810_GO_0018149 Gene=Extracellular_transglutaminase_ Match_Acc=C4P258 gene=isogroup02965 length=1206 numContigs=1
OG0000045	Clytia_hemispherica_TCONS_00002813-protein TCONS_00002813-protein	Porites_asteroides_isotig04844 isotig04844 extracted_CDS GOMatch=Q7PPF9 GOTerms=GO_0005102_GO_0005604_GO_0005606_GO_0007155_GO_0030155_GO_0030334_GO_0031012_GO_0045995 Gene=Laminin_subunit_alpha_ Match_Acc=B0WAD7 gene=isogroup03112 length=1179 numContigs=1
OG0000045	Clytia_hemispherica_TCONS_00036447-protein TCONS_00036447-protein, Clytia_hemispherica_TCONS_00064868-protein TCONS_00064868-protein, Clytia_hemispherica_TCONS_00064836-protein TCONS_00064836-protein, Clytia_hemispherica_TCONS_00043175-protein TCONS_00043175-protein	Porites_asteroides_isotig07888 isotig07888 extracted_CDS GOMatch=B0WAD7 GOTerms=GO_0005604_GO_0007155_GO_0031012 Gene=Laminin_subunit_alpha_ Match_Acc=B0WAD7 gene=isogroup06156 length=785 numContigs=1
OG0000048	Clytia_hemispherica_TCONS_00070298-protein TCONS_00070298-protein	Porites_asteroides_isotig01156 isotig01156 extracted_CDS GOMatch=A7RZD5 GOTerms=GO_0004871_GO_0004872_GO_0004930_GO_0007165_GO_0007186_GO_0016021_GO_0016500 Gene=Glycoprotein_hormone_receptor_ Match_Acc=Q95YI7 gene=isogroup00411 length=1589 numContigs=2, Porites_asteroides_isotig01157 isotig01157 extracted_CDS GOMatch=A7RZD5 GOTerms=GO_0004871_GO_0004872_GO_0004930_GO_0007165_GO_0007186_GO_0016021_GO_0016500 Gene=Glycoprotein_hormone_receptor_ Match_Acc=Q95YI7 gene=isogroup00411 length=1506 numContigs=2
OG0000054	Clytia_hemispherica_TCONS_00029751-protein TCONS_00029751-protein	Porites_asteroides_isotig12480 isotig12480 extracted_CDS Gene=Erbb2_interacting_protein__Fragment__ Match_Acc=Q28E10 gene=isogroup10748 length=557 numContigs=1, Porites_asteroides_isotig06387 isotig06387 extracted_CDS Gene=Densin-180_ Match_Acc=Q0IHU8 gene=isogroup04655 length=921 numContigs=1
OG0000054	Clytia_hemispherica_TCONS_00036167-protein TCONS_00036167-protein	Porites_asteroides_isotig08425 isotig08425 extracted_CDS Gene=Protein_scribble_homolog_ Match_Acc=Q4H4B6 gene=isogroup06693 length=748 numContigs=1
OG0000061	Clytia_hemispherica_TCONS_00050243-protein TCONS_00050243-protein	Porites_asteroides_isotig04609 isotig04609 extracted_CDS Gene=Copine-3__Fragment__ Match_Acc=C0PU49 gene=isogroup02877 length=1233 numContigs=1
OG0000064	Clytia_hemispherica_TCONS_00067933-protein TCONS_00067933-protein, Clytia_hemispherica_TCONS_00067923-protein TCONS_00067923-protein	Porites_asteroides_GCKDGN103FWEL0 GCKDGN103FWEL0 extracted_CDS GOMatch=Q4SHN1 GOTerms=GO_0005201_GO_0005488_GO_0005509_GO_0005576_GO_0005578_GO_0006030_GO_0008061 Gene=Fibrillin-2_ Match_Acc=P35556 length=259 region=3 run=R_2010_02_19_08_49_25_ xy=2302_1126
OG0000075	Clytia_hemispherica_TCONS_00018308-protein TCONS_00018308-protein, Clytia_hemispherica_TCONS_00054794-protein TCONS_00054794-protein	Porites_asteroides_isotig01732 isotig01732 extracted_CDS GOMatch=C3YQL9 GOTerms=GO_0000166_GO_0004672_GO_0004713_GO_0005524_GO_0006468 Gene=Sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain-containing_protein_1_ Match_Acc=Q4LDE5 gene=isogroup00699 length=1180 numContigs=2
OG0000080	Clytia_hemispherica_TCONS_00070986-protein TCONS_00070986-protein	Porites_asteroides_isotig08505 isotig08505 extracted_CDS GOMatch=C3Y3X2 GOTerms=GO_0005578_GO_0008191 Gene=Metalloproteinase_inhibitor_3_ Match_Acc=B0W8H4 gene=isogroup06773 length=750 numContigs=1
OG0000081	Clytia_hemispherica_TCONS_00053462-protein TCONS_00053462-protein, Clytia_hemispherica_TCONS_00022711-protein TCONS_00022711-protein	Porites_asteroides_GCKDGN101BNNFL GCKDGN101BNNFL extracted_CDS GOMatch=A8XVJ4 GOTerms=GO_0004867_GO_0005509 Gene=MEC-9L_ Match_Acc=Q27422 length=456 region=1 run=R_2010_02_19_08_49_25_ xy=0562_1231
OG0000082	Clytia_hemispherica_TCONS_00001201-protein TCONS_00001201-protein	Porites_asteroides_isotig20641 isotig20641 extracted_CDS GOMatch=C3ZIM1 GOTerms=GO_0004930_GO_0005886_GO_0007155_GO_0007186_GO_0007218_GO_0016020_GO_0016021 gene=isogroup18909 length=390 numContigs=1
OG0000092	Clytia_hemispherica_TCONS_00018221-protein TCONS_00018221-protein, Clytia_hemispherica_TCONS_00006966-protein TCONS_00006966-protein, Clytia_hemispherica_TCONS_00006964-protein TCONS_00006964-protein, Clytia_hemispherica_TCONS_00006967-protein TCONS_00006967-protein, Clytia_hemispherica_TCONS_00054784-protein TCONS_00054784-protein, Clytia_hemispherica_TCONS_00007479-protein TCONS_00007479-protein	Porites_asteroides_isotig21662 isotig21662 extracted_CDS GOMatch=P98069 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0007275_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Bone_morphogenetic_protein_1_homolog_ Match_Acc=P98069 gene=isogroup19930 length=375 numContigs=1, Porites_asteroides_isotig13956 isotig13956 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Cubulin_ Match_Acc=Q16RG3 gene=isogroup12224 length=510 numContigs=1
OG0000094	Clytia_hemispherica_TCONS_00019291-protein TCONS_00019291-protein	Porites_asteroides_isotig05748 isotig05748 extracted_CDS Gene=Leucine-rich_repeats_and_calponin_homology__CH__domain_containing_1_ Match_Acc=B1ALE7 gene=isogroup04016 length=1013 numContigs=1
OG0000099	Clytia_hemispherica_TCONS_00015995-protein TCONS_00015995-protein	Porites_asteroides_isotig13475 isotig13475 extracted_CDS GOMatch=B9X084 GOTerms=GO_0003824_GO_0004252_GO_0006508_GO_0008233_GO_0008236_GO_0016787 Gene=Complement_factor_B_ Match_Acc=B9X084 gene=isogroup11743 length=524 numContigs=1
OG0000101	Clytia_hemispherica_TCONS_00021549-protein TCONS_00021549-protein	Porites_asteroides_isotig12778 isotig12778 extracted_CDS GOMatch=C3YQU6 GOTerms=GO_0004721_GO_0004725_GO_0006470_GO_0016311_GO_0016787_GO_0016791_GO_0035335 Gene=Dscam_ Match_Acc=Q9NBA1 gene=isogroup11046 length=547 numContigs=1
OG0000103	Clytia_hemispherica_TCONS_00012064-protein TCONS_00012064-protein	Porites_asteroides_isotig04048 isotig04048 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_49_ Match_Acc=Q91YK0 gene=isogroup02316 length=1405 numContigs=1
OG0000108	Clytia_hemispherica_TCONS_00000465-protein TCONS_00000465-protein	Porites_asteroides_isotig04369 isotig04369 extracted_CDS gene=isogroup02637 length=1292 numContigs=1, Porites_asteroides_isotig02419 isotig02419 extracted_CDS gene=isogroup01042 length=548 numContigs=2, Porites_asteroides_isotig02418 isotig02418 extracted_CDS gene=isogroup01042 length=560 numContigs=2, Porites_asteroides_isotig10045 isotig10045 extracted_CDS GOMatch=D2HSH8 GOTerms=GO_0005198_GO_0005615_GO_0007155_GO_0031012 Gene=Microneme_protein_Etmic-1_ Match_Acc=O43981 gene=isogroup08313 length=673 numContigs=1, Porites_asteroides_isotig13549 isotig13549 extracted_CDS gene=isogroup11817 length=521 numContigs=1, Porites_asteroides_GCKDGN103FX7LI GCKDGN103FX7LI extracted_CDS length=494 region=3 run=R_2010_02_19_08_49_25_ xy=2322_3428, Porites_asteroides_isotig14505 isotig14505 extracted_CDS gene=isogroup12773 length=493 numContigs=1
OG0000112	Clytia_hemispherica_TCONS_00062070-protein TCONS_00062070-protein	Porites_asteroides_isotig11902 isotig11902 extracted_CDS GOMatch=A7S0R9 GOTerms=GO_0003824_GO_0005975_GO_0016020_GO_0016798_GO_0043169 Gene=Heparanase_ Match_Acc=Q90YK5 gene=isogroup10170 length=582 numContigs=1
OG0000113	Clytia_hemispherica_TCONS_00049955-protein TCONS_00049955-protein	Porites_asteroides_isotig20059 isotig20059 extracted_CDS GOMatch=D2HHG0 GOTerms=GO_0005783_GO_0045600 Gene=Fibronectin_type_III_domain_containing_protein_3C1_ Match_Acc=Q6DFV6 gene=isogroup18327 length=395 numContigs=1
OG0000114	Clytia_hemispherica_TCONS_00018194-protein TCONS_00018194-protein	Porites_asteroides_GCKDGN103GUH3H GCKDGN103GUH3H extracted_CDS Gene=Protein_sidekick-2_ Match_Acc=Q8AV57 length=452 region=3 run=R_2010_02_19_08_49_25_ xy=2690_2699
