Orthogroup	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Cubozoa_Morbakka_virulenta
OG0000119	Clytia_hemispherica_TCONS_00020107-protein TCONS_00020107-protein	Morbakka_virulenta_scaffold295.g10.t1 scaffold295.g10.t1
OG0000120	Clytia_hemispherica_TCONS_00010938-protein TCONS_00010938-protein	Morbakka_virulenta_scaffold241.g29.t1 scaffold241.g29.t1
OG0000121	Clytia_hemispherica_TCONS_00000040-protein TCONS_00000040-protein	Morbakka_virulenta_scaffold324.g6.t1 scaffold324.g6.t1, Morbakka_virulenta_scaffold324.g6.t2 scaffold324.g6.t2
OG0000121	Clytia_hemispherica_TCONS_00020121-protein TCONS_00020121-protein	Morbakka_virulenta_scaffold52.g9.t1 scaffold52.g9.t1
OG0000123	Clytia_hemispherica_TCONS_00053461-protein TCONS_00053461-protein, Clytia_hemispherica_TCONS_00053464-protein TCONS_00053464-protein	Morbakka_virulenta_scaffold348.g11.t1 scaffold348.g11.t1
OG0000123	Clytia_hemispherica_TCONS_00069578-protein TCONS_00069578-protein	Morbakka_virulenta_scaffold53.g55.t1 scaffold53.g55.t1
OG0000126	Clytia_hemispherica_TCONS_00014329-protein TCONS_00014329-protein, Clytia_hemispherica_TCONS_00069894-protein TCONS_00069894-protein	Morbakka_virulenta_scaffold119.g1.t1 scaffold119.g1.t1, Morbakka_virulenta_scaffold119.g2.t2 scaffold119.g2.t2, Morbakka_virulenta_scaffold119.g2.t1 scaffold119.g2.t1, Morbakka_virulenta_scaffold106.g49.t1 scaffold106.g49.t1
OG0000129	Clytia_hemispherica_TCONS_00055545-protein TCONS_00055545-protein	Morbakka_virulenta_scaffold202.g10.t1 scaffold202.g10.t1
OG0000131	Clytia_hemispherica_TCONS_00002425-protein TCONS_00002425-protein, Clytia_hemispherica_TCONS_00002495-protein TCONS_00002495-protein	Morbakka_virulenta_scaffold376.g16.t1 scaffold376.g16.t1
OG0000133	Clytia_hemispherica_TCONS_00000171-protein TCONS_00000171-protein	Morbakka_virulenta_scaffold115.g46.t4 scaffold115.g46.t4, Morbakka_virulenta_scaffold115.g46.t3 scaffold115.g46.t3, Morbakka_virulenta_scaffold115.g46.t2 scaffold115.g46.t2
OG0000138	Clytia_hemispherica_TCONS_00013674-protein TCONS_00013674-protein	Morbakka_virulenta_scaffold115.g38.t1 scaffold115.g38.t1
OG0000146	Clytia_hemispherica_TCONS_00017109-protein TCONS_00017109-protein	Morbakka_virulenta_scaffold272.g1.t1 scaffold272.g1.t1
OG0000150	Clytia_hemispherica_TCONS_00003726-protein TCONS_00003726-protein	Morbakka_virulenta_scaffold239.g11.t1 scaffold239.g11.t1, Morbakka_virulenta_scaffold239.g11.t2 scaffold239.g11.t2
OG0000152	Clytia_hemispherica_TCONS_00060223-protein TCONS_00060223-protein	Morbakka_virulenta_scaffold15.g92.t1 scaffold15.g92.t1, Morbakka_virulenta_scaffold15.g92.t2 scaffold15.g92.t2
OG0000155	Clytia_hemispherica_TCONS_00008215-protein TCONS_00008215-protein	Morbakka_virulenta_scaffold186.g7.t1 scaffold186.g7.t1
OG0000156	Clytia_hemispherica_TCONS_00025665-protein TCONS_00025665-protein	Morbakka_virulenta_scaffold58.g7.t1 scaffold58.g7.t1
OG0000158	Clytia_hemispherica_TCONS_00065605-protein TCONS_00065605-protein	Morbakka_virulenta_scaffold168.g4.t1 scaffold168.g4.t1
OG0000160	Clytia_hemispherica_TCONS_00024235-protein TCONS_00024235-protein	Morbakka_virulenta_scaffold358.g7.t2 scaffold358.g7.t2, Morbakka_virulenta_scaffold358.g7.t1 scaffold358.g7.t1
OG0000171	Clytia_hemispherica_TCONS_00013906-protein TCONS_00013906-protein	Morbakka_virulenta_scaffold543.g1.t1 scaffold543.g1.t1, Morbakka_virulenta_scaffold543.g1.t2 scaffold543.g1.t2
OG0000173	Clytia_hemispherica_TCONS_00037871-protein TCONS_00037871-protein	Morbakka_virulenta_scaffold404.g3.t2 scaffold404.g3.t2, Morbakka_virulenta_scaffold404.g3.t1 scaffold404.g3.t1
OG0000177	Clytia_hemispherica_TCONS_00003500-protein TCONS_00003500-protein	Morbakka_virulenta_scaffold10.g110.t1 scaffold10.g110.t1
OG0000178	Clytia_hemispherica_TCONS_00050084-protein TCONS_00050084-protein	Morbakka_virulenta_scaffold1.g139.t1 scaffold1.g139.t1
OG0000182	Clytia_hemispherica_TCONS_00059231-protein TCONS_00059231-protein	Morbakka_virulenta_scaffold230.g9.t1 scaffold230.g9.t1
OG0000187	Clytia_hemispherica_TCONS_00003206-protein TCONS_00003206-protein	Morbakka_virulenta_scaffold124.g42.t1 scaffold124.g42.t1
OG0000188	Clytia_hemispherica_TCONS_00060280-protein TCONS_00060280-protein	Morbakka_virulenta_scaffold16.g69.t2 scaffold16.g69.t2, Morbakka_virulenta_scaffold16.g69.t1 scaffold16.g69.t1
OG0000192	Clytia_hemispherica_TCONS_00014937-protein TCONS_00014937-protein	Morbakka_virulenta_scaffold418.g5.t1 scaffold418.g5.t1
OG0000193	Clytia_hemispherica_TCONS_00053692-protein TCONS_00053692-protein	Morbakka_virulenta_scaffold139.g21.t1 scaffold139.g21.t1
OG0000194	Clytia_hemispherica_TCONS_00071632-protein TCONS_00071632-protein, Clytia_hemispherica_TCONS_00030436-protein TCONS_00030436-protein	Morbakka_virulenta_scaffold3.g18.t1 scaffold3.g18.t1
OG0000195	Clytia_hemispherica_TCONS_00066994-protein TCONS_00066994-protein	Morbakka_virulenta_scaffold255.g23.t1 scaffold255.g23.t1
OG0000197	Clytia_hemispherica_TCONS_00051925-protein TCONS_00051925-protein	Morbakka_virulenta_scaffold30.g93.t1 scaffold30.g93.t1
OG0000199	Clytia_hemispherica_TCONS_00047808-protein TCONS_00047808-protein	Morbakka_virulenta_scaffold99.g3.t1 scaffold99.g3.t1
OG0000200	Clytia_hemispherica_TCONS_00023146-protein TCONS_00023146-protein	Morbakka_virulenta_scaffold111.g35.t1 scaffold111.g35.t1
OG0000201	Clytia_hemispherica_TCONS_00051608-protein TCONS_00051608-protein	Morbakka_virulenta_scaffold264.g14.t2 scaffold264.g14.t2, Morbakka_virulenta_scaffold264.g14.t1 scaffold264.g14.t1
OG0000202	Clytia_hemispherica_TCONS_00069097-protein TCONS_00069097-protein	Morbakka_virulenta_scaffold12.g127.t1 scaffold12.g127.t1
OG0000203	Clytia_hemispherica_TCONS_00002252-protein TCONS_00002252-protein	Morbakka_virulenta_scaffold13.g9.t1 scaffold13.g9.t1
OG0000204	Clytia_hemispherica_TCONS_00063679-protein TCONS_00063679-protein	Morbakka_virulenta_scaffold496.g8.t1 scaffold496.g8.t1, Morbakka_virulenta_scaffold496.g8.t2 scaffold496.g8.t2
OG0000209	Clytia_hemispherica_TCONS_00065263-protein TCONS_00065263-protein	Morbakka_virulenta_scaffold146.g16.t1 scaffold146.g16.t1
OG0000210	Clytia_hemispherica_TCONS_00052810-protein TCONS_00052810-protein	Morbakka_virulenta_scaffold13.g23.t1 scaffold13.g23.t1
OG0000211	Clytia_hemispherica_TCONS_00064022-protein TCONS_00064022-protein	Morbakka_virulenta_scaffold1.g27.t1 scaffold1.g27.t1
OG0000213	Clytia_hemispherica_TCONS_00007329-protein TCONS_00007329-protein	Morbakka_virulenta_scaffold165.g72.t1 scaffold165.g72.t1
OG0000230	Clytia_hemispherica_TCONS_00034683-protein TCONS_00034683-protein	Morbakka_virulenta_scaffold97.g66.t1 scaffold97.g66.t1
OG0000231	Clytia_hemispherica_TCONS_00061987-protein TCONS_00061987-protein	Morbakka_virulenta_scaffold23.g97.t3 scaffold23.g97.t3, Morbakka_virulenta_scaffold23.g97.t2 scaffold23.g97.t2, Morbakka_virulenta_scaffold23.g97.t1 scaffold23.g97.t1
OG0000236	Clytia_hemispherica_TCONS_00057922-protein TCONS_00057922-protein, Clytia_hemispherica_TCONS_00055444-protein TCONS_00055444-protein, Clytia_hemispherica_TCONS_00009404-protein TCONS_00009404-protein	Morbakka_virulenta_scaffold308.g29.t1 scaffold308.g29.t1
OG0000237	Clytia_hemispherica_TCONS_00028314-protein TCONS_00028314-protein	Morbakka_virulenta_scaffold1.g338.t2 scaffold1.g338.t2, Morbakka_virulenta_scaffold1.g338.t1 scaffold1.g338.t1
OG0000248	Clytia_hemispherica_TCONS_00073674-protein TCONS_00073674-protein	Morbakka_virulenta_scaffold50.g55.t1 scaffold50.g55.t1
OG0000253	Clytia_hemispherica_TCONS_00003407-protein TCONS_00003407-protein	Morbakka_virulenta_scaffold154.g21.t1 scaffold154.g21.t1
OG0000267	Clytia_hemispherica_TCONS_00024032-protein TCONS_00024032-protein	Morbakka_virulenta_scaffold22.g46.t2 scaffold22.g46.t2, Morbakka_virulenta_scaffold22.g46.t1 scaffold22.g46.t1
OG0000272	Clytia_hemispherica_TCONS_00030863-protein TCONS_00030863-protein	Morbakka_virulenta_scaffold340.g18.t2 scaffold340.g18.t2, Morbakka_virulenta_scaffold340.g18.t1 scaffold340.g18.t1, Morbakka_virulenta_scaffold263.g5.t1 scaffold263.g5.t1
OG0000280	Clytia_hemispherica_TCONS_00056421-protein TCONS_00056421-protein	Morbakka_virulenta_scaffold141.g15.t1 scaffold141.g15.t1
OG0000282	Clytia_hemispherica_TCONS_00000534-protein TCONS_00000534-protein	Morbakka_virulenta_scaffold3589.g1.t1 scaffold3589.g1.t1
OG0000285	Clytia_hemispherica_TCONS_00002465-protein TCONS_00002465-protein	Morbakka_virulenta_scaffold89.g26.t1 scaffold89.g26.t1
OG0000286	Clytia_hemispherica_TCONS_00061110-protein TCONS_00061110-protein	Morbakka_virulenta_scaffold101.g33.t1 scaffold101.g33.t1
OG0000288	Clytia_hemispherica_TCONS_00007150-protein TCONS_00007150-protein, Clytia_hemispherica_TCONS_00007144-protein TCONS_00007144-protein	Morbakka_virulenta_scaffold74.g27.t1 scaffold74.g27.t1
OG0000299	Clytia_hemispherica_TCONS_00058298-protein TCONS_00058298-protein	Morbakka_virulenta_scaffold32.g10.t1 scaffold32.g10.t1
OG0000303	Clytia_hemispherica_TCONS_00065051-protein TCONS_00065051-protein	Morbakka_virulenta_scaffold41.g17.t1 scaffold41.g17.t1
OG0000309	Clytia_hemispherica_TCONS_00026216-protein TCONS_00026216-protein	Morbakka_virulenta_scaffold3752.g1.t1 scaffold3752.g1.t1
OG0000330	Clytia_hemispherica_TCONS_00068879-protein TCONS_00068879-protein	Morbakka_virulenta_scaffold70.g14.t2 scaffold70.g14.t2, Morbakka_virulenta_scaffold70.g14.t3 scaffold70.g14.t3
OG0000331	Clytia_hemispherica_TCONS_00057393-protein TCONS_00057393-protein	Morbakka_virulenta_scaffold47.g171.t5 scaffold47.g171.t5, Morbakka_virulenta_scaffold47.g171.t3 scaffold47.g171.t3, Morbakka_virulenta_scaffold47.g171.t1 scaffold47.g171.t1, Morbakka_virulenta_scaffold47.g171.t4 scaffold47.g171.t4, Morbakka_virulenta_scaffold47.g171.t2 scaffold47.g171.t2
OG0000349	Clytia_hemispherica_TCONS_00070117-protein TCONS_00070117-protein	Morbakka_virulenta_scaffold224.g30.t1 scaffold224.g30.t1
OG0000357	Clytia_hemispherica_TCONS_00022277-protein TCONS_00022277-protein	Morbakka_virulenta_scaffold209.g45.t1 scaffold209.g45.t1
OG0000364	Clytia_hemispherica_TCONS_00009511-protein TCONS_00009511-protein	Morbakka_virulenta_scaffold187.g5.t1 scaffold187.g5.t1, Morbakka_virulenta_scaffold187.g5.t2 scaffold187.g5.t2
OG0000375	Clytia_hemispherica_TCONS_00013702-protein TCONS_00013702-protein	Morbakka_virulenta_scaffold100.g46.t1 scaffold100.g46.t1
OG0000390	Clytia_hemispherica_TCONS_00067080-protein TCONS_00067080-protein	Morbakka_virulenta_scaffold325.g16.t1 scaffold325.g16.t1
OG0000401	Clytia_hemispherica_TCONS_00048541-protein TCONS_00048541-protein	Morbakka_virulenta_scaffold245.g16.t2 scaffold245.g16.t2, Morbakka_virulenta_scaffold245.g16.t1 scaffold245.g16.t1
OG0000440	Clytia_hemispherica_TCONS_00052236-protein TCONS_00052236-protein	Morbakka_virulenta_scaffold21.g57.t3 scaffold21.g57.t3, Morbakka_virulenta_scaffold21.g57.t1 scaffold21.g57.t1, Morbakka_virulenta_scaffold21.g57.t2 scaffold21.g57.t2
OG0000490	Clytia_hemispherica_TCONS_00050256-protein TCONS_00050256-protein	Morbakka_virulenta_scaffold255.g11.t2 scaffold255.g11.t2, Morbakka_virulenta_scaffold255.g11.t3 scaffold255.g11.t3, Morbakka_virulenta_scaffold255.g11.t1 scaffold255.g11.t1
OG0000520	Clytia_hemispherica_TCONS_00052732-protein TCONS_00052732-protein	Morbakka_virulenta_scaffold1795.g1.t1 scaffold1795.g1.t1
OG0000541	Clytia_hemispherica_TCONS_00008256-protein TCONS_00008256-protein	Morbakka_virulenta_scaffold24.g119.t1 scaffold24.g119.t1
OG0000721	Clytia_hemispherica_TCONS_00013307-protein TCONS_00013307-protein	Morbakka_virulenta_scaffold4.g105.t1 scaffold4.g105.t1, Morbakka_virulenta_scaffold4.g105.t2 scaffold4.g105.t2, Morbakka_virulenta_scaffold4.g105.t3 scaffold4.g105.t3
OG0000722	Clytia_hemispherica_TCONS_00046392-protein TCONS_00046392-protein	Morbakka_virulenta_scaffold46.g50.t1 scaffold46.g50.t1
OG0000723	Clytia_hemispherica_TCONS_00026126-protein TCONS_00026126-protein	Morbakka_virulenta_scaffold23.g79.t1 scaffold23.g79.t1
OG0000904	Clytia_hemispherica_TCONS_00000690-protein TCONS_00000690-protein	Morbakka_virulenta_scaffold171.g32.t1 scaffold171.g32.t1
OG0000906	Clytia_hemispherica_TCONS_00019754-protein TCONS_00019754-protein	Morbakka_virulenta_scaffold484.g8.t1 scaffold484.g8.t1
OG0000907	Clytia_hemispherica_TCONS_00003916-protein TCONS_00003916-protein	Morbakka_virulenta_scaffold545.g11.t1 scaffold545.g11.t1
OG0000908	Clytia_hemispherica_TCONS_00066897-protein TCONS_00066897-protein	Morbakka_virulenta_scaffold547.g7.t1 scaffold547.g7.t1
OG0000909	Clytia_hemispherica_TCONS_00000776-protein TCONS_00000776-protein	Morbakka_virulenta_scaffold551.g11.t2 scaffold551.g11.t2, Morbakka_virulenta_scaffold551.g11.t1 scaffold551.g11.t1
OG0001094	Clytia_hemispherica_TCONS_00048291-protein TCONS_00048291-protein	Morbakka_virulenta_scaffold550.g8.t1 scaffold550.g8.t1
OG0001196	Clytia_hemispherica_TCONS_00047349-protein TCONS_00047349-protein	Morbakka_virulenta_scaffold761.g1.t1 scaffold761.g1.t1
OG0001595	Clytia_hemispherica_TCONS_00062032-protein TCONS_00062032-protein	Morbakka_virulenta_scaffold1.g354.t1 scaffold1.g354.t1
OG0001596	Clytia_hemispherica_TCONS_00014368-protein TCONS_00014368-protein	Morbakka_virulenta_scaffold27.g42.t1 scaffold27.g42.t1
OG0001605	Clytia_hemispherica_TCONS_00046582-protein TCONS_00046582-protein	Morbakka_virulenta_scaffold525.g2.t1 scaffold525.g2.t1
OG0001606	Clytia_hemispherica_TCONS_00072786-protein TCONS_00072786-protein	Morbakka_virulenta_scaffold550.g13.t2 scaffold550.g13.t2, Morbakka_virulenta_scaffold550.g13.t1 scaffold550.g13.t1
OG0002060	Clytia_hemispherica_TCONS_00070997-protein TCONS_00070997-protein	Morbakka_virulenta_scaffold27.g46.t1 scaffold27.g46.t1
OG0002062	Clytia_hemispherica_TCONS_00067123-protein TCONS_00067123-protein	Morbakka_virulenta_scaffold98.g20.t5 scaffold98.g20.t5
