Orthogroup	Insecta_Diptera_Drosophila_melanogaster	Chordata_Vertebrata_Danio_rerio
OG0000023	Drosophila_melanogaster_tr_B7Z0Y2_B7Z0Y2_DROME tr|B7Z0Y2|B7Z0Y2_DROME Mind-meld_ isoform D OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_Q9VXL1_Q9VXL1_DROME tr|Q9VXL1|Q9VXL1_DROME Mind-meld_ isoform F OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=6, Drosophila_melanogaster_tr_X2JE21_X2JE21_DROME tr|X2JE21|X2JE21_DROME Mind-meld_ isoform J OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_M9PER2_M9PER2_DROME tr|M9PER2|M9PER2_DROME Mind-meld_ isoform H OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_M9PH86_M9PH86_DROME tr|M9PH86|M9PH86_DROME Mind-meld_ isoform I OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_M9NDY9_M9NDY9_DROME tr|M9NDY9|M9NDY9_DROME Mind-meld_ isoform G OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_M9NH46_M9NH46_DROME tr|M9NH46|M9NH46_DROME Mind-meld_ isoform E OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_Q7KUY7_Q7KUY7_DROME tr|Q7KUY7|Q7KUY7_DROME Mind-meld_ isoform B OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=2, Drosophila_melanogaster_tr_Q9GZ15_Q9GZ15_DROME tr|Q9GZ15|Q9GZ15_DROME MIND-MELD _Fragment_ OS=Drosophila melanogaster OX=7227 GN=mmd PE=2 SV=1	Danio_rerio_tr_Q7ZYZ9_Q7ZYZ9_DANRE tr|Q7ZYZ9|Q7ZYZ9_DANRE A disintegrin and metalloproteinase domain 8a OS=Danio rerio OX=7955 GN=zgc_64059 PE=2 SV=2, Danio_rerio_tr_E7F6J8_E7F6J8_DANRE tr|E7F6J8|E7F6J8_DANRE ADAM metallopeptidase domain 8b OS=Danio rerio OX=7955 GN=adam8b PE=4 SV=1, Danio_rerio_tr_Q08C21_Q08C21_DANRE tr|Q08C21|Q08C21_DANRE A disintegrin and metallopeptidase domain 28 OS=Danio rerio OX=7955 GN=zgc_153755 PE=2 SV=1, Danio_rerio_tr_Q66IC3_Q66IC3_DANRE tr|Q66IC3|Q66IC3_DANRE A disintegrin and metalloproteinase domain 9 OS=Danio rerio OX=7955 GN=zgc_101824 PE=2 SV=1, Danio_rerio_tr_A0A0R4INJ8_A0A0R4INJ8_DANRE tr|A0A0R4INJ8|A0A0R4INJ8_DANRE ADAM metallopeptidase domain 12 OS=Danio rerio OX=7955 GN=adam12 PE=4 SV=2, Danio_rerio_tr_F1Q4N9_F1Q4N9_DANRE tr|F1Q4N9|F1Q4N9_DANRE ADAM metallopeptidase domain 19b OS=Danio rerio OX=7955 GN=adam19b PE=4 SV=2, Danio_rerio_tr_E7FGJ0_E7FGJ0_DANRE tr|E7FGJ0|E7FGJ0_DANRE ADAM metallopeptidase domain 15 OS=Danio rerio OX=7955 GN=adam15 PE=4 SV=1, Danio_rerio_tr_F8W3T1_F8W3T1_DANRE tr|F8W3T1|F8W3T1_DANRE ADAM metallopeptidase domain 23a OS=Danio rerio OX=7955 GN=adam23a PE=4 SV=1, Danio_rerio_tr_F1QF43_F1QF43_DANRE tr|F1QF43|F1QF43_DANRE ADAM metallopeptidase domain 22 OS=Danio rerio OX=7955 GN=adam22 PE=4 SV=1, Danio_rerio_tr_E7F698_E7F698_DANRE tr|E7F698|E7F698_DANRE ADAM metallopeptidase domain 11 OS=Danio rerio OX=7955 GN=adam11 PE=4 SV=1
OG0000024	Drosophila_melanogaster_tr_A0A0B4KH80_A0A0B4KH80_DROME tr|A0A0B4KH80|A0A0B4KH80_DROME Carrier of wingless_ isoform E OS=Drosophila melanogaster OX=7227 GN=Cow PE=4 SV=1, Drosophila_melanogaster_sp_Q9VCR3_COW_DROME sp|Q9VCR3|COW_DROME Proteoglycan Cow OS=Drosophila melanogaster OX=7227 GN=Cow PE=1 SV=3	Danio_rerio_tr_A0A0R4IMY5_A0A0R4IMY5_DANRE tr|A0A0R4IMY5|A0A0R4IMY5_DANRE SPARC _osteonectin__ cwcv and kazal-like domains proteoglycan 3 OS=Danio rerio OX=7955 GN=im_7139568 PE=4 SV=2, Danio_rerio_tr_F1RAX3_F1RAX3_DANRE tr|F1RAX3|F1RAX3_DANRE SPARC _osteonectin__ cwcv and kazal-like domains proteoglycan 3 OS=Danio rerio OX=7955 GN=im_7139568 PE=4 SV=2, Danio_rerio_tr_E7F9M2_E7F9M2_DANRE tr|E7F9M2|E7F9M2_DANRE SPARC _osteonectin__ cwcv and kazal-like domains proteoglycan 1 OS=Danio rerio OX=7955 GN=spock1 PE=4 SV=3
OG0000028	Drosophila_melanogaster_sp_P08120_CO4A1_DROME sp|P08120|CO4A1_DROME Collagen alpha-1_IV_ chain OS=Drosophila melanogaster OX=7227 GN=Col4a1 PE=1 SV=3	Danio_rerio_tr_X1WFR7_X1WFR7_DANRE tr|X1WFR7|X1WFR7_DANRE Collagen alpha-4_IV_ chain OS=Danio rerio OX=7955 GN=col4a4 PE=4 SV=1
OG0000030	Drosophila_melanogaster_sp_Q9VAC5_ADA17_DROME sp|Q9VAC5|ADA17_DROME ADAM 17-like protease OS=Drosophila melanogaster OX=7227 GN=Tace PE=2 SV=2	Danio_rerio_tr_Q6PFU9_Q6PFU9_DANRE tr|Q6PFU9|Q6PFU9_DANRE A disintegrin and metalloproteinase domain 17a OS=Danio rerio OX=7955 GN=fc20b01 PE=2 SV=1, Danio_rerio_tr_U3JAD1_U3JAD1_DANRE tr|U3JAD1|U3JAD1_DANRE ADAM metallopeptidase domain 17b OS=Danio rerio OX=7955 GN=adam17b PE=4 SV=1
OG0000030	Drosophila_melanogaster_tr_Q9VAI2_Q9VAI2_DROME tr|Q9VAI2|Q9VAI2_DROME Kuzbanian-like_ isoform A OS=Drosophila melanogaster OX=7227 GN=Kul PE=4 SV=1, Drosophila_melanogaster_tr_A0A0B4LHU2_A0A0B4LHU2_DROME tr|A0A0B4LHU2|A0A0B4LHU2_DROME Kuzbanian-like_ isoform C OS=Drosophila melanogaster OX=7227 GN=Kul PE=4 SV=1, Drosophila_melanogaster_tr_Q59DZ3_Q59DZ3_DROME tr|Q59DZ3|Q59DZ3_DROME FI21209p1 OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=1, Drosophila_melanogaster_tr_A8DZ03_A8DZ03_DROME tr|A8DZ03|A8DZ03_DROME Kuzbanian_ isoform G OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=2, Drosophila_melanogaster_tr_A8DZ02_A8DZ02_DROME tr|A8DZ02|A8DZ02_DROME Kuzbanian_ isoform F OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=2, Drosophila_melanogaster_tr_Q9VJW9_Q9VJW9_DROME tr|Q9VJW9|Q9VJW9_DROME Kuzbanian_ isoform A OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=1, Drosophila_melanogaster_tr_Q94902_Q94902_DROME tr|Q94902|Q94902_DROME Kuzbanian OS=Drosophila melanogaster OX=7227 GN=kuz PE=2 SV=1	Danio_rerio_tr_F1RA88_F1RA88_DANRE tr|F1RA88|F1RA88_DANRE ADAM metallopeptidase domain 10a OS=Danio rerio OX=7955 GN=adam10 PE=1 SV=3, Danio_rerio_tr_A0A0R4IVX1_A0A0R4IVX1_DANRE tr|A0A0R4IVX1|A0A0R4IVX1_DANRE ADAM metallopeptidase domain 10a OS=Danio rerio OX=7955 GN=adam10 PE=1 SV=2
OG0000034	Drosophila_melanogaster_tr_Q9VLT6_Q9VLT6_DROME tr|Q9VLT6|Q9VLT6_DROME Multiple EGF like domains 8_ isoform B OS=Drosophila melanogaster OX=7227 GN=Megf8 PE=4 SV=4, Drosophila_melanogaster_tr_X2J9V1_X2J9V1_DROME tr|X2J9V1|X2J9V1_DROME Multiple EGF like domains 8_ isoform C OS=Drosophila melanogaster OX=7227 GN=Megf8 PE=4 SV=1, Drosophila_melanogaster_tr_Q8T0D8_Q8T0D8_DROME tr|Q8T0D8|Q8T0D8_DROME LD09511p OS=Drosophila melanogaster OX=7227 GN=Megf8 PE=2 SV=1	Danio_rerio_tr_F1QBZ9_F1QBZ9_DANRE tr|F1QBZ9|F1QBZ9_DANRE Multiple EGF-like-domains 8 OS=Danio rerio OX=7955 GN=megf8 PE=4 SV=2
OG0000036	Drosophila_melanogaster_tr_Q95RQ1_Q95RQ1_DROME tr|Q95RQ1|Q95RQ1_DROME LD16414p OS=Drosophila melanogaster OX=7227 GN=slow PE=2 SV=1	Danio_rerio_tr_Q1RLZ3_Q1RLZ3_DANRE tr|Q1RLZ3|Q1RLZ3_DANRE EGF-like-domain_ multiple 7 OS=Danio rerio OX=7955 GN=zgc_136669 PE=2 SV=1, Danio_rerio_tr_Q6DHG1_Q6DHG1_DANRE tr|Q6DHG1|Q6DHG1_DANRE EGF-like-domain_ multiple 6 OS=Danio rerio OX=7955 GN=cb3 PE=2 SV=1, Danio_rerio_tr_B8A5G4_B8A5G4_DANRE tr|B8A5G4|B8A5G4_DANRE Nephronectin a OS=Danio rerio OX=7955 GN=POEM PE=3 SV=1
OG0000038	Drosophila_melanogaster_sp_Q8MUJ1_EIGER_DROME sp|Q8MUJ1|EIGER_DROME Protein eiger OS=Drosophila melanogaster OX=7227 GN=egr PE=1 SV=1	Danio_rerio_tr_E7FBC0_E7FBC0_DANRE tr|E7FBC0|E7FBC0_DANRE Light OS=Danio rerio OX=7955 GN=light PE=2 SV=1, Danio_rerio_tr_B0YIF1_B0YIF1_DANRE tr|B0YIF1|B0YIF1_DANRE Ectodysplasin OS=Danio rerio OX=7955 GN=si_ch73-223d24.5 PE=2 SV=1, Danio_rerio_tr_A8WG11_A8WG11_DANRE tr|A8WG11|A8WG11_DANRE TNF superfamily member 13b-like protein OS=Danio rerio OX=7955 GN=tnfsf13b PE=2 SV=1, Danio_rerio_tr_D2DMJ8_D2DMJ8_DANRE tr|D2DMJ8|D2DMJ8_DANRE A proliferation-inducing ligand-like protein OS=Danio rerio OX=7955 GN=april PE=2 SV=1
OG0000044	Drosophila_melanogaster_tr_Q8IPH0_Q8IPH0_DROME tr|Q8IPH0|Q8IPH0_DROME Transglutaminase_ isoform B OS=Drosophila melanogaster OX=7227 GN=Tg PE=1 SV=1, Drosophila_melanogaster_tr_Q9VLU2_Q9VLU2_DROME tr|Q9VLU2|Q9VLU2_DROME RE08173p OS=Drosophila melanogaster OX=7227 GN=Tg PE=2 SV=2	Danio_rerio_tr_Q66L63_Q66L63_DANRE tr|Q66L63|Q66L63_DANRE Protein-glutamine gamma-glutamyltransferase 2 OS=Danio rerio OX=7955 GN=tgm2 PE=2 SV=1, Danio_rerio_tr_Q1ECX3_Q1ECX3_DANRE tr|Q1ECX3|Q1ECX3_DANRE Protein-glutamine gamma-glutamyltransferase 2 OS=Danio rerio OX=7955 GN=TGM2 PE=1 SV=1, Danio_rerio_tr_A0A0R4IGK8_A0A0R4IGK8_DANRE tr|A0A0R4IGK8|A0A0R4IGK8_DANRE Transglutaminase 5_-like OS=Danio rerio OX=7955 GN=si_ch1073-277p6.1 PE=3 SV=2, Danio_rerio_tr_F1QC84_F1QC84_DANRE tr|F1QC84|F1QC84_DANRE Coagulation factor XIII_ A1 polypeptide a_ tandem duplicate 1 OS=Danio rerio OX=7955 GN=f13a1a.1 PE=1 SV=1, Danio_rerio_tr_Q08CA3_Q08CA3_DANRE tr|Q08CA3|Q08CA3_DANRE Coagulation factor XIII A chain OS=Danio rerio OX=7955 GN=f13a1 PE=1 SV=1, Danio_rerio_tr_Q4V9H9_Q4V9H9_DANRE tr|Q4V9H9|Q4V9H9_DANRE Transglutaminase 1 OS=Danio rerio OX=7955 GN=tgm1l4 PE=1 SV=1
OG0000045	Drosophila_melanogaster_sp_Q00174_LAMA_DROME sp|Q00174|LAMA_DROME Laminin subunit alpha OS=Drosophila melanogaster OX=7227 GN=LanA PE=1 SV=2	Danio_rerio_tr_Q2Q1W5_Q2Q1W5_DANRE tr|Q2Q1W5|Q2Q1W5_DANRE Laminin alpha 5 OS=Danio rerio OX=7955 GN=wu_fb81a10 PE=1 SV=1
OG0000045	Drosophila_melanogaster_tr_M9MRU0_M9MRU0_DROME tr|M9MRU0|M9MRU0_DROME Wing blister_ isoform C OS=Drosophila melanogaster OX=7227 GN=wb PE=4 SV=1	Danio_rerio_tr_Q2TJF5_Q2TJF5_DANRE tr|Q2TJF5|Q2TJF5_DANRE Laminin alpha 4 OS=Danio rerio OX=7955 GN=si_busm1-189a20.2 PE=1 SV=1
OG0000049	Drosophila_melanogaster_tr_Q9V491_Q9V491_DROME tr|Q9V491|Q9V491_DROME Plexin A_ isoform A OS=Drosophila melanogaster OX=7227 GN=PlexA PE=1 SV=1, Drosophila_melanogaster_tr_Q7YU07_Q7YU07_DROME tr|Q7YU07|Q7YU07_DROME LD15833p OS=Drosophila melanogaster OX=7227 GN=PlexA PE=2 SV=1, Drosophila_melanogaster_tr_Q0KIF1_Q0KIF1_DROME tr|Q0KIF1|Q0KIF1_DROME Plexin A_ isoform B OS=Drosophila melanogaster OX=7227 GN=PlexA PE=1 SV=1, Drosophila_melanogaster_tr_O96681_O96681_DROME tr|O96681|O96681_DROME Plexin A OS=Drosophila melanogaster OX=7227 GN=PlexA PE=2 SV=1, Drosophila_melanogaster_tr_H9XVP3_H9XVP3_DROME tr|H9XVP3|H9XVP3_DROME Plexin A_ isoform F OS=Drosophila melanogaster OX=7227 GN=PlexA PE=1 SV=1	Danio_rerio_tr_A8IYK2_A8IYK2_DANRE tr|A8IYK2|A8IYK2_DANRE Plexin-A1 OS=Danio rerio OX=7955 GN=plxna1 PE=1 SV=1, Danio_rerio_sp_B0S5N4_PLXA3_DANRE sp|B0S5N4|PLXA3_DANRE Plexin A3 OS=Danio rerio OX=7955 GN=plxna3 PE=2 SV=2, Danio_rerio_tr_B3DK42_B3DK42_DANRE tr|B3DK42|B3DK42_DANRE Plexin A4 OS=Danio rerio OX=7955 GN=plxna4 PE=2 SV=1, Danio_rerio_sp_Q6BEA0_PLXA4_DANRE sp|Q6BEA0|PLXA4_DANRE Plexin-A4 OS=Danio rerio OX=7955 GN=plxna4 PE=2 SV=1, Danio_rerio_tr_T1ECS6_T1ECS6_DANRE tr|T1ECS6|T1ECS6_DANRE Plexin-A4 OS=Danio rerio OX=7955 GN=D204 PE=1 SV=1
OG0000049	Drosophila_melanogaster_sp_Q9V4A7_PLXB_DROME sp|Q9V4A7|PLXB_DROME Plexin-B OS=Drosophila melanogaster OX=7227 GN=PlexB PE=1 SV=2, Drosophila_melanogaster_tr_H9XVL5_H9XVL5_DROME tr|H9XVL5|H9XVL5_DROME Plexin B_ isoform B OS=Drosophila melanogaster OX=7227 GN=PlexB PE=3 SV=1	Danio_rerio_tr_F1Q7U0_F1Q7U0_DANRE tr|F1Q7U0|F1Q7U0_DANRE Plexin b1b OS=Danio rerio OX=7955 GN=plxnb1b PE=1 SV=1, Danio_rerio_tr_A0A8M3B4P7_A0A8M3B4P7_DANRE tr|A0A8M3B4P7|A0A8M3B4P7_DANRE Plexin-B3 OS=Danio rerio OX=7955 GN=plxnb3 PE=1 SV=1, Danio_rerio_tr_E3NZJ2_E3NZJ2_DANRE tr|E3NZJ2|E3NZJ2_DANRE Plexin B2b short isoform OS=Danio rerio OX=7955 GN=plxnb2b PE=2 SV=1, Danio_rerio_tr_F1QBC0_F1QBC0_DANRE tr|F1QBC0|F1QBC0_DANRE Plexin b2a OS=Danio rerio OX=7955 GN=fk37b01 PE=1 SV=3, Danio_rerio_tr_C5H5I1_C5H5I1_DANRE tr|C5H5I1|C5H5I1_DANRE Plexin B2 OS=Danio rerio OX=7955 GN=plxnB2 PE=1 SV=1, Danio_rerio_tr_Q6DSU3_Q6DSU3_DANRE tr|Q6DSU3|Q6DSU3_DANRE Plexin D1 OS=Danio rerio OX=7955 GN=zgc_77379 PE=1 SV=1, Danio_rerio_tr_Q5RGW1_Q5RGW1_DANRE tr|Q5RGW1|Q5RGW1_DANRE Plexin C1 _Fragment_ OS=Danio rerio OX=7955 GN=plxnc1 PE=1 SV=3
OG0000063	Drosophila_melanogaster_sp_Q02936_HH_DROME sp|Q02936|HH_DROME Protein hedgehog OS=Drosophila melanogaster OX=7227 GN=hh PE=1 SV=4	Danio_rerio_tr_Q6DBX7_Q6DBX7_DANRE tr|Q6DBX7|Q6DBX7_DANRE Hedgehog protein OS=Danio rerio OX=7955 GN=twh PE=2 SV=1, Danio_rerio_sp_Q90419_TWHH_DANRE sp|Q90419|TWHH_DANRE Tiggy-winkle hedgehog protein OS=Danio rerio OX=7955 GN=shhb PE=1 SV=1, Danio_rerio_tr_Q1MTB5_Q1MTB5_DANRE tr|Q1MTB5|Q1MTB5_DANRE Hedgehog protein OS=Danio rerio OX=7955 GN=shha PE=2 SV=1, Danio_rerio_sp_Q92008_SHH_DANRE sp|Q92008|SHH_DANRE Sonic hedgehog protein OS=Danio rerio OX=7955 GN=shha PE=1 SV=1, Danio_rerio_sp_Q98862_IHH_DANRE sp|Q98862|IHH_DANRE Indian hedgehog B protein OS=Danio rerio OX=7955 GN=ihhb PE=2 SV=1, Danio_rerio_tr_F1QTR5_F1QTR5_DANRE tr|F1QTR5|F1QTR5_DANRE Indian hedgehog B protein OS=Danio rerio OX=7955 GN=IHH PE=4 SV=2, Danio_rerio_tr_A3KNS3_A3KNS3_DANRE tr|A3KNS3|A3KNS3_DANRE Hedgehog protein OS=Danio rerio OX=7955 GN=hha PE=2 SV=1, Danio_rerio_tr_Q4PLX3_Q4PLX3_DANRE tr|Q4PLX3|Q4PLX3_DANRE Hedgehog protein OS=Danio rerio OX=7955 GN=dhh PE=2 SV=1, Danio_rerio_tr_F6NTL6_F6NTL6_DANRE tr|F6NTL6|F6NTL6_DANRE Hedgehog protein OS=Danio rerio OX=7955 GN=dhh PE=2 SV=1
OG0000065	Drosophila_melanogaster_tr_Q53XG2_Q53XG2_DROME tr|Q53XG2|Q53XG2_DROME Division abnormally delayed_ isoform B OS=Drosophila melanogaster OX=7227 GN=dally PE=1 SV=1, Drosophila_melanogaster_sp_Q24114_DALY_DROME sp|Q24114|DALY_DROME Division abnormally delayed protein OS=Drosophila melanogaster OX=7227 GN=dally PE=1 SV=1, Drosophila_melanogaster_tr_Q966V5_Q966V5_DROME tr|Q966V5|Q966V5_DROME Dally OS=Drosophila melanogaster OX=7227 GN=dally PE=3 SV=1	Danio_rerio_tr_V5NES1_V5NES1_DANRE tr|V5NES1|V5NES1_DANRE Glypican 5a OS=Danio rerio OX=7955 GN=Gpc5a PE=2 SV=1, Danio_rerio_sp_Q6V9Y8_GPC3_DANRE sp|Q6V9Y8|GPC3_DANRE Glypican-3 OS=Danio rerio OX=7955 GN=gpc3 PE=1 SV=1, Danio_rerio_tr_V5NF21_V5NF21_DANRE tr|V5NF21|V5NF21_DANRE Glypican 5b OS=Danio rerio OX=7955 GN=Gpc5b PE=2 SV=1
OG0000065	Drosophila_melanogaster_tr_Q7KUL1_Q7KUL1_DROME tr|Q7KUL1|Q7KUL1_DROME Dally-like_ isoform C OS=Drosophila melanogaster OX=7227 GN=dlp PE=1 SV=2, Drosophila_melanogaster_tr_Q9VUG1_Q9VUG1_DROME tr|Q9VUG1|Q9VUG1_DROME Dally-like_ isoform A OS=Drosophila melanogaster OX=7227 GN=dlp PE=1 SV=2, Drosophila_melanogaster_tr_Q9GPL5_Q9GPL5_DROME tr|Q9GPL5|Q9GPL5_DROME Dally-like protein OS=Drosophila melanogaster OX=7227 GN=dlp PE=2 SV=1	Danio_rerio_tr_B3DJ94_B3DJ94_DANRE tr|B3DJ94|B3DJ94_DANRE Glypican-4 precursor OS=Danio rerio OX=7955 GN=kny PE=1 SV=1, Danio_rerio_tr_V5NF92_V5NF92_DANRE tr|V5NF92|V5NF92_DANRE Glypican 6b OS=Danio rerio OX=7955 GN=Gpc6b PE=2 SV=1, Danio_rerio_tr_A7MBT1_A7MBT1_DANRE tr|A7MBT1|A7MBT1_DANRE Glypican 6a OS=Danio rerio OX=7955 GN=Gpc6a PE=2 SV=1, Danio_rerio_tr_V5NF87_V5NF87_DANRE tr|V5NF87|V5NF87_DANRE Glypican 2 OS=Danio rerio OX=7955 GN=Gpc2 PE=2 SV=1, Danio_rerio_sp_F1QCC6_GPC1_DANRE sp|F1QCC6|GPC1_DANRE Glypican-1 OS=Danio rerio OX=7955 GN=gpc1 PE=2 SV=1, Danio_rerio_tr_Q7T3D6_Q7T3D6_DANRE tr|Q7T3D6|Q7T3D6_DANRE Glypican 1b OS=Danio rerio OX=7955 GN=zgc_63947 PE=1 SV=1
OG0000068	Drosophila_melanogaster_tr_E1JHQ0_E1JHQ0_DROME tr|E1JHQ0|E1JHQ0_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=galectin PE=1 SV=1, Drosophila_melanogaster_tr_M9NCX9_M9NCX9_DROME tr|M9NCX9|M9NCX9_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=galectin PE=1 SV=1, Drosophila_melanogaster_tr_Q9VPI6_Q9VPI6_DROME tr|Q9VPI6|Q9VPI6_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=galectin PE=1 SV=1, Drosophila_melanogaster_tr_E1JHP9_E1JHP9_DROME tr|E1JHP9|E1JHP9_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=galectin PE=1 SV=1, Drosophila_melanogaster_tr_C0PUZ0_C0PUZ0_DROME tr|C0PUZ0|C0PUZ0_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=galectin PE=1 SV=1, Drosophila_melanogaster_tr_Q9VPI7_Q9VPI7_DROME tr|Q9VPI7|Q9VPI7_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=Dmel\CG11374 PE=4 SV=3	Danio_rerio_tr_Q32PT4_Q32PT4_DANRE tr|Q32PT4|Q32PT4_DANRE Galectin OS=Danio rerio OX=7955 GN=lgals3l PE=1 SV=1, Danio_rerio_sp_Q6DGJ1_GRIFN_DANRE sp|Q6DGJ1|GRIFN_DANRE Grifin OS=Danio rerio OX=7955 GN=grifin PE=1 SV=1, Danio_rerio_tr_Q7ZZ26_Q7ZZ26_DANRE tr|Q7ZZ26|Q7ZZ26_DANRE Galectin OS=Danio rerio OX=7955 GN=si_ch211-101n13.9 PE=4 SV=1, Danio_rerio_sp_Q1ECW6_LEGL_DANRE sp|Q1ECW6|LEGL_DANRE Galectin-related protein OS=Danio rerio OX=7955 GN=lgalsl PE=2 SV=1, Danio_rerio_tr_Q6PBV2_Q6PBV2_DANRE tr|Q6PBV2|Q6PBV2_DANRE Galectin OS=Danio rerio OX=7955 GN=wu_fj85f11 PE=1 SV=1, Danio_rerio_tr_X1WD11_X1WD11_DANRE tr|X1WD11|X1WD11_DANRE Galectin OS=Danio rerio OX=7955 GN=lgals8a PE=4 SV=2, Danio_rerio_tr_F1QIE5_F1QIE5_DANRE tr|F1QIE5|F1QIE5_DANRE Galectin OS=Danio rerio OX=7955 GN=lgals8a PE=4 SV=2
OG0000068	Drosophila_melanogaster_sp_Q9VWB0_TECPR_DROME sp|Q9VWB0|TECPR_DROME Tectonin beta-propeller repeat-containing protein OS=Drosophila melanogaster OX=7227 GN=Pex23 PE=2 SV=2	Danio_rerio_tr_F8W2U6_F8W2U6_DANRE tr|F8W2U6|F8W2U6_DANRE Galectin OS=Danio rerio OX=7955 GN=Drgal1-L3 PE=1 SV=1, Danio_rerio_tr_Q7SXJ0_Q7SXJ0_DANRE tr|Q7SXJ0|Q7SXJ0_DANRE Galectin OS=Danio rerio OX=7955 GN=lgals1l3 PE=1 SV=1, Danio_rerio_tr_Q6TGN5_Q6TGN5_DANRE tr|Q6TGN5|Q6TGN5_DANRE Galectin OS=Danio rerio OX=7955 GN=lgals2a PE=1 SV=1, Danio_rerio_tr_Q6IQI2_Q6IQI2_DANRE tr|Q6IQI2|Q6IQI2_DANRE Galectin OS=Danio rerio OX=7955 GN=lgals1l2 PE=1 SV=1, Danio_rerio_tr_F1QGM0_F1QGM0_DANRE tr|F1QGM0|F1QGM0_DANRE Galectin OS=Danio rerio OX=7955 GN=Drgal1-L1 PE=1 SV=1
OG0000074	Drosophila_melanogaster_sp_P24014_SLIT_DROME sp|P24014|SLIT_DROME Protein slit OS=Drosophila melanogaster OX=7227 GN=sli PE=1 SV=2, Drosophila_melanogaster_tr_A0A0B4KES0_A0A0B4KES0_DROME tr|A0A0B4KES0|A0A0B4KES0_DROME Slit_ isoform F OS=Drosophila melanogaster OX=7227 GN=sli PE=4 SV=1	Danio_rerio_tr_Q9DE36_Q9DE36_DANRE tr|Q9DE36|Q9DE36_DANRE Slit homolog 2 protein precursor OS=Danio rerio OX=7955 GN=slit2 PE=1 SV=1, Danio_rerio_tr_F1RCV3_F1RCV3_DANRE tr|F1RCV3|F1RCV3_DANRE Slit homolog 3 _Drosophila_ OS=Danio rerio OX=7955 GN=zgc_111911 PE=1 SV=1, Danio_rerio_tr_Q3Y6S4_Q3Y6S4_DANRE tr|Q3Y6S4|Q3Y6S4_DANRE Slit homolog 1b precursor OS=Danio rerio OX=7955 GN=slit1b PE=2 SV=1, Danio_rerio_tr_A0A0R4IU60_A0A0R4IU60_DANRE tr|A0A0R4IU60|A0A0R4IU60_DANRE Slit homolog 1b _Drosophila_ OS=Danio rerio OX=7955 GN=slit1b PE=4 SV=1, Danio_rerio_tr_Q3S2J2_Q3S2J2_DANRE tr|Q3S2J2|Q3S2J2_DANRE Slit homolog 1 protein precursor OS=Danio rerio OX=7955 GN=slit1a PE=1 SV=1
OG0000078	Drosophila_melanogaster_tr_Q95S79_Q95S79_DROME tr|Q95S79|Q95S79_DROME GM06507p OS=Drosophila melanogaster OX=7227 GN=Swim PE=2 SV=1, Drosophila_melanogaster_tr_Q7JWQ7_Q7JWQ7_DROME tr|Q7JWQ7|Q7JWQ7_DROME RE01730p OS=Drosophila melanogaster OX=7227 GN=Swim PE=1 SV=1	Danio_rerio_tr_A3KNG7_A3KNG7_DANRE tr|A3KNG7|A3KNG7_DANRE Si_dkey-158b13.1 OS=Danio rerio OX=7955 GN=si_dkey-158b13.1 PE=1 SV=1
OG0000080	Drosophila_melanogaster_sp_Q9VH14_TIMP_DROME sp|Q9VH14|TIMP_DROME Tissue inhibitor of metalloproteinase OS=Drosophila melanogaster OX=7227 GN=Timp PE=1 SV=1	Danio_rerio_tr_Q7SZM6_Q7SZM6_DANRE tr|Q7SZM6|Q7SZM6_DANRE Metalloproteinase inhibitor 2 precursor OS=Danio rerio OX=7955 GN=etID32613.12 PE=2 SV=1, Danio_rerio_tr_Q6NUX9_Q6NUX9_DANRE tr|Q6NUX9|Q6NUX9_DANRE TIMP metallopeptidase inhibitor 2b OS=Danio rerio OX=7955 GN=timp2l PE=2 SV=1, Danio_rerio_tr_A0A0R4IT47_A0A0R4IT47_DANRE tr|A0A0R4IT47|A0A0R4IT47_DANRE TIMP metallopeptidase inhibitor 4_ tandem duplicate 3 OS=Danio rerio OX=7955 GN=timp4 PE=3 SV=1
