Orthogroup	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000029	Hydra_vulgaris_Sc4wPfr_776.g16574.t1 Sc4wPfr_776.g16574.t1	Exaiptasia_diaphana_XP_020911021.1 XP_020911021.1 contactin-associated protein-like 5 [Exaiptasia diaphana]
OG0000029	Hydra_vulgaris_Sc4wPfr_950.g24011.t1 Sc4wPfr_950.g24011.t1	Exaiptasia_diaphana_XP_028513207.1 XP_028513207.1 contactin-associated protein-like 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894377.1 XP_020894377.1 contactin-associated protein-like 4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894378.1 XP_020894378.1 contactin-associated protein-like 4 [Exaiptasia diaphana]
OG0000029	Hydra_vulgaris_Sc4wPfr_1130.g25539.t1 Sc4wPfr_1130.g25539.t1, Hydra_vulgaris_Sc4wPfr_1130.g25534.t1 Sc4wPfr_1130.g25534.t1, Hydra_vulgaris_Sc4wPfr_1130.g25533.t1 Sc4wPfr_1130.g25533.t1, Hydra_vulgaris_Sc4wPfr_1130.g25540.t1 Sc4wPfr_1130.g25540.t1	Exaiptasia_diaphana_XP_020893090.1 XP_020893090.1 EGF and laminin G domain-containing protein [Exaiptasia diaphana]
OG0000030	Hydra_vulgaris_Sc4wPfr_1380.1.g8435.t1 Sc4wPfr_1380.1.g8435.t1	Exaiptasia_diaphana_XP_028518433.1 XP_028518433.1 disintegrin and metalloproteinase domain-containing protein 17 [Exaiptasia diaphana]
OG0000030	Hydra_vulgaris_Sc4wPfr_26.g17289.t1 Sc4wPfr_26.g17289.t1, Hydra_vulgaris_Sc4wPfr_26.g17289.t2 Sc4wPfr_26.g17289.t2	Exaiptasia_diaphana_XP_020898884.1 XP_020898884.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana]
OG0000030	Hydra_vulgaris_Sc4wPfr_1020.1.g6653.t1 Sc4wPfr_1020.1.g6653.t1, Hydra_vulgaris_Sc4wPfr_1020.1.g6652.t1 Sc4wPfr_1020.1.g6652.t1	Exaiptasia_diaphana_XP_028517814.1 XP_028517814.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910720.1 XP_020910720.1 disintegrin and metalloproteinase domain-containing protein 10 [Exaiptasia diaphana]
OG0000032	Hydra_vulgaris_Sc4wPfr_520.g29387.t1 Sc4wPfr_520.g29387.t1, Hydra_vulgaris_Sc4wPfr_520.g29387.t2 Sc4wPfr_520.g29387.t2, Hydra_vulgaris_Sc4wPfr_520.g29387.t3 Sc4wPfr_520.g29387.t3, Hydra_vulgaris_Sc4wPfr_520.g29387.t4 Sc4wPfr_520.g29387.t4	Exaiptasia_diaphana_XP_020910589.1 XP_020910589.1 short-chain collagen C4 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910590.1 XP_020910590.1 short-chain collagen C4 isoform X2 [Exaiptasia diaphana]
OG0000034	Hydra_vulgaris_Sc4wPfr_909.g33479.t2 Sc4wPfr_909.g33479.t2, Hydra_vulgaris_Sc4wPfr_909.g33479.t1 Sc4wPfr_909.g33479.t1	Exaiptasia_diaphana_XP_020912671.1 XP_020912671.1 attractin-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915954.1 XP_020915954.1 attractin-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916106.1 XP_020916106.1 attractin-like protein 1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916031.1 XP_020916031.1 attractin-like protein 1 isoform X2 [Exaiptasia diaphana]
OG0000034	Hydra_vulgaris_Sc4wPfr_1475.1.g4365.t1 Sc4wPfr_1475.1.g4365.t1, Hydra_vulgaris_Sc4wPfr_1475.g5204.t2 Sc4wPfr_1475.g5204.t2, Hydra_vulgaris_Sc4wPfr_1475.g5204.t1 Sc4wPfr_1475.g5204.t1, Hydra_vulgaris_Sc4wPfr_832.g4698.t1 Sc4wPfr_832.g4698.t1	Exaiptasia_diaphana_XP_020912006.2 XP_020912006.2 epidermal growth factor-like protein 8 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519409.1 XP_028519409.1 multiple epidermal growth factor-like domains protein 10 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916503.1 XP_020916503.1 multiple epidermal growth factor-like domains protein 11 [Exaiptasia diaphana]
OG0000034	Hydra_vulgaris_Sc4wPfr_325.1.g5332.t1 Sc4wPfr_325.1.g5332.t1, Hydra_vulgaris_Sc4wPfr_325.1.g5334.t1 Sc4wPfr_325.1.g5334.t1	Exaiptasia_diaphana_XP_028517202.1 XP_028517202.1 multiple epidermal growth factor-like domains protein 8 [Exaiptasia diaphana]
OG0000035	Hydra_vulgaris_Sc4wPfr_2074.g13184.t1 Sc4wPfr_2074.g13184.t1, Hydra_vulgaris_Sc4wPfr_2074.g13184.t2 Sc4wPfr_2074.g13184.t2	Exaiptasia_diaphana_XP_028515554.1 XP_028515554.1 uncharacterized protein LOC110241304 [Exaiptasia diaphana]
OG0000038	Hydra_vulgaris_Sc4wPfr_197.g11042.t1 Sc4wPfr_197.g11042.t1	Exaiptasia_diaphana_XP_020907967.1 XP_020907967.1 complement C1q subcomponent subunit A isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907968.1 XP_020907968.1 complement C1q subcomponent subunit C isoform X2 [Exaiptasia diaphana]
OG0000039	Hydra_vulgaris_Sc4wPfr_728.g2220.t1 Sc4wPfr_728.g2220.t1	Exaiptasia_diaphana_XP_020892078.1 XP_020892078.1 SCO-spondin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512564.1 XP_028512564.1 SCO-spondin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513284.1 XP_028513284.1 uncharacterized protein LOC110233688 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894661.1 XP_020894661.1 uncharacterized protein LOC110233688 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893949.1 XP_020893949.1 uncharacterized protein LOC110233047 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916603.1 XP_020916603.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910130.1 XP_020910130.1 integumentary mucin A.1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517642.1 XP_028517642.1 integumentary mucin A.1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517643.1 XP_028517643.1 integumentary mucin C.1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517002.1 XP_028517002.1 agglutinin-like protein ARB_02240 [Exaiptasia diaphana]
OG0000040	Hydra_vulgaris_Sc4wPfr_297.g13145.t1 Sc4wPfr_297.g13145.t1, Hydra_vulgaris_Sc4wPfr_109.1.g7302.t2 Sc4wPfr_109.1.g7302.t2, Hydra_vulgaris_Sc4wPfr_109.1.g7302.t1 Sc4wPfr_109.1.g7302.t1	Exaiptasia_diaphana_XP_028515661.1 XP_028515661.1 four-domain proteases inhibitor [Exaiptasia diaphana]
OG0000040	Hydra_vulgaris_Sc4wPfr_122.g9840.t1 Sc4wPfr_122.g9840.t1	Exaiptasia_diaphana_XP_020892696.1 XP_020892696.1 uncharacterized protein LOC110231953 [Exaiptasia diaphana]
OG0000040	Hydra_vulgaris_Sc4wPfr_62.g4386.t1 Sc4wPfr_62.g4386.t1, Hydra_vulgaris_Sc4wPfr_230.g26213.t1 Sc4wPfr_230.g26213.t1	Exaiptasia_diaphana_XP_020903908.1 XP_020903908.1 uncharacterized protein LOC110242294 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903909.1 XP_020903909.1 uncharacterized protein LOC110242294 isoform X2 [Exaiptasia diaphana]
OG0000041	Hydra_vulgaris_Sc4wPfr_422.g20203.t1 Sc4wPfr_422.g20203.t1	Exaiptasia_diaphana_XP_020905592.1 XP_020905592.1 von Willebrand factor A domain-containing protein 5A [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513909.1 XP_028513909.1 uncharacterized protein LOC110235739 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903341.1 XP_020903341.1 von Willebrand factor A domain-containing protein 5B1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903342.1 XP_020903342.1 von Willebrand factor A domain-containing protein 5B1 isoform X2 [Exaiptasia diaphana]
OG0000041	Hydra_vulgaris_Sc4wPfr_6.1.g597.t2 Sc4wPfr_6.1.g597.t2, Hydra_vulgaris_Sc4wPfr_6.1.g597.t1 Sc4wPfr_6.1.g597.t1	Exaiptasia_diaphana_XP_020912183.1 XP_020912183.1 protein mono-ADP-ribosyltransferase PARP4 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912184.1 XP_020912184.1 protein mono-ADP-ribosyltransferase PARP4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912185.1 XP_020912185.1 protein mono-ADP-ribosyltransferase PARP4 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518262.1 XP_028518262.1 protein mono-ADP-ribosyltransferase PARP4 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912186.1 XP_020912186.1 protein mono-ADP-ribosyltransferase PARP4 isoform X5 [Exaiptasia diaphana]
OG0000042	Hydra_vulgaris_Sc4wPfr_708.g2575.t1 Sc4wPfr_708.g2575.t1, Hydra_vulgaris_Sc4wPfr_481.g31592.t1 Sc4wPfr_481.g31592.t1, Hydra_vulgaris_Sc4wPfr_481.g31592.t2 Sc4wPfr_481.g31592.t2, Hydra_vulgaris_Sc4wPfr_361.g20339.t1 Sc4wPfr_361.g20339.t1	Exaiptasia_diaphana_XP_020913153.1 XP_020913153.1 neurexin-4 [Exaiptasia diaphana]
OG0000042	Hydra_vulgaris_Sc4wPfr_14.g1872.t1 Sc4wPfr_14.g1872.t1	Exaiptasia_diaphana_XP_028515387.1 XP_028515387.1 uncharacterized protein LOC110240742 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902191.1 XP_020902191.1 neurexin-3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902193.1 XP_020902193.1 neurexin-1b [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902210.1 XP_020902210.1 neurexin-3 [Exaiptasia diaphana]
OG0000044	Hydra_vulgaris_Sc4wPfr_1298.g6418.t1 Sc4wPfr_1298.g6418.t1	Exaiptasia_diaphana_XP_028519449.1 XP_028519449.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916544.1 XP_020916544.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916593.1 XP_020916593.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana]
OG0000045	Hydra_vulgaris_Sc4wPfr_301.g14000.t1 Sc4wPfr_301.g14000.t1	Exaiptasia_diaphana_XP_028519634.1 XP_028519634.1 laminin subunit alpha-like [Exaiptasia diaphana]
OG0000054	Hydra_vulgaris_Sc4wPfr_1416.g33239.t1 Sc4wPfr_1416.g33239.t1	Exaiptasia_diaphana_XP_020910667.1 XP_020910667.1 erbin [Exaiptasia diaphana]
OG0000054	Hydra_vulgaris_Sc4wPfr_78.g10420.t1 Sc4wPfr_78.g10420.t1	Exaiptasia_diaphana_XP_028513465.1 XP_028513465.1 protein scribble homolog [Exaiptasia diaphana]
OG0000056	Hydra_vulgaris_Sc4wPfr_146.g12039.t1 Sc4wPfr_146.g12039.t1, Hydra_vulgaris_Sc4wPfr_146.g12039.t2 Sc4wPfr_146.g12039.t2	Exaiptasia_diaphana_XP_020900175.1 XP_020900175.1 E3 ubiquitin-protein ligase TRIM9 [Exaiptasia diaphana]
OG0000056	Hydra_vulgaris_Sc4wPfr_176.g26279.t1 Sc4wPfr_176.g26279.t1, Hydra_vulgaris_Sc4wPfr_176.g26285.t1 Sc4wPfr_176.g26285.t1	Exaiptasia_diaphana_XP_020900170.1 XP_020900170.1 tripartite motif-containing protein 67 [Exaiptasia diaphana]
OG0000061	Hydra_vulgaris_Sc4wPfr_417.3.g31939.t1 Sc4wPfr_417.3.g31939.t1	Exaiptasia_diaphana_XP_020893258.1 XP_020893258.1 copine-3 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893259.1 XP_020893259.1 copine-3 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906480.1 XP_020906480.1 copine-3 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906472.1 XP_020906472.1 copine-3 isoform X1 [Exaiptasia diaphana]
OG0000061	Hydra_vulgaris_Sc4wPfr_48.g30203.t1 Sc4wPfr_48.g30203.t1	Exaiptasia_diaphana_XP_020897999.1 XP_020897999.1 copine-5 [Exaiptasia diaphana]
OG0000062	Hydra_vulgaris_Sc4wPfr_724.g25412.t1 Sc4wPfr_724.g25412.t1, Hydra_vulgaris_Sc4wPfr_724.g25412.t2 Sc4wPfr_724.g25412.t2	Exaiptasia_diaphana_XP_028518542.1 XP_028518542.1 fibropellin-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518545.1 XP_028518545.1 fibropellin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518546.1 XP_028518546.1 fibropellin-1 isoform X3 [Exaiptasia diaphana]
OG0000067	Hydra_vulgaris_Sc4wPfr_4949.g490.t1 Sc4wPfr_4949.g490.t1, Hydra_vulgaris_Sc4wPfr_1386.g7456.t1 Sc4wPfr_1386.g7456.t1, Hydra_vulgaris_Sc4wPfr_1386.g7462.t1 Sc4wPfr_1386.g7462.t1, Hydra_vulgaris_Sc4wPfr_73.g11550.t1 Sc4wPfr_73.g11550.t1, Hydra_vulgaris_Sc4wPfr_73.g11552.t1 Sc4wPfr_73.g11552.t1, Hydra_vulgaris_Sc4wPfr_73.g11545.t1 Sc4wPfr_73.g11545.t1, Hydra_vulgaris_Sc4wPfr_536.g2751.t1 Sc4wPfr_536.g2751.t1, Hydra_vulgaris_Sc4wPfr_73.g11546.t1 Sc4wPfr_73.g11546.t1, Hydra_vulgaris_Sc4wPfr_536.g2752.t1 Sc4wPfr_536.g2752.t1, Hydra_vulgaris_Sc4wPfr_807.g11634.t1 Sc4wPfr_807.g11634.t1, Hydra_vulgaris_Sc4wPfr_807.g11633.t1 Sc4wPfr_807.g11633.t1, Hydra_vulgaris_Sc4wPfr_73.g11553.t1 Sc4wPfr_73.g11553.t1	Exaiptasia_diaphana_XP_028517411.1 XP_028517411.1 uncharacterized protein LOC110247375 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514929.1 XP_028514929.1 uncharacterized protein LOC110239357 [Exaiptasia diaphana]
OG0000067	Hydra_vulgaris_Sc4wPfr_33.g25265.t1 Sc4wPfr_33.g25265.t1, Hydra_vulgaris_Sc4wPfr_328.2.g12067.t1 Sc4wPfr_328.2.g12067.t1, Hydra_vulgaris_Sc4wPfr_328.2.g12098.t1 Sc4wPfr_328.2.g12098.t1, Hydra_vulgaris_Sc4wPfr_536.g2744.t1 Sc4wPfr_536.g2744.t1	Exaiptasia_diaphana_XP_028517091.1 XP_028517091.1 A disintegrin and metalloproteinase with thrombospondin motifs 10-like [Exaiptasia diaphana]
OG0000069	Hydra_vulgaris_Sc4wPfr_708.g2577.t1 Sc4wPfr_708.g2577.t1	Exaiptasia_diaphana_XP_020896941.1 XP_020896941.1 adhesion G protein-coupled receptor E2 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896940.1 XP_020896940.1 adhesion G protein-coupled receptor E2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513501.1 XP_028513501.1 fibrillin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895312.1 XP_020895312.1 fibrillin-3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516915.1 XP_028516915.1 neurogenic locus notch homolog protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513535.1 XP_028513535.1 EGF-containing fibulin-like extracellular matrix protein 1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514887.1 XP_028514887.1 fibulin-1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515081.1 XP_028515081.1 epidermal growth factor-like protein 6 [Exaiptasia diaphana]
OG0000073	Hydra_vulgaris_Sc4wPfr_446.g12585.t1 Sc4wPfr_446.g12585.t1	Exaiptasia_diaphana_XP_020915772.1 XP_020915772.1 uncharacterized protein LOC110253235 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895933.1 XP_020895933.1 uncharacterized protein LOC110234861 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513712.1 XP_028513712.1 uncharacterized protein LOC110234892 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916520.2 XP_020916520.2 uncharacterized protein LOC110253908 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911803.2 XP_020911803.2 deleted in malignant brain tumors 1 protein [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902310.1 XP_020902310.1 uncharacterized protein LOC110240831 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911812.2 XP_020911812.2 uncharacterized protein LOC110249578 [Exaiptasia diaphana]
OG0000075	Hydra_vulgaris_Sc4wPfr_200.g3530.t1 Sc4wPfr_200.g3530.t1	Exaiptasia_diaphana_XP_020902029.1 XP_020902029.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913946.1 XP_020913946.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905763.1 XP_020905763.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899678.1 XP_020899678.1 sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1 [Exaiptasia diaphana]
OG0000081	Hydra_vulgaris_Sc4wPfr_196.1.g29669.t1 Sc4wPfr_196.1.g29669.t1	Exaiptasia_diaphana_XP_020907281.1 XP_020907281.1 cysteine-rich with EGF-like domain protein 2 [Exaiptasia diaphana]
OG0000082	Hydra_vulgaris_Sc4wPfr_396.1.g13876.t6 Sc4wPfr_396.1.g13876.t6, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t1 Sc4wPfr_396.1.g13876.t1, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t5 Sc4wPfr_396.1.g13876.t5, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t3 Sc4wPfr_396.1.g13876.t3, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t4 Sc4wPfr_396.1.g13876.t4, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t2 Sc4wPfr_396.1.g13876.t2	Exaiptasia_diaphana_XP_028516916.1 XP_028516916.1 uncharacterized protein LOC110245945 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902830.1 XP_020902830.1 collagen alpha-1_XII_ chain [Exaiptasia diaphana]
OG0000087	Hydra_vulgaris_Sc4wPfr_954.g27082.t1 Sc4wPfr_954.g27082.t1	Exaiptasia_diaphana_XP_028512643.1 XP_028512643.1 A-kinase anchor protein 9 [Exaiptasia diaphana]
OG0000089	Hydra_vulgaris_Sc4wPfr_811.1.g17345.t1 Sc4wPfr_811.1.g17345.t1	Exaiptasia_diaphana_XP_020895235.1 XP_020895235.1 kielin_chordin-like protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895236.1 XP_020895236.1 kielin_chordin-like protein isoform X2 [Exaiptasia diaphana]
OG0000092	Hydra_vulgaris_Sc4wPfr_1269.g30737.t1 Sc4wPfr_1269.g30737.t1, Hydra_vulgaris_Sc4wPfr_165.g10030.t1 Sc4wPfr_165.g10030.t1	Exaiptasia_diaphana_XP_020911182.1 XP_020911182.1 bone morphogenetic protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514402.1 XP_028514402.1 cubilin [Exaiptasia diaphana]
OG0000093	Hydra_vulgaris_Sc4wPfr_313.g17063.t1 Sc4wPfr_313.g17063.t1	Exaiptasia_diaphana_XP_020911284.1 XP_020911284.1 cystatin-B [Exaiptasia diaphana]
OG0000094	Hydra_vulgaris_Sc4wPfr_242.g27679.t1 Sc4wPfr_242.g27679.t1	Exaiptasia_diaphana_XP_020908799.1 XP_020908799.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908800.1 XP_020908800.1 leucine-rich repeat and calponin homology domain-containing protein 1 isoform X2 [Exaiptasia diaphana]
OG0000099	Hydra_vulgaris_Sc4wPfr_8.g18248.t1 Sc4wPfr_8.g18248.t1	Exaiptasia_diaphana_XP_028519715.1 XP_028519715.1 uncharacterized protein LOC110254756 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917451.1 XP_020917451.1 uncharacterized protein LOC110254756 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898769.2 XP_020898769.2 uncharacterized protein LOC110237512 [Exaiptasia diaphana]
OG0000100	Hydra_vulgaris_Sc4wPfr_950.g24012.t2 Sc4wPfr_950.g24012.t2, Hydra_vulgaris_Sc4wPfr_950.g24012.t1 Sc4wPfr_950.g24012.t1	Exaiptasia_diaphana_XP_020912069.1 XP_020912069.1 collagen alpha-2_IX_ chain isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912067.1 XP_020912067.1 collagen alpha-2_IX_ chain isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912066.1 XP_020912066.1 collagen alpha-2_IX_ chain isoform X1 [Exaiptasia diaphana]
OG0000100	Hydra_vulgaris_Sc4wPfr_811.g6452.t1 Sc4wPfr_811.g6452.t1	Exaiptasia_diaphana_XP_020912058.1 XP_020912058.1 collectin-46 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912057.1 XP_020912057.1 collectin-46 [Exaiptasia diaphana]
OG0000100	Hydra_vulgaris_Sc4wPfr_177.1.g6209.t1 Sc4wPfr_177.1.g6209.t1	Exaiptasia_diaphana_XP_028514114.1 XP_028514114.1 hyphally regulated cell wall protein 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020897767.1 XP_020897767.1 hyphally regulated cell wall protein 3 [Exaiptasia diaphana]
OG0000101	Hydra_vulgaris_Sc4wPfr_758.g3713.t2 Sc4wPfr_758.g3713.t2	Exaiptasia_diaphana_XP_028516956.1 XP_028516956.1 nephrin isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908119.2 XP_020908119.2 nephrin isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908120.2 XP_020908120.2 nephrin isoform X3 [Exaiptasia diaphana]
OG0000102	Hydra_vulgaris_Sc4wPfr_769.g16484.t1 Sc4wPfr_769.g16484.t1	Exaiptasia_diaphana_XP_020899688.2 XP_020899688.2 protein HEG [Exaiptasia diaphana]
OG0000111	Hydra_vulgaris_Sc4wPfr_938.g21243.t1 Sc4wPfr_938.g21243.t1	Exaiptasia_diaphana_XP_020907468.1 XP_020907468.1 mucin-17 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899377.1 XP_020899377.1 activating transcription factor 7-interacting protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516794.1 XP_028516794.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516793.1 XP_028516793.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516795.1 XP_028516795.1 uncharacterized protein LOC110245528 [Exaiptasia diaphana]
OG0000112	Hydra_vulgaris_Sc4wPfr_475.1.g23420.t1 Sc4wPfr_475.1.g23420.t1, Hydra_vulgaris_Sc4wPfr_608.1.g30575.t1 Sc4wPfr_608.1.g30575.t1, Hydra_vulgaris_Sc4wPfr_1360.g9388.t1 Sc4wPfr_1360.g9388.t1, Hydra_vulgaris_Sc4wPfr_1360.g9377.t1 Sc4wPfr_1360.g9377.t1	Exaiptasia_diaphana_XP_020913908.2 XP_020913908.2 heparanase_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908291.2 XP_020908291.2 heparanase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899290.2 XP_020899290.2 uncharacterized protein LOC110238002 [Exaiptasia diaphana]
OG0000113	Hydra_vulgaris_Sc4wPfr_231.1.g21567.t1 Sc4wPfr_231.1.g21567.t1	Exaiptasia_diaphana_XP_020908660.2 XP_020908660.2 fibronectin type-III domain-containing protein 3A-like [Exaiptasia diaphana]
OG0000116	Hydra_vulgaris_Sc4wPfr_875.1.g17139.t1 Sc4wPfr_875.1.g17139.t1	Exaiptasia_diaphana_XP_020911328.1 XP_020911328.1 neural cell adhesion molecule 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913503.1 XP_020913503.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913502.1 XP_020913502.1 neural cell adhesion molecule 2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913479.1 XP_020913479.1 peroxidasin homolog [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913478.1 XP_020913478.1 peroxidasin homolog [Exaiptasia diaphana]
OG0000120	Hydra_vulgaris_Sc4wPfr_739.g28832.t1 Sc4wPfr_739.g28832.t1	Exaiptasia_diaphana_XP_020893567.1 XP_020893567.1 syndecan-2 [Exaiptasia diaphana]
OG0000121	Hydra_vulgaris_Sc4wPfr_484.g18389.t2 Sc4wPfr_484.g18389.t2, Hydra_vulgaris_Sc4wPfr_484.g18389.t1 Sc4wPfr_484.g18389.t1	Exaiptasia_diaphana_XP_020911667.1 XP_020911667.1 uncharacterized protein LOC110249437 [Exaiptasia diaphana]
OG0000121	Hydra_vulgaris_Sc4wPfr_488.g29951.t1 Sc4wPfr_488.g29951.t1	Exaiptasia_diaphana_XP_020907978.1 XP_020907978.1 uncharacterized protein LOC110246029 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907979.1 XP_020907979.1 uncharacterized protein LOC110246029 isoform X2 [Exaiptasia diaphana]
OG0000122	Hydra_vulgaris_Sc4wPfr_1630.g30617.t1 Sc4wPfr_1630.g30617.t1	Exaiptasia_diaphana_XP_020917471.1 XP_020917471.1 uncharacterized protein LOC110254769 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020891990.1 XP_020891990.1 epididymal sperm-binding protein 1-like_ partial [Exaiptasia diaphana]
OG0000122	Hydra_vulgaris_Sc4wPfr_787.g23207.t1 Sc4wPfr_787.g23207.t1	Exaiptasia_diaphana_XP_020904505.1 XP_020904505.1 72 kDa type IV collagenase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020904503.1 XP_020904503.1 72 kDa type IV collagenase [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512752.1 XP_028512752.1 uncharacterized protein LOC114574425 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517049.1 XP_028517049.1 uncharacterized protein LOC110246322 [Exaiptasia diaphana]
OG0000123	Hydra_vulgaris_Sc4wPfr_118.g25114.t1 Sc4wPfr_118.g25114.t1	Exaiptasia_diaphana_XP_020910222.1 XP_020910222.1 fibulin-1 [Exaiptasia diaphana]
OG0000129	Hydra_vulgaris_Sc4wPfr_1761.g20580.t1 Sc4wPfr_1761.g20580.t1	Exaiptasia_diaphana_XP_020903051.1 XP_020903051.1 uncharacterized protein LOC110241526 [Exaiptasia diaphana]
