Orthogroup	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Anthozoa_Porites_asteroides
OG0000030	Hydra_vulgaris_Sc4wPfr_1020.1.g6653.t1 Sc4wPfr_1020.1.g6653.t1, Hydra_vulgaris_Sc4wPfr_1020.1.g6652.t1 Sc4wPfr_1020.1.g6652.t1	Porites_asteroides_isotig04474 isotig04474 extracted_CDS GOMatch=A7SZR7 GOTerms=GO_0004222_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Disintegrin_and_metallopeptidase_domain_10_ Match_Acc=B3VKE8 gene=isogroup02742 length=1264 numContigs=1
OG0000034	Hydra_vulgaris_Sc4wPfr_1475.1.g4365.t1 Sc4wPfr_1475.1.g4365.t1, Hydra_vulgaris_Sc4wPfr_1475.g5204.t2 Sc4wPfr_1475.g5204.t2, Hydra_vulgaris_Sc4wPfr_1475.g5204.t1 Sc4wPfr_1475.g5204.t1, Hydra_vulgaris_Sc4wPfr_832.g4698.t1 Sc4wPfr_832.g4698.t1	Porites_asteroides_isotig12058 isotig12058 extracted_CDS GOMatch=A7RYG5 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=Multiple_epidermal_growth_factor-like_domains_protein_8_ Match_Acc=Q9QYP0 gene=isogroup10326 length=576 numContigs=1, Porites_asteroides_isotig07718 isotig07718 extracted_CDS GOMatch=A0JM12 GOTerms=GO_0005886_GO_0006909_GO_0007155_GO_0016020_GO_0016021 Gene=Megf11_protein_ Match_Acc=B7ZWF7 gene=isogroup05986 length=792 numContigs=1
OG0000034	Hydra_vulgaris_Sc4wPfr_325.1.g5332.t1 Sc4wPfr_325.1.g5332.t1	Porites_asteroides_isotig04923 isotig04923 extracted_CDS GOMatch=A7RYG5 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=Multiple_epidermal_growth_factor-like_domains_protein_8_ Match_Acc=Q7Z7M0 gene=isogroup03191 length=1158 numContigs=1
OG0000034	Hydra_vulgaris_Sc4wPfr_325.1.g5334.t1 Sc4wPfr_325.1.g5334.t1	Porites_asteroides_isotig03715 isotig03715 extracted_CDS GOMatch=A7RYG5 GOTerms=GO_0005509_GO_0016020_GO_0016021 Gene=Multiple_epidermal_growth_factor-like_domains_protein_8_ Match_Acc=Q9QYP0 gene=isogroup01983 length=1583 numContigs=1
OG0000037	Hydra_vulgaris_Sc4wPfr_1969.g28118.t1 Sc4wPfr_1969.g28118.t1, Hydra_vulgaris_Sc4wPfr_125.g5655.t1 Sc4wPfr_125.g5655.t1	Porites_asteroides_isotig29751 isotig29751 extracted_CDS gene=isogroup28019 length=236 numContigs=1
OG0000038	Hydra_vulgaris_Sc4wPfr_197.g11042.t1 Sc4wPfr_197.g11042.t1	Porites_asteroides_isotig20382 isotig20382 extracted_CDS GOMatch=A7SEG4 GOTerms=GO_0005164_GO_0006955_GO_0016020 gene=isogroup18650 length=390 numContigs=1
OG0000040	Hydra_vulgaris_Sc4wPfr_297.g13145.t1 Sc4wPfr_297.g13145.t1, Hydra_vulgaris_Sc4wPfr_109.1.g7302.t2 Sc4wPfr_109.1.g7302.t2, Hydra_vulgaris_Sc4wPfr_109.1.g7302.t1 Sc4wPfr_109.1.g7302.t1, Hydra_vulgaris_Sc4wPfr_105.g16653.t1 Sc4wPfr_105.g16653.t1, Hydra_vulgaris_Sc4wPfr_326.1.g26774.t1 Sc4wPfr_326.1.g26774.t1, Hydra_vulgaris_Sc4wPfr_20.g15632.t1 Sc4wPfr_20.g15632.t1, Hydra_vulgaris_Sc4wPfr_20.g15634.t1 Sc4wPfr_20.g15634.t1, Hydra_vulgaris_Sc4wPfr_758.g3710.t1 Sc4wPfr_758.g3710.t1, Hydra_vulgaris_Sc4wPfr_758.g3710.t3 Sc4wPfr_758.g3710.t3, Hydra_vulgaris_Sc4wPfr_758.g3710.t2 Sc4wPfr_758.g3710.t2, Hydra_vulgaris_Sc4wPfr_178.g10682.t1 Sc4wPfr_178.g10682.t1, Hydra_vulgaris_Sc4wPfr_178.g10680.t1 Sc4wPfr_178.g10680.t1, Hydra_vulgaris_Sc4wPfr_20.g15631.t1 Sc4wPfr_20.g15631.t1, Hydra_vulgaris_Sc4wPfr_20.g15630.t1 Sc4wPfr_20.g15630.t1, Hydra_vulgaris_Sc4wPfr_165.g10056.t1 Sc4wPfr_165.g10056.t1, Hydra_vulgaris_Sc4wPfr_178.g10681.t1 Sc4wPfr_178.g10681.t1, Hydra_vulgaris_Sc4wPfr_105.g16652.t1 Sc4wPfr_105.g16652.t1, Hydra_vulgaris_Sc4wPfr_122.g9840.t1 Sc4wPfr_122.g9840.t1, Hydra_vulgaris_Sc4wPfr_17.g15894.t1 Sc4wPfr_17.g15894.t1, Hydra_vulgaris_Sc4wPfr_17.g15856.t1 Sc4wPfr_17.g15856.t1, Hydra_vulgaris_Sc4wPfr_62.g4386.t1 Sc4wPfr_62.g4386.t1, Hydra_vulgaris_Sc4wPfr_230.g26213.t1 Sc4wPfr_230.g26213.t1	Porites_asteroides_isotig04961 isotig04961 extracted_CDS GOMatch=Q2VYC5 GOTerms=GO_0001558_GO_0004867_GO_0005520_GO_0005576_GO_0010466_GO_0030414 Gene=Chordin-like_protein_ Match_Acc=Q2VYC5 gene=isogroup03229 length=1149 numContigs=1
OG0000041	Hydra_vulgaris_Sc4wPfr_422.g20203.t1 Sc4wPfr_422.g20203.t1, Hydra_vulgaris_Sc4wPfr_6.1.g597.t2 Sc4wPfr_6.1.g597.t2, Hydra_vulgaris_Sc4wPfr_6.1.g597.t1 Sc4wPfr_6.1.g597.t1	Porites_asteroides_GCKDGN102DHWBB GCKDGN102DHWBB extracted_CDS Gene=Loh11cr2a_protein_ Match_Acc=Q66JE2 length=358 region=2 run=R_2010_02_19_08_49_25_ xy=1316_3653
OG0000042	Hydra_vulgaris_Sc4wPfr_708.g2575.t1 Sc4wPfr_708.g2575.t1, Hydra_vulgaris_Sc4wPfr_481.g31592.t1 Sc4wPfr_481.g31592.t1, Hydra_vulgaris_Sc4wPfr_481.g31592.t2 Sc4wPfr_481.g31592.t2, Hydra_vulgaris_Sc4wPfr_361.g20339.t1 Sc4wPfr_361.g20339.t1	Porites_asteroides_isotig05554 isotig05554 extracted_CDS GOMatch=A7SAQ4 GOTerms=GO_0005102_GO_0007165 Gene=Laminin_gamma-3_chain__Fragment__ Match_Acc=Q16IN4 gene=isogroup03822 length=1040 numContigs=1, Porites_asteroides_isotig11887 isotig11887 extracted_CDS GOMatch=A8KBE4 GOTerms=GO_0016020_GO_0016021 Gene=Neurexin_I_isoform_A_ Match_Acc=B9VMQ2 gene=isogroup10155 length=580 numContigs=1
OG0000042	Hydra_vulgaris_Sc4wPfr_14.g1872.t1 Sc4wPfr_14.g1872.t1	Porites_asteroides_isotig04485 isotig04485 extracted_CDS GOMatch=A8KBE4 GOTerms=GO_0016020_GO_0016021 Gene=Neurexin_I_isoform_A_ Match_Acc=B9VMQ2 gene=isogroup02753 length=1259 numContigs=1, Porites_asteroides_GCKDGN103GQWPT GCKDGN103GQWPT extracted_CDS GOMatch=A8WXI2 GOTerms=GO_0005604_GO_0007155_GO_0031012 Gene=Neurexin_ Match_Acc=B0X240 length=444 region=3 run=R_2010_02_19_08_49_25_ xy=2649_2959
OG0000044	Hydra_vulgaris_Sc4wPfr_1298.g6418.t1 Sc4wPfr_1298.g6418.t1	Porites_asteroides_isotig04697 isotig04697 extracted_CDS GOMatch=A7RXW8 GOTerms=GO_0003810_GO_0018149 Gene=Extracellular_transglutaminase_ Match_Acc=C4P258 gene=isogroup02965 length=1206 numContigs=1
OG0000045	Hydra_vulgaris_Sc4wPfr_301.g14000.t1 Sc4wPfr_301.g14000.t1	Porites_asteroides_isotig04844 isotig04844 extracted_CDS GOMatch=Q7PPF9 GOTerms=GO_0005102_GO_0005604_GO_0005606_GO_0007155_GO_0030155_GO_0030334_GO_0031012_GO_0045995 Gene=Laminin_subunit_alpha_ Match_Acc=B0WAD7 gene=isogroup03112 length=1179 numContigs=1
OG0000045	Hydra_vulgaris_Sc4wPfr_14.g1743.t1 Sc4wPfr_14.g1743.t1	Porites_asteroides_isotig07888 isotig07888 extracted_CDS GOMatch=B0WAD7 GOTerms=GO_0005604_GO_0007155_GO_0031012 Gene=Laminin_subunit_alpha_ Match_Acc=B0WAD7 gene=isogroup06156 length=785 numContigs=1
OG0000054	Hydra_vulgaris_Sc4wPfr_1416.g33239.t1 Sc4wPfr_1416.g33239.t1	Porites_asteroides_isotig12480 isotig12480 extracted_CDS Gene=Erbb2_interacting_protein__Fragment__ Match_Acc=Q28E10 gene=isogroup10748 length=557 numContigs=1, Porites_asteroides_isotig06387 isotig06387 extracted_CDS Gene=Densin-180_ Match_Acc=Q0IHU8 gene=isogroup04655 length=921 numContigs=1
OG0000054	Hydra_vulgaris_Sc4wPfr_78.g10420.t1 Sc4wPfr_78.g10420.t1	Porites_asteroides_isotig08425 isotig08425 extracted_CDS Gene=Protein_scribble_homolog_ Match_Acc=Q4H4B6 gene=isogroup06693 length=748 numContigs=1
OG0000061	Hydra_vulgaris_Sc4wPfr_417.3.g31939.t1 Sc4wPfr_417.3.g31939.t1	Porites_asteroides_isotig04609 isotig04609 extracted_CDS Gene=Copine-3__Fragment__ Match_Acc=C0PU49 gene=isogroup02877 length=1233 numContigs=1
OG0000064	Hydra_vulgaris_Sc4wPfr_338.g25901.t1 Sc4wPfr_338.g25901.t1	Porites_asteroides_GCKDGN103FWEL0 GCKDGN103FWEL0 extracted_CDS GOMatch=Q4SHN1 GOTerms=GO_0005201_GO_0005488_GO_0005509_GO_0005576_GO_0005578_GO_0006030_GO_0008061 Gene=Fibrillin-2_ Match_Acc=P35556 length=259 region=3 run=R_2010_02_19_08_49_25_ xy=2302_1126
OG0000073	Hydra_vulgaris_Sc4wPfr_446.g12585.t1 Sc4wPfr_446.g12585.t1	Porites_asteroides_isotig19343 isotig19343 extracted_CDS GOMatch=C3XPY8 GOTerms=GO_0005044_GO_0016020 Gene=Apextrin_ Match_Acc=Q6ITV5 gene=isogroup17611 length=400 numContigs=1
OG0000075	Hydra_vulgaris_Sc4wPfr_200.g3530.t1 Sc4wPfr_200.g3530.t1	Porites_asteroides_isotig01732 isotig01732 extracted_CDS GOMatch=C3YQL9 GOTerms=GO_0000166_GO_0004672_GO_0004713_GO_0005524_GO_0006468 Gene=Sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain-containing_protein_1_ Match_Acc=Q4LDE5 gene=isogroup00699 length=1180 numContigs=2
OG0000081	Hydra_vulgaris_Sc4wPfr_324.1.g5440.t1 Sc4wPfr_324.1.g5440.t1	Porites_asteroides_GCKDGN101BNNFL GCKDGN101BNNFL extracted_CDS GOMatch=A8XVJ4 GOTerms=GO_0004867_GO_0005509 Gene=MEC-9L_ Match_Acc=Q27422 length=456 region=1 run=R_2010_02_19_08_49_25_ xy=0562_1231
OG0000082	Hydra_vulgaris_Sc4wPfr_396.1.g13876.t6 Sc4wPfr_396.1.g13876.t6, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t1 Sc4wPfr_396.1.g13876.t1, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t5 Sc4wPfr_396.1.g13876.t5, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t3 Sc4wPfr_396.1.g13876.t3, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t4 Sc4wPfr_396.1.g13876.t4, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t2 Sc4wPfr_396.1.g13876.t2	Porites_asteroides_isotig20641 isotig20641 extracted_CDS GOMatch=C3ZIM1 GOTerms=GO_0004930_GO_0005886_GO_0007155_GO_0007186_GO_0007218_GO_0016020_GO_0016021 gene=isogroup18909 length=390 numContigs=1
OG0000092	Hydra_vulgaris_Sc4wPfr_1269.g30737.t1 Sc4wPfr_1269.g30737.t1, Hydra_vulgaris_Sc4wPfr_165.g10030.t1 Sc4wPfr_165.g10030.t1	Porites_asteroides_isotig21662 isotig21662 extracted_CDS GOMatch=P98069 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0007275_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Bone_morphogenetic_protein_1_homolog_ Match_Acc=P98069 gene=isogroup19930 length=375 numContigs=1, Porites_asteroides_isotig13956 isotig13956 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Cubulin_ Match_Acc=Q16RG3 gene=isogroup12224 length=510 numContigs=1
OG0000093	Hydra_vulgaris_Sc4wPfr_313.g17063.t1 Sc4wPfr_313.g17063.t1	Porites_asteroides_isotig10101 isotig10101 extracted_CDS GOMatch=B3DLR3 GOTerms=GO_0004866_GO_0004869_GO_0005622_GO_0010466_GO_0010951_GO_0030414 Gene=CSTB_protein_ Match_Acc=Q76LA1 gene=isogroup08369 length=670 numContigs=1, Porites_asteroides_isotig17040 isotig17040 extracted_CDS GOMatch=P60576 GOTerms=GO_0002020_GO_0004866_GO_0004869_GO_0005622_GO_0005634_GO_0005730_GO_0005737_GO_0008344_GO_0010466_GO_0010951_GO_0030414 Gene=CSTB_protein_ Match_Acc=Q76LA1 gene=isogroup15308 length=436 numContigs=1, Porites_asteroides_isotig28162 isotig28162 extracted_CDS GOMatch=B3DLR3 GOTerms=GO_0004866_GO_0004869_GO_0005622_GO_0010466_GO_0010951_GO_0030414 Gene=Cystatin-B_ Match_Acc=B5X6W2 gene=isogroup26430 length=274 numContigs=1
OG0000094	Hydra_vulgaris_Sc4wPfr_242.g27679.t1 Sc4wPfr_242.g27679.t1	Porites_asteroides_isotig05748 isotig05748 extracted_CDS Gene=Leucine-rich_repeats_and_calponin_homology__CH__domain_containing_1_ Match_Acc=B1ALE7 gene=isogroup04016 length=1013 numContigs=1
OG0000101	Hydra_vulgaris_Sc4wPfr_758.g3713.t2 Sc4wPfr_758.g3713.t2	Porites_asteroides_isotig12778 isotig12778 extracted_CDS GOMatch=C3YQU6 GOTerms=GO_0004721_GO_0004725_GO_0006470_GO_0016311_GO_0016787_GO_0016791_GO_0035335 Gene=Dscam_ Match_Acc=Q9NBA1 gene=isogroup11046 length=547 numContigs=1
OG0000112	Hydra_vulgaris_Sc4wPfr_475.1.g23420.t1 Sc4wPfr_475.1.g23420.t1, Hydra_vulgaris_Sc4wPfr_608.1.g30575.t1 Sc4wPfr_608.1.g30575.t1, Hydra_vulgaris_Sc4wPfr_1360.g9388.t1 Sc4wPfr_1360.g9388.t1, Hydra_vulgaris_Sc4wPfr_1360.g9377.t1 Sc4wPfr_1360.g9377.t1	Porites_asteroides_isotig11902 isotig11902 extracted_CDS GOMatch=A7S0R9 GOTerms=GO_0003824_GO_0005975_GO_0016020_GO_0016798_GO_0043169 Gene=Heparanase_ Match_Acc=Q90YK5 gene=isogroup10170 length=582 numContigs=1
OG0000113	Hydra_vulgaris_Sc4wPfr_231.1.g21567.t1 Sc4wPfr_231.1.g21567.t1	Porites_asteroides_isotig20059 isotig20059 extracted_CDS GOMatch=D2HHG0 GOTerms=GO_0005783_GO_0045600 Gene=Fibronectin_type_III_domain_containing_protein_3C1_ Match_Acc=Q6DFV6 gene=isogroup18327 length=395 numContigs=1
OG0000114	Hydra_vulgaris_Sc4wPfr_250.g15997.t1 Sc4wPfr_250.g15997.t1	Porites_asteroides_GCKDGN103GUH3H GCKDGN103GUH3H extracted_CDS Gene=Protein_sidekick-2_ Match_Acc=Q8AV57 length=452 region=3 run=R_2010_02_19_08_49_25_ xy=2690_2699
OG0000116	Hydra_vulgaris_Sc4wPfr_875.1.g17139.t1 Sc4wPfr_875.1.g17139.t1	Porites_asteroides_isotig09724 isotig09724 extracted_CDS GOMatch=B0W5W8 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005524_GO_0006468 Gene=Titin_ Match_Acc=B0W5W8 gene=isogroup07992 length=692 numContigs=1
OG0000122	Hydra_vulgaris_Sc4wPfr_787.g23207.t1 Sc4wPfr_787.g23207.t1	Porites_asteroides_isotig13546 isotig13546 extracted_CDS GOMatch=A7RL30 GOTerms=GO_0016020 Gene=Matrix_metalloproteinase_9_ Match_Acc=Q5D713 gene=isogroup11814 length=522 numContigs=1
OG0000123	Hydra_vulgaris_Sc4wPfr_118.g25114.t1 Sc4wPfr_118.g25114.t1	Porites_asteroides_GCKDGN101BSCU9 GCKDGN101BSCU9 extracted_CDS GOMatch=D0LN03 GOTerms=GO_0005102_GO_0005509_GO_0007165 Gene=EGF_calcium-binding_domain_protein_ Match_Acc=D0LN03 length=473 region=1 run=R_2010_02_19_08_49_25_ xy=0615_3731, Porites_asteroides_isotig01809 isotig01809 extracted_CDS GOMatch=A7RVN3 GOTerms=GO_0005576 Gene=Fibulin-1C_ Match_Acc=Q50JF9 gene=isogroup00737 length=708 numContigs=2, Porites_asteroides_isotig01808 isotig01808 extracted_CDS GOMatch=A7RVN3 GOTerms=GO_0005576 Gene=Fibulin-1C_ Match_Acc=Q50JF9 gene=isogroup00737 length=929 numContigs=2
OG0000129	Hydra_vulgaris_Sc4wPfr_1761.g20580.t1 Sc4wPfr_1761.g20580.t1	Porites_asteroides_isotig01041 isotig01041 extracted_CDS GOMatch=B7Q381 GOTerms=GO_0005319_GO_0006869 Gene=Von_Willebrand_factor-like_protein__Fragment__ Match_Acc=Q2F6G9 gene=isogroup00353 length=2377 numContigs=2, Porites_asteroides_isotig01040 isotig01040 extracted_CDS GOMatch=B7Q381 GOTerms=GO_0005319_GO_0006869 Gene=Von_Willebrand_factor-like_protein__Fragment__ Match_Acc=Q2F6G9 gene=isogroup00353 length=2420 numContigs=2
OG0000129	Hydra_vulgaris_Sc4wPfr_147.g8566.t1 Sc4wPfr_147.g8566.t1	Porites_asteroides_isotig03147 isotig03147 extracted_CDS GOMatch=D6W7B8 GOTerms=GO_0005319_GO_0006869 Gene=Apolipophorins_ Match_Acc=Q9U943 gene=isogroup01415 length=8171 numContigs=1
OG0000131	Hydra_vulgaris_Sc4wPfr_175.g6378.t1 Sc4wPfr_175.g6378.t1	Porites_asteroides_isotig07287 isotig07287 extracted_CDS GOMatch=A7SAX4 GOTerms=GO_0000166_GO_0004672_GO_0004872_GO_0005003_GO_0005524_GO_0006468_GO_0016020_GO_0016021 Gene=Ephrin_receptor_ Match_Acc=Q6P4R6 gene=isogroup05555 length=829 numContigs=1
OG0000138	Hydra_vulgaris_Sc4wPfr_56.g24483.t1 Sc4wPfr_56.g24483.t1	Porites_asteroides_GCKDGN102DIM9E GCKDGN102DIM9E extracted_CDS GOMatch=C3Y2L2 GOTerms=GO_0005102_GO_0005615_GO_0007165 length=416 region=2 run=R_2010_02_19_08_49_25_ xy=1325_1712
OG0000146	Hydra_vulgaris_Sc4wPfr_516.2.g9758.t1 Sc4wPfr_516.2.g9758.t1	Porites_asteroides_isotig16830 isotig16830 extracted_CDS gene=isogroup15098 length=441 numContigs=1
OG0000152	Hydra_vulgaris_Sc4wPfr_704.g18852.t1 Sc4wPfr_704.g18852.t1, Hydra_vulgaris_Sc4wPfr_704.g18852.t2 Sc4wPfr_704.g18852.t2	Porites_asteroides_isotig12193 isotig12193 extracted_CDS GOMatch=Q8AVI4 GOTerms=GO_0000164_GO_0005634_GO_0005737_GO_0019903_GO_0046579 Gene=Leucine-rich_repeat_protein_soc-2_homolog_ Match_Acc=A7SFP1 gene=isogroup10461 length=569 numContigs=1
OG0000158	Hydra_vulgaris_Sc4wPfr_439.g20792.t1 Sc4wPfr_439.g20792.t1	Porites_asteroides_isotig03456 isotig03456 extracted_CDS GOMatch=A7RLY4 GOTerms=GO_0005044_GO_0006955_GO_0030247 Gene=Spondin_ Match_Acc=Q95YF9 gene=isogroup01724 length=1849 numContigs=1
OG0000160	Hydra_vulgaris_Sc4wPfr_707.1.g4138.t1 Sc4wPfr_707.1.g4138.t1	Porites_asteroides_isotig27967 isotig27967 extracted_CDS GOMatch=C3ZRZ0 GOTerms=GO_0005488_GO_0005529 Gene=Epididymis-specific_type_IV_collagenase-like_protein_ Match_Acc=D1YSI4 gene=isogroup26235 length=279 numContigs=1, Porites_asteroides_isotig26685 isotig26685 extracted_CDS gene=isogroup24953 length=307 numContigs=1, Porites_asteroides_isotig00683 isotig00683 extracted_CDS GOMatch=C3ZRZ0 GOTerms=GO_0005488_GO_0005529 Gene=Cation-independent_mannose-6-phosphate_receptor_ Match_Acc=Q90681 gene=isogroup00187 length=403 numContigs=3, Porites_asteroides_isotig00681 isotig00681 extracted_CDS GOMatch=A7RX86 GOTerms=GO_0005044_GO_0016020 Gene=Cation-independent_mannose-6-phosphate_receptor_ Match_Acc=Q90681 gene=isogroup00187 length=620 numContigs=2, Porites_asteroides_GCKDGN102C7LRG GCKDGN102C7LRG extracted_CDS xy=1199_2650 length=476 run=R_2010_02_19_08_49_25_ region=2 Match_Acc=Q95MI9 Gene=Mannose-6-phosphate_insulin-like_growth_factor_II_receptor__Fragment__
OG0000165	Hydra_vulgaris_Sc4wPfr_319.g27266.t1 Sc4wPfr_319.g27266.t1	Porites_asteroides_isotig04010 isotig04010 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_58_ Match_Acc=Q32NT4 gene=isogroup02278 length=1414 numContigs=1
OG0000167	Hydra_vulgaris_Sc4wPfr_488.g29956.t1 Sc4wPfr_488.g29956.t1	Porites_asteroides_isotig01384 isotig01384 extracted_CDS GOMatch=C3YYI3 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005085_GO_0005089_GO_0005524_GO_0005622_GO_0006468_GO_0035023_GO_0035556 Gene=HCG2039851__isoform_CRA_a_ Match_Acc=C9JQ37 gene=isogroup00525 length=1527 numContigs=2
OG0000170	Hydra_vulgaris_Sc4wPfr_326.g15668.t1 Sc4wPfr_326.g15668.t1	Porites_asteroides_isotig12557 isotig12557 extracted_CDS GOMatch=A1XVT4 GOTerms=GO_0005576_GO_0005581_GO_0010466_GO_0030414 Gene=Collagen__Fragment__ Match_Acc=A1XVT4 gene=isogroup10825 length=550 numContigs=1
OG0000193	Hydra_vulgaris_Sc4wPfr_239.g21099.t1 Sc4wPfr_239.g21099.t1	Porites_asteroides_GCKDGN102D6QYD GCKDGN102D6QYD extracted_CDS GOMatch=B7P4D9 GOTerms=GO_0004535_GO_0016787 Gene=Glucose-repressible_alcohol_dehydrogenase__putative__Fragment__ Match_Acc=B7P4D9 length=220 region=2 run=R_2010_02_19_08_49_25_ xy=1599_3939
OG0000195	Hydra_vulgaris_Sc4wPfr_650.g22982.t1 Sc4wPfr_650.g22982.t1	Porites_asteroides_isotig07810 isotig07810 extracted_CDS GOMatch=B7P3B9 GOTerms=GO_0004721_GO_0016787 Gene=Rsu1_protein__Fragment__ Match_Acc=Q5U3F0 gene=isogroup06078 length=789 numContigs=1
OG0000199	Hydra_vulgaris_Sc4wPfr_289.1.g8519.t1 Sc4wPfr_289.1.g8519.t1	Porites_asteroides_isotig04160 isotig04160 extracted_CDS GOMatch=A7SYY2 GOTerms=GO_0006281_GO_0008270 Gene=26S_proteasome_non-ATPase_regulatory_subunit_4_ Match_Acc=Q58DA0 gene=isogroup02428 length=1358 numContigs=1
OG0000203	Hydra_vulgaris_Sc4wPfr_347.g19265.t1 Sc4wPfr_347.g19265.t1	Porites_asteroides_isotig15076 isotig15076 extracted_CDS GOMatch=A7SZN2 GOTerms=GO_0005509 Gene=cDNA_FLJ76207__highly_similar_to_Homo_sapiens_delta-notch-like_EGF_repeat-containing_transmembrane__DNER___mRNA_ Match_Acc=A8K0I8 gene=isogroup13344 length=480 numContigs=1
OG0000204	Hydra_vulgaris_Sc4wPfr_351.g11274.t1 Sc4wPfr_351.g11274.t1	Porites_asteroides_GCKDGN103HI8NS GCKDGN103HI8NS extracted_CDS GOMatch=B5G021 GOTerms=GO_0042645 Gene=Putative_leucine_rich_repeat_containing_59_variant_1_ Match_Acc=B5G021 length=404 region=3 run=R_2010_02_19_08_49_25_ xy=2972_1798
OG0000209	Hydra_vulgaris_Sc4wPfr_297.g13155.t1 Sc4wPfr_297.g13155.t1	Porites_asteroides_GCKDGN103GEHWU GCKDGN103GEHWU extracted_CDS GOMatch=Q5U4W6 GOTerms=GO_0005634 Gene=Integrator_complex_subunit_6-B_ Match_Acc=Q5U4W6 length=279 region=3 run=R_2010_02_19_08_49_25_ xy=2508_1436
OG0000231	Hydra_vulgaris_Sc4wPfr_117.g15494.t1 Sc4wPfr_117.g15494.t1, Hydra_vulgaris_Sc4wPfr_117.g15494.t2 Sc4wPfr_117.g15494.t2, Hydra_vulgaris_Sc4wPfr_117.g15494.t3 Sc4wPfr_117.g15494.t3	Porites_asteroides_isotig09912 isotig09912 extracted_CDS GOMatch=A7RGH5 GOTerms=GO_0005198_GO_0005605_GO_0007155_GO_0007213_GO_0043113_GO_0043236 Gene=A1_XI__collagen__Fragment__ Match_Acc=Q9EQV1 gene=isogroup08180 length=677 numContigs=1
OG0000263	Hydra_vulgaris_Sc4wPfr_1690.g8017.t1 Sc4wPfr_1690.g8017.t1	Porites_asteroides_isotig29095 isotig29095 extracted_CDS GOMatch=A7S854 GOTerms=GO_0007155_GO_0031012 Gene=Alpha_3_4_5-laminin_ Match_Acc=A9YY72 gene=isogroup27363 length=254 numContigs=1
OG0000274	Hydra_vulgaris_Sc4wPfr_388.g4766.t1 Sc4wPfr_388.g4766.t1, Hydra_vulgaris_Sc4wPfr_388.g4766.t2 Sc4wPfr_388.g4766.t2, Hydra_vulgaris_Sc4wPfr_388.g4766.t3 Sc4wPfr_388.g4766.t3	Porites_asteroides_isotig04820 isotig04820 extracted_CDS Gene=Axonemal_leucine-rich_repeat_protein_ Match_Acc=Q8T896 gene=isogroup03088 length=1182 numContigs=1
OG0000279	Hydra_vulgaris_Sc4wPfr_760.g24146.t1 Sc4wPfr_760.g24146.t1	Porites_asteroides_isotig03425 isotig03425 extracted_CDS GOMatch=A5JL82 GOTerms=GO_0005509 Gene=Bone_morphogenetic_protein_1a__Fragment__ Match_Acc=A5JL82 gene=isogroup01693 length=1890 numContigs=1
OG0000288	Hydra_vulgaris_Sc4wPfr_1400.g6667.t1 Sc4wPfr_1400.g6667.t1, Hydra_vulgaris_Sc4wPfr_2727.g32000.t1 Sc4wPfr_2727.g32000.t1	Porites_asteroides_isotig11161 isotig11161 extracted_CDS GOMatch=C3ZZV2 GOTerms=GO_0016491_GO_0046914_GO_0055114 gene=isogroup09429 length=614 numContigs=1
OG0000291	Hydra_vulgaris_Sc4wPfr_635.g14772.t1 Sc4wPfr_635.g14772.t1	Porites_asteroides_isotig10847 isotig10847 extracted_CDS GOMatch=A8WX33 GOTerms=GO_0003824_GO_0016052_GO_0030246 Gene=Protein_C09F9.2__partially_confirmed_by_transcript_evidence_ Match_Acc=O62055 gene=isogroup09115 length=632 numContigs=1
OG0000303	Hydra_vulgaris_Sc4wPfr_398.1.g9801.t1 Sc4wPfr_398.1.g9801.t1	Porites_asteroides_isotig22568 isotig22568 extracted_CDS GOMatch=Q6PCK8 GOTerms=GO_0004872_GO_0007275_GO_0016020_GO_0016021 Gene=HyTSR1_protein_ Match_Acc=Q2MCN4 gene=isogroup20836 length=360 numContigs=1, Porites_asteroides_GCKDGN103GL7G7 GCKDGN103GL7G7 extracted_CDS length=115 region=3 run=R_2010_02_19_08_49_25_ xy=2596_0713
OG0000314	Hydra_vulgaris_Sc4wPfr_245.g27019.t1 Sc4wPfr_245.g27019.t1	Porites_asteroides_isotig23443 isotig23443 extracted_CDS GOMatch=C3Z7V4 GOTerms=GO_0005488 Gene=Rab_family_protein_ Match_Acc=Q8KC98 gene=isogroup21711 length=351 numContigs=1
