Orthogroup	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Anthozoa_Stylophora_pistillata
OG0000204	Hydra_vulgaris_Sc4wPfr_351.g11274.t1 Sc4wPfr_351.g11274.t1	Stylophora_pistillata_Spis8062 Spis8062 SpisGene8062
OG0000209	Hydra_vulgaris_Sc4wPfr_297.g13155.t1 Sc4wPfr_297.g13155.t1	Stylophora_pistillata_Spis1455 Spis1455 SpisGene1455
OG0000214	Hydra_vulgaris_Sc4wPfr_356.g7060.t1 Sc4wPfr_356.g7060.t1	Stylophora_pistillata_Spis15474 Spis15474 SpisGene15474
OG0000231	Hydra_vulgaris_Sc4wPfr_117.g15494.t1 Sc4wPfr_117.g15494.t1, Hydra_vulgaris_Sc4wPfr_117.g15494.t2 Sc4wPfr_117.g15494.t2, Hydra_vulgaris_Sc4wPfr_117.g15494.t3 Sc4wPfr_117.g15494.t3	Stylophora_pistillata_Spis1286 Spis1286 SpisGene1286
OG0000233	Hydra_vulgaris_Sc4wPfr_279.g30448.t1 Sc4wPfr_279.g30448.t1	Stylophora_pistillata_Spis19039 Spis19039 SpisGene19039
OG0000239	Hydra_vulgaris_Sc4wPfr_351.g11271.t1 Sc4wPfr_351.g11271.t1	Stylophora_pistillata_Spis3105 Spis3105 SpisGene3105
OG0000262	Hydra_vulgaris_Sc4wPfr_268.g25747.t3 Sc4wPfr_268.g25747.t3, Hydra_vulgaris_Sc4wPfr_268.g25747.t2 Sc4wPfr_268.g25747.t2, Hydra_vulgaris_Sc4wPfr_268.g25747.t4 Sc4wPfr_268.g25747.t4, Hydra_vulgaris_Sc4wPfr_268.g25747.t1 Sc4wPfr_268.g25747.t1	Stylophora_pistillata_Spis13360 Spis13360 SpisGene13360, Stylophora_pistillata_Spis13359 Spis13359 SpisGene13359, Stylophora_pistillata_Spis13361 Spis13361 SpisGene13361
OG0000268	Hydra_vulgaris_Sc4wPfr_304.2.g12739.t1 Sc4wPfr_304.2.g12739.t1	Stylophora_pistillata_Spis4565 Spis4565 SpisGene4565
OG0000272	Hydra_vulgaris_Sc4wPfr_455.g20399.t1 Sc4wPfr_455.g20399.t1	Stylophora_pistillata_Spis904 Spis904 SpisGene904
OG0000279	Hydra_vulgaris_Sc4wPfr_760.g24146.t1 Sc4wPfr_760.g24146.t1	Stylophora_pistillata_Spis3863.t1 Spis3863.t1 SpisGene3863
OG0000280	Hydra_vulgaris_Sc4wPfr_132.g22626.t1 Sc4wPfr_132.g22626.t1, Hydra_vulgaris_Sc4wPfr_132.g22630.t1 Sc4wPfr_132.g22630.t1	Stylophora_pistillata_Spis17241.t1 Spis17241.t1 SpisGene17241
OG0000285	Hydra_vulgaris_Sc4wPfr_854.g18469.t1 Sc4wPfr_854.g18469.t1	Stylophora_pistillata_Spis13358 Spis13358 SpisGene13358
OG0000299	Hydra_vulgaris_Sc4wPfr_868.g27218.t1 Sc4wPfr_868.g27218.t1, Hydra_vulgaris_Sc4wPfr_868.g27218.t2 Sc4wPfr_868.g27218.t2	Stylophora_pistillata_Spis9163 Spis9163 SpisGene9163
OG0000302	Hydra_vulgaris_Sc4wPfr_1007.g33051.t1 Sc4wPfr_1007.g33051.t1, Hydra_vulgaris_Sc4wPfr_2235.g2661.t1 Sc4wPfr_2235.g2661.t1	Stylophora_pistillata_Spis1857.t1 Spis1857.t1 SpisGene1857
OG0000303	Hydra_vulgaris_Sc4wPfr_398.1.g9801.t1 Sc4wPfr_398.1.g9801.t1	Stylophora_pistillata_Spis5413 Spis5413 SpisGene5413
OG0000314	Hydra_vulgaris_Sc4wPfr_245.g27019.t1 Sc4wPfr_245.g27019.t1	Stylophora_pistillata_Spis16091 Spis16091 SpisGene16091
OG0000317	Hydra_vulgaris_Sc4wPfr_45.g3328.t1 Sc4wPfr_45.g3328.t1	Stylophora_pistillata_Spis22512 Spis22512 SpisGene22512, Stylophora_pistillata_Spis23104 Spis23104 SpisGene23104
OG0000330	Hydra_vulgaris_Sc4wPfr_82.1.g28987.t1 Sc4wPfr_82.1.g28987.t1	Stylophora_pistillata_Spis1858 Spis1858 SpisGene1858
OG0000350	Hydra_vulgaris_Sc4wPfr_239.g21109.t1 Sc4wPfr_239.g21109.t1	Stylophora_pistillata_Spis8392.t1 Spis8392.t1 SpisGene8392
OG0000357	Hydra_vulgaris_Sc4wPfr_104.g15018.t1 Sc4wPfr_104.g15018.t1, Hydra_vulgaris_Sc4wPfr_227.g25772.t1 Sc4wPfr_227.g25772.t1, Hydra_vulgaris_Sc4wPfr_201.1.g33299.t1 Sc4wPfr_201.1.g33299.t1, Hydra_vulgaris_Sc4wPfr_59.2.g12462.t1 Sc4wPfr_59.2.g12462.t1	Stylophora_pistillata_Spis6626 Spis6626 SpisGene6626
OG0000366	Hydra_vulgaris_Sc4wPfr_1682.g4293.t2 Sc4wPfr_1682.g4293.t2	Stylophora_pistillata_Spis20225 Spis20225 SpisGene20225
OG0000375	Hydra_vulgaris_Sc4wPfr_639.g22926.t1 Sc4wPfr_639.g22926.t1, Hydra_vulgaris_Sc4wPfr_639.g22926.t3 Sc4wPfr_639.g22926.t3, Hydra_vulgaris_Sc4wPfr_639.g22926.t2 Sc4wPfr_639.g22926.t2	Stylophora_pistillata_Spis15889 Spis15889 SpisGene15889
OG0000418	Hydra_vulgaris_Sc4wPfr_548.g4917.t1 Sc4wPfr_548.g4917.t1	Stylophora_pistillata_Spis2818 Spis2818 SpisGene2818, Stylophora_pistillata_Spis2819 Spis2819 SpisGene2819
OG0000434	Hydra_vulgaris_Sc4wPfr_597.2.g14330.t1 Sc4wPfr_597.2.g14330.t1	Stylophora_pistillata_Spis16241 Spis16241 SpisGene16241
OG0000439	Hydra_vulgaris_Sc4wPfr_628.g32872.t1 Sc4wPfr_628.g32872.t1	Stylophora_pistillata_Spis15893 Spis15893 SpisGene15893
OG0000440	Hydra_vulgaris_Sc4wPfr_909.g33497.t2 Sc4wPfr_909.g33497.t2, Hydra_vulgaris_Sc4wPfr_909.g33497.t1 Sc4wPfr_909.g33497.t1	Stylophora_pistillata_Spis18047 Spis18047 SpisGene18047
OG0000533	Hydra_vulgaris_Sc4wPfr_519.g18006.t1 Sc4wPfr_519.g18006.t1	Stylophora_pistillata_Spis15958 Spis15958 SpisGene15958
OG0000534	Hydra_vulgaris_Sc4wPfr_192.g30639.t1 Sc4wPfr_192.g30639.t1	Stylophora_pistillata_Spis6194 Spis6194 SpisGene6194
OG0000553	Hydra_vulgaris_Sc4wPfr_1806.g25250.t1 Sc4wPfr_1806.g25250.t1	Stylophora_pistillata_Spis14609.t1 Spis14609.t1 SpisGene14609
OG0000604	Hydra_vulgaris_Sc4wPfr_728.g2234.t1 Sc4wPfr_728.g2234.t1, Hydra_vulgaris_Sc4wPfr_320.1.g20943.t1 Sc4wPfr_320.1.g20943.t1, Hydra_vulgaris_Sc4wPfr_4706.g9306.t2 Sc4wPfr_4706.g9306.t2, Hydra_vulgaris_Sc4wPfr_4706.g9306.t1 Sc4wPfr_4706.g9306.t1, Hydra_vulgaris_Sc4wPfr_1121.g1259.t1 Sc4wPfr_1121.g1259.t1, Hydra_vulgaris_Sc4wPfr_1121.g1259.t2 Sc4wPfr_1121.g1259.t2	Stylophora_pistillata_Spis3544 Spis3544 SpisGene3544
OG0000703	Hydra_vulgaris_Sc4wPfr_296.g32333.t1 Sc4wPfr_296.g32333.t1	Stylophora_pistillata_Spis4650 Spis4650 SpisGene4650
OG0000713	Hydra_vulgaris_Sc4wPfr_396.g3055.t1 Sc4wPfr_396.g3055.t1	Stylophora_pistillata_Spis11482 Spis11482 SpisGene11482
OG0000722	Hydra_vulgaris_Sc4wPfr_275.3.g2013.t1 Sc4wPfr_275.3.g2013.t1	Stylophora_pistillata_Spis17182 Spis17182 SpisGene17182
OG0000877	Hydra_vulgaris_Sc4wPfr_950.g24049.t1 Sc4wPfr_950.g24049.t1	Stylophora_pistillata_Spis8011 Spis8011 SpisGene8011
OG0001450	Hydra_vulgaris_Sc4wPfr_106.g23580.t1 Sc4wPfr_106.g23580.t1	Stylophora_pistillata_Spis9712 Spis9712 SpisGene9712
OG0002049	Hydra_vulgaris_Sc4wPfr_836.g27574.t1 Sc4wPfr_836.g27574.t1	Stylophora_pistillata_Spis19968 Spis19968 SpisGene19968
