Orthogroup	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Cubozoa_Morbakka_virulenta
OG0000087	Hydra_vulgaris_Sc4wPfr_954.g27082.t1 Sc4wPfr_954.g27082.t1	Morbakka_virulenta_scaffold306.g6.t1 scaffold306.g6.t1, Morbakka_virulenta_scaffold306.g6.t3 scaffold306.g6.t3
OG0000089	Hydra_vulgaris_Sc4wPfr_811.1.g17345.t1 Sc4wPfr_811.1.g17345.t1	Morbakka_virulenta_scaffold156.g14.t2 scaffold156.g14.t2, Morbakka_virulenta_scaffold156.g14.t1 scaffold156.g14.t1
OG0000092	Hydra_vulgaris_Sc4wPfr_165.g10030.t1 Sc4wPfr_165.g10030.t1	Morbakka_virulenta_scaffold60.g52.t1 scaffold60.g52.t1
OG0000093	Hydra_vulgaris_Sc4wPfr_313.g17063.t1 Sc4wPfr_313.g17063.t1	Morbakka_virulenta_scaffold54.g15.t1 scaffold54.g15.t1, Morbakka_virulenta_scaffold90.g61.t1 scaffold90.g61.t1
OG0000094	Hydra_vulgaris_Sc4wPfr_242.g27679.t1 Sc4wPfr_242.g27679.t1	Morbakka_virulenta_scaffold354.g9.t4 scaffold354.g9.t4, Morbakka_virulenta_scaffold354.g9.t1 scaffold354.g9.t1, Morbakka_virulenta_scaffold354.g9.t3 scaffold354.g9.t3, Morbakka_virulenta_scaffold354.g9.t2 scaffold354.g9.t2
OG0000099	Hydra_vulgaris_Sc4wPfr_8.g18248.t1 Sc4wPfr_8.g18248.t1	Morbakka_virulenta_scaffold125.g57.t1 scaffold125.g57.t1, Morbakka_virulenta_scaffold242.g18.t1 scaffold242.g18.t1
OG0000100	Hydra_vulgaris_Sc4wPfr_950.g24012.t2 Sc4wPfr_950.g24012.t2, Hydra_vulgaris_Sc4wPfr_950.g24012.t1 Sc4wPfr_950.g24012.t1	Morbakka_virulenta_scaffold275.g5.t1 scaffold275.g5.t1, Morbakka_virulenta_scaffold275.g5.t2 scaffold275.g5.t2
OG0000100	Hydra_vulgaris_Sc4wPfr_811.g6452.t1 Sc4wPfr_811.g6452.t1	Morbakka_virulenta_scaffold275.g7.t1 scaffold275.g7.t1, Morbakka_virulenta_scaffold275.g7.t2 scaffold275.g7.t2
OG0000101	Hydra_vulgaris_Sc4wPfr_758.g3713.t2 Sc4wPfr_758.g3713.t2	Morbakka_virulenta_scaffold417.g12.t1 scaffold417.g12.t1, Morbakka_virulenta_scaffold417.g12.t2 scaffold417.g12.t2
OG0000106	Hydra_vulgaris_Sc4wPfr_780.g810.t1 Sc4wPfr_780.g810.t1, Hydra_vulgaris_Sc4wPfr_2382.g8795.t1 Sc4wPfr_2382.g8795.t1	Morbakka_virulenta_scaffold239.g8.t1 scaffold239.g8.t1
OG0000111	Hydra_vulgaris_Sc4wPfr_938.g21243.t1 Sc4wPfr_938.g21243.t1	Morbakka_virulenta_scaffold143.g12.t1 scaffold143.g12.t1
OG0000112	Hydra_vulgaris_Sc4wPfr_475.1.g23420.t1 Sc4wPfr_475.1.g23420.t1, Hydra_vulgaris_Sc4wPfr_608.1.g30575.t1 Sc4wPfr_608.1.g30575.t1	Morbakka_virulenta_scaffold181.g16.t1 scaffold181.g16.t1, Morbakka_virulenta_scaffold181.g17.t1 scaffold181.g17.t1
OG0000112	Hydra_vulgaris_Sc4wPfr_1360.g9388.t1 Sc4wPfr_1360.g9388.t1, Hydra_vulgaris_Sc4wPfr_1360.g9377.t1 Sc4wPfr_1360.g9377.t1	Morbakka_virulenta_scaffold51.g32.t1 scaffold51.g32.t1
OG0000113	Hydra_vulgaris_Sc4wPfr_231.1.g21567.t1 Sc4wPfr_231.1.g21567.t1	Morbakka_virulenta_scaffold13.g58.t1 scaffold13.g58.t1
OG0000114	Hydra_vulgaris_Sc4wPfr_250.g15997.t1 Sc4wPfr_250.g15997.t1	Morbakka_virulenta_scaffold53.g12.t1 scaffold53.g12.t1
OG0000116	Hydra_vulgaris_Sc4wPfr_875.1.g17139.t1 Sc4wPfr_875.1.g17139.t1	Morbakka_virulenta_scaffold2.g208.t1 scaffold2.g208.t1, Morbakka_virulenta_scaffold37.g83.t1 scaffold37.g83.t1, Morbakka_virulenta_scaffold37.g83.t2 scaffold37.g83.t2
OG0000117	Hydra_vulgaris_Sc4wPfr_1505.3.g13301.t1 Sc4wPfr_1505.3.g13301.t1, Hydra_vulgaris_Sc4wPfr_1505.3.g13301.t2 Sc4wPfr_1505.3.g13301.t2	Morbakka_virulenta_scaffold178.g4.t1 scaffold178.g4.t1
OG0000119	Hydra_vulgaris_Sc4wPfr_272.g11398.t1 Sc4wPfr_272.g11398.t1	Morbakka_virulenta_scaffold295.g10.t1 scaffold295.g10.t1
OG0000120	Hydra_vulgaris_Sc4wPfr_739.g28832.t1 Sc4wPfr_739.g28832.t1	Morbakka_virulenta_scaffold241.g29.t1 scaffold241.g29.t1
OG0000121	Hydra_vulgaris_Sc4wPfr_484.g18389.t2 Sc4wPfr_484.g18389.t2, Hydra_vulgaris_Sc4wPfr_484.g18389.t1 Sc4wPfr_484.g18389.t1	Morbakka_virulenta_scaffold324.g6.t1 scaffold324.g6.t1, Morbakka_virulenta_scaffold324.g6.t2 scaffold324.g6.t2
OG0000121	Hydra_vulgaris_Sc4wPfr_488.g29951.t1 Sc4wPfr_488.g29951.t1	Morbakka_virulenta_scaffold52.g9.t1 scaffold52.g9.t1
OG0000122	Hydra_vulgaris_Sc4wPfr_787.g23207.t1 Sc4wPfr_787.g23207.t1	Morbakka_virulenta_scaffold290.g29.t4 scaffold290.g29.t4
OG0000123	Hydra_vulgaris_Sc4wPfr_118.g25114.t1 Sc4wPfr_118.g25114.t1	Morbakka_virulenta_scaffold348.g11.t1 scaffold348.g11.t1
OG0000129	Hydra_vulgaris_Sc4wPfr_147.g8566.t1 Sc4wPfr_147.g8566.t1	Morbakka_virulenta_scaffold202.g10.t1 scaffold202.g10.t1
OG0000131	Hydra_vulgaris_Sc4wPfr_175.g6378.t1 Sc4wPfr_175.g6378.t1	Morbakka_virulenta_scaffold376.g16.t1 scaffold376.g16.t1
OG0000133	Hydra_vulgaris_Sc4wPfr_628.g32869.t1 Sc4wPfr_628.g32869.t1	Morbakka_virulenta_scaffold115.g46.t4 scaffold115.g46.t4, Morbakka_virulenta_scaffold115.g46.t3 scaffold115.g46.t3, Morbakka_virulenta_scaffold115.g46.t2 scaffold115.g46.t2
OG0000134	Hydra_vulgaris_Sc4wPfr_6.1.g610.t1 Sc4wPfr_6.1.g610.t1	Morbakka_virulenta_scaffold32.g95.t1 scaffold32.g95.t1
OG0000138	Hydra_vulgaris_Sc4wPfr_56.g24483.t1 Sc4wPfr_56.g24483.t1	Morbakka_virulenta_scaffold115.g38.t1 scaffold115.g38.t1
OG0000146	Hydra_vulgaris_Sc4wPfr_516.2.g9758.t1 Sc4wPfr_516.2.g9758.t1	Morbakka_virulenta_scaffold272.g1.t1 scaffold272.g1.t1
OG0000147	Hydra_vulgaris_Sc4wPfr_50.g22249.t1 Sc4wPfr_50.g22249.t1	Morbakka_virulenta_scaffold299.g28.t1 scaffold299.g28.t1
OG0000152	Hydra_vulgaris_Sc4wPfr_704.g18852.t1 Sc4wPfr_704.g18852.t1, Hydra_vulgaris_Sc4wPfr_704.g18852.t2 Sc4wPfr_704.g18852.t2	Morbakka_virulenta_scaffold15.g92.t1 scaffold15.g92.t1, Morbakka_virulenta_scaffold15.g92.t2 scaffold15.g92.t2
OG0000155	Hydra_vulgaris_Sc4wPfr_6.g19134.t1 Sc4wPfr_6.g19134.t1	Morbakka_virulenta_scaffold186.g7.t1 scaffold186.g7.t1
OG0000156	Hydra_vulgaris_Sc4wPfr_292.g13106.t1 Sc4wPfr_292.g13106.t1, Hydra_vulgaris_Sc4wPfr_292.g13097.t1 Sc4wPfr_292.g13097.t1	Morbakka_virulenta_scaffold58.g7.t1 scaffold58.g7.t1
OG0000158	Hydra_vulgaris_Sc4wPfr_439.g20792.t1 Sc4wPfr_439.g20792.t1	Morbakka_virulenta_scaffold168.g4.t1 scaffold168.g4.t1
OG0000165	Hydra_vulgaris_Sc4wPfr_319.g27266.t1 Sc4wPfr_319.g27266.t1	Morbakka_virulenta_scaffold605.g6.t1 scaffold605.g6.t1
OG0000177	Hydra_vulgaris_Sc4wPfr_309.g10792.t1 Sc4wPfr_309.g10792.t1	Morbakka_virulenta_scaffold10.g110.t1 scaffold10.g110.t1
OG0000188	Hydra_vulgaris_Sc4wPfr_135.g21805.t1 Sc4wPfr_135.g21805.t1	Morbakka_virulenta_scaffold16.g69.t2 scaffold16.g69.t2, Morbakka_virulenta_scaffold16.g69.t1 scaffold16.g69.t1
OG0000192	Hydra_vulgaris_Sc4wPfr_1298.g6413.t1 Sc4wPfr_1298.g6413.t1	Morbakka_virulenta_scaffold418.g5.t1 scaffold418.g5.t1
OG0000193	Hydra_vulgaris_Sc4wPfr_239.g21099.t1 Sc4wPfr_239.g21099.t1	Morbakka_virulenta_scaffold139.g21.t1 scaffold139.g21.t1
OG0000194	Hydra_vulgaris_Sc4wPfr_975.g7278.t1 Sc4wPfr_975.g7278.t1	Morbakka_virulenta_scaffold3.g18.t1 scaffold3.g18.t1
OG0000195	Hydra_vulgaris_Sc4wPfr_650.g22982.t1 Sc4wPfr_650.g22982.t1	Morbakka_virulenta_scaffold255.g23.t1 scaffold255.g23.t1
OG0000197	Hydra_vulgaris_Sc4wPfr_975.g7267.t1 Sc4wPfr_975.g7267.t1, Hydra_vulgaris_Sc4wPfr_975.g7267.t2 Sc4wPfr_975.g7267.t2	Morbakka_virulenta_scaffold30.g93.t1 scaffold30.g93.t1
OG0000199	Hydra_vulgaris_Sc4wPfr_289.1.g8519.t1 Sc4wPfr_289.1.g8519.t1	Morbakka_virulenta_scaffold99.g3.t1 scaffold99.g3.t1
OG0000200	Hydra_vulgaris_Sc4wPfr_259.g33644.t1 Sc4wPfr_259.g33644.t1	Morbakka_virulenta_scaffold111.g35.t1 scaffold111.g35.t1
OG0000203	Hydra_vulgaris_Sc4wPfr_347.g19265.t1 Sc4wPfr_347.g19265.t1	Morbakka_virulenta_scaffold13.g9.t1 scaffold13.g9.t1
OG0000204	Hydra_vulgaris_Sc4wPfr_351.g11274.t1 Sc4wPfr_351.g11274.t1	Morbakka_virulenta_scaffold496.g8.t1 scaffold496.g8.t1, Morbakka_virulenta_scaffold496.g8.t2 scaffold496.g8.t2
OG0000209	Hydra_vulgaris_Sc4wPfr_297.g13155.t1 Sc4wPfr_297.g13155.t1	Morbakka_virulenta_scaffold146.g16.t1 scaffold146.g16.t1
OG0000214	Hydra_vulgaris_Sc4wPfr_356.g7060.t1 Sc4wPfr_356.g7060.t1	Morbakka_virulenta_scaffold1242.g1.t1 scaffold1242.g1.t1
OG0000229	Hydra_vulgaris_Sc4wPfr_287.2.g28207.t1 Sc4wPfr_287.2.g28207.t1	Morbakka_virulenta_scaffold531.g6.t1 scaffold531.g6.t1, Morbakka_virulenta_scaffold531.g6.t2 scaffold531.g6.t2
OG0000231	Hydra_vulgaris_Sc4wPfr_117.g15494.t1 Sc4wPfr_117.g15494.t1, Hydra_vulgaris_Sc4wPfr_117.g15494.t2 Sc4wPfr_117.g15494.t2, Hydra_vulgaris_Sc4wPfr_117.g15494.t3 Sc4wPfr_117.g15494.t3	Morbakka_virulenta_scaffold23.g97.t3 scaffold23.g97.t3, Morbakka_virulenta_scaffold23.g97.t2 scaffold23.g97.t2, Morbakka_virulenta_scaffold23.g97.t1 scaffold23.g97.t1
OG0000262	Hydra_vulgaris_Sc4wPfr_268.g25747.t3 Sc4wPfr_268.g25747.t3, Hydra_vulgaris_Sc4wPfr_268.g25747.t2 Sc4wPfr_268.g25747.t2, Hydra_vulgaris_Sc4wPfr_268.g25747.t4 Sc4wPfr_268.g25747.t4, Hydra_vulgaris_Sc4wPfr_268.g25747.t1 Sc4wPfr_268.g25747.t1	Morbakka_virulenta_scaffold89.g28.t1 scaffold89.g28.t1, Morbakka_virulenta_scaffold204.g8.t3 scaffold204.g8.t3, Morbakka_virulenta_scaffold204.g8.t2 scaffold204.g8.t2, Morbakka_virulenta_scaffold204.g8.t1 scaffold204.g8.t1
OG0000268	Hydra_vulgaris_Sc4wPfr_304.2.g12739.t1 Sc4wPfr_304.2.g12739.t1	Morbakka_virulenta_scaffold84.g62.t1 scaffold84.g62.t1
OG0000272	Hydra_vulgaris_Sc4wPfr_455.g20399.t1 Sc4wPfr_455.g20399.t1	Morbakka_virulenta_scaffold340.g18.t2 scaffold340.g18.t2, Morbakka_virulenta_scaffold340.g18.t1 scaffold340.g18.t1, Morbakka_virulenta_scaffold263.g5.t1 scaffold263.g5.t1
OG0000280	Hydra_vulgaris_Sc4wPfr_132.g22626.t1 Sc4wPfr_132.g22626.t1	Morbakka_virulenta_scaffold141.g16.t1 scaffold141.g16.t1
OG0000280	Hydra_vulgaris_Sc4wPfr_132.g22630.t1 Sc4wPfr_132.g22630.t1	Morbakka_virulenta_scaffold141.g15.t1 scaffold141.g15.t1
OG0000282	Hydra_vulgaris_Sc4wPfr_652.g3691.t1 Sc4wPfr_652.g3691.t1	Morbakka_virulenta_scaffold3589.g1.t1 scaffold3589.g1.t1
OG0000285	Hydra_vulgaris_Sc4wPfr_854.g18469.t1 Sc4wPfr_854.g18469.t1	Morbakka_virulenta_scaffold89.g26.t1 scaffold89.g26.t1
OG0000286	Hydra_vulgaris_Sc4wPfr_6.1.g617.t2 Sc4wPfr_6.1.g617.t2, Hydra_vulgaris_Sc4wPfr_6.1.g617.t1 Sc4wPfr_6.1.g617.t1	Morbakka_virulenta_scaffold101.g33.t1 scaffold101.g33.t1
OG0000288	Hydra_vulgaris_Sc4wPfr_2727.g32000.t1 Sc4wPfr_2727.g32000.t1	Morbakka_virulenta_scaffold74.g27.t1 scaffold74.g27.t1
OG0000299	Hydra_vulgaris_Sc4wPfr_868.g27218.t1 Sc4wPfr_868.g27218.t1, Hydra_vulgaris_Sc4wPfr_868.g27218.t2 Sc4wPfr_868.g27218.t2	Morbakka_virulenta_scaffold32.g10.t1 scaffold32.g10.t1
OG0000302	Hydra_vulgaris_Sc4wPfr_73.g11572.t1 Sc4wPfr_73.g11572.t1, Hydra_vulgaris_Sc4wPfr_1007.g33051.t1 Sc4wPfr_1007.g33051.t1, Hydra_vulgaris_Sc4wPfr_2235.g2661.t1 Sc4wPfr_2235.g2661.t1	Morbakka_virulenta_scaffold27.g45.t1 scaffold27.g45.t1
OG0000303	Hydra_vulgaris_Sc4wPfr_398.1.g9801.t1 Sc4wPfr_398.1.g9801.t1	Morbakka_virulenta_scaffold41.g17.t1 scaffold41.g17.t1
OG0000309	Hydra_vulgaris_Sc4wPfr_1100.g15604.t1 Sc4wPfr_1100.g15604.t1	Morbakka_virulenta_scaffold3752.g1.t1 scaffold3752.g1.t1
OG0000330	Hydra_vulgaris_Sc4wPfr_82.1.g28987.t1 Sc4wPfr_82.1.g28987.t1	Morbakka_virulenta_scaffold70.g14.t2 scaffold70.g14.t2, Morbakka_virulenta_scaffold70.g14.t3 scaffold70.g14.t3
OG0000331	Hydra_vulgaris_Sc4wPfr_1015.g12703.t1 Sc4wPfr_1015.g12703.t1	Morbakka_virulenta_scaffold47.g171.t5 scaffold47.g171.t5, Morbakka_virulenta_scaffold47.g171.t3 scaffold47.g171.t3, Morbakka_virulenta_scaffold47.g171.t1 scaffold47.g171.t1, Morbakka_virulenta_scaffold47.g171.t4 scaffold47.g171.t4, Morbakka_virulenta_scaffold47.g171.t2 scaffold47.g171.t2
OG0000357	Hydra_vulgaris_Sc4wPfr_280.1.g15558.t1 Sc4wPfr_280.1.g15558.t1, Hydra_vulgaris_Sc4wPfr_399.2.g14805.t1 Sc4wPfr_399.2.g14805.t1	Morbakka_virulenta_scaffold209.g45.t1 scaffold209.g45.t1
OG0000358	Hydra_vulgaris_Sc4wPfr_220.g30154.t1 Sc4wPfr_220.g30154.t1, Hydra_vulgaris_Sc4wPfr_220.g30154.t2 Sc4wPfr_220.g30154.t2, Hydra_vulgaris_Sc4wPfr_3073.g2180.t1 Sc4wPfr_3073.g2180.t1, Hydra_vulgaris_Sc4wPfr_3073.g2181.t1 Sc4wPfr_3073.g2181.t1, Hydra_vulgaris_Sc4wPfr_220.g30154.t3 Sc4wPfr_220.g30154.t3, Hydra_vulgaris_Sc4wPfr_220.g30153.t1 Sc4wPfr_220.g30153.t1, Hydra_vulgaris_Sc4wPfr_220.g30156.t1 Sc4wPfr_220.g30156.t1, Hydra_vulgaris_Sc4wPfr_39.g20554.t1 Sc4wPfr_39.g20554.t1, Hydra_vulgaris_Sc4wPfr_39.g20554.t2 Sc4wPfr_39.g20554.t2, Hydra_vulgaris_Sc4wPfr_1668.g26538.t1 Sc4wPfr_1668.g26538.t1, Hydra_vulgaris_Sc4wPfr_1668.g26536.t1 Sc4wPfr_1668.g26536.t1	Morbakka_virulenta_scaffold152.g31.t1 scaffold152.g31.t1
OG0000365	Hydra_vulgaris_Sc4wPfr_39.g20458.t1 Sc4wPfr_39.g20458.t1	Morbakka_virulenta_scaffold643.g7.t1 scaffold643.g7.t1
OG0000375	Hydra_vulgaris_Sc4wPfr_639.g22926.t1 Sc4wPfr_639.g22926.t1, Hydra_vulgaris_Sc4wPfr_639.g22926.t3 Sc4wPfr_639.g22926.t3, Hydra_vulgaris_Sc4wPfr_639.g22926.t2 Sc4wPfr_639.g22926.t2	Morbakka_virulenta_scaffold100.g46.t1 scaffold100.g46.t1
OG0000390	Hydra_vulgaris_Sc4wPfr_45.g3338.t1 Sc4wPfr_45.g3338.t1	Morbakka_virulenta_scaffold325.g16.t1 scaffold325.g16.t1
OG0000418	Hydra_vulgaris_Sc4wPfr_548.g4917.t1 Sc4wPfr_548.g4917.t1	Morbakka_virulenta_scaffold599.g4.t1 scaffold599.g4.t1
OG0000434	Hydra_vulgaris_Sc4wPfr_597.2.g14330.t1 Sc4wPfr_597.2.g14330.t1	Morbakka_virulenta_scaffold325.g17.t1 scaffold325.g17.t1, Morbakka_virulenta_scaffold325.g17.t2 scaffold325.g17.t2
OG0000440	Hydra_vulgaris_Sc4wPfr_909.g33497.t2 Sc4wPfr_909.g33497.t2, Hydra_vulgaris_Sc4wPfr_909.g33497.t1 Sc4wPfr_909.g33497.t1	Morbakka_virulenta_scaffold21.g57.t3 scaffold21.g57.t3, Morbakka_virulenta_scaffold21.g57.t1 scaffold21.g57.t1, Morbakka_virulenta_scaffold21.g57.t2 scaffold21.g57.t2
OG0000468	Hydra_vulgaris_Sc4wPfr_601.1.g27500.t2 Sc4wPfr_601.1.g27500.t2, Hydra_vulgaris_Sc4wPfr_601.1.g27500.t1 Sc4wPfr_601.1.g27500.t1, Hydra_vulgaris_Sc4wPfr_1138.g31307.t2 Sc4wPfr_1138.g31307.t2, Hydra_vulgaris_Sc4wPfr_1138.g31307.t1 Sc4wPfr_1138.g31307.t1, Hydra_vulgaris_Sc4wPfr_934.1.g9282.t1 Sc4wPfr_934.1.g9282.t1	Morbakka_virulenta_scaffold236.g28.t1 scaffold236.g28.t1
OG0000500	Hydra_vulgaris_Sc4wPfr_36.g16975.t1 Sc4wPfr_36.g16975.t1	Morbakka_virulenta_scaffold510.g11.t1 scaffold510.g11.t1
OG0000533	Hydra_vulgaris_Sc4wPfr_519.g18006.t1 Sc4wPfr_519.g18006.t1	Morbakka_virulenta_scaffold23.g86.t2 scaffold23.g86.t2, Morbakka_virulenta_scaffold23.g86.t1 scaffold23.g86.t1
OG0000541	Hydra_vulgaris_Sc4wPfr_79.4.g4976.t1 Sc4wPfr_79.4.g4976.t1	Morbakka_virulenta_scaffold24.g119.t1 scaffold24.g119.t1
OG0000542	Hydra_vulgaris_Sc4wPfr_165.g9994.t1 Sc4wPfr_165.g9994.t1	Morbakka_virulenta_scaffold309.g12.t1 scaffold309.g12.t1
OG0000596	Hydra_vulgaris_Sc4wPfr_7.1.g19869.t1 Sc4wPfr_7.1.g19869.t1	Morbakka_virulenta_scaffold70.g52.t1 scaffold70.g52.t1, Morbakka_virulenta_scaffold112.g15.t1 scaffold112.g15.t1
OG0000634	Hydra_vulgaris_Sc4wPfr_1475.1.g4366.t1 Sc4wPfr_1475.1.g4366.t1	Morbakka_virulenta_scaffold83.g75.t1 scaffold83.g75.t1
OG0000722	Hydra_vulgaris_Sc4wPfr_275.3.g2013.t1 Sc4wPfr_275.3.g2013.t1	Morbakka_virulenta_scaffold46.g50.t1 scaffold46.g50.t1
OG0000723	Hydra_vulgaris_Sc4wPfr_588.g23925.t1 Sc4wPfr_588.g23925.t1	Morbakka_virulenta_scaffold23.g79.t1 scaffold23.g79.t1
OG0000904	Hydra_vulgaris_Sc4wPfr_1086.g6575.t1 Sc4wPfr_1086.g6575.t1, Hydra_vulgaris_Sc4wPfr_1086.g6575.t2 Sc4wPfr_1086.g6575.t2	Morbakka_virulenta_scaffold171.g32.t1 scaffold171.g32.t1
OG0000906	Hydra_vulgaris_Sc4wPfr_691.g31412.t1 Sc4wPfr_691.g31412.t1	Morbakka_virulenta_scaffold484.g8.t1 scaffold484.g8.t1
OG0000907	Hydra_vulgaris_Sc4wPfr_856.g31447.t2 Sc4wPfr_856.g31447.t2, Hydra_vulgaris_Sc4wPfr_856.g31447.t1 Sc4wPfr_856.g31447.t1	Morbakka_virulenta_scaffold545.g11.t1 scaffold545.g11.t1
OG0000909	Hydra_vulgaris_Sc4wPfr_250.g16011.t1 Sc4wPfr_250.g16011.t1	Morbakka_virulenta_scaffold551.g11.t2 scaffold551.g11.t2, Morbakka_virulenta_scaffold551.g11.t1 scaffold551.g11.t1
OG0001189	Hydra_vulgaris_Sc4wPfr_155.g16900.t1 Sc4wPfr_155.g16900.t1	Morbakka_virulenta_scaffold74.g33.t1 scaffold74.g33.t1
OG0001190	Hydra_vulgaris_Sc4wPfr_739.g28800.t1 Sc4wPfr_739.g28800.t1	Morbakka_virulenta_scaffold115.g34.t1 scaffold115.g34.t1
OG0001191	Hydra_vulgaris_Sc4wPfr_589.g5988.t1 Sc4wPfr_589.g5988.t1	Morbakka_virulenta_scaffold121.g298.t1 scaffold121.g298.t1
OG0001193	Hydra_vulgaris_Sc4wPfr_881.g1669.t1 Sc4wPfr_881.g1669.t1, Hydra_vulgaris_Sc4wPfr_881.g1669.t2 Sc4wPfr_881.g1669.t2	Morbakka_virulenta_scaffold356.g9.t2 scaffold356.g9.t2, Morbakka_virulenta_scaffold356.g9.t1 scaffold356.g9.t1
OG0001195	Hydra_vulgaris_Sc4wPfr_1259.g23026.t1 Sc4wPfr_1259.g23026.t1	Morbakka_virulenta_scaffold535.g11.t1 scaffold535.g11.t1
OG0001196	Hydra_vulgaris_Sc4wPfr_363.3.g30502.t1 Sc4wPfr_363.3.g30502.t1	Morbakka_virulenta_scaffold761.g1.t1 scaffold761.g1.t1
OG0001596	Hydra_vulgaris_Sc4wPfr_73.g11571.t1 Sc4wPfr_73.g11571.t1	Morbakka_virulenta_scaffold27.g42.t1 scaffold27.g42.t1
OG0001605	Hydra_vulgaris_Sc4wPfr_720.g12291.t1 Sc4wPfr_720.g12291.t1	Morbakka_virulenta_scaffold525.g2.t1 scaffold525.g2.t1
