Orthogroup	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Hydrozoa_Clytia_hemispherica
OG0000051	Hydra_vulgaris_Sc4wPfr_1172.g28463.t1 Sc4wPfr_1172.g28463.t1, Hydra_vulgaris_Sc4wPfr_817.g25365.t1 Sc4wPfr_817.g25365.t1	Clytia_hemispherica_TCONS_00046933-protein TCONS_00046933-protein, Clytia_hemispherica_TCONS_00065253-protein TCONS_00065253-protein
OG0000054	Hydra_vulgaris_Sc4wPfr_1416.g33239.t1 Sc4wPfr_1416.g33239.t1	Clytia_hemispherica_TCONS_00029751-protein TCONS_00029751-protein
OG0000054	Hydra_vulgaris_Sc4wPfr_78.g10420.t1 Sc4wPfr_78.g10420.t1	Clytia_hemispherica_TCONS_00036167-protein TCONS_00036167-protein
OG0000056	Hydra_vulgaris_Sc4wPfr_176.g26279.t1 Sc4wPfr_176.g26279.t1, Hydra_vulgaris_Sc4wPfr_176.g26285.t1 Sc4wPfr_176.g26285.t1	Clytia_hemispherica_TCONS_00054179-protein TCONS_00054179-protein
OG0000061	Hydra_vulgaris_Sc4wPfr_417.3.g31939.t1 Sc4wPfr_417.3.g31939.t1	Clytia_hemispherica_TCONS_00050243-protein TCONS_00050243-protein
OG0000061	Hydra_vulgaris_Sc4wPfr_48.g30203.t1 Sc4wPfr_48.g30203.t1	Clytia_hemispherica_TCONS_00002099-protein TCONS_00002099-protein
OG0000062	Hydra_vulgaris_Sc4wPfr_724.g25412.t1 Sc4wPfr_724.g25412.t1, Hydra_vulgaris_Sc4wPfr_724.g25412.t2 Sc4wPfr_724.g25412.t2	Clytia_hemispherica_TCONS_00052771-protein TCONS_00052771-protein, Clytia_hemispherica_TCONS_00023638-protein TCONS_00023638-protein
OG0000063	Hydra_vulgaris_Sc4wPfr_1246.g6680.t1 Sc4wPfr_1246.g6680.t1, Hydra_vulgaris_Sc4wPfr_337.1.g25349.t1 Sc4wPfr_337.1.g25349.t1, Hydra_vulgaris_Sc4wPfr_356.g7026.t1 Sc4wPfr_356.g7026.t1, Hydra_vulgaris_Sc4wPfr_356.g7035.t1 Sc4wPfr_356.g7035.t1, Hydra_vulgaris_Sc4wPfr_1360.g9385.t1 Sc4wPfr_1360.g9385.t1, Hydra_vulgaris_Sc4wPfr_1360.g9379.t1 Sc4wPfr_1360.g9379.t1	Clytia_hemispherica_TCONS_00002634-protein TCONS_00002634-protein, Clytia_hemispherica_TCONS_00002631-protein TCONS_00002631-protein
OG0000064	Hydra_vulgaris_Sc4wPfr_338.g25901.t1 Sc4wPfr_338.g25901.t1	Clytia_hemispherica_TCONS_00067933-protein TCONS_00067933-protein
OG0000065	Hydra_vulgaris_Sc4wPfr_272.g11395.t1 Sc4wPfr_272.g11395.t1	Clytia_hemispherica_TCONS_00048919-protein TCONS_00048919-protein, Clytia_hemispherica_TCONS_00063389-protein TCONS_00063389-protein
OG0000067	Hydra_vulgaris_Sc4wPfr_536.g2751.t1 Sc4wPfr_536.g2751.t1	Clytia_hemispherica_TCONS_00015037-protein TCONS_00015037-protein, Clytia_hemispherica_TCONS_00030414-protein TCONS_00030414-protein, Clytia_hemispherica_TCONS_00016035-protein TCONS_00016035-protein
OG0000067	Hydra_vulgaris_Sc4wPfr_73.g11546.t1 Sc4wPfr_73.g11546.t1, Hydra_vulgaris_Sc4wPfr_536.g2752.t1 Sc4wPfr_536.g2752.t1, Hydra_vulgaris_Sc4wPfr_807.g11634.t1 Sc4wPfr_807.g11634.t1, Hydra_vulgaris_Sc4wPfr_807.g11633.t1 Sc4wPfr_807.g11633.t1, Hydra_vulgaris_Sc4wPfr_73.g11553.t1 Sc4wPfr_73.g11553.t1	Clytia_hemispherica_TCONS_00016037-protein TCONS_00016037-protein
OG0000074	Hydra_vulgaris_Sc4wPfr_226.1.g26833.t1 Sc4wPfr_226.1.g26833.t1	Clytia_hemispherica_TCONS_00028190-protein TCONS_00028190-protein
OG0000075	Hydra_vulgaris_Sc4wPfr_200.g3530.t1 Sc4wPfr_200.g3530.t1	Clytia_hemispherica_TCONS_00018308-protein TCONS_00018308-protein
OG0000075	Hydra_vulgaris_Sc4wPfr_654.g18228.t1 Sc4wPfr_654.g18228.t1, Hydra_vulgaris_Sc4wPfr_1163.g25185.t2 Sc4wPfr_1163.g25185.t2, Hydra_vulgaris_Sc4wPfr_1163.g25185.t1 Sc4wPfr_1163.g25185.t1	Clytia_hemispherica_TCONS_00060857-protein TCONS_00060857-protein, Clytia_hemispherica_TCONS_00047983-protein TCONS_00047983-protein
OG0000080	Hydra_vulgaris_Sc4wPfr_649.g10301.t1 Sc4wPfr_649.g10301.t1, Hydra_vulgaris_Sc4wPfr_649.g10296.t1 Sc4wPfr_649.g10296.t1, Hydra_vulgaris_Sc4wPfr_649.g10299.t1 Sc4wPfr_649.g10299.t1	Clytia_hemispherica_TCONS_00001940-protein TCONS_00001940-protein
OG0000081	Hydra_vulgaris_Sc4wPfr_196.1.g29669.t1 Sc4wPfr_196.1.g29669.t1	Clytia_hemispherica_TCONS_00006563-protein TCONS_00006563-protein
OG0000082	Hydra_vulgaris_Sc4wPfr_396.1.g13876.t6 Sc4wPfr_396.1.g13876.t6, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t1 Sc4wPfr_396.1.g13876.t1, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t5 Sc4wPfr_396.1.g13876.t5, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t3 Sc4wPfr_396.1.g13876.t3, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t4 Sc4wPfr_396.1.g13876.t4, Hydra_vulgaris_Sc4wPfr_396.1.g13876.t2 Sc4wPfr_396.1.g13876.t2	Clytia_hemispherica_TCONS_00001201-protein TCONS_00001201-protein
OG0000089	Hydra_vulgaris_Sc4wPfr_811.1.g17345.t1 Sc4wPfr_811.1.g17345.t1	Clytia_hemispherica_TCONS_00004749-protein TCONS_00004749-protein
OG0000092	Hydra_vulgaris_Sc4wPfr_1269.g30737.t1 Sc4wPfr_1269.g30737.t1	Clytia_hemispherica_TCONS_00018221-protein TCONS_00018221-protein
OG0000092	Hydra_vulgaris_Sc4wPfr_165.g10030.t1 Sc4wPfr_165.g10030.t1	Clytia_hemispherica_TCONS_00006966-protein TCONS_00006966-protein, Clytia_hemispherica_TCONS_00006964-protein TCONS_00006964-protein, Clytia_hemispherica_TCONS_00006967-protein TCONS_00006967-protein, Clytia_hemispherica_TCONS_00054784-protein TCONS_00054784-protein, Clytia_hemispherica_TCONS_00007479-protein TCONS_00007479-protein
OG0000094	Hydra_vulgaris_Sc4wPfr_242.g27679.t1 Sc4wPfr_242.g27679.t1	Clytia_hemispherica_TCONS_00019291-protein TCONS_00019291-protein
OG0000099	Hydra_vulgaris_Sc4wPfr_8.g18248.t1 Sc4wPfr_8.g18248.t1	Clytia_hemispherica_TCONS_00064088-protein TCONS_00064088-protein, Clytia_hemispherica_TCONS_00065037-protein TCONS_00065037-protein
OG0000100	Hydra_vulgaris_Sc4wPfr_950.g24012.t2 Sc4wPfr_950.g24012.t2, Hydra_vulgaris_Sc4wPfr_950.g24012.t1 Sc4wPfr_950.g24012.t1	Clytia_hemispherica_TCONS_00062227-protein TCONS_00062227-protein
OG0000100	Hydra_vulgaris_Sc4wPfr_811.g6452.t1 Sc4wPfr_811.g6452.t1	Clytia_hemispherica_TCONS_00062230-protein TCONS_00062230-protein
OG0000100	Hydra_vulgaris_Sc4wPfr_177.1.g6209.t1 Sc4wPfr_177.1.g6209.t1	Clytia_hemispherica_TCONS_00024080-protein TCONS_00024080-protein
OG0000101	Hydra_vulgaris_Sc4wPfr_758.g3713.t2 Sc4wPfr_758.g3713.t2	Clytia_hemispherica_TCONS_00021549-protein TCONS_00021549-protein, Clytia_hemispherica_TCONS_00021268-protein TCONS_00021268-protein
OG0000106	Hydra_vulgaris_Sc4wPfr_780.g810.t1 Sc4wPfr_780.g810.t1, Hydra_vulgaris_Sc4wPfr_2382.g8795.t1 Sc4wPfr_2382.g8795.t1	Clytia_hemispherica_TCONS_00050547-protein TCONS_00050547-protein, Clytia_hemispherica_TCONS_00050544-protein TCONS_00050544-protein, Clytia_hemispherica_TCONS_00034674-protein TCONS_00034674-protein, Clytia_hemispherica_TCONS_00024961-protein TCONS_00024961-protein, Clytia_hemispherica_TCONS_00037516-protein TCONS_00037516-protein, Clytia_hemispherica_TCONS_00015172-protein TCONS_00015172-protein
OG0000111	Hydra_vulgaris_Sc4wPfr_938.g21243.t1 Sc4wPfr_938.g21243.t1	Clytia_hemispherica_TCONS_00064231-protein TCONS_00064231-protein
OG0000112	Hydra_vulgaris_Sc4wPfr_1360.g9388.t1 Sc4wPfr_1360.g9388.t1, Hydra_vulgaris_Sc4wPfr_1360.g9377.t1 Sc4wPfr_1360.g9377.t1	Clytia_hemispherica_TCONS_00062070-protein TCONS_00062070-protein
OG0000113	Hydra_vulgaris_Sc4wPfr_231.1.g21567.t1 Sc4wPfr_231.1.g21567.t1	Clytia_hemispherica_TCONS_00049955-protein TCONS_00049955-protein
OG0000114	Hydra_vulgaris_Sc4wPfr_250.g15997.t1 Sc4wPfr_250.g15997.t1	Clytia_hemispherica_TCONS_00018194-protein TCONS_00018194-protein
OG0000116	Hydra_vulgaris_Sc4wPfr_875.1.g17139.t1 Sc4wPfr_875.1.g17139.t1	Clytia_hemispherica_TCONS_00053845-protein TCONS_00053845-protein
OG0000119	Hydra_vulgaris_Sc4wPfr_272.g11398.t1 Sc4wPfr_272.g11398.t1	Clytia_hemispherica_TCONS_00020107-protein TCONS_00020107-protein
OG0000120	Hydra_vulgaris_Sc4wPfr_739.g28832.t1 Sc4wPfr_739.g28832.t1	Clytia_hemispherica_TCONS_00010938-protein TCONS_00010938-protein
OG0000121	Hydra_vulgaris_Sc4wPfr_484.g18389.t2 Sc4wPfr_484.g18389.t2, Hydra_vulgaris_Sc4wPfr_484.g18389.t1 Sc4wPfr_484.g18389.t1	Clytia_hemispherica_TCONS_00000040-protein TCONS_00000040-protein
OG0000121	Hydra_vulgaris_Sc4wPfr_488.g29951.t1 Sc4wPfr_488.g29951.t1	Clytia_hemispherica_TCONS_00020121-protein TCONS_00020121-protein
OG0000122	Hydra_vulgaris_Sc4wPfr_1630.g30617.t1 Sc4wPfr_1630.g30617.t1	Clytia_hemispherica_TCONS_00013994-protein TCONS_00013994-protein
OG0000123	Hydra_vulgaris_Sc4wPfr_118.g25114.t1 Sc4wPfr_118.g25114.t1	Clytia_hemispherica_TCONS_00053461-protein TCONS_00053461-protein, Clytia_hemispherica_TCONS_00053464-protein TCONS_00053464-protein
OG0000128	Hydra_vulgaris_Sc4wPfr_79.g13376.t1 Sc4wPfr_79.g13376.t1, Hydra_vulgaris_Sc4wPfr_439.g20774.t1 Sc4wPfr_439.g20774.t1	Clytia_hemispherica_TCONS_00031500-protein TCONS_00031500-protein, Clytia_hemispherica_TCONS_00019986-protein TCONS_00019986-protein
OG0000129	Hydra_vulgaris_Sc4wPfr_147.g8566.t1 Sc4wPfr_147.g8566.t1	Clytia_hemispherica_TCONS_00055545-protein TCONS_00055545-protein
OG0000131	Hydra_vulgaris_Sc4wPfr_175.g6378.t1 Sc4wPfr_175.g6378.t1	Clytia_hemispherica_TCONS_00002425-protein TCONS_00002425-protein, Clytia_hemispherica_TCONS_00002495-protein TCONS_00002495-protein
OG0000133	Hydra_vulgaris_Sc4wPfr_628.g32869.t1 Sc4wPfr_628.g32869.t1	Clytia_hemispherica_TCONS_00000171-protein TCONS_00000171-protein
OG0000138	Hydra_vulgaris_Sc4wPfr_56.g24483.t1 Sc4wPfr_56.g24483.t1	Clytia_hemispherica_TCONS_00013674-protein TCONS_00013674-protein
OG0000146	Hydra_vulgaris_Sc4wPfr_516.2.g9758.t1 Sc4wPfr_516.2.g9758.t1	Clytia_hemispherica_TCONS_00017109-protein TCONS_00017109-protein
OG0000147	Hydra_vulgaris_Sc4wPfr_1007.1.g17172.t1 Sc4wPfr_1007.1.g17172.t1	Clytia_hemispherica_TCONS_00015142-protein TCONS_00015142-protein
OG0000152	Hydra_vulgaris_Sc4wPfr_704.g18852.t1 Sc4wPfr_704.g18852.t1, Hydra_vulgaris_Sc4wPfr_704.g18852.t2 Sc4wPfr_704.g18852.t2	Clytia_hemispherica_TCONS_00060223-protein TCONS_00060223-protein
OG0000155	Hydra_vulgaris_Sc4wPfr_6.g19134.t1 Sc4wPfr_6.g19134.t1	Clytia_hemispherica_TCONS_00008215-protein TCONS_00008215-protein
OG0000156	Hydra_vulgaris_Sc4wPfr_292.g13106.t1 Sc4wPfr_292.g13106.t1, Hydra_vulgaris_Sc4wPfr_292.g13097.t1 Sc4wPfr_292.g13097.t1	Clytia_hemispherica_TCONS_00025665-protein TCONS_00025665-protein
OG0000158	Hydra_vulgaris_Sc4wPfr_439.g20792.t1 Sc4wPfr_439.g20792.t1	Clytia_hemispherica_TCONS_00065605-protein TCONS_00065605-protein
OG0000160	Hydra_vulgaris_Sc4wPfr_707.1.g4138.t1 Sc4wPfr_707.1.g4138.t1	Clytia_hemispherica_TCONS_00064739-protein TCONS_00064739-protein
OG0000176	Hydra_vulgaris_Sc4wPfr_1228.g7352.t1 Sc4wPfr_1228.g7352.t1	Clytia_hemispherica_TCONS_00050730-protein TCONS_00050730-protein
OG0000177	Hydra_vulgaris_Sc4wPfr_309.g10792.t1 Sc4wPfr_309.g10792.t1	Clytia_hemispherica_TCONS_00003500-protein TCONS_00003500-protein
OG0000188	Hydra_vulgaris_Sc4wPfr_135.g21804.t1 Sc4wPfr_135.g21804.t1	Clytia_hemispherica_TCONS_00060278-protein TCONS_00060278-protein
OG0000188	Hydra_vulgaris_Sc4wPfr_135.g21805.t1 Sc4wPfr_135.g21805.t1	Clytia_hemispherica_TCONS_00060280-protein TCONS_00060280-protein
OG0000192	Hydra_vulgaris_Sc4wPfr_1298.g6413.t1 Sc4wPfr_1298.g6413.t1	Clytia_hemispherica_TCONS_00014937-protein TCONS_00014937-protein
OG0000193	Hydra_vulgaris_Sc4wPfr_239.g21099.t1 Sc4wPfr_239.g21099.t1	Clytia_hemispherica_TCONS_00053692-protein TCONS_00053692-protein
OG0000194	Hydra_vulgaris_Sc4wPfr_975.g7278.t1 Sc4wPfr_975.g7278.t1	Clytia_hemispherica_TCONS_00071632-protein TCONS_00071632-protein, Clytia_hemispherica_TCONS_00030436-protein TCONS_00030436-protein
OG0000195	Hydra_vulgaris_Sc4wPfr_650.g22982.t1 Sc4wPfr_650.g22982.t1	Clytia_hemispherica_TCONS_00066994-protein TCONS_00066994-protein
OG0000197	Hydra_vulgaris_Sc4wPfr_975.g7267.t1 Sc4wPfr_975.g7267.t1, Hydra_vulgaris_Sc4wPfr_975.g7267.t2 Sc4wPfr_975.g7267.t2	Clytia_hemispherica_TCONS_00051925-protein TCONS_00051925-protein
OG0000199	Hydra_vulgaris_Sc4wPfr_289.1.g8519.t1 Sc4wPfr_289.1.g8519.t1	Clytia_hemispherica_TCONS_00047808-protein TCONS_00047808-protein
OG0000200	Hydra_vulgaris_Sc4wPfr_259.g33644.t1 Sc4wPfr_259.g33644.t1	Clytia_hemispherica_TCONS_00023146-protein TCONS_00023146-protein
OG0000203	Hydra_vulgaris_Sc4wPfr_347.g19265.t1 Sc4wPfr_347.g19265.t1	Clytia_hemispherica_TCONS_00002252-protein TCONS_00002252-protein
OG0000204	Hydra_vulgaris_Sc4wPfr_351.g11274.t1 Sc4wPfr_351.g11274.t1	Clytia_hemispherica_TCONS_00063679-protein TCONS_00063679-protein
OG0000209	Hydra_vulgaris_Sc4wPfr_297.g13155.t1 Sc4wPfr_297.g13155.t1	Clytia_hemispherica_TCONS_00065263-protein TCONS_00065263-protein
OG0000231	Hydra_vulgaris_Sc4wPfr_117.g15494.t1 Sc4wPfr_117.g15494.t1, Hydra_vulgaris_Sc4wPfr_117.g15494.t2 Sc4wPfr_117.g15494.t2, Hydra_vulgaris_Sc4wPfr_117.g15494.t3 Sc4wPfr_117.g15494.t3	Clytia_hemispherica_TCONS_00061987-protein TCONS_00061987-protein
OG0000272	Hydra_vulgaris_Sc4wPfr_455.g20399.t1 Sc4wPfr_455.g20399.t1	Clytia_hemispherica_TCONS_00030863-protein TCONS_00030863-protein
OG0000274	Hydra_vulgaris_Sc4wPfr_388.g4766.t1 Sc4wPfr_388.g4766.t1, Hydra_vulgaris_Sc4wPfr_388.g4766.t2 Sc4wPfr_388.g4766.t2, Hydra_vulgaris_Sc4wPfr_388.g4766.t3 Sc4wPfr_388.g4766.t3	Clytia_hemispherica_TCONS_00056724-protein TCONS_00056724-protein
OG0000280	Hydra_vulgaris_Sc4wPfr_132.g22630.t1 Sc4wPfr_132.g22630.t1	Clytia_hemispherica_TCONS_00056421-protein TCONS_00056421-protein
OG0000282	Hydra_vulgaris_Sc4wPfr_652.g3691.t1 Sc4wPfr_652.g3691.t1	Clytia_hemispherica_TCONS_00000534-protein TCONS_00000534-protein
OG0000285	Hydra_vulgaris_Sc4wPfr_854.g18469.t1 Sc4wPfr_854.g18469.t1	Clytia_hemispherica_TCONS_00002465-protein TCONS_00002465-protein
OG0000288	Hydra_vulgaris_Sc4wPfr_2727.g32000.t1 Sc4wPfr_2727.g32000.t1	Clytia_hemispherica_TCONS_00007150-protein TCONS_00007150-protein, Clytia_hemispherica_TCONS_00007144-protein TCONS_00007144-protein
OG0000299	Hydra_vulgaris_Sc4wPfr_868.g27218.t1 Sc4wPfr_868.g27218.t1, Hydra_vulgaris_Sc4wPfr_868.g27218.t2 Sc4wPfr_868.g27218.t2	Clytia_hemispherica_TCONS_00058298-protein TCONS_00058298-protein
OG0000303	Hydra_vulgaris_Sc4wPfr_398.1.g9801.t1 Sc4wPfr_398.1.g9801.t1	Clytia_hemispherica_TCONS_00065051-protein TCONS_00065051-protein
OG0000309	Hydra_vulgaris_Sc4wPfr_1100.g15604.t1 Sc4wPfr_1100.g15604.t1	Clytia_hemispherica_TCONS_00026216-protein TCONS_00026216-protein
OG0000314	Hydra_vulgaris_Sc4wPfr_245.g27019.t1 Sc4wPfr_245.g27019.t1	Clytia_hemispherica_TCONS_00070109-protein TCONS_00070109-protein
OG0000317	Hydra_vulgaris_Sc4wPfr_45.g3328.t1 Sc4wPfr_45.g3328.t1	Clytia_hemispherica_TCONS_00011936-protein TCONS_00011936-protein
OG0000330	Hydra_vulgaris_Sc4wPfr_82.1.g28987.t1 Sc4wPfr_82.1.g28987.t1	Clytia_hemispherica_TCONS_00068879-protein TCONS_00068879-protein
OG0000331	Hydra_vulgaris_Sc4wPfr_1015.g12703.t1 Sc4wPfr_1015.g12703.t1	Clytia_hemispherica_TCONS_00057393-protein TCONS_00057393-protein
OG0000357	Hydra_vulgaris_Sc4wPfr_280.1.g15558.t1 Sc4wPfr_280.1.g15558.t1, Hydra_vulgaris_Sc4wPfr_399.2.g14805.t1 Sc4wPfr_399.2.g14805.t1	Clytia_hemispherica_TCONS_00022277-protein TCONS_00022277-protein
OG0000357	Hydra_vulgaris_Sc4wPfr_104.g15018.t1 Sc4wPfr_104.g15018.t1, Hydra_vulgaris_Sc4wPfr_227.g25772.t1 Sc4wPfr_227.g25772.t1, Hydra_vulgaris_Sc4wPfr_201.1.g33299.t1 Sc4wPfr_201.1.g33299.t1, Hydra_vulgaris_Sc4wPfr_59.2.g12462.t1 Sc4wPfr_59.2.g12462.t1	Clytia_hemispherica_TCONS_00004643-protein TCONS_00004643-protein
OG0000375	Hydra_vulgaris_Sc4wPfr_639.g22926.t1 Sc4wPfr_639.g22926.t1, Hydra_vulgaris_Sc4wPfr_639.g22926.t3 Sc4wPfr_639.g22926.t3, Hydra_vulgaris_Sc4wPfr_639.g22926.t2 Sc4wPfr_639.g22926.t2	Clytia_hemispherica_TCONS_00013702-protein TCONS_00013702-protein
OG0000390	Hydra_vulgaris_Sc4wPfr_45.g3338.t1 Sc4wPfr_45.g3338.t1	Clytia_hemispherica_TCONS_00067080-protein TCONS_00067080-protein
OG0000439	Hydra_vulgaris_Sc4wPfr_628.g32872.t1 Sc4wPfr_628.g32872.t1	Clytia_hemispherica_TCONS_00009709-protein TCONS_00009709-protein
OG0000440	Hydra_vulgaris_Sc4wPfr_909.g33497.t2 Sc4wPfr_909.g33497.t2, Hydra_vulgaris_Sc4wPfr_909.g33497.t1 Sc4wPfr_909.g33497.t1	Clytia_hemispherica_TCONS_00052236-protein TCONS_00052236-protein
OG0000463	Hydra_vulgaris_Sc4wPfr_176.g26307.t1 Sc4wPfr_176.g26307.t1	Clytia_hemispherica_TCONS_00022780-protein TCONS_00022780-protein
OG0000492	Hydra_vulgaris_Sc4wPfr_854.g18495.t2 Sc4wPfr_854.g18495.t2, Hydra_vulgaris_Sc4wPfr_854.g18495.t1 Sc4wPfr_854.g18495.t1, Hydra_vulgaris_Sc4wPfr_1898.g7944.t1 Sc4wPfr_1898.g7944.t1, Hydra_vulgaris_Sc4wPfr_443.2.g30192.t1 Sc4wPfr_443.2.g30192.t1	Clytia_hemispherica_TCONS_00072626-protein TCONS_00072626-protein, Clytia_hemispherica_TCONS_00042711-protein TCONS_00042711-protein
OG0000530	Hydra_vulgaris_Sc4wPfr_337.g3747.t1 Sc4wPfr_337.g3747.t1, Hydra_vulgaris_Sc4wPfr_337.g3747.t2 Sc4wPfr_337.g3747.t2	Clytia_hemispherica_TCONS_00004294-protein TCONS_00004294-protein
OG0000534	Hydra_vulgaris_Sc4wPfr_192.g30639.t1 Sc4wPfr_192.g30639.t1	Clytia_hemispherica_TCONS_00062180-protein TCONS_00062180-protein
OG0000535	Hydra_vulgaris_Sc4wPfr_691.g31391.t1 Sc4wPfr_691.g31391.t1	Clytia_hemispherica_TCONS_00020989-protein TCONS_00020989-protein
OG0000541	Hydra_vulgaris_Sc4wPfr_79.4.g4976.t1 Sc4wPfr_79.4.g4976.t1	Clytia_hemispherica_TCONS_00008256-protein TCONS_00008256-protein
OG0000713	Hydra_vulgaris_Sc4wPfr_396.g3055.t1 Sc4wPfr_396.g3055.t1	Clytia_hemispherica_TCONS_00005356-protein TCONS_00005356-protein
OG0000722	Hydra_vulgaris_Sc4wPfr_275.3.g2013.t1 Sc4wPfr_275.3.g2013.t1	Clytia_hemispherica_TCONS_00046392-protein TCONS_00046392-protein
OG0000723	Hydra_vulgaris_Sc4wPfr_588.g23925.t1 Sc4wPfr_588.g23925.t1	Clytia_hemispherica_TCONS_00026126-protein TCONS_00026126-protein
OG0000871	Hydra_vulgaris_Sc4wPfr_381.1.g32171.t1 Sc4wPfr_381.1.g32171.t1, Hydra_vulgaris_Sc4wPfr_126.2.g29235.t1 Sc4wPfr_126.2.g29235.t1, Hydra_vulgaris_Sc4wPfr_243.g15584.t1 Sc4wPfr_243.g15584.t1	Clytia_hemispherica_TCONS_00055556-protein TCONS_00055556-protein
OG0000904	Hydra_vulgaris_Sc4wPfr_1086.g6575.t1 Sc4wPfr_1086.g6575.t1, Hydra_vulgaris_Sc4wPfr_1086.g6575.t2 Sc4wPfr_1086.g6575.t2	Clytia_hemispherica_TCONS_00000690-protein TCONS_00000690-protein
OG0000906	Hydra_vulgaris_Sc4wPfr_691.g31412.t1 Sc4wPfr_691.g31412.t1	Clytia_hemispherica_TCONS_00019754-protein TCONS_00019754-protein
OG0000907	Hydra_vulgaris_Sc4wPfr_856.g31447.t2 Sc4wPfr_856.g31447.t2, Hydra_vulgaris_Sc4wPfr_856.g31447.t1 Sc4wPfr_856.g31447.t1	Clytia_hemispherica_TCONS_00003916-protein TCONS_00003916-protein
OG0000909	Hydra_vulgaris_Sc4wPfr_250.g16011.t1 Sc4wPfr_250.g16011.t1	Clytia_hemispherica_TCONS_00000776-protein TCONS_00000776-protein
OG0000912	Hydra_vulgaris_Sc4wPfr_1040.g7643.t1 Sc4wPfr_1040.g7643.t1, Hydra_vulgaris_Sc4wPfr_74.g18539.t1 Sc4wPfr_74.g18539.t1	Clytia_hemispherica_TCONS_00068274-protein TCONS_00068274-protein, Clytia_hemispherica_TCONS_00024387-protein TCONS_00024387-protein, Clytia_hemispherica_TCONS_00041929-protein TCONS_00041929-protein
OG0000913	Hydra_vulgaris_Sc4wPfr_1201.g23944.t1 Sc4wPfr_1201.g23944.t1	Clytia_hemispherica_TCONS_00050817-protein TCONS_00050817-protein, Clytia_hemispherica_TCONS_00050815-protein TCONS_00050815-protein
OG0000914	Hydra_vulgaris_Sc4wPfr_909.g33476.t1 Sc4wPfr_909.g33476.t1, Hydra_vulgaris_Sc4wPfr_850.1.g5748.t1 Sc4wPfr_850.1.g5748.t1, Hydra_vulgaris_Sc4wPfr_850.1.g5744.t2 Sc4wPfr_850.1.g5744.t2, Hydra_vulgaris_Sc4wPfr_850.1.g5744.t1 Sc4wPfr_850.1.g5744.t1	Clytia_hemispherica_TCONS_00055837-protein TCONS_00055837-protein
OG0001196	Hydra_vulgaris_Sc4wPfr_363.3.g30502.t1 Sc4wPfr_363.3.g30502.t1	Clytia_hemispherica_TCONS_00047349-protein TCONS_00047349-protein
OG0001200	Hydra_vulgaris_Sc4wPfr_248.g29616.t2 Sc4wPfr_248.g29616.t2, Hydra_vulgaris_Sc4wPfr_248.g29616.t1 Sc4wPfr_248.g29616.t1, Hydra_vulgaris_Sc4wPfr_248.g29616.t4 Sc4wPfr_248.g29616.t4	Clytia_hemispherica_TCONS_00024188-protein TCONS_00024188-protein
OG0001203	Hydra_vulgaris_Sc4wPfr_1047.g795.t1 Sc4wPfr_1047.g795.t1, Hydra_vulgaris_Sc4wPfr_1735.g18208.t2 Sc4wPfr_1735.g18208.t2, Hydra_vulgaris_Sc4wPfr_1735.g18208.t1 Sc4wPfr_1735.g18208.t1	Clytia_hemispherica_TCONS_00067999-protein TCONS_00067999-protein
OG0001204	Hydra_vulgaris_Sc4wPfr_102.g11061.t2 Sc4wPfr_102.g11061.t2, Hydra_vulgaris_Sc4wPfr_102.g11061.t1 Sc4wPfr_102.g11061.t1	Clytia_hemispherica_TCONS_00071049-protein TCONS_00071049-protein
OG0001596	Hydra_vulgaris_Sc4wPfr_73.g11571.t1 Sc4wPfr_73.g11571.t1	Clytia_hemispherica_TCONS_00014368-protein TCONS_00014368-protein
OG0001605	Hydra_vulgaris_Sc4wPfr_720.g12291.t1 Sc4wPfr_720.g12291.t1	Clytia_hemispherica_TCONS_00046582-protein TCONS_00046582-protein
OG0001609	Hydra_vulgaris_Sc4wPfr_290.1.g3107.t1 Sc4wPfr_290.1.g3107.t1	Clytia_hemispherica_TCONS_00002500-protein TCONS_00002500-protein
OG0001615	Hydra_vulgaris_Sc4wPfr_292.g13098.t1 Sc4wPfr_292.g13098.t1, Hydra_vulgaris_Sc4wPfr_292.g13098.t2 Sc4wPfr_292.g13098.t2	Clytia_hemispherica_TCONS_00025662-protein TCONS_00025662-protein
OG0002078	Hydra_vulgaris_Sc4wPfr_850.1.g5738.t1 Sc4wPfr_850.1.g5738.t1	Clytia_hemispherica_TCONS_00007893-protein TCONS_00007893-protein
OG0002083	Hydra_vulgaris_Sc4wPfr_1107.1.g29868.t1 Sc4wPfr_1107.1.g29868.t1	Clytia_hemispherica_TCONS_00016837-protein TCONS_00016837-protein
OG0002096	Hydra_vulgaris_Sc4wPfr_165.g10106.t1 Sc4wPfr_165.g10106.t1	Clytia_hemispherica_TCONS_00068280-protein TCONS_00068280-protein
OG0002098	Hydra_vulgaris_Sc4wPfr_423.g13456.t1 Sc4wPfr_423.g13456.t1	Clytia_hemispherica_TCONS_00070890-protein TCONS_00070890-protein
OG0002099	Hydra_vulgaris_Sc4wPfr_854.g18494.t1 Sc4wPfr_854.g18494.t1	Clytia_hemispherica_TCONS_00072614-protein TCONS_00072614-protein
