N14.HOG0000186	OG0000625	n0		Salpingoeca_rosetta_XP_004992331.1 XP_004992331.1 uncharacterized protein PTSG_06930 [Salpingoeca rosetta]																														
N14.HOG0000187	OG0000626	n0		Salpingoeca_rosetta_XP_004991618.1 XP_004991618.1 uncharacterized protein PTSG_07814 [Salpingoeca rosetta]																														
N14.HOG0000188	OG0000760	n0	Monosiga_brevicollisXP_001747501.1 XP_001747501.1 uncharacterized protein MONBRDRAFT_27090 [Monosiga brevicollis MX1]																															
N14.HOG0000189	OG0000761	n0		Salpingoeca_rosetta_XP_004996190.1 XP_004996190.1 uncharacterized protein PTSG_11905 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004993433.1 XP_004993433.1 variable lymphocyte receptor A [Salpingoeca rosetta]																														
N14.HOG0000190	OG0000762	n0		Salpingoeca_rosetta_XP_004993276.1 XP_004993276.1 variable lymphocyte receptor [Salpingoeca rosetta]																														
N14.HOG0000191	OG0000763	n0		Salpingoeca_rosetta_XP_004991791.1 XP_004991791.1 uncharacterized protein PTSG_12666 [Salpingoeca rosetta]																														
N14.HOG0000192	OG0000764	n0		Salpingoeca_rosetta_XP_004991733.1 XP_004991733.1 uncharacterized protein PTSG_07930 [Salpingoeca rosetta]																														
N14.HOG0000193	OG0000956	n0	Monosiga_brevicollisXP_001749089.1 XP_001749089.1 uncharacterized protein MONBRDRAFT_33936 [Monosiga brevicollis MX1]																															
N14.HOG0000194	OG0000957	n0		Salpingoeca_rosetta_XP_004996209.1 XP_004996209.1 uncharacterized protein PTSG_02712 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004994847.1 XP_004994847.1 uncharacterized protein PTSG_03951 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004998359.1 XP_004998359.1 uncharacterized protein PTSG_00890 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004996353.1 XP_004996353.1 uncharacterized protein PTSG_11930 [Salpingoeca rosetta]																														
N14.HOG0000195	OG0001254	-	Monosiga_brevicollisXP_001744981.1 XP_001744981.1 uncharacterized protein MONBRDRAFT_36631 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001746948.1 XP_001746948.1 uncharacterized protein MONBRDRAFT_9192 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001749001.1 XP_001749001.1 uncharacterized protein MONBRDRAFT_33917 [Monosiga brevicollis MX1]																															
N14.HOG0000196	OG0001258	-		Salpingoeca_rosetta_XP_004987474.1 XP_004987474.1 uncharacterized protein PTSG_11500_ partial [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004998205.1 XP_004998205.1 uncharacterized protein PTSG_00739 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004998173.1 XP_004998173.1 uncharacterized protein PTSG_00705 [Salpingoeca rosetta]																														
N14.HOG0000197	OG0001259	-		Salpingoeca_rosetta_XP_004991336.1 XP_004991336.1 uncharacterized protein PTSG_07540 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004993253.1 XP_004993253.1 uncharacterized protein PTSG_12436 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004990506.1 XP_004990506.1 uncharacterized protein PTSG_08713 [Salpingoeca rosetta]																														
N14.HOG0000198	OG0001724	-	Monosiga_brevicollisXP_001751025.1 XP_001751025.1 uncharacterized protein MONBRDRAFT_13079_ partial [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001745928.1 XP_001745928.1 uncharacterized protein MONBRDRAFT_37065 [Monosiga brevicollis MX1]																															
N14.HOG0000199	OG0001725	-	Monosiga_brevicollisXP_001749460.1 XP_001749460.1 uncharacterized protein MONBRDRAFT_28937 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004997964.1 XP_004997964.1 uncharacterized protein PTSG_11817 [Salpingoeca rosetta]																														
N14.HOG0000200	OG0001726	-	Monosiga_brevicollisXP_001748357.1 XP_001748357.1 uncharacterized protein MONBRDRAFT_27957 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004992276.1 XP_004992276.1 leucine-rich repeat containing protein [Salpingoeca rosetta]																														
N14.HOG0000201	OG0001727	-	Monosiga_brevicollisXP_001748128.1 XP_001748128.1 uncharacterized protein MONBRDRAFT_33530 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004990894.1 XP_004990894.1 leucine-rich repeat containing protein [Salpingoeca rosetta]																														
N14.HOG0000202	OG0001729	-	Monosiga_brevicollisXP_001746502.1 XP_001746502.1 uncharacterized protein MONBRDRAFT_37364 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004989235.1 XP_004989235.1 uncharacterized protein PTSG_12948 [Salpingoeca rosetta]																														
N14.HOG0000203	OG0001730	-	Monosiga_brevicollisXP_001745643.1 XP_001745643.1 uncharacterized protein MONBRDRAFT_36938 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004990004.1 XP_004990004.1 uncharacterized protein PTSG_09576 [Salpingoeca rosetta]																														
N14.HOG0000204	OG0001731	-	Monosiga_brevicollisXP_001745634.1 XP_001745634.1 uncharacterized protein MONBRDRAFT_32274 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004994971.1 XP_004994971.1 uncharacterized protein PTSG_04075 [Salpingoeca rosetta]																														
N14.HOG0000205	OG0001732	-	Monosiga_brevicollisXP_001743481.1 XP_001743481.1 uncharacterized protein MONBRDRAFT_23105 [Monosiga brevicollis MX1]	Salpingoeca_rosetta_XP_004994473.1 XP_004994473.1 uncharacterized protein PTSG_04385 [Salpingoeca rosetta]																														
N14.HOG0000206	OG0001733	-		Salpingoeca_rosetta_XP_004989254.1 XP_004989254.1 uncharacterized protein PTSG_09900 [Salpingoeca rosetta], Salpingoeca_rosetta_XP_004989219.1 XP_004989219.1 uncharacterized protein PTSG_09864 [Salpingoeca rosetta]																														
