N17.HOG0000148	OG0000063	n43																											Caenorhabditis_elegans_ZK1290.12 ZK1290.12, Caenorhabditis_elegans_ZK678.5 ZK678.5, Caenorhabditis_elegans_ZK1037.10 ZK1037.10, Caenorhabditis_elegans_C29F3.2 C29F3.2, Caenorhabditis_elegans_ZK377.1 ZK377.1, Caenorhabditis_elegans_T05C12.10 T05C12.10					
N17.HOG0000149	OG0000064	n3																														Schmidtea_mediterranea_maker-scaffold2473-augustus-gene-0.58-mRNA-1 maker-scaffold2473-augustus-gene-0.58-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0.66|0.25|1|0.33|0.5|4|0|143		
N17.HOG0000150	OG0000065	n20																											Caenorhabditis_elegans_C39E6.1 C39E6.1					
N17.HOG0000151	OG0000065	n46																											Caenorhabditis_elegans_F59D12.4 F59D12.4					
N17.HOG0000152	OG0000066	n0																											Caenorhabditis_elegans_H19M22.2d H19M22.2d					
N17.HOG0000153	OG0000068	n2																											Caenorhabditis_elegans_W09H1.6b W09H1.6b, Caenorhabditis_elegans_F52H3.7b F52H3.7b, Caenorhabditis_elegans_ZK1248.16 ZK1248.16, Caenorhabditis_elegans_C44F1.3 C44F1.3, Caenorhabditis_elegans_C53D6.7 C53D6.7					
N17.HOG0000154	OG0000068	n55																											Caenorhabditis_elegans_Y41C4A.5 Y41C4A.5, Caenorhabditis_elegans_Y55B1AR.1 Y55B1AR.1					
N17.HOG0000155	OG0000070	n35																											Caenorhabditis_elegans_K09C8.5 K09C8.5, Caenorhabditis_elegans_ZK994.3 ZK994.3			Schmidtea_mediterranea_maker-scaffold5478-snap-gene-0.30-mRNA-1 maker-scaffold5478-snap-gene-0.30-mRNA-1 protein AED_0.23 eAED_0.24 QI_0|0.2|0|1|0.2|0.16|6|0|1775		
N17.HOG0000156	OG0000073	n0																														Schmidtea_mediterranea_maker-scaffold4363-snap-gene-0.37-mRNA-1 maker-scaffold4363-snap-gene-0.37-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0.69|0.66|0.91|0.52|0.75|24|0|1648		
N17.HOG0000157	OG0000074	n24																											Caenorhabditis_elegans_F40E10.4 F40E10.4					
N17.HOG0000158	OG0000078	n4																											Caenorhabditis_elegans_F26E4.3 F26E4.3					
N17.HOG0000159	OG0000078	n18																											Caenorhabditis_elegans_F41E6.6 F41E6.6					
N17.HOG0000160	OG0000080	n0																														Schmidtea_mediterranea_maker-scaffold16385-augustus-gene-0.38-mRNA-1 maker-scaffold16385-augustus-gene-0.38-mRNA-1 protein AED_0.00 eAED_0.00 QI_443|1|1|1|0|0.33|3|35|141, Schmidtea_mediterranea_maker-scaffold4907-snap-gene-0.19-mRNA-1 maker-scaffold4907-snap-gene-0.19-mRNA-1 protein AED_0.29 eAED_0.29 QI_0|0.16|0.15|0.26|0.72|0.73|19|700|487		
N17.HOG0000161	OG0000081	n8																											Caenorhabditis_elegans_F09E8.2b F09E8.2b					
N17.HOG0000162	OG0000081	n32																											Caenorhabditis_elegans_F56H11.1e F56H11.1e					
N17.HOG0000163	OG0000081	n51																														Schmidtea_mediterranea_maker-scaffold21973-augustus-gene-0.25-mRNA-1 maker-scaffold21973-augustus-gene-0.25-mRNA-1 protein AED_0.01 eAED_0.02 QI_2|0|0|1|0|0|2|0|715		
N17.HOG0000164	OG0000083	n1																											Caenorhabditis_elegans_T22C8.2 T22C8.2					
N17.HOG0000165	OG0000084	n8																											Caenorhabditis_elegans_C36B1.1d C36B1.1d					
N17.HOG0000166	OG0000085	n0																														Schmidtea_mediterranea_maker-scaffold29486-augustus-gene-0.14-mRNA-1 maker-scaffold29486-augustus-gene-0.14-mRNA-1 protein AED_0.26 eAED_0.30 QI_91|0.5|0.66|1|0|0.66|3|0|437		
N17.HOG0000167	OG0000088	n0																											Caenorhabditis_elegans_F10E7.4 F10E7.4			Schmidtea_mediterranea_maker-scaffold2562-augustus-gene-0.30-mRNA-1 maker-scaffold2562-augustus-gene-0.30-mRNA-1 protein AED_0.31 eAED_0.32 QI_0|1|0.75|1|0.66|0.5|4|179|609, Schmidtea_mediterranea_maker-scaffold2562-snap-gene-0.37-mRNA-1 maker-scaffold2562-snap-gene-0.37-mRNA-1 protein AED_0.07 eAED_0.09 QI_0|0.33|0.14|1|0.66|0.57|7|0|1127, Schmidtea_mediterranea_maker-scaffold2562-snap-gene-0.38-mRNA-1 maker-scaffold2562-snap-gene-0.38-mRNA-1 protein AED_0.62 eAED_0.63 QI_0|0|0|0.16|1|1|6|0|510, Schmidtea_mediterranea_maker-scaffold4198-snap-gene-0.24-mRNA-1 maker-scaffold4198-snap-gene-0.24-mRNA-1 protein AED_0.16 eAED_0.16 QI_0|0.5|0.2|0.8|0.75|0.8|5|0|730		
N17.HOG0000168	OG0000093	n2																														Schmidtea_mediterranea_maker-scaffold13106-augustus-gene-0.13-mRNA-1 maker-scaffold13106-augustus-gene-0.13-mRNA-1 protein AED_0.40 eAED_0.40 QI_0|0|0|0.66|1|1|3|0|99, Schmidtea_mediterranea_maker-scaffold13106-augustus-gene-0.14-mRNA-1 maker-scaffold13106-augustus-gene-0.14-mRNA-1 protein AED_0.40 eAED_0.40 QI_0|0|0|0.66|1|1|3|0|99, Schmidtea_mediterranea_maker-scaffold9678-snap-gene-0.36-mRNA-1 maker-scaffold9678-snap-gene-0.36-mRNA-1 protein AED_0.24 eAED_0.24 QI_0|0.4|0.33|0.5|0.8|0.83|6|359|259, Schmidtea_mediterranea_augustus_masked-scaffold17106-processed-gene-0.0-mRNA-1 augustus_masked-scaffold17106-processed-gene-0.0-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|0|0|1|1|1|2|0|77		
N17.HOG0000169	OG0000094	n0																														Schmidtea_mediterranea_maker-scaffold3545-snap-gene-0.55-mRNA-1 maker-scaffold3545-snap-gene-0.55-mRNA-1 protein AED_0.30 eAED_0.30 QI_137|0.57|0.5|1|0.28|0.25|8|0|278		
N17.HOG0000170	OG0000095	n0																											Caenorhabditis_elegans_T04F3.2 T04F3.2					
N17.HOG0000171	OG0000096	n0																											Caenorhabditis_elegans_Y52B11A.5 Y52B11A.5, Caenorhabditis_elegans_Y60A3A.2 Y60A3A.2, Caenorhabditis_elegans_Y50D4B.5 Y50D4B.5, Caenorhabditis_elegans_Y18D10A.24 Y18D10A.24, Caenorhabditis_elegans_Y18D10A.10 Y18D10A.10, Caenorhabditis_elegans_Y18D10A.12 Y18D10A.12, Caenorhabditis_elegans_Y26D4A.6 Y26D4A.6, Caenorhabditis_elegans_Y53H1A.3 Y53H1A.3, Caenorhabditis_elegans_Y116A8A.3 Y116A8A.3, Caenorhabditis_elegans_F36G9.11 F36G9.11, Caenorhabditis_elegans_ZC15.6 ZC15.6, Caenorhabditis_elegans_F21H7.4 F21H7.4, Caenorhabditis_elegans_K04H8.1 K04H8.1, Caenorhabditis_elegans_C49C3.12 C49C3.12, Caenorhabditis_elegans_C50E3.1 C50E3.1, Caenorhabditis_elegans_C42D4.11 C42D4.11, Caenorhabditis_elegans_Y116A8A.8 Y116A8A.8, Caenorhabditis_elegans_Y71A12B.5 Y71A12B.5, Caenorhabditis_elegans_C17F4.1 C17F4.1, Caenorhabditis_elegans_C03E10.5 C03E10.5, Caenorhabditis_elegans_F26A1.12 F26A1.12, Caenorhabditis_elegans_T20D3.1 T20D3.1, Caenorhabditis_elegans_F26A1.11 F26A1.11, Caenorhabditis_elegans_ZK39.6 ZK39.6, Caenorhabditis_elegans_ZK39.5 ZK39.5, Caenorhabditis_elegans_W09G10.5 W09G10.5, Caenorhabditis_elegans_W10G11.12 W10G11.12, Caenorhabditis_elegans_W04H10.4b W04H10.4b, Caenorhabditis_elegans_T27D12.3 T27D12.3, Caenorhabditis_elegans_Y68A4B.1 Y68A4B.1, Caenorhabditis_elegans_F16H6.2 F16H6.2, Caenorhabditis_elegans_C31G12.2 C31G12.2, Caenorhabditis_elegans_Y68A4B.2 Y68A4B.2, Caenorhabditis_elegans_F26D2.12c F26D2.12c, Caenorhabditis_elegans_F49H6.2 F49H6.2, Caenorhabditis_elegans_F49H6.1 F49H6.1, Caenorhabditis_elegans_Y102A5C.16 Y102A5C.16, Caenorhabditis_elegans_Y102A5C.17b Y102A5C.17b, Caenorhabditis_elegans_Y51A2A.1 Y51A2A.1, Caenorhabditis_elegans_F36F12.6 F36F12.6, Caenorhabditis_elegans_F36F12.5 F36F12.5, Caenorhabditis_elegans_W09G10.6 W09G10.6, Caenorhabditis_elegans_Y25C1A.4 Y25C1A.4, Caenorhabditis_elegans_W10G11.6 W10G11.6, Caenorhabditis_elegans_Y25C1A.3 Y25C1A.3, Caenorhabditis_elegans_W10G11.5 W10G11.5, Caenorhabditis_elegans_W10G11.15 W10G11.15, Caenorhabditis_elegans_W10G11.14 W10G11.14, Caenorhabditis_elegans_W10G11.13 W10G11.13, Caenorhabditis_elegans_ZK39.4 ZK39.4, Caenorhabditis_elegans_ZK39.3 ZK39.3, Caenorhabditis_elegans_T26E3.1 T26E3.1, Caenorhabditis_elegans_ZK39.2 ZK39.2, Caenorhabditis_elegans_ZK39.7 ZK39.7, Caenorhabditis_elegans_Y59H11AR.5 Y59H11AR.5, Caenorhabditis_elegans_ZK39.8 ZK39.8					
N17.HOG0000172	OG0000101	n0																														Schmidtea_mediterranea_maker-scaffold1238-augustus-gene-0.40-mRNA-1 maker-scaffold1238-augustus-gene-0.40-mRNA-1 protein AED_0.10 eAED_0.10 QI_905|0.66|0.74|0.80|0.63|0.64|31|1053|2217		
N17.HOG0000173	OG0000102	n12																											Caenorhabditis_elegans_ZK783.1e ZK783.1e					
N17.HOG0000174	OG0000111	n0																														Schmidtea_mediterranea_maker-scaffold1368-snap-gene-2.30-mRNA-1 maker-scaffold1368-snap-gene-2.30-mRNA-1 protein AED_0.26 eAED_0.26 QI_0|0.5|0.57|1|0.16|0.57|7|375|480		
N17.HOG0000175	OG0000114	n12																											Caenorhabditis_elegans_C46A5.9 C46A5.9			Schmidtea_mediterranea_maker-scaffold3444-snap-gene-0.54-mRNA-1 maker-scaffold3444-snap-gene-0.54-mRNA-1 protein AED_0.20 eAED_0.21 QI_0|0.71|0.62|1|0.71|0.62|8|144|1028		
N17.HOG0000176	OG0000119	n4																														Schmidtea_mediterranea_maker-scaffold21724-augustus-gene-0.7-mRNA-1 maker-scaffold21724-augustus-gene-0.7-mRNA-1 protein AED_0.10 eAED_0.11 QI_23|0.77|0.9|1|0.88|0.9|10|308|704		
N17.HOG0000177	OG0000120	n0																											Caenorhabditis_elegans_F57C7.3b F57C7.3b			Schmidtea_mediterranea_maker-scaffold913-augustus-gene-0.3-mRNA-1 maker-scaffold913-augustus-gene-0.3-mRNA-1 protein AED_0.01 eAED_0.01 QI_1098|1|1|1|0.5|0.33|3|511|65		
N17.HOG0000178	OG0000127	n0																											Caenorhabditis_elegans_F11G11.11 F11G11.11, Caenorhabditis_elegans_C34F6.3 C34F6.3, Caenorhabditis_elegans_C34F6.2 C34F6.2, Caenorhabditis_elegans_C52D10.13 C52D10.13, Caenorhabditis_elegans_W03G11.1b W03G11.1b, Caenorhabditis_elegans_F11G11.12 F11G11.12, Caenorhabditis_elegans_M110.1 M110.1, Caenorhabditis_elegans_Y54E10BL.2 Y54E10BL.2, Caenorhabditis_elegans_C46A5.3b C46A5.3b, Caenorhabditis_elegans_EGAP7.1 EGAP7.1, Caenorhabditis_elegans_ZK1290.3 ZK1290.3, Caenorhabditis_elegans_F14H12.1 F14H12.1, Caenorhabditis_elegans_C01B12.1 C01B12.1, Caenorhabditis_elegans_C27H5.5 C27H5.5, Caenorhabditis_elegans_F33A8.9 F33A8.9, Caenorhabditis_elegans_Y69H2.14 Y69H2.14, Caenorhabditis_elegans_F53G12.7b F53G12.7b, Caenorhabditis_elegans_T10E10.6 T10E10.6, Caenorhabditis_elegans_C44C10.1 C44C10.1, Caenorhabditis_elegans_T10E10.2 T10E10.2, Caenorhabditis_elegans_T10E10.1 T10E10.1, Caenorhabditis_elegans_T07H6.3 T07H6.3, Caenorhabditis_elegans_T10E10.5 T10E10.5, Caenorhabditis_elegans_T10E10.7 T10E10.7, Caenorhabditis_elegans_F46C8.2 F46C8.2, Caenorhabditis_elegans_F41C6.5 F41C6.5, Caenorhabditis_elegans_C50D2.4 C50D2.4, Caenorhabditis_elegans_F57B1.4 F57B1.4, Caenorhabditis_elegans_F57B1.3 F57B1.3, Caenorhabditis_elegans_F15H10.2 F15H10.2, Caenorhabditis_elegans_F15H10.1 F15H10.1, Caenorhabditis_elegans_K02D7.3b K02D7.3b, Caenorhabditis_elegans_Y51H4A.9 Y51H4A.9, Caenorhabditis_elegans_T21B4.2 T21B4.2, Caenorhabditis_elegans_T13B5.4 T13B5.4, Caenorhabditis_elegans_M195.1 M195.1, Caenorhabditis_elegans_F38A3.2 F38A3.2, Caenorhabditis_elegans_F59E12.12 F59E12.12, Caenorhabditis_elegans_F38A3.1 F38A3.1					
N17.HOG0000179	OG0000129	n18																														Schmidtea_mediterranea_maker-scaffold7616-snap-gene-0.60-mRNA-1 maker-scaffold7616-snap-gene-0.60-mRNA-1 protein AED_0.03 eAED_0.03 QI_28|0.94|0.94|1|0.62|0.75|36|74|3676		
N17.HOG0000180	OG0000131	n0																														Schmidtea_mediterranea_augustus_masked-scaffold8468-processed-gene-0.0-mRNA-1 augustus_masked-scaffold8468-processed-gene-0.0-mRNA-1 protein AED_0.94 eAED_0.97 QI_0|0|0|0.33|1|1|6|0|388		
N17.HOG0000181	OG0000133	n0																														Schmidtea_mediterranea_maker-scaffold38628-augustus-gene-0.4-mRNA-1 maker-scaffold38628-augustus-gene-0.4-mRNA-1 protein AED_0.06 eAED_0.06 QI_0|0|0|0.5|1|1|2|0|1488, Schmidtea_mediterranea_maker-scaffold11278-augustus-gene-0.66-mRNA-1 maker-scaffold11278-augustus-gene-0.66-mRNA-1 protein AED_0.11 eAED_0.12 QI_0|0.44|0.4|0.9|0.88|0.9|10|504|578		
N17.HOG0000182	OG0000134	n22																														Schmidtea_mediterranea_maker-scaffold18052-snap-gene-0.20-mRNA-1 maker-scaffold18052-snap-gene-0.20-mRNA-1 protein AED_0.11 eAED_0.32 QI_0|0.6|0.57|0.85|0.6|0.71|21|37|4030		
N17.HOG0000183	OG0000141	n0																														Schmidtea_mediterranea_maker-scaffold11956-snap-gene-0.30-mRNA-1 maker-scaffold11956-snap-gene-0.30-mRNA-1 protein AED_0.14 eAED_0.14 QI_111|0.75|0.8|0.8|0.5|0.6|5|0|273		
N17.HOG0000184	OG0000147	n17																											Caenorhabditis_elegans_C44H4.3 C44H4.3					
N17.HOG0000185	OG0000152	n24																														Schmidtea_mediterranea_maker-scaffold1162-snap-gene-0.32-mRNA-1 maker-scaffold1162-snap-gene-0.32-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|0|0|0.66|0.5|0.66|9|0|492		
N17.HOG0000186	OG0000156	n0																											Caenorhabditis_elegans_F43G9.10 F43G9.10			Schmidtea_mediterranea_maker-scaffold12426-augustus-gene-0.24-mRNA-1 maker-scaffold12426-augustus-gene-0.24-mRNA-1 protein AED_0.01 eAED_0.01 QI_102|1|1|1|0|0|2|41|456		
N17.HOG0000187	OG0000159	n29																														Schmidtea_mediterranea_maker-scaffold541-augustus-gene-0.12-mRNA-1 maker-scaffold541-augustus-gene-0.12-mRNA-1 protein AED_0.29 eAED_0.40 QI_0|0.45|0.5|0.75|0.81|0.91|12|126|580, Schmidtea_mediterranea_maker-scaffold117-snap-gene-0.14-mRNA-1 maker-scaffold117-snap-gene-0.14-mRNA-1 protein AED_0.04 eAED_0.04 QI_57|0.85|1|1|0.28|0.5|8|67|321		
N17.HOG0000188	OG0000162	n0																											Caenorhabditis_elegans_T21D9.1 T21D9.1, Caenorhabditis_elegans_F52F12.2 F52F12.2, Caenorhabditis_elegans_C09G5.6 C09G5.6, Caenorhabditis_elegans_F29B9.9b F29B9.9b, Caenorhabditis_elegans_F58F6.1 F58F6.1, Caenorhabditis_elegans_C34D4.15b C34D4.15b, Caenorhabditis_elegans_K01A2.7 K01A2.7, Caenorhabditis_elegans_F54C9.4 F54C9.4, Caenorhabditis_elegans_T10B10.1 T10B10.1, Caenorhabditis_elegans_ZK1193.1 ZK1193.1, Caenorhabditis_elegans_F26F12.1 F26F12.1, Caenorhabditis_elegans_F15A2.1b F15A2.1b, Caenorhabditis_elegans_C35B8.1 C35B8.1, Caenorhabditis_elegans_Y77E11A.15 Y77E11A.15, Caenorhabditis_elegans_K09H9.3 K09H9.3, Caenorhabditis_elegans_ZK863.2 ZK863.2, Caenorhabditis_elegans_C18H7.3 C18H7.3, Caenorhabditis_elegans_F17E9.1 F17E9.1, Caenorhabditis_elegans_C15A11.1 C15A11.1, Caenorhabditis_elegans_W05G11.3 W05G11.3, Caenorhabditis_elegans_F57B7.3 F57B7.3, Caenorhabditis_elegans_F08G5.4 F08G5.4, Caenorhabditis_elegans_C34H4.4 C34H4.4, Caenorhabditis_elegans_T06E4.4 T06E4.4, Caenorhabditis_elegans_T06E4.6 T06E4.6, Caenorhabditis_elegans_T15B7.3 T15B7.3, Caenorhabditis_elegans_T15B7.5 T15B7.5, Caenorhabditis_elegans_F09G8.6 F09G8.6, Caenorhabditis_elegans_C09G5.4 C09G5.4, Caenorhabditis_elegans_C09G5.5 C09G5.5, Caenorhabditis_elegans_C15A11.6 C15A11.6, Caenorhabditis_elegans_C15A11.5 C15A11.5					
N17.HOG0000189	OG0000163	n0																											Caenorhabditis_elegans_F36A4.10 F36A4.10, Caenorhabditis_elegans_F36A4.6 F36A4.6, Caenorhabditis_elegans_T28C6.4 T28C6.4, Caenorhabditis_elegans_C29F4.1 C29F4.1, Caenorhabditis_elegans_Y41D4A.2 Y41D4A.2, Caenorhabditis_elegans_F55C10.2 F55C10.2, Caenorhabditis_elegans_F55C10.3 F55C10.3, Caenorhabditis_elegans_T11F9.9 T11F9.9, Caenorhabditis_elegans_F30B5.1 F30B5.1, Caenorhabditis_elegans_Y41E3.2 Y41E3.2, Caenorhabditis_elegans_ZC513.8 ZC513.8, Caenorhabditis_elegans_Y49F6B.10 Y49F6B.10, Caenorhabditis_elegans_Y57A10A.11 Y57A10A.11, Caenorhabditis_elegans_T14B4.7 T14B4.7, Caenorhabditis_elegans_T14B4.6 T14B4.6, Caenorhabditis_elegans_F23H12.4b F23H12.4b, Caenorhabditis_elegans_Y18H1A.13 Y18H1A.13, Caenorhabditis_elegans_F19C7.7 F19C7.7, Caenorhabditis_elegans_D2024.8 D2024.8, Caenorhabditis_elegans_F54B11.1 F54B11.1, Caenorhabditis_elegans_F54B11.2 F54B11.2, Caenorhabditis_elegans_H06A10.2 H06A10.2, Caenorhabditis_elegans_Y73B6BL.34 Y73B6BL.34, Caenorhabditis_elegans_F58F6.2 F58F6.2, Caenorhabditis_elegans_ZK1010.7 ZK1010.7, Caenorhabditis_elegans_Y38C1BA.3 Y38C1BA.3, Caenorhabditis_elegans_W05B2.5 W05B2.5, Caenorhabditis_elegans_W05B2.1 W05B2.1, Caenorhabditis_elegans_W05B2.6 W05B2.6, Caenorhabditis_elegans_F52B11.4 F52B11.4, Caenorhabditis_elegans_Y41C4A.19 Y41C4A.19, Caenorhabditis_elegans_Y41C4A.16 Y41C4A.16					
N17.HOG0000190	OG0000166	n1																											Caenorhabditis_elegans_Y73B6BL.21d Y73B6BL.21d			Schmidtea_mediterranea_maker-scaffold2622-augustus-gene-0.20-mRNA-1 maker-scaffold2622-augustus-gene-0.20-mRNA-1 protein AED_0.00 eAED_0.00 QI_387|0.5|0.66|1|1|1|3|193|346		
N17.HOG0000191	OG0000170	n2																														Schmidtea_mediterranea_maker-scaffold11260-augustus-gene-0.11-mRNA-1 maker-scaffold11260-augustus-gene-0.11-mRNA-1 protein AED_0.02 eAED_0.02 QI_239|1|0.5|1|1|1|2|0|73		
N17.HOG0000192	OG0000171	n15																														Schmidtea_mediterranea_maker-scaffold1856-augustus-gene-1.52-mRNA-1 maker-scaffold1856-augustus-gene-1.52-mRNA-1 protein AED_0.15 eAED_0.15 QI_138|0.5|0.8|0.8|0.5|0.6|5|1177|445		
N17.HOG0000193	OG0000174	n0																											Caenorhabditis_elegans_ZK858.3 ZK858.3, Caenorhabditis_elegans_C25A1.8 C25A1.8, Caenorhabditis_elegans_K10B2.3b K10B2.3b, Caenorhabditis_elegans_C25B8.4c C25B8.4c					
N17.HOG0000194	OG0000177	n9																														Schmidtea_mediterranea_maker-scaffold2908-augustus-gene-0.26-mRNA-1 maker-scaffold2908-augustus-gene-0.26-mRNA-1 protein AED_0.00 eAED_0.00 QI_148|1|1|1|1|1|2|57|318		
N17.HOG0000195	OG0000178	n0																														Schmidtea_mediterranea_maker-scaffold16961-snap-gene-0.42-mRNA-1 maker-scaffold16961-snap-gene-0.42-mRNA-1 protein AED_0.11 eAED_0.11 QI_44|0.85|0.77|0.95|0.71|0.95|22|0|1896, Schmidtea_mediterranea_maker-scaffold1813-snap-gene-1.37-mRNA-1 maker-scaffold1813-snap-gene-1.37-mRNA-1 protein AED_0.01 eAED_0.01 QI_361|0.9|0.81|1|0.7|0.81|11|154|1476		
N17.HOG0000196	OG0000192	n0																														Schmidtea_mediterranea_snap_masked-scaffold10663-processed-gene-0.9-mRNA-1 snap_masked-scaffold10663-processed-gene-0.9-mRNA-1 protein AED_0.09 eAED_0.09 QI_518|1|1|1|0.5|0.63|11|203|1281		
N17.HOG0000197	OG0000195	n0																														Schmidtea_mediterranea_snap_masked-scaffold9675-processed-gene-0.6-mRNA-1 snap_masked-scaffold9675-processed-gene-0.6-mRNA-1 protein AED_0.06 eAED_0.06 QI_133|1|1|1|0.75|0.55|9|598|273		
N17.HOG0000198	OG0000199	n0																														Schmidtea_mediterranea_augustus_masked-scaffold9704-processed-gene-0.0-mRNA-1 augustus_masked-scaffold9704-processed-gene-0.0-mRNA-1 protein AED_0.13 eAED_0.13 QI_0|0|0|0.5|1|1|2|0|354, Schmidtea_mediterranea_maker-scaffold9367-augustus-gene-0.26-mRNA-1 maker-scaffold9367-augustus-gene-0.26-mRNA-1 protein AED_0.12 eAED_0.12 QI_0|0|0.5|1|0|0.5|2|132|286, Schmidtea_mediterranea_maker-scaffold8689-snap-gene-0.34-mRNA-1 maker-scaffold8689-snap-gene-0.34-mRNA-1 protein AED_0.22 eAED_0.22 QI_0|0|0|0.22|1|1|9|0|350		
N17.HOG0000199	OG0000202	n8																											Caenorhabditis_elegans_B0024.14d B0024.14d					
N17.HOG0000200	OG0000207	n0																											Caenorhabditis_elegans_Y54G2A.39b Y54G2A.39b, Caenorhabditis_elegans_K03H6.7 K03H6.7, Caenorhabditis_elegans_Y73C8C.2 Y73C8C.2, Caenorhabditis_elegans_Y54G2A.14 Y54G2A.14, Caenorhabditis_elegans_T26C12.6 T26C12.6, Caenorhabditis_elegans_Y54G2A.33 Y54G2A.33, Caenorhabditis_elegans_F38A1.4 F38A1.4, Caenorhabditis_elegans_F38A1.7 F38A1.7, Caenorhabditis_elegans_F38A1.14 F38A1.14, Caenorhabditis_elegans_Y54G2A.8b Y54G2A.8b, Caenorhabditis_elegans_F38A1.5 F38A1.5, Caenorhabditis_elegans_F38A1.1 F38A1.1, Caenorhabditis_elegans_F59A7.1 F59A7.1, Caenorhabditis_elegans_F38A1.10 F38A1.10, Caenorhabditis_elegans_Y46C8AL.2 Y46C8AL.2, Caenorhabditis_elegans_M162.2 M162.2, Caenorhabditis_elegans_Y46C8AL.9 Y46C8AL.9, Caenorhabditis_elegans_Y46C8AR.1 Y46C8AR.1, Caenorhabditis_elegans_Y46C8AL.5 Y46C8AL.5, Caenorhabditis_elegans_F56D6.2 F56D6.2, Caenorhabditis_elegans_Y46C8AL.4 Y46C8AL.4, Caenorhabditis_elegans_Y46C8AL.8 Y46C8AL.8, Caenorhabditis_elegans_F56D6.1 F56D6.1, Caenorhabditis_elegans_Y46C8AL.3 Y46C8AL.3					
N17.HOG0000201	OG0000209	n0																														Schmidtea_mediterranea_maker-scaffold5436-augustus-gene-0.16-mRNA-1 maker-scaffold5436-augustus-gene-0.16-mRNA-1 protein AED_0.24 eAED_0.24 QI_406|0.6|0.56|0.68|0.8|0.81|16|0|1330		
N17.HOG0000202	OG0000210	n0																														Schmidtea_mediterranea_maker-scaffold25626-augustus-gene-0.17-mRNA-1 maker-scaffold25626-augustus-gene-0.17-mRNA-1 protein AED_0.19 eAED_0.19 QI_57|0.77|0.7|0.8|0.77|0.9|10|0|792		
N17.HOG0000203	OG0000238	n0																											Caenorhabditis_elegans_F49A5.5b F49A5.5b, Caenorhabditis_elegans_F49A5.3 F49A5.3, Caenorhabditis_elegans_T20B3.15 T20B3.15, Caenorhabditis_elegans_Y102A5B.1 Y102A5B.1, Caenorhabditis_elegans_T20B3.12 T20B3.12, Caenorhabditis_elegans_F49A5.4b F49A5.4b, Caenorhabditis_elegans_T25E12.9 T25E12.9, Caenorhabditis_elegans_T25E12.8 T25E12.8, Caenorhabditis_elegans_Y102A5B.2b Y102A5B.2b, Caenorhabditis_elegans_Y102A5B.3 Y102A5B.3, Caenorhabditis_elegans_T20B3.16 T20B3.16, Caenorhabditis_elegans_F49A5.7 F49A5.7, Caenorhabditis_elegans_F49A5.2 F49A5.2, Caenorhabditis_elegans_F49A5.9 F49A5.9, Caenorhabditis_elegans_T25E12.10 T25E12.10, Caenorhabditis_elegans_T25E12.7 T25E12.7, Caenorhabditis_elegans_T20B3.13 T20B3.13					
N17.HOG0000204	OG0000248	n0																											Caenorhabditis_elegans_K03D10.1 K03D10.1			Schmidtea_mediterranea_maker-scaffold12332-augustus-gene-1.33-mRNA-1 maker-scaffold12332-augustus-gene-1.33-mRNA-1 protein AED_0.31 eAED_0.31 QI_175|0.55|0.63|0.84|0.27|0.63|19|168|852		
N17.HOG0000205	OG0000256	n0																											Caenorhabditis_elegans_Y71F9B.8e Y71F9B.8e					
N17.HOG0000206	OG0000269	n0																											Caenorhabditis_elegans_F11C3.2 F11C3.2, Caenorhabditis_elegans_C48E7.5 C48E7.5					
N17.HOG0000207	OG0000274	n0																														Schmidtea_mediterranea_maker-scaffold18081-snap-gene-0.31-mRNA-1 maker-scaffold18081-snap-gene-0.31-mRNA-1 protein AED_0.21 eAED_0.21 QI_0|0|0|0.37|1|1|8|0|332		
N17.HOG0000208	OG0000282	n0																														Schmidtea_mediterranea_maker-scaffold3815-snap-gene-1.62-mRNA-1 maker-scaffold3815-snap-gene-1.62-mRNA-1 protein AED_0.17 eAED_0.21 QI_7|0.25|0.4|0.8|0.25|0.4|5|37|540		
N17.HOG0000209	OG0000291	n0																														Schmidtea_mediterranea_maker-scaffold4965-augustus-gene-0.21-mRNA-1 maker-scaffold4965-augustus-gene-0.21-mRNA-1 protein AED_0.00 eAED_0.00 QI_218|1|1|1|1|1|6|22|452		
N17.HOG0000210	OG0000292	n0																											Caenorhabditis_elegans_Y69H2.12 Y69H2.12					
N17.HOG0000211	OG0000301	n0																											Caenorhabditis_elegans_Y39A3CL.6 Y39A3CL.6					
