N10.HOG0000320	OG0000371	n0																															Amphimedon_queenslandica_tr_A0A1X7UM07_A0A1X7UM07_AMPQE tr_A0A1X7UM07_A0A1X7UM07_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109582883 PE=4 SV=1	Ephydatia_muelleri_Em0005g1671a Em0005g1671a
N10.HOG0000321	OG0000379	n0																															Amphimedon_queenslandica_tr_A0A1X7VAZ6_A0A1X7VAZ6_AMPQE tr_A0A1X7VAZ6_A0A1X7VAZ6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000322	OG0000380	n0																															Amphimedon_queenslandica_tr_A0A1X7TKR4_A0A1X7TKR4_AMPQE tr_A0A1X7TKR4_A0A1X7TKR4_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TSB0_A0A1X7TSB0_AMPQE tr_A0A1X7TSB0_A0A1X7TSB0_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TW53_A0A1X7TW53_AMPQE tr_A0A1X7TW53_A0A1X7TW53_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TL37_A0A1X7TL37_AMPQE tr_A0A1X7TL37_A0A1X7TL37_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T1K9_A0A1X7T1K9_AMPQE tr_A0A1X7T1K9_A0A1X7T1K9_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UYE2_A0A1X7UYE2_AMPQE tr_A0A1X7UYE2_A0A1X7UYE2_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SDQ9_A0A1X7SDQ9_AMPQE tr_A0A1X7SDQ9_A0A1X7SDQ9_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SRF0_A0A1X7SRF0_AMPQE tr_A0A1X7SRF0_A0A1X7SRF0_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TKK8_A0A1X7TKK8_AMPQE tr_A0A1X7TKK8_A0A1X7TKK8_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U7X4_A0A1X7U7X4_AMPQE tr_A0A1X7U7X4_A0A1X7U7X4_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U6N1_A0A1X7U6N1_AMPQE tr_A0A1X7U6N1_A0A1X7U6N1_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U9K5_A0A1X7U9K5_AMPQE tr_A0A1X7U9K5_A0A1X7U9K5_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000323	OG0000400	n0																															Amphimedon_queenslandica_tr_A0A1X7VBT9_A0A1X7VBT9_AMPQE tr_A0A1X7VBT9_A0A1X7VBT9_AMPQE PDZ domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=100637874 PE=4 SV=1	Ephydatia_muelleri_Em0016g543a Em0016g543a
N10.HOG0000324	OG0000404	n0																															Amphimedon_queenslandica_tr_A0A1X7VBA7_A0A1X7VBA7_AMPQE tr_A0A1X7VBA7_A0A1X7VBA7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=100635556 PE=3 SV=1	Ephydatia_muelleri_Em0024g163a Em0024g163a, Ephydatia_muelleri_Em0024g158a Em0024g158a, Ephydatia_muelleri_Em0024g169a Em0024g169a, Ephydatia_muelleri_Em0024g182a Em0024g182a, Ephydatia_muelleri_Em0024g135a Em0024g135a, Ephydatia_muelleri_Em0024g125a Em0024g125a, Ephydatia_muelleri_Em0024g136a Em0024g136a, Ephydatia_muelleri_Em0024g157a Em0024g157a, Ephydatia_muelleri_Em0024g185a Em0024g185a, Ephydatia_muelleri_Em0024g159a Em0024g159a
N10.HOG0000325	OG0000405	n0																															Amphimedon_queenslandica_tr_A0A1X7VJ11_A0A1X7VJ11_AMPQE tr_A0A1X7VJ11_A0A1X7VJ11_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109580211 PE=4 SV=1	Ephydatia_muelleri_Em0073g2a Em0073g2a, Ephydatia_muelleri_Em0006g543a Em0006g543a, Ephydatia_muelleri_Em0006g600a Em0006g600a, Ephydatia_muelleri_Em0006g537a Em0006g537a, Ephydatia_muelleri_Em0006g541a Em0006g541a, Ephydatia_muelleri_Em0006g545a Em0006g545a, Ephydatia_muelleri_Em0006g538a Em0006g538a, Ephydatia_muelleri_Em0006g547a Em0006g547a, Ephydatia_muelleri_Em0006g535a Em0006g535a, Ephydatia_muelleri_Em0006g549a Em0006g549a
N10.HOG0000326	OG0000406	n0																																Ephydatia_muelleri_Em0005g613a Em0005g613a, Ephydatia_muelleri_Em0005g222a Em0005g222a, Ephydatia_muelleri_Em0005g649a Em0005g649a, Ephydatia_muelleri_Em0005g607a Em0005g607a, Ephydatia_muelleri_Em0005g609a Em0005g609a, Ephydatia_muelleri_Em0005g638a Em0005g638a, Ephydatia_muelleri_Em0005g618a Em0005g618a, Ephydatia_muelleri_Em0005g646a Em0005g646a, Ephydatia_muelleri_Em0005g643a Em0005g643a, Ephydatia_muelleri_Em0389g9a Em0389g9a, Ephydatia_muelleri_Em0005g623a Em0005g623a
N10.HOG0000327	OG0000407	n0																																Ephydatia_muelleri_Em0006g456a Em0006g456a, Ephydatia_muelleri_Em0006g564a Em0006g564a, Ephydatia_muelleri_Em0006g224a Em0006g224a, Ephydatia_muelleri_Em0006g627a Em0006g627a, Ephydatia_muelleri_Em0006g487a Em0006g487a, Ephydatia_muelleri_Em0006g485a Em0006g485a, Ephydatia_muelleri_Em0006g486a Em0006g486a, Ephydatia_muelleri_Em0006g587a Em0006g587a, Ephydatia_muelleri_Em0006g575a Em0006g575a, Ephydatia_muelleri_Em0006g574a Em0006g574a, Ephydatia_muelleri_Em0008g198a Em0008g198a
N10.HOG0000328	OG0000413	n0																																Ephydatia_muelleri_Em0009g1070a Em0009g1070a
N10.HOG0000329	OG0000415	n0																															Amphimedon_queenslandica_tr_A0A1X7SV93_A0A1X7SV93_AMPQE tr_A0A1X7SV93_A0A1X7SV93_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000330	OG0000423	n0																															Amphimedon_queenslandica_tr_A0A1X7V9Y5_A0A1X7V9Y5_AMPQE tr_A0A1X7V9Y5_A0A1X7V9Y5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000331	OG0000424	n0																																Ephydatia_muelleri_Em0001g1422a Em0001g1422a
N10.HOG0000332	OG0000432	n0																																Ephydatia_muelleri_Em0021g712a Em0021g712a, Ephydatia_muelleri_Em0021g700a Em0021g700a, Ephydatia_muelleri_Em0021g710a Em0021g710a, Ephydatia_muelleri_Em0021g676a Em0021g676a, Ephydatia_muelleri_Em0021g695a Em0021g695a
N10.HOG0000333	OG0000443	n0																															Amphimedon_queenslandica_tr_A0A1X7UKD6_A0A1X7UKD6_AMPQE tr_A0A1X7UKD6_A0A1X7UKD6_AMPQE NIDO domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7ULZ2_A0A1X7ULZ2_AMPQE tr_A0A1X7ULZ2_A0A1X7ULZ2_AMPQE NIDO domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7THC2_A0A1X7THC2_AMPQE tr_A0A1X7THC2_A0A1X7THC2_AMPQE NIDO domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7ULR0_A0A1X7ULR0_AMPQE tr_A0A1X7ULR0_A0A1X7ULR0_AMPQE NIDO domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U2M9_A0A1X7U2M9_AMPQE tr_A0A1X7U2M9_A0A1X7U2M9_AMPQE NIDO domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VHV2_A0A1X7VHV2_AMPQE tr_A0A1X7VHV2_A0A1X7VHV2_AMPQE NIDO domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109580188 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VIN5_A0A1X7VIN5_AMPQE tr_A0A1X7VIN5_A0A1X7VIN5_AMPQE NIDO domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VJ09_A0A1X7VJ09_AMPQE tr_A0A1X7VJ09_A0A1X7VJ09_AMPQE NIDO domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000334	OG0000445	n1																															Amphimedon_queenslandica_tr_A0A1X7VCN3_A0A1X7VCN3_AMPQE tr_A0A1X7VCN3_A0A1X7VCN3_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7VBB8_A0A1X7VBB8_AMPQE tr_A0A1X7VBB8_A0A1X7VBB8_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TNR8_A0A1X7TNR8_AMPQE tr_A0A1X7TNR8_A0A1X7TNR8_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V5F4_A0A1X7V5F4_AMPQE tr_A0A1X7V5F4_A0A1X7V5F4_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 GN=109581153 PE=4 SV=1	Ephydatia_muelleri_Em0001g3807a Em0001g3807a
N10.HOG0000335	OG0000445	n5																															Amphimedon_queenslandica_tr_A0A1X7U087_A0A1X7U087_AMPQE tr_A0A1X7U087_A0A1X7U087_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TM41_A0A1X7TM41_AMPQE tr_A0A1X7TM41_A0A1X7TM41_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TQL2_A0A1X7TQL2_AMPQE tr_A0A1X7TQL2_A0A1X7TQL2_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U6P8_A0A1X7U6P8_AMPQE tr_A0A1X7U6P8_A0A1X7U6P8_AMPQE Fibrinogen C-terminal domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0022g873a Em0022g873a
N10.HOG0000336	OG0000446	n0																															Amphimedon_queenslandica_tr_A0A1X7UZJ1_A0A1X7UZJ1_AMPQE tr_A0A1X7UZJ1_A0A1X7UZJ1_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0006g466a Em0006g466a, Ephydatia_muelleri_Em0006g451a Em0006g451a, Ephydatia_muelleri_Em0006g468a Em0006g468a, Ephydatia_muelleri_Em0006g452a Em0006g452a, Ephydatia_muelleri_Em0006g467a Em0006g467a, Ephydatia_muelleri_Em0006g437a Em0006g437a, Ephydatia_muelleri_Em0006g447a Em0006g447a, Ephydatia_muelleri_Em0006g681a Em0006g681a, Ephydatia_muelleri_Em0006g696a Em0006g696a
N10.HOG0000337	OG0000447	n0																															Amphimedon_queenslandica_tr_A0A1X7VE53_A0A1X7VE53_AMPQE tr_A0A1X7VE53_A0A1X7VE53_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000338	OG0000468	n0																															Amphimedon_queenslandica_tr_A0A1X7TNR0_A0A1X7TNR0_AMPQE tr_A0A1X7TNR0_A0A1X7TNR0_AMPQE EGF_CA domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000339	OG0000476	n0																																Ephydatia_muelleri_Em0099g3a Em0099g3a, Ephydatia_muelleri_Em0099g23a Em0099g23a, Ephydatia_muelleri_Em0429g7a Em0429g7a, Ephydatia_muelleri_Em0145g12a Em0145g12a
N10.HOG0000340	OG0000492	n0																															Amphimedon_queenslandica_tr_A0A1X7UJ93_A0A1X7UJ93_AMPQE tr_A0A1X7UJ93_A0A1X7UJ93_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109583160 PE=4 SV=1	Ephydatia_muelleri_Em0011g453a Em0011g453a, Ephydatia_muelleri_Em0005g588a Em0005g588a
N10.HOG0000341	OG0000493	n0																																Ephydatia_muelleri_Em0003g1622a Em0003g1622a, Ephydatia_muelleri_Em0003g1685a Em0003g1685a, Ephydatia_muelleri_Em0003g1694a Em0003g1694a, Ephydatia_muelleri_Em0003g1689a Em0003g1689a, Ephydatia_muelleri_Em0003g1626a Em0003g1626a, Ephydatia_muelleri_Em0003g1613a Em0003g1613a, Ephydatia_muelleri_Em0003g1692a Em0003g1692a, Ephydatia_muelleri_Em0003g1702a Em0003g1702a
N10.HOG0000342	OG0000496	n0																															Amphimedon_queenslandica_tr_A0A1X7UFI1_A0A1X7UFI1_AMPQE tr_A0A1X7UFI1_A0A1X7UFI1_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UFF0_A0A1X7UFF0_AMPQE tr_A0A1X7UFF0_A0A1X7UFF0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T7V9_A0A1X7T7V9_AMPQE tr_A0A1X7T7V9_A0A1X7T7V9_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UEL7_A0A1X7UEL7_AMPQE tr_A0A1X7UEL7_A0A1X7UEL7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SPR4_A0A1X7SPR4_AMPQE tr_A0A1X7SPR4_A0A1X7SPR4_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T7Y1_A0A1X7T7Y1_AMPQE tr_A0A1X7T7Y1_A0A1X7T7Y1_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UFE0_A0A1X7UFE0_AMPQE tr_A0A1X7UFE0_A0A1X7UFE0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UFE5_A0A1X7UFE5_AMPQE tr_A0A1X7UFE5_A0A1X7UFE5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UFH6_A0A1X7UFH6_AMPQE tr_A0A1X7UFH6_A0A1X7UFH6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109583713 PE=4 SV=1	
N10.HOG0000343	OG0000497	n0																																Ephydatia_muelleri_Em0005g474a Em0005g474a, Ephydatia_muelleri_Em0005g464a Em0005g464a, Ephydatia_muelleri_Em0005g487a Em0005g487a, Ephydatia_muelleri_Em0005g489a Em0005g489a, Ephydatia_muelleri_Em0083g6a Em0083g6a, Ephydatia_muelleri_Em0017g786a Em0017g786a, Ephydatia_muelleri_Em0005g468a Em0005g468a, Ephydatia_muelleri_Em0005g492a Em0005g492a, Ephydatia_muelleri_Em0005g480a Em0005g480a
N10.HOG0000344	OG0000500	n0																															Amphimedon_queenslandica_tr_A0A1X7VCL3_A0A1X7VCL3_AMPQE tr_A0A1X7VCL3_A0A1X7VCL3_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000345	OG0000510	n0																															Amphimedon_queenslandica_tr_A0A1X7TQ77_A0A1X7TQ77_AMPQE tr_A0A1X7TQ77_A0A1X7TQ77_AMPQE PH domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SLC9_A0A1X7SLC9_AMPQE tr_A0A1X7SLC9_A0A1X7SLC9_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SXH0_A0A1X7SXH0_AMPQE tr_A0A1X7SXH0_A0A1X7SXH0_AMPQE PH domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	Ephydatia_muelleri_Em0018g1118a Em0018g1118a
N10.HOG0000346	OG0000548	n0																															Amphimedon_queenslandica_tr_A0A1X7U309_A0A1X7U309_AMPQE tr_A0A1X7U309_A0A1X7U309_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000347	OG0000552	n0																															Amphimedon_queenslandica_tr_A0A1X7TYZ7_A0A1X7TYZ7_AMPQE tr_A0A1X7TYZ7_A0A1X7TYZ7_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TZK0_A0A1X7TZK0_AMPQE tr_A0A1X7TZK0_A0A1X7TZK0_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U098_A0A1X7U098_AMPQE tr_A0A1X7U098_A0A1X7U098_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U000_A0A1X7U000_AMPQE tr_A0A1X7U000_A0A1X7U000_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T4E5_A0A1X7T4E5_AMPQE tr_A0A1X7T4E5_A0A1X7T4E5_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UJR4_A0A1X7UJR4_AMPQE tr_A0A1X7UJR4_A0A1X7UJR4_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U0K4_A0A1X7U0K4_AMPQE tr_A0A1X7U0K4_A0A1X7U0K4_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7U0E3_A0A1X7U0E3_AMPQE tr_A0A1X7U0E3_A0A1X7U0E3_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000348	OG0000554	n0																																Ephydatia_muelleri_Em0019g315a Em0019g315a, Ephydatia_muelleri_Em0019g316a Em0019g316a
N10.HOG0000349	OG0000577	n0																																Ephydatia_muelleri_Em0009g817a Em0009g817a, Ephydatia_muelleri_Em0006g1310a Em0006g1310a
N10.HOG0000350	OG0000607	n0																																Ephydatia_muelleri_Em0022g628a Em0022g628a, Ephydatia_muelleri_Em0022g621a Em0022g621a, Ephydatia_muelleri_Em0008g1230a Em0008g1230a, Ephydatia_muelleri_Em0002g962a Em0002g962a
N10.HOG0000351	OG0000619	n0																															Amphimedon_queenslandica_tr_A0A1X7SKU1_A0A1X7SKU1_AMPQE tr_A0A1X7SKU1_A0A1X7SKU1_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7SXU0_A0A1X7SXU0_AMPQE tr_A0A1X7SXU0_A0A1X7SXU0_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7T8N7_A0A1X7T8N7_AMPQE tr_A0A1X7T8N7_A0A1X7T8N7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TAR4_A0A1X7TAR4_AMPQE tr_A0A1X7TAR4_A0A1X7TAR4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UFE9_A0A1X7UFE9_AMPQE tr_A0A1X7UFE9_A0A1X7UFE9_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TVU7_A0A1X7TVU7_AMPQE tr_A0A1X7TVU7_A0A1X7TVU7_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V2T8_A0A1X7V2T8_AMPQE tr_A0A1X7V2T8_A0A1X7V2T8_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000352	OG0000620	n0																															Amphimedon_queenslandica_tr_A0A1X7V0C0_A0A1X7V0C0_AMPQE tr_A0A1X7V0C0_A0A1X7V0C0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109581576 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7V1D7_A0A1X7V1D7_AMPQE tr_A0A1X7V1D7_A0A1X7V1D7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109581577 PE=4 SV=1	Ephydatia_muelleri_Em0145g1a Em0145g1a, Ephydatia_muelleri_Em0023g681a Em0023g681a, Ephydatia_muelleri_Em0023g758a Em0023g758a, Ephydatia_muelleri_Em0023g679a Em0023g679a, Ephydatia_muelleri_Em0145g3a Em0145g3a
N10.HOG0000353	OG0000621	n0																																Ephydatia_muelleri_Em0003g397a Em0003g397a, Ephydatia_muelleri_Em0003g406a Em0003g406a, Ephydatia_muelleri_Em0003g360a Em0003g360a, Ephydatia_muelleri_Em0003g409a Em0003g409a, Ephydatia_muelleri_Em0003g421a Em0003g421a, Ephydatia_muelleri_Em0017g484a Em0017g484a, Ephydatia_muelleri_Em0191g3a Em0191g3a
N10.HOG0000354	OG0000622	n0																																Ephydatia_muelleri_Em0002g1240a Em0002g1240a, Ephydatia_muelleri_Em0002g751a Em0002g751a
N10.HOG0000355	OG0000624	n0																															Amphimedon_queenslandica_tr_A0A1X7VT85_A0A1X7VT85_AMPQE tr_A0A1X7VT85_A0A1X7VT85_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109582219 PE=4 SV=1	
N10.HOG0000356	OG0000641	n0																															Amphimedon_queenslandica_tr_A0A1X7TTV9_A0A1X7TTV9_AMPQE tr_A0A1X7TTV9_A0A1X7TTV9_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000357	OG0000658	n0																															Amphimedon_queenslandica_tr_A0A1X7UDH0_A0A1X7UDH0_AMPQE tr_A0A1X7UDH0_A0A1X7UDH0_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105313594 PE=4 SV=1	
N10.HOG0000358	OG0000681	n0																															Amphimedon_queenslandica_tr_A0A1X7TGB6_A0A1X7TGB6_AMPQE tr_A0A1X7TGB6_A0A1X7TGB6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000359	OG0000701	n0																															Amphimedon_queenslandica_tr_A0A1X7U9W0_A0A1X7U9W0_AMPQE tr_A0A1X7U9W0_A0A1X7U9W0_AMPQE MFS domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000360	OG0000719	n0																															Amphimedon_queenslandica_tr_A0A1X7UXT4_A0A1X7UXT4_AMPQE tr_A0A1X7UXT4_A0A1X7UXT4_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=109581757 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UV36_A0A1X7UV36_AMPQE tr_A0A1X7UV36_A0A1X7UV36_AMPQE Fibronectin type-III domain-containing protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000361	OG0000720	n0																															Amphimedon_queenslandica_tr_A0A1X7TU28_A0A1X7TU28_AMPQE tr_A0A1X7TU28_A0A1X7TU28_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105314361 PE=4 SV=1	
N10.HOG0000362	OG0000732	n0																															Amphimedon_queenslandica_tr_A0A1X7SY83_A0A1X7SY83_AMPQE tr_A0A1X7SY83_A0A1X7SY83_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000363	OG0000745	n0																															Amphimedon_queenslandica_tr_A0A1X7UR59_A0A1X7UR59_AMPQE tr_A0A1X7UR59_A0A1X7UR59_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7US96_A0A1X7US96_AMPQE tr_A0A1X7US96_A0A1X7US96_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7TTF6_A0A1X7TTF6_AMPQE tr_A0A1X7TTF6_A0A1X7TTF6_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1, Amphimedon_queenslandica_tr_A0A1X7UHM7_A0A1X7UHM7_AMPQE tr_A0A1X7UHM7_A0A1X7UHM7_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 PE=4 SV=1	
N10.HOG0000364	OG0000746	n0																															Amphimedon_queenslandica_tr_A0A1X7UYF5_A0A1X7UYF5_AMPQE tr_A0A1X7UYF5_A0A1X7UYF5_AMPQE Uncharacterized protein OS=Amphimedon queenslandica OX=400682 GN=105312624 PE=4 SV=1	Ephydatia_muelleri_Em0005g126a Em0005g126a
