Orthogroup	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Acropora_digitifera
OG0000032	Nematostella_vectensis_NV2t007278001.1 NV2t007278001.1, Nematostella_vectensis_NV2t008870004.1 NV2t008870004.1, Nematostella_vectensis_NV2t008870003.1 NV2t008870003.1, Nematostella_vectensis_NV2t008863001.1 NV2t008863001.1, Nematostella_vectensis_NV2t008854001.1 NV2t008854001.1, Nematostella_vectensis_NV2t008836001.1 NV2t008836001.1, Nematostella_vectensis_NV2t008860001.1 NV2t008860001.1	Acropora_digitifera_adi_v1.12501 adi_v1.12501, Acropora_digitifera_adi_v1.16147 adi_v1.16147, Acropora_digitifera_adi_v1.24590 adi_v1.24590, Acropora_digitifera_adi_v1.12502 adi_v1.12502, Acropora_digitifera_adi_v1.23164 adi_v1.23164, Acropora_digitifera_adi_v1.04304 adi_v1.04304
OG0000033	Nematostella_vectensis_NV2t002667001.1 NV2t002667001.1	Acropora_digitifera_adi_v1.07578 adi_v1.07578
OG0000034	Nematostella_vectensis_NV2t018302001.1 NV2t018302001.1	Acropora_digitifera_adi_v1.08610 adi_v1.08610
OG0000034	Nematostella_vectensis_NV2t021926001.1 NV2t021926001.1	Acropora_digitifera_adi_v1.13495 adi_v1.13495
OG0000035	Nematostella_vectensis_NV2t010387001.1 NV2t010387001.1	Acropora_digitifera_adi_v1.00964 adi_v1.00964, Acropora_digitifera_adi_v1.01652 adi_v1.01652
OG0000035	Nematostella_vectensis_NV2t000997001.1 NV2t000997001.1, Nematostella_vectensis_NV2t000996001.1 NV2t000996001.1	Acropora_digitifera_adi_v1.22961 adi_v1.22961, Acropora_digitifera_adi_v1.02263 adi_v1.02263
OG0000036	Nematostella_vectensis_NV2t025171002.1 NV2t025171002.1, Nematostella_vectensis_NV2t025171001.1 NV2t025171001.1, Nematostella_vectensis_NV2t022153002.1 NV2t022153002.1, Nematostella_vectensis_NV2t022153001.1 NV2t022153001.1	Acropora_digitifera_adi_v1.11172 adi_v1.11172
OG0000036	Nematostella_vectensis_NV2t025188001.1 NV2t025188001.1	Acropora_digitifera_adi_v1.11171 adi_v1.11171, Acropora_digitifera_adi_v1.21085 adi_v1.21085
OG0000037	Nematostella_vectensis_NV2t020441001.1 NV2t020441001.1, Nematostella_vectensis_NV2t020449001.1 NV2t020449001.1	Acropora_digitifera_adi_v1.12940 adi_v1.12940, Acropora_digitifera_adi_v1.22657 adi_v1.22657
OG0000038	Nematostella_vectensis_NV2t022131001.1 NV2t022131001.1	Acropora_digitifera_adi_v1.21776 adi_v1.21776, Acropora_digitifera_adi_v1.17595 adi_v1.17595, Acropora_digitifera_adi_v1.01701 adi_v1.01701, Acropora_digitifera_adi_v1.02274 adi_v1.02274, Acropora_digitifera_adi_v1.14625 adi_v1.14625, Acropora_digitifera_adi_v1.01699 adi_v1.01699, Acropora_digitifera_adi_v1.06643 adi_v1.06643
OG0000038	Nematostella_vectensis_NV2t022058002.1 NV2t022058002.1, Nematostella_vectensis_NV2t022058001.1 NV2t022058001.1	Acropora_digitifera_adi_v1.19173 adi_v1.19173, Acropora_digitifera_adi_v1.19174 adi_v1.19174
OG0000038	Nematostella_vectensis_NV2t022054001.1 NV2t022054001.1	Acropora_digitifera_adi_v1.19172 adi_v1.19172
OG0000038	Nematostella_vectensis_NV2t022707001.1 NV2t022707001.1, Nematostella_vectensis_NV2t022707002.1 NV2t022707002.1	Acropora_digitifera_adi_v1.24713 adi_v1.24713
OG0000039	Nematostella_vectensis_NV2t023271001.1 NV2t023271001.1, Nematostella_vectensis_NV2t023270001.1 NV2t023270001.1	Acropora_digitifera_adi_v1.18902 adi_v1.18902, Acropora_digitifera_adi_v1.15125 adi_v1.15125
OG0000039	Nematostella_vectensis_NV2t023497001.1 NV2t023497001.1, Nematostella_vectensis_NV2t023274001.1 NV2t023274001.1	Acropora_digitifera_adi_v1.16330 adi_v1.16330, Acropora_digitifera_adi_v1.15494 adi_v1.15494, Acropora_digitifera_adi_v1.15094 adi_v1.15094
OG0000039	Nematostella_vectensis_NV2t023341001.1 NV2t023341001.1, Nematostella_vectensis_NV2t021586002.1 NV2t021586002.1, Nematostella_vectensis_NV2t023495001.1 NV2t023495001.1, Nematostella_vectensis_NV2t023494004.1 NV2t023494004.1, Nematostella_vectensis_NV2t023494005.1 NV2t023494005.1, Nematostella_vectensis_NV2t023494003.1 NV2t023494003.1, Nematostella_vectensis_NV2t023494002.1 NV2t023494002.1, Nematostella_vectensis_NV2t023494001.1 NV2t023494001.1	Acropora_digitifera_adi_v1.12546 adi_v1.12546
OG0000040	Nematostella_vectensis_NV2t000320001.1 NV2t000320001.1	Acropora_digitifera_adi_v1.05800 adi_v1.05800
OG0000040	Nematostella_vectensis_NV2t013801001.1 NV2t013801001.1	Acropora_digitifera_adi_v1.09775 adi_v1.09775
OG0000041	Nematostella_vectensis_NV2t020167001.1 NV2t020167001.1, Nematostella_vectensis_NV2t022463002.1 NV2t022463002.1, Nematostella_vectensis_NV2t022463001.1 NV2t022463001.1, Nematostella_vectensis_NV2t019996001.1 NV2t019996001.1, Nematostella_vectensis_NV2t019992001.1 NV2t019992001.1	Acropora_digitifera_adi_v1.03072 adi_v1.03072
OG0000041	Nematostella_vectensis_NV2t015230001.1 NV2t015230001.1	Acropora_digitifera_adi_v1.21179 adi_v1.21179
OG0000041	Nematostella_vectensis_NV2t008369001.1 NV2t008369001.1	Acropora_digitifera_adi_v1.12520 adi_v1.12520, Acropora_digitifera_adi_v1.02837 adi_v1.02837
OG0000042	Nematostella_vectensis_NV2t019653001.1 NV2t019653001.1	Acropora_digitifera_adi_v1.01395 adi_v1.01395
OG0000042	Nematostella_vectensis_NV2t017038001.1 NV2t017038001.1, Nematostella_vectensis_NV2t016569001.1 NV2t016569001.1, Nematostella_vectensis_NV2t017107001.1 NV2t017107001.1	Acropora_digitifera_adi_v1.15503 adi_v1.15503
OG0000042	Nematostella_vectensis_NV2t016567001.1 NV2t016567001.1, Nematostella_vectensis_NV2t017148001.1 NV2t017148001.1	Acropora_digitifera_adi_v1.15501 adi_v1.15501
OG0000044	Nematostella_vectensis_NV2t009869001.1 NV2t009869001.1, Nematostella_vectensis_NV2t010348003.1 NV2t010348003.1, Nematostella_vectensis_NV2t010348004.1 NV2t010348004.1, Nematostella_vectensis_NV2t010348002.1 NV2t010348002.1, Nematostella_vectensis_NV2t010348007.1 NV2t010348007.1, Nematostella_vectensis_NV2t010348005.1 NV2t010348005.1, Nematostella_vectensis_NV2t010348010.1 NV2t010348010.1, Nematostella_vectensis_NV2t010348008.1 NV2t010348008.1	Acropora_digitifera_adi_v1.17869 adi_v1.17869, Acropora_digitifera_adi_v1.01279 adi_v1.01279, Acropora_digitifera_adi_v1.01276 adi_v1.01276, Acropora_digitifera_adi_v1.01277 adi_v1.01277
OG0000045	Nematostella_vectensis_NV2t015819001.1 NV2t015819001.1	Acropora_digitifera_adi_v1.10227 adi_v1.10227
OG0000045	Nematostella_vectensis_NV2t017119001.1 NV2t017119001.1	Acropora_digitifera_adi_v1.09586 adi_v1.09586
OG0000045	Nematostella_vectensis_NV2t015818001.1 NV2t015818001.1	Acropora_digitifera_adi_v1.23198 adi_v1.23198
OG0000046	Nematostella_vectensis_NV2t015588001.1 NV2t015588001.1, Nematostella_vectensis_NV2t007283001.1 NV2t007283001.1, Nematostella_vectensis_NV2t007282001.1 NV2t007282001.1, Nematostella_vectensis_NV2t011749001.1 NV2t011749001.1, Nematostella_vectensis_NV2t011749002.1 NV2t011749002.1, Nematostella_vectensis_NV2t011749003.1 NV2t011749003.1, Nematostella_vectensis_NV2t007825001.1 NV2t007825001.1, Nematostella_vectensis_NV2t022910001.1 NV2t022910001.1	Acropora_digitifera_adi_v1.11433 adi_v1.11433, Acropora_digitifera_adi_v1.13810 adi_v1.13810, Acropora_digitifera_adi_v1.22260 adi_v1.22260, Acropora_digitifera_adi_v1.17607 adi_v1.17607, Acropora_digitifera_adi_v1.10417 adi_v1.10417, Acropora_digitifera_adi_v1.11233 adi_v1.11233, Acropora_digitifera_adi_v1.11714 adi_v1.11714, Acropora_digitifera_adi_v1.18842 adi_v1.18842, Acropora_digitifera_adi_v1.23505 adi_v1.23505, Acropora_digitifera_adi_v1.23018 adi_v1.23018, Acropora_digitifera_adi_v1.02067 adi_v1.02067, Acropora_digitifera_adi_v1.23506 adi_v1.23506, Acropora_digitifera_adi_v1.10319 adi_v1.10319, Acropora_digitifera_adi_v1.24389 adi_v1.24389, Acropora_digitifera_adi_v1.21947 adi_v1.21947, Acropora_digitifera_adi_v1.00626 adi_v1.00626
OG0000047	Nematostella_vectensis_NV2t000021003.1 NV2t000021003.1, Nematostella_vectensis_NV2t000021001.1 NV2t000021001.1, Nematostella_vectensis_NV2t000021002.1 NV2t000021002.1, Nematostella_vectensis_NV2t000027001.1 NV2t000027001.1	Acropora_digitifera_adi_v1.11979 adi_v1.11979
OG0000049	Nematostella_vectensis_NV2t002812001.1 NV2t002812001.1	Acropora_digitifera_adi_v1.00526 adi_v1.00526
OG0000051	Nematostella_vectensis_NV2t000628001.1 NV2t000628001.1	Acropora_digitifera_adi_v1.01617 adi_v1.01617, Acropora_digitifera_adi_v1.22187 adi_v1.22187, Acropora_digitifera_adi_v1.22186 adi_v1.22186, Acropora_digitifera_adi_v1.01615 adi_v1.01615
OG0000051	Nematostella_vectensis_NV2t003042004.1 NV2t003042004.1	Acropora_digitifera_adi_v1.17811 adi_v1.17811
OG0000052	Nematostella_vectensis_NV2t014486001.1 NV2t014486001.1, Nematostella_vectensis_NV2t014492001.1 NV2t014492001.1	Acropora_digitifera_adi_v1.23979 adi_v1.23979, Acropora_digitifera_adi_v1.15015 adi_v1.15015, Acropora_digitifera_adi_v1.00476 adi_v1.00476, Acropora_digitifera_adi_v1.17032 adi_v1.17032, Acropora_digitifera_adi_v1.00475 adi_v1.00475, Acropora_digitifera_adi_v1.05237 adi_v1.05237, Acropora_digitifera_adi_v1.08790 adi_v1.08790, Acropora_digitifera_adi_v1.19318 adi_v1.19318, Acropora_digitifera_adi_v1.16890 adi_v1.16890, Acropora_digitifera_adi_v1.06111 adi_v1.06111, Acropora_digitifera_adi_v1.10740 adi_v1.10740, Acropora_digitifera_adi_v1.08788 adi_v1.08788, Acropora_digitifera_adi_v1.17531 adi_v1.17531, Acropora_digitifera_adi_v1.05209 adi_v1.05209
OG0000052	Nematostella_vectensis_NV2t014974003.1 NV2t014974003.1	Acropora_digitifera_adi_v1.18882 adi_v1.18882, Acropora_digitifera_adi_v1.16615 adi_v1.16615, Acropora_digitifera_adi_v1.22447 adi_v1.22447, Acropora_digitifera_adi_v1.03642 adi_v1.03642, Acropora_digitifera_adi_v1.21147 adi_v1.21147, Acropora_digitifera_adi_v1.21604 adi_v1.21604, Acropora_digitifera_adi_v1.21148 adi_v1.21148, Acropora_digitifera_adi_v1.17997 adi_v1.17997, Acropora_digitifera_adi_v1.21832 adi_v1.21832, Acropora_digitifera_adi_v1.11491 adi_v1.11491
OG0000054	Nematostella_vectensis_NV2t000638001.1 NV2t000638001.1	Acropora_digitifera_adi_v1.13439 adi_v1.13439
OG0000054	Nematostella_vectensis_NV2t005524014.1 NV2t005524014.1, Nematostella_vectensis_NV2t005524013.1 NV2t005524013.1, Nematostella_vectensis_NV2t005524012.1 NV2t005524012.1	Acropora_digitifera_adi_v1.00193 adi_v1.00193
OG0000056	Nematostella_vectensis_NV2t020283001.1 NV2t020283001.1	Acropora_digitifera_adi_v1.22521 adi_v1.22521
OG0000058	Nematostella_vectensis_NV2t023484001.1 NV2t023484001.1	Acropora_digitifera_adi_v1.09748 adi_v1.09748, Acropora_digitifera_adi_v1.20259 adi_v1.20259, Acropora_digitifera_adi_v1.06948 adi_v1.06948, Acropora_digitifera_adi_v1.13941 adi_v1.13941
OG0000058	Nematostella_vectensis_NV2t023295002.1 NV2t023295002.1, Nematostella_vectensis_NV2t023295001.1 NV2t023295001.1, Nematostella_vectensis_NV2t022985001.1 NV2t022985001.1, Nematostella_vectensis_NV2t023818001.1 NV2t023818001.1, Nematostella_vectensis_NV2t023715001.1 NV2t023715001.1	Acropora_digitifera_adi_v1.10945 adi_v1.10945
OG0000059	Nematostella_vectensis_NV2t018056001.1 NV2t018056001.1, Nematostella_vectensis_NV2t018054001.1 NV2t018054001.1	Acropora_digitifera_adi_v1.03807 adi_v1.03807, Acropora_digitifera_adi_v1.22370 adi_v1.22370
OG0000062	Nematostella_vectensis_NV2t020618001.1 NV2t020618001.1, Nematostella_vectensis_NV2t009243001.1 NV2t009243001.1	Acropora_digitifera_adi_v1.19726 adi_v1.19726
OG0000062	Nematostella_vectensis_NV2t019817003.1 NV2t019817003.1, Nematostella_vectensis_NV2t019817001.1 NV2t019817001.1, Nematostella_vectensis_NV2t019817002.1 NV2t019817002.1	Acropora_digitifera_adi_v1.20013 adi_v1.20013
OG0000063	Nematostella_vectensis_NV2t000128002.1 NV2t000128002.1, Nematostella_vectensis_NV2t000128001.1 NV2t000128001.1, Nematostella_vectensis_NV2t000128004.1 NV2t000128004.1, Nematostella_vectensis_NV2t000128003.1 NV2t000128003.1	Acropora_digitifera_adi_v1.13405 adi_v1.13405
OG0000063	Nematostella_vectensis_NV2t010760002.1 NV2t010760002.1, Nematostella_vectensis_NV2t010760001.1 NV2t010760001.1	Acropora_digitifera_adi_v1.14406 adi_v1.14406
OG0000063	Nematostella_vectensis_NV2t023188001.1 NV2t023188001.1	Acropora_digitifera_adi_v1.02079 adi_v1.02079
OG0000064	Nematostella_vectensis_NV2t022931001.1 NV2t022931001.1	Acropora_digitifera_adi_v1.06463 adi_v1.06463, Acropora_digitifera_adi_v1.10842 adi_v1.10842
OG0000065	Nematostella_vectensis_NV2t022015001.1 NV2t022015001.1	Acropora_digitifera_adi_v1.01898 adi_v1.01898, Acropora_digitifera_adi_v1.06117 adi_v1.06117
OG0000065	Nematostella_vectensis_NV2t022018001.1 NV2t022018001.1	Acropora_digitifera_adi_v1.06118 adi_v1.06118
OG0000067	Nematostella_vectensis_NV2t017466001.1 NV2t017466001.1	Acropora_digitifera_adi_v1.19115 adi_v1.19115, Acropora_digitifera_adi_v1.02617 adi_v1.02617
OG0000067	Nematostella_vectensis_NV2t017536001.1 NV2t017536001.1, Nematostella_vectensis_NV2t014474001.1 NV2t014474001.1	Acropora_digitifera_adi_v1.03804 adi_v1.03804, Acropora_digitifera_adi_v1.14055 adi_v1.14055
OG0000069	Nematostella_vectensis_NV2t016090001.1 NV2t016090001.1	Acropora_digitifera_adi_v1.10867 adi_v1.10867, Acropora_digitifera_adi_v1.10097 adi_v1.10097, Acropora_digitifera_adi_v1.10098 adi_v1.10098
OG0000070	Nematostella_vectensis_NV2t013306001.1 NV2t013306001.1	Acropora_digitifera_adi_v1.23658 adi_v1.23658
OG0000073	Nematostella_vectensis_NV2t000893001.1 NV2t000893001.1, Nematostella_vectensis_NV2t006315001.1 NV2t006315001.1, Nematostella_vectensis_NV2t007757001.1 NV2t007757001.1	Acropora_digitifera_adi_v1.15179 adi_v1.15179, Acropora_digitifera_adi_v1.05328 adi_v1.05328
OG0000073	Nematostella_vectensis_NV2t007641001.1 NV2t007641001.1	Acropora_digitifera_adi_v1.04930 adi_v1.04930, Acropora_digitifera_adi_v1.22382 adi_v1.22382, Acropora_digitifera_adi_v1.23720 adi_v1.23720, Acropora_digitifera_adi_v1.20003 adi_v1.20003, Acropora_digitifera_adi_v1.20002 adi_v1.20002, Acropora_digitifera_adi_v1.15653 adi_v1.15653, Acropora_digitifera_adi_v1.23721 adi_v1.23721, Acropora_digitifera_adi_v1.00855 adi_v1.00855, Acropora_digitifera_adi_v1.21206 adi_v1.21206, Acropora_digitifera_adi_v1.22381 adi_v1.22381
OG0000075	Nematostella_vectensis_NV2t002755001.1 NV2t002755001.1	Acropora_digitifera_adi_v1.02324 adi_v1.02324
OG0000075	Nematostella_vectensis_NV2t013338003.1 NV2t013338003.1, Nematostella_vectensis_NV2t013338002.1 NV2t013338002.1, Nematostella_vectensis_NV2t013338001.1 NV2t013338001.1, Nematostella_vectensis_NV2t003202001.1 NV2t003202001.1	Acropora_digitifera_adi_v1.20443 adi_v1.20443
OG0000080	Nematostella_vectensis_NV2t017964001.1 NV2t017964001.1	Acropora_digitifera_adi_v1.23049 adi_v1.23049
OG0000080	Nematostella_vectensis_NV2t002779001.1 NV2t002779001.1	Acropora_digitifera_adi_v1.20179 adi_v1.20179, Acropora_digitifera_adi_v1.03235 adi_v1.03235
OG0000081	Nematostella_vectensis_NV2t001170001.1 NV2t001170001.1	Acropora_digitifera_adi_v1.14148 adi_v1.14148
OG0000082	Nematostella_vectensis_NV2t009511001.1 NV2t009511001.1	Acropora_digitifera_adi_v1.10757 adi_v1.10757
OG0000082	Nematostella_vectensis_NV2t020881001.1 NV2t020881001.1	Acropora_digitifera_adi_v1.19272 adi_v1.19272, Acropora_digitifera_adi_v1.08091 adi_v1.08091, Acropora_digitifera_adi_v1.08090 adi_v1.08090, Acropora_digitifera_adi_v1.03875 adi_v1.03875, Acropora_digitifera_adi_v1.23202 adi_v1.23202, Acropora_digitifera_adi_v1.03874 adi_v1.03874, Acropora_digitifera_adi_v1.03249 adi_v1.03249, Acropora_digitifera_adi_v1.22782 adi_v1.22782, Acropora_digitifera_adi_v1.00154 adi_v1.00154
OG0000082	Nematostella_vectensis_NV2t016343001.1 NV2t016343001.1	Acropora_digitifera_adi_v1.00928 adi_v1.00928
OG0000083	Nematostella_vectensis_NV2t014428001.1 NV2t014428001.1	Acropora_digitifera_adi_v1.06821 adi_v1.06821
OG0000083	Nematostella_vectensis_NV2t014444001.1 NV2t014444001.1	Acropora_digitifera_adi_v1.08924 adi_v1.08924
OG0000086	Nematostella_vectensis_NV2t025466001.1 NV2t025466001.1, Nematostella_vectensis_NV2t024867001.1 NV2t024867001.1	Acropora_digitifera_adi_v1.15258 adi_v1.15258
OG0000087	Nematostella_vectensis_NV2t015454001.1 NV2t015454001.1	Acropora_digitifera_adi_v1.01106 adi_v1.01106
OG0000088	Nematostella_vectensis_NV2t009987001.1 NV2t009987001.1	Acropora_digitifera_adi_v1.01059 adi_v1.01059
OG0000089	Nematostella_vectensis_NV2t014185001.1 NV2t014185001.1	Acropora_digitifera_adi_v1.13331 adi_v1.13331, Acropora_digitifera_adi_v1.09609 adi_v1.09609
OG0000089	Nematostella_vectensis_NV2t022735001.1 NV2t022735001.1	Acropora_digitifera_adi_v1.01316 adi_v1.01316
OG0000092	Nematostella_vectensis_NV2t003067001.1 NV2t003067001.1, Nematostella_vectensis_NV2t003067002.1 NV2t003067002.1, Nematostella_vectensis_NV2t003067003.1 NV2t003067003.1	Acropora_digitifera_adi_v1.12295 adi_v1.12295, Acropora_digitifera_adi_v1.12296 adi_v1.12296
OG0000092	Nematostella_vectensis_NV2t001288001.1 NV2t001288001.1, Nematostella_vectensis_NV2t001288002.1 NV2t001288002.1, Nematostella_vectensis_NV2t001288003.1 NV2t001288003.1	Acropora_digitifera_adi_v1.12926 adi_v1.12926
OG0000093	Nematostella_vectensis_NV2t008996001.1 NV2t008996001.1, Nematostella_vectensis_NV2t009097001.1 NV2t009097001.1	Acropora_digitifera_adi_v1.22486 adi_v1.22486, Acropora_digitifera_adi_v1.07717 adi_v1.07717, Acropora_digitifera_adi_v1.18858 adi_v1.18858
OG0000094	Nematostella_vectensis_NV2t021528002.1 NV2t021528002.1, Nematostella_vectensis_NV2t021528001.1 NV2t021528001.1	Acropora_digitifera_adi_v1.13477 adi_v1.13477
OG0000095	Nematostella_vectensis_NV2t011433006.1 NV2t011433006.1, Nematostella_vectensis_NV2t011433002.1 NV2t011433002.1, Nematostella_vectensis_NV2t011433001.1 NV2t011433001.1, Nematostella_vectensis_NV2t011433005.1 NV2t011433005.1, Nematostella_vectensis_NV2t011433003.1 NV2t011433003.1, Nematostella_vectensis_NV2t011433004.1 NV2t011433004.1	Acropora_digitifera_adi_v1.07740 adi_v1.07740
OG0000099	Nematostella_vectensis_NV2t012418001.1 NV2t012418001.1	Acropora_digitifera_adi_v1.10436 adi_v1.10436, Acropora_digitifera_adi_v1.10437 adi_v1.10437
OG0000100	Nematostella_vectensis_NV2t005196004.1 NV2t005196004.1, Nematostella_vectensis_NV2t005199001.1 NV2t005199001.1, Nematostella_vectensis_NV2t005199002.1 NV2t005199002.1, Nematostella_vectensis_NV2t005196003.1 NV2t005196003.1, Nematostella_vectensis_NV2t005196001.1 NV2t005196001.1, Nematostella_vectensis_NV2t005196002.1 NV2t005196002.1	Acropora_digitifera_adi_v1.11601 adi_v1.11601
OG0000100	Nematostella_vectensis_NV2t005188001.1 NV2t005188001.1, Nematostella_vectensis_NV2t005188002.1 NV2t005188002.1	Acropora_digitifera_adi_v1.11599 adi_v1.11599
OG0000100	Nematostella_vectensis_NV2t004511001.1 NV2t004511001.1	Acropora_digitifera_adi_v1.09217 adi_v1.09217
OG0000101	Nematostella_vectensis_NV2t022495005.1 NV2t022495005.1, Nematostella_vectensis_NV2t022495004.1 NV2t022495004.1, Nematostella_vectensis_NV2t022495006.1 NV2t022495006.1, Nematostella_vectensis_NV2t022495007.1 NV2t022495007.1, Nematostella_vectensis_NV2t022495002.1 NV2t022495002.1, Nematostella_vectensis_NV2t022495001.1 NV2t022495001.1, Nematostella_vectensis_NV2t022495003.1 NV2t022495003.1	Acropora_digitifera_adi_v1.04659 adi_v1.04659
OG0000102	Nematostella_vectensis_NV2t003768002.1 NV2t003768002.1	Acropora_digitifera_adi_v1.12081 adi_v1.12081
OG0000103	Nematostella_vectensis_NV2t024079004.1 NV2t024079004.1, Nematostella_vectensis_NV2t024079001.1 NV2t024079001.1, Nematostella_vectensis_NV2t024079007.1 NV2t024079007.1, Nematostella_vectensis_NV2t024079002.1 NV2t024079002.1	Acropora_digitifera_adi_v1.12265 adi_v1.12265
OG0000105	Nematostella_vectensis_NV2t014921001.1 NV2t014921001.1, Nematostella_vectensis_NV2t014920001.1 NV2t014920001.1	Acropora_digitifera_adi_v1.07561 adi_v1.07561, Acropora_digitifera_adi_v1.24274 adi_v1.24274, Acropora_digitifera_adi_v1.05946 adi_v1.05946
OG0000105	Nematostella_vectensis_NV2t024741003.1 NV2t024741003.1	Acropora_digitifera_adi_v1.10662 adi_v1.10662
OG0000105	Nematostella_vectensis_NV2t006705001.1 NV2t006705001.1	Acropora_digitifera_adi_v1.00390 adi_v1.00390
OG0000107	Nematostella_vectensis_NV2t000502001.1 NV2t000502001.1	Acropora_digitifera_adi_v1.20307 adi_v1.20307
OG0000108	Nematostella_vectensis_NV2t010551001.1 NV2t010551001.1	Acropora_digitifera_adi_v1.13681 adi_v1.13681
OG0000111	Nematostella_vectensis_NV2t018220001.1 NV2t018220001.1	Acropora_digitifera_adi_v1.05777 adi_v1.05777
OG0000111	Nematostella_vectensis_NV2t007958001.1 NV2t007958001.1	Acropora_digitifera_adi_v1.15937 adi_v1.15937
OG0000111	Nematostella_vectensis_NV2t017350001.1 NV2t017350001.1	Acropora_digitifera_adi_v1.05774 adi_v1.05774, Acropora_digitifera_adi_v1.05775 adi_v1.05775
OG0000112	Nematostella_vectensis_NV2t018651001.1 NV2t018651001.1, Nematostella_vectensis_NV2t017717001.1 NV2t017717001.1	Acropora_digitifera_adi_v1.23845 adi_v1.23845, Acropora_digitifera_adi_v1.09025 adi_v1.09025
OG0000113	Nematostella_vectensis_NV2t022291001.1 NV2t022291001.1	Acropora_digitifera_adi_v1.13246 adi_v1.13246
OG0000114	Nematostella_vectensis_NV2t003399001.1 NV2t003399001.1	Acropora_digitifera_adi_v1.04340 adi_v1.04340
OG0000116	Nematostella_vectensis_NV2t021902003.1 NV2t021902003.1, Nematostella_vectensis_NV2t021902008.1 NV2t021902008.1, Nematostella_vectensis_NV2t021902002.1 NV2t021902002.1, Nematostella_vectensis_NV2t021902009.1 NV2t021902009.1, Nematostella_vectensis_NV2t021902006.1 NV2t021902006.1, Nematostella_vectensis_NV2t021902001.1 NV2t021902001.1, Nematostella_vectensis_NV2t021902010.1 NV2t021902010.1, Nematostella_vectensis_NV2t021902005.1 NV2t021902005.1, Nematostella_vectensis_NV2t021902007.1 NV2t021902007.1, Nematostella_vectensis_NV2t021902004.1 NV2t021902004.1	Acropora_digitifera_adi_v1.04201 adi_v1.04201, Acropora_digitifera_adi_v1.00669 adi_v1.00669, Acropora_digitifera_adi_v1.04200 adi_v1.04200, Acropora_digitifera_adi_v1.00670 adi_v1.00670
OG0000116	Nematostella_vectensis_NV2t021924001.1 NV2t021924001.1	Acropora_digitifera_adi_v1.22020 adi_v1.22020
OG0000119	Nematostella_vectensis_NV2t000890002.1 NV2t000890002.1, Nematostella_vectensis_NV2t000890001.1 NV2t000890001.1	Acropora_digitifera_adi_v1.12204 adi_v1.12204
OG0000120	Nematostella_vectensis_NV2t006659001.1 NV2t006659001.1	Acropora_digitifera_adi_v1.22301 adi_v1.22301
OG0000121	Nematostella_vectensis_NV2t005949001.1 NV2t005949001.1	Acropora_digitifera_adi_v1.07477 adi_v1.07477, Acropora_digitifera_adi_v1.03736 adi_v1.03736
OG0000129	Nematostella_vectensis_NV2t000914001.1 NV2t000914001.1, Nematostella_vectensis_NV2t000914002.1 NV2t000914002.1	Acropora_digitifera_adi_v1.06151 adi_v1.06151
OG0000133	Nematostella_vectensis_NV2t005944001.1 NV2t005944001.1	Acropora_digitifera_adi_v1.13517 adi_v1.13517
OG0000137	Nematostella_vectensis_NV2t007774001.1 NV2t007774001.1	Acropora_digitifera_adi_v1.18668 adi_v1.18668
OG0000138	Nematostella_vectensis_NV2t025698001.1 NV2t025698001.1	Acropora_digitifera_adi_v1.12878 adi_v1.12878
OG0000139	Nematostella_vectensis_NV2t007679001.1 NV2t007679001.1	Acropora_digitifera_adi_v1.17649 adi_v1.17649, Acropora_digitifera_adi_v1.09788 adi_v1.09788
OG0000150	Nematostella_vectensis_NV2t025632001.1 NV2t025632001.1	Acropora_digitifera_adi_v1.12343 adi_v1.12343
OG0000152	Nematostella_vectensis_NV2t015243001.1 NV2t015243001.1	Acropora_digitifera_adi_v1.16224 adi_v1.16224
OG0000156	Nematostella_vectensis_NV2t013515001.1 NV2t013515001.1	Acropora_digitifera_adi_v1.15791 adi_v1.15791
OG0000158	Nematostella_vectensis_NV2t016600002.1 NV2t016600002.1, Nematostella_vectensis_NV2t016600001.1 NV2t016600001.1	Acropora_digitifera_adi_v1.14301 adi_v1.14301, Acropora_digitifera_adi_v1.14565 adi_v1.14565
OG0000159	Nematostella_vectensis_NV2t018043001.1 NV2t018043001.1	Acropora_digitifera_adi_v1.03630 adi_v1.03630
OG0000159	Nematostella_vectensis_NV2t014678001.1 NV2t014678001.1	Acropora_digitifera_adi_v1.04349 adi_v1.04349
OG0000160	Nematostella_vectensis_NV2t011287001.1 NV2t011287001.1, Nematostella_vectensis_NV2t000851001.1 NV2t000851001.1, Nematostella_vectensis_NV2t001272001.1 NV2t001272001.1	Acropora_digitifera_adi_v1.14572 adi_v1.14572
