Orthogroup	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000032	Nematostella_vectensis_NV2t008393003.1 NV2t008393003.1	Exaiptasia_diaphana_XP_020910589.1 XP_020910589.1 short-chain collagen C4 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910590.1 XP_020910590.1 short-chain collagen C4 isoform X2 [Exaiptasia diaphana]
OG0000032	Nematostella_vectensis_NV2t007052001.1 NV2t007052001.1, Nematostella_vectensis_NV2t007899001.1 NV2t007899001.1, Nematostella_vectensis_NV2t008834002.1 NV2t008834002.1	Exaiptasia_diaphana_XP_020912366.1 XP_020912366.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]
OG0000033	Nematostella_vectensis_NV2t002667001.1 NV2t002667001.1	Exaiptasia_diaphana_XP_020901066.1 XP_020901066.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905080.1 XP_020905080.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909418.1 XP_020909418.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana]
OG0000034	Nematostella_vectensis_NV2t018302001.1 NV2t018302001.1	Exaiptasia_diaphana_XP_020912671.1 XP_020912671.1 attractin-like protein 1 [Exaiptasia diaphana]
OG0000034	Nematostella_vectensis_NV2t014163001.1 NV2t014163001.1	Exaiptasia_diaphana_XP_020912006.2 XP_020912006.2 epidermal growth factor-like protein 8 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519409.1 XP_028519409.1 multiple epidermal growth factor-like domains protein 10 [Exaiptasia diaphana]
OG0000034	Nematostella_vectensis_NV2t014162001.1 NV2t014162001.1	Exaiptasia_diaphana_XP_020916503.1 XP_020916503.1 multiple epidermal growth factor-like domains protein 11 [Exaiptasia diaphana]
OG0000034	Nematostella_vectensis_NV2t021926001.1 NV2t021926001.1	Exaiptasia_diaphana_XP_028517202.1 XP_028517202.1 multiple epidermal growth factor-like domains protein 8 [Exaiptasia diaphana]
OG0000035	Nematostella_vectensis_NV2t000593001.1 NV2t000593001.1, Nematostella_vectensis_NV2t000581001.1 NV2t000581001.1, Nematostella_vectensis_NV2t000581002.1 NV2t000581002.1	Exaiptasia_diaphana_XP_028513714.1 XP_028513714.1 uncharacterized protein LOC114574143 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513708.1 XP_028513708.1 uncharacterized protein LOC110235174 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917631.1 XP_020917631.1 uncharacterized protein LOC110254916_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513073.1 XP_028513073.1 uncharacterized protein LOC110232869 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896419.2 XP_020896419.2 neuropilin-2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911995.1 XP_020911995.1 uncharacterized protein LOC110249754 [Exaiptasia diaphana]
OG0000035	Nematostella_vectensis_NV2t001114001.1 NV2t001114001.1, Nematostella_vectensis_NV2t001113001.1 NV2t001113001.1	Exaiptasia_diaphana_XP_028519145.1 XP_028519145.1 uncharacterized protein LOC110252934 [Exaiptasia diaphana]
OG0000035	Nematostella_vectensis_NV2t019953001.1 NV2t019953001.1	Exaiptasia_diaphana_XP_028515738.1 XP_028515738.1 uncharacterized protein LOC110241921 [Exaiptasia diaphana]
OG0000035	Nematostella_vectensis_NV2t001635001.1 NV2t001635001.1	Exaiptasia_diaphana_XP_020917186.2 XP_020917186.2 coagulation factor VIII-like_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518231.1 XP_028518231.1 uncharacterized protein LOC110249867 [Exaiptasia diaphana]
OG0000035	Nematostella_vectensis_NV2t010387001.1 NV2t010387001.1	Exaiptasia_diaphana_XP_028515554.1 XP_028515554.1 uncharacterized protein LOC110241304 [Exaiptasia diaphana]
OG0000035	Nematostella_vectensis_NV2t010141001.1 NV2t010141001.1, Nematostella_vectensis_NV2t003648001.1 NV2t003648001.1, Nematostella_vectensis_NV2t010139001.1 NV2t010139001.1	Exaiptasia_diaphana_XP_020901530.1 XP_020901530.1 uncharacterized protein LOC110240085 [Exaiptasia diaphana]
OG0000036	Nematostella_vectensis_NV2t022153002.1 NV2t022153002.1, Nematostella_vectensis_NV2t022153001.1 NV2t022153001.1	Exaiptasia_diaphana_XP_020892218.1 XP_020892218.1 multiple epidermal growth factor-like domains protein 6 [Exaiptasia diaphana]
OG0000036	Nematostella_vectensis_NV2t025188001.1 NV2t025188001.1	Exaiptasia_diaphana_XP_028517635.1 XP_028517635.1 uncharacterized protein LOC110248802 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517640.1 XP_028517640.1 uncharacterized protein LOC110248802 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892203.2 XP_020892203.2 uncharacterized protein LOC110231525 [Exaiptasia diaphana]
OG0000037	Nematostella_vectensis_NV2t020441001.1 NV2t020441001.1, Nematostella_vectensis_NV2t020449001.1 NV2t020449001.1	Exaiptasia_diaphana_XP_020907691.1 XP_020907691.1 transforming growth factor-beta-induced protein ig-h3 [Exaiptasia diaphana]
OG0000037	Nematostella_vectensis_NV2t002364001.1 NV2t002364001.1, Nematostella_vectensis_NV2t002361001.1 NV2t002361001.1, Nematostella_vectensis_NV2t002361003.1 NV2t002361003.1, Nematostella_vectensis_NV2t002361002.1 NV2t002361002.1, Nematostella_vectensis_NV2t002361004.1 NV2t002361004.1	Exaiptasia_diaphana_XP_020909293.1 XP_020909293.1 transforming growth factor-beta-induced protein ig-h3 [Exaiptasia diaphana]
OG0000038	Nematostella_vectensis_NV2t022131001.1 NV2t022131001.1	Exaiptasia_diaphana_XP_020906248.1 XP_020906248.1 uncharacterized protein LOC110244383 [Exaiptasia diaphana]
OG0000038	Nematostella_vectensis_NV2t022054001.1 NV2t022054001.1	Exaiptasia_diaphana_XP_020908768.1 XP_020908768.1 uncharacterized protein LOC110246748 [Exaiptasia diaphana]
OG0000038	Nematostella_vectensis_NV2t022057001.1 NV2t022057001.1, Nematostella_vectensis_NV2t022056001.1 NV2t022056001.1	Exaiptasia_diaphana_XP_020908885.1 XP_020908885.1 uncharacterized protein LOC110246841 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517224.1 XP_028517224.1 uncharacterized protein LOC110246841 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517225.1 XP_028517225.1 uncharacterized protein LOC110246747 [Exaiptasia diaphana]
OG0000038	Nematostella_vectensis_NV2t022707001.1 NV2t022707001.1, Nematostella_vectensis_NV2t022707002.1 NV2t022707002.1	Exaiptasia_diaphana_XP_020907967.1 XP_020907967.1 complement C1q subcomponent subunit A isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907968.1 XP_020907968.1 complement C1q subcomponent subunit C isoform X2 [Exaiptasia diaphana]
OG0000039	Nematostella_vectensis_NV2t023270001.1 NV2t023270001.1	Exaiptasia_diaphana_XP_020916877.1 XP_020916877.1 uncharacterized protein LOC110254246 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517831.1 XP_028517831.1 uncharacterized protein LOC114576037 [Exaiptasia diaphana]
OG0000039	Nematostella_vectensis_NV2t023497001.1 NV2t023497001.1, Nematostella_vectensis_NV2t023274001.1 NV2t023274001.1	Exaiptasia_diaphana_XP_020916874.1 XP_020916874.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110254244 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898243.1 XP_020898243.1 uncharacterized protein LOC110237013 [Exaiptasia diaphana]
OG0000039	Nematostella_vectensis_NV2t023341001.1 NV2t023341001.1	Exaiptasia_diaphana_XP_020892078.1 XP_020892078.1 SCO-spondin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512564.1 XP_028512564.1 SCO-spondin [Exaiptasia diaphana]
OG0000039	Nematostella_vectensis_NV2t021586002.1 NV2t021586002.1	Exaiptasia_diaphana_XP_020916603.1 XP_020916603.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana]
OG0000039	Nematostella_vectensis_NV2t023495001.1 NV2t023495001.1, Nematostella_vectensis_NV2t023494004.1 NV2t023494004.1, Nematostella_vectensis_NV2t023494005.1 NV2t023494005.1, Nematostella_vectensis_NV2t023494003.1 NV2t023494003.1, Nematostella_vectensis_NV2t023494002.1 NV2t023494002.1, Nematostella_vectensis_NV2t023494001.1 NV2t023494001.1	Exaiptasia_diaphana_XP_020910130.1 XP_020910130.1 integumentary mucin A.1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517642.1 XP_028517642.1 integumentary mucin A.1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517643.1 XP_028517643.1 integumentary mucin C.1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517002.1 XP_028517002.1 agglutinin-like protein ARB_02240 [Exaiptasia diaphana]
OG0000040	Nematostella_vectensis_NV2t010172001.1 NV2t010172001.1, Nematostella_vectensis_NV2t010172003.1 NV2t010172003.1, Nematostella_vectensis_NV2t010172002.1 NV2t010172002.1, Nematostella_vectensis_NV2t010172004.1 NV2t010172004.1	Exaiptasia_diaphana_XP_028515661.1 XP_028515661.1 four-domain proteases inhibitor [Exaiptasia diaphana]
OG0000040	Nematostella_vectensis_NV2t021204001.1 NV2t021204001.1	Exaiptasia_diaphana_XP_020906087.1 XP_020906087.1 uncharacterized protein LOC110244229 [Exaiptasia diaphana]
OG0000040	Nematostella_vectensis_NV2t000320001.1 NV2t000320001.1	Exaiptasia_diaphana_XP_020892696.1 XP_020892696.1 uncharacterized protein LOC110231953 [Exaiptasia diaphana]
OG0000040	Nematostella_vectensis_NV2t013801001.1 NV2t013801001.1	Exaiptasia_diaphana_XP_020903908.1 XP_020903908.1 uncharacterized protein LOC110242294 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903909.1 XP_020903909.1 uncharacterized protein LOC110242294 isoform X2 [Exaiptasia diaphana]
OG0000041	Nematostella_vectensis_NV2t020167001.1 NV2t020167001.1	Exaiptasia_diaphana_XP_020905592.1 XP_020905592.1 von Willebrand factor A domain-containing protein 5A [Exaiptasia diaphana]
OG0000041	Nematostella_vectensis_NV2t022463002.1 NV2t022463002.1, Nematostella_vectensis_NV2t022463001.1 NV2t022463001.1	Exaiptasia_diaphana_XP_028513909.1 XP_028513909.1 uncharacterized protein LOC110235739 [Exaiptasia diaphana]
OG0000041	Nematostella_vectensis_NV2t015230001.1 NV2t015230001.1	Exaiptasia_diaphana_XP_020903341.1 XP_020903341.1 von Willebrand factor A domain-containing protein 5B1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903342.1 XP_020903342.1 von Willebrand factor A domain-containing protein 5B1 isoform X2 [Exaiptasia diaphana]
OG0000041	Nematostella_vectensis_NV2t008369001.1 NV2t008369001.1	Exaiptasia_diaphana_XP_020912183.1 XP_020912183.1 protein mono-ADP-ribosyltransferase PARP4 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912184.1 XP_020912184.1 protein mono-ADP-ribosyltransferase PARP4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912185.1 XP_020912185.1 protein mono-ADP-ribosyltransferase PARP4 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518262.1 XP_028518262.1 protein mono-ADP-ribosyltransferase PARP4 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912186.1 XP_020912186.1 protein mono-ADP-ribosyltransferase PARP4 isoform X5 [Exaiptasia diaphana]
OG0000042	Nematostella_vectensis_NV2t019653001.1 NV2t019653001.1	Exaiptasia_diaphana_XP_020913153.1 XP_020913153.1 neurexin-4 [Exaiptasia diaphana]
OG0000042	Nematostella_vectensis_NV2t017038001.1 NV2t017038001.1	Exaiptasia_diaphana_XP_028515387.1 XP_028515387.1 uncharacterized protein LOC110240742 [Exaiptasia diaphana]
OG0000042	Nematostella_vectensis_NV2t016569001.1 NV2t016569001.1	Exaiptasia_diaphana_XP_020902191.1 XP_020902191.1 neurexin-3 [Exaiptasia diaphana]
OG0000042	Nematostella_vectensis_NV2t017107001.1 NV2t017107001.1	Exaiptasia_diaphana_XP_020902193.1 XP_020902193.1 neurexin-1b [Exaiptasia diaphana]
OG0000042	Nematostella_vectensis_NV2t016567001.1 NV2t016567001.1, Nematostella_vectensis_NV2t017148001.1 NV2t017148001.1	Exaiptasia_diaphana_XP_020902210.1 XP_020902210.1 neurexin-3 [Exaiptasia diaphana]
OG0000044	Nematostella_vectensis_NV2t009869001.1 NV2t009869001.1, Nematostella_vectensis_NV2t010348003.1 NV2t010348003.1, Nematostella_vectensis_NV2t010348004.1 NV2t010348004.1, Nematostella_vectensis_NV2t010348002.1 NV2t010348002.1, Nematostella_vectensis_NV2t010348007.1 NV2t010348007.1, Nematostella_vectensis_NV2t010348005.1 NV2t010348005.1, Nematostella_vectensis_NV2t010348010.1 NV2t010348010.1, Nematostella_vectensis_NV2t010348008.1 NV2t010348008.1	Exaiptasia_diaphana_XP_028519449.1 XP_028519449.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916544.1 XP_020916544.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916593.1 XP_020916593.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana]
OG0000045	Nematostella_vectensis_NV2t015819001.1 NV2t015819001.1	Exaiptasia_diaphana_XP_028518553.1 XP_028518553.1 laminin subunit alpha [Exaiptasia diaphana]
OG0000045	Nematostella_vectensis_NV2t017119001.1 NV2t017119001.1	Exaiptasia_diaphana_XP_028519634.1 XP_028519634.1 laminin subunit alpha-like [Exaiptasia diaphana]
OG0000046	Nematostella_vectensis_NV2t015588001.1 NV2t015588001.1, Nematostella_vectensis_NV2t007283001.1 NV2t007283001.1, Nematostella_vectensis_NV2t007282001.1 NV2t007282001.1, Nematostella_vectensis_NV2t011749001.1 NV2t011749001.1, Nematostella_vectensis_NV2t011749002.1 NV2t011749002.1, Nematostella_vectensis_NV2t011749003.1 NV2t011749003.1, Nematostella_vectensis_NV2t007825001.1 NV2t007825001.1, Nematostella_vectensis_NV2t022910001.1 NV2t022910001.1	Exaiptasia_diaphana_XP_020912883.2 XP_020912883.2 uncharacterized protein LOC110250622 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514241.1 XP_028514241.1 uncharacterized protein LOC114574832 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514881.1 XP_028514881.1 uncharacterized protein LOC110239230 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900927.1 XP_020900927.1 uncharacterized protein LOC110239544 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514883.1 XP_028514883.1 uncharacterized protein LOC110239242 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899795.1 XP_020899795.1 uncharacterized protein LOC110238459 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514655.1 XP_028514655.1 uncharacterized protein LOC110238459 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900564.2 XP_020900564.2 uncharacterized protein LOC110239189 [Exaiptasia diaphana]
OG0000046	Nematostella_vectensis_NV2t000566001.1 NV2t000566001.1	Exaiptasia_diaphana_XP_020897986.1 XP_020897986.1 uncharacterized protein LOC110236777 [Exaiptasia diaphana]
OG0000046	Nematostella_vectensis_NV2t001244001.1 NV2t001244001.1	Exaiptasia_diaphana_XP_020892458.1 XP_020892458.1 uncharacterized protein LOC110231748 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892466.1 XP_020892466.1 uncharacterized protein LOC110231748 isoform X2 [Exaiptasia diaphana]
OG0000046	Nematostella_vectensis_NV2t002698002.1 NV2t002698002.1, Nematostella_vectensis_NV2t002698001.1 NV2t002698001.1, Nematostella_vectensis_NV2t002696001.1 NV2t002696001.1, Nematostella_vectensis_NV2t025688001.1 NV2t025688001.1, Nematostella_vectensis_NV2t004753001.1 NV2t004753001.1	Exaiptasia_diaphana_XP_020898000.1 XP_020898000.1 uncharacterized protein LOC110236758 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912425.2 XP_020912425.2 uncharacterized protein LOC110250162 [Exaiptasia diaphana]
OG0000046	Nematostella_vectensis_NV2t012033003.1 NV2t012033003.1, Nematostella_vectensis_NV2t012033004.1 NV2t012033004.1, Nematostella_vectensis_NV2t012033005.1 NV2t012033005.1, Nematostella_vectensis_NV2t012036001.1 NV2t012036001.1	Exaiptasia_diaphana_XP_028518016.1 XP_028518016.1 uncharacterized protein LOC110249224 [Exaiptasia diaphana]
OG0000047	Nematostella_vectensis_NV2t000021003.1 NV2t000021003.1, Nematostella_vectensis_NV2t000021001.1 NV2t000021001.1, Nematostella_vectensis_NV2t000021002.1 NV2t000021002.1, Nematostella_vectensis_NV2t000027001.1 NV2t000027001.1	Exaiptasia_diaphana_XP_020915822.1 XP_020915822.1 ferric-chelate reductase 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915824.1 XP_020915824.1 ferric-chelate reductase 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915825.1 XP_020915825.1 ferric-chelate reductase 1 isoform X3 [Exaiptasia diaphana]
OG0000049	Nematostella_vectensis_NV2t002812001.1 NV2t002812001.1	Exaiptasia_diaphana_XP_028518799.1 XP_028518799.1 plexin-A1 [Exaiptasia diaphana]
OG0000051	Nematostella_vectensis_NV2t001994001.1 NV2t001994001.1	Exaiptasia_diaphana_XP_028515912.1 XP_028515912.1 VWFA and cache domain-containing protein 1-like [Exaiptasia diaphana]
OG0000051	Nematostella_vectensis_NV2t000903001.1 NV2t000903001.1, Nematostella_vectensis_NV2t000907002.1 NV2t000907002.1, Nematostella_vectensis_NV2t000903002.1 NV2t000903002.1, Nematostella_vectensis_NV2t000907001.1 NV2t000907001.1, Nematostella_vectensis_NV2t000903003.1 NV2t000903003.1	Exaiptasia_diaphana_XP_020899021.2 XP_020899021.2 LOW QUALITY PROTEIN_ VWFA and cache domain-containing protein 1-like [Exaiptasia diaphana]
OG0000051	Nematostella_vectensis_NV2t016117001.1 NV2t016117001.1, Nematostella_vectensis_NV2t016117002.1 NV2t016117002.1	Exaiptasia_diaphana_XP_028513623.1 XP_028513623.1 voltage-dependent calcium channel subunit alpha-2_delta-3 [Exaiptasia diaphana]
OG0000052	Nematostella_vectensis_NV2t014486001.1 NV2t014486001.1, Nematostella_vectensis_NV2t014492001.1 NV2t014492001.1	Exaiptasia_diaphana_XP_028517080.1 XP_028517080.1 receptor-type tyrosine-protein phosphatase U-like [Exaiptasia diaphana]
OG0000053	Nematostella_vectensis_NV2t012441001.1 NV2t012441001.1	Exaiptasia_diaphana_XP_020910451.1 XP_020910451.1 malignant fibrous histiocytoma-amplified sequence 1 homolog isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910452.1 XP_020910452.1 malignant fibrous histiocytoma-amplified sequence 1 homolog isoform X2 [Exaiptasia diaphana]
OG0000054	Nematostella_vectensis_NV2t000638001.1 NV2t000638001.1	Exaiptasia_diaphana_XP_020910667.1 XP_020910667.1 erbin [Exaiptasia diaphana]
OG0000054	Nematostella_vectensis_NV2t005524014.1 NV2t005524014.1, Nematostella_vectensis_NV2t005524013.1 NV2t005524013.1, Nematostella_vectensis_NV2t005524012.1 NV2t005524012.1	Exaiptasia_diaphana_XP_028513465.1 XP_028513465.1 protein scribble homolog [Exaiptasia diaphana]
OG0000056	Nematostella_vectensis_NV2t021066001.1 NV2t021066001.1, Nematostella_vectensis_NV2t021065001.1 NV2t021065001.1	Exaiptasia_diaphana_XP_020900175.1 XP_020900175.1 E3 ubiquitin-protein ligase TRIM9 [Exaiptasia diaphana]
OG0000056	Nematostella_vectensis_NV2t020283001.1 NV2t020283001.1	Exaiptasia_diaphana_XP_020900170.1 XP_020900170.1 tripartite motif-containing protein 67 [Exaiptasia diaphana]
OG0000058	Nematostella_vectensis_NV2t017022001.1 NV2t017022001.1	Exaiptasia_diaphana_XP_020913733.1 XP_020913733.1 uncharacterized protein LOC110251370 [Exaiptasia diaphana]
OG0000058	Nematostella_vectensis_NV2t023484001.1 NV2t023484001.1	Exaiptasia_diaphana_XP_020916045.1 XP_020916045.1 cubilin [Exaiptasia diaphana]
OG0000058	Nematostella_vectensis_NV2t023295002.1 NV2t023295002.1, Nematostella_vectensis_NV2t023295001.1 NV2t023295001.1, Nematostella_vectensis_NV2t022985001.1 NV2t022985001.1	Exaiptasia_diaphana_XP_028514138.1 XP_028514138.1 uncharacterized protein LOC110236629 [Exaiptasia diaphana]
OG0000058	Nematostella_vectensis_NV2t023818001.1 NV2t023818001.1, Nematostella_vectensis_NV2t023715001.1 NV2t023715001.1	Exaiptasia_diaphana_XP_028517068.1 XP_028517068.1 uncharacterized protein LOC114575757 [Exaiptasia diaphana]
OG0000059	Nematostella_vectensis_NV2t018054001.1 NV2t018054001.1	Exaiptasia_diaphana_XP_028516633.1 XP_028516633.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906968.1 XP_020906968.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X1 [Exaiptasia diaphana]
OG0000059	Nematostella_vectensis_NV2t013183002.1 NV2t013183002.1, Nematostella_vectensis_NV2t013183001.1 NV2t013183001.1, Nematostella_vectensis_NV2t021120001.1 NV2t021120001.1	Exaiptasia_diaphana_XP_020898886.1 XP_020898886.1 uncharacterized protein LOC110237624 [Exaiptasia diaphana]
OG0000061	Nematostella_vectensis_NV2t004625001.1 NV2t004625001.1	Exaiptasia_diaphana_XP_020893258.1 XP_020893258.1 copine-3 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893259.1 XP_020893259.1 copine-3 isoform X2 [Exaiptasia diaphana]
OG0000061	Nematostella_vectensis_NV2t000137001.1 NV2t000137001.1, Nematostella_vectensis_NV2t000137003.1 NV2t000137003.1, Nematostella_vectensis_NV2t000137002.1 NV2t000137002.1	Exaiptasia_diaphana_XP_020897999.1 XP_020897999.1 copine-5 [Exaiptasia diaphana]
OG0000062	Nematostella_vectensis_NV2t020618001.1 NV2t020618001.1	Exaiptasia_diaphana_XP_028518542.1 XP_028518542.1 fibropellin-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518545.1 XP_028518545.1 fibropellin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518546.1 XP_028518546.1 fibropellin-1 isoform X3 [Exaiptasia diaphana]
OG0000062	Nematostella_vectensis_NV2t020616011.1 NV2t020616011.1, Nematostella_vectensis_NV2t020616009.1 NV2t020616009.1, Nematostella_vectensis_NV2t020616013.1 NV2t020616013.1, Nematostella_vectensis_NV2t020616012.1 NV2t020616012.1, Nematostella_vectensis_NV2t020616010.1 NV2t020616010.1, Nematostella_vectensis_NV2t020616014.1 NV2t020616014.1, Nematostella_vectensis_NV2t020616016.1 NV2t020616016.1, Nematostella_vectensis_NV2t020616015.1 NV2t020616015.1, Nematostella_vectensis_NV2t020616006.1 NV2t020616006.1, Nematostella_vectensis_NV2t020616007.1 NV2t020616007.1, Nematostella_vectensis_NV2t020616004.1 NV2t020616004.1, Nematostella_vectensis_NV2t020616001.1 NV2t020616001.1, Nematostella_vectensis_NV2t020616005.1 NV2t020616005.1, Nematostella_vectensis_NV2t020616002.1 NV2t020616002.1, Nematostella_vectensis_NV2t020616008.1 NV2t020616008.1, Nematostella_vectensis_NV2t020616003.1 NV2t020616003.1	Exaiptasia_diaphana_XP_020913031.1 XP_020913031.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912993.1 XP_020912993.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913024.1 XP_020913024.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913016.1 XP_020913016.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913008.1 XP_020913008.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913041.1 XP_020913041.1 delta-like protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913000.1 XP_020913000.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana]
OG0000062	Nematostella_vectensis_NV2t019817003.1 NV2t019817003.1, Nematostella_vectensis_NV2t019817001.1 NV2t019817001.1, Nematostella_vectensis_NV2t019817002.1 NV2t019817002.1	Exaiptasia_diaphana_XP_020905637.1 XP_020905637.1 protein jagged-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516261.1 XP_028516261.1 protein jagged-1 isoform X2 [Exaiptasia diaphana]
OG0000063	Nematostella_vectensis_NV2t000128002.1 NV2t000128002.1, Nematostella_vectensis_NV2t000128001.1 NV2t000128001.1, Nematostella_vectensis_NV2t000128004.1 NV2t000128004.1, Nematostella_vectensis_NV2t000128003.1 NV2t000128003.1	Exaiptasia_diaphana_XP_020907250.1 XP_020907250.1 tiggy-winkle hedgehog protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907251.1 XP_020907251.1 tiggy-winkle hedgehog protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907252.1 XP_020907252.1 tiggy-winkle hedgehog protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907253.1 XP_020907253.1 tiggy-winkle hedgehog protein isoform X2 [Exaiptasia diaphana]
OG0000063	Nematostella_vectensis_NV2t010760002.1 NV2t010760002.1, Nematostella_vectensis_NV2t010760001.1 NV2t010760001.1	Exaiptasia_diaphana_XP_020892909.1 XP_020892909.1 tiggy-winkle hedgehog protein [Exaiptasia diaphana]
OG0000063	Nematostella_vectensis_NV2t006480001.1 NV2t006480001.1	Exaiptasia_diaphana_XP_020906055.1 XP_020906055.1 uncharacterized protein LOC110244198 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906054.1 XP_020906054.1 uncharacterized protein LOC110244198 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516378.1 XP_028516378.1 uncharacterized protein LOC110244191 [Exaiptasia diaphana]
OG0000063	Nematostella_vectensis_NV2t023188001.1 NV2t023188001.1	Exaiptasia_diaphana_XP_020914354.1 XP_020914354.1 indian hedgehog protein [Exaiptasia diaphana]
OG0000064	Nematostella_vectensis_NV2t022931001.1 NV2t022931001.1	Exaiptasia_diaphana_XP_028514695.1 XP_028514695.1 fibrillin-2-like [Exaiptasia diaphana]
OG0000065	Nematostella_vectensis_NV2t022018001.1 NV2t022018001.1	Exaiptasia_diaphana_XP_020907972.1 XP_020907972.1 glypican-6 [Exaiptasia diaphana]
OG0000067	Nematostella_vectensis_NV2t017466001.1 NV2t017466001.1	Exaiptasia_diaphana_XP_020905908.2 XP_020905908.2 uncharacterized protein LOC110244086 [Exaiptasia diaphana]
OG0000067	Nematostella_vectensis_NV2t017536001.1 NV2t017536001.1, Nematostella_vectensis_NV2t014474001.1 NV2t014474001.1	Exaiptasia_diaphana_XP_020915651.1 XP_020915651.1 uncharacterized protein LOC110253119_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518088.1 XP_028518088.1 uncharacterized protein LOC110249357 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909475.1 XP_020909475.1 uncharacterized protein LOC110247386 [Exaiptasia diaphana]
