Orthogroup	Ctenophora_Tentaculata_Mnemiopsis_leidyi	Ctenophora_Nuda_Beroe_ovata
OG0001216	Mnemiopsis_leidyi_ML13703a ML13703a	Beroe_ovata_Bova1_4.0027.g6.t1 Bova1_4.0027.g6.t1
OG0001224	Mnemiopsis_leidyi_ML114623a ML114623a	Beroe_ovata_Bova1_4.0007.g54.t1 Bova1_4.0007.g54.t1, Beroe_ovata_Bova1_4.0007.g53.t1 Bova1_4.0007.g53.t1
OG0001225	Mnemiopsis_leidyi_ML07133a ML07133a	Beroe_ovata_Bova1_4.0008.g107.t1 Bova1_4.0008.g107.t1
OG0001226	Mnemiopsis_leidyi_ML1541102a ML1541102a	Beroe_ovata_Bova1_4.0014.g123.t1 Bova1_4.0014.g123.t1
OG0001227	Mnemiopsis_leidyi_ML13812a ML13812a	Beroe_ovata_Bova1_4.0022.g76.t1 Bova1_4.0022.g76.t1, Beroe_ovata_Bova1_4.0022.g75.t1 Bova1_4.0022.g75.t1
OG0001228	Mnemiopsis_leidyi_ML013612a ML013612a	Beroe_ovata_Bova1_4.0042.g78.t1 Bova1_4.0042.g78.t1, Beroe_ovata_Bova1_4.0042.g79.t1 Bova1_4.0042.g79.t1
OG0001230	Mnemiopsis_leidyi_ML086634a ML086634a	Beroe_ovata_Bova1_4.0054.g18.t1 Bova1_4.0054.g18.t1, Beroe_ovata_Bova1_4.0054.g19.t1 Bova1_4.0054.g19.t1
OG0001231	Mnemiopsis_leidyi_ML093027a ML093027a	Beroe_ovata_Bova1_4.0063.g24.t2 Bova1_4.0063.g24.t2, Beroe_ovata_Bova1_4.0063.g24.t1 Bova1_4.0063.g24.t1
OG0001232	Mnemiopsis_leidyi_ML49658a ML49658a	Beroe_ovata_Bova1_4.0104.g33.t3 Bova1_4.0104.g33.t3, Beroe_ovata_Bova1_4.0104.g33.t2 Bova1_4.0104.g33.t2, Beroe_ovata_Bova1_4.0104.g33.t1 Bova1_4.0104.g33.t1
OG0001233	Mnemiopsis_leidyi_ML06515a ML06515a	Beroe_ovata_Bova1_4.0110.g17.t1 Bova1_4.0110.g17.t1
OG0001234	Mnemiopsis_leidyi_ML02955a ML02955a, Mnemiopsis_leidyi_ML02956a ML02956a, Mnemiopsis_leidyi_ML120719a ML120719a	Beroe_ovata_Bova1_4.0198.g12.t1 Bova1_4.0198.g12.t1
OG0001235	Mnemiopsis_leidyi_ML119716a ML119716a	Beroe_ovata_Bova1_4.0220.g23.t1 Bova1_4.0220.g23.t1
OG0001236	Mnemiopsis_leidyi_ML068137a ML068137a, Mnemiopsis_leidyi_ML41279a ML41279a	Beroe_ovata_Bova1_4.0328.g10.t1 Bova1_4.0328.g10.t1
OG0001237	Mnemiopsis_leidyi_ML136011a ML136011a	Beroe_ovata_Bova1_4.0341.g16.t1 Bova1_4.0341.g16.t1
OG0001238	Mnemiopsis_leidyi_ML008327a ML008327a	Beroe_ovata_Bova1_4.0384.g7.t1 Bova1_4.0384.g7.t1, Beroe_ovata_Bova1_4.0384.g8.t1 Bova1_4.0384.g8.t1
OG0001652	Mnemiopsis_leidyi_ML019227a ML019227a	Beroe_ovata_Bova1_4.0003.g97.t1 Bova1_4.0003.g97.t1
OG0001653	Mnemiopsis_leidyi_ML011732a ML011732a, Mnemiopsis_leidyi_ML011730a ML011730a	Beroe_ovata_Bova1_4.0010.g95.t1 Bova1_4.0010.g95.t1
OG0001654	Mnemiopsis_leidyi_ML03987a ML03987a	Beroe_ovata_Bova1_4.0011.g105.t1 Bova1_4.0011.g105.t1
OG0001656	Mnemiopsis_leidyi_ML04676a ML04676a	Beroe_ovata_Bova1_4.0035.g1.t1 Bova1_4.0035.g1.t1, Beroe_ovata_Bova1_4.0035.g1.t2 Bova1_4.0035.g1.t2
OG0001657	Mnemiopsis_leidyi_ML03782a ML03782a	Beroe_ovata_Bova1_4.0038.g47.t1 Bova1_4.0038.g47.t1, Beroe_ovata_Bova1_4.0038.g47.t2 Bova1_4.0038.g47.t2
OG0001658	Mnemiopsis_leidyi_ML06837a ML06837a	Beroe_ovata_Bova1_4.0054.g79.t1 Bova1_4.0054.g79.t1
OG0001659	Mnemiopsis_leidyi_ML239527a ML239527a	Beroe_ovata_Bova1_4.0060.g31.t1 Bova1_4.0060.g31.t1
OG0001660	Mnemiopsis_leidyi_ML03216a ML03216a	Beroe_ovata_Bova1_4.0063.g13.t1 Bova1_4.0063.g13.t1
OG0001661	Mnemiopsis_leidyi_ML017313a ML017313a	Beroe_ovata_Bova1_4.0065.g23.t1 Bova1_4.0065.g23.t1
OG0001662	Mnemiopsis_leidyi_ML141711a ML141711a	Beroe_ovata_Bova1_4.0081.g13.t1 Bova1_4.0081.g13.t1
OG0001663	Mnemiopsis_leidyi_ML02547a ML02547a	Beroe_ovata_Bova1_4.0083.g55.t2 Bova1_4.0083.g55.t2
OG0001666	Mnemiopsis_leidyi_ML03434a ML03434a	Beroe_ovata_Bova1_4.0129.g10.t1 Bova1_4.0129.g10.t1, Beroe_ovata_Bova1_4.0129.g9.t1 Bova1_4.0129.g9.t1
OG0001667	Mnemiopsis_leidyi_ML03433a ML03433a	Beroe_ovata_Bova1_4.0129.g11.t1 Bova1_4.0129.g11.t1
OG0001668	Mnemiopsis_leidyi_ML19983a ML19983a	Beroe_ovata_Bova1_4.0208.g18.t1 Bova1_4.0208.g18.t1
OG0001670	Mnemiopsis_leidyi_ML17733a ML17733a	Beroe_ovata_Bova1_4.0330.g11.t1 Bova1_4.0330.g11.t1
OG0001672	Mnemiopsis_leidyi_ML435847a ML435847a	Beroe_ovata_Bova1_4.0556.g2.t1 Bova1_4.0556.g2.t1
OG0002152	Mnemiopsis_leidyi_ML05421a ML05421a	Beroe_ovata_Bova1_4.0004.g159.t1 Bova1_4.0004.g159.t1
OG0002164	Mnemiopsis_leidyi_ML22353a ML22353a	Beroe_ovata_Bova1_4.0247.g2.t1 Bova1_4.0247.g2.t1
OG0002166	Mnemiopsis_leidyi_ML047911a ML047911a	Beroe_ovata_Bova1_4.0516.g4.t1 Bova1_4.0516.g4.t1
