Orthogroup	Ctenophora_Nuda_Beroe_ovata	Ctenophora_Tentaculata_Mnemiopsis_leidyi
OG0001216	Beroe_ovata_Bova1_4.0027.g6.t1 Bova1_4.0027.g6.t1	Mnemiopsis_leidyi_ML13703a ML13703a
OG0001224	Beroe_ovata_Bova1_4.0007.g54.t1 Bova1_4.0007.g54.t1, Beroe_ovata_Bova1_4.0007.g53.t1 Bova1_4.0007.g53.t1	Mnemiopsis_leidyi_ML114623a ML114623a
OG0001225	Beroe_ovata_Bova1_4.0008.g107.t1 Bova1_4.0008.g107.t1	Mnemiopsis_leidyi_ML07133a ML07133a
OG0001226	Beroe_ovata_Bova1_4.0014.g123.t1 Bova1_4.0014.g123.t1	Mnemiopsis_leidyi_ML1541102a ML1541102a
OG0001227	Beroe_ovata_Bova1_4.0022.g76.t1 Bova1_4.0022.g76.t1, Beroe_ovata_Bova1_4.0022.g75.t1 Bova1_4.0022.g75.t1	Mnemiopsis_leidyi_ML13812a ML13812a
OG0001228	Beroe_ovata_Bova1_4.0042.g78.t1 Bova1_4.0042.g78.t1, Beroe_ovata_Bova1_4.0042.g79.t1 Bova1_4.0042.g79.t1	Mnemiopsis_leidyi_ML013612a ML013612a
OG0001230	Beroe_ovata_Bova1_4.0054.g18.t1 Bova1_4.0054.g18.t1, Beroe_ovata_Bova1_4.0054.g19.t1 Bova1_4.0054.g19.t1	Mnemiopsis_leidyi_ML086634a ML086634a
OG0001231	Beroe_ovata_Bova1_4.0063.g24.t2 Bova1_4.0063.g24.t2, Beroe_ovata_Bova1_4.0063.g24.t1 Bova1_4.0063.g24.t1	Mnemiopsis_leidyi_ML093027a ML093027a
OG0001232	Beroe_ovata_Bova1_4.0104.g33.t3 Bova1_4.0104.g33.t3, Beroe_ovata_Bova1_4.0104.g33.t2 Bova1_4.0104.g33.t2, Beroe_ovata_Bova1_4.0104.g33.t1 Bova1_4.0104.g33.t1	Mnemiopsis_leidyi_ML49658a ML49658a
OG0001233	Beroe_ovata_Bova1_4.0110.g17.t1 Bova1_4.0110.g17.t1	Mnemiopsis_leidyi_ML06515a ML06515a
OG0001234	Beroe_ovata_Bova1_4.0198.g12.t1 Bova1_4.0198.g12.t1	Mnemiopsis_leidyi_ML02955a ML02955a, Mnemiopsis_leidyi_ML02956a ML02956a, Mnemiopsis_leidyi_ML120719a ML120719a
OG0001235	Beroe_ovata_Bova1_4.0220.g23.t1 Bova1_4.0220.g23.t1	Mnemiopsis_leidyi_ML119716a ML119716a
OG0001236	Beroe_ovata_Bova1_4.0328.g10.t1 Bova1_4.0328.g10.t1	Mnemiopsis_leidyi_ML068137a ML068137a, Mnemiopsis_leidyi_ML41279a ML41279a
OG0001237	Beroe_ovata_Bova1_4.0341.g16.t1 Bova1_4.0341.g16.t1	Mnemiopsis_leidyi_ML136011a ML136011a
OG0001238	Beroe_ovata_Bova1_4.0384.g7.t1 Bova1_4.0384.g7.t1, Beroe_ovata_Bova1_4.0384.g8.t1 Bova1_4.0384.g8.t1	Mnemiopsis_leidyi_ML008327a ML008327a
OG0001652	Beroe_ovata_Bova1_4.0003.g97.t1 Bova1_4.0003.g97.t1	Mnemiopsis_leidyi_ML019227a ML019227a
OG0001653	Beroe_ovata_Bova1_4.0010.g95.t1 Bova1_4.0010.g95.t1	Mnemiopsis_leidyi_ML011732a ML011732a, Mnemiopsis_leidyi_ML011730a ML011730a
OG0001654	Beroe_ovata_Bova1_4.0011.g105.t1 Bova1_4.0011.g105.t1	Mnemiopsis_leidyi_ML03987a ML03987a
OG0001656	Beroe_ovata_Bova1_4.0035.g1.t1 Bova1_4.0035.g1.t1, Beroe_ovata_Bova1_4.0035.g1.t2 Bova1_4.0035.g1.t2	Mnemiopsis_leidyi_ML04676a ML04676a
OG0001657	Beroe_ovata_Bova1_4.0038.g47.t1 Bova1_4.0038.g47.t1, Beroe_ovata_Bova1_4.0038.g47.t2 Bova1_4.0038.g47.t2	Mnemiopsis_leidyi_ML03782a ML03782a
OG0001658	Beroe_ovata_Bova1_4.0054.g79.t1 Bova1_4.0054.g79.t1	Mnemiopsis_leidyi_ML06837a ML06837a
OG0001659	Beroe_ovata_Bova1_4.0060.g31.t1 Bova1_4.0060.g31.t1	Mnemiopsis_leidyi_ML239527a ML239527a
OG0001660	Beroe_ovata_Bova1_4.0063.g13.t1 Bova1_4.0063.g13.t1	Mnemiopsis_leidyi_ML03216a ML03216a
OG0001661	Beroe_ovata_Bova1_4.0065.g23.t1 Bova1_4.0065.g23.t1	Mnemiopsis_leidyi_ML017313a ML017313a
OG0001662	Beroe_ovata_Bova1_4.0081.g13.t1 Bova1_4.0081.g13.t1	Mnemiopsis_leidyi_ML141711a ML141711a
OG0001663	Beroe_ovata_Bova1_4.0083.g55.t2 Bova1_4.0083.g55.t2	Mnemiopsis_leidyi_ML02547a ML02547a
OG0001666	Beroe_ovata_Bova1_4.0129.g10.t1 Bova1_4.0129.g10.t1, Beroe_ovata_Bova1_4.0129.g9.t1 Bova1_4.0129.g9.t1	Mnemiopsis_leidyi_ML03434a ML03434a
OG0001667	Beroe_ovata_Bova1_4.0129.g11.t1 Bova1_4.0129.g11.t1	Mnemiopsis_leidyi_ML03433a ML03433a
OG0001668	Beroe_ovata_Bova1_4.0208.g18.t1 Bova1_4.0208.g18.t1	Mnemiopsis_leidyi_ML19983a ML19983a
OG0001670	Beroe_ovata_Bova1_4.0330.g11.t1 Bova1_4.0330.g11.t1	Mnemiopsis_leidyi_ML17733a ML17733a
OG0001672	Beroe_ovata_Bova1_4.0556.g2.t1 Bova1_4.0556.g2.t1	Mnemiopsis_leidyi_ML435847a ML435847a
OG0002152	Beroe_ovata_Bova1_4.0004.g159.t1 Bova1_4.0004.g159.t1	Mnemiopsis_leidyi_ML05421a ML05421a
OG0002164	Beroe_ovata_Bova1_4.0247.g2.t1 Bova1_4.0247.g2.t1	Mnemiopsis_leidyi_ML22353a ML22353a
OG0002166	Beroe_ovata_Bova1_4.0516.g4.t1 Bova1_4.0516.g4.t1	Mnemiopsis_leidyi_ML047911a ML047911a
