Orthogroup	Chordata_Vertebrata_Coturnix_japonica	Insecta_Diptera_Drosophila_melanogaster
OG0000068	Coturnix_japonica_XP_015721352.1 galectin-3 isoform X2 [Coturnix japonica], Coturnix_japonica_XP_015732503.1 grifin [Coturnix japonica], Coturnix_japonica_XP_015713339.1 PREDICTED_ galectin-8 isoform X1 [Coturnix japonica]	Drosophila_melanogaster_tr_E1JHQ0_E1JHQ0_DROME tr|E1JHQ0|E1JHQ0_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=galectin PE=1 SV=1, Drosophila_melanogaster_tr_M9NCX9_M9NCX9_DROME tr|M9NCX9|M9NCX9_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=galectin PE=1 SV=1, Drosophila_melanogaster_tr_Q9VPI6_Q9VPI6_DROME tr|Q9VPI6|Q9VPI6_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=galectin PE=1 SV=1, Drosophila_melanogaster_tr_E1JHP9_E1JHP9_DROME tr|E1JHP9|E1JHP9_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=galectin PE=1 SV=1, Drosophila_melanogaster_tr_C0PUZ0_C0PUZ0_DROME tr|C0PUZ0|C0PUZ0_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=galectin PE=1 SV=1, Drosophila_melanogaster_tr_Q9VPI7_Q9VPI7_DROME tr|Q9VPI7|Q9VPI7_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=Dmel\CG11374 PE=4 SV=3
OG0000068	Coturnix_japonica_XP_015718113.1 galectin-2 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015718171.1 galectin-1 [Coturnix japonica]	Drosophila_melanogaster_sp_Q9VWB0_TECPR_DROME sp|Q9VWB0|TECPR_DROME Tectonin beta-propeller repeat-containing protein OS=Drosophila melanogaster OX=7227 GN=Pex23 PE=2 SV=2
OG0000070	Coturnix_japonica_XP_015714841.1 peroxidasin homolog [Coturnix japonica], Coturnix_japonica_XP_015737187.1 peroxidasin homolog [Coturnix japonica]	Drosophila_melanogaster_sp_Q9VZZ4_PXDN_DROME sp|Q9VZZ4|PXDN_DROME Peroxidasin OS=Drosophila melanogaster OX=7227 GN=Pxn PE=1 SV=1
OG0000074	Coturnix_japonica_XP_015718244.1 slit homolog 2 protein isoform X16 [Coturnix japonica], Coturnix_japonica_XP_015731429.1 slit homolog 3 protein isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015722602.1 slit homolog 1 protein [Coturnix japonica]	Drosophila_melanogaster_sp_P24014_SLIT_DROME sp|P24014|SLIT_DROME Protein slit OS=Drosophila melanogaster OX=7227 GN=sli PE=1 SV=2, Drosophila_melanogaster_tr_A0A0B4KES0_A0A0B4KES0_DROME tr|A0A0B4KES0|A0A0B4KES0_DROME Slit_ isoform F OS=Drosophila melanogaster OX=7227 GN=sli PE=4 SV=1
OG0000078	Coturnix_japonica_XP_015714739.1 tubulointerstitial nephritis antigen isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015738735.1 PREDICTED_ tubulointerstitial nephritis antigen-like [Coturnix japonica]	Drosophila_melanogaster_tr_Q95S79_Q95S79_DROME tr|Q95S79|Q95S79_DROME GM06507p OS=Drosophila melanogaster OX=7227 GN=Swim PE=2 SV=1, Drosophila_melanogaster_tr_Q7JWQ7_Q7JWQ7_DROME tr|Q7JWQ7|Q7JWQ7_DROME RE01730p OS=Drosophila melanogaster OX=7227 GN=Swim PE=1 SV=1
OG0000080	Coturnix_japonica_XP_015719193.1 metalloproteinase inhibitor 3 [Coturnix japonica], Coturnix_japonica_XP_015735526.1 metalloproteinase inhibitor 2 [Coturnix japonica], Coturnix_japonica_XP_015730262.1 metalloproteinase inhibitor 4 isoform X3 [Coturnix japonica]	Drosophila_melanogaster_sp_Q9VH14_TIMP_DROME sp|Q9VH14|TIMP_DROME Tissue inhibitor of metalloproteinase OS=Drosophila melanogaster OX=7227 GN=Timp PE=1 SV=1
OG0000084	Coturnix_japonica_XP_015710321.1 PREDICTED_ collagen alpha-1_XV_ chain-like isoform X2 [Coturnix japonica], Coturnix_japonica_XP_015710321.1 PREDICTED_ collagen alpha-1_XV_ chain-like isoform X2 [Coturnix japonica], Coturnix_japonica_XP_015723175.2 collagen alpha-1_XVIII_ chain isoform X1 [Coturnix japonica]	Drosophila_melanogaster_tr_Q86BH1_Q86BH1_DROME tr|Q86BH1|Q86BH1_DROME Multiplexin_ isoform E OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_E1JI50_E1JI50_DROME tr|E1JI50|E1JI50_DROME Multiplexin_ isoform F OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_Q8MT89_Q8MT89_DROME tr|Q8MT89|Q8MT89_DROME GH14382p OS=Drosophila melanogaster OX=7227 GN=Mp PE=2 SV=1, Drosophila_melanogaster_tr_X2JGC3_X2JGC3_DROME tr|X2JGC3|X2JGC3_DROME Multiplexin_ isoform S OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_E1JI49_E1JI49_DROME tr|E1JI49|E1JI49_DROME Multiplexin_ isoform H OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_X2JC42_X2JC42_DROME tr|X2JC42|X2JC42_DROME Multiplexin_ isoform T OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_E1JIE0_E1JIE0_DROME tr|E1JIE0|E1JIE0_DROME Multiplexin_ isoform M OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_M9ND55_M9ND55_DROME tr|M9ND55|M9ND55_DROME Multiplexin_ isoform R OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_E1JIE3_E1JIE3_DROME tr|E1JIE3|E1JIE3_DROME Multiplexin_ isoform O OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=2, Drosophila_melanogaster_tr_E1JID9_E1JID9_DROME tr|E1JID9|E1JID9_DROME Multiplexin_ isoform G OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_E1JIE1_E1JIE1_DROME tr|E1JIE1|E1JIE1_DROME Multiplexin_ isoform B OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_E1JIE2_E1JIE2_DROME tr|E1JIE2|E1JIE2_DROME Multiplexin_ isoform L OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_X2JCL0_X2JCL0_DROME tr|X2JCL0|X2JCL0_DROME Multiplexin_ isoform U OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1, Drosophila_melanogaster_tr_E1JI52_E1JI52_DROME tr|E1JI52|E1JI52_DROME Multiplexin_ isoform J OS=Drosophila melanogaster OX=7227 GN=Mp PE=4 SV=1
OG0000088	Coturnix_japonica_XP_015718401.1 spondin-2 [Coturnix japonica]	Drosophila_melanogaster_tr_O02029_O02029_DROME tr|O02029|O02029_DROME M-spondin OS=Drosophila melanogaster OX=7227 GN=mspo PE=2 SV=1, Drosophila_melanogaster_tr_Q7JY80_Q7JY80_DROME tr|Q7JY80|Q7JY80_DROME M-spondin_ isoform A OS=Drosophila melanogaster OX=7227 GN=mspo PE=2 SV=1
OG0000088	Coturnix_japonica_XP_015719003.1 PREDICTED_ spondin-1 [Coturnix japonica]	Drosophila_melanogaster_tr_Q8T988_Q8T988_DROME tr|Q8T988|Q8T988_DROME SD07907p OS=Drosophila melanogaster OX=7227 GN=CG17740 PE=2 SV=1, Drosophila_melanogaster_tr_A1Z8W6_A1Z8W6_DROME tr|A1Z8W6|A1Z8W6_DROME Spondin-1 OS=Drosophila melanogaster OX=7227 GN=CG17740 PE=2 SV=1, Drosophila_melanogaster_tr_Q3ZAL6_Q3ZAL6_DROME tr|Q3ZAL6|Q3ZAL6_DROME Spondin-1 OS=Drosophila melanogaster OX=7227 GN=CG17740 PE=2 SV=1, Drosophila_melanogaster_tr_Q7K3Y9_Q7K3Y9_DROME tr|Q7K3Y9|Q7K3Y9_DROME Spondin-1 OS=Drosophila melanogaster OX=7227 GN=Dmel\CG17739 PE=2 SV=1, Drosophila_melanogaster_tr_Q95S22_Q95S22_DROME tr|Q95S22|Q95S22_DROME HL01082p OS=Drosophila melanogaster OX=7227 GN=fat-spondin PE=2 SV=1, Drosophila_melanogaster_tr_Q7KN04_Q7KN04_DROME tr|Q7KN04|Q7KN04_DROME Spondin-1 OS=Drosophila melanogaster OX=7227 GN=fat-spondin PE=1 SV=1
OG0000089	Coturnix_japonica_XP_015727358.1 chordin [Coturnix japonica]	Drosophila_melanogaster_sp_Q24025_SOG_DROME sp|Q24025|SOG_DROME Dorsal-ventral patterning protein Sog OS=Drosophila melanogaster OX=7227 GN=sog PE=1 SV=1, Drosophila_melanogaster_tr_M9PH73_M9PH73_DROME tr|M9PH73|M9PH73_DROME Dorsal-ventral patterning protein Sog OS=Drosophila melanogaster OX=7227 GN=sog PE=3 SV=1
OG0000095	Coturnix_japonica_XP_015713495.1 PREDICTED_ SPARC-related modular calcium-binding protein 2 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015720199.1 SPARC-related modular calcium-binding protein 1 isoform X5 [Coturnix japonica]	Drosophila_melanogaster_tr_A4UZB1_A4UZB1_DROME tr|A4UZB1|A4UZB1_DROME Magu_ isoform F OS=Drosophila melanogaster OX=7227 GN=magu PE=4 SV=1, Drosophila_melanogaster_tr_Q95TQ2_Q95TQ2_DROME tr|Q95TQ2|Q95TQ2_DROME LD30894p OS=Drosophila melanogaster OX=7227 GN=magu PE=2 SV=1, Drosophila_melanogaster_tr_Q0E9E0_Q0E9E0_DROME tr|Q0E9E0|Q0E9E0_DROME FI05255p OS=Drosophila melanogaster OX=7227 GN=magu PE=2 SV=1, Drosophila_melanogaster_tr_Q86MK1_Q86MK1_DROME tr|Q86MK1|Q86MK1_DROME CG2264A OS=Drosophila melanogaster OX=7227 GN=magu PE=2 SV=1
OG0000120	Coturnix_japonica_XP_015736984.1 syndecan-4 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015711411.1 syndecan-2 [Coturnix japonica], Coturnix_japonica_XP_015714984.1 syndecan-1 [Coturnix japonica], Coturnix_japonica_XP_015739164.1 syndecan-3 [Coturnix japonica]	Drosophila_melanogaster_tr_B7YZN0_B7YZN0_DROME tr|B7YZN0|B7YZN0_DROME Syndecan OS=Drosophila melanogaster OX=7227 GN=Sdc PE=1 SV=2, Drosophila_melanogaster_tr_E1JGQ9_E1JGQ9_DROME tr|E1JGQ9|E1JGQ9_DROME Syndecan OS=Drosophila melanogaster OX=7227 GN=Sdc PE=1 SV=2, Drosophila_melanogaster_sp_P49415_SDC_DROME sp|P49415|SDC_DROME Syndecan OS=Drosophila melanogaster OX=7227 GN=Sdc PE=2 SV=2, Drosophila_melanogaster_tr_B7YZM9_B7YZM9_DROME tr|B7YZM9|B7YZM9_DROME Syndecan OS=Drosophila melanogaster OX=7227 GN=Sdc PE=1 SV=1, Drosophila_melanogaster_tr_A0A0B4LG79_A0A0B4LG79_DROME tr|A0A0B4LG79|A0A0B4LG79_DROME Syndecan OS=Drosophila melanogaster OX=7227 GN=Sdc PE=1 SV=1, Drosophila_melanogaster_tr_A0A0B4K862_A0A0B4K862_DROME tr|A0A0B4K862|A0A0B4K862_DROME Syndecan OS=Drosophila melanogaster OX=7227 GN=Sdc PE=3 SV=1
OG0000141	Coturnix_japonica_XP_015736960.1 WNT1-inducible-signaling pathway protein 2 [Coturnix japonica], Coturnix_japonica_XP_015711858.1 WNT1-inducible-signaling pathway protein 1 isoform X2 [Coturnix japonica], Coturnix_japonica_XP_015714079.1 PREDICTED_ LOW QUALITY PROTEIN_ WNT1-inducible-signaling pathway protein 3 [Coturnix japonica], Coturnix_japonica_XP_015714065.1 CCN family member 2 [Coturnix japonica], Coturnix_japonica_NP_001310148.1 CCN family member 3 precursor [Coturnix japonica], Coturnix_japonica_XP_015725662.1 CCN family member 1 [Coturnix japonica]	Drosophila_melanogaster_tr_Q9VVK3_Q9VVK3_DROME tr|Q9VVK3|Q9VVK3_DROME Ccn OS=Drosophila melanogaster OX=7227 GN=Ccn PE=2 SV=2
OG0000178	Coturnix_japonica_XP_015726790.1 PREDICTED_ kyphoscoliosis peptidase isoform X1 [Coturnix japonica]	Drosophila_melanogaster_sp_Q0E908_HIL_DROME sp|Q0E908|HIL_DROME Hillarin OS=Drosophila melanogaster OX=7227 GN=Hil PE=1 SV=1
OG0000236	Coturnix_japonica_XP_015732360.1 platelet-derived growth factor subunit A isoform X4 [Coturnix japonica], Coturnix_japonica_XP_015715772.1 platelet-derived growth factor subunit B [Coturnix japonica]	Drosophila_melanogaster_tr_Q9BLX1_Q9BLX1_DROME tr|Q9BLX1|Q9BLX1_DROME PDGF-and VEGF-related factor 1_ isoform B OS=Drosophila melanogaster OX=7227 GN=Pvf1 PE=2 SV=1, Drosophila_melanogaster_tr_Q9VWP6_Q9VWP6_DROME tr|Q9VWP6|Q9VWP6_DROME LD28763p OS=Drosophila melanogaster OX=7227 GN=Pvf1 PE=2 SV=3, Drosophila_melanogaster_tr_X2JCH3_X2JCH3_DROME tr|X2JCH3|X2JCH3_DROME PDGF-and VEGF-related factor 1_ isoform C OS=Drosophila melanogaster OX=7227 GN=Pvf1 PE=3 SV=1
OG0000269	Coturnix_japonica_XP_015728372.1 gliomedin isoform X2 [Coturnix japonica]	Drosophila_melanogaster_tr_Q8IGN3_Q8IGN3_DROME tr|Q8IGN3|Q8IGN3_DROME RE59052p OS=Drosophila melanogaster OX=7227 GN=CG6867 PE=2 SV=1, Drosophila_melanogaster_tr_Q9VWZ7_Q9VWZ7_DROME tr|Q9VWZ7|Q9VWZ7_DROME FI21454p1 OS=Drosophila melanogaster OX=7227 GN=CT21241 PE=2 SV=2
