Orthogroup	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Bos_taurus
OG0000040	Coturnix_japonica_XP_015704232.1 endothelial cell-specific molecule 1 [Coturnix japonica]	NP_001091570.1 endothelial cell-specific molecule 1 precursor [Bos taurus]
OG0000040	Coturnix_japonica_XP_015722767.1 kazal-type serine protease inhibitor domain-containing protein 1 [Coturnix japonica]	XP_059738009.1 kazal-type serine protease inhibitor domain-containing protein 1 [Bos taurus]
OG0000040	Coturnix_japonica_XP_015717063.1 insulin-like growth factor-binding protein 7 isoform X2 [Coturnix japonica]	XP_024851719.2 insulin-like growth factor-binding protein-like 1 isoform X1 [Bos taurus], NP_001095770.1 insulin-like growth factor-binding protein 7 precursor [Bos taurus]
OG0000041	Coturnix_japonica_XP_015740894.1 PREDICTED_ LOW QUALITY PROTEIN_ von Willebrand factor A domain-containing protein 5A [Coturnix japonica]	XP_002699146.2 von Willebrand factor A domain-containing protein 5A [Bos taurus]
OG0000041	Coturnix_japonica_XP_015727259.1 von Willebrand factor A domain-containing protein 5B2 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015737811.1 von Willebrand factor A domain-containing protein 5B1 [Coturnix japonica]	XP_024838837.1 von Willebrand factor A domain-containing protein 5B1 isoform X1 [Bos taurus]
OG0000044	Coturnix_japonica_XP_015737318.1 protein-glutamine gamma-glutamyltransferase 2 [Coturnix japonica]	sp|P51176.1|TGM2_BOVIN RecName_ Full=Protein-glutamine gamma-glutamyltransferase 2; AltName_ Full=Isopeptidase TGM2; AltName_ Full=Protein-glutamine deamidase TGM2; AltName_ Full=Protein-glutamine dopaminyltransferase TGM2; AltName_ Full=Protein-glutamine histaminyltransferase TGM2; AltName_ Full=Protein-glutamine noradrenalinyltransferase TGM2; AltName_ Full=Protein-glutamine serotonyltransferase TGM2; AltName_ Full=Tissue transglutaminase; Short=TG; AltName_ Full=Transglutaminase-2; Short=TGase-2
OG0000044	Coturnix_japonica_XP_015736940.1 PREDICTED_ protein-glutamine gamma-glutamyltransferase E-like_ partial [Coturnix japonica]	sp|A6QP57.1|TGM3_BOVIN RecName_ Full=Protein-glutamine gamma-glutamyltransferase E; AltName_ Full=Transglutaminase E; Short=TG_E_; Short=TGE; Short=TGase E; AltName_ Full=Transglutaminase-3; Short=TGase-3; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain; Flags_ Precursor, sp|A6QP57.1|TGM3_BOVIN RecName_ Full=Protein-glutamine gamma-glutamyltransferase E; AltName_ Full=Transglutaminase E; Short=TG_E_; Short=TGE; Short=TGase E; AltName_ Full=Transglutaminase-3; Short=TGase-3; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 50 kDa catalytic chain; Contains_ RecName_ Full=Protein-glutamine gamma-glutamyltransferase E 27 kDa non-catalytic chain; Flags_ Precursor
OG0000044	Coturnix_japonica_XP_015736972.1 protein-glutamine gamma-glutamyltransferase 6-like [Coturnix japonica]	XP_059748950.1 protein-glutamine gamma-glutamyltransferase 6 [Bos taurus]
OG0000044	Coturnix_japonica_XP_015710131.1 coagulation factor XIII A chain [Coturnix japonica]	NP_001161366.2 coagulation factor XIII A chain [Bos taurus]
OG0000045	Coturnix_japonica_XP_015710913.1 PREDICTED_ laminin subunit alpha-3 isoform X2 [Coturnix japonica]	XP_024840205.1 laminin subunit alpha-3 isoform X1 [Bos taurus]
OG0000045	Coturnix_japonica_XP_015736975.1 laminin subunit alpha-5 isoform X3 [Coturnix japonica]	DAA23013.1 TPA_ laminin alpha 5-like [Bos taurus]
OG0000045	Coturnix_japonica_XP_015714029.1 laminin subunit alpha-2 isoform X1 [Coturnix japonica]	XP_024840372.1 laminin subunit alpha-1 isoform X1 [Bos taurus], XP_002690266.2 laminin subunit alpha-2 [Bos taurus]
OG0000045	Coturnix_japonica_XP_015714210.1 laminin subunit alpha-4 [Coturnix japonica]	NP_001192894.1 laminin subunit alpha-4 precursor [Bos taurus]
OG0000048	Coturnix_japonica_XP_015726091.1 podocan [Coturnix japonica]	DAA28111.1 TPA_ Podnl1 protein-like [Bos taurus], NP_001179156.1 podocan [Bos taurus]
OG0000048	Coturnix_japonica_XP_015740868.1 fibromodulin [Coturnix japonica]	XP_059731202.1 fibromodulin isoform X1 [Bos taurus]
OG0000048	Coturnix_japonica_XP_015730157.1 osteomodulin [Coturnix japonica]	sp|O77742.1|OMD_BOVIN RecName_ Full=Osteomodulin; AltName_ Full=Keratan sulfate proteoglycan osteomodulin; Short=KSPG osteomodulin; AltName_ Full=Osteoadherin; Short=OSAD; Flags_ Precursor
OG0000048	Coturnix_japonica_XP_015740847.1 prolargin [Coturnix japonica]	sp|Q9GKN8.1|PRELP_BOVIN RecName_ Full=Prolargin; AltName_ Full=Proline-arginine-rich end leucine-rich repeat protein; Flags_ Precursor
OG0000048	Coturnix_japonica_XP_015730155.1 LOW QUALITY PROTEIN_ extracellular matrix protein 2 [Coturnix japonica]	XP_024851602.1 extracellular matrix protein 2 isoform X1 [Bos taurus]
OG0000049	Coturnix_japonica_XP_015730469.1 plexin-A1 isoform X1 [Coturnix japonica]	XP_024838889.2 plexin-A1 isoform X1 [Bos taurus]
OG0000049	Coturnix_japonica_XP_015740621.1 PREDICTED_ plexin-A2 [Coturnix japonica]	NP_001193586.1 plexin-A2 precursor [Bos taurus]
OG0000049	Coturnix_japonica_XP_015716725.1 plexin-A4 isoform X1 [Coturnix japonica]	NP_001178433.1 plexin-A4 precursor [Bos taurus]
OG0000049	Coturnix_japonica_XP_015730724.1 plexin-B1 isoform X2 [Coturnix japonica]	XP_024839049.1 plexin-B1 isoform X1 [Bos taurus]
OG0000049	Coturnix_japonica_XP_015708110.1 plexin-B2 [Coturnix japonica]	XP_059742216.1 plexin-B2 isoform X2 [Bos taurus]
OG0000049	Coturnix_japonica_XP_015730333.1 plexin-D1 [Coturnix japonica]	DAA16814.1 TPA_ plexin D1-like [Bos taurus]
OG0000054	Coturnix_japonica_XP_015728474.1 PREDICTED_ pro-interleukin-16 isoform X2 [Coturnix japonica]	XP_024837424.1 pro-interleukin-16 isoform X1 [Bos taurus]
OG0000057	Coturnix_japonica_XP_015721939.1 collagen alpha-1_XIII_ chain isoform X1 [Coturnix japonica]	NP_001098903.1 collagen alpha-1_XIII_ chain [Bos taurus]
OG0000057	Coturnix_japonica_XP_015731094.1 PREDICTED_ collagen alpha-1_XXIII_ chain isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015716850.1 PREDICTED_ collagen alpha-1_XXV_ chain isoform X1 [Coturnix japonica]	DAA28916.1 TPA_ collagen_ type XXV_ alpha 1-like [Bos taurus]
OG0000059	Coturnix_japonica_XP_015740640.1 signal peptide_ CUB and EGF-like domain-containing protein 3 isoform X3 [Coturnix japonica]	XP_005223362.1 signal peptide_ CUB and EGF-like domain-containing protein 3 isoform X1 [Bos taurus]
OG0000059	Coturnix_japonica_XP_015725419.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X4 [Coturnix japonica]	XP_024848586.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X1 [Bos taurus]
OG0000059	Coturnix_japonica_XP_015719548.1 PREDICTED_ signal peptide_ CUB and EGF-like domain-containing protein 2 isoform X1 [Coturnix japonica]	XP_005216154.1 signal peptide_ CUB and EGF-like domain-containing protein 2 isoform X1 [Bos taurus]
OG0000064	Coturnix_japonica_XP_015720647.1 PREDICTED_ latent-transforming growth factor beta-binding protein 2 isoform X4 [Coturnix japonica]	XP_024834858.1 latent-transforming growth factor beta-binding protein 4 isoform X1 [Bos taurus], NP_776810.1 latent-transforming growth factor beta-binding protein 2 [Bos taurus]
OG0000064	Coturnix_japonica_XP_015713186.1 latent-transforming growth factor beta-binding protein 1 isoform X6 [Coturnix japonica]	XP_005227171.1 latent-transforming growth factor beta-binding protein 3 isoform X1 [Bos taurus], XP_024854254.1 latent-transforming growth factor beta-binding protein 1 isoform X1 [Bos taurus]
OG0000064	Coturnix_japonica_XP_015742103.1 PREDICTED_ fibrillin-3 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015705146.1 fibrillin-2 isoform X1 [Coturnix japonica]	NP_001265517.1 fibrillin-2 precursor [Bos taurus]
OG0000064	Coturnix_japonica_XP_015728443.1 fibrillin-1 isoform X1 [Coturnix japonica]	sp|P98133.2|FBN1_BOVIN RecName_ Full=Fibrillin-1; AltName_ Full=MP340; Contains_ RecName_ Full=Asprosin; Flags_ Precursor, sp|P98133.2|FBN1_BOVIN RecName_ Full=Fibrillin-1; AltName_ Full=MP340; Contains_ RecName_ Full=Asprosin; Flags_ Precursor, sp|P98133.2|FBN1_BOVIN RecName_ Full=Fibrillin-1; AltName_ Full=MP340; Contains_ RecName_ Full=Asprosin; Flags_ Precursor, sp|P98133.2|FBN1_BOVIN RecName_ Full=Fibrillin-1; AltName_ Full=MP340; Contains_ RecName_ Full=Asprosin; Flags_ Precursor, sp|P98133.2|FBN1_BOVIN RecName_ Full=Fibrillin-1; AltName_ Full=MP340; Contains_ RecName_ Full=Asprosin; Flags_ Precursor
OG0000065	Coturnix_japonica_XP_015707026.1 glypican-5 isoform X4 [Coturnix japonica]	NP_001095540.1 glypican-5 precursor [Bos taurus]
OG0000065	Coturnix_japonica_XP_015715912.1 glypican-3 isoform X1 [Coturnix japonica]	NP_001030540.1 glypican-3 precursor [Bos taurus]
OG0000065	Coturnix_japonica_XP_015715840.1 glypican-4 [Coturnix japonica]	NP_001192713.1 glypican-4 precursor [Bos taurus]
OG0000065	Coturnix_japonica_XP_015707028.1 glypican-6 [Coturnix japonica]	NP_001075199.2 glypican-6 precursor [Bos taurus]
OG0000065	Coturnix_japonica_XP_015726407.1 glypican-1 [Coturnix japonica]	sp|G3X745.1|GPC1_BOVIN RecName_ Full=Glypican-1; Contains_ RecName_ Full=Secreted glypican-1; Flags_ Precursor
OG0000068	Coturnix_japonica_XP_015721352.1 galectin-3 isoform X2 [Coturnix japonica], Coturnix_japonica_XP_015732503.1 grifin [Coturnix japonica]	DAA15163.1 TPA_ galectin-related inter-fiber protein-like [Bos taurus]
OG0000068	Coturnix_japonica_XP_015713339.1 PREDICTED_ galectin-8 isoform X1 [Coturnix japonica]	XP_002699418.1 galectin-12 [Bos taurus]
OG0000068	Coturnix_japonica_XP_015718113.1 galectin-2 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015718171.1 galectin-1 [Coturnix japonica]	NP_001244020.1 galectin-2 isoform 1 [Bos taurus]
OG0000074	Coturnix_japonica_XP_015718244.1 slit homolog 2 protein isoform X16 [Coturnix japonica]	NP_001178445.2 slit homolog 2 protein precursor [Bos taurus]
OG0000074	Coturnix_japonica_XP_015731429.1 slit homolog 3 protein isoform X1 [Coturnix japonica]	DAA18060.1 TPA_ slit homolog 3 [Bos taurus]
OG0000074	Coturnix_japonica_XP_015722602.1 slit homolog 1 protein [Coturnix japonica]	XP_002698459.1 slit homolog 1 protein [Bos taurus]
OG0000078	Coturnix_japonica_XP_015714739.1 tubulointerstitial nephritis antigen isoform X1 [Coturnix japonica]	XP_010816338.1 tubulointerstitial nephritis antigen isoform X1 [Bos taurus]
OG0000078	Coturnix_japonica_XP_015738735.1 PREDICTED_ tubulointerstitial nephritis antigen-like [Coturnix japonica]	DAA32345.1 TPA_ tubulointerstitial nephritis antigen-like 1-like [Bos taurus]
OG0000078	Coturnix_japonica_XP_015712526.1 cystatin [Coturnix japonica]	sp|P01035.2|CYTC_BOVIN RecName_ Full=Cystatin-C; AltName_ Full=Colostrum thiol proteinase inhibitor; AltName_ Full=Cystatin-3; Flags_ Precursor
OG0000078	Coturnix_japonica_XP_015712583.1 cystatin-F [Coturnix japonica]	NP_001012782.1 cystatin-M precursor [Bos taurus], XP_059748930.1 cystatin-F isoform X1 [Bos taurus]
OG0000080	Coturnix_japonica_XP_015719193.1 metalloproteinase inhibitor 3 [Coturnix japonica]	sp|P79121.1|TIMP3_BOVIN RecName_ Full=Metalloproteinase inhibitor 3; AltName_ Full=Tissue inhibitor of metalloproteinases 3; Short=TIMP-3; Flags_ Precursor
OG0000080	Coturnix_japonica_XP_015730262.1 metalloproteinase inhibitor 4 isoform X3 [Coturnix japonica]	sp|O97563.2|TIMP4_BOVIN RecName_ Full=Metalloproteinase inhibitor 4; AltName_ Full=Tissue inhibitor of metalloproteinases 4; Short=TIMP-4; Flags_ Precursor
OG0000081	Coturnix_japonica_XP_015730872.1 PREDICTED_ LOW QUALITY PROTEIN_ cysteine-rich with EGF-like domain protein 1 [Coturnix japonica], Coturnix_japonica_XP_015730872.1 PREDICTED_ LOW QUALITY PROTEIN_ cysteine-rich with EGF-like domain protein 1 [Coturnix japonica]	sp|Q2KIT5.1|CREL2_BOVIN RecName_ Full=Protein disulfide isomerase CRELD2; AltName_ Full=Cysteine-rich with EGF-like domain protein 2; Flags_ Precursor, sp|Q5EA46.1|CREL1_BOVIN RecName_ Full=Protein disulfide isomerase CRELD1; AltName_ Full=Cysteine-rich with EGF-like domain protein 1; Flags_ Precursor
OG0000083	Coturnix_japonica_XP_015730132.1 hyaluronidase-3 isoform X2 [Coturnix japonica]	NP_001193181.1 hyaluronidase-3 precursor [Bos taurus]
OG0000083	Coturnix_japonica_XP_015729975.1 hyaluronidase-1 [Coturnix japonica]	sp|Q5E985.1|HYAL1_BOVIN RecName_ Full=Hyaluronidase-1; Short=Hyal-1; AltName_ Full=Hyaluronoglucosaminidase-1; Flags_ Precursor
OG0000083	Coturnix_japonica_XP_015708262.1 hyaluronidase PH-20 [Coturnix japonica]	XP_059741399.1 sperm adhesion molecule 1 isoform X1 [Bos taurus]
OG0000083	Coturnix_japonica_XP_015729965.1 PREDICTED_ hyaluronidase-2 [Coturnix japonica]	sp|Q8SQG8.1|HYAL2_BOVIN RecName_ Full=Hyaluronidase-2; Short=Hyal-2; AltName_ Full=Hyaluronoglucosaminidase-2; Flags_ Precursor
OG0000084	Coturnix_japonica_XP_015710321.1 PREDICTED_ collagen alpha-1_XV_ chain-like isoform X2 [Coturnix japonica], Coturnix_japonica_XP_015710321.1 PREDICTED_ collagen alpha-1_XV_ chain-like isoform X2 [Coturnix japonica]	NP_001178214.2 collagen alpha-1_XV_ chain precursor [Bos taurus]
OG0000084	Coturnix_japonica_XP_015723175.2 collagen alpha-1_XVIII_ chain isoform X1 [Coturnix japonica]	XP_024830782.1 collagen alpha-1_XVIII_ chain isoform X1 [Bos taurus]
OG0000088	Coturnix_japonica_XP_015718401.1 spondin-2 [Coturnix japonica]	NP_001039622.1 spondin-2 precursor [Bos taurus]
OG0000088	Coturnix_japonica_XP_015719003.1 PREDICTED_ spondin-1 [Coturnix japonica]	sp|Q9GLX9.1|SPON1_BOVIN RecName_ Full=Spondin-1; AltName_ Full=F-spondin; AltName_ Full=Vascular smooth muscle cell growth-promoting factor; Flags_ Precursor
OG0000089	Coturnix_japonica_XP_015727358.1 chordin [Coturnix japonica]	DAA33329.1 TPA_ chordin-like [Bos taurus]
OG0000089	Coturnix_japonica_XP_015716178.1 chordin-like protein 1 [Coturnix japonica]	XP_059739242.1 chordin-like protein 1 isoform X8 [Bos taurus]
OG0000089	Coturnix_japonica_XP_015708156.1 PREDICTED_ chordin-like protein 2 isoform X1 [Coturnix japonica]	XP_005216309.1 chordin-like protein 2 isoform X1 [Bos taurus]
OG0000090	Coturnix_japonica_XP_015742253.1 hyaluronan and proteoglycan link protein 4 [Coturnix japonica]	DAA28318.1 TPA_ KIAA1926 protein-like [Bos taurus]
OG0000090	Coturnix_japonica_XP_015705243.1 PREDICTED_ hyaluronan and proteoglycan link protein 1 [Coturnix japonica]	sp|P55252.1|HPLN1_BOVIN RecName_ Full=Hyaluronan and proteoglycan link protein 1; AltName_ Full=Cartilage-linking protein 1; Short=Cartilage-link protein; AltName_ Full=Proteoglycan link protein; Flags_ Precursor
OG0000090	Coturnix_japonica_XP_015728574.1 hyaluronan and proteoglycan link protein 3 [Coturnix japonica]	NP_001092451.1 hyaluronan and proteoglycan link protein 3 precursor [Bos taurus]
OG0000090	Coturnix_japonica_XP_015739947.1 hyaluronan and proteoglycan link protein 2 [Coturnix japonica]	XP_005203761.1 hyaluronan and proteoglycan link protein 2 isoform X1 [Bos taurus]
OG0000093	Coturnix_japonica_XP_015729012.1 leukocyte cysteine proteinase inhibitor 1-like [Coturnix japonica]	sp|P80416.1|CYTA_BOVIN RecName_ Full=Cystatin-A; AltName_ Full=Cystatin-AS; AltName_ Full=Stefin-A
OG0000095	Coturnix_japonica_XP_015713495.1 PREDICTED_ SPARC-related modular calcium-binding protein 2 isoform X1 [Coturnix japonica]	XP_024852606.1 SPARC-related modular calcium-binding protein 2 isoform X1 [Bos taurus]
OG0000095	Coturnix_japonica_XP_015720199.1 SPARC-related modular calcium-binding protein 1 isoform X5 [Coturnix japonica]	XP_005212006.1 SPARC-related modular calcium-binding protein 1 isoform X1 [Bos taurus]
OG0000102	Coturnix_japonica_XP_015720830.1 fibulin-5 [Coturnix japonica]	XP_005222280.1 fibulin-5 isoform X1 [Bos taurus]
OG0000102	Coturnix_japonica_XP_015712283.1 EGF-containing fibulin-like extracellular matrix protein 1 isoform X1 [Coturnix japonica]	NP_001075186.1 EGF-containing fibulin-like extracellular matrix protein 1 precursor [Bos taurus]
OG0000112	Coturnix_japonica_XP_015722579.1 PREDICTED_ inactive heparanase-2 isoform X4 [Coturnix japonica]	DAA14878.1 TPA_ heparanase 2 isoform 2 [Bos taurus]
OG0000112	Coturnix_japonica_XP_015717103.1 PREDICTED_ heparanase isoform X3 [Coturnix japonica]	sp|Q9MYY0.2|HPSE_BOVIN RecName_ Full=Heparanase; Contains_ RecName_ Full=Heparanase 8 kDa subunit; Contains_ RecName_ Full=Heparanase 50 kDa subunit; Flags_ Precursor
OG0000114	Coturnix_japonica_XP_015719754.1 host cell factor 2 isoform X2 [Coturnix japonica]	NP_001179877.1 host cell factor 2 [Bos taurus]
OG0000120	Coturnix_japonica_XP_015736984.1 syndecan-4 isoform X1 [Coturnix japonica]	XP_002692376.1 syndecan-4 [Bos taurus]
OG0000120	Coturnix_japonica_XP_015711411.1 syndecan-2 [Coturnix japonica]	sp|Q58DD4.1|SDC2_BOVIN RecName_ Full=Syndecan-2; Short=SYND2; AltName_ CD_antigen=CD362; Flags_ Precursor
OG0000120	Coturnix_japonica_XP_015714984.1 syndecan-1 [Coturnix japonica]	sp|Q08DZ5.1|SDC1_BOVIN RecName_ Full=Syndecan-1; Short=SYND1; AltName_ CD_antigen=CD138; Flags_ Precursor
OG0000120	Coturnix_japonica_XP_015739164.1 syndecan-3 [Coturnix japonica]	DAA32372.1 TPA_ syndecan 3-like [Bos taurus]
OG0000122	Coturnix_japonica_XP_015729348.1 72 kDa type IV collagenase [Coturnix japonica]	NP_777170.1 72 kDa type IV collagenase precursor [Bos taurus], NP_777170.1 72 kDa type IV collagenase precursor [Bos taurus], sp|Q9GLE5.1|MMP2_BOVIN RecName_ Full=72 kDa type IV collagenase; AltName_ Full=72 kDa gelatinase; AltName_ Full=Matrix metalloproteinase-2; Short=MMP-2; Contains_ RecName_ Full=PEX; Flags_ Precursor, sp|Q9GLE5.1|MMP2_BOVIN RecName_ Full=72 kDa type IV collagenase; AltName_ Full=72 kDa gelatinase; AltName_ Full=Matrix metalloproteinase-2; Short=MMP-2; Contains_ RecName_ Full=PEX; Flags_ Precursor
OG0000123	Coturnix_japonica_XP_015730290.1 fibulin-2 [Coturnix japonica]	XP_002697177.1 fibulin-2 isoform X1 [Bos taurus]
OG0000125	Coturnix_japonica_XP_015721413.1 inter-alpha-trypsin inhibitor heavy chain H5 [Coturnix japonica]	sp|A2VE29.1|ITIH5_BOVIN RecName_ Full=Inter-alpha-trypsin inhibitor heavy chain H5; Short=ITI heavy chain H5; Short=ITI-HC5; Short=Inter-alpha-inhibitor heavy chain 5; Flags_ Precursor
OG0000125	Coturnix_japonica_XP_015729920.1 PREDICTED_ inter-alpha-trypsin inhibitor heavy chain H3 isoform X2 [Coturnix japonica]	sp|Q0VCM5.1|ITIH1_BOVIN RecName_ Full=Inter-alpha-trypsin inhibitor heavy chain H1; Short=ITI heavy chain H1; Short=ITI-HC1; Short=Inter-alpha-inhibitor heavy chain 1; Flags_ Precursor, sp|P56652.2|ITIH3_BOVIN RecName_ Full=Inter-alpha-trypsin inhibitor heavy chain H3; Short=ITI heavy chain H3; Short=ITI-HC3; Short=Inter-alpha-inhibitor heavy chain 3; Flags_ Precursor
OG0000125	Coturnix_japonica_XP_015721732.1 inter-alpha-trypsin inhibitor heavy chain H2 [Coturnix japonica]	NP_001091485.1 inter-alpha-trypsin inhibitor heavy chain H2 precursor [Bos taurus]
OG0000136	Coturnix_japonica_XP_015739705.1 complement C1q tumor necrosis factor-related protein 5 [Coturnix japonica]	NP_001092608.1 complement C1q tumor necrosis factor-related protein 5 precursor [Bos taurus]
OG0000141	Coturnix_japonica_XP_015736960.1 WNT1-inducible-signaling pathway protein 2 [Coturnix japonica]	NP_001095646.1 CCN family member 5 precursor [Bos taurus]
OG0000141	Coturnix_japonica_XP_015711858.1 WNT1-inducible-signaling pathway protein 1 isoform X2 [Coturnix japonica]	DAA22835.1 TPA_ WNT1 inducible signaling pathway protein 1-like [Bos taurus]
OG0000141	Coturnix_japonica_XP_015725662.1 CCN family member 1 [Coturnix japonica]	NP_001029512.1 CCN family member 1 precursor [Bos taurus]
OG0000144	Coturnix_japonica_XP_015735704.1 chondroadherin [Coturnix japonica]	sp|Q27972.1|CHAD_BOVIN RecName_ Full=Chondroadherin; AltName_ Full=38 kDa bone protein; AltName_ Full=Cartilage leucine-rich protein; Contains_ RecName_ Full=Chondroadherin minor form; Flags_ Precursor
OG0000148	Coturnix_japonica_XP_015720635.1 transforming growth factor beta-3 proprotein [Coturnix japonica]	NP_001094653.1 transforming growth factor beta-3 proprotein [Bos taurus]
OG0000148	Coturnix_japonica_XP_015712764.1 transforming growth factor beta-2 proprotein [Coturnix japonica]	sp|P21214.3|TGFB2_BOVIN RecName_ Full=Transforming growth factor beta-2 proprotein; AltName_ Full=Milk growth factor; Short=MGF; Contains_ RecName_ Full=Latency-associated peptide; Short=LAP; Contains_ RecName_ Full=Transforming growth factor beta-2; Short=TGF-beta-2; Flags_ Precursor, XP_005216841.1 transforming growth factor beta-2 proprotein isoform X1 [Bos taurus]
OG0000148	Coturnix_japonica_XP_015706031.1 PREDICTED_ transforming growth factor beta-1 [Coturnix japonica]	sp|P18341.2|TGFB1_BOVIN RecName_ Full=Transforming growth factor beta-1 proprotein; Contains_ RecName_ Full=Latency-associated peptide; Short=LAP; Contains_ RecName_ Full=Transforming growth factor beta-1; Short=TGF-beta-1; Flags_ Precursor, sp|P18341.2|TGFB1_BOVIN RecName_ Full=Transforming growth factor beta-1 proprotein; Contains_ RecName_ Full=Latency-associated peptide; Short=LAP; Contains_ RecName_ Full=Transforming growth factor beta-1; Short=TGF-beta-1; Flags_ Precursor
OG0000150	Coturnix_japonica_XP_015725032.1 pappalysin-2 isoform X1 [Coturnix japonica]	XP_010811788.2 pappalysin-2 [Bos taurus]
OG0000150	Coturnix_japonica_XP_015734233.1 PREDICTED_ pappalysin-1 isoform X2 [Coturnix japonica]	XP_024852122.1 pappalysin-1 [Bos taurus]
OG0000151	Coturnix_japonica_XP_015724278.1 insulin-like growth factor-binding protein 2 isoform X1 [Coturnix japonica]	sp|P13384.2|IBP2_BOVIN RecName_ Full=Insulin-like growth factor-binding protein 2; Short=IBP-2; Short=IGF-binding protein 2; Short=IGFBP-2; Flags_ Precursor
OG0000151	Coturnix_japonica_XP_015741426.1 insulin-like growth factor-binding protein 4 [Coturnix japonica]	sp|Q05716.1|IBP4_BOVIN RecName_ Full=Insulin-like growth factor-binding protein 4; Short=IBP-4; Short=IGF-binding protein 4; Short=IGFBP-4; Flags_ Precursor
OG0000151	Coturnix_japonica_XP_015710370.1 PREDICTED_ insulin-like growth factor-binding protein 1 [Coturnix japonica]	sp|P24591.2|IBP1_BOVIN RecName_ Full=Insulin-like growth factor-binding protein 1; Short=IBP-1; Short=IGF-binding protein 1; Short=IGFBP-1; AltName_ Full=bIGFBP-1; Flags_ Precursor
OG0000151	Coturnix_japonica_XP_015724280.1 insulin-like growth factor-binding protein 5 [Coturnix japonica]	XP_010800619.1 insulin-like growth factor-binding protein 5 isoform X1 [Bos taurus]
OG0000154	Coturnix_japonica_XP_015728755.1 cartilage intermediate layer protein 1 [Coturnix japonica]	XP_059746743.1 cartilage intermediate layer protein 1 isoform X1 [Bos taurus]
OG0000154	Coturnix_japonica_XP_015741555.1 cartilage intermediate layer protein 2 [Coturnix japonica]	NP_001179457.1 cartilage intermediate layer protein 2 precursor [Bos taurus]
OG0000156	Coturnix_japonica_XP_015728918.1 microfibrillar-associated protein 1 [Coturnix japonica]	sp|Q5EA98.1|MFAP1_BOVIN RecName_ Full=Microfibrillar-associated protein 1; AltName_ Full=Spliceosome B complex protein MFAP1
OG0000157	Coturnix_japonica_XP_015716670.1 extracellular matrix protein FRAS1 isoform X1 [Coturnix japonica]	XP_059743779.1 LOW QUALITY PROTEIN_ extracellular matrix organizing protein FRAS1 [Bos taurus]
OG0000171	Coturnix_japonica_XP_015709459.1 PREDICTED_ peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase isoform X1 [Coturnix japonica]	XP_059738228.1 peptide-N_4_-_N-acetyl-beta-glucosaminyl_asparagine amidase isoform X1 [Bos taurus]
OG0000181	Coturnix_japonica_XP_015739261.1 PREDICTED_ R-spondin-1 [Coturnix japonica]	NP_001099091.1 R-spondin-1 precursor [Bos taurus]
OG0000181	Coturnix_japonica_XP_015714063.1 R-spondin-3 [Coturnix japonica]	sp|Q1RMU1.1|RSPO3_BOVIN RecName_ Full=R-spondin-3; AltName_ Full=Roof plate-specific spondin-3; Flags_ Precursor
OG0000181	Coturnix_japonica_XP_015711646.1 R-spondin-2 isoform X1 [Coturnix japonica]	NP_001193021.1 R-spondin-2 precursor [Bos taurus]
OG0000181	Coturnix_japonica_XP_015737478.1 R-spondin-4 isoform X1 [Coturnix japonica]	XP_002692324.1 R-spondin-4 [Bos taurus]
OG0000182	Coturnix_japonica_XP_015732559.1 von Willebrand factor A domain-containing protein 3A [Coturnix japonica]	NP_001068891.1 2_4-dienoyl-CoA reductase [_3E_-enoyl-CoA-producing]_ mitochondrial [Bos taurus]
OG0000202	Coturnix_japonica_XP_015713179.2 cysteine-rich motor neuron 1 protein isoform X1 [Coturnix japonica]	NP_001192227.2 cysteine-rich motor neuron 1 protein precursor [Bos taurus]
OG0000215	Coturnix_japonica_XP_015713227.1 vascular endothelial growth factor A isoform X11 [Coturnix japonica], Coturnix_japonica_XP_015720581.1 PREDICTED_ placenta growth factor isoform X1 [Coturnix japonica]	sp|Q9XS49.2|VEGFB_BOVIN RecName_ Full=Vascular endothelial growth factor B; Short=VEGF-B; AltName_ Full=VEGF-related factor; Short=VRF; Flags_ Precursor
OG0000215	Coturnix_japonica_XP_015742109.1 PREDICTED_ vascular endothelial growth factor D isoform X2 [Coturnix japonica]	NP_001094513.1 vascular endothelial growth factor D precursor [Bos taurus]
OG0000215	Coturnix_japonica_XP_015717296.1 PREDICTED_ LOW QUALITY PROTEIN_ vascular endothelial growth factor C [Coturnix japonica]	NP_776913.1 vascular endothelial growth factor C precursor [Bos taurus]
OG0000216	Coturnix_japonica_XP_015729593.1 cysteine-rich secretory protein LCCL domain-containing 2 [Coturnix japonica]	sp|A6QLZ7.1|CRLD2_BOVIN RecName_ Full=Cysteine-rich secretory protein LCCL domain-containing 2; Flags_ Precursor
