Orthogroup	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio
OG0000015	Coturnix_japonica_NP_001310174.1 zona pellucida sperm-binding protein 2 precursor [Coturnix japonica], Coturnix_japonica_NP_001310173.1 zona pellucida sperm-binding protein 1 precursor [Coturnix japonica], Coturnix_japonica_XP_015722052.1 PREDICTED_ zona pellucida sperm-binding protein 4-like [Coturnix japonica]	Danio_rerio_tr_Q98SS0_Q98SS0_DANRE tr|Q98SS0|Q98SS0_DANRE Egg envelope protein ZP2 OS=Danio rerio OX=7955 GN=zp2 PE=1 SV=1, Danio_rerio_tr_F1QUS3_F1QUS3_DANRE tr|F1QUS3|F1QUS3_DANRE Zona pellucida glycoprotein 2_ tandem duplicate 5 OS=Danio rerio OX=7955 GN=zgc_152728 PE=4 SV=1, Danio_rerio_tr_F1QMZ0_F1QMZ0_DANRE tr|F1QMZ0|F1QMZ0_DANRE Zona pellucida glycoprotein 2_ tandem duplicate 3 OS=Danio rerio OX=7955 GN=zp2 PE=4 SV=1, Danio_rerio_tr_F1R003_F1R003_DANRE tr|F1R003|F1R003_DANRE Zona pellucida glycoprotein 2_ tandem duplicate 1 OS=Danio rerio OX=7955 GN=zgc_114013 PE=4 SV=1
OG0000016	Coturnix_japonica_XP_015707754.1 stromelysin-1-like [Coturnix japonica], Coturnix_japonica_XP_015707761.1 matrix metalloproteinase-27-like [Coturnix japonica], Coturnix_japonica_XP_015707753.1 interstitial collagenase-like [Coturnix japonica], Coturnix_japonica_XP_015707755.1 collagenase 3-like [Coturnix japonica]	Danio_rerio_tr_F1QCX8_F1QCX8_DANRE tr|F1QCX8|F1QCX8_DANRE Matrix metallopeptidase 13a OS=Danio rerio OX=7955 GN=cb1034 PE=3 SV=2
OG0000016	Coturnix_japonica_XP_015733516.1 stromelysin-3 [Coturnix japonica]	Danio_rerio_tr_A0A8M9Q3Z2_A0A8M9Q3Z2_DANRE tr|A0A8M9Q3Z2|A0A8M9Q3Z2_DANRE Matrix metallopeptidase 11a OS=Danio rerio OX=7955 GN=mmp11a PE=3 SV=1
OG0000016	Coturnix_japonica_XP_015736822.1 PREDICTED_ matrix metalloproteinase-24 [Coturnix japonica]	Danio_rerio_tr_E9QIX9_E9QIX9_DANRE tr|E9QIX9|E9QIX9_DANRE Matrix metallopeptidase 24 OS=Danio rerio OX=7955 GN=mmp24 PE=3 SV=1
OG0000016	Coturnix_japonica_XP_015711460.1 matrix metalloproteinase-16 [Coturnix japonica], Coturnix_japonica_XP_015711460.1 matrix metalloproteinase-16 [Coturnix japonica]	Danio_rerio_tr_F1R8N4_F1R8N4_DANRE tr|F1R8N4|F1R8N4_DANRE Matrix metallopeptidase 16b _membrane-inserted_ OS=Danio rerio OX=7955 GN=mmp16b PE=3 SV=1
OG0000016	Coturnix_japonica_XP_015729170.1 matrix metalloproteinase-15 [Coturnix japonica]	Danio_rerio_tr_E7FFQ4_E7FFQ4_DANRE tr|E7FFQ4|E7FFQ4_DANRE Matrix metallopeptidase 15a OS=Danio rerio OX=7955 GN=mmp15a PE=3 SV=1
OG0000017	Coturnix_japonica_XP_015727492.1 neuroserpin [Coturnix japonica]	Danio_rerio_tr_B3DJI9_B3DJI9_DANRE tr|B3DJI9|B3DJI9_DANRE Neuroserpin precursor OS=Danio rerio OX=7955 GN=si_ch211-167c22.4 PE=2 SV=1
OG0000017	Coturnix_japonica_XP_015726831.1 glia-derived nexin isoform X3 [Coturnix japonica]	Danio_rerio_tr_Q7ZVL5_Q7ZVL5_DANRE tr|Q7ZVL5|Q7ZVL5_DANRE Glia-derived nexin precursor OS=Danio rerio OX=7955 GN=zgc_55929 PE=2 SV=1
OG0000017	Coturnix_japonica_XP_015707344.1 serpin E3 [Coturnix japonica]	Danio_rerio_sp_B0UYL8_SERP3_DANRE sp|B0UYL8|SERP3_DANRE Probable serpin E3 OS=Danio rerio OX=7955 GN=serpine3 PE=3 SV=1
OG0000017	Coturnix_japonica_XP_015725185.1 antithrombin-III [Coturnix japonica]	Danio_rerio_tr_Q8AYE3_Q8AYE3_DANRE tr|Q8AYE3|Q8AYE3_DANRE Antithrombin OS=Danio rerio OX=7955 GN=wu_fb18f10 PE=1 SV=1
OG0000017	Coturnix_japonica_XP_015709971.1 leukocyte elastase inhibitor-like [Coturnix japonica], Coturnix_japonica_XP_015709969.1 serpin B6-like [Coturnix japonica], Coturnix_japonica_XP_015710071.1 serpin B5 [Coturnix japonica], Coturnix_japonica_XP_015709958.1 PREDICTED_ heterochromatin-associated protein MENT isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015709963.1 serpin B10-like [Coturnix japonica], Coturnix_japonica_XP_015710070.1 serpin B12-like [Coturnix japonica]	Danio_rerio_tr_Q5RIK7_Q5RIK7_DANRE tr|Q5RIK7|Q5RIK7_DANRE Serpin peptidase inhibitor_ clade B _ovalbumin__ member 1_-like 2 OS=Danio rerio OX=7955 GN=zgc_56075 PE=2 SV=1, Danio_rerio_tr_Q6DG30_Q6DG30_DANRE tr|Q6DG30|Q6DG30_DANRE Serpin peptidase inhibitor_ clade B _Ovalbumin__ member 1 OS=Danio rerio OX=7955 GN=si_dkey-177p2.12 PE=1 SV=1
OG0000017	Coturnix_japonica_XP_015720855.1 protein Z-dependent protease inhibitor isoform X2 [Coturnix japonica]	Danio_rerio_tr_A4IG87_A4IG87_DANRE tr|A4IG87|A4IG87_DANRE Protein Z-dependent protease inhibitor precursor OS=Danio rerio OX=7955 GN=si_dkey-85n7.5 PE=2 SV=1, Danio_rerio_tr_Q8JH29_Q8JH29_DANRE tr|Q8JH29|Q8JH29_DANRE Angiotensinogen OS=Danio rerio OX=7955 GN=wu_fb62f06 PE=2 SV=1
OG0000017	Coturnix_japonica_XP_015733029.1 heparin cofactor 2 [Coturnix japonica]	Danio_rerio_tr_B0V3R7_B0V3R7_DANRE tr|B0V3R7|B0V3R7_DANRE Heparin cofactor 2 isoform X1 OS=Danio rerio OX=7955 GN=HCII PE=3 SV=1, Danio_rerio_tr_Q8AYE2_Q8AYE2_DANRE tr|Q8AYE2|Q8AYE2_DANRE Heparin cofactor 2 precursor OS=Danio rerio OX=7955 GN=HCII PE=2 SV=1
OG0000017	Coturnix_japonica_XP_015719142.1 plasma protease C1 inhibitor [Coturnix japonica]	Danio_rerio_tr_B0V2R7_B0V2R7_DANRE tr|B0V2R7|B0V2R7_DANRE Plasma protease C1 inhibitor precursor OS=Danio rerio OX=7955 GN=C1IN PE=1 SV=1
OG0000017	Coturnix_japonica_XP_015736135.1 alpha-2-antiplasmin isoform X1 [Coturnix japonica]	Danio_rerio_tr_A1A5Y8_A1A5Y8_DANRE tr|A1A5Y8|A1A5Y8_DANRE Alpha-2-antiplasmin precursor OS=Danio rerio OX=7955 GN=zgc_158410 PE=2 SV=1, Danio_rerio_tr_F6NQ58_F6NQ58_DANRE tr|F6NQ58|F6NQ58_DANRE Alpha-2-antiplasmin OS=Danio rerio OX=7955 GN=serpinf2a PE=3 SV=1
OG0000018	Coturnix_japonica_XP_015722587.1 PREDICTED_ LOW QUALITY PROTEIN_ lysyl oxidase homolog 4-like [Coturnix japonica]	Danio_rerio_tr_F1QJK9_F1QJK9_DANRE tr|F1QJK9|F1QJK9_DANRE Lysyl oxidase homolog OS=Danio rerio OX=7955 GN=loxl4 PE=3 SV=2
OG0000018	Coturnix_japonica_XP_015705736.1 lysyl oxidase homolog 3 [Coturnix japonica]	Danio_rerio_sp_F1RD85_LOX3A_DANRE sp|F1RD85|LOX3A_DANRE Lysyl oxidase homolog 3A OS=Danio rerio OX=7955 GN=loxl3a PE=2 SV=1, Danio_rerio_sp_B8A4W9_LOX3B_DANRE sp|B8A4W9|LOX3B_DANRE Lysyl oxidase homolog 3B OS=Danio rerio OX=7955 GN=loxl3b PE=2 SV=1
OG0000018	Coturnix_japonica_XP_015738393.1 lysyl oxidase homolog 2 [Coturnix japonica]	Danio_rerio_sp_F1QQC3_LOL2A_DANRE sp|F1QQC3|LOL2A_DANRE Lysyl oxidase homolog 2A OS=Danio rerio OX=7955 GN=loxl2a PE=2 SV=1, Danio_rerio_sp_A1L1V4_LOL2B_DANRE sp|A1L1V4|LOL2B_DANRE Lysyl oxidase homolog 2B OS=Danio rerio OX=7955 GN=loxl2b PE=2 SV=1
OG0000018	Coturnix_japonica_XP_015728258.1 lysyl oxidase homolog 1 [Coturnix japonica]	Danio_rerio_tr_Q2PS19_Q2PS19_DANRE tr|Q2PS19|Q2PS19_DANRE Lysyl oxidase homolog OS=Danio rerio OX=7955 GN=si_ch211-238c15.1 PE=2 SV=1
OG0000018	Coturnix_japonica_XP_015705542.1 protein-lysine 6-oxidase isoform X1 [Coturnix japonica]	Danio_rerio_tr_Q6NYT8_Q6NYT8_DANRE tr|Q6NYT8|Q6NYT8_DANRE Lysyl oxidase homolog OS=Danio rerio OX=7955 GN=zgc_77447 PE=2 SV=1
OG0000019	Coturnix_japonica_XP_015723344.1 growth/differentiation factor 8 [Coturnix japonica]	Danio_rerio_tr_Q68IN2_Q68IN2_DANRE tr|Q68IN2|Q68IN2_DANRE Growth/differentiation factor 8 OS=Danio rerio OX=7955 GN=gdf8l PE=2 SV=1, Danio_rerio_sp_O42222_GDF8_DANRE sp|O42222|GDF8_DANRE Growth/differentiation factor 8 OS=Danio rerio OX=7955 GN=mstnb PE=2 SV=2
OG0000019	Coturnix_japonica_XP_015742513.1 growth/differentiation factor 11 [Coturnix japonica]	Danio_rerio_tr_Q8JFP9_Q8JFP9_DANRE tr|Q8JFP9|Q8JFP9_DANRE Gdf11-like OS=Danio rerio OX=7955 GN=gdf11 PE=2 SV=2
OG0000019	Coturnix_japonica_XP_015710501.1 inhibin beta A chain isoform X2 [Coturnix japonica]	Danio_rerio_tr_A1L1T8_A1L1T8_DANRE tr|A1L1T8|A1L1T8_DANRE Inhibin beta A chain precursor OS=Danio rerio OX=7955 GN=inhbal PE=2 SV=1, Danio_rerio_tr_Q8QGE3_Q8QGE3_DANRE tr|Q8QGE3|Q8QGE3_DANRE Activin beta A subunit OS=Danio rerio OX=7955 GN=wu_fk40h12 PE=2 SV=1
OG0000019	Coturnix_japonica_XP_015724327.1 inhibin beta B chain [Coturnix japonica]	Danio_rerio_tr_Q90261_Q90261_DANRE tr|Q90261|Q90261_DANRE Inhibin beta B chain OS=Danio rerio OX=7955 GN=ZactbetaB PE=2 SV=1, Danio_rerio_tr_B0S7E0_B0S7E0_DANRE tr|B0S7E0|B0S7E0_DANRE Inhibin beta B chain OS=Danio rerio OX=7955 GN=actbb PE=2 SV=1
OG0000019	Coturnix_japonica_XP_015738689.1 bone morphogenetic protein 8B-like [Coturnix japonica]	Danio_rerio_tr_Q1LWW7_Q1LWW7_DANRE tr|Q1LWW7|Q1LWW7_DANRE Bone morphogenetic protein 8A OS=Danio rerio OX=7955 GN=bmp8 PE=3 SV=1
OG0000019	Coturnix_japonica_XP_015714712.1 bone morphogenetic protein 5 isoform X1 [Coturnix japonica]	Danio_rerio_tr_Q7T288_Q7T288_DANRE tr|Q7T288|Q7T288_DANRE Bone morphogenetic protein 5 OS=Danio rerio OX=7955 GN=bmp5l PE=2 SV=1
OG0000019	Coturnix_japonica_XP_015710074.1 bone morphogenetic protein 6 [Coturnix japonica]	Danio_rerio_tr_Q5CZV5_Q5CZV5_DANRE tr|Q5CZV5|Q5CZV5_DANRE Bmp6 protein OS=Danio rerio OX=7955 GN=zgc_113595 PE=2 SV=1
OG0000019	Coturnix_japonica_XP_015737280.1 bone morphogenetic protein 7 [Coturnix japonica]	Danio_rerio_tr_Q9PTF9_Q9PTF9_DANRE tr|Q9PTF9|Q9PTF9_DANRE Bone morphogenetic protein 7 OS=Danio rerio OX=7955 GN=Bmp7 PE=2 SV=1, Danio_rerio_tr_Q08CJ5_Q08CJ5_DANRE tr|Q08CJ5|Q08CJ5_DANRE Bone morphogenetic protein 7 OS=Danio rerio OX=7955 GN=zgc_153025 PE=2 SV=1, Danio_rerio_tr_F1QD07_F1QD07_DANRE tr|F1QD07|F1QD07_DANRE Bone morphogenetic protein 7 isoform X1 OS=Danio rerio OX=7955 GN=zgc_153025 PE=3 SV=1
OG0000019	Coturnix_japonica_XP_015721467.1 bone morphogenetic protein 4 [Coturnix japonica]	Danio_rerio_tr_O57574_O57574_DANRE tr|O57574|O57574_DANRE Bone genetic protein 4 OS=Danio rerio OX=7955 GN=zBMP-4 PE=2 SV=1
OG0000019	Coturnix_japonica_XP_015712614.1 bone morphogenetic protein 2 [Coturnix japonica]	Danio_rerio_tr_O13109_O13109_DANRE tr|O13109|O13109_DANRE BMP2 OS=Danio rerio OX=7955 GN=BMP2 PE=2 SV=1, Danio_rerio_tr_O93369_O93369_DANRE tr|O93369|O93369_DANRE Bone morphogenetic protein 2 OS=Danio rerio OX=7955 GN=BMP2b PE=2 SV=1
OG0000019	Coturnix_japonica_XP_015705631.1 PREDICTED_ growth/differentiation factor 6_ partial [Coturnix japonica]	Danio_rerio_sp_A8E7N9_GDF6B_DANRE sp|A8E7N9|GDF6B_DANRE Growth/differentiation factor 6-B OS=Danio rerio OX=7955 GN=gdf6b PE=2 SV=1, Danio_rerio_sp_P85857_GDF6A_DANRE sp|P85857|GDF6A_DANRE Growth/differentiation factor 6-A OS=Danio rerio OX=7955 GN=gdf6a PE=1 SV=1
OG0000019	Coturnix_japonica_XP_015736826.1 growth/differentiation factor 5 [Coturnix japonica]	Danio_rerio_tr_F1QK08_F1QK08_DANRE tr|F1QK08|F1QK08_DANRE Growth differentiation factor 5 OS=Danio rerio OX=7955 GN=gdf5 PE=3 SV=1
OG0000019	Coturnix_japonica_XP_015717295.1 bone morphogenetic protein 3 [Coturnix japonica]	Danio_rerio_tr_A0JML2_A0JML2_DANRE tr|A0JML2|A0JML2_DANRE Bone morphogenetic protein 3 OS=Danio rerio OX=7955 GN=zgc_153939 PE=2 SV=1
OG0000019	Coturnix_japonica_XP_015722337.1 growth/differentiation factor 10 [Coturnix japonica]	Danio_rerio_tr_D2CN89_D2CN89_DANRE tr|D2CN89|D2CN89_DANRE BMP3b OS=Danio rerio OX=7955 GN=bmp3b PE=2 SV=1, Danio_rerio_tr_B8A5X9_B8A5X9_DANRE tr|B8A5X9|B8A5X9_DANRE Growth differentiation factor 10a OS=Danio rerio OX=7955 GN=gdf10a PE=3 SV=1
OG0000019	Coturnix_japonica_XP_015741601.1 embryonic growth/differentiation factor 1 [Coturnix japonica]	Danio_rerio_sp_P35621_DVR1_DANRE sp|P35621|DVR1_DANRE Protein DVR-1 OS=Danio rerio OX=7955 GN=dvr1 PE=2 SV=1
OG0000019	Coturnix_japonica_XP_015715521.1 bone morphogenetic protein 15 [Coturnix japonica]	Danio_rerio_tr_Q58FS4_Q58FS4_DANRE tr|Q58FS4|Q58FS4_DANRE Bone morphogenetic protein 15 precursor OS=Danio rerio OX=7955 GN=wu_fi35a05 PE=2 SV=1, Danio_rerio_tr_Q5MD90_Q5MD90_DANRE tr|Q5MD90|Q5MD90_DANRE Growth and differentiation factor 9 OS=Danio rerio OX=7955 GN=zgc_123030 PE=2 SV=1
OG0000019	Coturnix_japonica_XP_015738516.1 bone morphogenetic protein 10 [Coturnix japonica]	Danio_rerio_tr_A2BGK2_A2BGK2_DANRE tr|A2BGK2|A2BGK2_DANRE Bone morphogenetic protein 10 OS=Danio rerio OX=7955 GN=si_dkey-13n15.5 PE=2 SV=1
OG0000019	Coturnix_japonica_XP_015722339.1 growth/differentiation factor 2 [Coturnix japonica]	Danio_rerio_sp_F1QWZ4_GDF2_DANRE sp|F1QWZ4|GDF2_DANRE Growth/differentiation factor 2 OS=Danio rerio OX=7955 GN=gdf2 PE=2 SV=1
OG0000019	Coturnix_japonica_XP_015738559.1 nodal homolog [Coturnix japonica]	Danio_rerio_tr_P87358_P87358_DANRE tr|P87358|P87358_DANRE Cyclops OS=Danio rerio OX=7955 GN=Znr-1 PE=2 SV=2, Danio_rerio_tr_O13144_O13144_DANRE tr|O13144|O13144_DANRE Nodal-related 1 OS=Danio rerio OX=7955 GN=CHUNP6892 PE=2 SV=3
OG0000020	Coturnix_japonica_XP_015734782.1 collagen alpha-1_V_ chain isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015725391.1 collagen alpha-1_XI_ chain isoform X1 [Coturnix japonica]	Danio_rerio_tr_D6MUD3_D6MUD3_DANRE tr|D6MUD3|D6MUD3_DANRE Collagen alpha-1_XI_ chain OS=Danio rerio OX=7955 GN=COL11A1b PE=2 SV=1, Danio_rerio_tr_F1QSJ2_F1QSJ2_DANRE tr|F1QSJ2|F1QSJ2_DANRE Collagen alpha-1_XI_ chain isoform X2 OS=Danio rerio OX=7955 GN=wu_fb34e11 PE=1 SV=2, Danio_rerio_tr_A2RUX5_A2RUX5_DANRE tr|A2RUX5|A2RUX5_DANRE Collagen alpha-1_XI_ chain OS=Danio rerio OX=7955 GN=zgc_158335 PE=1 SV=1
OG0000020	Coturnix_japonica_XP_015705870.1 collagen alpha-1_II_ chain isoform X1 [Coturnix japonica]	Danio_rerio_tr_Q2LDA1_Q2LDA1_DANRE tr|Q2LDA1|Q2LDA1_DANRE Collagen alpha-1_II_ chain precursor OS=Danio rerio OX=7955 GN=col2a1 PE=1 SV=1, Danio_rerio_tr_B3DLK0_B3DLK0_DANRE tr|B3DLK0|B3DLK0_DANRE Col2a1a protein OS=Danio rerio OX=7955 GN=col2a1 PE=1 SV=1, Danio_rerio_tr_L0S5L0_L0S5L0_DANRE tr|L0S5L0|L0S5L0_DANRE Collagen type II_ alpha-1b OS=Danio rerio OX=7955 GN=im_6788778 PE=2 SV=1
OG0000020	Coturnix_japonica_XP_015741354.1 LOW QUALITY PROTEIN_ collagen alpha-1_I_ chain [Coturnix japonica]	Danio_rerio_tr_Q6PEI9_Q6PEI9_DANRE tr|Q6PEI9|Q6PEI9_DANRE Collagen_ type I_ alpha 1b precursor OS=Danio rerio OX=7955 GN=col1a3 PE=1 SV=1, Danio_rerio_tr_Q6U1J5_Q6U1J5_DANRE tr|Q6U1J5|Q6U1J5_DANRE Chihuahua OS=Danio rerio OX=7955 GN=chi PE=1 SV=1
OG0000020	Coturnix_japonica_XP_015709029.1 collagen alpha-2_I_ chain [Coturnix japonica]	Danio_rerio_tr_Q6IQX2_Q6IQX2_DANRE tr|Q6IQX2|Q6IQX2_DANRE Collagen alpha-2_I_ chain precursor OS=Danio rerio OX=7955 GN=alpha2_I_ PE=1 SV=1
OG0000020	Coturnix_japonica_XP_015723325.1 collagen alpha-1_III_ chain [Coturnix japonica], Coturnix_japonica_XP_015723324.1 collagen alpha-2_V_ chain [Coturnix japonica]	Danio_rerio_tr_E7FE47_E7FE47_DANRE tr|E7FE47|E7FE47_DANRE Collagen alpha-2_V_ chain OS=Danio rerio OX=7955 GN=col5a2b PE=4 SV=1
OG0000020	Coturnix_japonica_XP_015725659.1 collagen alpha-1_XXIV_ chain isoform X1 [Coturnix japonica]	Danio_rerio_sp_C7DZK3_CRA1A_DANRE sp|C7DZK3|CRA1A_DANRE Collagen alpha-1_XXVII_ chain A OS=Danio rerio OX=7955 GN=col27a1a PE=2 SV=1, Danio_rerio_sp_A0MSJ1_CRA1B_DANRE sp|A0MSJ1|CRA1B_DANRE Collagen alpha-1_XXVII_ chain B OS=Danio rerio OX=7955 GN=col27a1b PE=2 SV=1
OG0000021	Coturnix_japonica_XP_015721444.1 nidogen-2 isoform X2 [Coturnix japonica], Coturnix_japonica_XP_015713380.1 nidogen-1 isoform X1 [Coturnix japonica]	Danio_rerio_tr_F1RAG3_F1RAG3_DANRE tr|F1RAG3|F1RAG3_DANRE Nidogen 1a OS=Danio rerio OX=7955 GN=nid1a PE=1 SV=2
OG0000021	Coturnix_japonica_XP_015717481.1 pro-epidermal growth factor isoform X2 [Coturnix japonica]	Danio_rerio_tr_Q6VQA2_Q6VQA2_DANRE tr|Q6VQA2|Q6VQA2_DANRE Pro-epidermal growth factor OS=Danio rerio OX=7955 GN=egf PE=2 SV=1
OG0000022	Coturnix_japonica_XP_015717391.1 annexin A5 isoform X1 [Coturnix japonica]	Danio_rerio_tr_Q803A1_Q803A1_DANRE tr|Q803A1|Q803A1_DANRE Annexin OS=Danio rerio OX=7955 GN=ANX V PE=1 SV=1, Danio_rerio_tr_A8WG37_A8WG37_DANRE tr|A8WG37|A8WG37_DANRE Annexin OS=Danio rerio OX=7955 GN=zgc_172159 PE=2 SV=1
OG0000022	Coturnix_japonica_XP_015731367.1 annexin A6 isoform X2 [Coturnix japonica]	Danio_rerio_tr_A8KBY8_A8KBY8_DANRE tr|A8KBY8|A8KBY8_DANRE Annexin OS=Danio rerio OX=7955 GN=anx6 PE=1 SV=1
OG0000022	Coturnix_japonica_XP_015728000.1 annexin A2 [Coturnix japonica]	Danio_rerio_tr_A8E5G1_A8E5G1_DANRE tr|A8E5G1|A8E5G1_DANRE Annexin OS=Danio rerio OX=7955 GN=anx2b PE=1 SV=1, Danio_rerio_tr_Q804G9_Q804G9_DANRE tr|Q804G9|Q804G9_DANRE Annexin OS=Danio rerio OX=7955 GN=anx2a PE=1 SV=1
OG0000022	Coturnix_japonica_XP_015704635.1 annexin A1 [Coturnix japonica]	Danio_rerio_tr_Q804H1_Q804H1_DANRE tr|Q804H1|Q804H1_DANRE Annexin OS=Danio rerio OX=7955 GN=zgc_109778 PE=1 SV=1, Danio_rerio_tr_Q804H0_Q804H0_DANRE tr|Q804H0|Q804H0_DANRE Annexin OS=Danio rerio OX=7955 GN=ANX Ic PE=1 SV=1, Danio_rerio_tr_Q804H2_Q804H2_DANRE tr|Q804H2|Q804H2_DANRE Annexin OS=Danio rerio OX=7955 GN=anx1a PE=1 SV=1
OG0000022	Coturnix_japonica_XP_015738497.1 PREDICTED_ LOW QUALITY PROTEIN_ annexin A4 [Coturnix japonica]	Danio_rerio_tr_Q804G7_Q804G7_DANRE tr|Q804G7|Q804G7_DANRE Annexin OS=Danio rerio OX=7955 GN=ANXIV PE=1 SV=1
OG0000022	Coturnix_japonica_XP_015721609.1 annexin A11 [Coturnix japonica]	Danio_rerio_tr_Q804G3_Q804G3_DANRE tr|Q804G3|Q804G3_DANRE Annexin OS=Danio rerio OX=7955 GN=anx11b PE=1 SV=1, Danio_rerio_tr_B8A4V2_B8A4V2_DANRE tr|B8A4V2|B8A4V2_DANRE Annexin OS=Danio rerio OX=7955 GN=ANX-XIa PE=1 SV=1, Danio_rerio_tr_Q7T391_Q7T391_DANRE tr|Q7T391|Q7T391_DANRE Annexin OS=Danio rerio OX=7955 GN=ANX-XIa PE=1 SV=1
OG0000022	Coturnix_japonica_XP_015711775.1 annexin A13 [Coturnix japonica]	Danio_rerio_tr_Q6PHG3_Q6PHG3_DANRE tr|Q6PHG3|Q6PHG3_DANRE Annexin OS=Danio rerio OX=7955 GN=wu_fb40a08 PE=1 SV=1, Danio_rerio_tr_Q4VBH6_Q4VBH6_DANRE tr|Q4VBH6|Q4VBH6_DANRE Annexin OS=Danio rerio OX=7955 GN=anxa13l PE=1 SV=1
OG0000023	Coturnix_japonica_XP_015721656.1 disintegrin and metalloproteinase domain-containing protein 8 isoform X1 [Coturnix japonica]	Danio_rerio_tr_Q7ZYZ9_Q7ZYZ9_DANRE tr|Q7ZYZ9|Q7ZYZ9_DANRE A disintegrin and metalloproteinase domain 8a OS=Danio rerio OX=7955 GN=zgc_64059 PE=2 SV=2, Danio_rerio_tr_E7F6J8_E7F6J8_DANRE tr|E7F6J8|E7F6J8_DANRE ADAM metallopeptidase domain 8b OS=Danio rerio OX=7955 GN=adam8b PE=4 SV=1
OG0000023	Coturnix_japonica_XP_015738502.1 disintegrin and metalloproteinase domain-containing protein 28 isoform X2 [Coturnix japonica]	Danio_rerio_tr_Q08C21_Q08C21_DANRE tr|Q08C21|Q08C21_DANRE A disintegrin and metallopeptidase domain 28 OS=Danio rerio OX=7955 GN=zgc_153755 PE=2 SV=1
OG0000023	Coturnix_japonica_XP_015733264.1 disintegrin and metalloproteinase domain-containing protein 9-like [Coturnix japonica], Coturnix_japonica_XP_015738633.1 disintegrin and metalloproteinase domain-containing protein 9 [Coturnix japonica]	Danio_rerio_tr_Q66IC3_Q66IC3_DANRE tr|Q66IC3|Q66IC3_DANRE A disintegrin and metalloproteinase domain 9 OS=Danio rerio OX=7955 GN=zgc_101824 PE=2 SV=1
OG0000023	Coturnix_japonica_XP_015723079.1 PREDICTED_ disintegrin and metalloproteinase domain-containing protein 12 isoform X2 [Coturnix japonica]	Danio_rerio_tr_A0A0R4INJ8_A0A0R4INJ8_DANRE tr|A0A0R4INJ8|A0A0R4INJ8_DANRE ADAM metallopeptidase domain 12 OS=Danio rerio OX=7955 GN=adam12 PE=4 SV=2
OG0000023	Coturnix_japonica_XP_015718482.1 disintegrin and metalloproteinase domain-containing protein 33 isoform X2 [Coturnix japonica], Coturnix_japonica_XP_015731731.1 PREDICTED_ disintegrin and metalloproteinase domain-containing protein 19 isoform X1 [Coturnix japonica]	Danio_rerio_tr_F1Q4N9_F1Q4N9_DANRE tr|F1Q4N9|F1Q4N9_DANRE ADAM metallopeptidase domain 19b OS=Danio rerio OX=7955 GN=adam19b PE=4 SV=2
OG0000023	Coturnix_japonica_XP_015723724.1 disintegrin and metalloproteinase domain-containing protein 23 [Coturnix japonica]	Danio_rerio_tr_F8W3T1_F8W3T1_DANRE tr|F8W3T1|F8W3T1_DANRE ADAM metallopeptidase domain 23a OS=Danio rerio OX=7955 GN=adam23a PE=4 SV=1
OG0000023	Coturnix_japonica_XP_015708948.1 disintegrin and metalloproteinase domain-containing protein 22 isoform X1 [Coturnix japonica]	Danio_rerio_tr_F1QF43_F1QF43_DANRE tr|F1QF43|F1QF43_DANRE ADAM metallopeptidase domain 22 OS=Danio rerio OX=7955 GN=adam22 PE=4 SV=1
OG0000023	Coturnix_japonica_XP_015740988.1 PREDICTED_ disintegrin and metalloproteinase domain-containing protein 11 isoform X2 [Coturnix japonica]	Danio_rerio_tr_E7F698_E7F698_DANRE tr|E7F698|E7F698_DANRE ADAM metallopeptidase domain 11 OS=Danio rerio OX=7955 GN=adam11 PE=4 SV=1
OG0000024	Coturnix_japonica_XP_015716467.1 testican-3 isoform X1 [Coturnix japonica]	Danio_rerio_tr_A0A0R4IMY5_A0A0R4IMY5_DANRE tr|A0A0R4IMY5|A0A0R4IMY5_DANRE SPARC _osteonectin__ cwcv and kazal-like domains proteoglycan 3 OS=Danio rerio OX=7955 GN=im_7139568 PE=4 SV=2, Danio_rerio_tr_F1RAX3_F1RAX3_DANRE tr|F1RAX3|F1RAX3_DANRE SPARC _osteonectin__ cwcv and kazal-like domains proteoglycan 3 OS=Danio rerio OX=7955 GN=im_7139568 PE=4 SV=2
OG0000024	Coturnix_japonica_XP_015731364.1 testican-1 isoform X1 [Coturnix japonica]	Danio_rerio_tr_E7F9M2_E7F9M2_DANRE tr|E7F9M2|E7F9M2_DANRE SPARC _osteonectin__ cwcv and kazal-like domains proteoglycan 1 OS=Danio rerio OX=7955 GN=spock1 PE=4 SV=3
OG0000028	Coturnix_japonica_XP_015706905.1 collagen alpha-2_IV_ chain [Coturnix japonica], Coturnix_japonica_XP_015715965.1 collagen alpha-6_IV_ chain isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015726876.1 collagen alpha-4_IV_ chain [Coturnix japonica]	Danio_rerio_tr_X1WFR7_X1WFR7_DANRE tr|X1WFR7|X1WFR7_DANRE Collagen alpha-4_IV_ chain OS=Danio rerio OX=7955 GN=col4a4 PE=4 SV=1
