Orthogroup	Chordata_Amphioxiformes_Branchiostoma_floridae	Cnidaria_Anthozoa_Porites_asteroides
OG0000065	Branchiostoma_floridae_tr_A0A9J7N425_A0A9J7N425_BRAFL tr|A0A9J7N425|A0A9J7N425_BRAFL Glypican-5-like OS=Branchiostoma floridae OX=7739 GN=LOC118426900 PE=3 SV=1	Porites_asteroides_isotig12383 isotig12383 extracted_CDS GOMatch=D2HAA5 GOTerms=GO_0005578_GO_0005626_GO_0005886_GO_0009897_GO_0016020_GO_0031225_GO_0043395 Gene=Glypican_Knypek_ Match_Acc=Q90Z52 gene=isogroup10651 length=558 numContigs=1
OG0000065	Branchiostoma_floridae_tr_A0A9J7M0W4_A0A9J7M0W4_BRAFL tr|A0A9J7M0W4|A0A9J7M0W4_BRAFL Glypican-6-like OS=Branchiostoma floridae OX=7739 GN=LOC118426861 PE=3 SV=1	Porites_asteroides_isotig04479 isotig04479 extracted_CDS GOMatch=D2HAA5 GOTerms=GO_0005578_GO_0005626_GO_0005886_GO_0009897_GO_0016020_GO_0031225_GO_0043395 Gene=Glypican_4_ Match_Acc=B1AV07 gene=isogroup02747 length=1262 numContigs=1
OG0000073	Branchiostoma_floridae_tr_A0A9J7MMD3_A0A9J7MMD3_BRAFL tr|A0A9J7MMD3|A0A9J7MMD3_BRAFL Uncharacterized protein LOC118413777 OS=Branchiostoma floridae OX=7739 GN=LOC118413777 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HUV5_A0A9J7HUV5_BRAFL tr|A0A9J7HUV5|A0A9J7HUV5_BRAFL Uncharacterized protein LOC118407442 OS=Branchiostoma floridae OX=7739 GN=LOC118407442 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N7T2_A0A9J7N7T2_BRAFL tr|A0A9J7N7T2|A0A9J7N7T2_BRAFL CUB and sushi domain-containing protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118429888 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KL81_A0A9J7KL81_BRAFL tr|A0A9J7KL81|A0A9J7KL81_BRAFL Uncharacterized protein LOC118408880 OS=Branchiostoma floridae OX=7739 GN=LOC118408880 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M8E6_A0A9J7M8E6_BRAFL tr|A0A9J7M8E6|A0A9J7M8E6_BRAFL Uncharacterized protein LOC118430053 OS=Branchiostoma floridae OX=7739 GN=LOC118430053 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MM56_A0A9J7MM56_BRAFL tr|A0A9J7MM56|A0A9J7MM56_BRAFL Uncharacterized protein LOC118413543 OS=Branchiostoma floridae OX=7739 GN=LOC118413543 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MC04_A0A9J7MC04_BRAFL tr|A0A9J7MC04|A0A9J7MC04_BRAFL Uncharacterized protein LOC118431114 OS=Branchiostoma floridae OX=7739 GN=LOC118431114 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MBB8_A0A9J7MBB8_BRAFL tr|A0A9J7MBB8|A0A9J7MBB8_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118431101 PE=4 SV=1	Porites_asteroides_isotig19343 isotig19343 extracted_CDS GOMatch=C3XPY8 GOTerms=GO_0005044_GO_0016020 Gene=Apextrin_ Match_Acc=Q6ITV5 gene=isogroup17611 length=400 numContigs=1
OG0000075	Branchiostoma_floridae_tr_A0A9J7M566_A0A9J7M566_BRAFL tr|A0A9J7M566|A0A9J7M566_BRAFL Signal peptide_ CUB and EGF-like domain-containing protein 2 OS=Branchiostoma floridae OX=7739 GN=LOC118427699 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MBY7_A0A9J7MBY7_BRAFL tr|A0A9J7MBY7|A0A9J7MBY7_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118431096 PE=4 SV=1	Porites_asteroides_isotig01732 isotig01732 extracted_CDS GOMatch=C3YQL9 GOTerms=GO_0000166_GO_0004672_GO_0004713_GO_0005524_GO_0006468 Gene=Sushi__von_Willebrand_factor_type_A__EGF_and_pentraxin_domain-containing_protein_1_ Match_Acc=Q4LDE5 gene=isogroup00699 length=1180 numContigs=2
OG0000080	Branchiostoma_floridae_tr_A0A9J7HVZ1_A0A9J7HVZ1_BRAFL tr|A0A9J7HVZ1|A0A9J7HVZ1_BRAFL Metalloproteinase inhibitor 3-like OS=Branchiostoma floridae OX=7739 GN=LOC118408936 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L530_A0A9J7L530_BRAFL tr|A0A9J7L530|A0A9J7L530_BRAFL Metalloproteinase inhibitor 3-like OS=Branchiostoma floridae OX=7739 GN=LOC118415649 PE=3 SV=1	Porites_asteroides_isotig08505 isotig08505 extracted_CDS GOMatch=C3Y3X2 GOTerms=GO_0005578_GO_0008191 Gene=Metalloproteinase_inhibitor_3_ Match_Acc=B0W8H4 gene=isogroup06773 length=750 numContigs=1, Porites_asteroides_isotig02114 isotig02114 extracted_CDS GOMatch=A7SSJ2 GOTerms=GO_0005578_GO_0008191 Gene=Timp-3__putative_ Match_Acc=Q16IW9 gene=isogroup00890 length=955 numContigs=2, Porites_asteroides_isotig00736 isotig00736 extracted_CDS GOMatch=C3Y3X2 GOTerms=GO_0005578_GO_0008191 Gene=Brain_cDNA__clone_MNCb-5810__similar_to_Mus_musculus_tissue_inhibitor_of_metalloproteinase_3__Ti mp3___mRNA_ Match_Acc=Q54AE5 gene=isogroup00207 length=797 numContigs=2, Porites_asteroides_isotig16559 isotig16559 extracted_CDS GOMatch=Q9W6B4 GOTerms=GO_0004857_GO_0005576_GO_0005578_GO_0008191_GO_0043086_GO_0046872 Gene=Metalloproteinase_inhibitor_3_ Match_Acc=P26652 gene=isogroup14827 length=447 numContigs=1
OG0000081	Branchiostoma_floridae_tr_A0A9J7MS62_A0A9J7MS62_BRAFL tr|A0A9J7MS62|A0A9J7MS62_BRAFL Cysteine-rich with EGF-like domain protein 2 OS=Branchiostoma floridae OX=7739 GN=LOC118416260 PE=3 SV=1	Porites_asteroides_GCKDGN101BNNFL GCKDGN101BNNFL extracted_CDS GOMatch=A8XVJ4 GOTerms=GO_0004867_GO_0005509 Gene=MEC-9L_ Match_Acc=Q27422 length=456 region=1 run=R_2010_02_19_08_49_25_ xy=0562_1231
OG0000082	Branchiostoma_floridae_tr_A0A9J7LEC8_A0A9J7LEC8_BRAFL tr|A0A9J7LEC8|A0A9J7LEC8_BRAFL Uncharacterized protein LOC118419112 OS=Branchiostoma floridae OX=7739 GN=LOC118419112 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HI20_A0A9J7HI20_BRAFL tr|A0A9J7HI20|A0A9J7HI20_BRAFL Uncharacterized protein LOC118403649 OS=Branchiostoma floridae OX=7739 GN=LOC118403649 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MS98_A0A9J7MS98_BRAFL tr|A0A9J7MS98|A0A9J7MS98_BRAFL Uncharacterized protein LOC118416147 OS=Branchiostoma floridae OX=7739 GN=LOC118416147 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M224_A0A9J7M224_BRAFL tr|A0A9J7M224|A0A9J7M224_BRAFL Uncharacterized protein LOC118427111 OS=Branchiostoma floridae OX=7739 GN=LOC118427111 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M1W2_A0A9J7M1W2_BRAFL tr|A0A9J7M1W2|A0A9J7M1W2_BRAFL Uncharacterized protein LOC118427106 OS=Branchiostoma floridae OX=7739 GN=LOC118427106 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LLY9_A0A9J7LLY9_BRAFL tr|A0A9J7LLY9|A0A9J7LLY9_BRAFL Uncharacterized protein LOC118421155 OS=Branchiostoma floridae OX=7739 GN=LOC118421155 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MZ90_A0A9J7MZ90_BRAFL tr|A0A9J7MZ90|A0A9J7MZ90_BRAFL Uncharacterized protein LOC118421161 OS=Branchiostoma floridae OX=7739 GN=LOC118421161 PE=4 SV=1	Porites_asteroides_isotig20641 isotig20641 extracted_CDS GOMatch=C3ZIM1 GOTerms=GO_0004930_GO_0005886_GO_0007155_GO_0007186_GO_0007218_GO_0016020_GO_0016021 gene=isogroup18909 length=390 numContigs=1
OG0000083	Branchiostoma_floridae_tr_A0A9J7N6V3_A0A9J7N6V3_BRAFL tr|A0A9J7N6V3|A0A9J7N6V3_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118427732 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7NBP1_A0A9J7NBP1_BRAFL tr|A0A9J7NBP1|A0A9J7NBP1_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118430088 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7N835_A0A9J7N835_BRAFL tr|A0A9J7N835|A0A9J7N835_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118430089 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MBW8_A0A9J7MBW8_BRAFL tr|A0A9J7MBW8|A0A9J7MBW8_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118429839 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MBI7_A0A9J7MBI7_BRAFL tr|A0A9J7MBI7|A0A9J7MBI7_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118430687 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7ME63_A0A9J7ME63_BRAFL tr|A0A9J7ME63|A0A9J7ME63_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118430687 PE=3 SV=1	Porites_asteroides_isotig18563 isotig18563 extracted_CDS GOMatch=C3XYF8 GOTerms=GO_0003824_GO_0004415_GO_0005975_GO_0008152 Gene=Hyaluronidase_5__Fragment__ Match_Acc=D6C449 gene=isogroup16831 length=410 numContigs=1, Porites_asteroides_isotig07169 isotig07169 extracted_CDS GOMatch=A7RL66 GOTerms=GO_0003824_GO_0004415_GO_0005975_GO_0006952_GO_0008152 Gene=Hyal2-prov_protein_ Match_Acc=Q801T1 gene=isogroup05437 length=839 numContigs=1
OG0000089	Branchiostoma_floridae_tr_A0A9J7MEW2_A0A9J7MEW2_BRAFL tr|A0A9J7MEW2|A0A9J7MEW2_BRAFL Chordin OS=Branchiostoma floridae OX=7739 GN=LOC118430992 PE=3 SV=1	Porites_asteroides_isotig22032 isotig22032 extracted_CDS GOMatch=B5DEB6 GOTerms=GO_0001947_GO_0003143_GO_0007368_GO_0009948_GO_0009953_GO_0010159_GO_0030514_GO_0035143_GO_0035162_GO_0043049_GO_0048264_GO_0060030_GO_0061371_GO_0070121_GO_2000223 Gene=Chordin_ Match_Acc=Q27W09 gene=isogroup20300 length=372 numContigs=1, Porites_asteroides_isotig22897 isotig22897 extracted_CDS GOMatch=Q91713 GOTerms=GO_0005515_GO_0005576_GO_0007275_GO_0008201_GO_0009798_GO_0035121_GO_0043009_GO_0045545_GO_0048793 Gene=Chordin_ Match_Acc=Q27W09 gene=isogroup21165 length=361 numContigs=1
OG0000093	Branchiostoma_floridae_tr_C3ZM26_C3ZM26_BRAFL tr|C3ZM26|C3ZM26_BRAFL Cystatin-B-like OS=Branchiostoma floridae OX=7739 GN=LOC118422806 PE=3 SV=1	Porites_asteroides_isotig10101 isotig10101 extracted_CDS GOMatch=B3DLR3 GOTerms=GO_0004866_GO_0004869_GO_0005622_GO_0010466_GO_0010951_GO_0030414 Gene=CSTB_protein_ Match_Acc=Q76LA1 gene=isogroup08369 length=670 numContigs=1, Porites_asteroides_isotig17040 isotig17040 extracted_CDS GOMatch=P60576 GOTerms=GO_0002020_GO_0004866_GO_0004869_GO_0005622_GO_0005634_GO_0005730_GO_0005737_GO_0008344_GO_0010466_GO_0010951_GO_0030414 Gene=CSTB_protein_ Match_Acc=Q76LA1 gene=isogroup15308 length=436 numContigs=1, Porites_asteroides_isotig28162 isotig28162 extracted_CDS GOMatch=B3DLR3 GOTerms=GO_0004866_GO_0004869_GO_0005622_GO_0010466_GO_0010951_GO_0030414 Gene=Cystatin-B_ Match_Acc=B5X6W2 gene=isogroup26430 length=274 numContigs=1
OG0000094	Branchiostoma_floridae_tr_A0A9J7M114_A0A9J7M114_BRAFL tr|A0A9J7M114|A0A9J7M114_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M2D0_A0A9J7M2D0_BRAFL tr|A0A9J7M2D0|A0A9J7M2D0_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M3V6_A0A9J7M3V6_BRAFL tr|A0A9J7M3V6|A0A9J7M3V6_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M1D4_A0A9J7M1D4_BRAFL tr|A0A9J7M1D4|A0A9J7M1D4_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X10 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N7E9_A0A9J7N7E9_BRAFL tr|A0A9J7N7E9|A0A9J7N7E9_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N4E4_A0A9J7N4E4_BRAFL tr|A0A9J7N4E4|A0A9J7N4E4_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N616_A0A9J7N616_BRAFL tr|A0A9J7N616|A0A9J7N616_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X9 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M1V7_A0A9J7M1V7_BRAFL tr|A0A9J7M1V7|A0A9J7M1V7_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N7S6_A0A9J7N7S6_BRAFL tr|A0A9J7N7S6|A0A9J7N7S6_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N7M4_A0A9J7N7M4_BRAFL tr|A0A9J7N7M4|A0A9J7N7M4_BRAFL DISP complex protein LRCH3-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1	Porites_asteroides_isotig05748 isotig05748 extracted_CDS Gene=Leucine-rich_repeats_and_calponin_homology__CH__domain_containing_1_ Match_Acc=B1ALE7 gene=isogroup04016 length=1013 numContigs=1
OG0000095	Branchiostoma_floridae_tr_A0A9J7KUW2_A0A9J7KUW2_BRAFL tr|A0A9J7KUW2|A0A9J7KUW2_BRAFL SPARC-related modular calcium-binding protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118412270 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KWJ5_A0A9J7KWJ5_BRAFL tr|A0A9J7KWJ5|A0A9J7KWJ5_BRAFL SPARC-related modular calcium-binding protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118412270 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KWA8_A0A9J7KWA8_BRAFL tr|A0A9J7KWA8|A0A9J7KWA8_BRAFL SPARC-related modular calcium-binding protein 1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118412270 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KV71_A0A9J7KV71_BRAFL tr|A0A9J7KV71|A0A9J7KV71_BRAFL SPARC-related modular calcium-binding protein 1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118412270 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MKI0_A0A9J7MKI0_BRAFL tr|A0A9J7MKI0|A0A9J7MKI0_BRAFL SPARC-related modular calcium-binding protein 1-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118412270 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KWA4_A0A9J7KWA4_BRAFL tr|A0A9J7KWA4|A0A9J7KWA4_BRAFL SPARC-related modular calcium-binding protein 1-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118412270 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KVK8_A0A9J7KVK8_BRAFL tr|A0A9J7KVK8|A0A9J7KVK8_BRAFL SPARC-related modular calcium-binding protein 1-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118412270 PE=4 SV=1	Porites_asteroides_GCKDGN102DI66L GCKDGN102DI66L extracted_CDS xy=1331_2955 Gene=Equistatin_ Match_Acc=Q9U6K8 run=R_2010_02_19_08_49_25_ region=2 length=298
OG0000099	Branchiostoma_floridae_tr_A0A9J7KZL9_A0A9J7KZL9_BRAFL tr|A0A9J7KZL9|A0A9J7KZL9_BRAFL Sushi_ von Willebrand factor type A_ EGF and pentraxin domain-containing protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118413715 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LGP5_A0A9J7LGP5_BRAFL tr|A0A9J7LGP5|A0A9J7LGP5_BRAFL Uncharacterized protein LOC118419990 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118419990 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LHJ9_A0A9J7LHJ9_BRAFL tr|A0A9J7LHJ9|A0A9J7LHJ9_BRAFL Uncharacterized protein LOC118419990 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118419990 PE=4 SV=1	Porites_asteroides_isotig13475 isotig13475 extracted_CDS GOMatch=B9X084 GOTerms=GO_0003824_GO_0004252_GO_0006508_GO_0008233_GO_0008236_GO_0016787 Gene=Complement_factor_B_ Match_Acc=B9X084 gene=isogroup11743 length=524 numContigs=1
OG0000101	Branchiostoma_floridae_tr_A0A9J7LIB1_A0A9J7LIB1_BRAFL tr|A0A9J7LIB1|A0A9J7LIB1_BRAFL Nephrin-like isoform X11 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MUZ2_A0A9J7MUZ2_BRAFL tr|A0A9J7MUZ2|A0A9J7MUZ2_BRAFL Nephrin-like isoform X10 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LI58_A0A9J7LI58_BRAFL tr|A0A9J7LI58|A0A9J7LI58_BRAFL Nephrin-like isoform X9 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LHB4_A0A9J7LHB4_BRAFL tr|A0A9J7LHB4|A0A9J7LHB4_BRAFL Nephrin-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MUW3_A0A9J7MUW3_BRAFL tr|A0A9J7MUW3|A0A9J7MUW3_BRAFL Nephrin-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MX57_A0A9J7MX57_BRAFL tr|A0A9J7MX57|A0A9J7MX57_BRAFL Nephrin-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LG30_A0A9J7LG30_BRAFL tr|A0A9J7LG30|A0A9J7LG30_BRAFL Nephrin-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LHG4_A0A9J7LHG4_BRAFL tr|A0A9J7LHG4|A0A9J7LHG4_BRAFL Nephrin-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MX72_A0A9J7MX72_BRAFL tr|A0A9J7MX72|A0A9J7MX72_BRAFL Nephrin-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LG19_A0A9J7LG19_BRAFL tr|A0A9J7LG19|A0A9J7LG19_BRAFL Nephrin-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LFS9_A0A9J7LFS9_BRAFL tr|A0A9J7LFS9|A0A9J7LFS9_BRAFL Nephrin-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1	Porites_asteroides_isotig12778 isotig12778 extracted_CDS GOMatch=C3YQU6 GOTerms=GO_0004721_GO_0004725_GO_0006470_GO_0016311_GO_0016787_GO_0016791_GO_0035335 Gene=Dscam_ Match_Acc=Q9NBA1 gene=isogroup11046 length=547 numContigs=1
OG0000103	Branchiostoma_floridae_tr_A0A9J7KNQ6_A0A9J7KNQ6_BRAFL tr|A0A9J7KNQ6|A0A9J7KNQ6_BRAFL Leucine-rich repeat-containing protein 49-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118410038 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MH60_A0A9J7MH60_BRAFL tr|A0A9J7MH60|A0A9J7MH60_BRAFL Leucine-rich repeat-containing protein 49-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118410038 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KP24_A0A9J7KP24_BRAFL tr|A0A9J7KP24|A0A9J7KP24_BRAFL Leucine-rich repeat-containing protein 49-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118410038 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KNT8_A0A9J7KNT8_BRAFL tr|A0A9J7KNT8|A0A9J7KNT8_BRAFL Leucine-rich repeat-containing protein 49-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118410038 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MGZ5_A0A9J7MGZ5_BRAFL tr|A0A9J7MGZ5|A0A9J7MGZ5_BRAFL Leucine-rich repeat-containing protein 49-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118410038 PE=4 SV=1	Porites_asteroides_isotig04048 isotig04048 extracted_CDS Gene=Leucine-rich_repeat-containing_protein_49_ Match_Acc=Q91YK0 gene=isogroup02316 length=1405 numContigs=1
