Orthogroup	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_belcheri
OG0000080	Branchiostoma_floridae_tr_A0A9J7L530_A0A9J7L530_BRAFL tr|A0A9J7L530|A0A9J7L530_BRAFL Metalloproteinase inhibitor 3-like OS=Branchiostoma floridae OX=7739 GN=LOC118415649 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4XVC3_A0A6P4XVC3_BRABE tr|A0A6P4XVC3|A0A6P4XVC3_BRABE Metalloproteinase inhibitor 2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109467109 PE=4 SV=1
OG0000081	Branchiostoma_floridae_tr_A0A9J7MS62_A0A9J7MS62_BRAFL tr|A0A9J7MS62|A0A9J7MS62_BRAFL Cysteine-rich with EGF-like domain protein 2 OS=Branchiostoma floridae OX=7739 GN=LOC118416260 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZEK2_A0A6P4ZEK2_BRABE tr|A0A6P4ZEK2|A0A6P4ZEK2_BRABE Cysteine-rich with EGF-like domain protein 2-A isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZAJ1_A0A6P4ZAJ1_BRABE tr|A0A6P4ZAJ1|A0A6P4ZAJ1_BRABE Cysteine-rich with EGF-like domain protein 2-A isoform X6 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZAF3_A0A6P4ZAF3_BRABE tr|A0A6P4ZAF3|A0A6P4ZAF3_BRABE Cysteine-rich with EGF-like domain protein 2-B isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YFR9_A0A6P4YFR9_BRABE tr|A0A6P4YFR9|A0A6P4YFR9_BRABE Cysteine-rich with EGF-like domain protein 2-B isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YUT2_A0A6P4YUT2_BRABE tr|A0A6P4YUT2|A0A6P4YUT2_BRABE Cysteine-rich with EGF-like domain protein 2-B isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YUU0_A0A6P4YUU0_BRABE tr|A0A6P4YUU0|A0A6P4YUU0_BRABE Cysteine-rich with EGF-like domain protein 2-B isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1
OG0000082	Branchiostoma_floridae_tr_A0A9J7HI20_A0A9J7HI20_BRAFL tr|A0A9J7HI20|A0A9J7HI20_BRAFL Uncharacterized protein LOC118403649 OS=Branchiostoma floridae OX=7739 GN=LOC118403649 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P5A5G1_A0A6P5A5G1_BRABE tr|A0A6P5A5G1|A0A6P5A5G1_BRABE Uncharacterized protein LOC109480653 OS=Branchiostoma belcheri OX=7741 GN=LOC109480653 PE=4 SV=1
OG0000082	Branchiostoma_floridae_tr_A0A9J7MS98_A0A9J7MS98_BRAFL tr|A0A9J7MS98|A0A9J7MS98_BRAFL Uncharacterized protein LOC118416147 OS=Branchiostoma floridae OX=7739 GN=LOC118416147 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M224_A0A9J7M224_BRAFL tr|A0A9J7M224|A0A9J7M224_BRAFL Uncharacterized protein LOC118427111 OS=Branchiostoma floridae OX=7739 GN=LOC118427111 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M1W2_A0A9J7M1W2_BRAFL tr|A0A9J7M1W2|A0A9J7M1W2_BRAFL Uncharacterized protein LOC118427106 OS=Branchiostoma floridae OX=7739 GN=LOC118427106 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YP82_A0A6P4YP82_BRABE tr|A0A6P4YP82|A0A6P4YP82_BRABE Uncharacterized protein LOC109471349 OS=Branchiostoma belcheri OX=7741 GN=LOC109471349 PE=4 SV=1
OG0000082	Branchiostoma_floridae_tr_A0A9J7LLY9_A0A9J7LLY9_BRAFL tr|A0A9J7LLY9|A0A9J7LLY9_BRAFL Uncharacterized protein LOC118421155 OS=Branchiostoma floridae OX=7739 GN=LOC118421155 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MZ90_A0A9J7MZ90_BRAFL tr|A0A9J7MZ90|A0A9J7MZ90_BRAFL Uncharacterized protein LOC118421161 OS=Branchiostoma floridae OX=7739 GN=LOC118421161 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YAS4_A0A6P4YAS4_BRABE tr|A0A6P4YAS4|A0A6P4YAS4_BRABE Uncharacterized protein LOC109471321 OS=Branchiostoma belcheri OX=7741 GN=LOC109471321 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YXD6_A0A6P4YXD6_BRABE tr|A0A6P4YXD6|A0A6P4YXD6_BRABE Uncharacterized protein LOC109468117 OS=Branchiostoma belcheri OX=7741 GN=LOC109468117 PE=4 SV=1
OG0000083	Branchiostoma_floridae_tr_A0A9J7N6V3_A0A9J7N6V3_BRAFL tr|A0A9J7N6V3|A0A9J7N6V3_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118427732 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZNB0_A0A6P4ZNB0_BRABE tr|A0A6P4ZNB0|A0A6P4ZNB0_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109475028 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZJ66_A0A6P4ZJ66_BRABE tr|A0A6P4ZJ66|A0A6P4ZJ66_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109475028 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z3H4_A0A6P4Z3H4_BRABE tr|A0A6P4Z3H4|A0A6P4Z3H4_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109475028 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YNS5_A0A6P4YNS5_BRABE tr|A0A6P4YNS5|A0A6P4YNS5_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109475028 PE=3 SV=1
OG0000083	Branchiostoma_floridae_tr_A0A9J7NBP1_A0A9J7NBP1_BRAFL tr|A0A9J7NBP1|A0A9J7NBP1_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118430088 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4YU48_A0A6P4YU48_BRABE tr|A0A6P4YU48|A0A6P4YU48_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109472527 PE=3 SV=1
OG0000083	Branchiostoma_floridae_tr_A0A9J7N835_A0A9J7N835_BRAFL tr|A0A9J7N835|A0A9J7N835_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118430089 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4YF66_A0A6P4YF66_BRABE tr|A0A6P4YF66|A0A6P4YF66_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109472528 PE=3 SV=1
OG0000083	Branchiostoma_floridae_tr_A0A9J7MBW8_A0A9J7MBW8_BRAFL tr|A0A9J7MBW8|A0A9J7MBW8_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118429839 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZTA6_A0A6P4ZTA6_BRABE tr|A0A6P4ZTA6|A0A6P4ZTA6_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109479777 PE=3 SV=1
OG0000083	Branchiostoma_floridae_tr_A0A9J7MBI7_A0A9J7MBI7_BRAFL tr|A0A9J7MBI7|A0A9J7MBI7_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118430687 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7ME63_A0A9J7ME63_BRAFL tr|A0A9J7ME63|A0A9J7ME63_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118430687 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZKN1_A0A6P4ZKN1_BRABE tr|A0A6P4ZKN1|A0A6P4ZKN1_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109479776 PE=3 SV=1
OG0000084	Branchiostoma_floridae_tr_A0A9J7HPC6_A0A9J7HPC6_BRAFL tr|A0A9J7HPC6|A0A9J7HPC6_BRAFL Collagen alpha-1_I_ chain-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HMA2_A0A9J7HMA2_BRAFL tr|A0A9J7HMA2|A0A9J7HMA2_BRAFL Collagen alpha-1_I_ chain-like isoform X12 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HRC4_A0A9J7HRC4_BRAFL tr|A0A9J7HRC4|A0A9J7HRC4_BRAFL Collagen alpha-1_I_ chain-like isoform X13 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KJN1_A0A9J7KJN1_BRAFL tr|A0A9J7KJN1|A0A9J7KJN1_BRAFL Collagen alpha-1_I_ chain-like isoform X9 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KJ86_A0A9J7KJ86_BRAFL tr|A0A9J7KJ86|A0A9J7KJ86_BRAFL Collagen alpha-1_I_ chain-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HPI3_A0A9J7HPI3_BRAFL tr|A0A9J7HPI3|A0A9J7HPI3_BRAFL Collagen alpha-1_I_ chain-like isoform X11 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HLY9_A0A9J7HLY9_BRAFL tr|A0A9J7HLY9|A0A9J7HLY9_BRAFL Collagen alpha-1_I_ chain-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7K9E6_A0A9J7K9E6_BRAFL tr|A0A9J7K9E6|A0A9J7K9E6_BRAFL Collagen alpha-1_I_ chain-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HLZ3_A0A9J7HLZ3_BRAFL tr|A0A9J7HLZ3|A0A9J7HLZ3_BRAFL Collagen alpha-1_I_ chain-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HPC7_A0A9J7HPC7_BRAFL tr|A0A9J7HPC7|A0A9J7HPC7_BRAFL Collagen alpha-1_I_ chain-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KJQ0_A0A9J7KJQ0_BRAFL tr|A0A9J7KJQ0|A0A9J7KJQ0_BRAFL Collagen alpha-1_I_ chain-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HQ50_A0A9J7HQ50_BRAFL tr|A0A9J7HQ50|A0A9J7HQ50_BRAFL Collagen alpha-1_I_ chain-like isoform X10 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HLY7_A0A9J7HLY7_BRAFL tr|A0A9J7HLY7|A0A9J7HLY7_BRAFL Collagen alpha-1_I_ chain-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZQI3_A0A6P4ZQI3_BRABE tr|A0A6P4ZQI3|A0A6P4ZQI3_BRABE Collagen alpha-1_I_ chain-like isoform X7 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z479_A0A6P4Z479_BRABE tr|A0A6P4Z479|A0A6P4Z479_BRABE Collagen alpha-1_I_ chain-like isoform X8 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A3J1_A0A6P5A3J1_BRABE tr|A0A6P5A3J1|A0A6P5A3J1_BRABE Collagen alpha-1_I_ chain-like isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZHQ9_A0A6P4ZHQ9_BRABE tr|A0A6P4ZHQ9|A0A6P4ZHQ9_BRABE Collagen alpha-1_I_ chain-like isoform X6 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZZB1_A0A6P4ZZB1_BRABE tr|A0A6P4ZZB1|A0A6P4ZZB1_BRABE Collagen alpha-1_I_ chain-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z474_A0A6P4Z474_BRABE tr|A0A6P4Z474|A0A6P4Z474_BRABE Collagen alpha-1_I_ chain-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZZB7_A0A6P4ZZB7_BRABE tr|A0A6P4ZZB7|A0A6P4ZZB7_BRABE Collagen alpha-1_I_ chain-like isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZQH9_A0A6P4ZQH9_BRABE tr|A0A6P4ZQH9|A0A6P4ZQH9_BRABE Collagen alpha-1_I_ chain-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1
OG0000085	Branchiostoma_floridae_tr_A0A9J7NCF6_A0A9J7NCF6_BRAFL tr|A0A9J7NCF6|A0A9J7NCF6_BRAFL Insulin-like growth factor-binding protein complex acid labile subunit OS=Branchiostoma floridae OX=7739 GN=LOC118431645 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZMS4_A0A6P4ZMS4_BRABE tr|A0A6P4ZMS4|A0A6P4ZMS4_BRABE Immunoglobulin superfamily member 10-like OS=Branchiostoma belcheri OX=7741 GN=LOC109475985 PE=4 SV=1
OG0000085	Branchiostoma_floridae_tr_A0A9J7NDL0_A0A9J7NDL0_BRAFL tr|A0A9J7NDL0|A0A9J7NDL0_BRAFL Fibroblast growth factor receptor-like 1 OS=Branchiostoma floridae OX=7739 GN=LOC118432098 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZCG9_A0A6P4ZCG9_BRABE tr|A0A6P4ZCG9|A0A6P4ZCG9_BRABE Leucine-rich repeat and fibronectin type-III domain-containing protein 5-like OS=Branchiostoma belcheri OX=7741 GN=LOC109477518 PE=4 SV=1
OG0000085	Branchiostoma_floridae_tr_A0A9J7L858_A0A9J7L858_BRAFL tr|A0A9J7L858|A0A9J7L858_BRAFL Leucine-rich repeat-containing protein 15-like OS=Branchiostoma floridae OX=7739 GN=LOC118416791 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZGH5_A0A6P4ZGH5_BRABE tr|A0A6P4ZGH5|A0A6P4ZGH5_BRABE Chondroadherin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109478607 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A224_A0A6P5A224_BRABE tr|A0A6P5A224|A0A6P5A224_BRABE Chondroadherin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109478606 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YGK9_A0A6P4YGK9_BRABE tr|A0A6P4YGK9|A0A6P4YGK9_BRABE SLIT and NTRK-like protein 2 OS=Branchiostoma belcheri OX=7741 GN=LOC109469493 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YTH4_A0A6P4YTH4_BRABE tr|A0A6P4YTH4|A0A6P4YTH4_BRABE Chondroadherin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468127 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZJR2_A0A6P4ZJR2_BRABE tr|A0A6P4ZJR2|A0A6P4ZJR2_BRABE Leucine-rich repeat-containing protein 15-like OS=Branchiostoma belcheri OX=7741 GN=LOC109475191 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZJ67_A0A6P4ZJ67_BRABE tr|A0A6P4ZJ67|A0A6P4ZJ67_BRABE Immunoglobulin superfamily containing leucine-rich repeat protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109479286 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A726_A0A6P5A726_BRABE tr|A0A6P5A726|A0A6P5A726_BRABE LOW QUALITY PROTEIN_ leucine-rich repeat_ immunoglobulin-like domain and transmembrane domain-containing protein 3 OS=Branchiostoma belcheri OX=7741 GN=LOC109486089 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XZ47_A0A6P4XZ47_BRABE tr|A0A6P4XZ47|A0A6P4XZ47_BRABE Slit homolog 3 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468116 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YXQ0_A0A6P4YXQ0_BRABE tr|A0A6P4YXQ0|A0A6P4YXQ0_BRABE Chondroadherin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109469496 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YPJ1_A0A6P4YPJ1_BRABE tr|A0A6P4YPJ1|A0A6P4YPJ1_BRABE Leucine-rich repeat-containing protein 4C-like OS=Branchiostoma belcheri OX=7741 GN=LOC109469510 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YXE0_A0A6P4YXE0_BRABE tr|A0A6P4YXE0|A0A6P4YXE0_BRABE Slit homolog 1 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468125 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YPG8_A0A6P4YPG8_BRABE tr|A0A6P4YPG8|A0A6P4YPG8_BRABE Chondroadherin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109469494 PE=4 SV=1
OG0000085	Branchiostoma_floridae_tr_A0A9J7LF97_A0A9J7LF97_BRAFL tr|A0A9J7LF97|A0A9J7LF97_BRAFL Leucine-rich repeat-containing protein 24-like OS=Branchiostoma floridae OX=7739 GN=LOC118419460 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4Y3B7_A0A6P4Y3B7_BRABE tr|A0A6P4Y3B7|A0A6P4Y3B7_BRABE Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 3 OS=Branchiostoma belcheri OX=7741 GN=LOC109465880 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y039_A0A6P4Y039_BRABE tr|A0A6P4Y039|A0A6P4Y039_BRABE Slit homolog 1 protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465073 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YHE3_A0A6P4YHE3_BRABE tr|A0A6P4YHE3|A0A6P4YHE3_BRABE Leucine-rich repeat-containing protein 15-like OS=Branchiostoma belcheri OX=7741 GN=LOC109467730 PE=4 SV=1
OG0000085	Branchiostoma_floridae_tr_A0A9J7MW20_A0A9J7MW20_BRAFL tr|A0A9J7MW20|A0A9J7MW20_BRAFL Leucine-rich repeat-containing protein 24-like OS=Branchiostoma floridae OX=7739 GN=LOC118418940 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YTH9_A0A6P4YTH9_BRABE tr|A0A6P4YTH9|A0A6P4YTH9_BRABE Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 OS=Branchiostoma belcheri OX=7741 GN=LOC109470534 PE=4 SV=1
OG0000085	Branchiostoma_floridae_tr_A0A9J7MSQ1_A0A9J7MSQ1_BRAFL tr|A0A9J7MSQ1|A0A9J7MSQ1_BRAFL Leucine-rich repeat-containing protein 15-like OS=Branchiostoma floridae OX=7739 GN=LOC118416477 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MQU9_A0A9J7MQU9_BRAFL tr|A0A9J7MQU9|A0A9J7MQU9_BRAFL Leucine-rich repeat-containing protein 15-like OS=Branchiostoma floridae OX=7739 GN=LOC118416370 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L6L4_A0A9J7L6L4_BRAFL tr|A0A9J7L6L4|A0A9J7L6L4_BRAFL Leucine-rich repeat and immunoglobulin-like domain containing-NOGO receptor-interacting protein 4 OS=Branchiostoma floridae OX=7739 GN=LOC118416307 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LCU1_A0A9J7LCU1_BRAFL tr|A0A9J7LCU1|A0A9J7LCU1_BRAFL Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 OS=Branchiostoma floridae OX=7739 GN=LOC118418292 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LH18_A0A9J7LH18_BRAFL tr|A0A9J7LH18|A0A9J7LH18_BRAFL Leucine-rich repeat-containing protein 24-like OS=Branchiostoma floridae OX=7739 GN=LOC118420162 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4Z984_A0A6P4Z984_BRABE tr|A0A6P4Z984|A0A6P4Z984_BRABE Leucine-rich repeat-containing protein 4C-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476672 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ARY3_A0A6P5ARY3_BRABE tr|A0A6P5ARY3|A0A6P5ARY3_BRABE Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 OS=Branchiostoma belcheri OX=7741 GN=LOC109486442 PE=4 SV=1
OG0000085	Branchiostoma_floridae_tr_A0A9J7LU84_A0A9J7LU84_BRAFL tr|A0A9J7LU84|A0A9J7LU84_BRAFL Leucine-rich repeat-containing protein 15-like OS=Branchiostoma floridae OX=7739 GN=LOC118424261 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4YS69_A0A6P4YS69_BRABE tr|A0A6P4YS69|A0A6P4YS69_BRABE Leucine-rich repeat-containing protein 15-like OS=Branchiostoma belcheri OX=7741 GN=LOC109472058 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XAE2_A0A6P4XAE2_BRABE tr|A0A6P4XAE2|A0A6P4XAE2_BRABE Leucine-rich repeat-containing protein 15-like OS=Branchiostoma belcheri OX=7741 GN=LOC109461493 PE=4 SV=1
OG0000085	Branchiostoma_floridae_tr_A0A9J7HR76_A0A9J7HR76_BRAFL tr|A0A9J7HR76|A0A9J7HR76_BRAFL SLIT and NTRK-like protein 3 OS=Branchiostoma floridae OX=7739 GN=LOC118407533 PE=4 SV=1	Branchiostoma_belcheri_tr_A0A6P4ZSX0_A0A6P4ZSX0_BRABE tr|A0A6P4ZSX0|A0A6P4ZSX0_BRABE SLIT and NTRK-like protein 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109481800 PE=4 SV=1
OG0000087	Branchiostoma_floridae_tr_A0A9J7L1X6_A0A9J7L1X6_BRAFL tr|A0A9J7L1X6|A0A9J7L1X6_BRAFL Centrosome-associated protein CEP250-like isoform X12 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L1Y2_A0A9J7L1Y2_BRAFL tr|A0A9J7L1Y2|A0A9J7L1Y2_BRAFL Golgin subfamily A member 4-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L2X8_A0A9J7L2X8_BRAFL tr|A0A9J7L2X8|A0A9J7L2X8_BRAFL Golgin subfamily A member 4-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L1I5_A0A9J7L1I5_BRAFL tr|A0A9J7L1I5|A0A9J7L1I5_BRAFL Golgin subfamily A member 4-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MP36_A0A9J7MP36_BRAFL tr|A0A9J7MP36|A0A9J7MP36_BRAFL Golgin subfamily A member 4-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MNB2_A0A9J7MNB2_BRAFL tr|A0A9J7MNB2|A0A9J7MNB2_BRAFL Golgin subfamily A member 4-like isoform X11 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MPI4_A0A9J7MPI4_BRAFL tr|A0A9J7MPI4|A0A9J7MPI4_BRAFL Golgin subfamily A member 4-like isoform X10 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L1E4_A0A9J7L1E4_BRAFL tr|A0A9J7L1E4|A0A9J7L1E4_BRAFL Golgin subfamily A member 4-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L3D5_A0A9J7L3D5_BRAFL tr|A0A9J7L3D5|A0A9J7L3D5_BRAFL Golgin subfamily B member 1-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L1I4_A0A9J7L1I4_BRAFL tr|A0A9J7L1I4|A0A9J7L1I4_BRAFL Golgin subfamily A member 4-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L1U8_A0A9J7L1U8_BRAFL tr|A0A9J7L1U8|A0A9J7L1U8_BRAFL Golgin subfamily B member 1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L2E7_A0A9J7L2E7_BRAFL tr|A0A9J7L2E7|A0A9J7L2E7_BRAFL Golgin subfamily A member 4-like isoform X9 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P5AIX3_A0A6P5AIX3_BRABE tr|A0A6P5AIX3|A0A6P5AIX3_BRABE RIMS-binding protein 3A-like OS=Branchiostoma belcheri OX=7741 GN=LOC109486780 PE=3 SV=1
OG0000087	Branchiostoma_floridae_tr_A0A9J7LVW7_A0A9J7LVW7_BRAFL tr|A0A9J7LVW7|A0A9J7LVW7_BRAFL Peripheral-type benzodiazepine receptor-associated protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118425387 PE=3 SV=1	Branchiostoma_belcheri_tr_A0A6P4Y0D3_A0A6P4Y0D3_BRABE tr|A0A6P4Y0D3|A0A6P4Y0D3_BRABE Uncharacterized protein LOC109468549 OS=Branchiostoma belcheri OX=7741 GN=LOC109468549 PE=3 SV=1
