Orthogroup	Chordata_Amphioxiformes_Branchiostoma_floridae	Cnidaria_Anthozoa_Nematostella_vectensis
OG0000083	Branchiostoma_floridae_tr_A0A9J7N6V3_A0A9J7N6V3_BRAFL tr|A0A9J7N6V3|A0A9J7N6V3_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118427732 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7NBP1_A0A9J7NBP1_BRAFL tr|A0A9J7NBP1|A0A9J7NBP1_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118430088 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7N835_A0A9J7N835_BRAFL tr|A0A9J7N835|A0A9J7N835_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118430089 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MBW8_A0A9J7MBW8_BRAFL tr|A0A9J7MBW8|A0A9J7MBW8_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118429839 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MBI7_A0A9J7MBI7_BRAFL tr|A0A9J7MBI7|A0A9J7MBI7_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118430687 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7ME63_A0A9J7ME63_BRAFL tr|A0A9J7ME63|A0A9J7ME63_BRAFL Hyaluronidase OS=Branchiostoma floridae OX=7739 GN=LOC118430687 PE=3 SV=1	Nematostella_vectensis_NV2t014428001.1 NV2t014428001.1, Nematostella_vectensis_NV2t014444001.1 NV2t014444001.1
OG0000084	Branchiostoma_floridae_tr_A0A9J7HPC6_A0A9J7HPC6_BRAFL tr|A0A9J7HPC6|A0A9J7HPC6_BRAFL Collagen alpha-1_I_ chain-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HMA2_A0A9J7HMA2_BRAFL tr|A0A9J7HMA2|A0A9J7HMA2_BRAFL Collagen alpha-1_I_ chain-like isoform X12 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HRC4_A0A9J7HRC4_BRAFL tr|A0A9J7HRC4|A0A9J7HRC4_BRAFL Collagen alpha-1_I_ chain-like isoform X13 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KJN1_A0A9J7KJN1_BRAFL tr|A0A9J7KJN1|A0A9J7KJN1_BRAFL Collagen alpha-1_I_ chain-like isoform X9 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KJ86_A0A9J7KJ86_BRAFL tr|A0A9J7KJ86|A0A9J7KJ86_BRAFL Collagen alpha-1_I_ chain-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HPI3_A0A9J7HPI3_BRAFL tr|A0A9J7HPI3|A0A9J7HPI3_BRAFL Collagen alpha-1_I_ chain-like isoform X11 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HLY9_A0A9J7HLY9_BRAFL tr|A0A9J7HLY9|A0A9J7HLY9_BRAFL Collagen alpha-1_I_ chain-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7K9E6_A0A9J7K9E6_BRAFL tr|A0A9J7K9E6|A0A9J7K9E6_BRAFL Collagen alpha-1_I_ chain-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HLZ3_A0A9J7HLZ3_BRAFL tr|A0A9J7HLZ3|A0A9J7HLZ3_BRAFL Collagen alpha-1_I_ chain-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HPC7_A0A9J7HPC7_BRAFL tr|A0A9J7HPC7|A0A9J7HPC7_BRAFL Collagen alpha-1_I_ chain-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KJQ0_A0A9J7KJQ0_BRAFL tr|A0A9J7KJQ0|A0A9J7KJQ0_BRAFL Collagen alpha-1_I_ chain-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HQ50_A0A9J7HQ50_BRAFL tr|A0A9J7HQ50|A0A9J7HQ50_BRAFL Collagen alpha-1_I_ chain-like isoform X10 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HLY7_A0A9J7HLY7_BRAFL tr|A0A9J7HLY7|A0A9J7HLY7_BRAFL Collagen alpha-1_I_ chain-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118406220 PE=4 SV=1	Nematostella_vectensis_NV2t011420001.1 NV2t011420001.1
OG0000086	Branchiostoma_floridae_tr_A0A9J7LWH4_A0A9J7LWH4_BRAFL tr|A0A9J7LWH4|A0A9J7LWH4_BRAFL Uncharacterized protein LOC118424874 OS=Branchiostoma floridae OX=7739 GN=LOC118424874 PE=4 SV=1	Nematostella_vectensis_NV2t001985001.1 NV2t001985001.1
OG0000087	Branchiostoma_floridae_tr_A0A9J7L1X6_A0A9J7L1X6_BRAFL tr|A0A9J7L1X6|A0A9J7L1X6_BRAFL Centrosome-associated protein CEP250-like isoform X12 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L1Y2_A0A9J7L1Y2_BRAFL tr|A0A9J7L1Y2|A0A9J7L1Y2_BRAFL Golgin subfamily A member 4-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L2X8_A0A9J7L2X8_BRAFL tr|A0A9J7L2X8|A0A9J7L2X8_BRAFL Golgin subfamily A member 4-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L1I5_A0A9J7L1I5_BRAFL tr|A0A9J7L1I5|A0A9J7L1I5_BRAFL Golgin subfamily A member 4-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MP36_A0A9J7MP36_BRAFL tr|A0A9J7MP36|A0A9J7MP36_BRAFL Golgin subfamily A member 4-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MNB2_A0A9J7MNB2_BRAFL tr|A0A9J7MNB2|A0A9J7MNB2_BRAFL Golgin subfamily A member 4-like isoform X11 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MPI4_A0A9J7MPI4_BRAFL tr|A0A9J7MPI4|A0A9J7MPI4_BRAFL Golgin subfamily A member 4-like isoform X10 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L1E4_A0A9J7L1E4_BRAFL tr|A0A9J7L1E4|A0A9J7L1E4_BRAFL Golgin subfamily A member 4-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L3D5_A0A9J7L3D5_BRAFL tr|A0A9J7L3D5|A0A9J7L3D5_BRAFL Golgin subfamily B member 1-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L1I4_A0A9J7L1I4_BRAFL tr|A0A9J7L1I4|A0A9J7L1I4_BRAFL Golgin subfamily A member 4-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L1U8_A0A9J7L1U8_BRAFL tr|A0A9J7L1U8|A0A9J7L1U8_BRAFL Golgin subfamily B member 1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7L2E7_A0A9J7L2E7_BRAFL tr|A0A9J7L2E7|A0A9J7L2E7_BRAFL Golgin subfamily A member 4-like isoform X9 OS=Branchiostoma floridae OX=7739 GN=LOC118414457 PE=3 SV=1	Nematostella_vectensis_NV2t017495001.1 NV2t017495001.1, Nematostella_vectensis_NV2t017495003.1 NV2t017495003.1, Nematostella_vectensis_NV2t017495002.1 NV2t017495002.1, Nematostella_vectensis_NV2t017495004.1 NV2t017495004.1
OG0000087	Branchiostoma_floridae_tr_A0A9J7LVW7_A0A9J7LVW7_BRAFL tr|A0A9J7LVW7|A0A9J7LVW7_BRAFL Peripheral-type benzodiazepine receptor-associated protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118425387 PE=3 SV=1	Nematostella_vectensis_NV2t015454001.1 NV2t015454001.1
OG0000088	Branchiostoma_floridae_tr_A0A9J7L4B9_A0A9J7L4B9_BRAFL tr|A0A9J7L4B9|A0A9J7L4B9_BRAFL Spondin-1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118414975 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MPW0_A0A9J7MPW0_BRAFL tr|A0A9J7MPW0|A0A9J7MPW0_BRAFL Spondin-1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118414975 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LAE0_A0A9J7LAE0_BRAFL tr|A0A9J7LAE0|A0A9J7LAE0_BRAFL Uncharacterized protein LOC118416763 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118416763 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7L817_A0A9J7L817_BRAFL tr|A0A9J7L817|A0A9J7L817_BRAFL Uncharacterized protein LOC118416763 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118416763 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HTD2_A0A9J7HTD2_BRAFL tr|A0A9J7HTD2|A0A9J7HTD2_BRAFL Spondin-1 OS=Branchiostoma floridae OX=7739 GN=LOC118406830 PE=4 SV=1	Nematostella_vectensis_NV2t009987001.1 NV2t009987001.1
OG0000089	Branchiostoma_floridae_tr_A0A9J7MEW2_A0A9J7MEW2_BRAFL tr|A0A9J7MEW2|A0A9J7MEW2_BRAFL Chordin OS=Branchiostoma floridae OX=7739 GN=LOC118430992 PE=3 SV=1	Nematostella_vectensis_NV2t014185001.1 NV2t014185001.1
OG0000089	Branchiostoma_floridae_tr_A0A9J7N4N0_A0A9J7N4N0_BRAFL tr|A0A9J7N4N0|A0A9J7N4N0_BRAFL Chordin-like protein 2 OS=Branchiostoma floridae OX=7739 GN=LOC118427402 PE=4 SV=1	Nematostella_vectensis_NV2t022735001.1 NV2t022735001.1
OG0000090	Branchiostoma_floridae_tr_A0A9J7HH62_A0A9J7HH62_BRAFL tr|A0A9J7HH62|A0A9J7HH62_BRAFL Brevican core protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118403344 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HN58_A0A9J7HN58_BRAFL tr|A0A9J7HN58|A0A9J7HN58_BRAFL Hyaluronan and proteoglycan link protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118406617 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KAN1_A0A9J7KAN1_BRAFL tr|A0A9J7KAN1|A0A9J7KAN1_BRAFL Aggrecan core protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118407041 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HFZ0_A0A9J7HFZ0_BRAFL tr|A0A9J7HFZ0|A0A9J7HFZ0_BRAFL Kinesin-like protein 2 OS=Branchiostoma floridae OX=7739 GN=LOC118404091 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MI35_A0A9J7MI35_BRAFL tr|A0A9J7MI35|A0A9J7MI35_BRAFL Aggrecan core protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118410488 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KQ81_A0A9J7KQ81_BRAFL tr|A0A9J7KQ81|A0A9J7KQ81_BRAFL Uncharacterized protein LOC118410487 OS=Branchiostoma floridae OX=7739 GN=LOC118410487 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HIX1_A0A9J7HIX1_BRAFL tr|A0A9J7HIX1|A0A9J7HIX1_BRAFL Aggrecan core protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118404979 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KQI8_A0A9J7KQI8_BRAFL tr|A0A9J7KQI8|A0A9J7KQI8_BRAFL Brevican core protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118410482 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KQ35_A0A9J7KQ35_BRAFL tr|A0A9J7KQ35|A0A9J7KQ35_BRAFL Uncharacterized protein LOC118410483 OS=Branchiostoma floridae OX=7739 GN=LOC118410483 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LJ93_A0A9J7LJ93_BRAFL tr|A0A9J7LJ93|A0A9J7LJ93_BRAFL Hyaluronan and proteoglycan link protein 3-like OS=Branchiostoma floridae OX=7739 GN=LOC118420135 PE=4 SV=1	Nematostella_vectensis_NV2t007793001.1 NV2t007793001.1, Nematostella_vectensis_NV2t022626001.1 NV2t022626001.1, Nematostella_vectensis_NV2t022622001.1 NV2t022622001.1, Nematostella_vectensis_NV2t022624001.1 NV2t022624001.1, Nematostella_vectensis_NV2t022627001.1 NV2t022627001.1, Nematostella_vectensis_NV2t011760001.1 NV2t011760001.1, Nematostella_vectensis_NV2t012169001.1 NV2t012169001.1
OG0000091	Branchiostoma_floridae_tr_A0A9J7NCZ9_A0A9J7NCZ9_BRAFL tr|A0A9J7NCZ9|A0A9J7NCZ9_BRAFL Collagen alpha-2_VIII_ chain-like OS=Branchiostoma floridae OX=7739 GN=LOC118431600 PE=4 SV=1	Nematostella_vectensis_NV2t023171001.1 NV2t023171001.1
OG0000093	Branchiostoma_floridae_tr_C3ZM26_C3ZM26_BRAFL tr|C3ZM26|C3ZM26_BRAFL Cystatin-B-like OS=Branchiostoma floridae OX=7739 GN=LOC118422806 PE=3 SV=1	Nematostella_vectensis_NV2t008996001.1 NV2t008996001.1, Nematostella_vectensis_NV2t009097001.1 NV2t009097001.1
OG0000094	Branchiostoma_floridae_tr_A0A9J7M114_A0A9J7M114_BRAFL tr|A0A9J7M114|A0A9J7M114_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M2D0_A0A9J7M2D0_BRAFL tr|A0A9J7M2D0|A0A9J7M2D0_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M3V6_A0A9J7M3V6_BRAFL tr|A0A9J7M3V6|A0A9J7M3V6_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M1D4_A0A9J7M1D4_BRAFL tr|A0A9J7M1D4|A0A9J7M1D4_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X10 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N7E9_A0A9J7N7E9_BRAFL tr|A0A9J7N7E9|A0A9J7N7E9_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N4E4_A0A9J7N4E4_BRAFL tr|A0A9J7N4E4|A0A9J7N4E4_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N616_A0A9J7N616_BRAFL tr|A0A9J7N616|A0A9J7N616_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X9 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7M1V7_A0A9J7M1V7_BRAFL tr|A0A9J7M1V7|A0A9J7M1V7_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N7S6_A0A9J7N7S6_BRAFL tr|A0A9J7N7S6|A0A9J7N7S6_BRAFL Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N7M4_A0A9J7N7M4_BRAFL tr|A0A9J7N7M4|A0A9J7N7M4_BRAFL DISP complex protein LRCH3-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118427250 PE=4 SV=1	Nematostella_vectensis_NV2t021528002.1 NV2t021528002.1, Nematostella_vectensis_NV2t021528001.1 NV2t021528001.1
OG0000095	Branchiostoma_floridae_tr_A0A9J7KUW2_A0A9J7KUW2_BRAFL tr|A0A9J7KUW2|A0A9J7KUW2_BRAFL SPARC-related modular calcium-binding protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118412270 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KWJ5_A0A9J7KWJ5_BRAFL tr|A0A9J7KWJ5|A0A9J7KWJ5_BRAFL SPARC-related modular calcium-binding protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118412270 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KWA8_A0A9J7KWA8_BRAFL tr|A0A9J7KWA8|A0A9J7KWA8_BRAFL SPARC-related modular calcium-binding protein 1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118412270 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KV71_A0A9J7KV71_BRAFL tr|A0A9J7KV71|A0A9J7KV71_BRAFL SPARC-related modular calcium-binding protein 1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118412270 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MKI0_A0A9J7MKI0_BRAFL tr|A0A9J7MKI0|A0A9J7MKI0_BRAFL SPARC-related modular calcium-binding protein 1-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118412270 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KWA4_A0A9J7KWA4_BRAFL tr|A0A9J7KWA4|A0A9J7KWA4_BRAFL SPARC-related modular calcium-binding protein 1-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118412270 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KVK8_A0A9J7KVK8_BRAFL tr|A0A9J7KVK8|A0A9J7KVK8_BRAFL SPARC-related modular calcium-binding protein 1-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118412270 PE=4 SV=1	Nematostella_vectensis_NV2t011433006.1 NV2t011433006.1, Nematostella_vectensis_NV2t011433002.1 NV2t011433002.1, Nematostella_vectensis_NV2t011433001.1 NV2t011433001.1, Nematostella_vectensis_NV2t011433005.1 NV2t011433005.1, Nematostella_vectensis_NV2t011433003.1 NV2t011433003.1, Nematostella_vectensis_NV2t011433004.1 NV2t011433004.1
OG0000101	Branchiostoma_floridae_tr_A0A9J7LIB1_A0A9J7LIB1_BRAFL tr|A0A9J7LIB1|A0A9J7LIB1_BRAFL Nephrin-like isoform X11 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MUZ2_A0A9J7MUZ2_BRAFL tr|A0A9J7MUZ2|A0A9J7MUZ2_BRAFL Nephrin-like isoform X10 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LI58_A0A9J7LI58_BRAFL tr|A0A9J7LI58|A0A9J7LI58_BRAFL Nephrin-like isoform X9 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LHB4_A0A9J7LHB4_BRAFL tr|A0A9J7LHB4|A0A9J7LHB4_BRAFL Nephrin-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MUW3_A0A9J7MUW3_BRAFL tr|A0A9J7MUW3|A0A9J7MUW3_BRAFL Nephrin-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MX57_A0A9J7MX57_BRAFL tr|A0A9J7MX57|A0A9J7MX57_BRAFL Nephrin-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LG30_A0A9J7LG30_BRAFL tr|A0A9J7LG30|A0A9J7LG30_BRAFL Nephrin-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LHG4_A0A9J7LHG4_BRAFL tr|A0A9J7LHG4|A0A9J7LHG4_BRAFL Nephrin-like isoform X8 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MX72_A0A9J7MX72_BRAFL tr|A0A9J7MX72|A0A9J7MX72_BRAFL Nephrin-like isoform X7 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LG19_A0A9J7LG19_BRAFL tr|A0A9J7LG19|A0A9J7LG19_BRAFL Nephrin-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7LFS9_A0A9J7LFS9_BRAFL tr|A0A9J7LFS9|A0A9J7LFS9_BRAFL Nephrin-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118419693 PE=4 SV=1	Nematostella_vectensis_NV2t022495005.1 NV2t022495005.1, Nematostella_vectensis_NV2t022495004.1 NV2t022495004.1, Nematostella_vectensis_NV2t022495006.1 NV2t022495006.1, Nematostella_vectensis_NV2t022495007.1 NV2t022495007.1, Nematostella_vectensis_NV2t022495002.1 NV2t022495002.1, Nematostella_vectensis_NV2t022495001.1 NV2t022495001.1, Nematostella_vectensis_NV2t022495003.1 NV2t022495003.1
OG0000103	Branchiostoma_floridae_tr_A0A9J7KNQ6_A0A9J7KNQ6_BRAFL tr|A0A9J7KNQ6|A0A9J7KNQ6_BRAFL Leucine-rich repeat-containing protein 49-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118410038 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MH60_A0A9J7MH60_BRAFL tr|A0A9J7MH60|A0A9J7MH60_BRAFL Leucine-rich repeat-containing protein 49-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118410038 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KP24_A0A9J7KP24_BRAFL tr|A0A9J7KP24|A0A9J7KP24_BRAFL Leucine-rich repeat-containing protein 49-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118410038 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KNT8_A0A9J7KNT8_BRAFL tr|A0A9J7KNT8|A0A9J7KNT8_BRAFL Leucine-rich repeat-containing protein 49-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118410038 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MGZ5_A0A9J7MGZ5_BRAFL tr|A0A9J7MGZ5|A0A9J7MGZ5_BRAFL Leucine-rich repeat-containing protein 49-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118410038 PE=4 SV=1	Nematostella_vectensis_NV2t024079004.1 NV2t024079004.1, Nematostella_vectensis_NV2t024079001.1 NV2t024079001.1, Nematostella_vectensis_NV2t024079007.1 NV2t024079007.1, Nematostella_vectensis_NV2t024079002.1 NV2t024079002.1, Nematostella_vectensis_NV2t024079005.1 NV2t024079005.1, Nematostella_vectensis_NV2t024079003.1 NV2t024079003.1, Nematostella_vectensis_NV2t024079006.1 NV2t024079006.1
