Orthogroup	Chordata_Vertebrata_Homo_sapiens	Chordata_Amphioxiformes_Branchiostoma_lanceolatum
OG0000014	Homo_sapiens_sp_Q86TH1_ATL2_HUMAN sp|Q86TH1|ATL2_HUMAN ADAMTS-like protein 2 OS=Homo sapiens OX=9606 GN=ADAMTSL2 PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EXF9_A0A8K0EXF9_BRALA tr|A0A8K0EXF9|A0A8K0EXF9_BRALA ADAMTSL2 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAMTSL2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F300_A0A8K0F300_BRALA tr|A0A8K0F300|A0A8K0F300_BRALA ADAMTSL2 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAMTSL2 PE=4 SV=1
OG0000014	Homo_sapiens_sp_Q6UY14_ATL4_HUMAN sp|Q6UY14|ATL4_HUMAN ADAMTS-like protein 4 OS=Homo sapiens OX=9606 GN=ADAMTSL4 PE=1 SV=2, Homo_sapiens_sp_Q6ZMP0_THSD4_HUMAN sp|Q6ZMP0|THSD4_HUMAN Thrombospondin type-1 domain-containing protein 4 OS=Homo sapiens OX=9606 GN=THSD4 PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8K0EIS5_A0A8K0EIS5_BRALA tr|A0A8K0EIS5|A0A8K0EIS5_BRALA THSD4 protein _Fragment_ OS=Branchiostoma lanceolatum OX=7740 GN=THSD4 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EL06_A0A8K0EL06_BRALA tr|A0A8K0EL06|A0A8K0EL06_BRALA THSD4 protein OS=Branchiostoma lanceolatum OX=7740 GN=THSD4 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EIG2_A0A8K0EIG2_BRALA tr|A0A8K0EIG2|A0A8K0EIG2_BRALA THSD4 protein OS=Branchiostoma lanceolatum OX=7740 GN=THSD4 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZFA2_A0A8J9ZFA2_BRALA tr|A0A8J9ZFA2|A0A8J9ZFA2_BRALA THSD4 protein OS=Branchiostoma lanceolatum OX=7740 GN=THSD4 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ELH0_A0A8K0ELH0_BRALA tr|A0A8K0ELH0|A0A8K0ELH0_BRALA THSD4 protein _Fragment_ OS=Branchiostoma lanceolatum OX=7740 GN=THSD4 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EGT5_A0A8K0EGT5_BRALA tr|A0A8K0EGT5|A0A8K0EGT5_BRALA THSD4 protein _Fragment_ OS=Branchiostoma lanceolatum OX=7740 GN=THSD4 PE=4 SV=1
OG0000014	Homo_sapiens_sp_Q8N6G6_ATL1_HUMAN sp|Q8N6G6|ATL1_HUMAN ADAMTS-like protein 1 OS=Homo sapiens OX=9606 GN=ADAMTSL1 PE=1 SV=4, Homo_sapiens_sp_P82987_ATL3_HUMAN sp|P82987|ATL3_HUMAN ADAMTS-like protein 3 OS=Homo sapiens OX=9606 GN=ADAMTSL3 PE=1 SV=4	Branchiostoma_lanceolatum_tr_A0A8J9ZIE9_A0A8J9ZIE9_BRALA tr|A0A8J9ZIE9|A0A8J9ZIE9_BRALA ADAMTSL3 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAMTSL3 PE=4 SV=1
OG0000014	Homo_sapiens_sp_Q8TE57_ATS16_HUMAN sp|Q8TE57|ATS16_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 16 OS=Homo sapiens OX=9606 GN=ADAMTS16 PE=2 SV=3, Homo_sapiens_sp_Q8TE60_ATS18_HUMAN sp|Q8TE60|ATS18_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 18 OS=Homo sapiens OX=9606 GN=ADAMTS18 PE=1 SV=3	Branchiostoma_lanceolatum_tr_A0A8K0A9T8_A0A8K0A9T8_BRALA tr|A0A8K0A9T8|A0A8K0A9T8_BRALA ADAMTS18 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAMTS18 PE=4 SV=1
OG0000014	Homo_sapiens_sp_O95450_ATS2_HUMAN sp|O95450|ATS2_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 2 OS=Homo sapiens OX=9606 GN=ADAMTS2 PE=2 SV=2, Homo_sapiens_sp_Q8WXS8_ATS14_HUMAN sp|Q8WXS8|ATS14_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 14 OS=Homo sapiens OX=9606 GN=ADAMTS14 PE=2 SV=2	Branchiostoma_lanceolatum_tr_A0A8J9Z405_A0A8J9Z405_BRALA tr|A0A8J9Z405|A0A8J9Z405_BRALA ADAMTS3 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAMTS3 PE=4 SV=1
OG0000014	Homo_sapiens_sp_Q9UKP4_ATS7_HUMAN sp|Q9UKP4|ATS7_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 7 OS=Homo sapiens OX=9606 GN=ADAMTS7 PE=1 SV=2, Homo_sapiens_sp_P58397_ATS12_HUMAN sp|P58397|ATS12_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 12 OS=Homo sapiens OX=9606 GN=ADAMTS12 PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8S4MNF9_A0A8S4MNF9_BRALA tr|A0A8S4MNF9|A0A8S4MNF9_BRALA ADAMTS7 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAMTS7 PE=4 SV=1
OG0000014	Homo_sapiens_sp_Q8TE56_ATS17_HUMAN sp|Q8TE56|ATS17_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 17 OS=Homo sapiens OX=9606 GN=ADAMTS17 PE=2 SV=2, Homo_sapiens_sp_Q8TE59_ATS19_HUMAN sp|Q8TE59|ATS19_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 19 OS=Homo sapiens OX=9606 GN=ADAMTS19 PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8J9ZG01_A0A8J9ZG01_BRALA tr|A0A8J9ZG01|A0A8J9ZG01_BRALA ADAMTS17 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAMTS17 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZG09_A0A8J9ZG09_BRALA tr|A0A8J9ZG09|A0A8J9ZG09_BRALA ADAMTS17 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAMTS17 PE=4 SV=1
OG0000014	Homo_sapiens_sp_O95428_PPN_HUMAN sp|O95428|PPN_HUMAN Papilin OS=Homo sapiens OX=9606 GN=PAPLN PE=2 SV=4	Branchiostoma_lanceolatum_tr_A0A8J9ZV65_A0A8J9ZV65_BRALA tr|A0A8J9ZV65|A0A8J9ZV65_BRALA PAPLN protein OS=Branchiostoma lanceolatum OX=7740 GN=PAPLN PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZTH0_A0A8J9ZTH0_BRALA tr|A0A8J9ZTH0|A0A8J9ZTH0_BRALA PAPLN protein OS=Branchiostoma lanceolatum OX=7740 GN=PAPLN PE=4 SV=1
OG0000014	Homo_sapiens_sp_Q9P2N4_ATS9_HUMAN sp|Q9P2N4|ATS9_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 9 OS=Homo sapiens OX=9606 GN=ADAMTS9 PE=1 SV=4	Branchiostoma_lanceolatum_tr_A0A8J9ZYD7_A0A8J9ZYD7_BRALA tr|A0A8J9ZYD7|A0A8J9ZYD7_BRALA ADAMTS9 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAMTS9 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A0L5_A0A8K0A0L5_BRALA tr|A0A8K0A0L5|A0A8K0A0L5_BRALA ADAMTS9 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAMTS9 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZX65_A0A8J9ZX65_BRALA tr|A0A8J9ZX65|A0A8J9ZX65_BRALA ADAMTS9 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAMTS9 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZYM3_A0A8J9ZYM3_BRALA tr|A0A8J9ZYM3|A0A8J9ZYM3_BRALA ADAMTS9 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAMTS9 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZVX1_A0A8J9ZVX1_BRALA tr|A0A8J9ZVX1|A0A8J9ZVX1_BRALA ADAMTS9 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAMTS9 PE=4 SV=1
OG0000014	Homo_sapiens_sp_Q9UNA0_ATS5_HUMAN sp|Q9UNA0|ATS5_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 5 OS=Homo sapiens OX=9606 GN=ADAMTS5 PE=1 SV=2, Homo_sapiens_sp_O75173_ATS4_HUMAN sp|O75173|ATS4_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 4 OS=Homo sapiens OX=9606 GN=ADAMTS4 PE=1 SV=3, Homo_sapiens_sp_Q8TE58_ATS15_HUMAN sp|Q8TE58|ATS15_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 15 OS=Homo sapiens OX=9606 GN=ADAMTS15 PE=2 SV=1, Homo_sapiens_sp_Q9UHI8_ATS1_HUMAN sp|Q9UHI8|ATS1_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 1 OS=Homo sapiens OX=9606 GN=ADAMTS1 PE=1 SV=4, Homo_sapiens_sp_Q9UP79_ATS8_HUMAN sp|Q9UP79|ATS8_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 8 OS=Homo sapiens OX=9606 GN=ADAMTS8 PE=2 SV=2	Branchiostoma_lanceolatum_tr_A0A8J9ZCI5_A0A8J9ZCI5_BRALA tr|A0A8J9ZCI5|A0A8J9ZCI5_BRALA ADAMTS15 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADAMTS15 PE=4 SV=1
OG0000015	Homo_sapiens_sp_Q8WWZ8_OIT3_HUMAN sp|Q8WWZ8|OIT3_HUMAN Oncoprotein-induced transcript 3 protein OS=Homo sapiens OX=9606 GN=OIT3 PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8J9V786_A0A8J9V786_BRALA tr|A0A8J9V786|A0A8J9V786_BRALA CUZD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CUZD1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YPJ6_A0A8J9YPJ6_BRALA tr|A0A8J9YPJ6|A0A8J9YPJ6_BRALA CUZD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CUZD1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VSH3_A0A8J9VSH3_BRALA tr|A0A8J9VSH3|A0A8J9VSH3_BRALA OIT3 protein OS=Branchiostoma lanceolatum OX=7740 GN=OIT3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VAL4_A0A8J9VAL4_BRALA tr|A0A8J9VAL4|A0A8J9VAL4_BRALA DMBT1 protein OS=Branchiostoma lanceolatum OX=7740 GN=DMBT1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9WBD5_A0A8J9WBD5_BRALA tr|A0A8J9WBD5|A0A8J9WBD5_BRALA COL14A1 protein OS=Branchiostoma lanceolatum OX=7740 GN=COL14A1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YIZ6_A0A8J9YIZ6_BRALA tr|A0A8J9YIZ6|A0A8J9YIZ6_BRALA OIT3 protein OS=Branchiostoma lanceolatum OX=7740 GN=OIT3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VWU9_A0A8J9VWU9_BRALA tr|A0A8J9VWU9|A0A8J9VWU9_BRALA OIT3 protein OS=Branchiostoma lanceolatum OX=7740 GN=OIT3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZEJ2_A0A8J9ZEJ2_BRALA tr|A0A8J9ZEJ2|A0A8J9ZEJ2_BRALA OIT3 protein OS=Branchiostoma lanceolatum OX=7740 GN=OIT3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZG12_A0A8J9ZG12_BRALA tr|A0A8J9ZG12|A0A8J9ZG12_BRALA FBN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=FBN2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VJQ1_A0A8J9VJQ1_BRALA tr|A0A8J9VJQ1|A0A8J9VJQ1_BRALA OIT3 protein OS=Branchiostoma lanceolatum OX=7740 GN=OIT3 PE=4 SV=1
OG0000016	Homo_sapiens_sp_P24347_MMP11_HUMAN sp|P24347|MMP11_HUMAN Stromelysin-3 OS=Homo sapiens OX=9606 GN=MMP11 PE=1 SV=3	Branchiostoma_lanceolatum_tr_A0A8J9YPM7_A0A8J9YPM7_BRALA tr|A0A8J9YPM7|A0A8J9YPM7_BRALA MMP16 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP16 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0E6T1_A0A8K0E6T1_BRALA tr|A0A8K0E6T1|A0A8K0E6T1_BRALA MMP24 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP24 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VW42_A0A8J9VW42_BRALA tr|A0A8J9VW42|A0A8J9VW42_BRALA MMP24 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP24 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VFS6_A0A8J9VFS6_BRALA tr|A0A8J9VFS6|A0A8J9VFS6_BRALA MMP24 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP24 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VBF5_A0A8J9VBF5_BRALA tr|A0A8J9VBF5|A0A8J9VBF5_BRALA MMP24 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP24 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EAV4_A0A8K0EAV4_BRALA tr|A0A8K0EAV4|A0A8K0EAV4_BRALA MMP14 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP14 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YMB7_A0A8J9YMB7_BRALA tr|A0A8J9YMB7|A0A8J9YMB7_BRALA MMP16 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP16 PE=3 SV=1
OG0000016	Homo_sapiens_sp_P50281_MMP14_HUMAN sp|P50281|MMP14_HUMAN Matrix metalloproteinase-14 OS=Homo sapiens OX=9606 GN=MMP14 PE=1 SV=3, Homo_sapiens_sp_Q9Y5R2_MMP24_HUMAN sp|Q9Y5R2|MMP24_HUMAN Matrix metalloproteinase-24 OS=Homo sapiens OX=9606 GN=MMP24 PE=2 SV=1, Homo_sapiens_sp_P51512_MMP16_HUMAN sp|P51512|MMP16_HUMAN Matrix metalloproteinase-16 OS=Homo sapiens OX=9606 GN=MMP16 PE=1 SV=2, Homo_sapiens_sp_P51511_MMP15_HUMAN sp|P51511|MMP15_HUMAN Matrix metalloproteinase-15 OS=Homo sapiens OX=9606 GN=MMP15 PE=1 SV=1, Homo_sapiens_sp_Q9NPA2_MMP25_HUMAN sp|Q9NPA2|MMP25_HUMAN Matrix metalloproteinase-25 OS=Homo sapiens OX=9606 GN=MMP25 PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9V8Y9_A0A8J9V8Y9_BRALA tr|A0A8J9V8Y9|A0A8J9V8Y9_BRALA MMP24 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP24 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VUB2_A0A8J9VUB2_BRALA tr|A0A8J9VUB2|A0A8J9VUB2_BRALA MMP24 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP24 PE=3 SV=1
OG0000016	Homo_sapiens_sp_Q9H239_MMP28_HUMAN sp|Q9H239|MMP28_HUMAN Matrix metalloproteinase-28 OS=Homo sapiens OX=9606 GN=MMP28 PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8J9ZAH3_A0A8J9ZAH3_BRALA tr|A0A8J9ZAH3|A0A8J9ZAH3_BRALA MMP14 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP14 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VE48_A0A8J9VE48_BRALA tr|A0A8J9VE48|A0A8J9VE48_BRALA MMP19 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP19 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z8P3_A0A8J9Z8P3_BRALA tr|A0A8J9Z8P3|A0A8J9Z8P3_BRALA MMP17 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP17 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z7A2_A0A8J9Z7A2_BRALA tr|A0A8J9Z7A2|A0A8J9Z7A2_BRALA MMP19 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP19 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EQU1_A0A8K0EQU1_BRALA tr|A0A8K0EQU1|A0A8K0EQU1_BRALA MMP19 protein OS=Branchiostoma lanceolatum OX=7740 GN=MMP19 PE=3 SV=1
OG0000017	Homo_sapiens_sp_P01008_ANT3_HUMAN sp|P01008|ANT3_HUMAN Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EZS5_A0A8K0EZS5_BRALA tr|A0A8K0EZS5|A0A8K0EZS5_BRALA SERPINB2 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINB2 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ADT3_A0A8K0ADT3_BRALA tr|A0A8K0ADT3|A0A8K0ADT3_BRALA SERPINC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINC1 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AH49_A0A8K0AH49_BRALA tr|A0A8K0AH49|A0A8K0AH49_BRALA SERPINC1 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINC1 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AD85_A0A8K0AD85_BRALA tr|A0A8K0AD85|A0A8K0AD85_BRALA SERPINB3 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINB3 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YZD2_A0A8J9YZD2_BRALA tr|A0A8J9YZD2|A0A8J9YZD2_BRALA SERPINB9 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINB9 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EDM4_A0A8K0EDM4_BRALA tr|A0A8K0EDM4|A0A8K0EDM4_BRALA SERPINB9 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINB9 PE=3 SV=1
OG0000017	Homo_sapiens_sp_P30740_ILEU_HUMAN sp|P30740|ILEU_HUMAN Leukocyte elastase inhibitor OS=Homo sapiens OX=9606 GN=SERPINB1 PE=1 SV=1, Homo_sapiens_sp_P35237_SPB6_HUMAN sp|P35237|SPB6_HUMAN Serpin B6 OS=Homo sapiens OX=9606 GN=SERPINB6 PE=1 SV=3, Homo_sapiens_sp_P50453_SPB9_HUMAN sp|P50453|SPB9_HUMAN Serpin B9 OS=Homo sapiens OX=9606 GN=SERPINB9 PE=1 SV=1, Homo_sapiens_sp_P50452_SPB8_HUMAN sp|P50452|SPB8_HUMAN Serpin B8 OS=Homo sapiens OX=9606 GN=SERPINB8 PE=1 SV=2, Homo_sapiens_sp_P36952_SPB5_HUMAN sp|P36952|SPB5_HUMAN Serpin B5 OS=Homo sapiens OX=9606 GN=SERPINB5 PE=1 SV=2, Homo_sapiens_sp_P48595_SPB10_HUMAN sp|P48595|SPB10_HUMAN Serpin B10 OS=Homo sapiens OX=9606 GN=SERPINB10 PE=1 SV=1, Homo_sapiens_sp_Q96P63_SPB12_HUMAN sp|Q96P63|SPB12_HUMAN Serpin B12 OS=Homo sapiens OX=9606 GN=SERPINB12 PE=1 SV=1, Homo_sapiens_sp_P48594_SPB4_HUMAN sp|P48594|SPB4_HUMAN Serpin B4 OS=Homo sapiens OX=9606 GN=SERPINB4 PE=1 SV=2, Homo_sapiens_sp_P29508_SPB3_HUMAN sp|P29508|SPB3_HUMAN Serpin B3 OS=Homo sapiens OX=9606 GN=SERPINB3 PE=1 SV=2, Homo_sapiens_sp_O75635_SPB7_HUMAN sp|O75635|SPB7_HUMAN Serpin B7 OS=Homo sapiens OX=9606 GN=SERPINB7 PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0AAU8_A0A8K0AAU8_BRALA tr|A0A8K0AAU8|A0A8K0AAU8_BRALA SERPINB9 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINB9 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ABC2_A0A8K0ABC2_BRALA tr|A0A8K0ABC2|A0A8K0ABC2_BRALA SERPINB9 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINB9 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ACF9_A0A8K0ACF9_BRALA tr|A0A8K0ACF9|A0A8K0ACF9_BRALA SERPINB9 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINB9 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AA52_A0A8K0AA52_BRALA tr|A0A8K0AA52|A0A8K0AA52_BRALA SERPINB9 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINB9 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AB89_A0A8K0AB89_BRALA tr|A0A8K0AB89|A0A8K0AB89_BRALA SERPINB9 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINB9 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AGB6_A0A8K0AGB6_BRALA tr|A0A8K0AGB6|A0A8K0AGB6_BRALA SERPINB9 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINB9 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9WDW5_A0A8J9WDW5_BRALA tr|A0A8J9WDW5|A0A8J9WDW5_BRALA SERPINB10 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINB10 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8S4MMR4_A0A8S4MMR4_BRALA tr|A0A8S4MMR4|A0A8S4MMR4_BRALA SERPINB2 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINB2 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8S4MLS5_A0A8S4MLS5_BRALA tr|A0A8S4MLS5|A0A8S4MLS5_BRALA SERPINB9 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINB9 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8S4MLX6_A0A8S4MLX6_BRALA tr|A0A8S4MLX6|A0A8S4MLX6_BRALA SERPINB9 protein OS=Branchiostoma lanceolatum OX=7740 GN=SERPINB9 PE=3 SV=1
OG0000017	Homo_sapiens_sp_Q9UK55_ZPI_HUMAN sp|Q9UK55|ZPI_HUMAN Protein Z-dependent protease inhibitor OS=Homo sapiens OX=9606 GN=SERPINA10 PE=1 SV=1, Homo_sapiens_sp_P01009_A1AT_HUMAN sp|P01009|A1AT_HUMAN Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3, Homo_sapiens_sp_Q86U17_SPA11_HUMAN sp|Q86U17|SPA11_HUMAN Serpin A11 OS=Homo sapiens OX=9606 GN=SERPINA11 PE=2 SV=2, Homo_sapiens_sp_Q86WD7_SPA9_HUMAN sp|Q86WD7|SPA9_HUMAN Serpin A9 OS=Homo sapiens OX=9606 GN=SERPINA9 PE=1 SV=3, Homo_sapiens_sp_P05543_THBG_HUMAN sp|P05543|THBG_HUMAN Thyroxine-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA7 PE=1 SV=2, Homo_sapiens_sp_P29622_KAIN_HUMAN sp|P29622|KAIN_HUMAN Kallistatin OS=Homo sapiens OX=9606 GN=SERPINA4 PE=1 SV=3, Homo_sapiens_sp_P05154_IPSP_HUMAN sp|P05154|IPSP_HUMAN Plasma serine protease inhibitor OS=Homo sapiens OX=9606 GN=SERPINA5 PE=1 SV=3, Homo_sapiens_sp_P01011_AACT_HUMAN sp|P01011|AACT_HUMAN Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2, Homo_sapiens_sp_P08185_CBG_HUMAN sp|P08185|CBG_HUMAN Corticosteroid-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA6 PE=1 SV=1, Homo_sapiens_sp_Q8IW75_SPA12_HUMAN sp|Q8IW75|SPA12_HUMAN Serpin A12 OS=Homo sapiens OX=9606 GN=SERPINA12 PE=1 SV=1, Homo_sapiens_sp_P05546_HEP2_HUMAN sp|P05546|HEP2_HUMAN Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3, Homo_sapiens_sp_P05155_IC1_HUMAN sp|P05155|IC1_HUMAN Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=2, Homo_sapiens_sp_P08697_A2AP_HUMAN sp|P08697|A2AP_HUMAN Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=3	Branchiostoma_lanceolatum_tr_A0A8K0ABP8_A0A8K0ABP8_BRALA tr|A0A8K0ABP8|A0A8K0ABP8_BRALA HGF protein OS=Branchiostoma lanceolatum OX=7740 GN=HGF PE=4 SV=1
OG0000018	Homo_sapiens_sp_Q96JB6_LOXL4_HUMAN sp|Q96JB6|LOXL4_HUMAN Lysyl oxidase homolog 4 OS=Homo sapiens OX=9606 GN=LOXL4 PE=1 SV=1, Homo_sapiens_sp_P58215_LOXL3_HUMAN sp|P58215|LOXL3_HUMAN Lysyl oxidase homolog 3 OS=Homo sapiens OX=9606 GN=LOXL3 PE=1 SV=1, Homo_sapiens_sp_Q9Y4K0_LOXL2_HUMAN sp|Q9Y4K0|LOXL2_HUMAN Lysyl oxidase homolog 2 OS=Homo sapiens OX=9606 GN=LOXL2 PE=1 SV=1	Branchiostoma_lanceolatum_tr_A0A8S4MM45_A0A8S4MM45_BRALA tr|A0A8S4MM45|A0A8S4MM45_BRALA LOXL3 protein OS=Branchiostoma lanceolatum OX=7740 GN=LOXL3 PE=3 SV=1
OG0000018	Homo_sapiens_sp_Q9UGM3_DMBT1_HUMAN sp|Q9UGM3|DMBT1_HUMAN Deleted in malignant brain tumors 1 protein OS=Homo sapiens OX=9606 GN=DMBT1 PE=1 SV=2	Branchiostoma_lanceolatum_tr_A0A8K0EJM6_A0A8K0EJM6_BRALA tr|A0A8K0EJM6|A0A8K0EJM6_BRALA DMBT1 protein OS=Branchiostoma lanceolatum OX=7740 GN=DMBT1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EFK8_A0A8K0EFK8_BRALA tr|A0A8K0EFK8|A0A8K0EFK8_BRALA PRSS12 protein OS=Branchiostoma lanceolatum OX=7740 GN=PRSS12 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZCL7_A0A8J9ZCL7_BRALA tr|A0A8J9ZCL7|A0A8J9ZCL7_BRALA DMBT1 protein OS=Branchiostoma lanceolatum OX=7740 GN=DMBT1 PE=4 SV=1
