Orthogroup	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Coturnix_japonica
OG0000022	Homo_sapiens_sp_P08758_ANXA5_HUMAN sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2	Coturnix_japonica_XP_015717391.1 annexin A5 isoform X1 [Coturnix japonica]
OG0000022	Homo_sapiens_sp_P08133_ANXA6_HUMAN sp|P08133|ANXA6_HUMAN Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	Coturnix_japonica_XP_015731367.1 annexin A6 isoform X2 [Coturnix japonica]
OG0000022	Homo_sapiens_sp_P07355_ANXA2_HUMAN sp|P07355|ANXA2_HUMAN Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2	Coturnix_japonica_XP_015728000.1 annexin A2 [Coturnix japonica]
OG0000022	Homo_sapiens_sp_P04083_ANXA1_HUMAN sp|P04083|ANXA1_HUMAN Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2	Coturnix_japonica_XP_015704635.1 annexin A1 [Coturnix japonica]
OG0000022	Homo_sapiens_sp_P09525_ANXA4_HUMAN sp|P09525|ANXA4_HUMAN Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4	Coturnix_japonica_XP_015738497.1 PREDICTED_ LOW QUALITY PROTEIN_ annexin A4 [Coturnix japonica]
OG0000022	Homo_sapiens_sp_P50995_ANX11_HUMAN sp|P50995|ANX11_HUMAN Annexin A11 OS=Homo sapiens OX=9606 GN=ANXA11 PE=1 SV=1	Coturnix_japonica_XP_015721609.1 annexin A11 [Coturnix japonica]
OG0000022	Homo_sapiens_sp_Q9UJ72_ANX10_HUMAN sp|Q9UJ72|ANX10_HUMAN Annexin A10 OS=Homo sapiens OX=9606 GN=ANXA10 PE=1 SV=3	Coturnix_japonica_XP_015716358.1 PREDICTED_ annexin A10 [Coturnix japonica]
OG0000022	Homo_sapiens_sp_P20073_ANXA7_HUMAN sp|P20073|ANXA7_HUMAN Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3	Coturnix_japonica_XP_015722004.1 annexin A7 isoform X2 [Coturnix japonica]
OG0000022	Homo_sapiens_sp_P27216_ANX13_HUMAN sp|P27216|ANX13_HUMAN Annexin A13 OS=Homo sapiens OX=9606 GN=ANXA13 PE=1 SV=3	Coturnix_japonica_XP_015711775.1 annexin A13 [Coturnix japonica]
OG0000023	Homo_sapiens_sp_P78325_ADAM8_HUMAN sp|P78325|ADAM8_HUMAN Disintegrin and metalloproteinase domain-containing protein 8 OS=Homo sapiens OX=9606 GN=ADAM8 PE=1 SV=2	Coturnix_japonica_XP_015721656.1 disintegrin and metalloproteinase domain-containing protein 8 isoform X1 [Coturnix japonica]
OG0000023	Homo_sapiens_sp_Q9H2U9_ADAM7_HUMAN sp|Q9H2U9|ADAM7_HUMAN Disintegrin and metalloproteinase domain-containing protein 7 OS=Homo sapiens OX=9606 GN=ADAM7 PE=1 SV=3, Homo_sapiens_sp_O15204_ADEC1_HUMAN sp|O15204|ADEC1_HUMAN ADAM DEC1 OS=Homo sapiens OX=9606 GN=ADAMDEC1 PE=1 SV=2	Coturnix_japonica_XP_015738502.1 disintegrin and metalloproteinase domain-containing protein 28 isoform X2 [Coturnix japonica]
OG0000023	Homo_sapiens_sp_Q9UKJ8_ADA21_HUMAN sp|Q9UKJ8|ADA21_HUMAN Disintegrin and metalloproteinase domain-containing protein 21 OS=Homo sapiens OX=9606 GN=ADAM21 PE=1 SV=2, Homo_sapiens_sp_Q9UKF2_ADA30_HUMAN sp|Q9UKF2|ADA30_HUMAN Disintegrin and metalloproteinase domain-containing protein 30 OS=Homo sapiens OX=9606 GN=ADAM30 PE=1 SV=2	Coturnix_japonica_XP_015733264.1 disintegrin and metalloproteinase domain-containing protein 9-like [Coturnix japonica]
OG0000023	Homo_sapiens_sp_Q13443_ADAM9_HUMAN sp|Q13443|ADAM9_HUMAN Disintegrin and metalloproteinase domain-containing protein 9 OS=Homo sapiens OX=9606 GN=ADAM9 PE=1 SV=1	Coturnix_japonica_XP_015738633.1 disintegrin and metalloproteinase domain-containing protein 9 [Coturnix japonica]
OG0000023	Homo_sapiens_sp_O43184_ADA12_HUMAN sp|O43184|ADA12_HUMAN Disintegrin and metalloproteinase domain-containing protein 12 OS=Homo sapiens OX=9606 GN=ADAM12 PE=1 SV=3	Coturnix_japonica_XP_015723079.1 PREDICTED_ disintegrin and metalloproteinase domain-containing protein 12 isoform X2 [Coturnix japonica]
OG0000023	Homo_sapiens_sp_O75077_ADA23_HUMAN sp|O75077|ADA23_HUMAN Disintegrin and metalloproteinase domain-containing protein 23 OS=Homo sapiens OX=9606 GN=ADAM23 PE=1 SV=1	Coturnix_japonica_XP_015723724.1 disintegrin and metalloproteinase domain-containing protein 23 [Coturnix japonica]
OG0000023	Homo_sapiens_sp_Q9P0K1_ADA22_HUMAN sp|Q9P0K1|ADA22_HUMAN Disintegrin and metalloproteinase domain-containing protein 22 OS=Homo sapiens OX=9606 GN=ADAM22 PE=1 SV=1	Coturnix_japonica_XP_015708948.1 disintegrin and metalloproteinase domain-containing protein 22 isoform X1 [Coturnix japonica]
OG0000024	Homo_sapiens_sp_Q9BQ16_TICN3_HUMAN sp|Q9BQ16|TICN3_HUMAN Testican-3 OS=Homo sapiens OX=9606 GN=SPOCK3 PE=1 SV=2	Coturnix_japonica_XP_015716467.1 testican-3 isoform X1 [Coturnix japonica]
OG0000024	Homo_sapiens_sp_Q08629_TICN1_HUMAN sp|Q08629|TICN1_HUMAN Testican-1 OS=Homo sapiens OX=9606 GN=SPOCK1 PE=1 SV=1	Coturnix_japonica_XP_015731364.1 testican-1 isoform X1 [Coturnix japonica]
OG0000028	Homo_sapiens_sp_P02462_CO4A1_HUMAN sp|P02462|CO4A1_HUMAN Collagen alpha-1_IV_ chain OS=Homo sapiens OX=9606 GN=COL4A1 PE=1 SV=4	Coturnix_japonica_XP_015706908.1 collagen alpha-1_IV_ chain [Coturnix japonica]
OG0000028	Homo_sapiens_sp_P29400_CO4A5_HUMAN sp|P29400|CO4A5_HUMAN Collagen alpha-5_IV_ chain OS=Homo sapiens OX=9606 GN=COL4A5 PE=1 SV=2	Coturnix_japonica_XP_015715960.1 collagen alpha-5_IV_ chain isoform X1 [Coturnix japonica]
OG0000028	Homo_sapiens_sp_Q01955_CO4A3_HUMAN sp|Q01955|CO4A3_HUMAN Collagen alpha-3_IV_ chain OS=Homo sapiens OX=9606 GN=COL4A3 PE=1 SV=3	Coturnix_japonica_XP_015726877.1 collagen alpha-3_IV_ chain [Coturnix japonica]
OG0000028	Homo_sapiens_sp_P08572_CO4A2_HUMAN sp|P08572|CO4A2_HUMAN Collagen alpha-2_IV_ chain OS=Homo sapiens OX=9606 GN=COL4A2 PE=1 SV=4	Coturnix_japonica_XP_015706905.1 collagen alpha-2_IV_ chain [Coturnix japonica]
OG0000028	Homo_sapiens_sp_Q14031_CO4A6_HUMAN sp|Q14031|CO4A6_HUMAN Collagen alpha-6_IV_ chain OS=Homo sapiens OX=9606 GN=COL4A6 PE=1 SV=3	Coturnix_japonica_XP_015715965.1 collagen alpha-6_IV_ chain isoform X1 [Coturnix japonica]
OG0000028	Homo_sapiens_sp_P53420_CO4A4_HUMAN sp|P53420|CO4A4_HUMAN Collagen alpha-4_IV_ chain OS=Homo sapiens OX=9606 GN=COL4A4 PE=1 SV=3	Coturnix_japonica_XP_015726876.1 collagen alpha-4_IV_ chain [Coturnix japonica]
OG0000030	Homo_sapiens_sp_P78536_ADA17_HUMAN sp|P78536|ADA17_HUMAN Disintegrin and metalloproteinase domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ADAM17 PE=1 SV=1	Coturnix_japonica_XP_015714888.1 disintegrin and metalloproteinase domain-containing protein 17 [Coturnix japonica]
OG0000030	Homo_sapiens_sp_O14672_ADA10_HUMAN sp|O14672|ADA10_HUMAN Disintegrin and metalloproteinase domain-containing protein 10 OS=Homo sapiens OX=9606 GN=ADAM10 PE=1 SV=1	Coturnix_japonica_XP_015727888.1 disintegrin and metalloproteinase domain-containing protein 10 isoform X1 [Coturnix japonica]
OG0000034	Homo_sapiens_sp_Q96KG7_MEG10_HUMAN sp|Q96KG7|MEG10_HUMAN Multiple epidermal growth factor-like domains protein 10 OS=Homo sapiens OX=9606 GN=MEGF10 PE=1 SV=1	Coturnix_japonica_XP_015705198.1 multiple epidermal growth factor-like domains protein 10 [Coturnix japonica]
OG0000036	Homo_sapiens_sp_Q99944_EGFL8_HUMAN sp|Q99944|EGFL8_HUMAN Epidermal growth factor-like protein 8 OS=Homo sapiens OX=9606 GN=EGFL8 PE=1 SV=1, Homo_sapiens_sp_Q9UHF1_EGFL7_HUMAN sp|Q9UHF1|EGFL7_HUMAN Epidermal growth factor-like protein 7 OS=Homo sapiens OX=9606 GN=EGFL7 PE=1 SV=3	Coturnix_japonica_XP_015734828.1 epidermal growth factor-like protein 7 isoform X2 [Coturnix japonica]
OG0000036	Homo_sapiens_sp_Q8IUX8_EGFL6_HUMAN sp|Q8IUX8|EGFL6_HUMAN Epidermal growth factor-like protein 6 OS=Homo sapiens OX=9606 GN=EGFL6 PE=1 SV=1	Coturnix_japonica_XP_015703683.1 PREDICTED_ epidermal growth factor-like protein 6 isoform X2 [Coturnix japonica]
OG0000036	Homo_sapiens_sp_Q6UXI9_NPNT_HUMAN sp|Q6UXI9|NPNT_HUMAN Nephronectin OS=Homo sapiens OX=9606 GN=NPNT PE=2 SV=3	Coturnix_japonica_XP_015716910.1 LOW QUALITY PROTEIN_ nephronectin [Coturnix japonica]
OG0000037	Homo_sapiens_sp_Q15063_POSTN_HUMAN sp|Q15063|POSTN_HUMAN Periostin OS=Homo sapiens OX=9606 GN=POSTN PE=1 SV=2	Coturnix_japonica_XP_015707407.1 periostin isoform X8 [Coturnix japonica]
OG0000037	Homo_sapiens_sp_Q15582_BGH3_HUMAN sp|Q15582|BGH3_HUMAN Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens OX=9606 GN=TGFBI PE=1 SV=1	Coturnix_japonica_XP_015731386.1 transforming growth factor-beta-induced protein ig-h3 [Coturnix japonica]
OG0000038	Homo_sapiens_sp_Q9Y275_TN13B_HUMAN sp|Q9Y275|TN13B_HUMAN Tumor necrosis factor ligand superfamily member 13B OS=Homo sapiens OX=9606 GN=TNFSF13B PE=1 SV=1	Coturnix_japonica_XP_015706939.1 tumor necrosis factor ligand superfamily member 13B isoform X1 [Coturnix japonica]
OG0000038	Homo_sapiens_sp_O14788_TNF11_HUMAN sp|O14788|TNF11_HUMAN Tumor necrosis factor ligand superfamily member 11 OS=Homo sapiens OX=9606 GN=TNFSF11 PE=1 SV=1	Coturnix_japonica_XP_015707222.1 tumor necrosis factor ligand superfamily member 11 isoform X1 [Coturnix japonica]
OG0000040	Homo_sapiens_sp_Q9NQ30_ESM1_HUMAN sp|Q9NQ30|ESM1_HUMAN Endothelial cell-specific molecule 1 OS=Homo sapiens OX=9606 GN=ESM1 PE=1 SV=2	Coturnix_japonica_XP_015704232.1 endothelial cell-specific molecule 1 [Coturnix japonica]
OG0000040	Homo_sapiens_sp_Q16270_IBP7_HUMAN sp|Q16270|IBP7_HUMAN Insulin-like growth factor-binding protein 7 OS=Homo sapiens OX=9606 GN=IGFBP7 PE=1 SV=1	Coturnix_japonica_XP_015717063.1 insulin-like growth factor-binding protein 7 isoform X2 [Coturnix japonica]
OG0000041	Homo_sapiens_sp_O00534_VMA5A_HUMAN sp|O00534|VMA5A_HUMAN von Willebrand factor A domain-containing protein 5A OS=Homo sapiens OX=9606 GN=VWA5A PE=1 SV=2	Coturnix_japonica_XP_015740894.1 PREDICTED_ LOW QUALITY PROTEIN_ von Willebrand factor A domain-containing protein 5A [Coturnix japonica]
OG0000041	Homo_sapiens_sp_Q5TIE3_VW5B1_HUMAN sp|Q5TIE3|VW5B1_HUMAN von Willebrand factor A domain-containing protein 5B1 OS=Homo sapiens OX=9606 GN=VWA5B1 PE=1 SV=2	Coturnix_japonica_XP_015727259.1 von Willebrand factor A domain-containing protein 5B2 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015737811.1 von Willebrand factor A domain-containing protein 5B1 [Coturnix japonica]
OG0000044	Homo_sapiens_sp_P21980_TGM2_HUMAN sp|P21980|TGM2_HUMAN Protein-glutamine gamma-glutamyltransferase 2 OS=Homo sapiens OX=9606 GN=TGM2 PE=1 SV=2	Coturnix_japonica_XP_015737318.1 protein-glutamine gamma-glutamyltransferase 2 [Coturnix japonica]
OG0000044	Homo_sapiens_sp_Q08188_TGM3_HUMAN sp|Q08188|TGM3_HUMAN Protein-glutamine gamma-glutamyltransferase E OS=Homo sapiens OX=9606 GN=TGM3 PE=1 SV=4	Coturnix_japonica_XP_015736940.1 PREDICTED_ protein-glutamine gamma-glutamyltransferase E-like_ partial [Coturnix japonica]
OG0000044	Homo_sapiens_sp_O95932_TGM3L_HUMAN sp|O95932|TGM3L_HUMAN Protein-glutamine gamma-glutamyltransferase 6 OS=Homo sapiens OX=9606 GN=TGM6 PE=1 SV=3	Coturnix_japonica_XP_015736972.1 protein-glutamine gamma-glutamyltransferase 6-like [Coturnix japonica]
OG0000044	Homo_sapiens_sp_P49221_TGM4_HUMAN sp|P49221|TGM4_HUMAN Protein-glutamine gamma-glutamyltransferase 4 OS=Homo sapiens OX=9606 GN=TGM4 PE=1 SV=2	Coturnix_japonica_XP_015709680.1 protein-glutamine gamma-glutamyltransferase 4 [Coturnix japonica]
OG0000044	Homo_sapiens_sp_P00488_F13A_HUMAN sp|P00488|F13A_HUMAN Coagulation factor XIII A chain OS=Homo sapiens OX=9606 GN=F13A1 PE=1 SV=5	Coturnix_japonica_XP_015710131.1 coagulation factor XIII A chain [Coturnix japonica]
OG0000045	Homo_sapiens_sp_Q16787_LAMA3_HUMAN sp|Q16787|LAMA3_HUMAN Laminin subunit alpha-3 OS=Homo sapiens OX=9606 GN=LAMA3 PE=1 SV=3	Coturnix_japonica_XP_015710913.1 PREDICTED_ laminin subunit alpha-3 isoform X2 [Coturnix japonica]
OG0000045	Homo_sapiens_sp_O15230_LAMA5_HUMAN sp|O15230|LAMA5_HUMAN Laminin subunit alpha-5 OS=Homo sapiens OX=9606 GN=LAMA5 PE=1 SV=8	Coturnix_japonica_XP_015736975.1 laminin subunit alpha-5 isoform X3 [Coturnix japonica]
OG0000045	Homo_sapiens_sp_P25391_LAMA1_HUMAN sp|P25391|LAMA1_HUMAN Laminin subunit alpha-1 OS=Homo sapiens OX=9606 GN=LAMA1 PE=1 SV=2, Homo_sapiens_sp_P24043_LAMA2_HUMAN sp|P24043|LAMA2_HUMAN Laminin subunit alpha-2 OS=Homo sapiens OX=9606 GN=LAMA2 PE=1 SV=4	Coturnix_japonica_XP_015714029.1 laminin subunit alpha-2 isoform X1 [Coturnix japonica]
OG0000045	Homo_sapiens_sp_Q16363_LAMA4_HUMAN sp|Q16363|LAMA4_HUMAN Laminin subunit alpha-4 OS=Homo sapiens OX=9606 GN=LAMA4 PE=1 SV=4	Coturnix_japonica_XP_015714210.1 laminin subunit alpha-4 [Coturnix japonica]
OG0000048	Homo_sapiens_sp_Q9BXN1_ASPN_HUMAN sp|Q9BXN1|ASPN_HUMAN Asporin OS=Homo sapiens OX=9606 GN=ASPN PE=1 SV=2	Coturnix_japonica_XP_015730159.1 asporin [Coturnix japonica]
OG0000048	Homo_sapiens_sp_P07585_PGS2_HUMAN sp|P07585|PGS2_HUMAN Decorin OS=Homo sapiens OX=9606 GN=DCN PE=1 SV=1	Coturnix_japonica_NP_001310117.1 decorin precursor [Coturnix japonica]
OG0000048	Homo_sapiens_sp_Q7Z5L7_PODN_HUMAN sp|Q7Z5L7|PODN_HUMAN Podocan OS=Homo sapiens OX=9606 GN=PODN PE=1 SV=2	Coturnix_japonica_XP_015726091.1 podocan [Coturnix japonica]
OG0000048	Homo_sapiens_sp_Q06828_FMOD_HUMAN sp|Q06828|FMOD_HUMAN Fibromodulin OS=Homo sapiens OX=9606 GN=FMOD PE=1 SV=2	Coturnix_japonica_XP_015740868.1 fibromodulin [Coturnix japonica]
OG0000048	Homo_sapiens_sp_P51884_LUM_HUMAN sp|P51884|LUM_HUMAN Lumican OS=Homo sapiens OX=9606 GN=LUM PE=1 SV=2	Coturnix_japonica_XP_015713506.1 PREDICTED_ lumican [Coturnix japonica]
OG0000048	Homo_sapiens_sp_Q99983_OMD_HUMAN sp|Q99983|OMD_HUMAN Osteomodulin OS=Homo sapiens OX=9606 GN=OMD PE=1 SV=1	Coturnix_japonica_XP_015730157.1 osteomodulin [Coturnix japonica]
OG0000048	Homo_sapiens_sp_O60938_KERA_HUMAN sp|O60938|KERA_HUMAN Keratocan OS=Homo sapiens OX=9606 GN=KERA PE=1 SV=1	Coturnix_japonica_XP_015713480.1 PREDICTED_ keratocan isoform X1 [Coturnix japonica]
OG0000048	Homo_sapiens_sp_P51888_PRELP_HUMAN sp|P51888|PRELP_HUMAN Prolargin OS=Homo sapiens OX=9606 GN=PRELP PE=1 SV=1	Coturnix_japonica_XP_015740847.1 prolargin [Coturnix japonica]
OG0000048	Homo_sapiens_sp_O94769_ECM2_HUMAN sp|O94769|ECM2_HUMAN Extracellular matrix protein 2 OS=Homo sapiens OX=9606 GN=ECM2 PE=2 SV=1	Coturnix_japonica_XP_015730155.1 LOW QUALITY PROTEIN_ extracellular matrix protein 2 [Coturnix japonica]
OG0000049	Homo_sapiens_sp_Q9UIW2_PLXA1_HUMAN sp|Q9UIW2|PLXA1_HUMAN Plexin-A1 OS=Homo sapiens OX=9606 GN=PLXNA1 PE=1 SV=3	Coturnix_japonica_XP_015730469.1 plexin-A1 isoform X1 [Coturnix japonica]
OG0000049	Homo_sapiens_sp_O75051_PLXA2_HUMAN sp|O75051|PLXA2_HUMAN Plexin-A2 OS=Homo sapiens OX=9606 GN=PLXNA2 PE=1 SV=4	Coturnix_japonica_XP_015740621.1 PREDICTED_ plexin-A2 [Coturnix japonica]
OG0000049	Homo_sapiens_sp_Q9HCM2_PLXA4_HUMAN sp|Q9HCM2|PLXA4_HUMAN Plexin-A4 OS=Homo sapiens OX=9606 GN=PLXNA4 PE=1 SV=4	Coturnix_japonica_XP_015716725.1 plexin-A4 isoform X1 [Coturnix japonica]
OG0000049	Homo_sapiens_sp_O43157_PLXB1_HUMAN sp|O43157|PLXB1_HUMAN Plexin-B1 OS=Homo sapiens OX=9606 GN=PLXNB1 PE=1 SV=3	Coturnix_japonica_XP_015730724.1 plexin-B1 isoform X2 [Coturnix japonica]
OG0000049	Homo_sapiens_sp_O15031_PLXB2_HUMAN sp|O15031|PLXB2_HUMAN Plexin-B2 OS=Homo sapiens OX=9606 GN=PLXNB2 PE=1 SV=3	Coturnix_japonica_XP_015708110.1 plexin-B2 [Coturnix japonica]
OG0000049	Homo_sapiens_sp_Q9Y4D7_PLXD1_HUMAN sp|Q9Y4D7|PLXD1_HUMAN Plexin-D1 OS=Homo sapiens OX=9606 GN=PLXND1 PE=1 SV=3	Coturnix_japonica_XP_015730333.1 plexin-D1 [Coturnix japonica]
OG0000054	Homo_sapiens_sp_Q14005_IL16_HUMAN sp|Q14005|IL16_HUMAN Pro-interleukin-16 OS=Homo sapiens OX=9606 GN=IL16 PE=1 SV=4	Coturnix_japonica_XP_015728474.1 PREDICTED_ pro-interleukin-16 isoform X2 [Coturnix japonica]
OG0000057	Homo_sapiens_sp_Q5TAT6_CODA1_HUMAN sp|Q5TAT6|CODA1_HUMAN Collagen alpha-1_XIII_ chain OS=Homo sapiens OX=9606 GN=COL13A1 PE=1 SV=1	Coturnix_japonica_XP_015721939.1 collagen alpha-1_XIII_ chain isoform X1 [Coturnix japonica]
OG0000057	Homo_sapiens_sp_Q9BXS0_COPA1_HUMAN sp|Q9BXS0|COPA1_HUMAN Collagen alpha-1_XXV_ chain OS=Homo sapiens OX=9606 GN=COL25A1 PE=1 SV=2	Coturnix_japonica_XP_015731094.1 PREDICTED_ collagen alpha-1_XXIII_ chain isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015716850.1 PREDICTED_ collagen alpha-1_XXV_ chain isoform X1 [Coturnix japonica]
OG0000059	Homo_sapiens_sp_Q8IX30_SCUB3_HUMAN sp|Q8IX30|SCUB3_HUMAN Signal peptide_ CUB and EGF-like domain-containing protein 3 OS=Homo sapiens OX=9606 GN=SCUBE3 PE=1 SV=1	Coturnix_japonica_XP_015740640.1 signal peptide_ CUB and EGF-like domain-containing protein 3 isoform X3 [Coturnix japonica]
OG0000059	Homo_sapiens_sp_Q8IWY4_SCUB1_HUMAN sp|Q8IWY4|SCUB1_HUMAN Signal peptide_ CUB and EGF-like domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCUBE1 PE=1 SV=3	Coturnix_japonica_XP_015725419.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X4 [Coturnix japonica]
OG0000059	Homo_sapiens_sp_Q9NQ36_SCUB2_HUMAN sp|Q9NQ36|SCUB2_HUMAN Signal peptide_ CUB and EGF-like domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SCUBE2 PE=1 SV=3	Coturnix_japonica_XP_015719548.1 PREDICTED_ signal peptide_ CUB and EGF-like domain-containing protein 2 isoform X1 [Coturnix japonica]
OG0000063	Homo_sapiens_sp_Q15465_SHH_HUMAN sp|Q15465|SHH_HUMAN Sonic hedgehog protein OS=Homo sapiens OX=9606 GN=SHH PE=1 SV=1	Coturnix_japonica_XP_015708514.1 sonic hedgehog protein [Coturnix japonica]
OG0000064	Homo_sapiens_sp_Q8N2S1_LTBP4_HUMAN sp|Q8N2S1|LTBP4_HUMAN Latent-transforming growth factor beta-binding protein 4 OS=Homo sapiens OX=9606 GN=LTBP4 PE=1 SV=2, Homo_sapiens_sp_Q14767_LTBP2_HUMAN sp|Q14767|LTBP2_HUMAN Latent-transforming growth factor beta-binding protein 2 OS=Homo sapiens OX=9606 GN=LTBP2 PE=1 SV=3	Coturnix_japonica_XP_015720647.1 PREDICTED_ latent-transforming growth factor beta-binding protein 2 isoform X4 [Coturnix japonica]
OG0000064	Homo_sapiens_sp_Q9NS15_LTBP3_HUMAN sp|Q9NS15|LTBP3_HUMAN Latent-transforming growth factor beta-binding protein 3 OS=Homo sapiens OX=9606 GN=LTBP3 PE=1 SV=4, Homo_sapiens_sp_Q14766_LTBP1_HUMAN sp|Q14766|LTBP1_HUMAN Latent-transforming growth factor beta-binding protein 1 OS=Homo sapiens OX=9606 GN=LTBP1 PE=1 SV=4	Coturnix_japonica_XP_015713186.1 latent-transforming growth factor beta-binding protein 1 isoform X6 [Coturnix japonica]
OG0000064	Homo_sapiens_sp_P35556_FBN2_HUMAN sp|P35556|FBN2_HUMAN Fibrillin-2 OS=Homo sapiens OX=9606 GN=FBN2 PE=1 SV=3	Coturnix_japonica_XP_015742103.1 PREDICTED_ fibrillin-3 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015705146.1 fibrillin-2 isoform X1 [Coturnix japonica]
OG0000064	Homo_sapiens_sp_P35555_FBN1_HUMAN sp|P35555|FBN1_HUMAN Fibrillin-1 OS=Homo sapiens OX=9606 GN=FBN1 PE=1 SV=4	Coturnix_japonica_XP_015728443.1 fibrillin-1 isoform X1 [Coturnix japonica]
OG0000065	Homo_sapiens_sp_O75487_GPC4_HUMAN sp|O75487|GPC4_HUMAN Glypican-4 OS=Homo sapiens OX=9606 GN=GPC4 PE=1 SV=4	Coturnix_japonica_XP_015715840.1 glypican-4 [Coturnix japonica]
OG0000065	Homo_sapiens_sp_Q9Y625_GPC6_HUMAN sp|Q9Y625|GPC6_HUMAN Glypican-6 OS=Homo sapiens OX=9606 GN=GPC6 PE=1 SV=1	Coturnix_japonica_XP_015707028.1 glypican-6 [Coturnix japonica]
OG0000065	Homo_sapiens_sp_P35052_GPC1_HUMAN sp|P35052|GPC1_HUMAN Glypican-1 OS=Homo sapiens OX=9606 GN=GPC1 PE=1 SV=2	Coturnix_japonica_XP_015726407.1 glypican-1 [Coturnix japonica]
OG0000068	Homo_sapiens_sp_P17931_LEG3_HUMAN sp|P17931|LEG3_HUMAN Galectin-3 OS=Homo sapiens OX=9606 GN=LGALS3 PE=1 SV=5	Coturnix_japonica_XP_015721352.1 galectin-3 isoform X2 [Coturnix japonica]
OG0000068	Homo_sapiens_sp_Q96DT0_LEG12_HUMAN sp|Q96DT0|LEG12_HUMAN Galectin-12 OS=Homo sapiens OX=9606 GN=LGALS12 PE=1 SV=1, Homo_sapiens_sp_O00214_LEG8_HUMAN sp|O00214|LEG8_HUMAN Galectin-8 OS=Homo sapiens OX=9606 GN=LGALS8 PE=1 SV=4	Coturnix_japonica_XP_015713339.1 PREDICTED_ galectin-8 isoform X1 [Coturnix japonica]
OG0000068	Homo_sapiens_sp_P09382_LEG1_HUMAN sp|P09382|LEG1_HUMAN Galectin-1 OS=Homo sapiens OX=9606 GN=LGALS1 PE=1 SV=2	Coturnix_japonica_XP_015718171.1 galectin-1 [Coturnix japonica]
OG0000070	Homo_sapiens_sp_P07202_PERT_HUMAN sp|P07202|PERT_HUMAN Thyroid peroxidase OS=Homo sapiens OX=9606 GN=TPO PE=1 SV=4	Coturnix_japonica_XP_015714835.1 PREDICTED_ thyroid peroxidase [Coturnix japonica]
OG0000070	Homo_sapiens_sp_Q92626_PXDN_HUMAN sp|Q92626|PXDN_HUMAN Peroxidasin homolog OS=Homo sapiens OX=9606 GN=PXDN PE=1 SV=2	Coturnix_japonica_XP_015714841.1 peroxidasin homolog [Coturnix japonica]
OG0000070	Homo_sapiens_sp_A1KZ92_PXDNL_HUMAN sp|A1KZ92|PXDNL_HUMAN Probable oxidoreductase PXDNL OS=Homo sapiens OX=9606 GN=PXDNL PE=1 SV=3	Coturnix_japonica_XP_015737187.1 peroxidasin homolog [Coturnix japonica]
OG0000074	Homo_sapiens_sp_O94813_SLIT2_HUMAN sp|O94813|SLIT2_HUMAN Slit homolog 2 protein OS=Homo sapiens OX=9606 GN=SLIT2 PE=1 SV=1	Coturnix_japonica_XP_015718244.1 slit homolog 2 protein isoform X16 [Coturnix japonica]
OG0000074	Homo_sapiens_sp_O75094_SLIT3_HUMAN sp|O75094|SLIT3_HUMAN Slit homolog 3 protein OS=Homo sapiens OX=9606 GN=SLIT3 PE=2 SV=3	Coturnix_japonica_XP_015731429.1 slit homolog 3 protein isoform X1 [Coturnix japonica]
OG0000074	Homo_sapiens_sp_O75093_SLIT1_HUMAN sp|O75093|SLIT1_HUMAN Slit homolog 1 protein OS=Homo sapiens OX=9606 GN=SLIT1 PE=1 SV=4	Coturnix_japonica_XP_015722602.1 slit homolog 1 protein [Coturnix japonica]
OG0000078	Homo_sapiens_sp_Q9UJW2_TINAG_HUMAN sp|Q9UJW2|TINAG_HUMAN Tubulointerstitial nephritis antigen OS=Homo sapiens OX=9606 GN=TINAG PE=2 SV=3	Coturnix_japonica_XP_015714739.1 tubulointerstitial nephritis antigen isoform X1 [Coturnix japonica]
OG0000078	Homo_sapiens_sp_Q9GZM7_TINAL_HUMAN sp|Q9GZM7|TINAL_HUMAN Tubulointerstitial nephritis antigen-like OS=Homo sapiens OX=9606 GN=TINAGL1 PE=1 SV=1	Coturnix_japonica_XP_015738735.1 PREDICTED_ tubulointerstitial nephritis antigen-like [Coturnix japonica]
