Orthogroup	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Danio_rerio
OG0000015	Homo_sapiens_sp_Q96PL2_TECTB_HUMAN sp|Q96PL2|TECTB_HUMAN Beta-tectorin OS=Homo sapiens OX=9606 GN=TECTB PE=2 SV=1	Danio_rerio_tr_Q5PR99_Q5PR99_DANRE tr|Q5PR99|Q5PR99_DANRE Beta tectorin OS=Danio rerio OX=7955 GN=zgc_101843 PE=2 SV=1
OG0000016	Homo_sapiens_sp_P39900_MMP12_HUMAN sp|P39900|MMP12_HUMAN Macrophage metalloelastase OS=Homo sapiens OX=9606 GN=MMP12 PE=1 SV=1, Homo_sapiens_sp_P09238_MMP10_HUMAN sp|P09238|MMP10_HUMAN Stromelysin-2 OS=Homo sapiens OX=9606 GN=MMP10 PE=1 SV=1, Homo_sapiens_sp_P22894_MMP8_HUMAN sp|P22894|MMP8_HUMAN Neutrophil collagenase OS=Homo sapiens OX=9606 GN=MMP8 PE=1 SV=1, Homo_sapiens_sp_P03956_MMP1_HUMAN sp|P03956|MMP1_HUMAN Interstitial collagenase OS=Homo sapiens OX=9606 GN=MMP1 PE=1 SV=3, Homo_sapiens_sp_P45452_MMP13_HUMAN sp|P45452|MMP13_HUMAN Collagenase 3 OS=Homo sapiens OX=9606 GN=MMP13 PE=1 SV=1	Danio_rerio_tr_F1QCX8_F1QCX8_DANRE tr|F1QCX8|F1QCX8_DANRE Matrix metallopeptidase 13a OS=Danio rerio OX=7955 GN=cb1034 PE=3 SV=2
OG0000016	Homo_sapiens_sp_P09237_MMP7_HUMAN sp|P09237|MMP7_HUMAN Matrilysin OS=Homo sapiens OX=9606 GN=MMP7 PE=1 SV=1	Danio_rerio_tr_E7F3C3_E7F3C3_DANRE tr|E7F3C3|E7F3C3_DANRE Matrilysin-like OS=Danio rerio OX=7955 GN=mmp20b PE=3 SV=2
OG0000016	Homo_sapiens_sp_P24347_MMP11_HUMAN sp|P24347|MMP11_HUMAN Stromelysin-3 OS=Homo sapiens OX=9606 GN=MMP11 PE=1 SV=3	Danio_rerio_tr_A0A8M9Q3Z2_A0A8M9Q3Z2_DANRE tr|A0A8M9Q3Z2|A0A8M9Q3Z2_DANRE Matrix metallopeptidase 11a OS=Danio rerio OX=7955 GN=mmp11a PE=3 SV=1
OG0000016	Homo_sapiens_sp_P50281_MMP14_HUMAN sp|P50281|MMP14_HUMAN Matrix metalloproteinase-14 OS=Homo sapiens OX=9606 GN=MMP14 PE=1 SV=3	Danio_rerio_tr_Q7T2J2_Q7T2J2_DANRE tr|Q7T2J2|Q7T2J2_DANRE Matrix metalloproteinase 14 _Membrane-inserted_ alpha OS=Danio rerio OX=7955 GN=wu_fb72b09 PE=2 SV=1, Danio_rerio_tr_Q7T2J1_Q7T2J1_DANRE tr|Q7T2J1|Q7T2J1_DANRE Matrix metalloproteinase-14 precursor OS=Danio rerio OX=7955 GN=MT-MMPbeta PE=2 SV=1, Danio_rerio_tr_B0R0I1_B0R0I1_DANRE tr|B0R0I1|B0R0I1_DANRE Matrix metallopeptidase 14b _membrane-inserted_ OS=Danio rerio OX=7955 GN=MT-MMPbeta PE=1 SV=1
OG0000016	Homo_sapiens_sp_Q9Y5R2_MMP24_HUMAN sp|Q9Y5R2|MMP24_HUMAN Matrix metalloproteinase-24 OS=Homo sapiens OX=9606 GN=MMP24 PE=2 SV=1	Danio_rerio_tr_E9QIX9_E9QIX9_DANRE tr|E9QIX9|E9QIX9_DANRE Matrix metallopeptidase 24 OS=Danio rerio OX=7955 GN=mmp24 PE=3 SV=1
OG0000016	Homo_sapiens_sp_P51512_MMP16_HUMAN sp|P51512|MMP16_HUMAN Matrix metalloproteinase-16 OS=Homo sapiens OX=9606 GN=MMP16 PE=1 SV=2	Danio_rerio_tr_F1R8N4_F1R8N4_DANRE tr|F1R8N4|F1R8N4_DANRE Matrix metallopeptidase 16b _membrane-inserted_ OS=Danio rerio OX=7955 GN=mmp16b PE=3 SV=1
OG0000016	Homo_sapiens_sp_P51511_MMP15_HUMAN sp|P51511|MMP15_HUMAN Matrix metalloproteinase-15 OS=Homo sapiens OX=9606 GN=MMP15 PE=1 SV=1	Danio_rerio_tr_E7FFQ4_E7FFQ4_DANRE tr|E7FFQ4|E7FFQ4_DANRE Matrix metallopeptidase 15a OS=Danio rerio OX=7955 GN=mmp15a PE=3 SV=1
OG0000016	Homo_sapiens_sp_Q9NPA2_MMP25_HUMAN sp|Q9NPA2|MMP25_HUMAN Matrix metalloproteinase-25 OS=Homo sapiens OX=9606 GN=MMP25 PE=1 SV=1	Danio_rerio_tr_A0A0R4IB00_A0A0R4IB00_DANRE tr|A0A0R4IB00|A0A0R4IB00_DANRE Matrix metallopeptidase 17b OS=Danio rerio OX=7955 GN=mmp17b PE=3 SV=1
OG0000017	Homo_sapiens_sp_P05121_PAI1_HUMAN sp|P05121|PAI1_HUMAN Plasminogen activator inhibitor 1 OS=Homo sapiens OX=9606 GN=SERPINE1 PE=1 SV=1	Danio_rerio_tr_A8WGQ0_A8WGQ0_DANRE tr|A8WGQ0|A8WGQ0_DANRE Plasminogen activator inhibitor 1 precursor OS=Danio rerio OX=7955 GN=si_ch211-138a11.1 PE=2 SV=1, Danio_rerio_tr_F1QRB8_F1QRB8_DANRE tr|F1QRB8|F1QRB8_DANRE Plasminogen activator inhibitor 1 OS=Danio rerio OX=7955 GN=PAI-1 PE=1 SV=1
OG0000017	Homo_sapiens_sp_P07093_GDN_HUMAN sp|P07093|GDN_HUMAN Glia-derived nexin OS=Homo sapiens OX=9606 GN=SERPINE2 PE=1 SV=1	Danio_rerio_tr_Q7ZVL5_Q7ZVL5_DANRE tr|Q7ZVL5|Q7ZVL5_DANRE Glia-derived nexin precursor OS=Danio rerio OX=7955 GN=zgc_55929 PE=2 SV=1
OG0000017	Homo_sapiens_sp_P01008_ANT3_HUMAN sp|P01008|ANT3_HUMAN Antithrombin-III OS=Homo sapiens OX=9606 GN=SERPINC1 PE=1 SV=1	Danio_rerio_tr_Q8AYE3_Q8AYE3_DANRE tr|Q8AYE3|Q8AYE3_DANRE Antithrombin OS=Danio rerio OX=7955 GN=wu_fb18f10 PE=1 SV=1
OG0000017	Homo_sapiens_sp_P30740_ILEU_HUMAN sp|P30740|ILEU_HUMAN Leukocyte elastase inhibitor OS=Homo sapiens OX=9606 GN=SERPINB1 PE=1 SV=1, Homo_sapiens_sp_P35237_SPB6_HUMAN sp|P35237|SPB6_HUMAN Serpin B6 OS=Homo sapiens OX=9606 GN=SERPINB6 PE=1 SV=3, Homo_sapiens_sp_P50453_SPB9_HUMAN sp|P50453|SPB9_HUMAN Serpin B9 OS=Homo sapiens OX=9606 GN=SERPINB9 PE=1 SV=1, Homo_sapiens_sp_P50452_SPB8_HUMAN sp|P50452|SPB8_HUMAN Serpin B8 OS=Homo sapiens OX=9606 GN=SERPINB8 PE=1 SV=2, Homo_sapiens_sp_P36952_SPB5_HUMAN sp|P36952|SPB5_HUMAN Serpin B5 OS=Homo sapiens OX=9606 GN=SERPINB5 PE=1 SV=2, Homo_sapiens_sp_P48595_SPB10_HUMAN sp|P48595|SPB10_HUMAN Serpin B10 OS=Homo sapiens OX=9606 GN=SERPINB10 PE=1 SV=1, Homo_sapiens_sp_Q96P63_SPB12_HUMAN sp|Q96P63|SPB12_HUMAN Serpin B12 OS=Homo sapiens OX=9606 GN=SERPINB12 PE=1 SV=1, Homo_sapiens_sp_P48594_SPB4_HUMAN sp|P48594|SPB4_HUMAN Serpin B4 OS=Homo sapiens OX=9606 GN=SERPINB4 PE=1 SV=2, Homo_sapiens_sp_P29508_SPB3_HUMAN sp|P29508|SPB3_HUMAN Serpin B3 OS=Homo sapiens OX=9606 GN=SERPINB3 PE=1 SV=2, Homo_sapiens_sp_O75635_SPB7_HUMAN sp|O75635|SPB7_HUMAN Serpin B7 OS=Homo sapiens OX=9606 GN=SERPINB7 PE=1 SV=1	Danio_rerio_tr_Q5RIK7_Q5RIK7_DANRE tr|Q5RIK7|Q5RIK7_DANRE Serpin peptidase inhibitor_ clade B _ovalbumin__ member 1_-like 2 OS=Danio rerio OX=7955 GN=zgc_56075 PE=2 SV=1, Danio_rerio_tr_Q6DG30_Q6DG30_DANRE tr|Q6DG30|Q6DG30_DANRE Serpin peptidase inhibitor_ clade B _Ovalbumin__ member 1 OS=Danio rerio OX=7955 GN=si_dkey-177p2.12 PE=1 SV=1
OG0000017	Homo_sapiens_sp_Q9UK55_ZPI_HUMAN sp|Q9UK55|ZPI_HUMAN Protein Z-dependent protease inhibitor OS=Homo sapiens OX=9606 GN=SERPINA10 PE=1 SV=1	Danio_rerio_tr_A4IG87_A4IG87_DANRE tr|A4IG87|A4IG87_DANRE Protein Z-dependent protease inhibitor precursor OS=Danio rerio OX=7955 GN=si_dkey-85n7.5 PE=2 SV=1, Danio_rerio_tr_Q8JH29_Q8JH29_DANRE tr|Q8JH29|Q8JH29_DANRE Angiotensinogen OS=Danio rerio OX=7955 GN=wu_fb62f06 PE=2 SV=1
OG0000017	Homo_sapiens_sp_P01009_A1AT_HUMAN sp|P01009|A1AT_HUMAN Alpha-1-antitrypsin OS=Homo sapiens OX=9606 GN=SERPINA1 PE=1 SV=3, Homo_sapiens_sp_Q86U17_SPA11_HUMAN sp|Q86U17|SPA11_HUMAN Serpin A11 OS=Homo sapiens OX=9606 GN=SERPINA11 PE=2 SV=2, Homo_sapiens_sp_Q86WD7_SPA9_HUMAN sp|Q86WD7|SPA9_HUMAN Serpin A9 OS=Homo sapiens OX=9606 GN=SERPINA9 PE=1 SV=3, Homo_sapiens_sp_P05543_THBG_HUMAN sp|P05543|THBG_HUMAN Thyroxine-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA7 PE=1 SV=2, Homo_sapiens_sp_P29622_KAIN_HUMAN sp|P29622|KAIN_HUMAN Kallistatin OS=Homo sapiens OX=9606 GN=SERPINA4 PE=1 SV=3, Homo_sapiens_sp_P05154_IPSP_HUMAN sp|P05154|IPSP_HUMAN Plasma serine protease inhibitor OS=Homo sapiens OX=9606 GN=SERPINA5 PE=1 SV=3, Homo_sapiens_sp_P01011_AACT_HUMAN sp|P01011|AACT_HUMAN Alpha-1-antichymotrypsin OS=Homo sapiens OX=9606 GN=SERPINA3 PE=1 SV=2, Homo_sapiens_sp_P08185_CBG_HUMAN sp|P08185|CBG_HUMAN Corticosteroid-binding globulin OS=Homo sapiens OX=9606 GN=SERPINA6 PE=1 SV=1, Homo_sapiens_sp_Q8IW75_SPA12_HUMAN sp|Q8IW75|SPA12_HUMAN Serpin A12 OS=Homo sapiens OX=9606 GN=SERPINA12 PE=1 SV=1	Danio_rerio_tr_Q5SPJ4_Q5SPJ4_DANRE tr|Q5SPJ4|Q5SPJ4_DANRE Serine _Or cysteine_ proteinase inhibitor_ clade A _Alpha-1 antiproteinase_ antitrypsin__ member 1 OS=Danio rerio OX=7955 GN=wu_fb61c07 PE=1 SV=1, Danio_rerio_tr_F8W5C3_F8W5C3_DANRE tr|F8W5C3|F8W5C3_DANRE Serpin peptidase inhibitor_ clade A _Alpha-1 antiproteinase_ antitrypsin__ member 7 precursor OS=Danio rerio OX=7955 GN=zgc_103617 PE=1 SV=1
OG0000017	Homo_sapiens_sp_P05546_HEP2_HUMAN sp|P05546|HEP2_HUMAN Heparin cofactor 2 OS=Homo sapiens OX=9606 GN=SERPIND1 PE=1 SV=3	Danio_rerio_tr_B0V3R7_B0V3R7_DANRE tr|B0V3R7|B0V3R7_DANRE Heparin cofactor 2 isoform X1 OS=Danio rerio OX=7955 GN=HCII PE=3 SV=1, Danio_rerio_tr_Q8AYE2_Q8AYE2_DANRE tr|Q8AYE2|Q8AYE2_DANRE Heparin cofactor 2 precursor OS=Danio rerio OX=7955 GN=HCII PE=2 SV=1
OG0000017	Homo_sapiens_sp_P05155_IC1_HUMAN sp|P05155|IC1_HUMAN Plasma protease C1 inhibitor OS=Homo sapiens OX=9606 GN=SERPING1 PE=1 SV=2	Danio_rerio_tr_B0V2R7_B0V2R7_DANRE tr|B0V2R7|B0V2R7_DANRE Plasma protease C1 inhibitor precursor OS=Danio rerio OX=7955 GN=C1IN PE=1 SV=1
OG0000017	Homo_sapiens_sp_P08697_A2AP_HUMAN sp|P08697|A2AP_HUMAN Alpha-2-antiplasmin OS=Homo sapiens OX=9606 GN=SERPINF2 PE=1 SV=3	Danio_rerio_tr_A1A5Y8_A1A5Y8_DANRE tr|A1A5Y8|A1A5Y8_DANRE Alpha-2-antiplasmin precursor OS=Danio rerio OX=7955 GN=zgc_158410 PE=2 SV=1, Danio_rerio_tr_F6NQ58_F6NQ58_DANRE tr|F6NQ58|F6NQ58_DANRE Alpha-2-antiplasmin OS=Danio rerio OX=7955 GN=serpinf2a PE=3 SV=1
OG0000018	Homo_sapiens_sp_Q96JB6_LOXL4_HUMAN sp|Q96JB6|LOXL4_HUMAN Lysyl oxidase homolog 4 OS=Homo sapiens OX=9606 GN=LOXL4 PE=1 SV=1	Danio_rerio_tr_F1QJK9_F1QJK9_DANRE tr|F1QJK9|F1QJK9_DANRE Lysyl oxidase homolog OS=Danio rerio OX=7955 GN=loxl4 PE=3 SV=2
OG0000018	Homo_sapiens_sp_P58215_LOXL3_HUMAN sp|P58215|LOXL3_HUMAN Lysyl oxidase homolog 3 OS=Homo sapiens OX=9606 GN=LOXL3 PE=1 SV=1	Danio_rerio_sp_F1RD85_LOX3A_DANRE sp|F1RD85|LOX3A_DANRE Lysyl oxidase homolog 3A OS=Danio rerio OX=7955 GN=loxl3a PE=2 SV=1, Danio_rerio_sp_B8A4W9_LOX3B_DANRE sp|B8A4W9|LOX3B_DANRE Lysyl oxidase homolog 3B OS=Danio rerio OX=7955 GN=loxl3b PE=2 SV=1
OG0000018	Homo_sapiens_sp_Q9Y4K0_LOXL2_HUMAN sp|Q9Y4K0|LOXL2_HUMAN Lysyl oxidase homolog 2 OS=Homo sapiens OX=9606 GN=LOXL2 PE=1 SV=1	Danio_rerio_sp_F1QQC3_LOL2A_DANRE sp|F1QQC3|LOL2A_DANRE Lysyl oxidase homolog 2A OS=Danio rerio OX=7955 GN=loxl2a PE=2 SV=1, Danio_rerio_sp_A1L1V4_LOL2B_DANRE sp|A1L1V4|LOL2B_DANRE Lysyl oxidase homolog 2B OS=Danio rerio OX=7955 GN=loxl2b PE=2 SV=1
OG0000018	Homo_sapiens_sp_Q08397_LOXL1_HUMAN sp|Q08397|LOXL1_HUMAN Lysyl oxidase homolog 1 OS=Homo sapiens OX=9606 GN=LOXL1 PE=1 SV=2	Danio_rerio_tr_Q2PS19_Q2PS19_DANRE tr|Q2PS19|Q2PS19_DANRE Lysyl oxidase homolog OS=Danio rerio OX=7955 GN=si_ch211-238c15.1 PE=2 SV=1
OG0000018	Homo_sapiens_sp_P28300_LYOX_HUMAN sp|P28300|LYOX_HUMAN Protein-lysine 6-oxidase OS=Homo sapiens OX=9606 GN=LOX PE=1 SV=2	Danio_rerio_tr_Q6NYT8_Q6NYT8_DANRE tr|Q6NYT8|Q6NYT8_DANRE Lysyl oxidase homolog OS=Danio rerio OX=7955 GN=zgc_77447 PE=2 SV=1
OG0000019	Homo_sapiens_sp_O14793_GDF8_HUMAN sp|O14793|GDF8_HUMAN Growth/differentiation factor 8 OS=Homo sapiens OX=9606 GN=MSTN PE=1 SV=1	Danio_rerio_tr_Q68IN2_Q68IN2_DANRE tr|Q68IN2|Q68IN2_DANRE Growth/differentiation factor 8 OS=Danio rerio OX=7955 GN=gdf8l PE=2 SV=1, Danio_rerio_sp_O42222_GDF8_DANRE sp|O42222|GDF8_DANRE Growth/differentiation factor 8 OS=Danio rerio OX=7955 GN=mstnb PE=2 SV=2
OG0000019	Homo_sapiens_sp_O95390_GDF11_HUMAN sp|O95390|GDF11_HUMAN Growth/differentiation factor 11 OS=Homo sapiens OX=9606 GN=GDF11 PE=1 SV=1	Danio_rerio_tr_Q8JFP9_Q8JFP9_DANRE tr|Q8JFP9|Q8JFP9_DANRE Gdf11-like OS=Danio rerio OX=7955 GN=gdf11 PE=2 SV=2
OG0000019	Homo_sapiens_sp_P08476_INHBA_HUMAN sp|P08476|INHBA_HUMAN Inhibin beta A chain OS=Homo sapiens OX=9606 GN=INHBA PE=1 SV=2	Danio_rerio_tr_A1L1T8_A1L1T8_DANRE tr|A1L1T8|A1L1T8_DANRE Inhibin beta A chain precursor OS=Danio rerio OX=7955 GN=inhbal PE=2 SV=1, Danio_rerio_tr_Q8QGE3_Q8QGE3_DANRE tr|Q8QGE3|Q8QGE3_DANRE Activin beta A subunit OS=Danio rerio OX=7955 GN=wu_fk40h12 PE=2 SV=1
OG0000019	Homo_sapiens_sp_Q6KF10_GDF6_HUMAN sp|Q6KF10|GDF6_HUMAN Growth/differentiation factor 6 OS=Homo sapiens OX=9606 GN=GDF6 PE=1 SV=1	Danio_rerio_sp_A8E7N9_GDF6B_DANRE sp|A8E7N9|GDF6B_DANRE Growth/differentiation factor 6-B OS=Danio rerio OX=7955 GN=gdf6b PE=2 SV=1, Danio_rerio_sp_P85857_GDF6A_DANRE sp|P85857|GDF6A_DANRE Growth/differentiation factor 6-A OS=Danio rerio OX=7955 GN=gdf6a PE=1 SV=1
OG0000019	Homo_sapiens_sp_P12645_BMP3_HUMAN sp|P12645|BMP3_HUMAN Bone morphogenetic protein 3 OS=Homo sapiens OX=9606 GN=BMP3 PE=1 SV=2	Danio_rerio_tr_A0JML2_A0JML2_DANRE tr|A0JML2|A0JML2_DANRE Bone morphogenetic protein 3 OS=Danio rerio OX=7955 GN=zgc_153939 PE=2 SV=1
OG0000019	Homo_sapiens_sp_P55107_GDF10_HUMAN sp|P55107|GDF10_HUMAN Growth/differentiation factor 10 OS=Homo sapiens OX=9606 GN=GDF10 PE=2 SV=1	Danio_rerio_tr_D2CN89_D2CN89_DANRE tr|D2CN89|D2CN89_DANRE BMP3b OS=Danio rerio OX=7955 GN=bmp3b PE=2 SV=1, Danio_rerio_tr_B8A5X9_B8A5X9_DANRE tr|B8A5X9|B8A5X9_DANRE Growth differentiation factor 10a OS=Danio rerio OX=7955 GN=gdf10a PE=3 SV=1
OG0000019	Homo_sapiens_sp_Q9NR23_GDF3_HUMAN sp|Q9NR23|GDF3_HUMAN Growth/differentiation factor 3 OS=Homo sapiens OX=9606 GN=GDF3 PE=1 SV=3	Danio_rerio_sp_P35621_DVR1_DANRE sp|P35621|DVR1_DANRE Protein DVR-1 OS=Danio rerio OX=7955 GN=dvr1 PE=2 SV=1
OG0000020	Homo_sapiens_sp_P13942_COBA2_HUMAN sp|P13942|COBA2_HUMAN Collagen alpha-2_XI_ chain OS=Homo sapiens OX=9606 GN=COL11A2 PE=1 SV=5	Danio_rerio_tr_F1R5X4_F1R5X4_DANRE tr|F1R5X4|F1R5X4_DANRE Collagen alpha-2_XI_ chain isoform X6 OS=Danio rerio OX=7955 GN=col11a1 PE=1 SV=2, Danio_rerio_tr_A0A8M1P8Y1_A0A8M1P8Y1_DANRE tr|A0A8M1P8Y1|A0A8M1P8Y1_DANRE Collagen alpha-2_XI_ chain isoform 2 precursor OS=Danio rerio OX=7955 GN=col11a1 PE=1 SV=1, Danio_rerio_tr_A0A8M1NB54_A0A8M1NB54_DANRE tr|A0A8M1NB54|A0A8M1NB54_DANRE Collagen alpha-2_XI_ chain isoform 1 precursor OS=Danio rerio OX=7955 GN=col11a1 PE=1 SV=1
OG0000020	Homo_sapiens_sp_P20908_CO5A1_HUMAN sp|P20908|CO5A1_HUMAN Collagen alpha-1_V_ chain OS=Homo sapiens OX=9606 GN=COL5A1 PE=1 SV=3, Homo_sapiens_sp_P12107_COBA1_HUMAN sp|P12107|COBA1_HUMAN Collagen alpha-1_XI_ chain OS=Homo sapiens OX=9606 GN=COL11A1 PE=1 SV=4	Danio_rerio_tr_D6MUD3_D6MUD3_DANRE tr|D6MUD3|D6MUD3_DANRE Collagen alpha-1_XI_ chain OS=Danio rerio OX=7955 GN=COL11A1b PE=2 SV=1, Danio_rerio_tr_F1QSJ2_F1QSJ2_DANRE tr|F1QSJ2|F1QSJ2_DANRE Collagen alpha-1_XI_ chain isoform X2 OS=Danio rerio OX=7955 GN=wu_fb34e11 PE=1 SV=2, Danio_rerio_tr_A2RUX5_A2RUX5_DANRE tr|A2RUX5|A2RUX5_DANRE Collagen alpha-1_XI_ chain OS=Danio rerio OX=7955 GN=zgc_158335 PE=1 SV=1
OG0000020	Homo_sapiens_sp_P25940_CO5A3_HUMAN sp|P25940|CO5A3_HUMAN Collagen alpha-3_V_ chain OS=Homo sapiens OX=9606 GN=COL5A3 PE=1 SV=3	Danio_rerio_tr_D6MUD6_D6MUD6_DANRE tr|D6MUD6|D6MUD6_DANRE Collagen alpha-3_V_ chain precursor OS=Danio rerio OX=7955 GN=COL5A3a PE=1 SV=1, Danio_rerio_tr_D6MUD7_D6MUD7_DANRE tr|D6MUD7|D6MUD7_DANRE Collagen type V alpha-3b OS=Danio rerio OX=7955 GN=COL5A3b PE=1 SV=1
OG0000020	Homo_sapiens_sp_P02458_CO2A1_HUMAN sp|P02458|CO2A1_HUMAN Collagen alpha-1_II_ chain OS=Homo sapiens OX=9606 GN=COL2A1 PE=1 SV=3	Danio_rerio_tr_Q2LDA1_Q2LDA1_DANRE tr|Q2LDA1|Q2LDA1_DANRE Collagen alpha-1_II_ chain precursor OS=Danio rerio OX=7955 GN=col2a1 PE=1 SV=1, Danio_rerio_tr_B3DLK0_B3DLK0_DANRE tr|B3DLK0|B3DLK0_DANRE Col2a1a protein OS=Danio rerio OX=7955 GN=col2a1 PE=1 SV=1, Danio_rerio_tr_L0S5L0_L0S5L0_DANRE tr|L0S5L0|L0S5L0_DANRE Collagen type II_ alpha-1b OS=Danio rerio OX=7955 GN=im_6788778 PE=2 SV=1
OG0000020	Homo_sapiens_sp_P02452_CO1A1_HUMAN sp|P02452|CO1A1_HUMAN Collagen alpha-1_I_ chain OS=Homo sapiens OX=9606 GN=COL1A1 PE=1 SV=6	Danio_rerio_tr_Q6PEI9_Q6PEI9_DANRE tr|Q6PEI9|Q6PEI9_DANRE Collagen_ type I_ alpha 1b precursor OS=Danio rerio OX=7955 GN=col1a3 PE=1 SV=1, Danio_rerio_tr_Q6U1J5_Q6U1J5_DANRE tr|Q6U1J5|Q6U1J5_DANRE Chihuahua OS=Danio rerio OX=7955 GN=chi PE=1 SV=1
OG0000020	Homo_sapiens_sp_P08123_CO1A2_HUMAN sp|P08123|CO1A2_HUMAN Collagen alpha-2_I_ chain OS=Homo sapiens OX=9606 GN=COL1A2 PE=1 SV=7	Danio_rerio_tr_Q6IQX2_Q6IQX2_DANRE tr|Q6IQX2|Q6IQX2_DANRE Collagen alpha-2_I_ chain precursor OS=Danio rerio OX=7955 GN=alpha2_I_ PE=1 SV=1
OG0000020	Homo_sapiens_sp_P02461_CO3A1_HUMAN sp|P02461|CO3A1_HUMAN Collagen alpha-1_III_ chain OS=Homo sapiens OX=9606 GN=COL3A1 PE=1 SV=4, Homo_sapiens_sp_P05997_CO5A2_HUMAN sp|P05997|CO5A2_HUMAN Collagen alpha-2_V_ chain OS=Homo sapiens OX=9606 GN=COL5A2 PE=1 SV=3	Danio_rerio_tr_E7FE47_E7FE47_DANRE tr|E7FE47|E7FE47_DANRE Collagen alpha-2_V_ chain OS=Danio rerio OX=7955 GN=col5a2b PE=4 SV=1
OG0000020	Homo_sapiens_sp_Q17RW2_COOA1_HUMAN sp|Q17RW2|COOA1_HUMAN Collagen alpha-1_XXIV_ chain OS=Homo sapiens OX=9606 GN=COL24A1 PE=1 SV=2, Homo_sapiens_sp_Q8IZC6_CORA1_HUMAN sp|Q8IZC6|CORA1_HUMAN Collagen alpha-1_XXVII_ chain OS=Homo sapiens OX=9606 GN=COL27A1 PE=1 SV=1	Danio_rerio_sp_C7DZK3_CRA1A_DANRE sp|C7DZK3|CRA1A_DANRE Collagen alpha-1_XXVII_ chain A OS=Danio rerio OX=7955 GN=col27a1a PE=2 SV=1, Danio_rerio_sp_A0MSJ1_CRA1B_DANRE sp|A0MSJ1|CRA1B_DANRE Collagen alpha-1_XXVII_ chain B OS=Danio rerio OX=7955 GN=col27a1b PE=2 SV=1
OG0000021	Homo_sapiens_sp_Q14112_NID2_HUMAN sp|Q14112|NID2_HUMAN Nidogen-2 OS=Homo sapiens OX=9606 GN=NID2 PE=1 SV=3, Homo_sapiens_sp_P14543_NID1_HUMAN sp|P14543|NID1_HUMAN Nidogen-1 OS=Homo sapiens OX=9606 GN=NID1 PE=1 SV=3	Danio_rerio_tr_F1RAG3_F1RAG3_DANRE tr|F1RAG3|F1RAG3_DANRE Nidogen 1a OS=Danio rerio OX=7955 GN=nid1a PE=1 SV=2
OG0000021	Homo_sapiens_sp_P01133_EGF_HUMAN sp|P01133|EGF_HUMAN Pro-epidermal growth factor OS=Homo sapiens OX=9606 GN=EGF PE=1 SV=2	Danio_rerio_tr_Q6VQA2_Q6VQA2_DANRE tr|Q6VQA2|Q6VQA2_DANRE Pro-epidermal growth factor OS=Danio rerio OX=7955 GN=egf PE=2 SV=1
OG0000022	Homo_sapiens_sp_P08758_ANXA5_HUMAN sp|P08758|ANXA5_HUMAN Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2	Danio_rerio_tr_Q803A1_Q803A1_DANRE tr|Q803A1|Q803A1_DANRE Annexin OS=Danio rerio OX=7955 GN=ANX V PE=1 SV=1, Danio_rerio_tr_A8WG37_A8WG37_DANRE tr|A8WG37|A8WG37_DANRE Annexin OS=Danio rerio OX=7955 GN=zgc_172159 PE=2 SV=1
OG0000022	Homo_sapiens_sp_P08133_ANXA6_HUMAN sp|P08133|ANXA6_HUMAN Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	Danio_rerio_tr_A8KBY8_A8KBY8_DANRE tr|A8KBY8|A8KBY8_DANRE Annexin OS=Danio rerio OX=7955 GN=anx6 PE=1 SV=1
OG0000022	Homo_sapiens_sp_P07355_ANXA2_HUMAN sp|P07355|ANXA2_HUMAN Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2	Danio_rerio_tr_A8E5G1_A8E5G1_DANRE tr|A8E5G1|A8E5G1_DANRE Annexin OS=Danio rerio OX=7955 GN=anx2b PE=1 SV=1, Danio_rerio_tr_Q804G9_Q804G9_DANRE tr|Q804G9|Q804G9_DANRE Annexin OS=Danio rerio OX=7955 GN=anx2a PE=1 SV=1
OG0000022	Homo_sapiens_sp_P04083_ANXA1_HUMAN sp|P04083|ANXA1_HUMAN Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2	Danio_rerio_tr_Q804H1_Q804H1_DANRE tr|Q804H1|Q804H1_DANRE Annexin OS=Danio rerio OX=7955 GN=zgc_109778 PE=1 SV=1, Danio_rerio_tr_Q804H0_Q804H0_DANRE tr|Q804H0|Q804H0_DANRE Annexin OS=Danio rerio OX=7955 GN=ANX Ic PE=1 SV=1, Danio_rerio_tr_Q804H2_Q804H2_DANRE tr|Q804H2|Q804H2_DANRE Annexin OS=Danio rerio OX=7955 GN=anx1a PE=1 SV=1
OG0000022	Homo_sapiens_sp_P09525_ANXA4_HUMAN sp|P09525|ANXA4_HUMAN Annexin A4 OS=Homo sapiens OX=9606 GN=ANXA4 PE=1 SV=4	Danio_rerio_tr_Q804G7_Q804G7_DANRE tr|Q804G7|Q804G7_DANRE Annexin OS=Danio rerio OX=7955 GN=ANXIV PE=1 SV=1
