Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Nematostella_vectensis
OG0000018	Stylophora_pistillata_Spis2803 Spis2803 SpisGene2803, Stylophora_pistillata_Spis18446 Spis18446 SpisGene18446, Stylophora_pistillata_Spis18450 Spis18450 SpisGene18450, Stylophora_pistillata_Spis6249 Spis6249 SpisGene6249, Stylophora_pistillata_Spis6248 Spis6248 SpisGene6248, Stylophora_pistillata_Spis24408 Spis24408 SpisGene24408	Nematostella_vectensis_NV2t022574001.1 NV2t022574001.1
OG0000018	Stylophora_pistillata_Spis18453 Spis18453 SpisGene18453, Stylophora_pistillata_Spis14524 Spis14524 SpisGene14524, Stylophora_pistillata_Spis18452 Spis18452 SpisGene18452	Nematostella_vectensis_NV2t006191001.1 NV2t006191001.1, Nematostella_vectensis_NV2t006127002.1 NV2t006127002.1, Nematostella_vectensis_NV2t006127001.1 NV2t006127001.1
OG0000018	Stylophora_pistillata_Spis17286.t1 Spis17286.t1 SpisGene17286	Nematostella_vectensis_NV2t016213001.1 NV2t016213001.1
OG0000019	Stylophora_pistillata_Spis6384 Spis6384 SpisGene6384	Nematostella_vectensis_NV2t000173001.1 NV2t000173001.1
OG0000019	Stylophora_pistillata_Spis20402 Spis20402 SpisGene20402	Nematostella_vectensis_NV2t006269003.1 NV2t006269003.1, Nematostella_vectensis_NV2t006269002.1 NV2t006269002.1, Nematostella_vectensis_NV2t006269001.1 NV2t006269001.1
OG0000019	Stylophora_pistillata_Spis4504 Spis4504 SpisGene4504	Nematostella_vectensis_NV2t019847002.1 NV2t019847002.1, Nematostella_vectensis_NV2t019847001.1 NV2t019847001.1
OG0000019	Stylophora_pistillata_Spis8182.t1 Spis8182.t1 SpisGene8182	Nematostella_vectensis_NV2t006489001.1 NV2t006489001.1
OG0000019	Stylophora_pistillata_Spis1246 Spis1246 SpisGene1246, Stylophora_pistillata_Spis5212 Spis5212 SpisGene5212	Nematostella_vectensis_NV2t002978001.1 NV2t002978001.1
OG0000020	Stylophora_pistillata_Spis11483 Spis11483 SpisGene11483	Nematostella_vectensis_NV2t024375002.1 NV2t024375002.1
OG0000020	Stylophora_pistillata_Spis1905 Spis1905 SpisGene1905	Nematostella_vectensis_NV2t012027001.1 NV2t012027001.1
OG0000020	Stylophora_pistillata_Spis2741 Spis2741 SpisGene2741, Stylophora_pistillata_Spis2737 Spis2737 SpisGene2737	Nematostella_vectensis_NV2t011872001.1 NV2t011872001.1, Nematostella_vectensis_NV2t011872002.1 NV2t011872002.1
OG0000020	Stylophora_pistillata_Spis14939 Spis14939 SpisGene14939	Nematostella_vectensis_NV2t012159001.1 NV2t012159001.1
OG0000020	Stylophora_pistillata_Spis2751 Spis2751 SpisGene2751	Nematostella_vectensis_NV2t010959004.1 NV2t010959004.1, Nematostella_vectensis_NV2t010959005.1 NV2t010959005.1
OG0000020	Stylophora_pistillata_Spis14195 Spis14195 SpisGene14195, Stylophora_pistillata_Spis3249 Spis3249 SpisGene3249	Nematostella_vectensis_NV2t024535002.1 NV2t024535002.1, Nematostella_vectensis_NV2t024535001.1 NV2t024535001.1
OG0000021	Stylophora_pistillata_Spis9526 Spis9526 SpisGene9526	Nematostella_vectensis_NV2t020722001.1 NV2t020722001.1, Nematostella_vectensis_NV2t020722002.1 NV2t020722002.1, Nematostella_vectensis_NV2t020722003.1 NV2t020722003.1
OG0000021	Stylophora_pistillata_Spis15200 Spis15200 SpisGene15200	Nematostella_vectensis_NV2t009849002.1 NV2t009849002.1, Nematostella_vectensis_NV2t009849001.1 NV2t009849001.1
OG0000021	Stylophora_pistillata_Spis17567 Spis17567 SpisGene17567	Nematostella_vectensis_NV2t001337001.1 NV2t001337001.1
OG0000021	Stylophora_pistillata_Spis17561.t1 Spis17561.t1 SpisGene17561	Nematostella_vectensis_NV2t001025003.1 NV2t001025003.1, Nematostella_vectensis_NV2t001025001.1 NV2t001025001.1
OG0000021	Stylophora_pistillata_Spis7866 Spis7866 SpisGene7866	Nematostella_vectensis_NV2t012147001.1 NV2t012147001.1
OG0000021	Stylophora_pistillata_Spis8049 Spis8049 SpisGene8049, Stylophora_pistillata_Spis22825 Spis22825 SpisGene22825, Stylophora_pistillata_Spis12373 Spis12373 SpisGene12373, Stylophora_pistillata_Spis12354 Spis12354 SpisGene12354, Stylophora_pistillata_Spis18331 Spis18331 SpisGene18331	Nematostella_vectensis_NV2t000788001.1 NV2t000788001.1
OG0000022	Stylophora_pistillata_Spis2403 Spis2403 SpisGene2403	Nematostella_vectensis_NV2t019402004.1 NV2t019402004.1, Nematostella_vectensis_NV2t019402002.1 NV2t019402002.1
OG0000022	Stylophora_pistillata_Spis3665 Spis3665 SpisGene3665	Nematostella_vectensis_NV2t009562002.1 NV2t009562002.1, Nematostella_vectensis_NV2t009562001.1 NV2t009562001.1
OG0000022	Stylophora_pistillata_Spis14896 Spis14896 SpisGene14896	Nematostella_vectensis_NV2t010289001.1 NV2t010289001.1
OG0000023	Stylophora_pistillata_Spis8398 Spis8398 SpisGene8398	Nematostella_vectensis_NV2t018385002.1 NV2t018385002.1, Nematostella_vectensis_NV2t018385001.1 NV2t018385001.1
OG0000024	Stylophora_pistillata_Spis1604 Spis1604 SpisGene1604	Nematostella_vectensis_NV2t000107001.1 NV2t000107001.1, Nematostella_vectensis_NV2t000107002.1 NV2t000107002.1
OG0000024	Stylophora_pistillata_Spis20024 Spis20024 SpisGene20024	Nematostella_vectensis_NV2t014046002.1 NV2t014046002.1, Nematostella_vectensis_NV2t014046001.1 NV2t014046001.1, Nematostella_vectensis_NV2t014045001.1 NV2t014045001.1, Nematostella_vectensis_NV2t014040001.1 NV2t014040001.1
OG0000024	Stylophora_pistillata_Spis20026 Spis20026 SpisGene20026	Nematostella_vectensis_NV2t014419001.1 NV2t014419001.1
OG0000024	Stylophora_pistillata_Spis13991 Spis13991 SpisGene13991	Nematostella_vectensis_NV2t003372003.1 NV2t003372003.1, Nematostella_vectensis_NV2t003372002.1 NV2t003372002.1, Nematostella_vectensis_NV2t003372001.1 NV2t003372001.1
OG0000027	Stylophora_pistillata_Spis15917 Spis15917 SpisGene15917	Nematostella_vectensis_NV2t007036001.1 NV2t007036001.1
OG0000027	Stylophora_pistillata_Spis2891 Spis2891 SpisGene2891	Nematostella_vectensis_NV2t004979001.1 NV2t004979001.1, Nematostella_vectensis_NV2t004979002.1 NV2t004979002.1
OG0000027	Stylophora_pistillata_Spis6884 Spis6884 SpisGene6884	Nematostella_vectensis_NV2t018257001.1 NV2t018257001.1
OG0000027	Stylophora_pistillata_Spis7647 Spis7647 SpisGene7647, Stylophora_pistillata_Spis17030 Spis17030 SpisGene17030	Nematostella_vectensis_NV2t020778003.1 NV2t020778003.1, Nematostella_vectensis_NV2t020778002.1 NV2t020778002.1, Nematostella_vectensis_NV2t020778001.1 NV2t020778001.1
OG0000028	Stylophora_pistillata_Spis2632 Spis2632 SpisGene2632	Nematostella_vectensis_NV2t021411001.1 NV2t021411001.1
OG0000028	Stylophora_pistillata_Spis2634 Spis2634 SpisGene2634	Nematostella_vectensis_NV2t021409001.1 NV2t021409001.1
OG0000029	Stylophora_pistillata_Spis14293 Spis14293 SpisGene14293	Nematostella_vectensis_NV2t004704001.1 NV2t004704001.1
OG0000029	Stylophora_pistillata_Spis11924 Spis11924 SpisGene11924	Nematostella_vectensis_NV2t004683002.1 NV2t004683002.1, Nematostella_vectensis_NV2t004683001.1 NV2t004683001.1
OG0000029	Stylophora_pistillata_Spis1889 Spis1889 SpisGene1889	Nematostella_vectensis_NV2t009601003.1 NV2t009601003.1, Nematostella_vectensis_NV2t009601002.1 NV2t009601002.1, Nematostella_vectensis_NV2t009601001.1 NV2t009601001.1, Nematostella_vectensis_NV2t011326001.1 NV2t011326001.1, Nematostella_vectensis_NV2t011326002.1 NV2t011326002.1, Nematostella_vectensis_NV2t011326003.1 NV2t011326003.1, Nematostella_vectensis_NV2t011326004.1 NV2t011326004.1
OG0000029	Stylophora_pistillata_Spis24484 Spis24484 SpisGene24484	Nematostella_vectensis_NV2t000244001.1 NV2t000244001.1, Nematostella_vectensis_NV2t000244002.1 NV2t000244002.1, Nematostella_vectensis_NV2t003375001.1 NV2t003375001.1
OG0000029	Stylophora_pistillata_Spis18858 Spis18858 SpisGene18858, Stylophora_pistillata_Spis22181 Spis22181 SpisGene22181, Stylophora_pistillata_Spis2049 Spis2049 SpisGene2049, Stylophora_pistillata_Spis2052 Spis2052 SpisGene2052, Stylophora_pistillata_Spis22182 Spis22182 SpisGene22182, Stylophora_pistillata_Spis21966 Spis21966 SpisGene21966, Stylophora_pistillata_Spis12132 Spis12132 SpisGene12132, Stylophora_pistillata_Spis24685 Spis24685 SpisGene24685, Stylophora_pistillata_Spis2056 Spis2056 SpisGene2056	Nematostella_vectensis_NV2t008818001.1 NV2t008818001.1, Nematostella_vectensis_NV2t008819001.1 NV2t008819001.1
OG0000030	Stylophora_pistillata_Spis8205 Spis8205 SpisGene8205	Nematostella_vectensis_NV2t006771001.1 NV2t006771001.1, Nematostella_vectensis_NV2t006771002.1 NV2t006771002.1
OG0000030	Stylophora_pistillata_Spis14458 Spis14458 SpisGene14458	Nematostella_vectensis_NV2t013893003.1 NV2t013893003.1, Nematostella_vectensis_NV2t013893002.1 NV2t013893002.1
OG0000030	Stylophora_pistillata_Spis18004 Spis18004 SpisGene18004	Nematostella_vectensis_NV2t024729009.1 NV2t024729009.1, Nematostella_vectensis_NV2t024729016.1 NV2t024729016.1, Nematostella_vectensis_NV2t024729018.1 NV2t024729018.1, Nematostella_vectensis_NV2t024729004.1 NV2t024729004.1, Nematostella_vectensis_NV2t024729015.1 NV2t024729015.1, Nematostella_vectensis_NV2t024729005.1 NV2t024729005.1, Nematostella_vectensis_NV2t024729010.1 NV2t024729010.1, Nematostella_vectensis_NV2t024729008.1 NV2t024729008.1, Nematostella_vectensis_NV2t024729007.1 NV2t024729007.1, Nematostella_vectensis_NV2t024729006.1 NV2t024729006.1
OG0000031	Stylophora_pistillata_Spis23070 Spis23070 SpisGene23070, Stylophora_pistillata_Spis19043 Spis19043 SpisGene19043, Stylophora_pistillata_Spis20792 Spis20792 SpisGene20792, Stylophora_pistillata_Spis19038 Spis19038 SpisGene19038, Stylophora_pistillata_Spis21002 Spis21002 SpisGene21002, Stylophora_pistillata_Spis19044 Spis19044 SpisGene19044, Stylophora_pistillata_Spis19041 Spis19041 SpisGene19041	Nematostella_vectensis_NV2t009359001.1 NV2t009359001.1, Nematostella_vectensis_NV2t009305001.1 NV2t009305001.1, Nematostella_vectensis_NV2t009302001.1 NV2t009302001.1
OG0000031	Stylophora_pistillata_Spis7686 Spis7686 SpisGene7686, Stylophora_pistillata_Spis23887 Spis23887 SpisGene23887, Stylophora_pistillata_Spis16653 Spis16653 SpisGene16653	Nematostella_vectensis_NV2t002216003.1 NV2t002216003.1, Nematostella_vectensis_NV2t002216004.1 NV2t002216004.1, Nematostella_vectensis_NV2t002216002.1 NV2t002216002.1, Nematostella_vectensis_NV2t002216001.1 NV2t002216001.1, Nematostella_vectensis_NV2t005727001.1 NV2t005727001.1
OG0000032	Stylophora_pistillata_Spis10202 Spis10202 SpisGene10202, Stylophora_pistillata_Spis15228 Spis15228 SpisGene15228, Stylophora_pistillata_Spis15229 Spis15229 SpisGene15229, Stylophora_pistillata_Spis19967 Spis19967 SpisGene19967	Nematostella_vectensis_NV2t007278001.1 NV2t007278001.1, Nematostella_vectensis_NV2t008870004.1 NV2t008870004.1, Nematostella_vectensis_NV2t008870003.1 NV2t008870003.1, Nematostella_vectensis_NV2t008863001.1 NV2t008863001.1, Nematostella_vectensis_NV2t008854001.1 NV2t008854001.1, Nematostella_vectensis_NV2t008836001.1 NV2t008836001.1, Nematostella_vectensis_NV2t008860001.1 NV2t008860001.1
OG0000032	Stylophora_pistillata_Spis6529 Spis6529 SpisGene6529	Nematostella_vectensis_NV2t008393003.1 NV2t008393003.1
OG0000032	Stylophora_pistillata_Spis3767 Spis3767 SpisGene3767	Nematostella_vectensis_NV2t007052001.1 NV2t007052001.1
OG0000032	Stylophora_pistillata_Spis20530 Spis20530 SpisGene20530	Nematostella_vectensis_NV2t007899001.1 NV2t007899001.1
OG0000033	Stylophora_pistillata_Spis20660 Spis20660 SpisGene20660, Stylophora_pistillata_Spis18996 Spis18996 SpisGene18996, Stylophora_pistillata_Spis20662 Spis20662 SpisGene20662, Stylophora_pistillata_Spis20663 Spis20663 SpisGene20663, Stylophora_pistillata_Spis18995 Spis18995 SpisGene18995, Stylophora_pistillata_Spis20665 Spis20665 SpisGene20665, Stylophora_pistillata_Spis20666 Spis20666 SpisGene20666, Stylophora_pistillata_Spis5937 Spis5937 SpisGene5937	Nematostella_vectensis_NV2t005041001.1 NV2t005041001.1
OG0000033	Stylophora_pistillata_Spis22124 Spis22124 SpisGene22124	Nematostella_vectensis_NV2t002667001.1 NV2t002667001.1
OG0000034	Stylophora_pistillata_Spis8934.t1 Spis8934.t1 SpisGene8934	Nematostella_vectensis_NV2t018302001.1 NV2t018302001.1
OG0000034	Stylophora_pistillata_Spis13853 Spis13853 SpisGene13853	Nematostella_vectensis_NV2t014163001.1 NV2t014163001.1
OG0000034	Stylophora_pistillata_Spis1480 Spis1480 SpisGene1480	Nematostella_vectensis_NV2t021926001.1 NV2t021926001.1
OG0000035	Stylophora_pistillata_Spis952.t1 Spis952.t1 SpisGene952	Nematostella_vectensis_NV2t013225001.1 NV2t013225001.1
OG0000035	Stylophora_pistillata_Spis13883 Spis13883 SpisGene13883	Nematostella_vectensis_NV2t000593001.1 NV2t000593001.1, Nematostella_vectensis_NV2t000581001.1 NV2t000581001.1, Nematostella_vectensis_NV2t000581002.1 NV2t000581002.1, Nematostella_vectensis_NV2t001114001.1 NV2t001114001.1, Nematostella_vectensis_NV2t001113001.1 NV2t001113001.1, Nematostella_vectensis_NV2t019953001.1 NV2t019953001.1
OG0000035	Stylophora_pistillata_Spis3601 Spis3601 SpisGene3601	Nematostella_vectensis_NV2t010387001.1 NV2t010387001.1
OG0000035	Stylophora_pistillata_Spis4780.t1 Spis4780.t1 SpisGene4780, Stylophora_pistillata_Spis23218 Spis23218 SpisGene23218, Stylophora_pistillata_Spis4434 Spis4434 SpisGene4434	Nematostella_vectensis_NV2t000997001.1 NV2t000997001.1, Nematostella_vectensis_NV2t000996001.1 NV2t000996001.1
OG0000035	Stylophora_pistillata_Spis2013 Spis2013 SpisGene2013, Stylophora_pistillata_Spis2018 Spis2018 SpisGene2018, Stylophora_pistillata_Spis2012 Spis2012 SpisGene2012, Stylophora_pistillata_Spis2002 Spis2002 SpisGene2002	Nematostella_vectensis_NV2t010141001.1 NV2t010141001.1, Nematostella_vectensis_NV2t003648001.1 NV2t003648001.1, Nematostella_vectensis_NV2t010139001.1 NV2t010139001.1
OG0000036	Stylophora_pistillata_Spis6171 Spis6171 SpisGene6171	Nematostella_vectensis_NV2t025171002.1 NV2t025171002.1, Nematostella_vectensis_NV2t025171001.1 NV2t025171001.1, Nematostella_vectensis_NV2t022153002.1 NV2t022153002.1, Nematostella_vectensis_NV2t022153001.1 NV2t022153001.1
OG0000036	Stylophora_pistillata_Spis8101 Spis8101 SpisGene8101, Stylophora_pistillata_Spis734 Spis734 SpisGene734, Stylophora_pistillata_Spis19371 Spis19371 SpisGene19371, Stylophora_pistillata_Spis6169 Spis6169 SpisGene6169, Stylophora_pistillata_Spis6170 Spis6170 SpisGene6170	Nematostella_vectensis_NV2t025188001.1 NV2t025188001.1
OG0000036	Stylophora_pistillata_Spis4440 Spis4440 SpisGene4440	Nematostella_vectensis_NV2t017270001.1 NV2t017270001.1
OG0000037	Stylophora_pistillata_Spis13601 Spis13601 SpisGene13601	Nematostella_vectensis_NV2t020441001.1 NV2t020441001.1, Nematostella_vectensis_NV2t020449001.1 NV2t020449001.1
OG0000038	Stylophora_pistillata_Spis14083 Spis14083 SpisGene14083, Stylophora_pistillata_Spis9907 Spis9907 SpisGene9907, Stylophora_pistillata_Spis9906 Spis9906 SpisGene9906, Stylophora_pistillata_Spis9905 Spis9905 SpisGene9905, Stylophora_pistillata_Spis15286 Spis15286 SpisGene15286	Nematostella_vectensis_NV2t022131001.1 NV2t022131001.1
OG0000038	Stylophora_pistillata_Spis1157 Spis1157 SpisGene1157	Nematostella_vectensis_NV2t022058002.1 NV2t022058002.1, Nematostella_vectensis_NV2t022058001.1 NV2t022058001.1
OG0000038	Stylophora_pistillata_Spis1160 Spis1160 SpisGene1160, Stylophora_pistillata_Spis1159 Spis1159 SpisGene1159, Stylophora_pistillata_Spis1161 Spis1161 SpisGene1161, Stylophora_pistillata_Spis1162 Spis1162 SpisGene1162	Nematostella_vectensis_NV2t022054001.1 NV2t022054001.1
OG0000038	Stylophora_pistillata_Spis16667 Spis16667 SpisGene16667	Nematostella_vectensis_NV2t022707001.1 NV2t022707001.1, Nematostella_vectensis_NV2t022707002.1 NV2t022707002.1
OG0000039	Stylophora_pistillata_Spis15611 Spis15611 SpisGene15611, Stylophora_pistillata_Spis15606 Spis15606 SpisGene15606, Stylophora_pistillata_Spis15608 Spis15608 SpisGene15608	Nematostella_vectensis_NV2t023271001.1 NV2t023271001.1, Nematostella_vectensis_NV2t023270001.1 NV2t023270001.1
OG0000039	Stylophora_pistillata_Spis15609 Spis15609 SpisGene15609, Stylophora_pistillata_Spis15605 Spis15605 SpisGene15605, Stylophora_pistillata_Spis15613 Spis15613 SpisGene15613	Nematostella_vectensis_NV2t023497001.1 NV2t023497001.1, Nematostella_vectensis_NV2t023274001.1 NV2t023274001.1
OG0000039	Stylophora_pistillata_Spis6627 Spis6627 SpisGene6627, Stylophora_pistillata_Spis25772.Novel Spis25772.Novel SpisGene25772.Novel	Nematostella_vectensis_NV2t023341001.1 NV2t023341001.1, Nematostella_vectensis_NV2t021586002.1 NV2t021586002.1, Nematostella_vectensis_NV2t023495001.1 NV2t023495001.1, Nematostella_vectensis_NV2t023494004.1 NV2t023494004.1, Nematostella_vectensis_NV2t023494005.1 NV2t023494005.1, Nematostella_vectensis_NV2t023494003.1 NV2t023494003.1, Nematostella_vectensis_NV2t023494002.1 NV2t023494002.1, Nematostella_vectensis_NV2t023494001.1 NV2t023494001.1
OG0000040	Stylophora_pistillata_Spis10335 Spis10335 SpisGene10335	Nematostella_vectensis_NV2t021204001.1 NV2t021204001.1
OG0000040	Stylophora_pistillata_Spis21214 Spis21214 SpisGene21214	Nematostella_vectensis_NV2t013801001.1 NV2t013801001.1
OG0000041	Stylophora_pistillata_Spis2408 Spis2408 SpisGene2408	Nematostella_vectensis_NV2t020167001.1 NV2t020167001.1, Nematostella_vectensis_NV2t022463002.1 NV2t022463002.1, Nematostella_vectensis_NV2t022463001.1 NV2t022463001.1, Nematostella_vectensis_NV2t019996001.1 NV2t019996001.1, Nematostella_vectensis_NV2t019992001.1 NV2t019992001.1
OG0000041	Stylophora_pistillata_Spis15631 Spis15631 SpisGene15631	Nematostella_vectensis_NV2t015230001.1 NV2t015230001.1
OG0000041	Stylophora_pistillata_Spis1360 Spis1360 SpisGene1360	Nematostella_vectensis_NV2t008369001.1 NV2t008369001.1
OG0000042	Stylophora_pistillata_Spis2347 Spis2347 SpisGene2347	Nematostella_vectensis_NV2t019653001.1 NV2t019653001.1
OG0000042	Stylophora_pistillata_Spis15181 Spis15181 SpisGene15181	Nematostella_vectensis_NV2t017038001.1 NV2t017038001.1, Nematostella_vectensis_NV2t016569001.1 NV2t016569001.1, Nematostella_vectensis_NV2t017107001.1 NV2t017107001.1
OG0000042	Stylophora_pistillata_Spis15182 Spis15182 SpisGene15182	Nematostella_vectensis_NV2t016567001.1 NV2t016567001.1, Nematostella_vectensis_NV2t017148001.1 NV2t017148001.1
OG0000044	Stylophora_pistillata_Spis4982 Spis4982 SpisGene4982, Stylophora_pistillata_Spis20352 Spis20352 SpisGene20352, Stylophora_pistillata_Spis4987 Spis4987 SpisGene4987	Nematostella_vectensis_NV2t009869001.1 NV2t009869001.1, Nematostella_vectensis_NV2t010348003.1 NV2t010348003.1, Nematostella_vectensis_NV2t010348004.1 NV2t010348004.1, Nematostella_vectensis_NV2t010348002.1 NV2t010348002.1, Nematostella_vectensis_NV2t010348007.1 NV2t010348007.1, Nematostella_vectensis_NV2t010348005.1 NV2t010348005.1, Nematostella_vectensis_NV2t010348010.1 NV2t010348010.1, Nematostella_vectensis_NV2t010348008.1 NV2t010348008.1
OG0000045	Stylophora_pistillata_Spis6767 Spis6767 SpisGene6767	Nematostella_vectensis_NV2t015819001.1 NV2t015819001.1
OG0000045	Stylophora_pistillata_Spis7390 Spis7390 SpisGene7390	Nematostella_vectensis_NV2t017119001.1 NV2t017119001.1
OG0000046	Stylophora_pistillata_Spis20041 Spis20041 SpisGene20041, Stylophora_pistillata_Spis20040 Spis20040 SpisGene20040, Stylophora_pistillata_Spis17822 Spis17822 SpisGene17822, Stylophora_pistillata_Spis20038 Spis20038 SpisGene20038, Stylophora_pistillata_Spis3327 Spis3327 SpisGene3327, Stylophora_pistillata_Spis20037 Spis20037 SpisGene20037, Stylophora_pistillata_Spis2656 Spis2656 SpisGene2656, Stylophora_pistillata_Spis6345 Spis6345 SpisGene6345, Stylophora_pistillata_Spis15919 Spis15919 SpisGene15919, Stylophora_pistillata_Spis12940 Spis12940 SpisGene12940, Stylophora_pistillata_Spis15918 Spis15918 SpisGene15918, Stylophora_pistillata_Spis17216 Spis17216 SpisGene17216, Stylophora_pistillata_Spis24200 Spis24200 SpisGene24200, Stylophora_pistillata_Spis17215 Spis17215 SpisGene17215, Stylophora_pistillata_Spis20129 Spis20129 SpisGene20129, Stylophora_pistillata_Spis17828 Spis17828 SpisGene17828	Nematostella_vectensis_NV2t015588001.1 NV2t015588001.1, Nematostella_vectensis_NV2t007283001.1 NV2t007283001.1, Nematostella_vectensis_NV2t007282001.1 NV2t007282001.1, Nematostella_vectensis_NV2t011749001.1 NV2t011749001.1, Nematostella_vectensis_NV2t011749002.1 NV2t011749002.1, Nematostella_vectensis_NV2t011749003.1 NV2t011749003.1, Nematostella_vectensis_NV2t007825001.1 NV2t007825001.1, Nematostella_vectensis_NV2t022910001.1 NV2t022910001.1
OG0000046	Stylophora_pistillata_Spis18662 Spis18662 SpisGene18662	Nematostella_vectensis_NV2t000566001.1 NV2t000566001.1
OG0000046	Stylophora_pistillata_Spis3592 Spis3592 SpisGene3592	Nematostella_vectensis_NV2t012033003.1 NV2t012033003.1, Nematostella_vectensis_NV2t012033004.1 NV2t012033004.1, Nematostella_vectensis_NV2t012033005.1 NV2t012033005.1, Nematostella_vectensis_NV2t012036001.1 NV2t012036001.1
OG0000047	Stylophora_pistillata_Spis8993 Spis8993 SpisGene8993	Nematostella_vectensis_NV2t000021003.1 NV2t000021003.1, Nematostella_vectensis_NV2t000021001.1 NV2t000021001.1, Nematostella_vectensis_NV2t000021002.1 NV2t000021002.1, Nematostella_vectensis_NV2t000027001.1 NV2t000027001.1
OG0000049	Stylophora_pistillata_Spis6729 Spis6729 SpisGene6729	Nematostella_vectensis_NV2t002812001.1 NV2t002812001.1
OG0000051	Stylophora_pistillata_Spis18649 Spis18649 SpisGene18649	Nematostella_vectensis_NV2t001994001.1 NV2t001994001.1
OG0000051	Stylophora_pistillata_Spis9873 Spis9873 SpisGene9873, Stylophora_pistillata_Spis17370 Spis17370 SpisGene17370, Stylophora_pistillata_Spis17369 Spis17369 SpisGene17369, Stylophora_pistillata_Spis18643 Spis18643 SpisGene18643	Nematostella_vectensis_NV2t000628001.1 NV2t000628001.1
OG0000051	Stylophora_pistillata_Spis14642 Spis14642 SpisGene14642	Nematostella_vectensis_NV2t016117001.1 NV2t016117001.1, Nematostella_vectensis_NV2t016117002.1 NV2t016117002.1
OG0000052	Stylophora_pistillata_Spis25640 Spis25640 SpisGene25640, Stylophora_pistillata_Spis23416 Spis23416 SpisGene23416, Stylophora_pistillata_Spis24353 Spis24353 SpisGene24353, Stylophora_pistillata_Spis21448 Spis21448 SpisGene21448, Stylophora_pistillata_Spis21450 Spis21450 SpisGene21450, Stylophora_pistillata_Spis21447 Spis21447 SpisGene21447, Stylophora_pistillata_Spis24364 Spis24364 SpisGene24364, Stylophora_pistillata_Spis24770 Spis24770 SpisGene24770	Nematostella_vectensis_NV2t014974003.1 NV2t014974003.1
OG0000053	Stylophora_pistillata_Spis13170 Spis13170 SpisGene13170	Nematostella_vectensis_NV2t012441001.1 NV2t012441001.1
OG0000054	Stylophora_pistillata_Spis4424.t3 Spis4424.t3 SpisGene4424	Nematostella_vectensis_NV2t000638001.1 NV2t000638001.1
OG0000054	Stylophora_pistillata_Spis725 Spis725 SpisGene725	Nematostella_vectensis_NV2t005524014.1 NV2t005524014.1, Nematostella_vectensis_NV2t005524013.1 NV2t005524013.1, Nematostella_vectensis_NV2t005524012.1 NV2t005524012.1
OG0000056	Stylophora_pistillata_Spis17018 Spis17018 SpisGene17018	Nematostella_vectensis_NV2t021066001.1 NV2t021066001.1, Nematostella_vectensis_NV2t021065001.1 NV2t021065001.1
OG0000056	Stylophora_pistillata_Spis17017 Spis17017 SpisGene17017	Nematostella_vectensis_NV2t020283001.1 NV2t020283001.1
OG0000058	Stylophora_pistillata_Spis23576 Spis23576 SpisGene23576, Stylophora_pistillata_Spis21562 Spis21562 SpisGene21562	Nematostella_vectensis_NV2t023295002.1 NV2t023295002.1, Nematostella_vectensis_NV2t023295001.1 NV2t023295001.1, Nematostella_vectensis_NV2t022985001.1 NV2t022985001.1, Nematostella_vectensis_NV2t023818001.1 NV2t023818001.1, Nematostella_vectensis_NV2t023715001.1 NV2t023715001.1
OG0000059	Stylophora_pistillata_Spis9841 Spis9841 SpisGene9841	Nematostella_vectensis_NV2t018056001.1 NV2t018056001.1, Nematostella_vectensis_NV2t018054001.1 NV2t018054001.1
OG0000059	Stylophora_pistillata_Spis16037 Spis16037 SpisGene16037	Nematostella_vectensis_NV2t013183002.1 NV2t013183002.1, Nematostella_vectensis_NV2t013183001.1 NV2t013183001.1
OG0000061	Stylophora_pistillata_Spis2932 Spis2932 SpisGene2932	Nematostella_vectensis_NV2t004625001.1 NV2t004625001.1
OG0000061	Stylophora_pistillata_Spis5917.t1 Spis5917.t1 SpisGene5917	Nematostella_vectensis_NV2t000137001.1 NV2t000137001.1, Nematostella_vectensis_NV2t000137003.1 NV2t000137003.1, Nematostella_vectensis_NV2t000137002.1 NV2t000137002.1
OG0000062	Stylophora_pistillata_Spis8967.t1 Spis8967.t1 SpisGene8967	Nematostella_vectensis_NV2t020618001.1 NV2t020618001.1
OG0000062	Stylophora_pistillata_Spis8963.t1 Spis8963.t1 SpisGene8963	Nematostella_vectensis_NV2t020616011.1 NV2t020616011.1, Nematostella_vectensis_NV2t020616009.1 NV2t020616009.1, Nematostella_vectensis_NV2t020616013.1 NV2t020616013.1, Nematostella_vectensis_NV2t020616012.1 NV2t020616012.1, Nematostella_vectensis_NV2t020616010.1 NV2t020616010.1, Nematostella_vectensis_NV2t020616014.1 NV2t020616014.1, Nematostella_vectensis_NV2t020616016.1 NV2t020616016.1, Nematostella_vectensis_NV2t020616015.1 NV2t020616015.1, Nematostella_vectensis_NV2t020616006.1 NV2t020616006.1, Nematostella_vectensis_NV2t020616007.1 NV2t020616007.1, Nematostella_vectensis_NV2t020616004.1 NV2t020616004.1, Nematostella_vectensis_NV2t020616001.1 NV2t020616001.1, Nematostella_vectensis_NV2t020616005.1 NV2t020616005.1, Nematostella_vectensis_NV2t020616002.1 NV2t020616002.1, Nematostella_vectensis_NV2t020616008.1 NV2t020616008.1, Nematostella_vectensis_NV2t020616003.1 NV2t020616003.1
