Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Porites_asteroides
OG0000009	Stylophora_pistillata_Spis21497 Spis21497 SpisGene21497, Stylophora_pistillata_Spis21489 Spis21489 SpisGene21489, Stylophora_pistillata_Spis935 Spis935 SpisGene935, Stylophora_pistillata_Spis6599 Spis6599 SpisGene6599, Stylophora_pistillata_Spis4467 Spis4467 SpisGene4467, Stylophora_pistillata_Spis4466 Spis4466 SpisGene4466	Porites_asteroides_isotig22198 isotig22198 extracted_CDS GOMatch=Q4T392 GOTerms=GO_0005509 Gene=Subfamily_M12A_unassigned_peptidase__M12_family__ Match_Acc=C4Q3C1 gene=isogroup20466 length=369 numContigs=1, Porites_asteroides_isotig28996 isotig28996 extracted_CDS GOMatch=Q4SHD4 GOTerms=GO_0003824_GO_0004252_GO_0006508 Gene=Neuropilin-2a1_receptor_ Match_Acc=Q8UVR0 gene=isogroup27264 length=257 numContigs=1, Porites_asteroides_GCKDGN101BSS20 GCKDGN101BSS20 extracted_CDS Gene=Bone_morphogenetic_protein_1_ xy=0621_0170 region=1 Match_Acc=A9JR45 run=R_2010_02_19_08_49_25_ length=220, Porites_asteroides_GCKDGN103GC75M GCKDGN103GC75M extracted_CDS length=337 region=3 run=R_2010_02_19_08_49_25_ xy=2493_3576
OG0000009	Stylophora_pistillata_Spis744 Spis744 SpisGene744, Stylophora_pistillata_Spis24015 Spis24015 SpisGene24015, Stylophora_pistillata_Spis19195 Spis19195 SpisGene19195	Porites_asteroides_isotig24840 isotig24840 extracted_CDS gene=isogroup23108 length=334 numContigs=1, Porites_asteroides_isotig21218 isotig21218 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=CUB_domain_containing_protein_ Match_Acc=A8Q353 gene=isogroup19486 length=381 numContigs=1, Porites_asteroides_isotig01223 isotig01223 extracted_CDS GOMatch=Q9PVY2 GOTerms=GO_0003824_GO_0004252_GO_0005509_GO_0005529_GO_0006508_GO_0008233 Gene=CUB_and_sushi_domain-containing_protein_3_ Match_Acc=Q7Z407 gene=isogroup00444 length=1315 numContigs=2, Porites_asteroides_isotig01222 isotig01222 extracted_CDS GOMatch=D2A2S8 GOTerms=GO_0003723_GO_0003725_GO_0005509_GO_0005622 Gene=Cubilin_ Match_Acc=Q9TU53 gene=isogroup00444 length=1536 numContigs=2, Porites_asteroides_isotig15963 isotig15963 extracted_CDS gene=isogroup14231 length=460 numContigs=1, Porites_asteroides_isotig01287 isotig01287 extracted_CDS GOMatch=D2H5M1 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0046872 Gene=Tolloid-like_protein_2_ Match_Acc=Q9Y6L7 gene=isogroup00476 length=848 numContigs=2, Porites_asteroides_isotig01286 isotig01286 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Tolloid-like_protein_2_ Match_Acc=Q9WVM6 gene=isogroup00476 length=1768 numContigs=2, Porites_asteroides_isotig26964 isotig26964 extracted_CDS GOMatch=Q4A3R3 GOTerms=GO_0005044_GO_0005576_GO_0006810_GO_0007275_GO_0015031_GO_0016020_GO_0016021_GO_0019898_GO_0030154_GO_0030658_GO_0031410_GO_0035375_GO_0042589_GO_0051636_GO_0051637 Gene=Deleted_in_malignant_brain_tumors_1_protein_ Match_Acc=Q4A3R3 gene=isogroup25232 length=295 numContigs=1
OG0000009	Stylophora_pistillata_Spis5431 Spis5431 SpisGene5431	Porites_asteroides_isotig25417 isotig25417 extracted_CDS GOMatch=O97682 GOTerms=GO_0005044_GO_0016020 Gene=Tll2_protein_ Match_Acc=B7ZNA8 gene=isogroup23685 length=328 numContigs=1
OG0000009	Stylophora_pistillata_Spis16344 Spis16344 SpisGene16344	Porites_asteroides_isotig01226 isotig01226 extracted_CDS GOMatch=C3ZAW7 GOTerms=GO_0005488 Gene=Neuropilin-2_ Match_Acc=O60462 gene=isogroup00446 length=2131 numContigs=2, Porites_asteroides_isotig01227 isotig01227 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Tolloid-like_protein_1_ Match_Acc=Q62381 gene=isogroup00446 length=728 numContigs=2
OG0000009	Stylophora_pistillata_Spis16137 Spis16137 SpisGene16137, Stylophora_pistillata_Spis16138 Spis16138 SpisGene16138, Stylophora_pistillata_Spis16135 Spis16135 SpisGene16135, Stylophora_pistillata_Spis18721 Spis18721 SpisGene18721, Stylophora_pistillata_Spis14789 Spis14789 SpisGene14789, Stylophora_pistillata_Spis14786 Spis14786 SpisGene14786, Stylophora_pistillata_Spis14787 Spis14787 SpisGene14787, Stylophora_pistillata_Spis14785 Spis14785 SpisGene14785, Stylophora_pistillata_Spis18539 Spis18539 SpisGene18539, Stylophora_pistillata_Spis12284 Spis12284 SpisGene12284, Stylophora_pistillata_Spis12283 Spis12283 SpisGene12283, Stylophora_pistillata_Spis18540 Spis18540 SpisGene18540, Stylophora_pistillata_Spis13082 Spis13082 SpisGene13082, Stylophora_pistillata_Spis6688 Spis6688 SpisGene6688, Stylophora_pistillata_Spis24451 Spis24451 SpisGene24451	Porites_asteroides_isotig04066 isotig04066 extracted_CDS GOMatch=C3XYR0 GOTerms=GO_0007338 Gene=Bone_morphogenetic_protein_1_isoform_1__variant__Fragment__ Match_Acc=Q59F71 gene=isogroup02334 length=1392 numContigs=1
OG0000009	Stylophora_pistillata_Spis19155 Spis19155 SpisGene19155	Porites_asteroides_isotig02551 isotig02551 extracted_CDS GOMatch=B4PWX3 GOTerms=GO_0005509 Gene=CG32702_ Match_Acc=A5JY98 gene=isogroup01108 length=406 numContigs=2
OG0000009	Stylophora_pistillata_Spis7661.t1 Spis7661.t1 SpisGene7661	Porites_asteroides_isotig04364 isotig04364 extracted_CDS GOMatch=A7RVK5 GOTerms=GO_0005509 Gene=EGF-like_domain-containing_protein_ Match_Acc=D3BG27 gene=isogroup02632 length=1295 numContigs=1
OG0000009	Stylophora_pistillata_Spis1629 Spis1629 SpisGene1629, Stylophora_pistillata_Spis1632 Spis1632 SpisGene1632	Porites_asteroides_isotig01128 isotig01128 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Deleted_in_malignant_brain_tumors_1_protein_ Match_Acc=Q60997 gene=isogroup00397 length=1793 numContigs=2
OG0000009	Stylophora_pistillata_Spis1630 Spis1630 SpisGene1630, Stylophora_pistillata_Spis1631 Spis1631 SpisGene1631	Porites_asteroides_isotig01129 isotig01129 extracted_CDS GOMatch=B3RPJ1 GOTerms=GO_0005509 Gene=Deleted_in_malignant_brain_tumors_1_protein_ Match_Acc=Q60997 gene=isogroup00397 length=1495 numContigs=2
OG0000009	Stylophora_pistillata_Spis25145 Spis25145 SpisGene25145, Stylophora_pistillata_Spis13653 Spis13653 SpisGene13653	Porites_asteroides_isotig10750 isotig10750 extracted_CDS GOMatch=D2H9Y1 GOTerms=GO_0005509_GO_0005737_GO_0005768_GO_0005783_GO_0005794_GO_0005903_GO_0005905_GO_0006898_GO_0016324_GO_0030139_GO_0042803_GO_0042953_GO_0045177 Gene=CUB_and_sushi_domain-containing_protein_1_ Match_Acc=Q923L3 gene=isogroup09018 length=634 numContigs=1
OG0000009	Stylophora_pistillata_Spis20339 Spis20339 SpisGene20339	Porites_asteroides_isotig32193 isotig32193 extracted_CDS GOMatch=C3XYR0 GOTerms=GO_0007338 Gene=Tolkin__putative__Fragment__ Match_Acc=B7QF04 gene=isogroup30461 length=143 numContigs=1
OG0000010	Stylophora_pistillata_Spis1190 Spis1190 SpisGene1190	Porites_asteroides_isotig04150 isotig04150 extracted_CDS GOMatch=Q4RRT1 GOTerms=GO_0007155_GO_0016020 Gene=Roundabout_homolog_3_ Match_Acc=Q96MS0 gene=isogroup02418 length=1353 numContigs=1
OG0000010	Stylophora_pistillata_Spis2938 Spis2938 SpisGene2938, Stylophora_pistillata_Spis23700 Spis23700 SpisGene23700, Stylophora_pistillata_Spis4991 Spis4991 SpisGene4991	Porites_asteroides_GCKDGN103GH3OK GCKDGN103GH3OK extracted_CDS GOMatch=C3ZMG6 GOTerms=GO_0005509 Gene=Protein_eyes_shut_homolog_ Match_Acc=Q5T1H1 length=391 region=3 run=R_2010_02_19_08_49_25_ xy=2549_1682
OG0000010	Stylophora_pistillata_Spis8363.t1 Spis8363.t1 SpisGene8363	Porites_asteroides_isotig26332 isotig26332 extracted_CDS GOMatch=B3MYW1 GOTerms=GO_0007155_GO_0031012 Gene=Terribly_reduced_optic_lobes__isoform_A_ Match_Acc=Q9W4Y4 gene=isogroup24600 length=312 numContigs=1
OG0000010	Stylophora_pistillata_Spis8579 Spis8579 SpisGene8579	Porites_asteroides_isotig10815 isotig10815 extracted_CDS GOMatch=D2I4P4 GOTerms=GO_0005605_GO_0007213_GO_0031012_GO_0043113_GO_0043236 Gene=NtA_agrin_ Match_Acc=B3GQ72 gene=isogroup09083 length=632 numContigs=1
OG0000011	Stylophora_pistillata_Spis2040 Spis2040 SpisGene2040, Stylophora_pistillata_Spis17 Spis17 SpisGene17, Stylophora_pistillata_Spis16 Spis16 SpisGene16	Porites_asteroides_isotig15006 isotig15006 extracted_CDS GOMatch=C3ZMV3 GOTerms=GO_0003824_GO_0004252_GO_0006508_GO_0008233_GO_0008236_GO_0016787 Gene=Putative_apolipoprotein_a_-like_protein_2_ Match_Acc=Q16609 gene=isogroup13274 length=481 numContigs=1
OG0000011	Stylophora_pistillata_Spis22183 Spis22183 SpisGene22183	Porites_asteroides_GCKDGN103GEML0 GCKDGN103GEML0 extracted_CDS GOMatch=A7RKA9 GOTerms=GO_0004672_GO_0004713_GO_0004872_GO_0005524_GO_0006468_GO_0016020_GO_0016021 Gene=Receptor_tyrosine_kinase-like_orphan_receptor__Fragment__ Match_Acc=A1IKE0 length=345 region=3 run=R_2010_02_19_08_49_25_ xy=2509_3430
OG0000012	Stylophora_pistillata_Spis8301 Spis8301 SpisGene8301, Stylophora_pistillata_Spis6613 Spis6613 SpisGene6613	Porites_asteroides_isotig20047 isotig20047 extracted_CDS GOMatch=A7RWN6 GOTerms=GO_0004867 Gene=Gastric_mucin__Fragment__ Match_Acc=O75372 gene=isogroup18315 length=395 numContigs=1
OG0000012	Stylophora_pistillata_Spis16938 Spis16938 SpisGene16938	Porites_asteroides_isotig18154 isotig18154 extracted_CDS GOMatch=A7RWN6 GOTerms=GO_0004867 Gene=Gastric_mucin__Fragment__ Match_Acc=O75372 gene=isogroup16422 length=419 numContigs=1
OG0000013	Stylophora_pistillata_Spis10384 Spis10384 SpisGene10384	Porites_asteroides_GCKDGN102C4DAL GCKDGN102C4DAL extracted_CDS GOMatch=B0FK92 GOTerms=GO_0004871_GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=B0FK92 length=394 region=2 run=R_2010_02_19_08_49_25_ xy=1162_3259
OG0000013	Stylophora_pistillata_Spis10385 Spis10385 SpisGene10385	Porites_asteroides_isotig14310 isotig14310 extracted_CDS GOMatch=Q5J2D4 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=Q5J2D4 gene=isogroup12578 length=500 numContigs=1
OG0000013	Stylophora_pistillata_Spis16312 Spis16312 SpisGene16312	Porites_asteroides_GCKDGN103GNGAZ GCKDGN103GNGAZ extracted_CDS GOMatch=A7SZ54 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=A7SZ54 length=452 region=3 run=R_2010_02_19_08_49_25_ xy=2610_1465
OG0000013	Stylophora_pistillata_Spis1461.t1 Spis1461.t1 SpisGene1461	Porites_asteroides_isotig28579 isotig28579 extracted_CDS GOMatch=Q5IRC2 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=Q5IRC2 gene=isogroup26847 length=267 numContigs=1
OG0000013	Stylophora_pistillata_Spis3868.t1 Spis3868.t1 SpisGene3868	Porites_asteroides_isotig20937 isotig20937 extracted_CDS GOMatch=D2HKK9 GOTerms=GO_0001701_GO_0001944_GO_0003338_GO_0004871_GO_0005109_GO_0005576_GO_0005578_GO_0006917_GO_0007223_GO_0007275_GO_0008284_GO_0010628_GO_0016055_GO_0016332_GO_0021871_GO_0022009_GO_0030182_GO_0030324_GO_0032364_GO_0042475_GO_0042592_GO_0044237_GO_0045669_GO_0045879_GO_0048144_GO_0048568_GO_0050808_GO_0051145_GO_0060033_GO_0060070_GO_0060425_GO_0060428_GO_0060482_GO_0060484_GO_0060535_GO_0060560_GO_0060669_GO_0060710_GO_0061180_GO_0071300_GO_0072053_GO_0072054_GO_0072060_GO_0072061_GO_0072089_GO_0072205_GO_0072207_GO_0072236 Gene=Protein_Wnt__Fragment__ Match_Acc=Q6PDY6 gene=isogroup19205 length=385 numContigs=1
OG0000013	Stylophora_pistillata_Spis727 Spis727 SpisGene727	Porites_asteroides_isotig03246 isotig03246 extracted_CDS GOMatch=A7RSS8 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=A7RSS8 gene=isogroup01514 length=2357 numContigs=1
OG0000013	Stylophora_pistillata_Spis726 Spis726 SpisGene726, Stylophora_pistillata_Spis18606 Spis18606 SpisGene18606	Porites_asteroides_isotig05535 isotig05535 extracted_CDS GOMatch=Q5IHV8 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=Q5IHV8 gene=isogroup03803 length=1046 numContigs=1
OG0000013	Stylophora_pistillata_Spis14903 Spis14903 SpisGene14903	Porites_asteroides_isotig07350 isotig07350 extracted_CDS GOMatch=Q4STC2 GOTerms=GO_0004871_GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt-7b_ Match_Acc=Q3L254 gene=isogroup05618 length=818 numContigs=1
OG0000013	Stylophora_pistillata_Spis10383 Spis10383 SpisGene10383	Porites_asteroides_GCKDGN101BB3QF GCKDGN101BB3QF extracted_CDS GOMatch=Q5J2D3 GOTerms=GO_0005576_GO_0005578_GO_0007223_GO_0007275_GO_0016055 Gene=Protein_Wnt_ Match_Acc=Q5J2D3 length=397 region=1 run=R_2010_02_19_08_49_25_ xy=0430_3157
OG0000014	Stylophora_pistillata_Spis2407 Spis2407 SpisGene2407	Porites_asteroides_isotig04880 isotig04880 extracted_CDS GOMatch=A7RZX8 GOTerms=GO_0004222_GO_0005578_GO_0008233_GO_0008237_GO_0008270_GO_0031012 Gene=cDNA_FLJ53165__weakly_similar_to_Homo_sapiens_thrombospondin_repeat_containing_1__TSRC1___transcript_variant_1__mRNA_ Match_Acc=B4DR13 gene=isogroup03148 length=1170 numContigs=1
OG0000014	Stylophora_pistillata_Spis12681 Spis12681 SpisGene12681	Porites_asteroides_GCKDGN102EW0RX GCKDGN102EW0RX extracted_CDS Match_Acc=A5A750 length=378 run=R_2010_02_19_08_49_25_ region=2 Gene=ADAM_metallopeptidase_with_thrombospondin_type_1_motif_20__Frag ment__ xy=1899_0923
OG0000014	Stylophora_pistillata_Spis19692 Spis19692 SpisGene19692, Stylophora_pistillata_Spis19693 Spis19693 SpisGene19693	Porites_asteroides_isotig03711 isotig03711 extracted_CDS GOMatch=D2HFE1 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=cDNA_FLJ45846_fis__clone_OCBBF2007039__highly_similar_to_ADAMTS-16__EC_3.4.24.-__ Match_Acc=B3KXQ2 gene=isogroup01979 length=1590 numContigs=1
OG0000014	Stylophora_pistillata_Spis1486 Spis1486 SpisGene1486	Porites_asteroides_GE911073 GE911073 extracted_CDS 9574023_I17.ab1_c Past_norm2007 Porites astreoides cDNA_mRNA sequence
OG0000014	Stylophora_pistillata_Spis1489 Spis1489 SpisGene1489, Stylophora_pistillata_Spis1490 Spis1490 SpisGene1490	Porites_asteroides_isotig17018 isotig17018 extracted_CDS GOMatch=A7SM43 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=A_disintegrin_and_metalloproteinase_with_thrombospondin_motifs_ 6_ Match_Acc=Q9UKP5 gene=isogroup15286 length=438 numContigs=1
OG0000014	Stylophora_pistillata_Spis2986 Spis2986 SpisGene2986, Stylophora_pistillata_Spis2985 Spis2985 SpisGene2985	Porites_asteroides_isotig16735 isotig16735 extracted_CDS GOMatch=A7SIU7 GOTerms=GO_0004222_GO_0005578_GO_0008237_GO_0008270_GO_0031012 Gene=CG14869__isoform_B_ Match_Acc=Q8SXB0 gene=isogroup15003 length=444 numContigs=1, Porites_asteroides_isotig10898 isotig10898 extracted_CDS GOMatch=A7SM44 GOTerms=GO_0004222_GO_0005578_GO_0006508_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Adamts-7_ Match_Acc=Q179V7 gene=isogroup09166 length=628 numContigs=1
OG0000015	Stylophora_pistillata_Spis13614 Spis13614 SpisGene13614	Porites_asteroides_isotig27760 isotig27760 extracted_CDS GOMatch=A7RI46 GOTerms=GO_0005576_GO_0010466_GO_0030414 gene=isogroup26028 length=283 numContigs=1
OG0000015	Stylophora_pistillata_Spis12670.t1 Spis12670.t1 SpisGene12670	Porites_asteroides_isotig03556 isotig03556 extracted_CDS GOMatch=A7SGZ7 GOTerms=GO_0005509 Gene=Oncoprotein-induced_transcript_3_protein_ Match_Acc=Q8R4V5 gene=isogroup01824 length=1724 numContigs=1
OG0000015	Stylophora_pistillata_Spis12671 Spis12671 SpisGene12671	Porites_asteroides_isotig20731 isotig20731 extracted_CDS GOMatch=A7SGZ6 GOTerms=GO_0005509 Gene=SCUBE1_protein_ Match_Acc=A0JP65 gene=isogroup18999 length=388 numContigs=1
OG0000015	Stylophora_pistillata_Spis12669 Spis12669 SpisGene12669	Porites_asteroides_GCKDGN103F7MUU GCKDGN103F7MUU extracted_CDS GOMatch=A7RGF1 GOTerms=GO_0005509 Gene=Transforming_growth_factor_beta_receptor_type_3_ Match_Acc=P26342 length=331 region=3 run=R_2010_02_19_08_49_25_ xy=2430_0740
OG0000015	Stylophora_pistillata_Spis11353 Spis11353 SpisGene11353	Porites_asteroides_isotig27995 isotig27995 extracted_CDS GOMatch=A7SGZ6 GOTerms=GO_0005509 Gene=Mesoglein__Fragment__ Match_Acc=Q1KMS3 gene=isogroup26263 length=280 numContigs=1
OG0000015	Stylophora_pistillata_Spis20235.t1 Spis20235.t1 SpisGene20235	Porites_asteroides_isotig07155 isotig07155 extracted_CDS GOMatch=C3ZQZ3 GOTerms=GO_0000287_GO_0005509_GO_0016740_GO_0030976 Gene=Malic_enzyme_ Match_Acc=C3ZNU4 gene=isogroup05423 length=841 numContigs=1
OG0000015	Stylophora_pistillata_Spis6262 Spis6262 SpisGene6262	Porites_asteroides_GCKDGN103GY7DX GCKDGN103GY7DX extracted_CDS GOMatch=A7RGF1 GOTerms=GO_0005509 length=441 region=3 run=R_2010_02_19_08_49_25_ xy=2744_0915
OG0000015	Stylophora_pistillata_Spis6260 Spis6260 SpisGene6260, Stylophora_pistillata_Spis6259 Spis6259 SpisGene6259	Porites_asteroides_isotig03209 isotig03209 extracted_CDS GOMatch=C3ZXH0 GOTerms=GO_0007155_GO_0016020 Gene=Putative_uterine-ovary_specific-44_protein__Fragment__ Match_Acc=A9LYL8 gene=isogroup01477 length=2556 numContigs=1
OG0000015	Stylophora_pistillata_Spis20234 Spis20234 SpisGene20234	Porites_asteroides_isotig03459 isotig03459 extracted_CDS GOMatch=A7SXQ1 GOTerms=GO_0007155 gene=isogroup01727 length=1846 numContigs=1, Porites_asteroides_isotig03685 isotig03685 extracted_CDS GOMatch=A7SXQ1 GOTerms=GO_0007155 gene=isogroup01953 length=1609 numContigs=1
OG0000015	Stylophora_pistillata_Spis12021 Spis12021 SpisGene12021, Stylophora_pistillata_Spis7563 Spis7563 SpisGene7563	Porites_asteroides_isotig26531 isotig26531 extracted_CDS GOMatch=A7SXQ1 GOTerms=GO_0007155 gene=isogroup24799 length=309 numContigs=1
OG0000015	Stylophora_pistillata_Spis12645 Spis12645 SpisGene12645, Stylophora_pistillata_Spis12644 Spis12644 SpisGene12644, Stylophora_pistillata_Spis12648 Spis12648 SpisGene12648, Stylophora_pistillata_Spis13905 Spis13905 SpisGene13905, Stylophora_pistillata_Spis12653 Spis12653 SpisGene12653, Stylophora_pistillata_Spis13901 Spis13901 SpisGene13901	Porites_asteroides_isotig07633 isotig07633 extracted_CDS GOMatch=A7SGZ6 GOTerms=GO_0005509 Gene=Malic_enzyme_ Match_Acc=C3ZNU4 gene=isogroup05901 length=797 numContigs=1
OG0000015	Stylophora_pistillata_Spis6060 Spis6060 SpisGene6060, Stylophora_pistillata_Spis14393 Spis14393 SpisGene14393	Porites_asteroides_isotig06120 isotig06120 extracted_CDS GOMatch=C3XUV1 GOTerms=GO_0005509 Gene=Malic_enzyme_ Match_Acc=C3ZNU4 gene=isogroup04388 length=958 numContigs=1, Porites_asteroides_isotig04447 isotig04447 extracted_CDS GOMatch=A7SGZ6 GOTerms=GO_0005509 Gene=Malic_enzyme_ Match_Acc=C3ZNU4 gene=isogroup02715 length=1274 numContigs=1, Porites_asteroides_isotig11187 isotig11187 extracted_CDS GOMatch=C3ZSB8 GOTerms=GO_0005529 Gene=Malic_enzyme_ Match_Acc=C3ZNU4 gene=isogroup09455 length=614 numContigs=1
OG0000015	Stylophora_pistillata_Spis7814 Spis7814 SpisGene7814	Porites_asteroides_isotig07129 isotig07129 extracted_CDS GOMatch=A7RGF1 GOTerms=GO_0005509 Gene=cDNA_FLJ51324__highly_similar_to_CUB_and_zona_pellucida-like_domain-containing_protein_1_ Match_Acc=B4DUY8 gene=isogroup05397 length=842 numContigs=1
OG0000016	Stylophora_pistillata_Spis5859 Spis5859 SpisGene5859, Stylophora_pistillata_Spis5860 Spis5860 SpisGene5860	Porites_asteroides_isotig01970 isotig01970 extracted_CDS GOMatch=A7RJ23 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase__putative__Fragment__ Match_Acc=B7PMT8 gene=isogroup00818 length=1163 numContigs=2, Porites_asteroides_isotig01971 isotig01971 extracted_CDS GOMatch=A7RJ23 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_16_ Match_Acc=Q4G2F5 gene=isogroup00818 length=320 numContigs=2
OG0000016	Stylophora_pistillata_Spis5854 Spis5854 SpisGene5854, Stylophora_pistillata_Spis5827 Spis5827 SpisGene5827, Stylophora_pistillata_Spis5858 Spis5858 SpisGene5858, Stylophora_pistillata_Spis5857 Spis5857 SpisGene5857	Porites_asteroides_isotig03534 isotig03534 extracted_CDS GOMatch=A7RJ22 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_ Match_Acc=Q9U9P0 gene=isogroup01802 length=1741 numContigs=1
OG0000016	Stylophora_pistillata_Spis5851 Spis5851 SpisGene5851	Porites_asteroides_isotig00727 isotig00727 extracted_CDS GOMatch=A7RJ22 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_ Match_Acc=Q9U9P0 gene=isogroup00204 length=1146 numContigs=2, Porites_asteroides_isotig00725 isotig00725 extracted_CDS GOMatch=A7RJ22 GOTerms=GO_0004222_GO_0005509_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase_ Match_Acc=Q9U9P0 gene=isogroup00204 length=1217 numContigs=2
OG0000016	Stylophora_pistillata_Spis19202 Spis19202 SpisGene19202	Porites_asteroides_isotig20158 isotig20158 extracted_CDS GOMatch=Q70AB1 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Putative_hatching_enzyme__Fragment__ Match_Acc=Q70AB1 gene=isogroup18426 length=395 numContigs=1
OG0000016	Stylophora_pistillata_Spis18465 Spis18465 SpisGene18465	Porites_asteroides_isotig04983 isotig04983 extracted_CDS GOMatch=A7SNA9 GOTerms=GO_0004222_GO_0006508_GO_0008152_GO_0008233_GO_0008237_GO_0008270_GO_0016787_GO_0031012_GO_0046872 Gene=Matrix_metalloproteinase-19_ Match_Acc=Q99542 gene=isogroup03251 length=1144 numContigs=1
OG0000017	Stylophora_pistillata_Spis1531 Spis1531 SpisGene1531	Porites_asteroides_isotig11766 isotig11766 extracted_CDS GOMatch=A7S7S1 GOTerms=GO_0004867 Gene=Leukocyte_elastase_inhibitor_ Match_Acc=P30740 gene=isogroup10034 length=581 numContigs=1
OG0000017	Stylophora_pistillata_Spis5283 Spis5283 SpisGene5283	Porites_asteroides_GCKDGN103G905P GCKDGN103G905P extracted_CDS GOMatch=A7S7S1 GOTerms=GO_0004867 Gene=Proteinase_inhibitor_I4_serpin_ Match_Acc=B2V5S5 length=404 region=3 run=R_2010_02_19_08_49_25_ xy=2867_2251, Porites_asteroides_isotig17013 isotig17013 extracted_CDS GOMatch=A7S7S1 GOTerms=GO_0004867 Gene=Proteinase_inhibitor_I4_serpin_ Match_Acc=B2V5S5 gene=isogroup15281 length=438 numContigs=1
OG0000017	Stylophora_pistillata_Spis1532 Spis1532 SpisGene1532	Porites_asteroides_isotig04340 isotig04340 extracted_CDS GOMatch=A7SKW8 GOTerms=GO_0004867 Gene=Serine_protease_inhibitor_ Match_Acc=Q6HA07 gene=isogroup02608 length=1299 numContigs=1
OG0000018	Stylophora_pistillata_Spis23534 Spis23534 SpisGene23534, Stylophora_pistillata_Spis15395 Spis15395 SpisGene15395, Stylophora_pistillata_Spis2803 Spis2803 SpisGene2803, Stylophora_pistillata_Spis18446 Spis18446 SpisGene18446, Stylophora_pistillata_Spis18450 Spis18450 SpisGene18450, Stylophora_pistillata_Spis6249 Spis6249 SpisGene6249, Stylophora_pistillata_Spis6248 Spis6248 SpisGene6248, Stylophora_pistillata_Spis24408 Spis24408 SpisGene24408, Stylophora_pistillata_Spis8996 Spis8996 SpisGene8996, Stylophora_pistillata_Spis18453 Spis18453 SpisGene18453, Stylophora_pistillata_Spis14524 Spis14524 SpisGene14524, Stylophora_pistillata_Spis18452 Spis18452 SpisGene18452	Porites_asteroides_isotig17989 isotig17989 extracted_CDS GOMatch=A7SEY3 GOTerms=GO_0005507_GO_0016641_GO_0055114 Gene=Gelatinase_A_ Match_Acc=Q6U7G9 gene=isogroup16257 length=424 numContigs=1
OG0000018	Stylophora_pistillata_Spis15398 Spis15398 SpisGene15398, Stylophora_pistillata_Spis17286.t1 Spis17286.t1 SpisGene17286, Stylophora_pistillata_Spis11637 Spis11637 SpisGene11637	Porites_asteroides_isotig07771 isotig07771 extracted_CDS GOMatch=B0W5W8 GOTerms=GO_0000166_GO_0004672_GO_0004674_GO_0005524_GO_0006468 Gene=Dscam_ Match_Acc=Q68J72 gene=isogroup06039 length=790 numContigs=1
