Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000032	Stylophora_pistillata_Spis14079 Spis14079 SpisGene14079	Exaiptasia_diaphana_XP_020894145.1 XP_020894145.1 short-chain collagen C4 [Exaiptasia diaphana]
OG0000032	Stylophora_pistillata_Spis6529 Spis6529 SpisGene6529	Exaiptasia_diaphana_XP_020910589.1 XP_020910589.1 short-chain collagen C4 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910590.1 XP_020910590.1 short-chain collagen C4 isoform X2 [Exaiptasia diaphana]
OG0000032	Stylophora_pistillata_Spis3767 Spis3767 SpisGene3767, Stylophora_pistillata_Spis20530 Spis20530 SpisGene20530	Exaiptasia_diaphana_XP_020912366.1 XP_020912366.1 collagen alpha-1_I_ chain [Exaiptasia diaphana]
OG0000033	Stylophora_pistillata_Spis22124 Spis22124 SpisGene22124	Exaiptasia_diaphana_XP_020901066.1 XP_020901066.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020905080.1 XP_020905080.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909418.1 XP_020909418.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana]
OG0000033	Stylophora_pistillata_Spis13243 Spis13243 SpisGene13243, Stylophora_pistillata_Spis1740 Spis1740 SpisGene1740, Stylophora_pistillata_Spis10 Spis10 SpisGene10, Stylophora_pistillata_Spis13247 Spis13247 SpisGene13247	Exaiptasia_diaphana_XP_028514279.1 XP_028514279.1 collagen triple helix repeat-containing protein 1-like isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514280.1 XP_028514280.1 collagen triple helix repeat-containing protein 1-like isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514278.1 XP_028514278.1 collagen triple helix repeat-containing protein 1-like isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514281.1 XP_028514281.1 collagen triple helix repeat-containing protein 1-like isoform X5 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514283.1 XP_028514283.1 collagen triple helix repeat-containing protein 1-like isoform X7 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514284.1 XP_028514284.1 collagen triple helix repeat-containing protein 1-like isoform X8 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514282.1 XP_028514282.1 collagen triple helix repeat-containing protein 1-like isoform X6 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514277.1 XP_028514277.1 collagen triple helix repeat-containing protein 1-like isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514285.1 XP_028514285.1 collagen triple helix repeat-containing protein 1-like isoform X9 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917219.1 XP_020917219.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519657.1 XP_028519657.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916850.1 XP_020916850.1 collagen triple helix repeat-containing protein 1_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514288.1 XP_028514288.1 collagen triple helix repeat-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916851.1 XP_020916851.1 collagen triple helix repeat-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917218.1 XP_020917218.1 collagen triple helix repeat-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514276.1 XP_028514276.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898274.1 XP_020898274.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898280.2 XP_020898280.2 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518851.1 XP_028518851.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518852.1 XP_028518852.1 collagen triple helix repeat-containing protein 1-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894419.1 XP_020894419.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894421.1 XP_020894421.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894420.1 XP_020894420.1 collagen triple helix repeat-containing protein 1 [Exaiptasia diaphana]
OG0000034	Stylophora_pistillata_Spis8934.t1 Spis8934.t1 SpisGene8934	Exaiptasia_diaphana_XP_020912671.1 XP_020912671.1 attractin-like protein 1 [Exaiptasia diaphana]
OG0000034	Stylophora_pistillata_Spis9650 Spis9650 SpisGene9650	Exaiptasia_diaphana_XP_020915954.1 XP_020915954.1 attractin-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916106.1 XP_020916106.1 attractin-like protein 1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916031.1 XP_020916031.1 attractin-like protein 1 isoform X2 [Exaiptasia diaphana]
OG0000034	Stylophora_pistillata_Spis13853 Spis13853 SpisGene13853	Exaiptasia_diaphana_XP_020912006.2 XP_020912006.2 epidermal growth factor-like protein 8 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519409.1 XP_028519409.1 multiple epidermal growth factor-like domains protein 10 [Exaiptasia diaphana]
OG0000034	Stylophora_pistillata_Spis1480 Spis1480 SpisGene1480	Exaiptasia_diaphana_XP_028517202.1 XP_028517202.1 multiple epidermal growth factor-like domains protein 8 [Exaiptasia diaphana]
OG0000035	Stylophora_pistillata_Spis13883 Spis13883 SpisGene13883	Exaiptasia_diaphana_XP_028513714.1 XP_028513714.1 uncharacterized protein LOC114574143 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513708.1 XP_028513708.1 uncharacterized protein LOC110235174 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020917631.1 XP_020917631.1 uncharacterized protein LOC110254916_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513073.1 XP_028513073.1 uncharacterized protein LOC110232869 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896419.2 XP_020896419.2 neuropilin-2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020911995.1 XP_020911995.1 uncharacterized protein LOC110249754 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028519145.1 XP_028519145.1 uncharacterized protein LOC110252934 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515738.1 XP_028515738.1 uncharacterized protein LOC110241921 [Exaiptasia diaphana]
OG0000035	Stylophora_pistillata_Spis3601 Spis3601 SpisGene3601	Exaiptasia_diaphana_XP_028515554.1 XP_028515554.1 uncharacterized protein LOC110241304 [Exaiptasia diaphana]
OG0000035	Stylophora_pistillata_Spis2013 Spis2013 SpisGene2013, Stylophora_pistillata_Spis2018 Spis2018 SpisGene2018, Stylophora_pistillata_Spis2012 Spis2012 SpisGene2012, Stylophora_pistillata_Spis2002 Spis2002 SpisGene2002	Exaiptasia_diaphana_XP_020908597.1 XP_020908597.1 uncharacterized protein LOC110246583 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899840.1 XP_020899840.1 EGF-like repeat and discoidin I-like domain-containing protein 3_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908571.1 XP_020908571.1 uncharacterized protein LOC110246558_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901530.1 XP_020901530.1 uncharacterized protein LOC110240085 [Exaiptasia diaphana]
OG0000036	Stylophora_pistillata_Spis6171 Spis6171 SpisGene6171	Exaiptasia_diaphana_XP_020892218.1 XP_020892218.1 multiple epidermal growth factor-like domains protein 6 [Exaiptasia diaphana]
OG0000036	Stylophora_pistillata_Spis8101 Spis8101 SpisGene8101, Stylophora_pistillata_Spis734 Spis734 SpisGene734, Stylophora_pistillata_Spis19371 Spis19371 SpisGene19371, Stylophora_pistillata_Spis6169 Spis6169 SpisGene6169, Stylophora_pistillata_Spis6170 Spis6170 SpisGene6170	Exaiptasia_diaphana_XP_028517635.1 XP_028517635.1 uncharacterized protein LOC110248802 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517640.1 XP_028517640.1 uncharacterized protein LOC110248802 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892203.2 XP_020892203.2 uncharacterized protein LOC110231525 [Exaiptasia diaphana]
OG0000037	Stylophora_pistillata_Spis13601 Spis13601 SpisGene13601	Exaiptasia_diaphana_XP_020907691.1 XP_020907691.1 transforming growth factor-beta-induced protein ig-h3 [Exaiptasia diaphana]
OG0000038	Stylophora_pistillata_Spis14083 Spis14083 SpisGene14083, Stylophora_pistillata_Spis9907 Spis9907 SpisGene9907, Stylophora_pistillata_Spis9906 Spis9906 SpisGene9906, Stylophora_pistillata_Spis9905 Spis9905 SpisGene9905, Stylophora_pistillata_Spis15286 Spis15286 SpisGene15286	Exaiptasia_diaphana_XP_020906248.1 XP_020906248.1 uncharacterized protein LOC110244383 [Exaiptasia diaphana]
OG0000038	Stylophora_pistillata_Spis1160 Spis1160 SpisGene1160, Stylophora_pistillata_Spis1159 Spis1159 SpisGene1159, Stylophora_pistillata_Spis1161 Spis1161 SpisGene1161, Stylophora_pistillata_Spis1162 Spis1162 SpisGene1162	Exaiptasia_diaphana_XP_020908768.1 XP_020908768.1 uncharacterized protein LOC110246748 [Exaiptasia diaphana]
OG0000038	Stylophora_pistillata_Spis16667 Spis16667 SpisGene16667	Exaiptasia_diaphana_XP_020907967.1 XP_020907967.1 complement C1q subcomponent subunit A isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907968.1 XP_020907968.1 complement C1q subcomponent subunit C isoform X2 [Exaiptasia diaphana]
OG0000039	Stylophora_pistillata_Spis15611 Spis15611 SpisGene15611, Stylophora_pistillata_Spis15606 Spis15606 SpisGene15606, Stylophora_pistillata_Spis15608 Spis15608 SpisGene15608	Exaiptasia_diaphana_XP_020916877.1 XP_020916877.1 uncharacterized protein LOC110254246 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517831.1 XP_028517831.1 uncharacterized protein LOC114576037 [Exaiptasia diaphana]
OG0000039	Stylophora_pistillata_Spis15609 Spis15609 SpisGene15609, Stylophora_pistillata_Spis15605 Spis15605 SpisGene15605, Stylophora_pistillata_Spis15613 Spis15613 SpisGene15613	Exaiptasia_diaphana_XP_020916874.1 XP_020916874.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110254244 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898243.1 XP_020898243.1 uncharacterized protein LOC110237013 [Exaiptasia diaphana]
OG0000039	Stylophora_pistillata_Spis6627 Spis6627 SpisGene6627, Stylophora_pistillata_Spis25772.Novel Spis25772.Novel SpisGene25772.Novel	Exaiptasia_diaphana_XP_020892078.1 XP_020892078.1 SCO-spondin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512564.1 XP_028512564.1 SCO-spondin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513284.1 XP_028513284.1 uncharacterized protein LOC110233688 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894661.1 XP_020894661.1 uncharacterized protein LOC110233688 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893949.1 XP_020893949.1 uncharacterized protein LOC110233047 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916603.1 XP_020916603.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910130.1 XP_020910130.1 integumentary mucin A.1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517642.1 XP_028517642.1 integumentary mucin A.1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517643.1 XP_028517643.1 integumentary mucin C.1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517002.1 XP_028517002.1 agglutinin-like protein ARB_02240 [Exaiptasia diaphana]
OG0000040	Stylophora_pistillata_Spis10335 Spis10335 SpisGene10335	Exaiptasia_diaphana_XP_020906087.1 XP_020906087.1 uncharacterized protein LOC110244229 [Exaiptasia diaphana]
OG0000040	Stylophora_pistillata_Spis21214 Spis21214 SpisGene21214	Exaiptasia_diaphana_XP_020903908.1 XP_020903908.1 uncharacterized protein LOC110242294 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903909.1 XP_020903909.1 uncharacterized protein LOC110242294 isoform X2 [Exaiptasia diaphana]
OG0000041	Stylophora_pistillata_Spis2408 Spis2408 SpisGene2408	Exaiptasia_diaphana_XP_020905592.1 XP_020905592.1 von Willebrand factor A domain-containing protein 5A [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513909.1 XP_028513909.1 uncharacterized protein LOC110235739 [Exaiptasia diaphana]
OG0000041	Stylophora_pistillata_Spis15631 Spis15631 SpisGene15631	Exaiptasia_diaphana_XP_020903341.1 XP_020903341.1 von Willebrand factor A domain-containing protein 5B1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903342.1 XP_020903342.1 von Willebrand factor A domain-containing protein 5B1 isoform X2 [Exaiptasia diaphana]
OG0000041	Stylophora_pistillata_Spis1360 Spis1360 SpisGene1360	Exaiptasia_diaphana_XP_020912183.1 XP_020912183.1 protein mono-ADP-ribosyltransferase PARP4 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912184.1 XP_020912184.1 protein mono-ADP-ribosyltransferase PARP4 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912185.1 XP_020912185.1 protein mono-ADP-ribosyltransferase PARP4 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518262.1 XP_028518262.1 protein mono-ADP-ribosyltransferase PARP4 isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912186.1 XP_020912186.1 protein mono-ADP-ribosyltransferase PARP4 isoform X5 [Exaiptasia diaphana]
OG0000042	Stylophora_pistillata_Spis2347 Spis2347 SpisGene2347	Exaiptasia_diaphana_XP_020913153.1 XP_020913153.1 neurexin-4 [Exaiptasia diaphana]
OG0000042	Stylophora_pistillata_Spis15181 Spis15181 SpisGene15181	Exaiptasia_diaphana_XP_028515387.1 XP_028515387.1 uncharacterized protein LOC110240742 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902191.1 XP_020902191.1 neurexin-3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020902193.1 XP_020902193.1 neurexin-1b [Exaiptasia diaphana]
OG0000042	Stylophora_pistillata_Spis15182 Spis15182 SpisGene15182	Exaiptasia_diaphana_XP_020902210.1 XP_020902210.1 neurexin-3 [Exaiptasia diaphana]
OG0000044	Stylophora_pistillata_Spis4982 Spis4982 SpisGene4982, Stylophora_pistillata_Spis20352 Spis20352 SpisGene20352, Stylophora_pistillata_Spis4987 Spis4987 SpisGene4987	Exaiptasia_diaphana_XP_028519449.1 XP_028519449.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916544.1 XP_020916544.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916593.1 XP_020916593.1 protein-glutamine gamma-glutamyltransferase K [Exaiptasia diaphana]
OG0000045	Stylophora_pistillata_Spis6767 Spis6767 SpisGene6767	Exaiptasia_diaphana_XP_028518553.1 XP_028518553.1 laminin subunit alpha [Exaiptasia diaphana]
OG0000045	Stylophora_pistillata_Spis7390 Spis7390 SpisGene7390	Exaiptasia_diaphana_XP_028519634.1 XP_028519634.1 laminin subunit alpha-like [Exaiptasia diaphana]
OG0000045	Stylophora_pistillata_Spis1797 Spis1797 SpisGene1797	Exaiptasia_diaphana_XP_020895612.2 XP_020895612.2 laminin subunit beta-4_ partial [Exaiptasia diaphana]
OG0000046	Stylophora_pistillata_Spis20041 Spis20041 SpisGene20041, Stylophora_pistillata_Spis20040 Spis20040 SpisGene20040, Stylophora_pistillata_Spis17822 Spis17822 SpisGene17822, Stylophora_pistillata_Spis20038 Spis20038 SpisGene20038, Stylophora_pistillata_Spis3327 Spis3327 SpisGene3327, Stylophora_pistillata_Spis20037 Spis20037 SpisGene20037, Stylophora_pistillata_Spis2656 Spis2656 SpisGene2656, Stylophora_pistillata_Spis6345 Spis6345 SpisGene6345, Stylophora_pistillata_Spis15919 Spis15919 SpisGene15919, Stylophora_pistillata_Spis12940 Spis12940 SpisGene12940, Stylophora_pistillata_Spis15918 Spis15918 SpisGene15918, Stylophora_pistillata_Spis17216 Spis17216 SpisGene17216, Stylophora_pistillata_Spis24200 Spis24200 SpisGene24200, Stylophora_pistillata_Spis17215 Spis17215 SpisGene17215, Stylophora_pistillata_Spis20129 Spis20129 SpisGene20129, Stylophora_pistillata_Spis17828 Spis17828 SpisGene17828	Exaiptasia_diaphana_XP_020912883.2 XP_020912883.2 uncharacterized protein LOC110250622 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514241.1 XP_028514241.1 uncharacterized protein LOC114574832 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514881.1 XP_028514881.1 uncharacterized protein LOC110239230 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900927.1 XP_020900927.1 uncharacterized protein LOC110239544 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514883.1 XP_028514883.1 uncharacterized protein LOC110239242 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899795.1 XP_020899795.1 uncharacterized protein LOC110238459 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514655.1 XP_028514655.1 uncharacterized protein LOC110238459 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020900564.2 XP_020900564.2 uncharacterized protein LOC110239189 [Exaiptasia diaphana]
OG0000046	Stylophora_pistillata_Spis18662 Spis18662 SpisGene18662	Exaiptasia_diaphana_XP_020897986.1 XP_020897986.1 uncharacterized protein LOC110236777 [Exaiptasia diaphana]
OG0000046	Stylophora_pistillata_Spis3592 Spis3592 SpisGene3592	Exaiptasia_diaphana_XP_028518016.1 XP_028518016.1 uncharacterized protein LOC110249224 [Exaiptasia diaphana]
OG0000047	Stylophora_pistillata_Spis8993 Spis8993 SpisGene8993	Exaiptasia_diaphana_XP_020915822.1 XP_020915822.1 ferric-chelate reductase 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915824.1 XP_020915824.1 ferric-chelate reductase 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915825.1 XP_020915825.1 ferric-chelate reductase 1 isoform X3 [Exaiptasia diaphana]
OG0000049	Stylophora_pistillata_Spis6729 Spis6729 SpisGene6729	Exaiptasia_diaphana_XP_028518799.1 XP_028518799.1 plexin-A1 [Exaiptasia diaphana]
OG0000051	Stylophora_pistillata_Spis18649 Spis18649 SpisGene18649	Exaiptasia_diaphana_XP_028515912.1 XP_028515912.1 VWFA and cache domain-containing protein 1-like [Exaiptasia diaphana]
OG0000051	Stylophora_pistillata_Spis14642 Spis14642 SpisGene14642	Exaiptasia_diaphana_XP_028513623.1 XP_028513623.1 voltage-dependent calcium channel subunit alpha-2_delta-3 [Exaiptasia diaphana]
OG0000053	Stylophora_pistillata_Spis13170 Spis13170 SpisGene13170	Exaiptasia_diaphana_XP_020910451.1 XP_020910451.1 malignant fibrous histiocytoma-amplified sequence 1 homolog isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910452.1 XP_020910452.1 malignant fibrous histiocytoma-amplified sequence 1 homolog isoform X2 [Exaiptasia diaphana]
OG0000054	Stylophora_pistillata_Spis4424.t3 Spis4424.t3 SpisGene4424	Exaiptasia_diaphana_XP_020910667.1 XP_020910667.1 erbin [Exaiptasia diaphana]
OG0000054	Stylophora_pistillata_Spis725 Spis725 SpisGene725	Exaiptasia_diaphana_XP_028513465.1 XP_028513465.1 protein scribble homolog [Exaiptasia diaphana]
OG0000056	Stylophora_pistillata_Spis17018 Spis17018 SpisGene17018	Exaiptasia_diaphana_XP_020900175.1 XP_020900175.1 E3 ubiquitin-protein ligase TRIM9 [Exaiptasia diaphana]
OG0000056	Stylophora_pistillata_Spis17017 Spis17017 SpisGene17017	Exaiptasia_diaphana_XP_020900170.1 XP_020900170.1 tripartite motif-containing protein 67 [Exaiptasia diaphana]
OG0000058	Stylophora_pistillata_Spis23576 Spis23576 SpisGene23576, Stylophora_pistillata_Spis21562 Spis21562 SpisGene21562	Exaiptasia_diaphana_XP_028514138.1 XP_028514138.1 uncharacterized protein LOC110236629 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517068.1 XP_028517068.1 uncharacterized protein LOC114575757 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516447.1 XP_028516447.1 uncharacterized protein LOC110244407 [Exaiptasia diaphana]
OG0000059	Stylophora_pistillata_Spis9841 Spis9841 SpisGene9841	Exaiptasia_diaphana_XP_028516633.1 XP_028516633.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906968.1 XP_020906968.1 signal peptide_ CUB and EGF-like domain-containing protein 1 isoform X1 [Exaiptasia diaphana]
OG0000059	Stylophora_pistillata_Spis16037 Spis16037 SpisGene16037	Exaiptasia_diaphana_XP_020898886.1 XP_020898886.1 uncharacterized protein LOC110237624 [Exaiptasia diaphana]
OG0000061	Stylophora_pistillata_Spis2932 Spis2932 SpisGene2932	Exaiptasia_diaphana_XP_020893258.1 XP_020893258.1 copine-3 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893259.1 XP_020893259.1 copine-3 isoform X2 [Exaiptasia diaphana]
OG0000061	Stylophora_pistillata_Spis17364 Spis17364 SpisGene17364	Exaiptasia_diaphana_XP_020906480.1 XP_020906480.1 copine-3 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906472.1 XP_020906472.1 copine-3 isoform X1 [Exaiptasia diaphana]
OG0000061	Stylophora_pistillata_Spis5917.t1 Spis5917.t1 SpisGene5917	Exaiptasia_diaphana_XP_020897999.1 XP_020897999.1 copine-5 [Exaiptasia diaphana]
OG0000062	Stylophora_pistillata_Spis8967.t1 Spis8967.t1 SpisGene8967	Exaiptasia_diaphana_XP_028518542.1 XP_028518542.1 fibropellin-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518545.1 XP_028518545.1 fibropellin-1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518546.1 XP_028518546.1 fibropellin-1 isoform X3 [Exaiptasia diaphana]
OG0000062	Stylophora_pistillata_Spis8963.t1 Spis8963.t1 SpisGene8963	Exaiptasia_diaphana_XP_020913031.1 XP_020913031.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020912993.1 XP_020912993.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913024.1 XP_020913024.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913016.1 XP_020913016.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913008.1 XP_020913008.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913041.1 XP_020913041.1 delta-like protein 1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020913000.1 XP_020913000.1 delta-like protein 1 isoform X1 [Exaiptasia diaphana]
OG0000062	Stylophora_pistillata_Spis10067 Spis10067 SpisGene10067	Exaiptasia_diaphana_XP_020905637.1 XP_020905637.1 protein jagged-1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516261.1 XP_028516261.1 protein jagged-1 isoform X2 [Exaiptasia diaphana]
OG0000063	Stylophora_pistillata_Spis5904 Spis5904 SpisGene5904	Exaiptasia_diaphana_XP_020907250.1 XP_020907250.1 tiggy-winkle hedgehog protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907251.1 XP_020907251.1 tiggy-winkle hedgehog protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907252.1 XP_020907252.1 tiggy-winkle hedgehog protein isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020907253.1 XP_020907253.1 tiggy-winkle hedgehog protein isoform X2 [Exaiptasia diaphana]
OG0000063	Stylophora_pistillata_Spis15269 Spis15269 SpisGene15269	Exaiptasia_diaphana_XP_020892909.1 XP_020892909.1 tiggy-winkle hedgehog protein [Exaiptasia diaphana]
OG0000063	Stylophora_pistillata_Spis12545 Spis12545 SpisGene12545	Exaiptasia_diaphana_XP_020906055.1 XP_020906055.1 uncharacterized protein LOC110244198 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906054.1 XP_020906054.1 uncharacterized protein LOC110244198 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516378.1 XP_028516378.1 uncharacterized protein LOC110244191 [Exaiptasia diaphana]
OG0000063	Stylophora_pistillata_Spis3359 Spis3359 SpisGene3359	Exaiptasia_diaphana_XP_020914354.1 XP_020914354.1 indian hedgehog protein [Exaiptasia diaphana]
OG0000064	Stylophora_pistillata_Spis3364 Spis3364 SpisGene3364	Exaiptasia_diaphana_XP_028514695.1 XP_028514695.1 fibrillin-2-like [Exaiptasia diaphana]
OG0000065	Stylophora_pistillata_Spis8480 Spis8480 SpisGene8480	Exaiptasia_diaphana_XP_020907972.1 XP_020907972.1 glypican-6 [Exaiptasia diaphana]
OG0000067	Stylophora_pistillata_Spis22390 Spis22390 SpisGene22390, Stylophora_pistillata_Spis18859 Spis18859 SpisGene18859	Exaiptasia_diaphana_XP_020915651.1 XP_020915651.1 uncharacterized protein LOC110253119_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028518088.1 XP_028518088.1 uncharacterized protein LOC110249357 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020909475.1 XP_020909475.1 uncharacterized protein LOC110247386 [Exaiptasia diaphana]
OG0000067	Stylophora_pistillata_Spis5030 Spis5030 SpisGene5030	Exaiptasia_diaphana_XP_028519187.1 XP_028519187.1 disintegrin and metalloproteinase domain-containing protein 9-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517091.1 XP_028517091.1 A disintegrin and metalloproteinase with thrombospondin motifs 10-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517406.1 XP_028517406.1 disintegrin and metalloproteinase domain-containing protein 8_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514905.1 XP_028514905.1 zinc metalloproteinase-disintegrin-like atragin_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028514988.1 XP_028514988.1 zinc metalloproteinase-disintegrin-like atragin_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028516341.1 XP_028516341.1 zinc metalloproteinase-disintegrin-like VMP-III [Exaiptasia diaphana]
OG0000069	Stylophora_pistillata_Spis24903 Spis24903 SpisGene24903, Stylophora_pistillata_Spis14320 Spis14320 SpisGene14320	Exaiptasia_diaphana_XP_020896941.1 XP_020896941.1 adhesion G protein-coupled receptor E2 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020896940.1 XP_020896940.1 adhesion G protein-coupled receptor E2 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513501.1 XP_028513501.1 fibrillin-1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020895312.1 XP_020895312.1 fibrillin-3 [Exaiptasia diaphana]
