Orthogroup	Cnidaria_Anthozoa_Stylophora_pistillata	Chordata_Amphioxiformes_Branchiostoma_belcheri
OG0000078	Stylophora_pistillata_Spis15244 Spis15244 SpisGene15244	Branchiostoma_belcheri_tr_A0A6P4XTN1_A0A6P4XTN1_BRABE tr|A0A6P4XTN1|A0A6P4XTN1_BRABE Cysteine proteinase CG12163 OS=Branchiostoma belcheri OX=7741 GN=LOC109463171 PE=4 SV=1
OG0000080	Stylophora_pistillata_Spis6044 Spis6044 SpisGene6044, Stylophora_pistillata_Spis855.t1 Spis855.t1 SpisGene855, Stylophora_pistillata_Spis854 Spis854 SpisGene854, Stylophora_pistillata_Spis857 Spis857 SpisGene857, Stylophora_pistillata_Spis7913 Spis7913 SpisGene7913, Stylophora_pistillata_Spis847 Spis847 SpisGene847, Stylophora_pistillata_Spis845 Spis845 SpisGene845, Stylophora_pistillata_Spis846 Spis846 SpisGene846, Stylophora_pistillata_Spis844 Spis844 SpisGene844	Branchiostoma_belcheri_tr_A0A6P5AN13_A0A6P5AN13_BRABE tr|A0A6P5AN13|A0A6P5AN13_BRABE Metalloproteinase inhibitor 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109485337 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4XVC3_A0A6P4XVC3_BRABE tr|A0A6P4XVC3|A0A6P4XVC3_BRABE Metalloproteinase inhibitor 2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109467109 PE=4 SV=1
OG0000081	Stylophora_pistillata_Spis10729 Spis10729 SpisGene10729, Stylophora_pistillata_Spis9086 Spis9086 SpisGene9086, Stylophora_pistillata_Spis18739 Spis18739 SpisGene18739	Branchiostoma_belcheri_tr_A0A6P4ZEK2_A0A6P4ZEK2_BRABE tr|A0A6P4ZEK2|A0A6P4ZEK2_BRABE Cysteine-rich with EGF-like domain protein 2-A isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZAJ1_A0A6P4ZAJ1_BRABE tr|A0A6P4ZAJ1|A0A6P4ZAJ1_BRABE Cysteine-rich with EGF-like domain protein 2-A isoform X6 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZAF3_A0A6P4ZAF3_BRABE tr|A0A6P4ZAF3|A0A6P4ZAF3_BRABE Cysteine-rich with EGF-like domain protein 2-B isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YFR9_A0A6P4YFR9_BRABE tr|A0A6P4YFR9|A0A6P4YFR9_BRABE Cysteine-rich with EGF-like domain protein 2-B isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YUT2_A0A6P4YUT2_BRABE tr|A0A6P4YUT2|A0A6P4YUT2_BRABE Cysteine-rich with EGF-like domain protein 2-B isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YUU0_A0A6P4YUU0_BRABE tr|A0A6P4YUU0|A0A6P4YUU0_BRABE Cysteine-rich with EGF-like domain protein 2-B isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1
OG0000082	Stylophora_pistillata_Spis14850 Spis14850 SpisGene14850, Stylophora_pistillata_Spis10840 Spis10840 SpisGene10840, Stylophora_pistillata_Spis3953 Spis3953 SpisGene3953, Stylophora_pistillata_Spis25422 Spis25422 SpisGene25422, Stylophora_pistillata_Spis1961 Spis1961 SpisGene1961	Branchiostoma_belcheri_tr_A0A6P4ZK10_A0A6P4ZK10_BRABE tr|A0A6P4ZK10|A0A6P4ZK10_BRABE Uncharacterized protein LOC109483039 OS=Branchiostoma belcheri OX=7741 GN=LOC109483039 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A5G1_A0A6P5A5G1_BRABE tr|A0A6P5A5G1|A0A6P5A5G1_BRABE Uncharacterized protein LOC109480653 OS=Branchiostoma belcheri OX=7741 GN=LOC109480653 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YP82_A0A6P4YP82_BRABE tr|A0A6P4YP82|A0A6P4YP82_BRABE Uncharacterized protein LOC109471349 OS=Branchiostoma belcheri OX=7741 GN=LOC109471349 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YAS4_A0A6P4YAS4_BRABE tr|A0A6P4YAS4|A0A6P4YAS4_BRABE Uncharacterized protein LOC109471321 OS=Branchiostoma belcheri OX=7741 GN=LOC109471321 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YXD6_A0A6P4YXD6_BRABE tr|A0A6P4YXD6|A0A6P4YXD6_BRABE Uncharacterized protein LOC109468117 OS=Branchiostoma belcheri OX=7741 GN=LOC109468117 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AJ29_A0A6P5AJ29_BRABE tr|A0A6P5AJ29|A0A6P5AJ29_BRABE Uncharacterized protein LOC109484340 OS=Branchiostoma belcheri OX=7741 GN=LOC109484340 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YJ30_A0A6P4YJ30_BRABE tr|A0A6P4YJ30|A0A6P4YJ30_BRABE Uncharacterized protein LOC109470103 OS=Branchiostoma belcheri OX=7741 GN=LOC109470103 PE=4 SV=1
OG0000083	Stylophora_pistillata_Spis24099 Spis24099 SpisGene24099, Stylophora_pistillata_Spis9213 Spis9213 SpisGene9213, Stylophora_pistillata_Spis6958 Spis6958 SpisGene6958	Branchiostoma_belcheri_tr_A0A6P4ZNB0_A0A6P4ZNB0_BRABE tr|A0A6P4ZNB0|A0A6P4ZNB0_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109475028 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZJ66_A0A6P4ZJ66_BRABE tr|A0A6P4ZJ66|A0A6P4ZJ66_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109475028 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z3H4_A0A6P4Z3H4_BRABE tr|A0A6P4Z3H4|A0A6P4Z3H4_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109475028 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YNS5_A0A6P4YNS5_BRABE tr|A0A6P4YNS5|A0A6P4YNS5_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109475028 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YU48_A0A6P4YU48_BRABE tr|A0A6P4YU48|A0A6P4YU48_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109472527 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YF66_A0A6P4YF66_BRABE tr|A0A6P4YF66|A0A6P4YF66_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109472528 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZTA6_A0A6P4ZTA6_BRABE tr|A0A6P4ZTA6|A0A6P4ZTA6_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109479777 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZKN1_A0A6P4ZKN1_BRABE tr|A0A6P4ZKN1|A0A6P4ZKN1_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109479776 PE=3 SV=1
OG0000084	Stylophora_pistillata_Spis20307 Spis20307 SpisGene20307	Branchiostoma_belcheri_tr_A0A6P4ZQI3_A0A6P4ZQI3_BRABE tr|A0A6P4ZQI3|A0A6P4ZQI3_BRABE Collagen alpha-1_I_ chain-like isoform X7 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z479_A0A6P4Z479_BRABE tr|A0A6P4Z479|A0A6P4Z479_BRABE Collagen alpha-1_I_ chain-like isoform X8 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A3J1_A0A6P5A3J1_BRABE tr|A0A6P5A3J1|A0A6P5A3J1_BRABE Collagen alpha-1_I_ chain-like isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZHQ9_A0A6P4ZHQ9_BRABE tr|A0A6P4ZHQ9|A0A6P4ZHQ9_BRABE Collagen alpha-1_I_ chain-like isoform X6 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZZB1_A0A6P4ZZB1_BRABE tr|A0A6P4ZZB1|A0A6P4ZZB1_BRABE Collagen alpha-1_I_ chain-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z474_A0A6P4Z474_BRABE tr|A0A6P4Z474|A0A6P4Z474_BRABE Collagen alpha-1_I_ chain-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZZB7_A0A6P4ZZB7_BRABE tr|A0A6P4ZZB7|A0A6P4ZZB7_BRABE Collagen alpha-1_I_ chain-like isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZQH9_A0A6P4ZQH9_BRABE tr|A0A6P4ZQH9|A0A6P4ZQH9_BRABE Collagen alpha-1_I_ chain-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1
OG0000087	Stylophora_pistillata_Spis4884 Spis4884 SpisGene4884	Branchiostoma_belcheri_tr_A0A6P5AIX3_A0A6P5AIX3_BRABE tr|A0A6P5AIX3|A0A6P5AIX3_BRABE RIMS-binding protein 3A-like OS=Branchiostoma belcheri OX=7741 GN=LOC109486780 PE=3 SV=1
OG0000087	Stylophora_pistillata_Spis3470 Spis3470 SpisGene3470	Branchiostoma_belcheri_tr_A0A6P4Y0D3_A0A6P4Y0D3_BRABE tr|A0A6P4Y0D3|A0A6P4Y0D3_BRABE Uncharacterized protein LOC109468549 OS=Branchiostoma belcheri OX=7741 GN=LOC109468549 PE=3 SV=1
OG0000088	Stylophora_pistillata_Spis17637 Spis17637 SpisGene17637	Branchiostoma_belcheri_tr_A0A6P5AJ26_A0A6P5AJ26_BRABE tr|A0A6P5AJ26|A0A6P5AJ26_BRABE Spondin-1-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109486813 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZYP0_A0A6P4ZYP0_BRABE tr|A0A6P4ZYP0|A0A6P4ZYP0_BRABE Spondin-1-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109486813 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZII0_A0A6P4ZII0_BRABE tr|A0A6P4ZII0|A0A6P4ZII0_BRABE Uncharacterized protein LOC109477214 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109477214 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YWW2_A0A6P4YWW2_BRABE tr|A0A6P4YWW2|A0A6P4YWW2_BRABE Uncharacterized protein LOC109477214 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109477214 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZPY5_A0A6P4ZPY5_BRABE tr|A0A6P4ZPY5|A0A6P4ZPY5_BRABE Spondin-1 OS=Branchiostoma belcheri OX=7741 GN=LOC109476505 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZTW0_A0A6P4ZTW0_BRABE tr|A0A6P4ZTW0|A0A6P4ZTW0_BRABE Spondin-1 OS=Branchiostoma belcheri OX=7741 GN=LOC109476505 PE=4 SV=1
OG0000089	Stylophora_pistillata_Spis9074 Spis9074 SpisGene9074	Branchiostoma_belcheri_tr_A0A6P4Z909_A0A6P4Z909_BRABE tr|A0A6P4Z909|A0A6P4Z909_BRABE Chordin OS=Branchiostoma belcheri OX=7741 GN=LOC109480148 PE=3 SV=1
OG0000089	Stylophora_pistillata_Spis6266 Spis6266 SpisGene6266	Branchiostoma_belcheri_tr_A0A6P4ZD86_A0A6P4ZD86_BRABE tr|A0A6P4ZD86|A0A6P4ZD86_BRABE LOW QUALITY PROTEIN_ chordin-like protein 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109477743 PE=4 SV=1
OG0000090	Stylophora_pistillata_Spis19161 Spis19161 SpisGene19161, Stylophora_pistillata_Spis19159 Spis19159 SpisGene19159	Branchiostoma_belcheri_tr_A0A6P4YQ94_A0A6P4YQ94_BRABE tr|A0A6P4YQ94|A0A6P4YQ94_BRABE Uncharacterized protein LOC109469721 OS=Branchiostoma belcheri OX=7741 GN=LOC109469721 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YLA6_A0A6P4YLA6_BRABE tr|A0A6P4YLA6|A0A6P4YLA6_BRABE Hyaluronan and proteoglycan link protein 3-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465213 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YGF6_A0A6P4YGF6_BRABE tr|A0A6P4YGF6|A0A6P4YGF6_BRABE Hyaluronan and proteoglycan link protein 4-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465148 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A5G8_A0A6P5A5G8_BRABE tr|A0A6P5A5G8|A0A6P5A5G8_BRABE Hyaluronan and proteoglycan link protein 3-like OS=Branchiostoma belcheri OX=7741 GN=LOC109483007 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YEN2_A0A6P4YEN2_BRABE tr|A0A6P4YEN2|A0A6P4YEN2_BRABE Aggrecan core protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109463132 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZJX8_A0A6P4ZJX8_BRABE tr|A0A6P4ZJX8|A0A6P4ZJX8_BRABE Hyaluronan and proteoglycan link protein 3-like OS=Branchiostoma belcheri OX=7741 GN=LOC109483008 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AI04_A0A6P5AI04_BRABE tr|A0A6P5AI04|A0A6P5AI04_BRABE Hyaluronan and proteoglycan link protein 3-like OS=Branchiostoma belcheri OX=7741 GN=LOC109483009 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YRS0_A0A6P4YRS0_BRABE tr|A0A6P4YRS0|A0A6P4YRS0_BRABE Hyaluronan and proteoglycan link protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109471965 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YNX8_A0A6P4YNX8_BRABE tr|A0A6P4YNX8|A0A6P4YNX8_BRABE Hyaluronan and proteoglycan link protein 2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109475078 PE=4 SV=1
OG0000093	Stylophora_pistillata_Spis1325 Spis1325 SpisGene1325, Stylophora_pistillata_Spis1324 Spis1324 SpisGene1324	Branchiostoma_belcheri_tr_A0A6P5AZZ3_A0A6P5AZZ3_BRABE tr|A0A6P5AZZ3|A0A6P5AZZ3_BRABE Cystatin-B-like OS=Branchiostoma belcheri OX=7741 GN=LOC109488080 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5ADJ1_A0A6P5ADJ1_BRABE tr|A0A6P5ADJ1|A0A6P5ADJ1_BRABE Cystatin-B-like OS=Branchiostoma belcheri OX=7741 GN=LOC109488081 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5ANS3_A0A6P5ANS3_BRABE tr|A0A6P5ANS3|A0A6P5ANS3_BRABE Cystatin-B-like OS=Branchiostoma belcheri OX=7741 GN=LOC109488082 PE=3 SV=1
OG0000094	Stylophora_pistillata_Spis10117 Spis10117 SpisGene10117	Branchiostoma_belcheri_tr_A0A6P4ZV84_A0A6P4ZV84_BRABE tr|A0A6P4ZV84|A0A6P4ZV84_BRABE Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109477857 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YZX5_A0A6P4YZX5_BRABE tr|A0A6P4YZX5|A0A6P4YZX5_BRABE Leucine-rich repeat and calponin homology domain-containing protein 3-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109477857 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZZ32_A0A6P4ZZ32_BRABE tr|A0A6P4ZZ32|A0A6P4ZZ32_BRABE Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109477857 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZDS1_A0A6P4ZDS1_BRABE tr|A0A6P4ZDS1|A0A6P4ZDS1_BRABE Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109477857 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZZ36_A0A6P4ZZ36_BRABE tr|A0A6P4ZZ36|A0A6P4ZZ36_BRABE Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X7 OS=Branchiostoma belcheri OX=7741 GN=LOC109477857 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YZY0_A0A6P4YZY0_BRABE tr|A0A6P4YZY0|A0A6P4YZY0_BRABE Leucine-rich repeat and calponin homology domain-containing protein 1-like isoform X6 OS=Branchiostoma belcheri OX=7741 GN=LOC109477857 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZLE9_A0A6P4ZLE9_BRABE tr|A0A6P4ZLE9|A0A6P4ZLE9_BRABE Leucine-rich repeat and calponin homology domain-containing protein 3-like isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109477857 PE=4 SV=1
OG0000095	Stylophora_pistillata_Spis6340 Spis6340 SpisGene6340	Branchiostoma_belcheri_tr_A0A6P4YS67_A0A6P4YS67_BRABE tr|A0A6P4YS67|A0A6P4YS67_BRABE SPARC-related modular calcium-binding protein 1-like isoform X7 OS=Branchiostoma belcheri OX=7741 GN=LOC109470183 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Y6A7_A0A6P4Y6A7_BRABE tr|A0A6P4Y6A7|A0A6P4Y6A7_BRABE SPARC-related modular calcium-binding protein 1-like isoform X8 OS=Branchiostoma belcheri OX=7741 GN=LOC109470183 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z0I9_A0A6P4Z0I9_BRABE tr|A0A6P4Z0I9|A0A6P4Z0I9_BRABE SPARC-related modular calcium-binding protein 1-like isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109470183 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YS63_A0A6P4YS63_BRABE tr|A0A6P4YS63|A0A6P4YS63_BRABE SPARC-related modular calcium-binding protein 1-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109470183 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z0I4_A0A6P4Z0I4_BRABE tr|A0A6P4Z0I4|A0A6P4Z0I4_BRABE SPARC-related modular calcium-binding protein 1-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109470183 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z4P6_A0A6P4Z4P6_BRABE tr|A0A6P4Z4P6|A0A6P4Z4P6_BRABE SPARC-related modular calcium-binding protein 2-like isoform X9 OS=Branchiostoma belcheri OX=7741 GN=LOC109470183 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YJD4_A0A6P4YJD4_BRABE tr|A0A6P4YJD4|A0A6P4YJD4_BRABE SPARC-related modular calcium-binding protein 1-like isoform X6 OS=Branchiostoma belcheri OX=7741 GN=LOC109470183 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z4P3_A0A6P4Z4P3_BRABE tr|A0A6P4Z4P3|A0A6P4Z4P3_BRABE SPARC-related modular calcium-binding protein 1-like isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109470183 PE=4 SV=1
OG0000099	Stylophora_pistillata_Spis9375 Spis9375 SpisGene9375	Branchiostoma_belcheri_tr_A0A6P5ACW6_A0A6P5ACW6_BRABE tr|A0A6P5ACW6|A0A6P5ACW6_BRABE Uncharacterized protein LOC109487892 OS=Branchiostoma belcheri OX=7741 GN=LOC109487892 PE=4 SV=1
OG0000103	Stylophora_pistillata_Spis345 Spis345 SpisGene345	Branchiostoma_belcheri_tr_A0A6P4ZP08_A0A6P4ZP08_BRABE tr|A0A6P4ZP08|A0A6P4ZP08_BRABE Leucine-rich repeat-containing protein 49-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109480732 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZB28_A0A6P4ZB28_BRABE tr|A0A6P4ZB28|A0A6P4ZB28_BRABE Leucine-rich repeat-containing protein 49-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109480732 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZX20_A0A6P4ZX20_BRABE tr|A0A6P4ZX20|A0A6P4ZX20_BRABE Leucine-rich repeat-containing protein 49-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109480732 PE=4 SV=1
OG0000107	Stylophora_pistillata_Spis22278 Spis22278 SpisGene22278, Stylophora_pistillata_Spis19299 Spis19299 SpisGene19299, Stylophora_pistillata_Spis19296 Spis19296 SpisGene19296, Stylophora_pistillata_Spis16933 Spis16933 SpisGene16933, Stylophora_pistillata_Spis19297 Spis19297 SpisGene19297, Stylophora_pistillata_Spis9545 Spis9545 SpisGene9545, Stylophora_pistillata_Spis17361 Spis17361 SpisGene17361	Branchiostoma_belcheri_tr_A0A6P5AER7_A0A6P5AER7_BRABE tr|A0A6P5AER7|A0A6P5AER7_BRABE Uncharacterized protein LOC109482072 OS=Branchiostoma belcheri OX=7741 GN=LOC109482072 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A2B9_A0A6P5A2B9_BRABE tr|A0A6P5A2B9|A0A6P5A2B9_BRABE Uncharacterized protein LOC109484591 OS=Branchiostoma belcheri OX=7741 GN=LOC109484591 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZKT2_A0A6P4ZKT2_BRABE tr|A0A6P4ZKT2|A0A6P4ZKT2_BRABE Uncharacterized protein LOC109477683 OS=Branchiostoma belcheri OX=7741 GN=LOC109477683 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XRC3_A0A6P4XRC3_BRABE tr|A0A6P4XRC3|A0A6P4XRC3_BRABE Uncharacterized protein LOC109462516 OS=Branchiostoma belcheri OX=7741 GN=LOC109462516 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XDM8_A0A6P4XDM8_BRABE tr|A0A6P4XDM8|A0A6P4XDM8_BRABE Uncharacterized protein LOC109462534 OS=Branchiostoma belcheri OX=7741 GN=LOC109462534 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5AX71_A0A6P5AX71_BRABE tr|A0A6P5AX71|A0A6P5AX71_BRABE Uncharacterized protein LOC109487118 OS=Branchiostoma belcheri OX=7741 GN=LOC109487118 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4XRC8_A0A6P4XRC8_BRABE tr|A0A6P4XRC8|A0A6P4XRC8_BRABE Uncharacterized protein LOC109462522 OS=Branchiostoma belcheri OX=7741 GN=LOC109462522 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XVK3_A0A6P4XVK3_BRABE tr|A0A6P4XVK3|A0A6P4XVK3_BRABE Uncharacterized protein LOC109462508 OS=Branchiostoma belcheri OX=7741 GN=LOC109462508 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YDA7_A0A6P4YDA7_BRABE tr|A0A6P4YDA7|A0A6P4YDA7_BRABE Uncharacterized protein LOC109466754 OS=Branchiostoma belcheri OX=7741 GN=LOC109466754 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZSD1_A0A6P4ZSD1_BRABE tr|A0A6P4ZSD1|A0A6P4ZSD1_BRABE Uncharacterized protein LOC109481575 OS=Branchiostoma belcheri OX=7741 GN=LOC109481575 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P5A9D4_A0A6P5A9D4_BRABE tr|A0A6P5A9D4|A0A6P5A9D4_BRABE Uncharacterized protein LOC109481804 OS=Branchiostoma belcheri OX=7741 GN=LOC109481804 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZIY8_A0A6P4ZIY8_BRABE tr|A0A6P4ZIY8|A0A6P4ZIY8_BRABE LOW QUALITY PROTEIN_ uncharacterized protein LOC109482786 OS=Branchiostoma belcheri OX=7741 GN=LOC109482786 PE=4 SV=1
OG0000108	Stylophora_pistillata_Spis19217 Spis19217 SpisGene19217, Stylophora_pistillata_Spis24113 Spis24113 SpisGene24113, Stylophora_pistillata_Spis9090 Spis9090 SpisGene9090, Stylophora_pistillata_Spis2597 Spis2597 SpisGene2597, Stylophora_pistillata_Spis20288 Spis20288 SpisGene20288, Stylophora_pistillata_Spis16854 Spis16854 SpisGene16854, Stylophora_pistillata_Spis20289 Spis20289 SpisGene20289	Branchiostoma_belcheri_tr_A0A6P5AK25_A0A6P5AK25_BRABE tr|A0A6P5AK25|A0A6P5AK25_BRABE Collagen alpha-1_XII_ chain-like OS=Branchiostoma belcheri OX=7741 GN=LOC109484564 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YVA7_A0A6P4YVA7_BRABE tr|A0A6P4YVA7|A0A6P4YVA7_BRABE Cartilage matrix protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476735 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZUK3_A0A6P4ZUK3_BRABE tr|A0A6P4ZUK3|A0A6P4ZUK3_BRABE Collagen alpha-1_XII_ chain-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476714 PE=4 SV=1
OG0000111	Stylophora_pistillata_Spis10022 Spis10022 SpisGene10022, Stylophora_pistillata_Spis17894 Spis17894 SpisGene17894, Stylophora_pistillata_Spis4201 Spis4201 SpisGene4201, Stylophora_pistillata_Spis4199.t1 Spis4199.t1 SpisGene4199	Branchiostoma_belcheri_tr_A0A6P4XRN8_A0A6P4XRN8_BRABE tr|A0A6P4XRN8|A0A6P4XRN8_BRABE Activating transcription factor 7-interacting protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109462627 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YWE8_A0A6P4YWE8_BRABE tr|A0A6P4YWE8|A0A6P4YWE8_BRABE Activating transcription factor 7-interacting protein 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109471227 PE=4 SV=1
OG0000112	Stylophora_pistillata_Spis17656 Spis17656 SpisGene17656, Stylophora_pistillata_Spis8942 Spis8942 SpisGene8942	Branchiostoma_belcheri_tr_A0A6P4Z5B3_A0A6P4Z5B3_BRABE tr|A0A6P4Z5B3|A0A6P4Z5B3_BRABE LOW QUALITY PROTEIN_ heparanase-like OS=Branchiostoma belcheri OX=7741 GN=LOC109471425 PE=3 SV=1
OG0000113	Stylophora_pistillata_Spis9374 Spis9374 SpisGene9374	Branchiostoma_belcheri_tr_A0A6P4YHR3_A0A6P4YHR3_BRABE tr|A0A6P4YHR3|A0A6P4YHR3_BRABE Titin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465444 PE=4 SV=1
