Orthogroup	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Cnidaria_Anthozoa_Acropora_digitifera
OG0000054	Calvadosia_cruxmelitensis_Ccrux.Trinity.18828 Ccrux.Trinity.18828	Acropora_digitifera_adi_v1.13439 adi_v1.13439
OG0000054	Calvadosia_cruxmelitensis_Ccrux.Trinity.44030 Ccrux.Trinity.44030	Acropora_digitifera_adi_v1.00193 adi_v1.00193
OG0000056	Calvadosia_cruxmelitensis_Ccrux.Trinity.8879 Ccrux.Trinity.8879, Calvadosia_cruxmelitensis_Ccrux.Trinity.8881 Ccrux.Trinity.8881, Calvadosia_cruxmelitensis_Ccrux.Trinity.8877 Ccrux.Trinity.8877	Acropora_digitifera_adi_v1.22521 adi_v1.22521
OG0000058	Calvadosia_cruxmelitensis_Ccrux.Trinity.59160 Ccrux.Trinity.59160	Acropora_digitifera_adi_v1.10518 adi_v1.10518
OG0000058	Calvadosia_cruxmelitensis_Ccrux.Trinity.13824 Ccrux.Trinity.13824	Acropora_digitifera_adi_v1.09748 adi_v1.09748, Acropora_digitifera_adi_v1.20259 adi_v1.20259, Acropora_digitifera_adi_v1.06948 adi_v1.06948, Acropora_digitifera_adi_v1.13941 adi_v1.13941
OG0000058	Calvadosia_cruxmelitensis_Ccrux.Trinity.49285 Ccrux.Trinity.49285, Calvadosia_cruxmelitensis_Ccrux.Trinity.49278 Ccrux.Trinity.49278	Acropora_digitifera_adi_v1.10945 adi_v1.10945
OG0000058	Calvadosia_cruxmelitensis_Ccrux.Trinity.29253 Ccrux.Trinity.29253, Calvadosia_cruxmelitensis_Ccrux.Trinity.29254 Ccrux.Trinity.29254	Acropora_digitifera_adi_v1.09968 adi_v1.09968
OG0000062	Calvadosia_cruxmelitensis_Ccrux.Trinity.31247 Ccrux.Trinity.31247, Calvadosia_cruxmelitensis_Ccrux.Trinity.31254 Ccrux.Trinity.31254, Calvadosia_cruxmelitensis_Ccrux.Trinity.71180 Ccrux.Trinity.71180	Acropora_digitifera_adi_v1.19726 adi_v1.19726
OG0000062	Calvadosia_cruxmelitensis_Ccrux.Trinity.11108 Ccrux.Trinity.11108, Calvadosia_cruxmelitensis_Ccrux.Trinity.59633 Ccrux.Trinity.59633	Acropora_digitifera_adi_v1.20013 adi_v1.20013
OG0000064	Calvadosia_cruxmelitensis_Ccrux.Trinity.62793 Ccrux.Trinity.62793	Acropora_digitifera_adi_v1.06463 adi_v1.06463, Acropora_digitifera_adi_v1.10842 adi_v1.10842
OG0000065	Calvadosia_cruxmelitensis_Ccrux.Trinity.465 Ccrux.Trinity.465	Acropora_digitifera_adi_v1.01898 adi_v1.01898, Acropora_digitifera_adi_v1.06117 adi_v1.06117, Acropora_digitifera_adi_v1.06118 adi_v1.06118
OG0000067	Calvadosia_cruxmelitensis_Ccrux.Trinity.16755 Ccrux.Trinity.16755, Calvadosia_cruxmelitensis_Ccrux.Trinity.48977 Ccrux.Trinity.48977, Calvadosia_cruxmelitensis_Ccrux.Trinity.48979 Ccrux.Trinity.48979, Calvadosia_cruxmelitensis_Ccrux.Trinity.48975 Ccrux.Trinity.48975, Calvadosia_cruxmelitensis_Ccrux.Trinity.16756 Ccrux.Trinity.16756, Calvadosia_cruxmelitensis_Ccrux.Trinity.16757 Ccrux.Trinity.16757, Calvadosia_cruxmelitensis_Ccrux.Trinity.16758 Ccrux.Trinity.16758, Calvadosia_cruxmelitensis_Ccrux.Trinity.52098 Ccrux.Trinity.52098, Calvadosia_cruxmelitensis_Ccrux.Trinity.63548 Ccrux.Trinity.63548, Calvadosia_cruxmelitensis_Ccrux.Trinity.6190 Ccrux.Trinity.6190	Acropora_digitifera_adi_v1.02251 adi_v1.02251, Acropora_digitifera_adi_v1.11440 adi_v1.11440
OG0000070	Calvadosia_cruxmelitensis_Ccrux.Trinity.7303 Ccrux.Trinity.7303, Calvadosia_cruxmelitensis_Ccrux.Trinity.7302 Ccrux.Trinity.7302	Acropora_digitifera_adi_v1.23658 adi_v1.23658, Acropora_digitifera_adi_v1.06768 adi_v1.06768
OG0000070	Calvadosia_cruxmelitensis_Ccrux.Trinity.11503 Ccrux.Trinity.11503, Calvadosia_cruxmelitensis_Ccrux.Trinity.11506 Ccrux.Trinity.11506, Calvadosia_cruxmelitensis_Ccrux.Trinity.11509 Ccrux.Trinity.11509	Acropora_digitifera_adi_v1.05628 adi_v1.05628
OG0000075	Calvadosia_cruxmelitensis_Ccrux.Trinity.44444 Ccrux.Trinity.44444, Calvadosia_cruxmelitensis_Ccrux.Trinity.25831 Ccrux.Trinity.25831, Calvadosia_cruxmelitensis_Ccrux.Trinity.19178 Ccrux.Trinity.19178	Acropora_digitifera_adi_v1.02324 adi_v1.02324
OG0000075	Calvadosia_cruxmelitensis_Ccrux.Trinity.39620 Ccrux.Trinity.39620, Calvadosia_cruxmelitensis_Ccrux.Trinity.39617 Ccrux.Trinity.39617, Calvadosia_cruxmelitensis_Ccrux.Trinity.39619 Ccrux.Trinity.39619, Calvadosia_cruxmelitensis_Ccrux.Trinity.20222 Ccrux.Trinity.20222	Acropora_digitifera_adi_v1.05194 adi_v1.05194, Acropora_digitifera_adi_v1.05678 adi_v1.05678
OG0000080	Calvadosia_cruxmelitensis_Ccrux.Trinity.5691 Ccrux.Trinity.5691	Acropora_digitifera_adi_v1.23049 adi_v1.23049
OG0000081	Calvadosia_cruxmelitensis_Ccrux.Trinity.39810 Ccrux.Trinity.39810, Calvadosia_cruxmelitensis_Ccrux.Trinity.39813 Ccrux.Trinity.39813, Calvadosia_cruxmelitensis_Ccrux.Trinity.39808 Ccrux.Trinity.39808	Acropora_digitifera_adi_v1.14148 adi_v1.14148
OG0000082	Calvadosia_cruxmelitensis_Ccrux.Trinity.39763 Ccrux.Trinity.39763, Calvadosia_cruxmelitensis_Ccrux.Trinity.39765 Ccrux.Trinity.39765	Acropora_digitifera_adi_v1.10757 adi_v1.10757, Acropora_digitifera_adi_v1.19272 adi_v1.19272, Acropora_digitifera_adi_v1.08091 adi_v1.08091, Acropora_digitifera_adi_v1.08090 adi_v1.08090, Acropora_digitifera_adi_v1.03875 adi_v1.03875, Acropora_digitifera_adi_v1.23202 adi_v1.23202, Acropora_digitifera_adi_v1.03874 adi_v1.03874, Acropora_digitifera_adi_v1.03249 adi_v1.03249, Acropora_digitifera_adi_v1.22782 adi_v1.22782, Acropora_digitifera_adi_v1.00154 adi_v1.00154, Acropora_digitifera_adi_v1.00928 adi_v1.00928, Acropora_digitifera_adi_v1.17031 adi_v1.17031
OG0000083	Calvadosia_cruxmelitensis_Ccrux.Trinity.17144 Ccrux.Trinity.17144	Acropora_digitifera_adi_v1.06821 adi_v1.06821
OG0000086	Calvadosia_cruxmelitensis_Ccrux.Trinity.41676 Ccrux.Trinity.41676	Acropora_digitifera_adi_v1.15258 adi_v1.15258, Acropora_digitifera_adi_v1.22996 adi_v1.22996, Acropora_digitifera_adi_v1.19997 adi_v1.19997
OG0000087	Calvadosia_cruxmelitensis_Ccrux.Trinity.24305 Ccrux.Trinity.24305	Acropora_digitifera_adi_v1.01106 adi_v1.01106
OG0000088	Calvadosia_cruxmelitensis_Ccrux.Trinity.51932 Ccrux.Trinity.51932	Acropora_digitifera_adi_v1.01059 adi_v1.01059
OG0000089	Calvadosia_cruxmelitensis_Ccrux.Trinity.31544 Ccrux.Trinity.31544, Calvadosia_cruxmelitensis_Ccrux.Trinity.31553 Ccrux.Trinity.31553, Calvadosia_cruxmelitensis_Ccrux.Trinity.31550 Ccrux.Trinity.31550, Calvadosia_cruxmelitensis_Ccrux.Trinity.31548 Ccrux.Trinity.31548, Calvadosia_cruxmelitensis_Ccrux.Trinity.31555 Ccrux.Trinity.31555	Acropora_digitifera_adi_v1.01316 adi_v1.01316
OG0000092	Calvadosia_cruxmelitensis_Ccrux.Trinity.32655 Ccrux.Trinity.32655	Acropora_digitifera_adi_v1.06183 adi_v1.06183
OG0000092	Calvadosia_cruxmelitensis_Ccrux.Trinity.54241 Ccrux.Trinity.54241, Calvadosia_cruxmelitensis_Ccrux.Trinity.54240 Ccrux.Trinity.54240, Calvadosia_cruxmelitensis_Ccrux.Trinity.68522 Ccrux.Trinity.68522, Calvadosia_cruxmelitensis_Ccrux.Trinity.23384 Ccrux.Trinity.23384	Acropora_digitifera_adi_v1.12295 adi_v1.12295, Acropora_digitifera_adi_v1.12296 adi_v1.12296, Acropora_digitifera_adi_v1.12926 adi_v1.12926
OG0000093	Calvadosia_cruxmelitensis_Ccrux.Trinity.53582 Ccrux.Trinity.53582	Acropora_digitifera_adi_v1.22486 adi_v1.22486, Acropora_digitifera_adi_v1.07717 adi_v1.07717, Acropora_digitifera_adi_v1.18858 adi_v1.18858
OG0000094	Calvadosia_cruxmelitensis_Ccrux.Trinity.28928 Ccrux.Trinity.28928, Calvadosia_cruxmelitensis_Ccrux.Trinity.28927 Ccrux.Trinity.28927	Acropora_digitifera_adi_v1.13477 adi_v1.13477
OG0000099	Calvadosia_cruxmelitensis_Ccrux.Trinity.52958 Ccrux.Trinity.52958, Calvadosia_cruxmelitensis_Ccrux.Trinity.33686 Ccrux.Trinity.33686, Calvadosia_cruxmelitensis_Ccrux.Trinity.27689 Ccrux.Trinity.27689	Acropora_digitifera_adi_v1.10436 adi_v1.10436, Acropora_digitifera_adi_v1.10437 adi_v1.10437
OG0000100	Calvadosia_cruxmelitensis_Ccrux.Trinity.50179 Ccrux.Trinity.50179, Calvadosia_cruxmelitensis_Ccrux.Trinity.50182 Ccrux.Trinity.50182	Acropora_digitifera_adi_v1.11601 adi_v1.11601
OG0000100	Calvadosia_cruxmelitensis_Ccrux.Trinity.712 Ccrux.Trinity.712, Calvadosia_cruxmelitensis_Ccrux.Trinity.705 Ccrux.Trinity.705	Acropora_digitifera_adi_v1.11599 adi_v1.11599
OG0000101	Calvadosia_cruxmelitensis_Ccrux.Trinity.38805 Ccrux.Trinity.38805, Calvadosia_cruxmelitensis_Ccrux.Trinity.38803 Ccrux.Trinity.38803	Acropora_digitifera_adi_v1.04659 adi_v1.04659
OG0000103	Calvadosia_cruxmelitensis_Ccrux.Trinity.37402 Ccrux.Trinity.37402, Calvadosia_cruxmelitensis_Ccrux.Trinity.37397 Ccrux.Trinity.37397, Calvadosia_cruxmelitensis_Ccrux.Trinity.37401 Ccrux.Trinity.37401, Calvadosia_cruxmelitensis_Ccrux.Trinity.37399 Ccrux.Trinity.37399, Calvadosia_cruxmelitensis_Ccrux.Trinity.37394 Ccrux.Trinity.37394, Calvadosia_cruxmelitensis_Ccrux.Trinity.37396 Ccrux.Trinity.37396, Calvadosia_cruxmelitensis_Ccrux.Trinity.37400 Ccrux.Trinity.37400, Calvadosia_cruxmelitensis_Ccrux.Trinity.37395 Ccrux.Trinity.37395	Acropora_digitifera_adi_v1.12265 adi_v1.12265
OG0000111	Calvadosia_cruxmelitensis_Ccrux.Trinity.19361 Ccrux.Trinity.19361	Acropora_digitifera_adi_v1.05777 adi_v1.05777, Acropora_digitifera_adi_v1.15937 adi_v1.15937, Acropora_digitifera_adi_v1.05774 adi_v1.05774, Acropora_digitifera_adi_v1.05775 adi_v1.05775
OG0000112	Calvadosia_cruxmelitensis_Ccrux.Trinity.11290 Ccrux.Trinity.11290	Acropora_digitifera_adi_v1.23845 adi_v1.23845, Acropora_digitifera_adi_v1.09025 adi_v1.09025
OG0000113	Calvadosia_cruxmelitensis_Ccrux.Trinity.47143 Ccrux.Trinity.47143, Calvadosia_cruxmelitensis_Ccrux.Trinity.47144 Ccrux.Trinity.47144, Calvadosia_cruxmelitensis_Ccrux.Trinity.47147 Ccrux.Trinity.47147, Calvadosia_cruxmelitensis_Ccrux.Trinity.47146 Ccrux.Trinity.47146, Calvadosia_cruxmelitensis_Ccrux.Trinity.47141 Ccrux.Trinity.47141	Acropora_digitifera_adi_v1.13246 adi_v1.13246
OG0000116	Calvadosia_cruxmelitensis_Ccrux.Trinity.23713 Ccrux.Trinity.23713	Acropora_digitifera_adi_v1.04201 adi_v1.04201, Acropora_digitifera_adi_v1.00669 adi_v1.00669, Acropora_digitifera_adi_v1.04200 adi_v1.04200, Acropora_digitifera_adi_v1.00670 adi_v1.00670, Acropora_digitifera_adi_v1.22020 adi_v1.22020
OG0000119	Calvadosia_cruxmelitensis_Ccrux.Trinity.19669 Ccrux.Trinity.19669	Acropora_digitifera_adi_v1.12204 adi_v1.12204
OG0000120	Calvadosia_cruxmelitensis_Ccrux.Trinity.62450 Ccrux.Trinity.62450	Acropora_digitifera_adi_v1.22301 adi_v1.22301
OG0000121	Calvadosia_cruxmelitensis_Ccrux.Trinity.32374 Ccrux.Trinity.32374, Calvadosia_cruxmelitensis_Ccrux.Trinity.32373 Ccrux.Trinity.32373	Acropora_digitifera_adi_v1.07477 adi_v1.07477, Acropora_digitifera_adi_v1.03736 adi_v1.03736
OG0000122	Calvadosia_cruxmelitensis_Ccrux.Trinity.2403 Ccrux.Trinity.2403	Acropora_digitifera_adi_v1.02556 adi_v1.02556
OG0000131	Calvadosia_cruxmelitensis_Ccrux.Trinity.39346 Ccrux.Trinity.39346, Calvadosia_cruxmelitensis_Ccrux.Trinity.39349 Ccrux.Trinity.39349	Acropora_digitifera_adi_v1.13891 adi_v1.13891
OG0000133	Calvadosia_cruxmelitensis_Ccrux.Trinity.23770 Ccrux.Trinity.23770	Acropora_digitifera_adi_v1.13517 adi_v1.13517
OG0000138	Calvadosia_cruxmelitensis_Ccrux.Trinity.24844 Ccrux.Trinity.24844, Calvadosia_cruxmelitensis_Ccrux.Trinity.24845 Ccrux.Trinity.24845	Acropora_digitifera_adi_v1.12878 adi_v1.12878
OG0000150	Calvadosia_cruxmelitensis_Ccrux.Trinity.70441 Ccrux.Trinity.70441	Acropora_digitifera_adi_v1.12343 adi_v1.12343
OG0000152	Calvadosia_cruxmelitensis_Ccrux.Trinity.35323 Ccrux.Trinity.35323	Acropora_digitifera_adi_v1.16224 adi_v1.16224
OG0000154	Calvadosia_cruxmelitensis_Ccrux.Trinity.71132 Ccrux.Trinity.71132	Acropora_digitifera_adi_v1.09531 adi_v1.09531
OG0000156	Calvadosia_cruxmelitensis_Ccrux.Trinity.38048 Ccrux.Trinity.38048, Calvadosia_cruxmelitensis_Ccrux.Trinity.38045 Ccrux.Trinity.38045, Calvadosia_cruxmelitensis_Ccrux.Trinity.38037 Ccrux.Trinity.38037, Calvadosia_cruxmelitensis_Ccrux.Trinity.38043 Ccrux.Trinity.38043	Acropora_digitifera_adi_v1.15791 adi_v1.15791
OG0000158	Calvadosia_cruxmelitensis_Ccrux.Trinity.60636 Ccrux.Trinity.60636, Calvadosia_cruxmelitensis_Ccrux.Trinity.68887 Ccrux.Trinity.68887	Acropora_digitifera_adi_v1.24509 adi_v1.24509
OG0000158	Calvadosia_cruxmelitensis_Ccrux.Trinity.14337 Ccrux.Trinity.14337	Acropora_digitifera_adi_v1.14301 adi_v1.14301, Acropora_digitifera_adi_v1.14565 adi_v1.14565
OG0000160	Calvadosia_cruxmelitensis_Ccrux.Trinity.68883 Ccrux.Trinity.68883	Acropora_digitifera_adi_v1.14572 adi_v1.14572
OG0000165	Calvadosia_cruxmelitensis_Ccrux.Trinity.5581 Ccrux.Trinity.5581, Calvadosia_cruxmelitensis_Ccrux.Trinity.5580 Ccrux.Trinity.5580	Acropora_digitifera_adi_v1.19692 adi_v1.19692
OG0000176	Calvadosia_cruxmelitensis_Ccrux.Trinity.37744 Ccrux.Trinity.37744, Calvadosia_cruxmelitensis_Ccrux.Trinity.37742 Ccrux.Trinity.37742, Calvadosia_cruxmelitensis_Ccrux.Trinity.37741 Ccrux.Trinity.37741	Acropora_digitifera_adi_v1.05518 adi_v1.05518
OG0000188	Calvadosia_cruxmelitensis_Ccrux.Trinity.32219 Ccrux.Trinity.32219, Calvadosia_cruxmelitensis_Ccrux.Trinity.32218 Ccrux.Trinity.32218	Acropora_digitifera_adi_v1.11206 adi_v1.11206, Acropora_digitifera_adi_v1.09473 adi_v1.09473, Acropora_digitifera_adi_v1.16003 adi_v1.16003, Acropora_digitifera_adi_v1.19717 adi_v1.19717, Acropora_digitifera_adi_v1.11466 adi_v1.11466, Acropora_digitifera_adi_v1.20726 adi_v1.20726
OG0000193	Calvadosia_cruxmelitensis_Ccrux.Trinity.15283 Ccrux.Trinity.15283, Calvadosia_cruxmelitensis_Ccrux.Trinity.15279 Ccrux.Trinity.15279	Acropora_digitifera_adi_v1.08763 adi_v1.08763
OG0000194	Calvadosia_cruxmelitensis_Ccrux.Trinity.4794 Ccrux.Trinity.4794, Calvadosia_cruxmelitensis_Ccrux.Trinity.4793 Ccrux.Trinity.4793	Acropora_digitifera_adi_v1.00469 adi_v1.00469
OG0000195	Calvadosia_cruxmelitensis_Ccrux.Trinity.44374 Ccrux.Trinity.44374, Calvadosia_cruxmelitensis_Ccrux.Trinity.44376 Ccrux.Trinity.44376, Calvadosia_cruxmelitensis_Ccrux.Trinity.44372 Ccrux.Trinity.44372	Acropora_digitifera_adi_v1.01290 adi_v1.01290
OG0000197	Calvadosia_cruxmelitensis_Ccrux.Trinity.32048 Ccrux.Trinity.32048, Calvadosia_cruxmelitensis_Ccrux.Trinity.32050 Ccrux.Trinity.32050, Calvadosia_cruxmelitensis_Ccrux.Trinity.32047 Ccrux.Trinity.32047, Calvadosia_cruxmelitensis_Ccrux.Trinity.32046 Ccrux.Trinity.32046, Calvadosia_cruxmelitensis_Ccrux.Trinity.32049 Ccrux.Trinity.32049, Calvadosia_cruxmelitensis_Ccrux.Trinity.32051 Ccrux.Trinity.32051	Acropora_digitifera_adi_v1.04732 adi_v1.04732, Acropora_digitifera_adi_v1.16918 adi_v1.16918
OG0000200	Calvadosia_cruxmelitensis_Ccrux.Trinity.18866 Ccrux.Trinity.18866	Acropora_digitifera_adi_v1.07516 adi_v1.07516
OG0000201	Calvadosia_cruxmelitensis_Ccrux.Trinity.26513 Ccrux.Trinity.26513, Calvadosia_cruxmelitensis_Ccrux.Trinity.26511 Ccrux.Trinity.26511	Acropora_digitifera_adi_v1.11496 adi_v1.11496
OG0000203	Calvadosia_cruxmelitensis_Ccrux.Trinity.69582 Ccrux.Trinity.69582	Acropora_digitifera_adi_v1.04333 adi_v1.04333
OG0000209	Calvadosia_cruxmelitensis_Ccrux.Trinity.28583 Ccrux.Trinity.28583, Calvadosia_cruxmelitensis_Ccrux.Trinity.28580 Ccrux.Trinity.28580	Acropora_digitifera_adi_v1.07265 adi_v1.07265
OG0000210	Calvadosia_cruxmelitensis_Ccrux.Trinity.21750 Ccrux.Trinity.21750	Acropora_digitifera_adi_v1.01691 adi_v1.01691
OG0000211	Calvadosia_cruxmelitensis_Ccrux.Trinity.22700 Ccrux.Trinity.22700, Calvadosia_cruxmelitensis_Ccrux.Trinity.22695 Ccrux.Trinity.22695, Calvadosia_cruxmelitensis_Ccrux.Trinity.22699 Ccrux.Trinity.22699, Calvadosia_cruxmelitensis_Ccrux.Trinity.22697 Ccrux.Trinity.22697	Acropora_digitifera_adi_v1.01976 adi_v1.01976
OG0000212	Calvadosia_cruxmelitensis_Ccrux.Trinity.29726 Ccrux.Trinity.29726, Calvadosia_cruxmelitensis_Ccrux.Trinity.29725 Ccrux.Trinity.29725, Calvadosia_cruxmelitensis_Ccrux.Trinity.29724 Ccrux.Trinity.29724	Acropora_digitifera_adi_v1.12729 adi_v1.12729
OG0000213	Calvadosia_cruxmelitensis_Ccrux.Trinity.38933 Ccrux.Trinity.38933	Acropora_digitifera_adi_v1.16428 adi_v1.16428
OG0000219	Calvadosia_cruxmelitensis_Ccrux.Trinity.33717 Ccrux.Trinity.33717, Calvadosia_cruxmelitensis_Ccrux.Trinity.33715 Ccrux.Trinity.33715	Acropora_digitifera_adi_v1.15112 adi_v1.15112
OG0000229	Calvadosia_cruxmelitensis_Ccrux.Trinity.74101 Ccrux.Trinity.74101	Acropora_digitifera_adi_v1.02366 adi_v1.02366
OG0000230	Calvadosia_cruxmelitensis_Ccrux.Trinity.62505 Ccrux.Trinity.62505	Acropora_digitifera_adi_v1.19552 adi_v1.19552
OG0000231	Calvadosia_cruxmelitensis_Ccrux.Trinity.52579 Ccrux.Trinity.52579	Acropora_digitifera_adi_v1.01923 adi_v1.01923
OG0000235	Calvadosia_cruxmelitensis_Ccrux.Trinity.13886 Ccrux.Trinity.13886, Calvadosia_cruxmelitensis_Ccrux.Trinity.13884 Ccrux.Trinity.13884	Acropora_digitifera_adi_v1.14371 adi_v1.14371, Acropora_digitifera_adi_v1.18016 adi_v1.18016
OG0000248	Calvadosia_cruxmelitensis_Ccrux.Trinity.26843 Ccrux.Trinity.26843	Acropora_digitifera_adi_v1.13105 adi_v1.13105, Acropora_digitifera_adi_v1.15930 adi_v1.15930
OG0000262	Calvadosia_cruxmelitensis_Ccrux.Trinity.21639 Ccrux.Trinity.21639, Calvadosia_cruxmelitensis_Ccrux.Trinity.21638 Ccrux.Trinity.21638, Calvadosia_cruxmelitensis_Ccrux.Trinity.21636 Ccrux.Trinity.21636	Acropora_digitifera_adi_v1.05811 adi_v1.05811
OG0000263	Calvadosia_cruxmelitensis_Ccrux.Trinity.71540 Ccrux.Trinity.71540	Acropora_digitifera_adi_v1.16241 adi_v1.16241
OG0000265	Calvadosia_cruxmelitensis_Ccrux.Trinity.72800 Ccrux.Trinity.72800, Calvadosia_cruxmelitensis_Ccrux.Trinity.72796 Ccrux.Trinity.72796	Acropora_digitifera_adi_v1.10611 adi_v1.10611
OG0000267	Calvadosia_cruxmelitensis_Ccrux.Trinity.26944 Ccrux.Trinity.26944, Calvadosia_cruxmelitensis_Ccrux.Trinity.26946 Ccrux.Trinity.26946, Calvadosia_cruxmelitensis_Ccrux.Trinity.26947 Ccrux.Trinity.26947, Calvadosia_cruxmelitensis_Ccrux.Trinity.7421 Ccrux.Trinity.7421	Acropora_digitifera_adi_v1.17264 adi_v1.17264
OG0000272	Calvadosia_cruxmelitensis_Ccrux.Trinity.2582 Ccrux.Trinity.2582, Calvadosia_cruxmelitensis_Ccrux.Trinity.2580 Ccrux.Trinity.2580, Calvadosia_cruxmelitensis_Ccrux.Trinity.16987 Ccrux.Trinity.16987	Acropora_digitifera_adi_v1.06359 adi_v1.06359
OG0000278	Calvadosia_cruxmelitensis_Ccrux.Trinity.42455 Ccrux.Trinity.42455, Calvadosia_cruxmelitensis_Ccrux.Trinity.42451 Ccrux.Trinity.42451, Calvadosia_cruxmelitensis_Ccrux.Trinity.42450 Ccrux.Trinity.42450	Acropora_digitifera_adi_v1.22204 adi_v1.22204, Acropora_digitifera_adi_v1.13778 adi_v1.13778
OG0000279	Calvadosia_cruxmelitensis_Ccrux.Trinity.69771 Ccrux.Trinity.69771	Acropora_digitifera_adi_v1.07445 adi_v1.07445
OG0000279	Calvadosia_cruxmelitensis_Ccrux.Trinity.60900 Ccrux.Trinity.60900	Acropora_digitifera_adi_v1.06393 adi_v1.06393
OG0000280	Calvadosia_cruxmelitensis_Ccrux.Trinity.40430 Ccrux.Trinity.40430, Calvadosia_cruxmelitensis_Ccrux.Trinity.40434 Ccrux.Trinity.40434, Calvadosia_cruxmelitensis_Ccrux.Trinity.40433 Ccrux.Trinity.40433, Calvadosia_cruxmelitensis_Ccrux.Trinity.40427 Ccrux.Trinity.40427	Acropora_digitifera_adi_v1.17062 adi_v1.17062, Acropora_digitifera_adi_v1.17327 adi_v1.17327
OG0000282	Calvadosia_cruxmelitensis_Ccrux.Trinity.62444 Ccrux.Trinity.62444	Acropora_digitifera_adi_v1.06060 adi_v1.06060, Acropora_digitifera_adi_v1.20668 adi_v1.20668
OG0000285	Calvadosia_cruxmelitensis_Ccrux.Trinity.73336 Ccrux.Trinity.73336	Acropora_digitifera_adi_v1.02142 adi_v1.02142
OG0000285	Calvadosia_cruxmelitensis_Ccrux.Trinity.63015 Ccrux.Trinity.63015	Acropora_digitifera_adi_v1.05812 adi_v1.05812
OG0000286	Calvadosia_cruxmelitensis_Ccrux.Trinity.21233 Ccrux.Trinity.21233	Acropora_digitifera_adi_v1.11445 adi_v1.11445
OG0000301	Calvadosia_cruxmelitensis_Ccrux.Trinity.17255 Ccrux.Trinity.17255, Calvadosia_cruxmelitensis_Ccrux.Trinity.17261 Ccrux.Trinity.17261, Calvadosia_cruxmelitensis_Ccrux.Trinity.17258 Ccrux.Trinity.17258	Acropora_digitifera_adi_v1.03319 adi_v1.03319
OG0000303	Calvadosia_cruxmelitensis_Ccrux.Trinity.8886 Ccrux.Trinity.8886	Acropora_digitifera_adi_v1.12162 adi_v1.12162
OG0000318	Calvadosia_cruxmelitensis_Ccrux.Trinity.798 Ccrux.Trinity.798	Acropora_digitifera_adi_v1.15381 adi_v1.15381
OG0000322	Calvadosia_cruxmelitensis_Ccrux.Trinity.23670 Ccrux.Trinity.23670, Calvadosia_cruxmelitensis_Ccrux.Trinity.23672 Ccrux.Trinity.23672, Calvadosia_cruxmelitensis_Ccrux.Trinity.23668 Ccrux.Trinity.23668	Acropora_digitifera_adi_v1.15530 adi_v1.15530
OG0000330	Calvadosia_cruxmelitensis_Ccrux.Trinity.6820 Ccrux.Trinity.6820, Calvadosia_cruxmelitensis_Ccrux.Trinity.6824 Ccrux.Trinity.6824	Acropora_digitifera_adi_v1.12128 adi_v1.12128
OG0000331	Calvadosia_cruxmelitensis_Ccrux.Trinity.35604 Ccrux.Trinity.35604, Calvadosia_cruxmelitensis_Ccrux.Trinity.49894 Ccrux.Trinity.49894, Calvadosia_cruxmelitensis_Ccrux.Trinity.49893 Ccrux.Trinity.49893	Acropora_digitifera_adi_v1.23613 adi_v1.23613
OG0000398	Calvadosia_cruxmelitensis_Ccrux.Trinity.16174 Ccrux.Trinity.16174, Calvadosia_cruxmelitensis_Ccrux.Trinity.16173 Ccrux.Trinity.16173	Acropora_digitifera_adi_v1.12872 adi_v1.12872, Acropora_digitifera_adi_v1.00722 adi_v1.00722
OG0000399	Calvadosia_cruxmelitensis_Ccrux.Trinity.22814 Ccrux.Trinity.22814, Calvadosia_cruxmelitensis_Ccrux.Trinity.22808 Ccrux.Trinity.22808, Calvadosia_cruxmelitensis_Ccrux.Trinity.22816 Ccrux.Trinity.22816	Acropora_digitifera_adi_v1.23383 adi_v1.23383
OG0000418	Calvadosia_cruxmelitensis_Ccrux.Trinity.68019 Ccrux.Trinity.68019, Calvadosia_cruxmelitensis_Ccrux.Trinity.14126 Ccrux.Trinity.14126	Acropora_digitifera_adi_v1.12068 adi_v1.12068
OG0000434	Calvadosia_cruxmelitensis_Ccrux.Trinity.6566 Ccrux.Trinity.6566, Calvadosia_cruxmelitensis_Ccrux.Trinity.6567 Ccrux.Trinity.6567	Acropora_digitifera_adi_v1.00931 adi_v1.00931
OG0000436	Calvadosia_cruxmelitensis_Ccrux.Trinity.52043 Ccrux.Trinity.52043	Acropora_digitifera_adi_v1.07628 adi_v1.07628
OG0000476	Calvadosia_cruxmelitensis_Ccrux.Trinity.1151 Ccrux.Trinity.1151	Acropora_digitifera_adi_v1.02351 adi_v1.02351
OG0000530	Calvadosia_cruxmelitensis_Ccrux.Trinity.9022 Ccrux.Trinity.9022, Calvadosia_cruxmelitensis_Ccrux.Trinity.9017 Ccrux.Trinity.9017, Calvadosia_cruxmelitensis_Ccrux.Trinity.18102 Ccrux.Trinity.18102, Calvadosia_cruxmelitensis_Ccrux.Trinity.73196 Ccrux.Trinity.73196	Acropora_digitifera_adi_v1.06942 adi_v1.06942
OG0000533	Calvadosia_cruxmelitensis_Ccrux.Trinity.6989 Ccrux.Trinity.6989, Calvadosia_cruxmelitensis_Ccrux.Trinity.11499 Ccrux.Trinity.11499	Acropora_digitifera_adi_v1.16707 adi_v1.16707
