Orthogroup	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Chordata_Vertebrata_Danio_rerio
OG0000081	Calvadosia_cruxmelitensis_Ccrux.Trinity.39810 Ccrux.Trinity.39810, Calvadosia_cruxmelitensis_Ccrux.Trinity.39813 Ccrux.Trinity.39813, Calvadosia_cruxmelitensis_Ccrux.Trinity.39808 Ccrux.Trinity.39808	Danio_rerio_sp_Q7SXF6_CREL2_DANRE sp|Q7SXF6|CREL2_DANRE Cysteine-rich with EGF-like domain protein 2 OS=Danio rerio OX=7955 GN=creld2 PE=2 SV=2
OG0000083	Calvadosia_cruxmelitensis_Ccrux.Trinity.17144 Ccrux.Trinity.17144	Danio_rerio_tr_A0A8M1NJV4_A0A8M1NJV4_DANRE tr|A0A8M1NJV4|A0A8M1NJV4_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=si_dkey-20d21.13 PE=3 SV=1, Danio_rerio_tr_Q29RC1_Q29RC1_DANRE tr|Q29RC1|Q29RC1_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=hyal1 PE=2 SV=1, Danio_rerio_tr_A1L264_A1L264_DANRE tr|A1L264|A1L264_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=zgc_158668 PE=2 SV=1, Danio_rerio_tr_X1WD16_X1WD16_DANRE tr|X1WD16|X1WD16_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=LOC108181664 PE=3 SV=1, Danio_rerio_tr_A1L235_A1L235_DANRE tr|A1L235|A1L235_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=zgc_158626 PE=2 SV=1, Danio_rerio_tr_A0A8M3ATS4_A0A8M3ATS4_DANRE tr|A0A8M3ATS4|A0A8M3ATS4_DANRE Hyaluronidase OS=Danio rerio OX=7955 GN=hyal2a PE=3 SV=1
OG0000084	Calvadosia_cruxmelitensis_Ccrux.Trinity.35548 Ccrux.Trinity.35548, Calvadosia_cruxmelitensis_Ccrux.Trinity.35549 Ccrux.Trinity.35549, Calvadosia_cruxmelitensis_Ccrux.Trinity.35546 Ccrux.Trinity.35546	Danio_rerio_tr_B0S8G5_B0S8G5_DANRE tr|B0S8G5|B0S8G5_DANRE Col18a1 protein OS=Danio rerio OX=7955 GN=col18a1 PE=1 SV=1
OG0000088	Calvadosia_cruxmelitensis_Ccrux.Trinity.51932 Ccrux.Trinity.51932	Danio_rerio_tr_O42111_O42111_DANRE tr|O42111|O42111_DANRE MINDIN1 OS=Danio rerio OX=7955 GN=mindin1 PE=2 SV=1, Danio_rerio_tr_Q0V935_Q0V935_DANRE tr|Q0V935|Q0V935_DANRE Spon2b protein OS=Danio rerio OX=7955 GN=etID309958.14 PE=2 SV=1, Danio_rerio_tr_O42114_O42114_DANRE tr|O42114|O42114_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=cb1051 PE=2 SV=1, Danio_rerio_tr_F1R2Z9_F1R2Z9_DANRE tr|F1R2Z9|F1R2Z9_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=F-spondin2 PE=4 SV=3, Danio_rerio_tr_O42113_O42113_DANRE tr|O42113|O42113_DANRE Spondin-1 OS=Danio rerio OX=7955 GN=F-spondin1 PE=2 SV=1
OG0000089	Calvadosia_cruxmelitensis_Ccrux.Trinity.31544 Ccrux.Trinity.31544, Calvadosia_cruxmelitensis_Ccrux.Trinity.31553 Ccrux.Trinity.31553, Calvadosia_cruxmelitensis_Ccrux.Trinity.31550 Ccrux.Trinity.31550, Calvadosia_cruxmelitensis_Ccrux.Trinity.31548 Ccrux.Trinity.31548, Calvadosia_cruxmelitensis_Ccrux.Trinity.31555 Ccrux.Trinity.31555	Danio_rerio_tr_B4XEZ3_B4XEZ3_DANRE tr|B4XEZ3|B4XEZ3_DANRE Chordin-like 2 OS=Danio rerio OX=7955 GN=CHL PE=2 SV=1
OG0000112	Calvadosia_cruxmelitensis_Ccrux.Trinity.11290 Ccrux.Trinity.11290	Danio_rerio_tr_Q1LVP9_Q1LVP9_DANRE tr|Q1LVP9|Q1LVP9_DANRE Heparanase OS=Danio rerio OX=7955 GN=im_7144134 PE=3 SV=1
OG0000114	Calvadosia_cruxmelitensis_Ccrux.Trinity.12049 Ccrux.Trinity.12049, Calvadosia_cruxmelitensis_Ccrux.Trinity.12051 Ccrux.Trinity.12051	Danio_rerio_tr_A0A8M3AXL2_A0A8M3AXL2_DANRE tr|A0A8M3AXL2|A0A8M3AXL2_DANRE Host cell factor C1a OS=Danio rerio OX=7955 GN=fc61g09 PE=1 SV=1, Danio_rerio_tr_Q7SZY1_Q7SZY1_DANRE tr|Q7SZY1|Q7SZY1_DANRE Host cell factor C1a OS=Danio rerio OX=7955 GN=zK13A21.2 PE=1 SV=1, Danio_rerio_tr_A0A8M9PQY4_A0A8M9PQY4_DANRE tr|A0A8M9PQY4|A0A8M9PQY4_DANRE Host cell factor 1 OS=Danio rerio OX=7955 GN=fc07b09 PE=1 SV=1
OG0000120	Calvadosia_cruxmelitensis_Ccrux.Trinity.62450 Ccrux.Trinity.62450	Danio_rerio_tr_Q0JY12_Q0JY12_DANRE tr|Q0JY12|Q0JY12_DANRE Syndecan 4 OS=Danio rerio OX=7955 GN=SDC4 PE=2 SV=1, Danio_rerio_tr_Q66I66_Q66I66_DANRE tr|Q66I66|Q66I66_DANRE Syndecan OS=Danio rerio OX=7955 GN=zgc_103676 PE=2 SV=1, Danio_rerio_tr_F1DFN3_F1DFN3_DANRE tr|F1DFN3|F1DFN3_DANRE Syndecan _Fragment_ OS=Danio rerio OX=7955 GN=sdc3 PE=2 SV=1
OG0000122	Calvadosia_cruxmelitensis_Ccrux.Trinity.2403 Ccrux.Trinity.2403	Danio_rerio_tr_Q7SZM5_Q7SZM5_DANRE tr|Q7SZM5|Q7SZM5_DANRE 72 kDa type IV collagenase precursor OS=Danio rerio OX=7955 GN=wu_fk89d01 PE=2 SV=1, Danio_rerio_tr_Q7T317_Q7T317_DANRE tr|Q7T317|Q7T317_DANRE Matrix metalloproteinase 9 OS=Danio rerio OX=7955 GN=wu_fi98c09 PE=2 SV=1
OG0000141	Calvadosia_cruxmelitensis_Ccrux.Trinity.59381 Ccrux.Trinity.59381, Calvadosia_cruxmelitensis_Ccrux.Trinity.56706 Ccrux.Trinity.56706	Danio_rerio_tr_A8WG98_A8WG98_DANRE tr|A8WG98|A8WG98_DANRE WNT1-inducible-signaling pathway protein 1 precursor OS=Danio rerio OX=7955 GN=wisp1b PE=2 SV=1, Danio_rerio_tr_D0E2W1_D0E2W1_DANRE tr|D0E2W1|D0E2W1_DANRE Cellular communication network factor 4a precursor OS=Danio rerio OX=7955 GN=si_ch211-38f10.2 PE=2 SV=1, Danio_rerio_tr_D0E2W2_D0E2W2_DANRE tr|D0E2W2|D0E2W2_DANRE Cellular communication network factor 6 OS=Danio rerio OX=7955 GN=si_dkey-119m7.6 PE=2 SV=1, Danio_rerio_tr_D0E2V9_D0E2V9_DANRE tr|D0E2V9|D0E2V9_DANRE WNT1 inducible signaling pathway protein 2 OS=Danio rerio OX=7955 GN=wisp2 PE=2 SV=1, Danio_rerio_tr_Q5RI33_Q5RI33_DANRE tr|Q5RI33|Q5RI33_DANRE Cellular communication network factor 2a _Fragment_ OS=Danio rerio OX=7955 GN=ctgf PE=2 SV=1, Danio_rerio_tr_A6XA79_A6XA79_DANRE tr|A6XA79|A6XA79_DANRE Cellular communication network factor 2b precursor OS=Danio rerio OX=7955 GN=ctgf PE=2 SV=1, Danio_rerio_tr_A5PN60_A5PN60_DANRE tr|A5PN60|A5PN60_DANRE Cellular communication network factor 2b OS=Danio rerio OX=7955 GN=ctgfb PE=2 SV=1, Danio_rerio_tr_A0A0R4IXA2_A0A0R4IXA2_DANRE tr|A0A0R4IXA2|A0A0R4IXA2_DANRE Cellular communication network factor 1_-like 2 OS=Danio rerio OX=7955 GN=cyr61 PE=3 SV=1, Danio_rerio_tr_Q567G9_Q567G9_DANRE tr|Q567G9|Q567G9_DANRE Cellular communication network factor 1_ like 1 precursor OS=Danio rerio OX=7955 GN=zgc_112060 PE=2 SV=1, Danio_rerio_tr_F1QL10_F1QL10_DANRE tr|F1QL10|F1QL10_DANRE Cellular communication network factor 1 OS=Danio rerio OX=7955 GN=cyr61 PE=3 SV=1
OG0000150	Calvadosia_cruxmelitensis_Ccrux.Trinity.70441 Ccrux.Trinity.70441	Danio_rerio_tr_E9QCK7_E9QCK7_DANRE tr|E9QCK7|E9QCK7_DANRE Papp-a2 _Fragment_ OS=Danio rerio OX=7955 GN=papp-a2 PE=3 SV=1, Danio_rerio_tr_M1WXG8_M1WXG8_DANRE tr|M1WXG8|M1WXG8_DANRE Pregnancy-associated plasma protein A_ pappalysin 1b precursor OS=Danio rerio OX=7955 GN=papp-ab PE=2 SV=1, Danio_rerio_tr_M1XYM1_M1XYM1_DANRE tr|M1XYM1|M1XYM1_DANRE Pappalysin-1 precursor OS=Danio rerio OX=7955 GN=papp-aa PE=2 SV=1
OG0000154	Calvadosia_cruxmelitensis_Ccrux.Trinity.71132 Ccrux.Trinity.71132	Danio_rerio_tr_A0A8M1NUZ8_A0A8M1NUZ8_DANRE tr|A0A8M1NUZ8|A0A8M1NUZ8_DANRE Cartilage intermediate layer protein 1 isoform X1 OS=Danio rerio OX=7955 GN=im_7137994 PE=1 SV=1, Danio_rerio_tr_F1Q5N7_F1Q5N7_DANRE tr|F1Q5N7|F1Q5N7_DANRE Cartilage intermediate layer protein 2 OS=Danio rerio OX=7955 GN=cilp2 PE=4 SV=3
OG0000156	Calvadosia_cruxmelitensis_Ccrux.Trinity.38048 Ccrux.Trinity.38048, Calvadosia_cruxmelitensis_Ccrux.Trinity.38045 Ccrux.Trinity.38045, Calvadosia_cruxmelitensis_Ccrux.Trinity.38037 Ccrux.Trinity.38037, Calvadosia_cruxmelitensis_Ccrux.Trinity.38043 Ccrux.Trinity.38043	Danio_rerio_tr_Q7ZTX7_Q7ZTX7_DANRE tr|Q7ZTX7|Q7ZTX7_DANRE Microfibrillar-associated protein 1 OS=Danio rerio OX=7955 GN=zgc_56551 PE=1 SV=1
OG0000157	Calvadosia_cruxmelitensis_Ccrux.Trinity.52207 Ccrux.Trinity.52207	Danio_rerio_tr_A0A0R4IQJ3_A0A0R4IQJ3_DANRE tr|A0A0R4IQJ3|A0A0R4IQJ3_DANRE Extracellular matrix protein FRAS1 isoform X1 OS=Danio rerio OX=7955 GN=id_ibd5080 PE=1 SV=2, Danio_rerio_tr_F1Q633_F1Q633_DANRE tr|F1Q633|F1Q633_DANRE Extracellular matrix protein FRAS1 OS=Danio rerio OX=7955 GN=id_ibd5080 PE=1 SV=1, Danio_rerio_tr_F1R2T2_F1R2T2_DANRE tr|F1R2T2|F1R2T2_DANRE Fras-related extracellular matrix protein 1b isoform X1 OS=Danio rerio OX=7955 GN=si_ch211-219p7.1 PE=3 SV=3, Danio_rerio_tr_B6IDE5_B6IDE5_DANRE tr|B6IDE5|B6IDE5_DANRE Fras-related extracellular matrix protein 1b precursor OS=Danio rerio OX=7955 GN=si_ch211-219p7.1 PE=2 SV=1, Danio_rerio_tr_D7PS89_D7PS89_DANRE tr|D7PS89|D7PS89_DANRE FRAS1-related extracellular matrix protein 1 precursor OS=Danio rerio OX=7955 GN=rfl PE=2 SV=1
OG0000209	Calvadosia_cruxmelitensis_Ccrux.Trinity.28583 Ccrux.Trinity.28583, Calvadosia_cruxmelitensis_Ccrux.Trinity.28580 Ccrux.Trinity.28580	Danio_rerio_sp_Q7SYD9_INT6_DANRE sp|Q7SYD9|INT6_DANRE Integrator complex subunit 6 OS=Danio rerio OX=7955 GN=ints6 PE=2 SV=1
OG0000214	Calvadosia_cruxmelitensis_Ccrux.Trinity.627 Ccrux.Trinity.627, Calvadosia_cruxmelitensis_Ccrux.Trinity.628 Ccrux.Trinity.628	Danio_rerio_tr_Q7ZUK5_Q7ZUK5_DANRE tr|Q7ZUK5|Q7ZUK5_DANRE Integrator complex subunit 14 OS=Danio rerio OX=7955 GN=zgc_55794 PE=1 SV=1, Danio_rerio_tr_Q1LWK5_Q1LWK5_DANRE tr|Q1LWK5|Q1LWK5_DANRE Integrator complex subunit 14 OS=Danio rerio OX=7955 GN=fi19c12 PE=1 SV=1
OG0000236	Calvadosia_cruxmelitensis_Ccrux.Trinity.2453 Ccrux.Trinity.2453	Danio_rerio_tr_A5PMP7_A5PMP7_DANRE tr|A5PMP7|A5PMP7_DANRE Platelet-derived growth factor alpha a precursor OS=Danio rerio OX=7955 GN=pdgfa PE=3 SV=1, Danio_rerio_tr_Q08CD2_Q08CD2_DANRE tr|Q08CD2|Q08CD2_DANRE Platelet derived growth factor alpha b OS=Danio rerio OX=7955 GN=wu_fc32c12 PE=2 SV=1, Danio_rerio_tr_A0A8M9PWR6_A0A8M9PWR6_DANRE tr|A0A8M9PWR6|A0A8M9PWR6_DANRE Platelet-derived growth factor beta polypeptide b OS=Danio rerio OX=7955 GN=pdgfbb PE=3 SV=1
OG0000248	Calvadosia_cruxmelitensis_Ccrux.Trinity.26843 Ccrux.Trinity.26843	Danio_rerio_tr_Q1MT36_Q1MT36_DANRE tr|Q1MT36|Q1MT36_DANRE Anosmin 1b OS=Danio rerio OX=7955 GN=anosmin-1b PE=4 SV=1, Danio_rerio_tr_Q9IAR4_Q9IAR4_DANRE tr|Q9IAR4|Q9IAR4_DANRE Anosmin-1 OS=Danio rerio OX=7955 GN=wu_fl91z45 PE=2 SV=1
OG0000281	Calvadosia_cruxmelitensis_Ccrux.Trinity.38263 Ccrux.Trinity.38263	Danio_rerio_tr_Q08BP6_Q08BP6_DANRE tr|Q08BP6|Q08BP6_DANRE Uncharacterized protein LOC768174 precursor OS=Danio rerio OX=7955 GN=zgc_153049 PE=2 SV=1
OG0000344	Calvadosia_cruxmelitensis_Ccrux.Trinity.28926 Ccrux.Trinity.28926	Danio_rerio_tr_Q567W5_Q567W5_DANRE tr|Q567W5|Q567W5_DANRE Follistatin-like 1a OS=Danio rerio OX=7955 GN=fstl1 PE=2 SV=1, Danio_rerio_tr_Q2PMI2_Q2PMI2_DANRE tr|Q2PMI2|Q2PMI2_DANRE Follistatin-like 1b OS=Danio rerio OX=7955 GN=fa95c03 PE=1 SV=1
OG0000350	Calvadosia_cruxmelitensis_Ccrux.Trinity.23365 Ccrux.Trinity.23365, Calvadosia_cruxmelitensis_Ccrux.Trinity.23363 Ccrux.Trinity.23363, Calvadosia_cruxmelitensis_Ccrux.Trinity.23360 Ccrux.Trinity.23360	Danio_rerio_tr_E7F9F5_E7F9F5_DANRE tr|E7F9F5|E7F9F5_DANRE Thrombospondin-type laminin G domain and EAR repeat-containing protein OS=Danio rerio OX=7955 GN=tspearb PE=4 SV=1, Danio_rerio_tr_E7EY40_E7EY40_DANRE tr|E7EY40|E7EY40_DANRE Thrombospondin-type laminin G domain and EAR repeat-containing protein OS=Danio rerio OX=7955 GN=tspeara PE=4 SV=1
OG0000463	Calvadosia_cruxmelitensis_Ccrux.Trinity.26478 Ccrux.Trinity.26478	Danio_rerio_sp_Q9W6F9_WIF1_DANRE sp|Q9W6F9|WIF1_DANRE Wnt inhibitory factor 1 OS=Danio rerio OX=7955 GN=wif1 PE=2 SV=1
OG0000860	Calvadosia_cruxmelitensis_Ccrux.Trinity.53791 Ccrux.Trinity.53791	Danio_rerio_tr_Q567Z5_Q567Z5_DANRE tr|Q567Z5|Q567Z5_DANRE Matrix metallopeptidase 23a_ like OS=Danio rerio OX=7955 GN=mmp23al PE=2 SV=1
