Orthogroup	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Cnidaria_Scyphozoa_Aurelia_aurita
OG0000006	Calvadosia_cruxmelitensis_Ccrux.Trinity.41015 Ccrux.Trinity.41015, Calvadosia_cruxmelitensis_Ccrux.Trinity.41008 Ccrux.Trinity.41008, Calvadosia_cruxmelitensis_Ccrux.Trinity.41010 Ccrux.Trinity.41010, Calvadosia_cruxmelitensis_Ccrux.Trinity.41013 Ccrux.Trinity.41013, Calvadosia_cruxmelitensis_Ccrux.Trinity.22552 Ccrux.Trinity.22552, Calvadosia_cruxmelitensis_Ccrux.Trinity.16427 Ccrux.Trinity.16427	Aurelia_aurita_Seg5645.2 Seg5645.2 transcript_id=Seg5645.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5645.2_GoldUCD_D3Y31 partial=true
OG0000007	Calvadosia_cruxmelitensis_Ccrux.Trinity.41205 Ccrux.Trinity.41205, Calvadosia_cruxmelitensis_Ccrux.Trinity.41208 Ccrux.Trinity.41208	Aurelia_aurita_Seg5071.1 Seg5071.1 transcript_id=Seg5071.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" pseudo=true protein_id=Seg5071.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3108.5 Seg3108.5 transcript_id=Seg3108.5_GoldUCD_mRNA.D3Y31 product="hypothetical protein" pseudo=true protein_id=Seg3108.5_GoldUCD_D3Y31 partial=true
OG0000008	Calvadosia_cruxmelitensis_Ccrux.Trinity.12174 Ccrux.Trinity.12174	Aurelia_aurita_Seg821.1 Seg821.1 transcript_id=Seg821.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg821.1_GoldUCD_D3Y31
OG0000008	Calvadosia_cruxmelitensis_Ccrux.Trinity.11107 Ccrux.Trinity.11107	Aurelia_aurita_Seg19.3 Seg19.3 transcript_id=Seg19.3_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg19.3_GoldUCD_D3Y31 partial=true
OG0000008	Calvadosia_cruxmelitensis_Ccrux.Trinity.12214 Ccrux.Trinity.12214	Aurelia_aurita_Seg612.5 Seg612.5 transcript_id=Seg612.5_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg612.5_GoldUCD_D3Y31 partial=true
OG0000008	Calvadosia_cruxmelitensis_Ccrux.Trinity.4790 Ccrux.Trinity.4790	Aurelia_aurita_Seg3969.3 Seg3969.3 transcript_id=Seg3969.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3969.3_GoldUCD_D3Y31 partial=true
OG0000008	Calvadosia_cruxmelitensis_Ccrux.Trinity.56264 Ccrux.Trinity.56264	Aurelia_aurita_Seg6445.1 Seg6445.1 transcript_id=Seg6445.1_GoldUCD_mRNA.D3Y31 product="Fibrinogen-like protein A" protein_id=Seg6445.1_GoldUCD_D3Y31, Aurelia_aurita_Seg1927.8 Seg1927.8 transcript_id=Seg1927.8_GoldUCD_mRNA.D3Y31 product=Techylectin-5B protein_id=Seg1927.8_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3270.1 Seg3270.1 transcript_id=Seg3270.1_GoldUCD_mRNA.D3Y31 product="Fibrinogen-like protein A" protein_id=Seg3270.1_GoldUCD_D3Y31
OG0000008	Calvadosia_cruxmelitensis_Ccrux.Trinity.73451 Ccrux.Trinity.73451	Aurelia_aurita_Seg1422.7 Seg1422.7 transcript_id=Seg1422.7_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg1422.7_GoldUCD_D3Y31
OG0000008	Calvadosia_cruxmelitensis_Ccrux.Trinity.56901 Ccrux.Trinity.56901	Aurelia_aurita_Seg1422.8 Seg1422.8 transcript_id=Seg1422.8_GoldUCD_mRNA.D3Y31 product="Neurogenic locus Notch protein" protein_id=Seg1422.8_GoldUCD_D3Y31
OG0000008	Calvadosia_cruxmelitensis_Ccrux.Trinity.66463 Ccrux.Trinity.66463	Aurelia_aurita_Seg709.6 Seg709.6 transcript_id=Seg709.6_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg709.6_GoldUCD_D3Y31
OG0000008	Calvadosia_cruxmelitensis_Ccrux.Trinity.70858 Ccrux.Trinity.70858, Calvadosia_cruxmelitensis_Ccrux.Trinity.74504 Ccrux.Trinity.74504, Calvadosia_cruxmelitensis_Ccrux.Trinity.71778 Ccrux.Trinity.71778	Aurelia_aurita_Seg1422.9 Seg1422.9 transcript_id=Seg1422.9_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg1422.9_GoldUCD_D3Y31 partial=true
OG0000008	Calvadosia_cruxmelitensis_Ccrux.Trinity.11745 Ccrux.Trinity.11745, Calvadosia_cruxmelitensis_Ccrux.Trinity.11744 Ccrux.Trinity.11744	Aurelia_aurita_Seg1977.2 Seg1977.2 transcript_id=Seg1977.2_GoldUCD_mRNA.D3Y31 product="Protein crumbs" protein_id=Seg1977.2_GoldUCD_D3Y31, Aurelia_aurita_Seg2320.10 Seg2320.10 transcript_id=Seg2320.10_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg2320.10_GoldUCD_D3Y31 partial=true
OG0000008	Calvadosia_cruxmelitensis_Ccrux.Trinity.38930 Ccrux.Trinity.38930	Aurelia_aurita_Seg1561.1 Seg1561.1 transcript_id=Seg1561.1_GoldUCD_mRNA.D3Y31 product="Neurogenic locus notch protein 1" protein_id=Seg1561.1_GoldUCD_D3Y31
OG0000008	Calvadosia_cruxmelitensis_Ccrux.Trinity.73081 Ccrux.Trinity.73081	Aurelia_aurita_Seg3522.1 Seg3522.1 transcript_id=Seg3522.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg3522.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg5732.1 Seg5732.1 transcript_id=Seg5732.1_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg5732.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1571.3 Seg1571.3 transcript_id=Seg1571.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1571.3_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg275.10 Seg275.10 transcript_id=Seg275.10_GoldUCD_mRNA.D3Y31 product=Fibropellin-1 protein_id=Seg275.10_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg5012.1 Seg5012.1 transcript_id=Seg5012.1_GoldUCD_mRNA.D3Y31 product=Ficolin-2 protein_id=Seg5012.1_GoldUCD_D3Y31
OG0000008	Calvadosia_cruxmelitensis_Ccrux.Trinity.66398 Ccrux.Trinity.66398	Aurelia_aurita_Seg3969.1 Seg3969.1 transcript_id=Seg3969.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" pseudo=true protein_id=Seg3969.1_GoldUCD_D3Y31 partial=true
OG0000009	Calvadosia_cruxmelitensis_Ccrux.Trinity.64953 Ccrux.Trinity.64953	Aurelia_aurita_Seg1446.4 Seg1446.4 transcript_id=Seg1446.4_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg1446.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1404.2 Seg1404.2 transcript_id=Seg1404.2_GoldUCD_mRNA.D3Y31 product="Tolloid-like protein 2" protein_id=Seg1404.2_GoldUCD_D3Y31 partial=true
OG0000009	Calvadosia_cruxmelitensis_Ccrux.Trinity.47416 Ccrux.Trinity.47416, Calvadosia_cruxmelitensis_Ccrux.Trinity.47411 Ccrux.Trinity.47411, Calvadosia_cruxmelitensis_Ccrux.Trinity.47413 Ccrux.Trinity.47413, Calvadosia_cruxmelitensis_Ccrux.Trinity.47403 Ccrux.Trinity.47403, Calvadosia_cruxmelitensis_Ccrux.Trinity.47404 Ccrux.Trinity.47404	Aurelia_aurita_Seg1511.2 Seg1511.2 transcript_id=Seg1511.2_GoldUCD_mRNA.D3Y31 product="Bone morphogenetic protein 1" protein_id=Seg1511.2_GoldUCD_D3Y31
OG0000009	Calvadosia_cruxmelitensis_Ccrux.Trinity.70271 Ccrux.Trinity.70271, Calvadosia_cruxmelitensis_Ccrux.Trinity.68255 Ccrux.Trinity.68255	Aurelia_aurita_Seg778.1 Seg778.1 transcript_id=Seg778.1_GoldUCD_mRNA.D3Y31 product="Deleted in malignant brain tumors 1 protein" protein_id=Seg778.1_GoldUCD_D3Y31, Aurelia_aurita_Seg4427.2 Seg4427.2 transcript_id=Seg4427.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" pseudo=true protein_id=Seg4427.2_GoldUCD_D3Y31 partial=true
OG0000009	Calvadosia_cruxmelitensis_Ccrux.Trinity.29159 Ccrux.Trinity.29159	Aurelia_aurita_Seg9478.1 Seg9478.1 transcript_id=Seg9478.1_GoldUCD_mRNA.D3Y31 product="CUB domain-containing protein 2" protein_id=Seg9478.1_GoldUCD_D3Y31 partial=true
OG0000009	Calvadosia_cruxmelitensis_Ccrux.Trinity.37263 Ccrux.Trinity.37263, Calvadosia_cruxmelitensis_Ccrux.Trinity.37262 Ccrux.Trinity.37262	Aurelia_aurita_Seg369.3 Seg369.3 transcript_id=Seg369.3_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg369.3_GoldUCD_D3Y31
OG0000009	Calvadosia_cruxmelitensis_Ccrux.Trinity.34947 Ccrux.Trinity.34947, Calvadosia_cruxmelitensis_Ccrux.Trinity.34956 Ccrux.Trinity.34956, Calvadosia_cruxmelitensis_Ccrux.Trinity.34949 Ccrux.Trinity.34949	Aurelia_aurita_Seg1675.2 Seg1675.2 transcript_id=Seg1675.2_GoldUCD_mRNA.D3Y31 product=Neuropilin-2 protein_id=Seg1675.2_GoldUCD_D3Y31
OG0000009	Calvadosia_cruxmelitensis_Ccrux.Trinity.29736 Ccrux.Trinity.29736	Aurelia_aurita_Seg1446.8 Seg1446.8 transcript_id=Seg1446.8_GoldUCD_mRNA.D3Y31 product=Neuropilin-1 protein_id=Seg1446.8_GoldUCD_D3Y31 partial=true
OG0000009	Calvadosia_cruxmelitensis_Ccrux.Trinity.3107 Ccrux.Trinity.3107	Aurelia_aurita_Seg1785.3 Seg1785.3 transcript_id=Seg1785.3_GoldUCD_mRNA.D3Y31 product=Cubilin protein_id=Seg1785.3_GoldUCD_D3Y31
OG0000009	Calvadosia_cruxmelitensis_Ccrux.Trinity.69203 Ccrux.Trinity.69203	Aurelia_aurita_Seg3969.4 Seg3969.4 transcript_id=Seg3969.4_GoldUCD_mRNA.D3Y31 product="Tolloid-like protein 1" protein_id=Seg3969.4_GoldUCD_D3Y31 partial=true
OG0000010	Calvadosia_cruxmelitensis_Ccrux.Trinity.42984 Ccrux.Trinity.42984, Calvadosia_cruxmelitensis_Ccrux.Trinity.42985 Ccrux.Trinity.42985, Calvadosia_cruxmelitensis_Ccrux.Trinity.42982 Ccrux.Trinity.42982	Aurelia_aurita_Seg241.1 Seg241.1 transcript_id=Seg241.1_GoldUCD_mRNA.D3Y31 product="Roundabout 1" protein_id=Seg241.1_GoldUCD_D3Y31
OG0000010	Calvadosia_cruxmelitensis_Ccrux.Trinity.43634 Ccrux.Trinity.43634	Aurelia_aurita_Seg1913.2 Seg1913.2 transcript_id=Seg1913.2_GoldUCD_mRNA.D3Y31 product="Protein sidekick-1" protein_id=Seg1913.2_GoldUCD_D3Y31
OG0000010	Calvadosia_cruxmelitensis_Ccrux.Trinity.8581 Ccrux.Trinity.8581	Aurelia_aurita_Seg919.4 Seg919.4 transcript_id=Seg919.4_GoldUCD_mRNA.D3Y31 product=Hemicentin-1 protein_id=Seg919.4_GoldUCD_D3Y31
OG0000010	Calvadosia_cruxmelitensis_Ccrux.Trinity.37586 Ccrux.Trinity.37586, Calvadosia_cruxmelitensis_Ccrux.Trinity.37581 Ccrux.Trinity.37581, Calvadosia_cruxmelitensis_Ccrux.Trinity.37570 Ccrux.Trinity.37570, Calvadosia_cruxmelitensis_Ccrux.Trinity.37568 Ccrux.Trinity.37568, Calvadosia_cruxmelitensis_Ccrux.Trinity.37565 Ccrux.Trinity.37565, Calvadosia_cruxmelitensis_Ccrux.Trinity.37577 Ccrux.Trinity.37577, Calvadosia_cruxmelitensis_Ccrux.Trinity.37588 Ccrux.Trinity.37588	Aurelia_aurita_Seg320.14 Seg320.14 transcript_id=Seg320.14_GoldUCD_mRNA.D3Y31 product=Hemicentin-2 protein_id=Seg320.14_GoldUCD_D3Y31
OG0000010	Calvadosia_cruxmelitensis_Ccrux.Trinity.45857 Ccrux.Trinity.45857, Calvadosia_cruxmelitensis_Ccrux.Trinity.45858 Ccrux.Trinity.45858, Calvadosia_cruxmelitensis_Ccrux.Trinity.45852 Ccrux.Trinity.45852, Calvadosia_cruxmelitensis_Ccrux.Trinity.66018 Ccrux.Trinity.66018	Aurelia_aurita_Seg1127.5 Seg1127.5 transcript_id=Seg1127.5_GoldUCD_mRNA.D3Y31 product="Protein sax-3" protein_id=Seg1127.5_GoldUCD_D3Y31 partial=true
OG0000010	Calvadosia_cruxmelitensis_Ccrux.Trinity.58517 Ccrux.Trinity.58517, Calvadosia_cruxmelitensis_Ccrux.Trinity.57575 Ccrux.Trinity.57575	Aurelia_aurita_Seg1855.12 Seg1855.12 transcript_id=Seg1855.12_GoldUCD_mRNA.D3Y31 product="Neurogenic locus Notch protein" pseudo=true protein_id=Seg1855.12_GoldUCD_D3Y31
OG0000010	Calvadosia_cruxmelitensis_Ccrux.Trinity.36547 Ccrux.Trinity.36547, Calvadosia_cruxmelitensis_Ccrux.Trinity.36546 Ccrux.Trinity.36546	Aurelia_aurita_Seg3520.1 Seg3520.1 transcript_id=Seg3520.1_GoldUCD_mRNA.D3Y31 product=Pikachurin protein_id=Seg3520.1_GoldUCD_D3Y31
OG0000010	Calvadosia_cruxmelitensis_Ccrux.Trinity.29340 Ccrux.Trinity.29340, Calvadosia_cruxmelitensis_Ccrux.Trinity.2222 Ccrux.Trinity.2222, Calvadosia_cruxmelitensis_Ccrux.Trinity.2223 Ccrux.Trinity.2223, Calvadosia_cruxmelitensis_Ccrux.Trinity.67054 Ccrux.Trinity.67054	Aurelia_aurita_Seg1962.7 Seg1962.7 transcript_id=Seg1962.7_GoldUCD_mRNA.D3Y31 product=Agrin protein_id=Seg1962.7_GoldUCD_D3Y31
OG0000010	Calvadosia_cruxmelitensis_Ccrux.Trinity.42201 Ccrux.Trinity.42201	Aurelia_aurita_Seg5994.1 Seg5994.1 transcript_id=Seg5994.1_GoldUCD_mRNA.D3Y31 product=Agrin protein_id=Seg5994.1_GoldUCD_D3Y31 partial=true
OG0000010	Calvadosia_cruxmelitensis_Ccrux.Trinity.6213 Ccrux.Trinity.6213, Calvadosia_cruxmelitensis_Ccrux.Trinity.6216 Ccrux.Trinity.6216	Aurelia_aurita_Seg4070.2 Seg4070.2 transcript_id=Seg4070.2_GoldUCD_mRNA.D3Y31 product=Follistatin-A protein_id=Seg4070.2_GoldUCD_D3Y31
OG0000011	Calvadosia_cruxmelitensis_Ccrux.Trinity.7575 Ccrux.Trinity.7575, Calvadosia_cruxmelitensis_Ccrux.Trinity.7574 Ccrux.Trinity.7574, Calvadosia_cruxmelitensis_Ccrux.Trinity.24652 Ccrux.Trinity.24652	Aurelia_aurita_Seg1575.4 Seg1575.4 transcript_id=Seg1575.4_GoldUCD_mRNA.D3Y31 product=Plasminogen protein_id=Seg1575.4_GoldUCD_D3Y31 partial=true
OG0000012	Calvadosia_cruxmelitensis_Ccrux.Trinity.71725 Ccrux.Trinity.71725	Aurelia_aurita_Seg86.3_Seg86.5 Seg86.3_Seg86.5 transcript_id=Seg86.3_Seg86.5_GoldUCD_mRNA.D3Y31 product="BMP-binding endothelial regulator protein" protein_id=Seg86.3_Seg86.5_GoldUCD_D3Y31
OG0000013	Calvadosia_cruxmelitensis_Ccrux.Trinity.5481 Ccrux.Trinity.5481	Aurelia_aurita_Seg3321.1 Seg3321.1 transcript_id=Seg3321.1_GoldUCD_mRNA.D3Y31 product="Protein Wnt-16" protein_id=Seg3321.1_GoldUCD_D3Y31 partial=true
OG0000013	Calvadosia_cruxmelitensis_Ccrux.Trinity.12887 Ccrux.Trinity.12887, Calvadosia_cruxmelitensis_Ccrux.Trinity.12891 Ccrux.Trinity.12891, Calvadosia_cruxmelitensis_Ccrux.Trinity.12894 Ccrux.Trinity.12894	Aurelia_aurita_Seg564.8 Seg564.8 transcript_id=Seg564.8_GoldUCD_mRNA.D3Y31 product="Protein Wnt-6" protein_id=Seg564.8_GoldUCD_D3Y31 partial=true
OG0000013	Calvadosia_cruxmelitensis_Ccrux.Trinity.69596 Ccrux.Trinity.69596, Calvadosia_cruxmelitensis_Ccrux.Trinity.69595 Ccrux.Trinity.69595	Aurelia_aurita_Seg1579.2 Seg1579.2 transcript_id=Seg1579.2_GoldUCD_mRNA.D3Y31 product="Protein Wnt-1" protein_id=Seg1579.2_GoldUCD_D3Y31
OG0000013	Calvadosia_cruxmelitensis_Ccrux.Trinity.52696 Ccrux.Trinity.52696, Calvadosia_cruxmelitensis_Ccrux.Trinity.52694 Ccrux.Trinity.52694	Aurelia_aurita_Seg385.14 Seg385.14 transcript_id=Seg385.14_GoldUCD_mRNA.D3Y31 product="Proto-oncogene Wnt-3" protein_id=Seg385.14_GoldUCD_D3Y31
OG0000013	Calvadosia_cruxmelitensis_Ccrux.Trinity.56830 Ccrux.Trinity.56830, Calvadosia_cruxmelitensis_Ccrux.Trinity.58867 Ccrux.Trinity.58867	Aurelia_aurita_Seg1722.5 Seg1722.5 transcript_id=Seg1722.5_GoldUCD_mRNA.D3Y31 product="Protein Wnt-4" protein_id=Seg1722.5_GoldUCD_D3Y31
OG0000013	Calvadosia_cruxmelitensis_Ccrux.Trinity.26517 Ccrux.Trinity.26517, Calvadosia_cruxmelitensis_Ccrux.Trinity.26521 Ccrux.Trinity.26521, Calvadosia_cruxmelitensis_Ccrux.Trinity.26524 Ccrux.Trinity.26524	Aurelia_aurita_Seg915.2 Seg915.2 transcript_id=Seg915.2_GoldUCD_mRNA.D3Y31 product="Protein Wnt-4" protein_id=Seg915.2_GoldUCD_D3Y31
OG0000013	Calvadosia_cruxmelitensis_Ccrux.Trinity.55161 Ccrux.Trinity.55161	Aurelia_aurita_Seg1688.5 Seg1688.5 transcript_id=Seg1688.5_GoldUCD_mRNA.D3Y31 product="Protein Wnt-11b" protein_id=Seg1688.5_GoldUCD_D3Y31, Aurelia_aurita_Seg13025.1 Seg13025.1 transcript_id=Seg13025.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg13025.1_GoldUCD_D3Y31
OG0000013	Calvadosia_cruxmelitensis_Ccrux.Trinity.14159 Ccrux.Trinity.14159	Aurelia_aurita_Seg675.38 Seg675.38 transcript_id=Seg675.38_GoldUCD_mRNA.D3Y31 product="Protein Wnt-11" protein_id=Seg675.38_GoldUCD_D3Y31
OG0000013	Calvadosia_cruxmelitensis_Ccrux.Trinity.65958 Ccrux.Trinity.65958	Aurelia_aurita_Seg145.5 Seg145.5 transcript_id=Seg145.5_GoldUCD_mRNA.D3Y31 product="Protein Wnt-2b" protein_id=Seg145.5_GoldUCD_D3Y31
OG0000013	Calvadosia_cruxmelitensis_Ccrux.Trinity.5191 Ccrux.Trinity.5191	Aurelia_aurita_Seg1904.2 Seg1904.2 transcript_id=Seg1904.2_GoldUCD_mRNA.D3Y31 product="Protein Wnt-4" protein_id=Seg1904.2_GoldUCD_D3Y31
OG0000013	Calvadosia_cruxmelitensis_Ccrux.Trinity.66323 Ccrux.Trinity.66323	Aurelia_aurita_Seg3175.2 Seg3175.2 transcript_id=Seg3175.2_GoldUCD_mRNA.D3Y31 product="Protein Wnt-5a" protein_id=Seg3175.2_GoldUCD_D3Y31 partial=true
OG0000014	Calvadosia_cruxmelitensis_Ccrux.Trinity.18676 Ccrux.Trinity.18676, Calvadosia_cruxmelitensis_Ccrux.Trinity.18675 Ccrux.Trinity.18675, Calvadosia_cruxmelitensis_Ccrux.Trinity.18677 Ccrux.Trinity.18677	Aurelia_aurita_Seg1742.4 Seg1742.4 transcript_id=Seg1742.4_GoldUCD_mRNA.D3Y31 product=Papilin protein_id=Seg1742.4_GoldUCD_D3Y31, Aurelia_aurita_Seg5885.2 Seg5885.2 transcript_id=Seg5885.2_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg5885.2_GoldUCD_D3Y31
OG0000014	Calvadosia_cruxmelitensis_Ccrux.Trinity.8580 Ccrux.Trinity.8580	Aurelia_aurita_Seg856.9 Seg856.9 transcript_id=Seg856.9_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg856.9_GoldUCD_D3Y31 partial=true
OG0000014	Calvadosia_cruxmelitensis_Ccrux.Trinity.32441 Ccrux.Trinity.32441, Calvadosia_cruxmelitensis_Ccrux.Trinity.32444 Ccrux.Trinity.32444, Calvadosia_cruxmelitensis_Ccrux.Trinity.32433 Ccrux.Trinity.32433, Calvadosia_cruxmelitensis_Ccrux.Trinity.32425 Ccrux.Trinity.32425, Calvadosia_cruxmelitensis_Ccrux.Trinity.32411 Ccrux.Trinity.32411, Calvadosia_cruxmelitensis_Ccrux.Trinity.32439 Ccrux.Trinity.32439, Calvadosia_cruxmelitensis_Ccrux.Trinity.32432 Ccrux.Trinity.32432, Calvadosia_cruxmelitensis_Ccrux.Trinity.32426 Ccrux.Trinity.32426, Calvadosia_cruxmelitensis_Ccrux.Trinity.32445 Ccrux.Trinity.32445	Aurelia_aurita_Seg114.1 Seg114.1 transcript_id=Seg114.1_GoldUCD_mRNA.D3Y31 product="A disintegrin and metalloproteinase with thrombospondin motifs 7" protein_id=Seg114.1_GoldUCD_D3Y31
OG0000014	Calvadosia_cruxmelitensis_Ccrux.Trinity.6999 Ccrux.Trinity.6999, Calvadosia_cruxmelitensis_Ccrux.Trinity.7004 Ccrux.Trinity.7004, Calvadosia_cruxmelitensis_Ccrux.Trinity.7007 Ccrux.Trinity.7007	Aurelia_aurita_Seg2032.6 Seg2032.6 transcript_id=Seg2032.6_GoldUCD_mRNA.D3Y31 product="A disintegrin and metalloproteinase with thrombospondin motifs 17" protein_id=Seg2032.6_GoldUCD_D3Y31
OG0000014	Calvadosia_cruxmelitensis_Ccrux.Trinity.43564 Ccrux.Trinity.43564, Calvadosia_cruxmelitensis_Ccrux.Trinity.43567 Ccrux.Trinity.43567, Calvadosia_cruxmelitensis_Ccrux.Trinity.43570 Ccrux.Trinity.43570, Calvadosia_cruxmelitensis_Ccrux.Trinity.44 Ccrux.Trinity.44	Aurelia_aurita_Seg659.3 Seg659.3 transcript_id=Seg659.3_GoldUCD_mRNA.D3Y31 product="A disintegrin and metalloproteinase with thrombospondin motifs 6" protein_id=Seg659.3_GoldUCD_D3Y31 partial=true
OG0000014	Calvadosia_cruxmelitensis_Ccrux.Trinity.32556 Ccrux.Trinity.32556	Aurelia_aurita_Seg241.3 Seg241.3 transcript_id=Seg241.3_GoldUCD_mRNA.D3Y31 product="A disintegrin and metalloproteinase with thrombospondin motifs 3" protein_id=Seg241.3_GoldUCD_D3Y31
OG0000015	Calvadosia_cruxmelitensis_Ccrux.Trinity.58363 Ccrux.Trinity.58363	Aurelia_aurita_Seg3316.2 Seg3316.2 transcript_id=Seg3316.2_GoldUCD_mRNA.D3Y31 product="Oncoprotein-induced transcript 3 protein" protein_id=Seg3316.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2133.4 Seg2133.4 transcript_id=Seg2133.4_GoldUCD_mRNA.D3Y31 product="ZP domain-containing protein" protein_id=Seg2133.4_GoldUCD_D3Y31
OG0000015	Calvadosia_cruxmelitensis_Ccrux.Trinity.883 Ccrux.Trinity.883	Aurelia_aurita_Seg1962.3 Seg1962.3 transcript_id=Seg1962.3_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg1962.3_GoldUCD_D3Y31
OG0000015	Calvadosia_cruxmelitensis_Ccrux.Trinity.70444 Ccrux.Trinity.70444	Aurelia_aurita_Seg4163.1 Seg4163.1 transcript_id=Seg4163.1_GoldUCD_mRNA.D3Y31 product="ZP domain-containing protein" protein_id=Seg4163.1_GoldUCD_D3Y31, Aurelia_aurita_Seg3662.4 Seg3662.4 transcript_id=Seg3662.4_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3662.4_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg3222.1 Seg3222.1 transcript_id=Seg3222.1_GoldUCD_mRNA.D3Y31 product="hypothetical protein" protein_id=Seg3222.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg2118.4 Seg2118.4 transcript_id=Seg2118.4_GoldUCD_mRNA.D3Y31 product="ZP domain-containing protein" protein_id=Seg2118.4_GoldUCD_D3Y31, Aurelia_aurita_Seg1079.7 Seg1079.7 transcript_id=Seg1079.7_GoldUCD_mRNA.D3Y31 product="E3 ubiquitin-protein ligase ZSWIM2" protein_id=Seg1079.7_GoldUCD_D3Y31, Aurelia_aurita_Seg695.1 Seg695.1 transcript_id=Seg695.1_GoldUCD_mRNA.D3Y31 product="ZP domain-containing protein" protein_id=Seg695.1_GoldUCD_D3Y31, Aurelia_aurita_Seg61.6 Seg61.6 transcript_id=Seg61.6_GoldUCD_mRNA.D3Y31 product="Pancreatic secretory granule membrane major glycoprotein GP2" protein_id=Seg61.6_GoldUCD_D3Y31, Aurelia_aurita_Seg3270.2 Seg3270.2 transcript_id=Seg3270.2_GoldUCD_mRNA.D3Y31 product="CUB and zona pellucida-like domain-containing protein 1" protein_id=Seg3270.2_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg843.3 Seg843.3 transcript_id=Seg843.3_GoldUCD_mRNA.D3Y31 product="ZP domain-containing protein" protein_id=Seg843.3_GoldUCD_D3Y31, Aurelia_aurita_Seg2333.6 Seg2333.6 transcript_id=Seg2333.6_GoldUCD_mRNA.D3Y31 product="ZP domain-containing protein" protein_id=Seg2333.6_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1221.2 Seg1221.2 transcript_id=Seg1221.2_GoldUCD_mRNA.D3Y31 product="Pancreatic secretory granule membrane major glycoprotein GP2" protein_id=Seg1221.2_GoldUCD_D3Y31, Aurelia_aurita_Seg961.1 Seg961.1 transcript_id=Seg961.1_GoldUCD_mRNA.D3Y31 product="Pancreatic secretory granule membrane major glycoprotein GP2" protein_id=Seg961.1_GoldUCD_D3Y31, Aurelia_aurita_Seg2759.1 Seg2759.1 transcript_id=Seg2759.1_GoldUCD_mRNA.D3Y31 product="Pancreatic secretory granule membrane major glycoprotein GP2" protein_id=Seg2759.1_GoldUCD_D3Y31 partial=true, Aurelia_aurita_Seg1354.16 Seg1354.16 transcript_id=Seg1354.16_GoldUCD_mRNA.D3Y31 product=Uromodulin protein_id=Seg1354.16_GoldUCD_D3Y31
OG0000015	Calvadosia_cruxmelitensis_Ccrux.Trinity.70523 Ccrux.Trinity.70523	Aurelia_aurita_Seg207.8 Seg207.8 transcript_id=Seg207.8_GoldUCD_mRNA.D3Y31 product="ZP domain-containing protein" protein_id=Seg207.8_GoldUCD_D3Y31 partial=true
OG0000016	Calvadosia_cruxmelitensis_Ccrux.Trinity.6474 Ccrux.Trinity.6474	Aurelia_aurita_Seg8.8 Seg8.8 transcript_id=Seg8.8_GoldUCD_mRNA.D3Y31 product="Matrix metalloproteinase-16" protein_id=Seg8.8_GoldUCD_D3Y31
