Orthogroup	Chordata_Amphioxiformes_Branchiostoma_belcheri	Chordata_Amphioxiformes_Branchiostoma_lanceolatum
OG0000076	Branchiostoma_belcheri_tr_A0A6P4YM42_A0A6P4YM42_BRABE tr|A0A6P4YM42|A0A6P4YM42_BRABE Uncharacterized protein LOC109474635 OS=Branchiostoma belcheri OX=7741 GN=LOC109474635 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YWF0_A0A8J9YWF0_BRALA tr|A0A8J9YWF0|A0A8J9YWF0_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AD19_A0A8K0AD19_BRALA tr|A0A8K0AD19|A0A8K0AD19_BRALA NOTCH2 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH2 PE=4 SV=1
OG0000076	Branchiostoma_belcheri_tr_A0A6P4ZPK7_A0A6P4ZPK7_BRABE tr|A0A6P4ZPK7|A0A6P4ZPK7_BRABE LOW QUALITY PROTEIN_ IgGFc-binding protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109475442 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZMB6_A0A8J9ZMB6_BRALA tr|A0A8J9ZMB6|A0A8J9ZMB6_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1
OG0000076	Branchiostoma_belcheri_tr_A0A6P4YJ81_A0A6P4YJ81_BRABE tr|A0A6P4YJ81|A0A6P4YJ81_BRABE Uncharacterized protein LOC109470157 OS=Branchiostoma belcheri OX=7741 GN=LOC109470157 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0AHB4_A0A8K0AHB4_BRALA tr|A0A8K0AHB4|A0A8K0AHB4_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ACD3_A0A8K0ACD3_BRALA tr|A0A8K0ACD3|A0A8K0ACD3_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ABA0_A0A8K0ABA0_BRALA tr|A0A8K0ABA0|A0A8K0ABA0_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AD80_A0A8K0AD80_BRALA tr|A0A8K0AD80|A0A8K0AD80_BRALA SELP protein OS=Branchiostoma lanceolatum OX=7740 GN=SELP PE=4 SV=1
OG0000076	Branchiostoma_belcheri_tr_A0A6P4Y5X4_A0A6P4Y5X4_BRABE tr|A0A6P4Y5X4|A0A6P4Y5X4_BRABE IgGFc-binding protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465063 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YUZ9_A0A6P4YUZ9_BRABE tr|A0A6P4YUZ9|A0A6P4YUZ9_BRABE IgGFc-binding protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109470899 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZJS4_A0A8J9ZJS4_BRALA tr|A0A8J9ZJS4|A0A8J9ZJS4_BRALA FCGBP protein OS=Branchiostoma lanceolatum OX=7740 GN=FCGBP PE=4 SV=1
OG0000076	Branchiostoma_belcheri_tr_A0A6P4YZS5_A0A6P4YZS5_BRABE tr|A0A6P4YZS5|A0A6P4YZS5_BRABE Uncharacterized protein LOC109472059 OS=Branchiostoma belcheri OX=7741 GN=LOC109472059 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EDV9_A0A8K0EDV9_BRALA tr|A0A8K0EDV9|A0A8K0EDV9_BRALA COL6A3 protein OS=Branchiostoma lanceolatum OX=7740 GN=COL6A3 PE=4 SV=1
OG0000078	Branchiostoma_belcheri_tr_A0A6P4ZBX4_A0A6P4ZBX4_BRABE tr|A0A6P4ZBX4|A0A6P4ZBX4_BRABE Tubulointerstitial nephritis antigen-like OS=Branchiostoma belcheri OX=7741 GN=LOC109480909 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZKH7_A0A8J9ZKH7_BRALA tr|A0A8J9ZKH7|A0A8J9ZKH7_BRALA TINAGL1 protein OS=Branchiostoma lanceolatum OX=7740 GN=TINAGL1 PE=3 SV=1
OG0000080	Branchiostoma_belcheri_tr_A0A6P5AN13_A0A6P5AN13_BRABE tr|A0A6P5AN13|A0A6P5AN13_BRABE Metalloproteinase inhibitor 1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109485337 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZR06_A0A8J9ZR06_BRALA tr|A0A8J9ZR06|A0A8J9ZR06_BRALA TIMP4 protein OS=Branchiostoma lanceolatum OX=7740 GN=TIMP4 PE=4 SV=1
OG0000080	Branchiostoma_belcheri_tr_A0A6P4XVC3_A0A6P4XVC3_BRABE tr|A0A6P4XVC3|A0A6P4XVC3_BRABE Metalloproteinase inhibitor 2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109467109 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0A285_A0A8K0A285_BRALA tr|A0A8K0A285|A0A8K0A285_BRALA TIMP3 protein OS=Branchiostoma lanceolatum OX=7740 GN=TIMP3 PE=3 SV=1
OG0000081	Branchiostoma_belcheri_tr_A0A6P4ZEK2_A0A6P4ZEK2_BRABE tr|A0A6P4ZEK2|A0A6P4ZEK2_BRABE Cysteine-rich with EGF-like domain protein 2-A isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZAJ1_A0A6P4ZAJ1_BRABE tr|A0A6P4ZAJ1|A0A6P4ZAJ1_BRABE Cysteine-rich with EGF-like domain protein 2-A isoform X6 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZAF3_A0A6P4ZAF3_BRABE tr|A0A6P4ZAF3|A0A6P4ZAF3_BRABE Cysteine-rich with EGF-like domain protein 2-B isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YFR9_A0A6P4YFR9_BRABE tr|A0A6P4YFR9|A0A6P4YFR9_BRABE Cysteine-rich with EGF-like domain protein 2-B isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YUT2_A0A6P4YUT2_BRABE tr|A0A6P4YUT2|A0A6P4YUT2_BRABE Cysteine-rich with EGF-like domain protein 2-B isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YUU0_A0A6P4YUU0_BRABE tr|A0A6P4YUU0|A0A6P4YUU0_BRABE Cysteine-rich with EGF-like domain protein 2-B isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109472669 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZW69_A0A8J9ZW69_BRALA tr|A0A8J9ZW69|A0A8J9ZW69_BRALA CRELD2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CRELD2 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZWP6_A0A8J9ZWP6_BRALA tr|A0A8J9ZWP6|A0A8J9ZWP6_BRALA CRELD2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CRELD2 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZW59_A0A8J9ZW59_BRALA tr|A0A8J9ZW59|A0A8J9ZW59_BRALA CRELD2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CRELD2 PE=3 SV=1
OG0000082	Branchiostoma_belcheri_tr_A0A6P4ZK10_A0A6P4ZK10_BRABE tr|A0A6P4ZK10|A0A6P4ZK10_BRABE Uncharacterized protein LOC109483039 OS=Branchiostoma belcheri OX=7741 GN=LOC109483039 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9W2V5_A0A8J9W2V5_BRALA tr|A0A8J9W2V5|A0A8J9W2V5_BRALA GLRA2 protein OS=Branchiostoma lanceolatum OX=7740 GN=GLRA2 PE=4 SV=1
OG0000082	Branchiostoma_belcheri_tr_A0A6P5A5G1_A0A6P5A5G1_BRABE tr|A0A6P5A5G1|A0A6P5A5G1_BRABE Uncharacterized protein LOC109480653 OS=Branchiostoma belcheri OX=7741 GN=LOC109480653 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZLI0_A0A8J9ZLI0_BRALA tr|A0A8J9ZLI0|A0A8J9ZLI0_BRALA NOTCH1 protein OS=Branchiostoma lanceolatum OX=7740 GN=NOTCH1 PE=4 SV=1
OG0000082	Branchiostoma_belcheri_tr_A0A6P4YP82_A0A6P4YP82_BRABE tr|A0A6P4YP82|A0A6P4YP82_BRABE Uncharacterized protein LOC109471349 OS=Branchiostoma belcheri OX=7741 GN=LOC109471349 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZXB3_A0A8J9ZXB3_BRALA tr|A0A8J9ZXB3|A0A8J9ZXB3_BRALA COLEC11 protein OS=Branchiostoma lanceolatum OX=7740 GN=COLEC11 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YZ67_A0A8J9YZ67_BRALA tr|A0A8J9YZ67|A0A8J9YZ67_BRALA MRC2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC2 PE=4 SV=1
OG0000082	Branchiostoma_belcheri_tr_A0A6P4YAS4_A0A6P4YAS4_BRABE tr|A0A6P4YAS4|A0A6P4YAS4_BRABE Uncharacterized protein LOC109471321 OS=Branchiostoma belcheri OX=7741 GN=LOC109471321 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YXD6_A0A6P4YXD6_BRABE tr|A0A6P4YXD6|A0A6P4YXD6_BRABE Uncharacterized protein LOC109468117 OS=Branchiostoma belcheri OX=7741 GN=LOC109468117 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0ADL9_A0A8K0ADL9_BRALA tr|A0A8K0ADL9|A0A8K0ADL9_BRALA MATN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YZE6_A0A8J9YZE6_BRALA tr|A0A8J9YZE6|A0A8J9YZE6_BRALA COL21A1 protein OS=Branchiostoma lanceolatum OX=7740 GN=COL21A1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AGY3_A0A8K0AGY3_BRALA tr|A0A8K0AGY3|A0A8K0AGY3_BRALA MATN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MATN2 PE=4 SV=1
OG0000083	Branchiostoma_belcheri_tr_A0A6P4ZNB0_A0A6P4ZNB0_BRABE tr|A0A6P4ZNB0|A0A6P4ZNB0_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109475028 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZJ66_A0A6P4ZJ66_BRABE tr|A0A6P4ZJ66|A0A6P4ZJ66_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109475028 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z3H4_A0A6P4Z3H4_BRABE tr|A0A6P4Z3H4|A0A6P4Z3H4_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109475028 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4YNS5_A0A6P4YNS5_BRABE tr|A0A6P4YNS5|A0A6P4YNS5_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109475028 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZWJ9_A0A8J9ZWJ9_BRALA tr|A0A8J9ZWJ9|A0A8J9ZWJ9_BRALA Hyaluronidase OS=Branchiostoma lanceolatum OX=7740 GN=HYAL1 PE=3 SV=1
OG0000083	Branchiostoma_belcheri_tr_A0A6P4YU48_A0A6P4YU48_BRABE tr|A0A6P4YU48|A0A6P4YU48_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109472527 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9VL30_A0A8J9VL30_BRALA tr|A0A8J9VL30|A0A8J9VL30_BRALA Hyaluronidase OS=Branchiostoma lanceolatum OX=7740 GN=HYAL1 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VZL8_A0A8J9VZL8_BRALA tr|A0A8J9VZL8|A0A8J9VZL8_BRALA Hyaluronidase OS=Branchiostoma lanceolatum OX=7740 GN=HYAL1 PE=3 SV=1
OG0000083	Branchiostoma_belcheri_tr_A0A6P4YF66_A0A6P4YF66_BRABE tr|A0A6P4YF66|A0A6P4YF66_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109472528 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9W4T9_A0A8J9W4T9_BRALA tr|A0A8J9W4T9|A0A8J9W4T9_BRALA Hyaluronidase OS=Branchiostoma lanceolatum OX=7740 GN=HYAL1 PE=3 SV=1
OG0000083	Branchiostoma_belcheri_tr_A0A6P4ZTA6_A0A6P4ZTA6_BRABE tr|A0A6P4ZTA6|A0A6P4ZTA6_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109479777 PE=3 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZKN1_A0A6P4ZKN1_BRABE tr|A0A6P4ZKN1|A0A6P4ZKN1_BRABE Hyaluronidase OS=Branchiostoma belcheri OX=7741 GN=LOC109479776 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YSN3_A0A8J9YSN3_BRALA tr|A0A8J9YSN3|A0A8J9YSN3_BRALA Hyaluronidase OS=Branchiostoma lanceolatum OX=7740 GN=HYAL1 PE=3 SV=1
OG0000084	Branchiostoma_belcheri_tr_A0A6P4ZQI3_A0A6P4ZQI3_BRABE tr|A0A6P4ZQI3|A0A6P4ZQI3_BRABE Collagen alpha-1_I_ chain-like isoform X7 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z479_A0A6P4Z479_BRABE tr|A0A6P4Z479|A0A6P4Z479_BRABE Collagen alpha-1_I_ chain-like isoform X8 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5A3J1_A0A6P5A3J1_BRABE tr|A0A6P5A3J1|A0A6P5A3J1_BRABE Collagen alpha-1_I_ chain-like isoform X4 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZHQ9_A0A6P4ZHQ9_BRABE tr|A0A6P4ZHQ9|A0A6P4ZHQ9_BRABE Collagen alpha-1_I_ chain-like isoform X6 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZZB1_A0A6P4ZZB1_BRABE tr|A0A6P4ZZB1|A0A6P4ZZB1_BRABE Collagen alpha-1_I_ chain-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4Z474_A0A6P4Z474_BRABE tr|A0A6P4Z474|A0A6P4Z474_BRABE Collagen alpha-1_I_ chain-like isoform X3 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZZB7_A0A6P4ZZB7_BRABE tr|A0A6P4ZZB7|A0A6P4ZZB7_BRABE Collagen alpha-1_I_ chain-like isoform X5 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZQH9_A0A6P4ZQH9_BRABE tr|A0A6P4ZQH9|A0A6P4ZQH9_BRABE Collagen alpha-1_I_ chain-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109478941 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EHX7_A0A8K0EHX7_BRALA tr|A0A8K0EHX7|A0A8K0EHX7_BRALA COL15A1 protein OS=Branchiostoma lanceolatum OX=7740 GN=COL15A1 PE=4 SV=1
OG0000085	Branchiostoma_belcheri_tr_A0A6P5A8U7_A0A6P5A8U7_BRABE tr|A0A6P5A8U7|A0A6P5A8U7_BRABE Immunoglobulin superfamily member 10-like OS=Branchiostoma belcheri OX=7741 GN=LOC109481602 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZK56_A0A6P4ZK56_BRABE tr|A0A6P4ZK56|A0A6P4ZK56_BRABE Leucine-rich repeat-containing protein 4C-like OS=Branchiostoma belcheri OX=7741 GN=LOC109477502 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZNH7_A0A6P4ZNH7_BRABE tr|A0A6P4ZNH7|A0A6P4ZNH7_BRABE Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109475084 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4XSQ9_A0A6P4XSQ9_BRABE tr|A0A6P4XSQ9|A0A6P4XSQ9_BRABE Leucine-rich repeat-containing protein 24-like OS=Branchiostoma belcheri OX=7741 GN=LOC109462934 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YZ13_A0A8J9YZ13_BRALA tr|A0A8J9YZ13|A0A8J9YZ13_BRALA PXDN protein OS=Branchiostoma lanceolatum OX=7740 GN=PXDN PE=4 SV=1
OG0000085	Branchiostoma_belcheri_tr_A0A6P4ZMS4_A0A6P4ZMS4_BRABE tr|A0A6P4ZMS4|A0A6P4ZMS4_BRABE Immunoglobulin superfamily member 10-like OS=Branchiostoma belcheri OX=7741 GN=LOC109475985 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YYH4_A0A8J9YYH4_BRALA tr|A0A8J9YYH4|A0A8J9YYH4_BRALA MXRA5 protein OS=Branchiostoma lanceolatum OX=7740 GN=MXRA5 PE=4 SV=1
OG0000085	Branchiostoma_belcheri_tr_A0A6P4Z984_A0A6P4Z984_BRABE tr|A0A6P4Z984|A0A6P4Z984_BRABE Leucine-rich repeat-containing protein 4C-like OS=Branchiostoma belcheri OX=7741 GN=LOC109476672 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P5ARY3_A0A6P5ARY3_BRABE tr|A0A6P5ARY3|A0A6P5ARY3_BRABE Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 OS=Branchiostoma belcheri OX=7741 GN=LOC109486442 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EY39_A0A8K0EY39_BRALA tr|A0A8K0EY39|A0A8K0EY39_BRALA PXDN protein OS=Branchiostoma lanceolatum OX=7740 GN=PXDN PE=4 SV=1
OG0000087	Branchiostoma_belcheri_tr_A0A6P5AIX3_A0A6P5AIX3_BRABE tr|A0A6P5AIX3|A0A6P5AIX3_BRABE RIMS-binding protein 3A-like OS=Branchiostoma belcheri OX=7741 GN=LOC109486780 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZPB9_A0A8J9ZPB9_BRALA tr|A0A8J9ZPB9|A0A8J9ZPB9_BRALA JAKMIP3 protein OS=Branchiostoma lanceolatum OX=7740 GN=JAKMIP3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EQB5_A0A8K0EQB5_BRALA tr|A0A8K0EQB5|A0A8K0EQB5_BRALA JAKMIP3 protein OS=Branchiostoma lanceolatum OX=7740 GN=JAKMIP3 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EQU5_A0A8K0EQU5_BRALA tr|A0A8K0EQU5|A0A8K0EQU5_BRALA JAKMIP3 protein OS=Branchiostoma lanceolatum OX=7740 GN=JAKMIP3 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EKP1_A0A8K0EKP1_BRALA tr|A0A8K0EKP1|A0A8K0EKP1_BRALA JAKMIP3 protein OS=Branchiostoma lanceolatum OX=7740 GN=JAKMIP3 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EMS5_A0A8K0EMS5_BRALA tr|A0A8K0EMS5|A0A8K0EMS5_BRALA JAKMIP3 protein OS=Branchiostoma lanceolatum OX=7740 GN=JAKMIP3 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EMR3_A0A8K0EMR3_BRALA tr|A0A8K0EMR3|A0A8K0EMR3_BRALA JAKMIP3 protein OS=Branchiostoma lanceolatum OX=7740 GN=JAKMIP3 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZPJ4_A0A8J9ZPJ4_BRALA tr|A0A8J9ZPJ4|A0A8J9ZPJ4_BRALA JAKMIP3 protein OS=Branchiostoma lanceolatum OX=7740 GN=JAKMIP3 PE=3 SV=1
OG0000087	Branchiostoma_belcheri_tr_A0A6P4Y0D3_A0A6P4Y0D3_BRABE tr|A0A6P4Y0D3|A0A6P4Y0D3_BRABE Uncharacterized protein LOC109468549 OS=Branchiostoma belcheri OX=7741 GN=LOC109468549 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9VDL8_A0A8J9VDL8_BRALA tr|A0A8J9VDL8|A0A8J9VDL8_BRALA TSPOAP1 protein OS=Branchiostoma lanceolatum OX=7740 GN=TSPOAP1 PE=3 SV=1
OG0000088	Branchiostoma_belcheri_tr_A0A6P5AJ26_A0A6P5AJ26_BRABE tr|A0A6P5AJ26|A0A6P5AJ26_BRABE Spondin-1-like isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109486813 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZYP0_A0A6P4ZYP0_BRABE tr|A0A6P4ZYP0|A0A6P4ZYP0_BRABE Spondin-1-like isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109486813 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZLF9_A0A8J9ZLF9_BRALA tr|A0A8J9ZLF9|A0A8J9ZLF9_BRALA SPON2 protein OS=Branchiostoma lanceolatum OX=7740 GN=SPON2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZLL4_A0A8J9ZLL4_BRALA tr|A0A8J9ZLL4|A0A8J9ZLL4_BRALA SPON2 protein OS=Branchiostoma lanceolatum OX=7740 GN=SPON2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZMX0_A0A8J9ZMX0_BRALA tr|A0A8J9ZMX0|A0A8J9ZMX0_BRALA SPON2 protein OS=Branchiostoma lanceolatum OX=7740 GN=SPON2 PE=4 SV=1
OG0000088	Branchiostoma_belcheri_tr_A0A6P4ZII0_A0A6P4ZII0_BRABE tr|A0A6P4ZII0|A0A6P4ZII0_BRABE Uncharacterized protein LOC109477214 isoform X1 OS=Branchiostoma belcheri OX=7741 GN=LOC109477214 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4YWW2_A0A6P4YWW2_BRABE tr|A0A6P4YWW2|A0A6P4YWW2_BRABE Uncharacterized protein LOC109477214 isoform X2 OS=Branchiostoma belcheri OX=7741 GN=LOC109477214 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0EQY2_A0A8K0EQY2_BRALA tr|A0A8K0EQY2|A0A8K0EQY2_BRALA SPON2 protein OS=Branchiostoma lanceolatum OX=7740 GN=SPON2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EWM7_A0A8K0EWM7_BRALA tr|A0A8K0EWM7|A0A8K0EWM7_BRALA SPON2 protein OS=Branchiostoma lanceolatum OX=7740 GN=SPON2 PE=4 SV=1
OG0000088	Branchiostoma_belcheri_tr_A0A6P4ZPY5_A0A6P4ZPY5_BRABE tr|A0A6P4ZPY5|A0A6P4ZPY5_BRABE Spondin-1 OS=Branchiostoma belcheri OX=7741 GN=LOC109476505 PE=4 SV=1, Branchiostoma_belcheri_tr_A0A6P4ZTW0_A0A6P4ZTW0_BRABE tr|A0A6P4ZTW0|A0A6P4ZTW0_BRABE Spondin-1 OS=Branchiostoma belcheri OX=7741 GN=LOC109476505 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9Z9T9_A0A8J9Z9T9_BRALA tr|A0A8J9Z9T9|A0A8J9Z9T9_BRALA Spondin-1 OS=Branchiostoma lanceolatum OX=7740 GN=SPON1 PE=4 SV=1
OG0000089	Branchiostoma_belcheri_tr_A0A6P4Z909_A0A6P4Z909_BRABE tr|A0A6P4Z909|A0A6P4Z909_BRABE Chordin OS=Branchiostoma belcheri OX=7741 GN=LOC109480148 PE=3 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9YSN6_A0A8J9YSN6_BRALA tr|A0A8J9YSN6|A0A8J9YSN6_BRALA Chordin OS=Branchiostoma lanceolatum OX=7740 GN=CHRD PE=3 SV=1
OG0000089	Branchiostoma_belcheri_tr_A0A6P4ZD86_A0A6P4ZD86_BRABE tr|A0A6P4ZD86|A0A6P4ZD86_BRABE LOW QUALITY PROTEIN_ chordin-like protein 1 OS=Branchiostoma belcheri OX=7741 GN=LOC109477743 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8K0E9Z4_A0A8K0E9Z4_BRALA tr|A0A8K0E9Z4|A0A8K0E9Z4_BRALA CHRDL1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CHRDL1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EDD8_A0A8K0EDD8_BRALA tr|A0A8K0EDD8|A0A8K0EDD8_BRALA CHRDL1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CHRDL1 PE=4 SV=1
OG0000090	Branchiostoma_belcheri_tr_A0A6P4YQ94_A0A6P4YQ94_BRABE tr|A0A6P4YQ94|A0A6P4YQ94_BRABE Uncharacterized protein LOC109469721 OS=Branchiostoma belcheri OX=7741 GN=LOC109469721 PE=4 SV=1	Branchiostoma_lanceolatum_tr_A0A8J9ZDW0_A0A8J9ZDW0_BRALA tr|A0A8J9ZDW0|A0A8J9ZDW0_BRALA HAPLN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=HAPLN2 PE=4 SV=1
