Orthogroup	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Chordata_Amphioxiformes_Branchiostoma_floridae
OG0000139	Branchiostoma_lanceolatum_tr_A0A8J9ZJD9_A0A8J9ZJD9_BRALA tr|A0A8J9ZJD9|A0A8J9ZJD9_BRALA BCAN protein OS=Branchiostoma lanceolatum OX=7740 GN=BCAN PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ELL3_A0A8K0ELL3_BRALA tr|A0A8K0ELL3|A0A8K0ELL3_BRALA VCAN protein OS=Branchiostoma lanceolatum OX=7740 GN=VCAN PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KX84_A0A9J7KX84_BRAFL tr|A0A9J7KX84|A0A9J7KX84_BRAFL Glycine-rich cell wall structural protein 1.0-like OS=Branchiostoma floridae OX=7739 GN=LOC118412965 PE=4 SV=1
OG0000140	Branchiostoma_lanceolatum_tr_A0A8J9Z7E2_A0A8J9Z7E2_BRALA tr|A0A8J9Z7E2|A0A8J9Z7E2_BRALA SELE protein OS=Branchiostoma lanceolatum OX=7740 GN=SELE PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7HL08_A0A9J7HL08_BRAFL tr|A0A9J7HL08|A0A9J7HL08_BRAFL Uncharacterized protein LOC118405778 OS=Branchiostoma floridae OX=7739 GN=LOC118405778 PE=4 SV=1
OG0000140	Branchiostoma_lanceolatum_tr_A0A8J9W4D8_A0A8J9W4D8_BRALA tr|A0A8J9W4D8|A0A8J9W4D8_BRALA HEG1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HEG1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A3S9_A0A8K0A3S9_BRALA tr|A0A8K0A3S9|A0A8K0A3S9_BRALA HEG1 protein OS=Branchiostoma lanceolatum OX=7740 GN=HEG1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A6J5_A0A8K0A6J5_BRALA tr|A0A8K0A6J5|A0A8K0A6J5_BRALA NCAN protein OS=Branchiostoma lanceolatum OX=7740 GN=NCAN PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7MBD9_A0A9J7MBD9_BRAFL tr|A0A9J7MBD9|A0A9J7MBD9_BRAFL Uncharacterized protein LOC118431004 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118431004 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MB23_A0A9J7MB23_BRAFL tr|A0A9J7MB23|A0A9J7MB23_BRAFL Uncharacterized protein LOC118431004 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118431004 PE=4 SV=1
OG0000140	Branchiostoma_lanceolatum_tr_A0A8J9ZPX5_A0A8J9ZPX5_BRALA tr|A0A8J9ZPX5|A0A8J9ZPX5_BRALA CRB1 protein OS=Branchiostoma lanceolatum OX=7740 GN=CRB1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7MAZ6_A0A9J7MAZ6_BRAFL tr|A0A9J7MAZ6|A0A9J7MAZ6_BRAFL Uncharacterized protein LOC118430698 OS=Branchiostoma floridae OX=7739 GN=LOC118430698 PE=4 SV=1
OG0000140	Branchiostoma_lanceolatum_tr_A0A8J9YY57_A0A8J9YY57_BRALA tr|A0A8J9YY57|A0A8J9YY57_BRALA JAG1 protein _Fragment_ OS=Branchiostoma lanceolatum OX=7740 GN=JAG1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YVV4_A0A8J9YVV4_BRALA tr|A0A8J9YVV4|A0A8J9YVV4_BRALA JAG1 protein OS=Branchiostoma lanceolatum OX=7740 GN=JAG1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7MCI7_A0A9J7MCI7_BRAFL tr|A0A9J7MCI7|A0A9J7MCI7_BRAFL Uncharacterized protein LOC118431578 OS=Branchiostoma floridae OX=7739 GN=LOC118431578 PE=4 SV=1
OG0000141	Branchiostoma_lanceolatum_tr_A0A8K0AC36_A0A8K0AC36_BRALA tr|A0A8K0AC36|A0A8K0AC36_BRALA CTGF protein OS=Branchiostoma lanceolatum OX=7740 GN=CTGF PE=3 SV=1	Branchiostoma_floridae_tr_A0A9J7LM83_A0A9J7LM83_BRAFL tr|A0A9J7LM83|A0A9J7LM83_BRAFL CCN family member 2-like OS=Branchiostoma floridae OX=7739 GN=LOC118421279 PE=3 SV=1
OG0000143	Branchiostoma_lanceolatum_tr_A0A8K0EEL0_A0A8K0EEL0_BRALA tr|A0A8K0EEL0|A0A8K0EEL0_BRALA CHRNB3 protein OS=Branchiostoma lanceolatum OX=7740 GN=CHRNB3 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7HR96_A0A9J7HR96_BRAFL tr|A0A9J7HR96|A0A9J7HR96_BRAFL Uncharacterized protein LOC118406754 OS=Branchiostoma floridae OX=7739 GN=LOC118406754 PE=4 SV=1
OG0000143	Branchiostoma_lanceolatum_tr_A0A8J9WEC1_A0A8J9WEC1_BRALA tr|A0A8J9WEC1|A0A8J9WEC1_BRALA CHRNA9 protein OS=Branchiostoma lanceolatum OX=7740 GN=CHRNA9 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7HVZ7_A0A9J7HVZ7_BRAFL tr|A0A9J7HVZ7|A0A9J7HVZ7_BRAFL Uncharacterized protein LOC118408509 OS=Branchiostoma floridae OX=7739 GN=LOC118408509 PE=4 SV=1
OG0000143	Branchiostoma_lanceolatum_tr_A0A8K0AIA0_A0A8K0AIA0_BRALA tr|A0A8K0AIA0|A0A8K0AIA0_BRALA CHRNA9 protein OS=Branchiostoma lanceolatum OX=7740 GN=CHRNA9 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7NBD1_A0A9J7NBD1_BRAFL tr|A0A9J7NBD1|A0A9J7NBD1_BRAFL Neuronal acetylcholine receptor subunit beta-3-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118429788 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N7Q9_A0A9J7N7Q9_BRAFL tr|A0A9J7N7Q9|A0A9J7N7Q9_BRAFL Neuronal acetylcholine receptor subunit alpha-9-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118429788 PE=4 SV=1
OG0000143	Branchiostoma_lanceolatum_tr_A0A8K0EPD6_A0A8K0EPD6_BRALA tr|A0A8K0EPD6|A0A8K0EPD6_BRALA CHRNA9 protein OS=Branchiostoma lanceolatum OX=7740 GN=CHRNA9 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EUY3_A0A8K0EUY3_BRALA tr|A0A8K0EUY3|A0A8K0EUY3_BRALA CHRNA9 protein OS=Branchiostoma lanceolatum OX=7740 GN=CHRNA9 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7K930_A0A9J7K930_BRAFL tr|A0A9J7K930|A0A9J7K930_BRAFL Uncharacterized protein LOC118405912 OS=Branchiostoma floridae OX=7739 GN=LOC118405912 PE=4 SV=1
OG0000144	Branchiostoma_lanceolatum_tr_A0A8K0EN28_A0A8K0EN28_BRALA tr|A0A8K0EN28|A0A8K0EN28_BRALA IGFALS protein OS=Branchiostoma lanceolatum OX=7740 GN=IGFALS PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7HJL4_A0A9J7HJL4_BRAFL tr|A0A9J7HJL4|A0A9J7HJL4_BRAFL Carboxypeptidase N subunit 2-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118405316 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HLW6_A0A9J7HLW6_BRAFL tr|A0A9J7HLW6|A0A9J7HLW6_BRAFL Carboxypeptidase N subunit 2-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118405316 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HJH6_A0A9J7HJH6_BRAFL tr|A0A9J7HJH6|A0A9J7HJH6_BRAFL Carboxypeptidase N subunit 2-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118405316 PE=4 SV=1
OG0000144	Branchiostoma_lanceolatum_tr_A0A8K0EML7_A0A8K0EML7_BRALA tr|A0A8K0EML7|A0A8K0EML7_BRALA LRRN2 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRN2 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7K879_A0A9J7K879_BRAFL tr|A0A9J7K879|A0A9J7K879_BRAFL Leucine-rich repeat-containing protein 4C-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118405316 PE=4 SV=1
OG0000144	Branchiostoma_lanceolatum_tr_A0A8K0EK89_A0A8K0EK89_BRALA tr|A0A8K0EK89|A0A8K0EK89_BRALA IGFALS protein OS=Branchiostoma lanceolatum OX=7740 GN=IGFALS PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7HMN4_A0A9J7HMN4_BRAFL tr|A0A9J7HMN4|A0A9J7HMN4_BRAFL Insulin-like growth factor-binding protein complex acid labile subunit OS=Branchiostoma floridae OX=7739 GN=LOC118405354 PE=4 SV=1
OG0000144	Branchiostoma_lanceolatum_tr_A0A8J9ZIW4_A0A8J9ZIW4_BRALA tr|A0A8J9ZIW4|A0A8J9ZIW4_BRALA IGFALS protein OS=Branchiostoma lanceolatum OX=7740 GN=IGFALS PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KII0_A0A9J7KII0_BRAFL tr|A0A9J7KII0|A0A9J7KII0_BRAFL Leucine-rich repeat-containing protein 4C-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118405307 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7KI41_A0A9J7KI41_BRAFL tr|A0A9J7KI41|A0A9J7KI41_BRAFL Leucine-rich repeat-containing protein 4C-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118405307 PE=4 SV=1
OG0000144	Branchiostoma_lanceolatum_tr_A0A8J9ZGH0_A0A8J9ZGH0_BRALA tr|A0A8J9ZGH0|A0A8J9ZGH0_BRALA LRRC4 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRC4 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7NA87_A0A9J7NA87_BRAFL tr|A0A9J7NA87|A0A9J7NA87_BRAFL Leucine-rich repeat-containing protein 4C-like OS=Branchiostoma floridae OX=7739 GN=LOC118431624 PE=4 SV=1
OG0000144	Branchiostoma_lanceolatum_tr_A0A8K0EB61_A0A8K0EB61_BRALA tr|A0A8K0EB61|A0A8K0EB61_BRALA IGFALS protein OS=Branchiostoma lanceolatum OX=7740 GN=IGFALS PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KTX3_A0A9J7KTX3_BRAFL tr|A0A9J7KTX3|A0A9J7KTX3_BRAFL Leucine-rich repeat-containing protein 70-like OS=Branchiostoma floridae OX=7739 GN=LOC118411745 PE=4 SV=1
OG0000144	Branchiostoma_lanceolatum_tr_A0A8J9YRA7_A0A8J9YRA7_BRALA tr|A0A8J9YRA7|A0A8J9YRA7_BRALA IGFALS protein OS=Branchiostoma lanceolatum OX=7740 GN=IGFALS PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VEV7_A0A8J9VEV7_BRALA tr|A0A8J9VEV7|A0A8J9VEV7_BRALA IGFALS protein OS=Branchiostoma lanceolatum OX=7740 GN=IGFALS PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7LT21_A0A9J7LT21_BRAFL tr|A0A9J7LT21|A0A9J7LT21_BRAFL Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 OS=Branchiostoma floridae OX=7739 GN=LOC118423796 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7HSC9_A0A9J7HSC9_BRAFL tr|A0A9J7HSC9|A0A9J7HSC9_BRAFL Insulin-like growth factor-binding protein complex acid labile subunit OS=Branchiostoma floridae OX=7739 GN=LOC118408335 PE=4 SV=1
OG0000146	Branchiostoma_lanceolatum_tr_A0A8J9ZQ39_A0A8J9ZQ39_BRALA tr|A0A8J9ZQ39|A0A8J9ZQ39_BRALA LRSAM1 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRSAM1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KZ41_A0A9J7KZ41_BRAFL tr|A0A9J7KZ41|A0A9J7KZ41_BRAFL Leucine-rich repeat-containing protein 27-like OS=Branchiostoma floridae OX=7739 GN=LOC118413390 PE=4 SV=1
OG0000146	Branchiostoma_lanceolatum_tr_A0A8J9ZGT5_A0A8J9ZGT5_BRALA tr|A0A8J9ZGT5|A0A8J9ZGT5_BRALA LRRIQ4 protein OS=Branchiostoma lanceolatum OX=7740 GN=LRRIQ4 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KPR5_A0A9J7KPR5_BRAFL tr|A0A9J7KPR5|A0A9J7KPR5_BRAFL Leucine-rich repeat protein SHOC-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118410355 PE=4 SV=1
OG0000148	Branchiostoma_lanceolatum_tr_A0A8J9ZTV6_A0A8J9ZTV6_BRALA tr|A0A8J9ZTV6|A0A8J9ZTV6_BRALA TGFB2 protein OS=Branchiostoma lanceolatum OX=7740 GN=TGFB2 PE=3 SV=1	Branchiostoma_floridae_tr_A0A9J7MDA4_A0A9J7MDA4_BRAFL tr|A0A9J7MDA4|A0A9J7MDA4_BRAFL Transforming growth factor beta-3 proprotein OS=Branchiostoma floridae OX=7739 GN=LOC118430343 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MAN7_A0A9J7MAN7_BRAFL tr|A0A9J7MAN7|A0A9J7MAN7_BRAFL Transforming growth factor beta-3 proprotein OS=Branchiostoma floridae OX=7739 GN=LOC118430343 PE=3 SV=1
OG0000150	Branchiostoma_lanceolatum_tr_A0A8K0AA84_A0A8K0AA84_BRALA tr|A0A8K0AA84|A0A8K0AA84_BRALA PAPPA protein OS=Branchiostoma lanceolatum OX=7740 GN=PAPPA PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ADY5_A0A8K0ADY5_BRALA tr|A0A8K0ADY5|A0A8K0ADY5_BRALA PAPPA protein OS=Branchiostoma lanceolatum OX=7740 GN=PAPPA PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A947_A0A8K0A947_BRALA tr|A0A8K0A947|A0A8K0A947_BRALA PAPPA protein OS=Branchiostoma lanceolatum OX=7740 GN=PAPPA PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0A8G3_A0A8K0A8G3_BRALA tr|A0A8K0A8G3|A0A8K0A8G3_BRALA PAPPA protein OS=Branchiostoma lanceolatum OX=7740 GN=PAPPA PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8S4MPD7_A0A8S4MPD7_BRALA tr|A0A8S4MPD7|A0A8S4MPD7_BRALA PAPPA protein OS=Branchiostoma lanceolatum OX=7740 GN=PAPPA PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7MZD8_A0A9J7MZD8_BRAFL tr|A0A9J7MZD8|A0A9J7MZD8_BRAFL Pappalysin-1-like OS=Branchiostoma floridae OX=7739 GN=LOC118421143 PE=3 SV=1
OG0000151	Branchiostoma_lanceolatum_tr_A0A8K0EHC6_A0A8K0EHC6_BRALA tr|A0A8K0EHC6|A0A8K0EHC6_BRALA IGFBP5 protein OS=Branchiostoma lanceolatum OX=7740 GN=IGFBP5 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7LRU9_A0A9J7LRU9_BRAFL tr|A0A9J7LRU9|A0A9J7LRU9_BRAFL Insulin-like growth factor-binding protein 5 OS=Branchiostoma floridae OX=7739 GN=LOC118423942 PE=4 SV=1, Branchiostoma_floridae_tr_C3ZCT3_C3ZCT3_BRAFL tr|C3ZCT3|C3ZCT3_BRAFL Insulin-like growth factor-binding protein 2 OS=Branchiostoma floridae OX=7739 GN=LOC118409623 PE=4 SV=1
OG0000152	Branchiostoma_lanceolatum_tr_A0A8K0E9D4_A0A8K0E9D4_BRALA tr|A0A8K0E9D4|A0A8K0E9D4_BRALA SHOC2 protein OS=Branchiostoma lanceolatum OX=7740 GN=SHOC2 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KGU3_A0A9J7KGU3_BRAFL tr|A0A9J7KGU3|A0A9J7KGU3_BRAFL Leucine-rich repeat protein SHOC-2-like OS=Branchiostoma floridae OX=7739 GN=LOC118403634 PE=4 SV=1
OG0000154	Branchiostoma_lanceolatum_tr_A0A8J9WC80_A0A8J9WC80_BRALA tr|A0A8J9WC80|A0A8J9WC80_BRALA CILP protein OS=Branchiostoma lanceolatum OX=7740 GN=CILP PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7LNY9_A0A9J7LNY9_BRAFL tr|A0A9J7LNY9|A0A9J7LNY9_BRAFL Cartilage intermediate layer protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118422286 PE=4 SV=1
OG0000154	Branchiostoma_lanceolatum_tr_A0A8J9ZMY3_A0A8J9ZMY3_BRALA tr|A0A8J9ZMY3|A0A8J9ZMY3_BRALA CILP protein OS=Branchiostoma lanceolatum OX=7740 GN=CILP PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7L2H0_A0A9J7L2H0_BRAFL tr|A0A9J7L2H0|A0A9J7L2H0_BRAFL Cartilage intermediate layer protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118414780 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7N074_A0A9J7N074_BRAFL tr|A0A9J7N074|A0A9J7N074_BRAFL Uncharacterized protein LOC118421892 OS=Branchiostoma floridae OX=7739 GN=LOC118421892 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MZA8_A0A9J7MZA8_BRAFL tr|A0A9J7MZA8|A0A9J7MZA8_BRAFL Cartilage intermediate layer protein 2-like OS=Branchiostoma floridae OX=7739 GN=LOC118422085 PE=4 SV=1
OG0000154	Branchiostoma_lanceolatum_tr_A0A8J9ZEC3_A0A8J9ZEC3_BRALA tr|A0A8J9ZEC3|A0A8J9ZEC3_BRALA CILP protein OS=Branchiostoma lanceolatum OX=7740 GN=CILP PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7MJ87_A0A9J7MJ87_BRAFL tr|A0A9J7MJ87|A0A9J7MJ87_BRAFL Cartilage intermediate layer protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118411277 PE=4 SV=1, Branchiostoma_floridae_tr_A0A9J7MJ52_A0A9J7MJ52_BRAFL tr|A0A9J7MJ52|A0A9J7MJ52_BRAFL Cartilage intermediate layer protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118411277 PE=4 SV=1
OG0000154	Branchiostoma_lanceolatum_tr_A0A8J9ZBJ1_A0A8J9ZBJ1_BRALA tr|A0A8J9ZBJ1|A0A8J9ZBJ1_BRALA CILP2 protein OS=Branchiostoma lanceolatum OX=7740 GN=CILP2 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7MKP4_A0A9J7MKP4_BRAFL tr|A0A9J7MKP4|A0A9J7MKP4_BRAFL Cartilage intermediate layer protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118412217 PE=4 SV=1
OG0000156	Branchiostoma_lanceolatum_tr_A0A8K0EKD9_A0A8K0EKD9_BRALA tr|A0A8K0EKD9|A0A8K0EKD9_BRALA MFAP1 protein OS=Branchiostoma lanceolatum OX=7740 GN=MFAP1 PE=3 SV=1	Branchiostoma_floridae_tr_A0A9J7ML96_A0A9J7ML96_BRAFL tr|A0A9J7ML96|A0A9J7ML96_BRAFL Microfibrillar-associated protein 1-like OS=Branchiostoma floridae OX=7739 GN=LOC118412421 PE=3 SV=1
OG0000157	Branchiostoma_lanceolatum_tr_A0A8J9Z3Y8_A0A8J9Z3Y8_BRALA tr|A0A8J9Z3Y8|A0A8J9Z3Y8_BRALA FREM2 protein OS=Branchiostoma lanceolatum OX=7740 GN=FREM2 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7MJV9_A0A9J7MJV9_BRAFL tr|A0A9J7MJV9|A0A9J7MJV9_BRAFL Extracellular matrix protein FRAS1-like OS=Branchiostoma floridae OX=7739 GN=LOC118411892 PE=3 SV=1
OG0000157	Branchiostoma_lanceolatum_tr_A0A8J9YVY1_A0A8J9YVY1_BRALA tr|A0A8J9YVY1|A0A8J9YVY1_BRALA FREM1 protein OS=Branchiostoma lanceolatum OX=7740 GN=FREM1 PE=3 SV=1	Branchiostoma_floridae_tr_A0A9J7MD26_A0A9J7MD26_BRAFL tr|A0A9J7MD26|A0A9J7MD26_BRAFL FRAS1-related extracellular matrix protein 1-like isoform X3 OS=Branchiostoma floridae OX=7739 GN=LOC118431463 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MCX9_A0A9J7MCX9_BRAFL tr|A0A9J7MCX9|A0A9J7MCX9_BRAFL FRAS1-related extracellular matrix protein 1-like isoform X6 OS=Branchiostoma floridae OX=7739 GN=LOC118431463 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MCA5_A0A9J7MCA5_BRAFL tr|A0A9J7MCA5|A0A9J7MCA5_BRAFL FRAS1-related extracellular matrix protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118431463 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7MEK1_A0A9J7MEK1_BRAFL tr|A0A9J7MEK1|A0A9J7MEK1_BRAFL FRAS1-related extracellular matrix protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118431463 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7ND59_A0A9J7ND59_BRAFL tr|A0A9J7ND59|A0A9J7ND59_BRAFL FRAS1-related extracellular matrix protein 1-like isoform X4 OS=Branchiostoma floridae OX=7739 GN=LOC118431463 PE=3 SV=1, Branchiostoma_floridae_tr_A0A9J7NA26_A0A9J7NA26_BRAFL tr|A0A9J7NA26|A0A9J7NA26_BRAFL FRAS1-related extracellular matrix protein 1-like isoform X5 OS=Branchiostoma floridae OX=7739 GN=LOC118431463 PE=3 SV=1
OG0000158	Branchiostoma_lanceolatum_tr_A0A8J9YL10_A0A8J9YL10_BRALA tr|A0A8J9YL10|A0A8J9YL10_BRALA SBSPON protein OS=Branchiostoma lanceolatum OX=7740 GN=SBSPON PE=4 SV=1	Branchiostoma_floridae_tr_C3YDL2_C3YDL2_BRAFL tr|C3YDL2|C3YDL2_BRAFL Somatomedin-B and thrombospondin type-1 domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118426576 PE=4 SV=1
OG0000158	Branchiostoma_lanceolatum_tr_A0A8J9YNX6_A0A8J9YNX6_BRALA tr|A0A8J9YNX6|A0A8J9YNX6_BRALA SBSPON protein OS=Branchiostoma lanceolatum OX=7740 GN=SBSPON PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7N3Z7_A0A9J7N3Z7_BRAFL tr|A0A9J7N3Z7|A0A9J7N3Z7_BRAFL Somatomedin-B and thrombospondin type-1 domain-containing protein-like OS=Branchiostoma floridae OX=7739 GN=LOC118425933 PE=4 SV=1
OG0000159	Branchiostoma_lanceolatum_tr_A0A8K0EN07_A0A8K0EN07_BRALA tr|A0A8K0EN07|A0A8K0EN07_BRALA FANK1 protein OS=Branchiostoma lanceolatum OX=7740 GN=FANK1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KZJ0_A0A9J7KZJ0_BRAFL tr|A0A9J7KZJ0|A0A9J7KZJ0_BRAFL Fibronectin type 3 and ankyrin repeat domains protein 1-like isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118413884 PE=4 SV=1
OG0000159	Branchiostoma_lanceolatum_tr_A0A8K0EKX0_A0A8K0EKX0_BRALA tr|A0A8K0EKX0|A0A8K0EKX0_BRALA FANK1 protein OS=Branchiostoma lanceolatum OX=7740 GN=FANK1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7L1A0_A0A9J7L1A0_BRAFL tr|A0A9J7L1A0|A0A9J7L1A0_BRAFL Fibronectin type 3 and ankyrin repeat domains protein 1-like isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118413884 PE=4 SV=1
OG0000160	Branchiostoma_lanceolatum_tr_A0A8J9ZI33_A0A8J9ZI33_BRALA tr|A0A8J9ZI33|A0A8J9ZI33_BRALA ELSPBP1 protein OS=Branchiostoma lanceolatum OX=7740 GN=ELSPBP1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7KRP9_A0A9J7KRP9_BRAFL tr|A0A9J7KRP9|A0A9J7KRP9_BRAFL Uncharacterized protein LOC118410597 isoform X2 OS=Branchiostoma floridae OX=7739 GN=LOC118410597 PE=4 SV=1
OG0000160	Branchiostoma_lanceolatum_tr_A0A8J9ZN04_A0A8J9ZN04_BRALA tr|A0A8J9ZN04|A0A8J9ZN04_BRALA ELSPBP1 protein OS=Branchiostoma lanceolatum OX=7740 GN=ELSPBP1 PE=4 SV=1	Branchiostoma_floridae_tr_A0A9J7L0V7_A0A9J7L0V7_BRAFL tr|A0A9J7L0V7|A0A9J7L0V7_BRAFL Uncharacterized protein LOC118413893 isoform X1 OS=Branchiostoma floridae OX=7739 GN=LOC118413893 PE=4 SV=1
