Orthogroup	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Cnidaria_Anthozoa_Exaiptasia_diaphana
OG0000034	Branchiostoma_lanceolatum_tr_A0A8J9ZTI1_A0A8J9ZTI1_BRALA tr|A0A8J9ZTI1|A0A8J9ZTI1_BRALA ATRNL1 protein OS=Branchiostoma lanceolatum OX=7740 GN=ATRNL1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZRU6_A0A8J9ZRU6_BRALA tr|A0A8J9ZRU6|A0A8J9ZRU6_BRALA ATRNL1 protein OS=Branchiostoma lanceolatum OX=7740 GN=ATRNL1 PE=4 SV=1	Exaiptasia_diaphana_XP_020912671.1 XP_020912671.1 attractin-like protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020915954.1 XP_020915954.1 attractin-like protein 1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916106.1 XP_020916106.1 attractin-like protein 1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916031.1 XP_020916031.1 attractin-like protein 1 isoform X2 [Exaiptasia diaphana]
OG0000034	Branchiostoma_lanceolatum_tr_A0A8J9ZCH9_A0A8J9ZCH9_BRALA tr|A0A8J9ZCH9|A0A8J9ZCH9_BRALA MEGF10 protein OS=Branchiostoma lanceolatum OX=7740 GN=MEGF10 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EKY2_A0A8K0EKY2_BRALA tr|A0A8K0EKY2|A0A8K0EKY2_BRALA MEGF11 protein OS=Branchiostoma lanceolatum OX=7740 GN=MEGF11 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EGB6_A0A8K0EGB6_BRALA tr|A0A8K0EGB6|A0A8K0EGB6_BRALA MEGF11 protein OS=Branchiostoma lanceolatum OX=7740 GN=MEGF11 PE=4 SV=1	Exaiptasia_diaphana_XP_020916503.1 XP_020916503.1 multiple epidermal growth factor-like domains protein 11 [Exaiptasia diaphana]
OG0000034	Branchiostoma_lanceolatum_tr_A0A8J9ZYH2_A0A8J9ZYH2_BRALA tr|A0A8J9ZYH2|A0A8J9ZYH2_BRALA MEGF8 protein OS=Branchiostoma lanceolatum OX=7740 GN=MEGF8 PE=4 SV=1	Exaiptasia_diaphana_XP_028517202.1 XP_028517202.1 multiple epidermal growth factor-like domains protein 8 [Exaiptasia diaphana]
OG0000035	Branchiostoma_lanceolatum_tr_A0A8J9ZTJ7_A0A8J9ZTJ7_BRALA tr|A0A8J9ZTJ7|A0A8J9ZTJ7_BRALA DMBT1 protein OS=Branchiostoma lanceolatum OX=7740 GN=DMBT1 PE=4 SV=1	Exaiptasia_diaphana_XP_020916889.1 XP_020916889.1 flocculation protein FLO11-like [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515483.1 XP_028515483.1 adhesion G protein-coupled receptor B1-like [Exaiptasia diaphana]
OG0000035	Branchiostoma_lanceolatum_tr_A0A8J9ZYM5_A0A8J9ZYM5_BRALA tr|A0A8J9ZYM5|A0A8J9ZYM5_BRALA EDIL3 protein OS=Branchiostoma lanceolatum OX=7740 GN=EDIL3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YWR0_A0A8J9YWR0_BRALA tr|A0A8J9YWR0|A0A8J9YWR0_BRALA EDIL3 protein OS=Branchiostoma lanceolatum OX=7740 GN=EDIL3 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YWE0_A0A8J9YWE0_BRALA tr|A0A8J9YWE0|A0A8J9YWE0_BRALA EDIL3 protein OS=Branchiostoma lanceolatum OX=7740 GN=EDIL3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YWE4_A0A8J9YWE4_BRALA tr|A0A8J9YWE4|A0A8J9YWE4_BRALA EDIL3 protein OS=Branchiostoma lanceolatum OX=7740 GN=EDIL3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0E818_A0A8K0E818_BRALA tr|A0A8K0E818|A0A8K0E818_BRALA IMPG1 protein OS=Branchiostoma lanceolatum OX=7740 GN=IMPG1 PE=4 SV=1	Exaiptasia_diaphana_XP_028519683.1 XP_028519683.1 uncharacterized protein LOC110254617 [Exaiptasia diaphana]
OG0000035	Branchiostoma_lanceolatum_tr_A0A8K0A3I8_A0A8K0A3I8_BRALA tr|A0A8K0A3I8|A0A8K0A3I8_BRALA EDIL3 protein OS=Branchiostoma lanceolatum OX=7740 GN=EDIL3 PE=4 SV=1	Exaiptasia_diaphana_XP_020908597.1 XP_020908597.1 uncharacterized protein LOC110246583 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020899840.1 XP_020899840.1 EGF-like repeat and discoidin I-like domain-containing protein 3_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908571.1 XP_020908571.1 uncharacterized protein LOC110246558_ partial [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020901530.1 XP_020901530.1 uncharacterized protein LOC110240085 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020906161.1 XP_020906161.1 EGF-like repeat and discoidin I-like domain-containing protein 3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028515783.1 XP_028515783.1 uncharacterized protein LOC110242107 [Exaiptasia diaphana]
OG0000036	Branchiostoma_lanceolatum_tr_A0A8K0A1W9_A0A8K0A1W9_BRALA tr|A0A8K0A1W9|A0A8K0A1W9_BRALA NPNT protein OS=Branchiostoma lanceolatum OX=7740 GN=NPNT PE=3 SV=1	Exaiptasia_diaphana_XP_020892218.1 XP_020892218.1 multiple epidermal growth factor-like domains protein 6 [Exaiptasia diaphana]
OG0000036	Branchiostoma_lanceolatum_tr_A0A8K0AH61_A0A8K0AH61_BRALA tr|A0A8K0AH61|A0A8K0AH61_BRALA SCUBE2 protein OS=Branchiostoma lanceolatum OX=7740 GN=SCUBE2 PE=4 SV=1	Exaiptasia_diaphana_XP_028517635.1 XP_028517635.1 uncharacterized protein LOC110248802 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517640.1 XP_028517640.1 uncharacterized protein LOC110248802 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020892203.2 XP_020892203.2 uncharacterized protein LOC110231525 [Exaiptasia diaphana]
OG0000037	Branchiostoma_lanceolatum_tr_A0A8J9YPH5_A0A8J9YPH5_BRALA tr|A0A8J9YPH5|A0A8J9YPH5_BRALA POSTN protein OS=Branchiostoma lanceolatum OX=7740 GN=POSTN PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YQK4_A0A8J9YQK4_BRALA tr|A0A8J9YQK4|A0A8J9YQK4_BRALA TGFBI protein OS=Branchiostoma lanceolatum OX=7740 GN=TGFBI PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VXJ3_A0A8J9VXJ3_BRALA tr|A0A8J9VXJ3|A0A8J9VXJ3_BRALA TGFBI protein OS=Branchiostoma lanceolatum OX=7740 GN=TGFBI PE=4 SV=1	Exaiptasia_diaphana_XP_020907691.1 XP_020907691.1 transforming growth factor-beta-induced protein ig-h3 [Exaiptasia diaphana]
OG0000037	Branchiostoma_lanceolatum_tr_A0A8K0ADW0_A0A8K0ADW0_BRALA tr|A0A8K0ADW0|A0A8K0ADW0_BRALA POSTN protein OS=Branchiostoma lanceolatum OX=7740 GN=POSTN PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AGK0_A0A8K0AGK0_BRALA tr|A0A8K0AGK0|A0A8K0AGK0_BRALA POSTN protein OS=Branchiostoma lanceolatum OX=7740 GN=POSTN PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F122_A0A8K0F122_BRALA tr|A0A8K0F122|A0A8K0F122_BRALA TGFBI protein OS=Branchiostoma lanceolatum OX=7740 GN=TGFBI PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AF66_A0A8K0AF66_BRALA tr|A0A8K0AF66|A0A8K0AF66_BRALA POSTN protein OS=Branchiostoma lanceolatum OX=7740 GN=POSTN PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F3H4_A0A8K0F3H4_BRALA tr|A0A8K0F3H4|A0A8K0F3H4_BRALA TGFBI protein OS=Branchiostoma lanceolatum OX=7740 GN=TGFBI PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AEZ4_A0A8K0AEZ4_BRALA tr|A0A8K0AEZ4|A0A8K0AEZ4_BRALA TGFBI protein OS=Branchiostoma lanceolatum OX=7740 GN=TGFBI PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ADX4_A0A8K0ADX4_BRALA tr|A0A8K0ADX4|A0A8K0ADX4_BRALA TGFBI protein OS=Branchiostoma lanceolatum OX=7740 GN=TGFBI PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9W4F6_A0A8J9W4F6_BRALA tr|A0A8J9W4F6|A0A8J9W4F6_BRALA POSTN protein OS=Branchiostoma lanceolatum OX=7740 GN=POSTN PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AJ50_A0A8K0AJ50_BRALA tr|A0A8K0AJ50|A0A8K0AJ50_BRALA TGFBI protein OS=Branchiostoma lanceolatum OX=7740 GN=TGFBI PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F3V0_A0A8K0F3V0_BRALA tr|A0A8K0F3V0|A0A8K0F3V0_BRALA TGFBI protein OS=Branchiostoma lanceolatum OX=7740 GN=TGFBI PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EYX7_A0A8K0EYX7_BRALA tr|A0A8K0EYX7|A0A8K0EYX7_BRALA TGFBI protein OS=Branchiostoma lanceolatum OX=7740 GN=TGFBI PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AG46_A0A8K0AG46_BRALA tr|A0A8K0AG46|A0A8K0AG46_BRALA POSTN protein OS=Branchiostoma lanceolatum OX=7740 GN=POSTN PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F1L4_A0A8K0F1L4_BRALA tr|A0A8K0F1L4|A0A8K0F1L4_BRALA TGFBI protein OS=Branchiostoma lanceolatum OX=7740 GN=TGFBI PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0AER9_A0A8K0AER9_BRALA tr|A0A8K0AER9|A0A8K0AER9_BRALA TGFBI protein OS=Branchiostoma lanceolatum OX=7740 GN=TGFBI PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZBR0_A0A8J9ZBR0_BRALA tr|A0A8J9ZBR0|A0A8J9ZBR0_BRALA TGFBI protein OS=Branchiostoma lanceolatum OX=7740 GN=TGFBI PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZBF1_A0A8J9ZBF1_BRALA tr|A0A8J9ZBF1|A0A8J9ZBF1_BRALA TGFBI protein OS=Branchiostoma lanceolatum OX=7740 GN=TGFBI PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZE17_A0A8J9ZE17_BRALA tr|A0A8J9ZE17|A0A8J9ZE17_BRALA POSTN protein OS=Branchiostoma lanceolatum OX=7740 GN=POSTN PE=4 SV=1	Exaiptasia_diaphana_XP_020909293.1 XP_020909293.1 transforming growth factor-beta-induced protein ig-h3 [Exaiptasia diaphana]
OG0000038	Branchiostoma_lanceolatum_tr_A0A8J9Z222_A0A8J9Z222_BRALA tr|A0A8J9Z222|A0A8J9Z222_BRALA TNFSF10 protein OS=Branchiostoma lanceolatum OX=7740 GN=TNFSF10 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1Z3_A0A8J9Z1Z3_BRALA tr|A0A8J9Z1Z3|A0A8J9Z1Z3_BRALA TNFSF10 protein OS=Branchiostoma lanceolatum OX=7740 GN=TNFSF10 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z168_A0A8J9Z168_BRALA tr|A0A8J9Z168|A0A8J9Z168_BRALA TNFSF10 protein OS=Branchiostoma lanceolatum OX=7740 GN=TNFSF10 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F0V5_A0A8K0F0V5_BRALA tr|A0A8K0F0V5|A0A8K0F0V5_BRALA TNFSF10 protein OS=Branchiostoma lanceolatum OX=7740 GN=TNFSF10 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0F3D5_A0A8K0F3D5_BRALA tr|A0A8K0F3D5|A0A8K0F3D5_BRALA TNFSF10 protein OS=Branchiostoma lanceolatum OX=7740 GN=TNFSF10 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z221_A0A8J9Z221_BRALA tr|A0A8J9Z221|A0A8J9Z221_BRALA TNFSF10 protein OS=Branchiostoma lanceolatum OX=7740 GN=TNFSF10 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z193_A0A8J9Z193_BRALA tr|A0A8J9Z193|A0A8J9Z193_BRALA TNFSF10 protein OS=Branchiostoma lanceolatum OX=7740 GN=TNFSF10 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z1Z7_A0A8J9Z1Z7_BRALA tr|A0A8J9Z1Z7|A0A8J9Z1Z7_BRALA TNFSF10 protein OS=Branchiostoma lanceolatum OX=7740 GN=TNFSF10 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z254_A0A8J9Z254_BRALA tr|A0A8J9Z254|A0A8J9Z254_BRALA TNFSF10 protein OS=Branchiostoma lanceolatum OX=7740 GN=TNFSF10 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ETM4_A0A8K0ETM4_BRALA tr|A0A8K0ETM4|A0A8K0ETM4_BRALA TNFSF10 protein OS=Branchiostoma lanceolatum OX=7740 GN=TNFSF10 PE=3 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EW58_A0A8K0EW58_BRALA tr|A0A8K0EW58|A0A8K0EW58_BRALA TNFSF10 protein OS=Branchiostoma lanceolatum OX=7740 GN=TNFSF10 PE=3 SV=1	Exaiptasia_diaphana_XP_028517223.1 XP_028517223.1 collagen alpha-1_XXV_ chain isoform X4 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517222.1 XP_028517222.1 collagen alpha-1_XXV_ chain isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517220.1 XP_028517220.1 ectodysplasin-A isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517221.1 XP_028517221.1 ectodysplasin-A isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908768.1 XP_020908768.1 uncharacterized protein LOC110246748 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020908885.1 XP_020908885.1 uncharacterized protein LOC110246841 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517224.1 XP_028517224.1 uncharacterized protein LOC110246841 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517225.1 XP_028517225.1 uncharacterized protein LOC110246747 [Exaiptasia diaphana]
OG0000039	Branchiostoma_lanceolatum_tr_A0A8J9Z768_A0A8J9Z768_BRALA tr|A0A8J9Z768|A0A8J9Z768_BRALA SCARF2 protein OS=Branchiostoma lanceolatum OX=7740 GN=SCARF2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z810_A0A8J9Z810_BRALA tr|A0A8J9Z810|A0A8J9Z810_BRALA GAS6 protein OS=Branchiostoma lanceolatum OX=7740 GN=GAS6 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EGC4_A0A8K0EGC4_BRALA tr|A0A8K0EGC4|A0A8K0EGC4_BRALA Hypp8876 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp8876 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EIZ5_A0A8K0EIZ5_BRALA tr|A0A8K0EIZ5|A0A8K0EIZ5_BRALA Hypp8876 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp8876 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9Z9W9_A0A8J9Z9W9_BRALA tr|A0A8J9Z9W9|A0A8J9Z9W9_BRALA Hypp8875 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp8875 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YUY1_A0A8J9YUY1_BRALA tr|A0A8J9YUY1|A0A8J9YUY1_BRALA Hypp6493 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp6493 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EU75_A0A8K0EU75_BRALA tr|A0A8K0EU75|A0A8K0EU75_BRALA Hypp2728 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp2728 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZBD7_A0A8J9ZBD7_BRALA tr|A0A8J9ZBD7|A0A8J9ZBD7_BRALA Hypp8875 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp8875 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZC80_A0A8J9ZC80_BRALA tr|A0A8J9ZC80|A0A8J9ZC80_BRALA Hypp8875 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp8875 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ERE5_A0A8K0ERE5_BRALA tr|A0A8K0ERE5|A0A8K0ERE5_BRALA Hypp2727 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp2727 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0E536_A0A8K0E536_BRALA tr|A0A8K0E536|A0A8K0E536_BRALA Hypp6494 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp6494 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZRG4_A0A8J9ZRG4_BRALA tr|A0A8J9ZRG4|A0A8J9ZRG4_BRALA Hypp2075 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp2075 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZPF2_A0A8J9ZPF2_BRALA tr|A0A8J9ZPF2|A0A8J9ZPF2_BRALA ADGRL2 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADGRL2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZQX1_A0A8J9ZQX1_BRALA tr|A0A8J9ZQX1|A0A8J9ZQX1_BRALA ADGRL2 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADGRL2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VG36_A0A8J9VG36_BRALA tr|A0A8J9VG36|A0A8J9VG36_BRALA SFTPD protein OS=Branchiostoma lanceolatum OX=7740 GN=SFTPD PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZSR1_A0A8J9ZSR1_BRALA tr|A0A8J9ZSR1|A0A8J9ZSR1_BRALA Hypp2286 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp2286 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZPR9_A0A8J9ZPR9_BRALA tr|A0A8J9ZPR9|A0A8J9ZPR9_BRALA Hypp2286 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp2286 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EZC5_A0A8K0EZC5_BRALA tr|A0A8K0EZC5|A0A8K0EZC5_BRALA Hypp3972 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp3972 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8S4MP44_A0A8S4MP44_BRALA tr|A0A8S4MP44|A0A8S4MP44_BRALA Hypp9648 protein _Fragment_ OS=Branchiostoma lanceolatum OX=7740 GN=Hypp9648 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EM95_A0A8K0EM95_BRALA tr|A0A8K0EM95|A0A8K0EM95_BRALA Hypp2283 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp2283 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YY51_A0A8J9YY51_BRALA tr|A0A8J9YY51|A0A8J9YY51_BRALA Hypp7192 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp7192 PE=4 SV=1	Exaiptasia_diaphana_XP_020916877.1 XP_020916877.1 uncharacterized protein LOC110254246 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517831.1 XP_028517831.1 uncharacterized protein LOC114576037 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916874.1 XP_020916874.1 LOW QUALITY PROTEIN_ uncharacterized protein LOC110254244 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020898243.1 XP_020898243.1 uncharacterized protein LOC110237013 [Exaiptasia diaphana]
OG0000039	Branchiostoma_lanceolatum_tr_A0A8J9ZRQ0_A0A8J9ZRQ0_BRALA tr|A0A8J9ZRQ0|A0A8J9ZRQ0_BRALA Hypp2151 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp2151 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8S4MPI0_A0A8S4MPI0_BRALA tr|A0A8S4MPI0|A0A8S4MPI0_BRALA Hypp9730 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp9730 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EP20_A0A8K0EP20_BRALA tr|A0A8K0EP20|A0A8K0EP20_BRALA Hypp2156 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp2156 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0ACR0_A0A8K0ACR0_BRALA tr|A0A8K0ACR0|A0A8K0ACR0_BRALA Hypp5151 protein OS=Branchiostoma lanceolatum OX=7740 GN=Hypp5151 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9W382_A0A8J9W382_BRALA tr|A0A8J9W382|A0A8J9W382_BRALA TECPR1 protein OS=Branchiostoma lanceolatum OX=7740 GN=TECPR1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YN53_A0A8J9YN53_BRALA tr|A0A8J9YN53|A0A8J9YN53_BRALA TECPR1 protein OS=Branchiostoma lanceolatum OX=7740 GN=TECPR1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YQE3_A0A8J9YQE3_BRALA tr|A0A8J9YQE3|A0A8J9YQE3_BRALA MRC2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VLB6_A0A8J9VLB6_BRALA tr|A0A8J9VLB6|A0A8J9VLB6_BRALA MRC2 protein OS=Branchiostoma lanceolatum OX=7740 GN=MRC2 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9YKD9_A0A8J9YKD9_BRALA tr|A0A8J9YKD9|A0A8J9YKD9_BRALA ADGRB1 protein OS=Branchiostoma lanceolatum OX=7740 GN=ADGRB1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9W1S9_A0A8J9W1S9_BRALA tr|A0A8J9W1S9|A0A8J9W1S9_BRALA SCUBE3 protein OS=Branchiostoma lanceolatum OX=7740 GN=SCUBE3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VCE7_A0A8J9VCE7_BRALA tr|A0A8J9VCE7|A0A8J9VCE7_BRALA SCUBE1 protein OS=Branchiostoma lanceolatum OX=7740 GN=SCUBE1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VWD4_A0A8J9VWD4_BRALA tr|A0A8J9VWD4|A0A8J9VWD4_BRALA FBN3 protein OS=Branchiostoma lanceolatum OX=7740 GN=FBN3 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9VD87_A0A8J9VD87_BRALA tr|A0A8J9VD87|A0A8J9VD87_BRALA SCUBE3 protein OS=Branchiostoma lanceolatum OX=7740 GN=SCUBE3 PE=4 SV=1	Exaiptasia_diaphana_XP_020892078.1 XP_020892078.1 SCO-spondin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028512564.1 XP_028512564.1 SCO-spondin [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028513284.1 XP_028513284.1 uncharacterized protein LOC110233688 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020894661.1 XP_020894661.1 uncharacterized protein LOC110233688 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020893949.1 XP_020893949.1 uncharacterized protein LOC110233047 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020916603.1 XP_020916603.1 neurogenic locus notch homolog protein 1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020910130.1 XP_020910130.1 integumentary mucin A.1 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517642.1 XP_028517642.1 integumentary mucin A.1 isoform X2 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517643.1 XP_028517643.1 integumentary mucin C.1 isoform X3 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_028517002.1 XP_028517002.1 agglutinin-like protein ARB_02240 [Exaiptasia diaphana]
OG0000040	Branchiostoma_lanceolatum_tr_A0A8K0EQC8_A0A8K0EQC8_BRALA tr|A0A8K0EQC8|A0A8K0EQC8_BRALA KAZALD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=KAZALD1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8K0EMT5_A0A8K0EMT5_BRALA tr|A0A8K0EMT5|A0A8K0EMT5_BRALA KAZALD1 protein OS=Branchiostoma lanceolatum OX=7740 GN=KAZALD1 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZMS7_A0A8J9ZMS7_BRALA tr|A0A8J9ZMS7|A0A8J9ZMS7_BRALA IGFBP7 protein OS=Branchiostoma lanceolatum OX=7740 GN=IGFBP7 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZQP9_A0A8J9ZQP9_BRALA tr|A0A8J9ZQP9|A0A8J9ZQP9_BRALA IGFBP7 protein OS=Branchiostoma lanceolatum OX=7740 GN=IGFBP7 PE=4 SV=1, Branchiostoma_lanceolatum_tr_A0A8J9ZN21_A0A8J9ZN21_BRALA tr|A0A8J9ZN21|A0A8J9ZN21_BRALA IGFBP7 protein OS=Branchiostoma lanceolatum OX=7740 GN=IGFBP7 PE=4 SV=1	Exaiptasia_diaphana_XP_020903908.1 XP_020903908.1 uncharacterized protein LOC110242294 isoform X1 [Exaiptasia diaphana], Exaiptasia_diaphana_XP_020903909.1 XP_020903909.1 uncharacterized protein LOC110242294 isoform X2 [Exaiptasia diaphana]
