Orthogroup	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Stylophora_pistillata
OG0000027	Acropora_digitifera_adi_v1.10760 adi_v1.10760, Acropora_digitifera_adi_v1.24060 adi_v1.24060	Stylophora_pistillata_Spis18131 Spis18131 SpisGene18131, Stylophora_pistillata_Spis13753 Spis13753 SpisGene13753, Stylophora_pistillata_Spis21884 Spis21884 SpisGene21884, Stylophora_pistillata_Spis23526 Spis23526 SpisGene23526, Stylophora_pistillata_Spis9521 Spis9521 SpisGene9521, Stylophora_pistillata_Spis17504 Spis17504 SpisGene17504, Stylophora_pistillata_Spis15083 Spis15083 SpisGene15083, Stylophora_pistillata_Spis15082 Spis15082 SpisGene15082, Stylophora_pistillata_Spis15081 Spis15081 SpisGene15081, Stylophora_pistillata_Spis22409 Spis22409 SpisGene22409
OG0000027	Acropora_digitifera_adi_v1.16446 adi_v1.16446	Stylophora_pistillata_Spis7647 Spis7647 SpisGene7647, Stylophora_pistillata_Spis17030 Spis17030 SpisGene17030
OG0000028	Acropora_digitifera_adi_v1.22704 adi_v1.22704	Stylophora_pistillata_Spis2632 Spis2632 SpisGene2632
OG0000029	Acropora_digitifera_adi_v1.05908 adi_v1.05908, Acropora_digitifera_adi_v1.23964 adi_v1.23964	Stylophora_pistillata_Spis14294 Spis14294 SpisGene14294
OG0000029	Acropora_digitifera_adi_v1.05909 adi_v1.05909, Acropora_digitifera_adi_v1.07579 adi_v1.07579	Stylophora_pistillata_Spis14293 Spis14293 SpisGene14293
OG0000029	Acropora_digitifera_adi_v1.23498 adi_v1.23498	Stylophora_pistillata_Spis11924 Spis11924 SpisGene11924
OG0000029	Acropora_digitifera_adi_v1.06123 adi_v1.06123, Acropora_digitifera_adi_v1.06122 adi_v1.06122, Acropora_digitifera_adi_v1.15580 adi_v1.15580, Acropora_digitifera_adi_v1.18528 adi_v1.18528, Acropora_digitifera_adi_v1.24512 adi_v1.24512	Stylophora_pistillata_Spis1889 Spis1889 SpisGene1889
OG0000029	Acropora_digitifera_adi_v1.05640 adi_v1.05640, Acropora_digitifera_adi_v1.23664 adi_v1.23664, Acropora_digitifera_adi_v1.19333 adi_v1.19333, Acropora_digitifera_adi_v1.18835 adi_v1.18835	Stylophora_pistillata_Spis13497 Spis13497 SpisGene13497, Stylophora_pistillata_Spis2936 Spis2936 SpisGene2936, Stylophora_pistillata_Spis2937 Spis2937 SpisGene2937, Stylophora_pistillata_Spis14747 Spis14747 SpisGene14747
OG0000029	Acropora_digitifera_adi_v1.14934 adi_v1.14934	Stylophora_pistillata_Spis25131 Spis25131 SpisGene25131, Stylophora_pistillata_Spis25256 Spis25256 SpisGene25256
OG0000029	Acropora_digitifera_adi_v1.21194 adi_v1.21194	Stylophora_pistillata_Spis24484 Spis24484 SpisGene24484
OG0000029	Acropora_digitifera_adi_v1.02560 adi_v1.02560, Acropora_digitifera_adi_v1.06270 adi_v1.06270	Stylophora_pistillata_Spis244 Spis244 SpisGene244, Stylophora_pistillata_Spis15298 Spis15298 SpisGene15298, Stylophora_pistillata_Spis24019 Spis24019 SpisGene24019, Stylophora_pistillata_Spis19778 Spis19778 SpisGene19778, Stylophora_pistillata_Spis15297 Spis15297 SpisGene15297, Stylophora_pistillata_Spis15300 Spis15300 SpisGene15300, Stylophora_pistillata_Spis24485 Spis24485 SpisGene24485, Stylophora_pistillata_Spis24018 Spis24018 SpisGene24018, Stylophora_pistillata_Spis246 Spis246 SpisGene246, Stylophora_pistillata_Spis245 Spis245 SpisGene245, Stylophora_pistillata_Spis15299 Spis15299 SpisGene15299, Stylophora_pistillata_Spis21846 Spis21846 SpisGene21846
OG0000029	Acropora_digitifera_adi_v1.10787 adi_v1.10787, Acropora_digitifera_adi_v1.03968 adi_v1.03968, Acropora_digitifera_adi_v1.24346 adi_v1.24346, Acropora_digitifera_adi_v1.03966 adi_v1.03966	Stylophora_pistillata_Spis18858 Spis18858 SpisGene18858, Stylophora_pistillata_Spis22181 Spis22181 SpisGene22181, Stylophora_pistillata_Spis2049 Spis2049 SpisGene2049, Stylophora_pistillata_Spis2052 Spis2052 SpisGene2052, Stylophora_pistillata_Spis22182 Spis22182 SpisGene22182, Stylophora_pistillata_Spis21966 Spis21966 SpisGene21966, Stylophora_pistillata_Spis12132 Spis12132 SpisGene12132, Stylophora_pistillata_Spis24685 Spis24685 SpisGene24685
OG0000029	Acropora_digitifera_adi_v1.10914 adi_v1.10914, Acropora_digitifera_adi_v1.10785 adi_v1.10785, Acropora_digitifera_adi_v1.10786 adi_v1.10786	Stylophora_pistillata_Spis2056 Spis2056 SpisGene2056
OG0000029	Acropora_digitifera_adi_v1.12762 adi_v1.12762, Acropora_digitifera_adi_v1.12761 adi_v1.12761	Stylophora_pistillata_Spis22125 Spis22125 SpisGene22125, Stylophora_pistillata_Spis24654 Spis24654 SpisGene24654
OG0000030	Acropora_digitifera_adi_v1.13106 adi_v1.13106	Stylophora_pistillata_Spis8205 Spis8205 SpisGene8205
OG0000030	Acropora_digitifera_adi_v1.02168 adi_v1.02168	Stylophora_pistillata_Spis14458 Spis14458 SpisGene14458
OG0000030	Acropora_digitifera_adi_v1.09623 adi_v1.09623	Stylophora_pistillata_Spis18004 Spis18004 SpisGene18004
OG0000031	Acropora_digitifera_adi_v1.22489 adi_v1.22489, Acropora_digitifera_adi_v1.00735 adi_v1.00735, Acropora_digitifera_adi_v1.22525 adi_v1.22525, Acropora_digitifera_adi_v1.16698 adi_v1.16698, Acropora_digitifera_adi_v1.12619 adi_v1.12619	Stylophora_pistillata_Spis19038 Spis19038 SpisGene19038
OG0000031	Acropora_digitifera_adi_v1.16697 adi_v1.16697, Acropora_digitifera_adi_v1.23860 adi_v1.23860, Acropora_digitifera_adi_v1.02734 adi_v1.02734, Acropora_digitifera_adi_v1.03323 adi_v1.03323, Acropora_digitifera_adi_v1.03324 adi_v1.03324	Stylophora_pistillata_Spis21002 Spis21002 SpisGene21002, Stylophora_pistillata_Spis19044 Spis19044 SpisGene19044, Stylophora_pistillata_Spis19041 Spis19041 SpisGene19041
OG0000032	Acropora_digitifera_adi_v1.12501 adi_v1.12501, Acropora_digitifera_adi_v1.16147 adi_v1.16147, Acropora_digitifera_adi_v1.24590 adi_v1.24590, Acropora_digitifera_adi_v1.12502 adi_v1.12502, Acropora_digitifera_adi_v1.23164 adi_v1.23164, Acropora_digitifera_adi_v1.04304 adi_v1.04304	Stylophora_pistillata_Spis10202 Spis10202 SpisGene10202, Stylophora_pistillata_Spis15228 Spis15228 SpisGene15228, Stylophora_pistillata_Spis15229 Spis15229 SpisGene15229, Stylophora_pistillata_Spis19967 Spis19967 SpisGene19967
OG0000033	Acropora_digitifera_adi_v1.14471 adi_v1.14471	Stylophora_pistillata_Spis6139 Spis6139 SpisGene6139
OG0000033	Acropora_digitifera_adi_v1.07578 adi_v1.07578	Stylophora_pistillata_Spis22124 Spis22124 SpisGene22124
OG0000033	Acropora_digitifera_adi_v1.18539 adi_v1.18539	Stylophora_pistillata_Spis10 Spis10 SpisGene10
OG0000033	Acropora_digitifera_adi_v1.16436 adi_v1.16436, Acropora_digitifera_adi_v1.08950 adi_v1.08950, Acropora_digitifera_adi_v1.12445 adi_v1.12445, Acropora_digitifera_adi_v1.06458 adi_v1.06458, Acropora_digitifera_adi_v1.08949 adi_v1.08949, Acropora_digitifera_adi_v1.12446 adi_v1.12446, Acropora_digitifera_adi_v1.12447 adi_v1.12447, Acropora_digitifera_adi_v1.02615 adi_v1.02615, Acropora_digitifera_adi_v1.06456 adi_v1.06456, Acropora_digitifera_adi_v1.18540 adi_v1.18540, Acropora_digitifera_adi_v1.06457 adi_v1.06457, Acropora_digitifera_adi_v1.02616 adi_v1.02616, Acropora_digitifera_adi_v1.08953 adi_v1.08953, Acropora_digitifera_adi_v1.08952 adi_v1.08952, Acropora_digitifera_adi_v1.06455 adi_v1.06455	Stylophora_pistillata_Spis13247 Spis13247 SpisGene13247
OG0000033	Acropora_digitifera_adi_v1.18541 adi_v1.18541	Stylophora_pistillata_Spis18997 Spis18997 SpisGene18997, Stylophora_pistillata_Spis20669 Spis20669 SpisGene20669, Stylophora_pistillata_Spis20661 Spis20661 SpisGene20661, Stylophora_pistillata_Spis20668 Spis20668 SpisGene20668
OG0000034	Acropora_digitifera_adi_v1.08610 adi_v1.08610	Stylophora_pistillata_Spis8934.t1 Spis8934.t1 SpisGene8934
OG0000034	Acropora_digitifera_adi_v1.13495 adi_v1.13495, Acropora_digitifera_adi_v1.18578 adi_v1.18578	Stylophora_pistillata_Spis1480 Spis1480 SpisGene1480
OG0000035	Acropora_digitifera_adi_v1.00964 adi_v1.00964, Acropora_digitifera_adi_v1.01652 adi_v1.01652	Stylophora_pistillata_Spis3601 Spis3601 SpisGene3601
OG0000035	Acropora_digitifera_adi_v1.01269 adi_v1.01269, Acropora_digitifera_adi_v1.00036 adi_v1.00036, Acropora_digitifera_adi_v1.22626 adi_v1.22626	Stylophora_pistillata_Spis12182 Spis12182 SpisGene12182
OG0000035	Acropora_digitifera_adi_v1.02763 adi_v1.02763	Stylophora_pistillata_Spis7427 Spis7427 SpisGene7427
OG0000035	Acropora_digitifera_adi_v1.22961 adi_v1.22961, Acropora_digitifera_adi_v1.02263 adi_v1.02263	Stylophora_pistillata_Spis4434 Spis4434 SpisGene4434
OG0000036	Acropora_digitifera_adi_v1.11172 adi_v1.11172	Stylophora_pistillata_Spis6171 Spis6171 SpisGene6171
OG0000036	Acropora_digitifera_adi_v1.11171 adi_v1.11171, Acropora_digitifera_adi_v1.21085 adi_v1.21085	Stylophora_pistillata_Spis8101 Spis8101 SpisGene8101, Stylophora_pistillata_Spis734 Spis734 SpisGene734, Stylophora_pistillata_Spis19371 Spis19371 SpisGene19371, Stylophora_pistillata_Spis6169 Spis6169 SpisGene6169, Stylophora_pistillata_Spis6170 Spis6170 SpisGene6170
OG0000037	Acropora_digitifera_adi_v1.12940 adi_v1.12940, Acropora_digitifera_adi_v1.22657 adi_v1.22657	Stylophora_pistillata_Spis13601 Spis13601 SpisGene13601
OG0000038	Acropora_digitifera_adi_v1.21776 adi_v1.21776, Acropora_digitifera_adi_v1.17595 adi_v1.17595, Acropora_digitifera_adi_v1.01701 adi_v1.01701, Acropora_digitifera_adi_v1.02274 adi_v1.02274, Acropora_digitifera_adi_v1.14625 adi_v1.14625, Acropora_digitifera_adi_v1.01699 adi_v1.01699, Acropora_digitifera_adi_v1.06643 adi_v1.06643	Stylophora_pistillata_Spis9907 Spis9907 SpisGene9907, Stylophora_pistillata_Spis9906 Spis9906 SpisGene9906, Stylophora_pistillata_Spis9905 Spis9905 SpisGene9905, Stylophora_pistillata_Spis15286 Spis15286 SpisGene15286
OG0000038	Acropora_digitifera_adi_v1.19173 adi_v1.19173, Acropora_digitifera_adi_v1.19174 adi_v1.19174	Stylophora_pistillata_Spis1157 Spis1157 SpisGene1157
OG0000038	Acropora_digitifera_adi_v1.19172 adi_v1.19172	Stylophora_pistillata_Spis1159 Spis1159 SpisGene1159
OG0000038	Acropora_digitifera_adi_v1.24713 adi_v1.24713	Stylophora_pistillata_Spis16667 Spis16667 SpisGene16667
OG0000039	Acropora_digitifera_adi_v1.18902 adi_v1.18902, Acropora_digitifera_adi_v1.15125 adi_v1.15125	Stylophora_pistillata_Spis15611 Spis15611 SpisGene15611, Stylophora_pistillata_Spis15606 Spis15606 SpisGene15606, Stylophora_pistillata_Spis15608 Spis15608 SpisGene15608
OG0000039	Acropora_digitifera_adi_v1.16330 adi_v1.16330, Acropora_digitifera_adi_v1.15494 adi_v1.15494, Acropora_digitifera_adi_v1.15094 adi_v1.15094	Stylophora_pistillata_Spis15609 Spis15609 SpisGene15609, Stylophora_pistillata_Spis15605 Spis15605 SpisGene15605, Stylophora_pistillata_Spis15613 Spis15613 SpisGene15613
OG0000039	Acropora_digitifera_adi_v1.12546 adi_v1.12546	Stylophora_pistillata_Spis6627 Spis6627 SpisGene6627, Stylophora_pistillata_Spis25772.Novel Spis25772.Novel SpisGene25772.Novel
OG0000040	Acropora_digitifera_adi_v1.10909 adi_v1.10909	Stylophora_pistillata_Spis3141 Spis3141 SpisGene3141
OG0000040	Acropora_digitifera_adi_v1.09775 adi_v1.09775	Stylophora_pistillata_Spis21214 Spis21214 SpisGene21214
OG0000041	Acropora_digitifera_adi_v1.03072 adi_v1.03072	Stylophora_pistillata_Spis2408 Spis2408 SpisGene2408
OG0000041	Acropora_digitifera_adi_v1.21179 adi_v1.21179	Stylophora_pistillata_Spis15631 Spis15631 SpisGene15631
OG0000041	Acropora_digitifera_adi_v1.12520 adi_v1.12520, Acropora_digitifera_adi_v1.02837 adi_v1.02837	Stylophora_pistillata_Spis1360 Spis1360 SpisGene1360
OG0000042	Acropora_digitifera_adi_v1.01395 adi_v1.01395	Stylophora_pistillata_Spis2347 Spis2347 SpisGene2347
OG0000042	Acropora_digitifera_adi_v1.15503 adi_v1.15503	Stylophora_pistillata_Spis15181 Spis15181 SpisGene15181
OG0000042	Acropora_digitifera_adi_v1.15501 adi_v1.15501	Stylophora_pistillata_Spis15182 Spis15182 SpisGene15182
OG0000044	Acropora_digitifera_adi_v1.17869 adi_v1.17869	Stylophora_pistillata_Spis4982 Spis4982 SpisGene4982
OG0000044	Acropora_digitifera_adi_v1.01279 adi_v1.01279	Stylophora_pistillata_Spis20352 Spis20352 SpisGene20352
OG0000044	Acropora_digitifera_adi_v1.01276 adi_v1.01276, Acropora_digitifera_adi_v1.01277 adi_v1.01277	Stylophora_pistillata_Spis4987 Spis4987 SpisGene4987
OG0000045	Acropora_digitifera_adi_v1.10227 adi_v1.10227	Stylophora_pistillata_Spis6767 Spis6767 SpisGene6767
OG0000045	Acropora_digitifera_adi_v1.09586 adi_v1.09586	Stylophora_pistillata_Spis7390 Spis7390 SpisGene7390
OG0000046	Acropora_digitifera_adi_v1.11433 adi_v1.11433, Acropora_digitifera_adi_v1.13810 adi_v1.13810, Acropora_digitifera_adi_v1.22260 adi_v1.22260, Acropora_digitifera_adi_v1.17607 adi_v1.17607	Stylophora_pistillata_Spis20041 Spis20041 SpisGene20041, Stylophora_pistillata_Spis20040 Spis20040 SpisGene20040, Stylophora_pistillata_Spis17822 Spis17822 SpisGene17822
OG0000046	Acropora_digitifera_adi_v1.10417 adi_v1.10417, Acropora_digitifera_adi_v1.11233 adi_v1.11233, Acropora_digitifera_adi_v1.11714 adi_v1.11714, Acropora_digitifera_adi_v1.18842 adi_v1.18842, Acropora_digitifera_adi_v1.23505 adi_v1.23505, Acropora_digitifera_adi_v1.23018 adi_v1.23018, Acropora_digitifera_adi_v1.02067 adi_v1.02067, Acropora_digitifera_adi_v1.23506 adi_v1.23506, Acropora_digitifera_adi_v1.10319 adi_v1.10319	Stylophora_pistillata_Spis20038 Spis20038 SpisGene20038, Stylophora_pistillata_Spis3327 Spis3327 SpisGene3327, Stylophora_pistillata_Spis20037 Spis20037 SpisGene20037, Stylophora_pistillata_Spis2656 Spis2656 SpisGene2656, Stylophora_pistillata_Spis6345 Spis6345 SpisGene6345, Stylophora_pistillata_Spis15919 Spis15919 SpisGene15919, Stylophora_pistillata_Spis12940 Spis12940 SpisGene12940, Stylophora_pistillata_Spis15918 Spis15918 SpisGene15918
OG0000046	Acropora_digitifera_adi_v1.24389 adi_v1.24389, Acropora_digitifera_adi_v1.21947 adi_v1.21947, Acropora_digitifera_adi_v1.00626 adi_v1.00626	Stylophora_pistillata_Spis17828 Spis17828 SpisGene17828
OG0000047	Acropora_digitifera_adi_v1.11979 adi_v1.11979	Stylophora_pistillata_Spis8993 Spis8993 SpisGene8993
OG0000049	Acropora_digitifera_adi_v1.00526 adi_v1.00526	Stylophora_pistillata_Spis6729 Spis6729 SpisGene6729
OG0000051	Acropora_digitifera_adi_v1.03896 adi_v1.03896	Stylophora_pistillata_Spis5233 Spis5233 SpisGene5233
OG0000051	Acropora_digitifera_adi_v1.01617 adi_v1.01617, Acropora_digitifera_adi_v1.22187 adi_v1.22187, Acropora_digitifera_adi_v1.22186 adi_v1.22186	Stylophora_pistillata_Spis9873 Spis9873 SpisGene9873
OG0000051	Acropora_digitifera_adi_v1.01615 adi_v1.01615	Stylophora_pistillata_Spis17370 Spis17370 SpisGene17370, Stylophora_pistillata_Spis17369 Spis17369 SpisGene17369, Stylophora_pistillata_Spis18643 Spis18643 SpisGene18643
OG0000052	Acropora_digitifera_adi_v1.18882 adi_v1.18882, Acropora_digitifera_adi_v1.16615 adi_v1.16615, Acropora_digitifera_adi_v1.22447 adi_v1.22447, Acropora_digitifera_adi_v1.03642 adi_v1.03642, Acropora_digitifera_adi_v1.21147 adi_v1.21147, Acropora_digitifera_adi_v1.21604 adi_v1.21604, Acropora_digitifera_adi_v1.21148 adi_v1.21148, Acropora_digitifera_adi_v1.17997 adi_v1.17997, Acropora_digitifera_adi_v1.21832 adi_v1.21832, Acropora_digitifera_adi_v1.11491 adi_v1.11491	Stylophora_pistillata_Spis23416 Spis23416 SpisGene23416, Stylophora_pistillata_Spis24353 Spis24353 SpisGene24353, Stylophora_pistillata_Spis21448 Spis21448 SpisGene21448, Stylophora_pistillata_Spis21450 Spis21450 SpisGene21450, Stylophora_pistillata_Spis21447 Spis21447 SpisGene21447, Stylophora_pistillata_Spis24364 Spis24364 SpisGene24364, Stylophora_pistillata_Spis24770 Spis24770 SpisGene24770
OG0000054	Acropora_digitifera_adi_v1.13439 adi_v1.13439	Stylophora_pistillata_Spis4424.t3 Spis4424.t3 SpisGene4424
OG0000054	Acropora_digitifera_adi_v1.00193 adi_v1.00193	Stylophora_pistillata_Spis725 Spis725 SpisGene725
OG0000056	Acropora_digitifera_adi_v1.22521 adi_v1.22521	Stylophora_pistillata_Spis17017 Spis17017 SpisGene17017
OG0000058	Acropora_digitifera_adi_v1.10945 adi_v1.10945	Stylophora_pistillata_Spis23576 Spis23576 SpisGene23576, Stylophora_pistillata_Spis21562 Spis21562 SpisGene21562
OG0000058	Acropora_digitifera_adi_v1.09968 adi_v1.09968	Stylophora_pistillata_Spis12423 Spis12423 SpisGene12423
OG0000059	Acropora_digitifera_adi_v1.03807 adi_v1.03807, Acropora_digitifera_adi_v1.22370 adi_v1.22370	Stylophora_pistillata_Spis9841 Spis9841 SpisGene9841
OG0000062	Acropora_digitifera_adi_v1.19726 adi_v1.19726	Stylophora_pistillata_Spis8967.t1 Spis8967.t1 SpisGene8967
OG0000062	Acropora_digitifera_adi_v1.20013 adi_v1.20013	Stylophora_pistillata_Spis10067 Spis10067 SpisGene10067
OG0000063	Acropora_digitifera_adi_v1.13405 adi_v1.13405	Stylophora_pistillata_Spis5904 Spis5904 SpisGene5904
OG0000063	Acropora_digitifera_adi_v1.14406 adi_v1.14406	Stylophora_pistillata_Spis15269 Spis15269 SpisGene15269
OG0000063	Acropora_digitifera_adi_v1.02079 adi_v1.02079	Stylophora_pistillata_Spis3359 Spis3359 SpisGene3359
OG0000063	Acropora_digitifera_adi_v1.03588 adi_v1.03588, Acropora_digitifera_adi_v1.16891 adi_v1.16891, Acropora_digitifera_adi_v1.10277 adi_v1.10277	Stylophora_pistillata_Spis15392 Spis15392 SpisGene15392, Stylophora_pistillata_Spis15386 Spis15386 SpisGene15386, Stylophora_pistillata_Spis13839 Spis13839 SpisGene13839, Stylophora_pistillata_Spis13840 Spis13840 SpisGene13840
OG0000064	Acropora_digitifera_adi_v1.06463 adi_v1.06463, Acropora_digitifera_adi_v1.10842 adi_v1.10842	Stylophora_pistillata_Spis3364 Spis3364 SpisGene3364
OG0000065	Acropora_digitifera_adi_v1.01898 adi_v1.01898, Acropora_digitifera_adi_v1.06117 adi_v1.06117	Stylophora_pistillata_Spis8479 Spis8479 SpisGene8479
OG0000065	Acropora_digitifera_adi_v1.06118 adi_v1.06118	Stylophora_pistillata_Spis8480 Spis8480 SpisGene8480
OG0000067	Acropora_digitifera_adi_v1.03804 adi_v1.03804, Acropora_digitifera_adi_v1.14055 adi_v1.14055	Stylophora_pistillata_Spis22390 Spis22390 SpisGene22390, Stylophora_pistillata_Spis18859 Spis18859 SpisGene18859
OG0000069	Acropora_digitifera_adi_v1.08167 adi_v1.08167, Acropora_digitifera_adi_v1.08092 adi_v1.08092	Stylophora_pistillata_Spis24903 Spis24903 SpisGene24903, Stylophora_pistillata_Spis14320 Spis14320 SpisGene14320
OG0000069	Acropora_digitifera_adi_v1.20840 adi_v1.20840, Acropora_digitifera_adi_v1.11544 adi_v1.11544	Stylophora_pistillata_Spis9519 Spis9519 SpisGene9519
OG0000069	Acropora_digitifera_adi_v1.10867 adi_v1.10867	Stylophora_pistillata_Spis7044 Spis7044 SpisGene7044, Stylophora_pistillata_Spis7047 Spis7047 SpisGene7047, Stylophora_pistillata_Spis22899 Spis22899 SpisGene22899, Stylophora_pistillata_Spis19443 Spis19443 SpisGene19443, Stylophora_pistillata_Spis22314 Spis22314 SpisGene22314, Stylophora_pistillata_Spis22764 Spis22764 SpisGene22764, Stylophora_pistillata_Spis24397 Spis24397 SpisGene24397, Stylophora_pistillata_Spis11671 Spis11671 SpisGene11671, Stylophora_pistillata_Spis12417 Spis12417 SpisGene12417, Stylophora_pistillata_Spis19447 Spis19447 SpisGene19447, Stylophora_pistillata_Spis12939 Spis12939 SpisGene12939, Stylophora_pistillata_Spis12934 Spis12934 SpisGene12934, Stylophora_pistillata_Spis12937 Spis12937 SpisGene12937, Stylophora_pistillata_Spis12932 Spis12932 SpisGene12932, Stylophora_pistillata_Spis12924 Spis12924 SpisGene12924, Stylophora_pistillata_Spis23302 Spis23302 SpisGene23302, Stylophora_pistillata_Spis9296 Spis9296 SpisGene9296, Stylophora_pistillata_Spis21630 Spis21630 SpisGene21630, Stylophora_pistillata_Spis3740 Spis3740 SpisGene3740, Stylophora_pistillata_Spis19715 Spis19715 SpisGene19715
OG0000069	Acropora_digitifera_adi_v1.10097 adi_v1.10097, Acropora_digitifera_adi_v1.10098 adi_v1.10098	Stylophora_pistillata_Spis20573 Spis20573 SpisGene20573, Stylophora_pistillata_Spis18593 Spis18593 SpisGene18593, Stylophora_pistillata_Spis20574 Spis20574 SpisGene20574, Stylophora_pistillata_Spis20575 Spis20575 SpisGene20575, Stylophora_pistillata_Spis23141 Spis23141 SpisGene23141, Stylophora_pistillata_Spis23144 Spis23144 SpisGene23144, Stylophora_pistillata_Spis22534 Spis22534 SpisGene22534, Stylophora_pistillata_Spis18603 Spis18603 SpisGene18603, Stylophora_pistillata_Spis9517 Spis9517 SpisGene9517
OG0000070	Acropora_digitifera_adi_v1.23658 adi_v1.23658	Stylophora_pistillata_Spis16314 Spis16314 SpisGene16314
OG0000070	Acropora_digitifera_adi_v1.06768 adi_v1.06768	Stylophora_pistillata_Spis6123 Spis6123 SpisGene6123
OG0000070	Acropora_digitifera_adi_v1.05628 adi_v1.05628	Stylophora_pistillata_Spis14637 Spis14637 SpisGene14637
OG0000073	Acropora_digitifera_adi_v1.08214 adi_v1.08214	Stylophora_pistillata_Spis5001 Spis5001 SpisGene5001
OG0000073	Acropora_digitifera_adi_v1.15179 adi_v1.15179	Stylophora_pistillata_Spis12509 Spis12509 SpisGene12509
OG0000073	Acropora_digitifera_adi_v1.05328 adi_v1.05328	Stylophora_pistillata_Spis12512 Spis12512 SpisGene12512, Stylophora_pistillata_Spis12511 Spis12511 SpisGene12511, Stylophora_pistillata_Spis12510 Spis12510 SpisGene12510
OG0000073	Acropora_digitifera_adi_v1.00855 adi_v1.00855	Stylophora_pistillata_Spis4993 Spis4993 SpisGene4993
OG0000073	Acropora_digitifera_adi_v1.21206 adi_v1.21206, Acropora_digitifera_adi_v1.22381 adi_v1.22381	Stylophora_pistillata_Spis8997 Spis8997 SpisGene8997, Stylophora_pistillata_Spis4992 Spis4992 SpisGene4992
OG0000075	Acropora_digitifera_adi_v1.06180 adi_v1.06180	Stylophora_pistillata_Spis18089 Spis18089 SpisGene18089
OG0000075	Acropora_digitifera_adi_v1.02324 adi_v1.02324	Stylophora_pistillata_Spis21246 Spis21246 SpisGene21246
OG0000075	Acropora_digitifera_adi_v1.05194 adi_v1.05194, Acropora_digitifera_adi_v1.05678 adi_v1.05678	Stylophora_pistillata_Spis25413 Spis25413 SpisGene25413
OG0000075	Acropora_digitifera_adi_v1.05195 adi_v1.05195, Acropora_digitifera_adi_v1.20443 adi_v1.20443	Stylophora_pistillata_Spis11032 Spis11032 SpisGene11032, Stylophora_pistillata_Spis11031 Spis11031 SpisGene11031, Stylophora_pistillata_Spis11029 Spis11029 SpisGene11029
OG0000080	Acropora_digitifera_adi_v1.23049 adi_v1.23049	Stylophora_pistillata_Spis6044 Spis6044 SpisGene6044
OG0000080	Acropora_digitifera_adi_v1.20179 adi_v1.20179	Stylophora_pistillata_Spis857 Spis857 SpisGene857
OG0000080	Acropora_digitifera_adi_v1.03235 adi_v1.03235	Stylophora_pistillata_Spis845 Spis845 SpisGene845, Stylophora_pistillata_Spis846 Spis846 SpisGene846, Stylophora_pistillata_Spis844 Spis844 SpisGene844
OG0000081	Acropora_digitifera_adi_v1.14148 adi_v1.14148	Stylophora_pistillata_Spis17434 Spis17434 SpisGene17434
OG0000082	Acropora_digitifera_adi_v1.10757 adi_v1.10757	Stylophora_pistillata_Spis15657.t1 Spis15657.t1 SpisGene15657
OG0000082	Acropora_digitifera_adi_v1.19272 adi_v1.19272, Acropora_digitifera_adi_v1.08091 adi_v1.08091, Acropora_digitifera_adi_v1.08090 adi_v1.08090, Acropora_digitifera_adi_v1.03875 adi_v1.03875, Acropora_digitifera_adi_v1.23202 adi_v1.23202, Acropora_digitifera_adi_v1.03874 adi_v1.03874, Acropora_digitifera_adi_v1.03249 adi_v1.03249, Acropora_digitifera_adi_v1.22782 adi_v1.22782	Stylophora_pistillata_Spis14850 Spis14850 SpisGene14850
OG0000082	Acropora_digitifera_adi_v1.00154 adi_v1.00154	Stylophora_pistillata_Spis10840 Spis10840 SpisGene10840
OG0000082	Acropora_digitifera_adi_v1.00928 adi_v1.00928	Stylophora_pistillata_Spis25422 Spis25422 SpisGene25422
OG0000082	Acropora_digitifera_adi_v1.17031 adi_v1.17031	Stylophora_pistillata_Spis1961 Spis1961 SpisGene1961
OG0000083	Acropora_digitifera_adi_v1.06821 adi_v1.06821	Stylophora_pistillata_Spis9213 Spis9213 SpisGene9213
OG0000083	Acropora_digitifera_adi_v1.08924 adi_v1.08924	Stylophora_pistillata_Spis6958 Spis6958 SpisGene6958
OG0000086	Acropora_digitifera_adi_v1.22996 adi_v1.22996	Stylophora_pistillata_Spis3540 Spis3540 SpisGene3540, Stylophora_pistillata_Spis20332 Spis20332 SpisGene20332, Stylophora_pistillata_Spis20333 Spis20333 SpisGene20333, Stylophora_pistillata_Spis20336 Spis20336 SpisGene20336, Stylophora_pistillata_Spis20335 Spis20335 SpisGene20335
OG0000086	Acropora_digitifera_adi_v1.19997 adi_v1.19997	Stylophora_pistillata_Spis21512 Spis21512 SpisGene21512
OG0000087	Acropora_digitifera_adi_v1.01106 adi_v1.01106	Stylophora_pistillata_Spis3470 Spis3470 SpisGene3470
OG0000088	Acropora_digitifera_adi_v1.01059 adi_v1.01059	Stylophora_pistillata_Spis17637 Spis17637 SpisGene17637
OG0000089	Acropora_digitifera_adi_v1.13331 adi_v1.13331, Acropora_digitifera_adi_v1.09609 adi_v1.09609	Stylophora_pistillata_Spis9074 Spis9074 SpisGene9074
OG0000089	Acropora_digitifera_adi_v1.01316 adi_v1.01316	Stylophora_pistillata_Spis6266 Spis6266 SpisGene6266
OG0000092	Acropora_digitifera_adi_v1.12295 adi_v1.12295, Acropora_digitifera_adi_v1.12296 adi_v1.12296	Stylophora_pistillata_Spis18097 Spis18097 SpisGene18097, Stylophora_pistillata_Spis3844 Spis3844 SpisGene3844
