Orthogroup	Chordata_Vertebrata_Mus_musculus	Insecta_Diptera_Drosophila_melanogaster
OG0000023	Mus_musculus_sp_Q05910_ADAM8_MOUSE sp_Q05910_ADAM8_MOUSE Disintegrin and metalloproteinase domain-containing protein 8 OS=Mus musculus OX=10090 GN=Adam8 PE=1 SV=3, Mus_musculus_sp_O35227_ADAM7_MOUSE sp_O35227_ADAM7_MOUSE Disintegrin and metalloproteinase domain-containing protein 7 OS=Mus musculus OX=10090 GN=Adam7 PE=2 SV=2, Mus_musculus_sp_Q9R0X2_ADEC1_MOUSE sp_Q9R0X2_ADEC1_MOUSE ADAM DEC1 OS=Mus musculus OX=10090 GN=Adamdec1 PE=2 SV=1, Mus_musculus_sp_Q8K410_ADA32_MOUSE sp_Q8K410_ADA32_MOUSE Disintegrin and metalloproteinase domain-containing protein 32 OS=Mus musculus OX=10090 GN=Adam32 PE=1 SV=3, Mus_musculus_sp_F8VQ03_ADAM3_MOUSE sp_F8VQ03_ADAM3_MOUSE A disintegrin and metallopeptidase domain 3 OS=Mus musculus OX=10090 GN=Adam3 PE=1 SV=1, Mus_musculus_sp_Q9R157_ADA18_MOUSE sp_Q9R157_ADA18_MOUSE Disintegrin and metalloproteinase domain-containing protein 18 OS=Mus musculus OX=10090 GN=Adam18 PE=1 SV=2, Mus_musculus_sp_Q60718_ADAM2_MOUSE sp_Q60718_ADAM2_MOUSE Disintegrin and metalloproteinase domain-containing protein 2 OS=Mus musculus OX=10090 GN=Adam2 PE=1 SV=2, Mus_musculus_sp_Q8R534_ADM1B_MOUSE sp_Q8R534_ADM1B_MOUSE Disintegrin and metalloproteinase domain-containing protein 1b OS=Mus musculus OX=10090 GN=Adam1b PE=1 SV=2, Mus_musculus_sp_Q9R159_ADA25_MOUSE sp_Q9R159_ADA25_MOUSE Disintegrin and metalloproteinase domain-containing protein 25 OS=Mus musculus OX=10090 GN=Adam25 PE=2 SV=1, Mus_musculus_sp_Q9R160_ADA24_MOUSE sp_Q9R160_ADA24_MOUSE Disintegrin and metalloproteinase domain-containing protein 24 OS=Mus musculus OX=10090 GN=Adam24 PE=1 SV=2, Mus_musculus_sp_Q9R158_AD26A_MOUSE sp_Q9R158_AD26A_MOUSE Disintegrin and metalloproteinase domain-containing protein 26A OS=Mus musculus OX=10090 GN=Adam26a PE=2 SV=2, Mus_musculus_sp_Q811Q4_ADA29_MOUSE sp_Q811Q4_ADA29_MOUSE Disintegrin and metalloproteinase domain-containing protein 29 OS=Mus musculus OX=10090 GN=Adam29 PE=2 SV=1, Mus_musculus_sp_Q9JI76_ADA21_MOUSE sp_Q9JI76_ADA21_MOUSE Disintegrin and metalloproteinase domain-containing protein 21 OS=Mus musculus OX=10090 GN=Adam21 PE=2 SV=1, Mus_musculus_sp_Q61072_ADAM9_MOUSE sp_Q61072_ADAM9_MOUSE Disintegrin and metalloproteinase domain-containing protein 9 OS=Mus musculus OX=10090 GN=Adam9 PE=1 SV=2, Mus_musculus_sp_Q61824_ADA12_MOUSE sp_Q61824_ADA12_MOUSE Disintegrin and metalloproteinase domain-containing protein 12 OS=Mus musculus OX=10090 GN=Adam12 PE=1 SV=2, Mus_musculus_sp_Q923W9_ADA33_MOUSE sp_Q923W9_ADA33_MOUSE Disintegrin and metalloproteinase domain-containing protein 33 OS=Mus musculus OX=10090 GN=Adam33 PE=1 SV=3, Mus_musculus_sp_O35674_ADA19_MOUSE sp_O35674_ADA19_MOUSE Disintegrin and metalloproteinase domain-containing protein 19 OS=Mus musculus OX=10090 GN=Adam19 PE=2 SV=2, Mus_musculus_sp_O88839_ADA15_MOUSE sp_O88839_ADA15_MOUSE Disintegrin and metalloproteinase domain-containing protein 15 OS=Mus musculus OX=10090 GN=Adam15 PE=1 SV=2, Mus_musculus_sp_O88839_ADA15_MOUSE sp_O88839_ADA15_MOUSE Disintegrin and metalloproteinase domain-containing protein 15 OS=Mus musculus OX=10090 GN=Adam15 PE=1 SV=2, Mus_musculus_sp_Q9R1V7_ADA23_MOUSE sp_Q9R1V7_ADA23_MOUSE Disintegrin and metalloproteinase domain-containing protein 23 OS=Mus musculus OX=10090 GN=Adam23 PE=1 SV=1, Mus_musculus_sp_Q9R1V6_ADA22_MOUSE sp_Q9R1V6_ADA22_MOUSE Disintegrin and metalloproteinase domain-containing protein 22 OS=Mus musculus OX=10090 GN=Adam22 PE=1 SV=2, Mus_musculus_sp_Q9R1V4_ADA11_MOUSE sp_Q9R1V4_ADA11_MOUSE Disintegrin and metalloproteinase domain-containing protein 11 OS=Mus musculus OX=10090 GN=Adam11 PE=1 SV=2	Drosophila_melanogaster_tr_B7Z0Y2_B7Z0Y2_DROME tr|B7Z0Y2|B7Z0Y2_DROME Mind-meld_ isoform D OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_Q9VXL1_Q9VXL1_DROME tr|Q9VXL1|Q9VXL1_DROME Mind-meld_ isoform F OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=6, Drosophila_melanogaster_tr_X2JE21_X2JE21_DROME tr|X2JE21|X2JE21_DROME Mind-meld_ isoform J OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_M9PER2_M9PER2_DROME tr|M9PER2|M9PER2_DROME Mind-meld_ isoform H OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_M9PH86_M9PH86_DROME tr|M9PH86|M9PH86_DROME Mind-meld_ isoform I OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_M9NDY9_M9NDY9_DROME tr|M9NDY9|M9NDY9_DROME Mind-meld_ isoform G OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_M9NH46_M9NH46_DROME tr|M9NH46|M9NH46_DROME Mind-meld_ isoform E OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=1, Drosophila_melanogaster_tr_Q7KUY7_Q7KUY7_DROME tr|Q7KUY7|Q7KUY7_DROME Mind-meld_ isoform B OS=Drosophila melanogaster OX=7227 GN=mmd PE=4 SV=2, Drosophila_melanogaster_tr_Q9GZ15_Q9GZ15_DROME tr|Q9GZ15|Q9GZ15_DROME MIND-MELD _Fragment_ OS=Drosophila melanogaster OX=7227 GN=mmd PE=2 SV=1
OG0000024	Mus_musculus_sp_Q62288_TICN1_MOUSE sp_Q62288_TICN1_MOUSE Testican-1 OS=Mus musculus OX=10090 GN=Spock1 PE=2 SV=2, Mus_musculus_sp_Q9ER58_TICN2_MOUSE sp_Q9ER58_TICN2_MOUSE Testican-2 OS=Mus musculus OX=10090 GN=Spock2 PE=1 SV=1	Drosophila_melanogaster_tr_A0A0B4KH80_A0A0B4KH80_DROME tr|A0A0B4KH80|A0A0B4KH80_DROME Carrier of wingless_ isoform E OS=Drosophila melanogaster OX=7227 GN=Cow PE=4 SV=1, Drosophila_melanogaster_sp_Q9VCR3_COW_DROME sp|Q9VCR3|COW_DROME Proteoglycan Cow OS=Drosophila melanogaster OX=7227 GN=Cow PE=1 SV=3
OG0000028	Mus_musculus_sp_P02463_CO4A1_MOUSE sp_P02463_CO4A1_MOUSE Collagen alpha-1_IV_ chain OS=Mus musculus OX=10090 GN=Col4a1 PE=1 SV=4, Mus_musculus_sp_Q9QZS0_CO4A3_MOUSE sp_Q9QZS0_CO4A3_MOUSE Collagen alpha-3_IV_ chain OS=Mus musculus OX=10090 GN=Col4a3 PE=1 SV=2	Drosophila_melanogaster_tr_O18407_O18407_DROME tr|O18407|O18407_DROME Collagen type IV alpha 2 OS=Drosophila melanogaster OX=7227 GN=vkg PE=2 SV=1, Drosophila_melanogaster_tr_Q9VMV5_Q9VMV5_DROME tr|Q9VMV5|Q9VMV5_DROME Viking_ isoform A OS=Drosophila melanogaster OX=7227 GN=vkg PE=1 SV=1
OG0000028	Mus_musculus_sp_P08122_CO4A2_MOUSE sp_P08122_CO4A2_MOUSE Collagen alpha-2_IV_ chain OS=Mus musculus OX=10090 GN=Col4a2 PE=1 SV=4, Mus_musculus_sp_Q9QZR9_CO4A4_MOUSE sp_Q9QZR9_CO4A4_MOUSE Collagen alpha-4_IV_ chain OS=Mus musculus OX=10090 GN=Col4a4 PE=1 SV=1	Drosophila_melanogaster_sp_P08120_CO4A1_DROME sp|P08120|CO4A1_DROME Collagen alpha-1_IV_ chain OS=Drosophila melanogaster OX=7227 GN=Col4a1 PE=1 SV=3
OG0000030	Mus_musculus_sp_Q9Z0F8_ADA17_MOUSE sp_Q9Z0F8_ADA17_MOUSE Disintegrin and metalloproteinase domain-containing protein 17 OS=Mus musculus OX=10090 GN=Adam17 PE=1 SV=3	Drosophila_melanogaster_sp_Q9VAC5_ADA17_DROME sp|Q9VAC5|ADA17_DROME ADAM 17-like protease OS=Drosophila melanogaster OX=7227 GN=Tace PE=2 SV=2
OG0000030	Mus_musculus_sp_O35598_ADA10_MOUSE sp_O35598_ADA10_MOUSE Disintegrin and metalloproteinase domain-containing protein 10 OS=Mus musculus OX=10090 GN=Adam10 PE=1 SV=2	Drosophila_melanogaster_tr_Q9VAI2_Q9VAI2_DROME tr|Q9VAI2|Q9VAI2_DROME Kuzbanian-like_ isoform A OS=Drosophila melanogaster OX=7227 GN=Kul PE=4 SV=1, Drosophila_melanogaster_tr_A0A0B4LHU2_A0A0B4LHU2_DROME tr|A0A0B4LHU2|A0A0B4LHU2_DROME Kuzbanian-like_ isoform C OS=Drosophila melanogaster OX=7227 GN=Kul PE=4 SV=1, Drosophila_melanogaster_tr_Q59DZ3_Q59DZ3_DROME tr|Q59DZ3|Q59DZ3_DROME FI21209p1 OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=1, Drosophila_melanogaster_tr_A8DZ03_A8DZ03_DROME tr|A8DZ03|A8DZ03_DROME Kuzbanian_ isoform G OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=2, Drosophila_melanogaster_tr_A8DZ02_A8DZ02_DROME tr|A8DZ02|A8DZ02_DROME Kuzbanian_ isoform F OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=2, Drosophila_melanogaster_tr_Q9VJW9_Q9VJW9_DROME tr|Q9VJW9|Q9VJW9_DROME Kuzbanian_ isoform A OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=1, Drosophila_melanogaster_tr_Q94902_Q94902_DROME tr|Q94902|Q94902_DROME Kuzbanian OS=Drosophila melanogaster OX=7227 GN=kuz PE=2 SV=1
OG0000034	Mus_musculus_sp_P60882_MEGF8_MOUSE sp_P60882_MEGF8_MOUSE Multiple epidermal growth factor-like domains protein 8 OS=Mus musculus OX=10090 GN=Megf8 PE=1 SV=2	Drosophila_melanogaster_tr_Q9VLT6_Q9VLT6_DROME tr|Q9VLT6|Q9VLT6_DROME Multiple EGF like domains 8_ isoform B OS=Drosophila melanogaster OX=7227 GN=Megf8 PE=4 SV=4, Drosophila_melanogaster_tr_X2J9V1_X2J9V1_DROME tr|X2J9V1|X2J9V1_DROME Multiple EGF like domains 8_ isoform C OS=Drosophila melanogaster OX=7227 GN=Megf8 PE=4 SV=1, Drosophila_melanogaster_tr_Q8T0D8_Q8T0D8_DROME tr|Q8T0D8|Q8T0D8_DROME LD09511p OS=Drosophila melanogaster OX=7227 GN=Megf8 PE=2 SV=1
OG0000036	Mus_musculus_sp_Q9QXT5_EGFL7_MOUSE sp_Q9QXT5_EGFL7_MOUSE Epidermal growth factor-like protein 7 OS=Mus musculus OX=10090 GN=Egfl7 PE=2 SV=2, Mus_musculus_sp_Q9JJZ5_EGFL6_MOUSE sp_Q9JJZ5_EGFL6_MOUSE Epidermal growth factor-like protein 6 OS=Mus musculus OX=10090 GN=Egfl6 PE=1 SV=1, Mus_musculus_sp_Q91V88_NPNT_MOUSE sp_Q91V88_NPNT_MOUSE Nephronectin OS=Mus musculus OX=10090 GN=Npnt PE=1 SV=1, Mus_musculus_sp_Q91V88_NPNT_MOUSE sp_Q91V88_NPNT_MOUSE Nephronectin OS=Mus musculus OX=10090 GN=Npnt PE=1 SV=1, Mus_musculus_sp_Q91V88_NPNT_MOUSE sp_Q91V88_NPNT_MOUSE Nephronectin OS=Mus musculus OX=10090 GN=Npnt PE=1 SV=1, Mus_musculus_sp_Q91V88_NPNT_MOUSE sp_Q91V88_NPNT_MOUSE Nephronectin OS=Mus musculus OX=10090 GN=Npnt PE=1 SV=1	Drosophila_melanogaster_tr_Q95RQ1_Q95RQ1_DROME tr|Q95RQ1|Q95RQ1_DROME LD16414p OS=Drosophila melanogaster OX=7227 GN=slow PE=2 SV=1
OG0000038	Mus_musculus_sp_O54693_EDA_MOUSE sp_O54693_EDA_MOUSE Ectodysplasin-A OS=Mus musculus OX=10090 GN=Eda PE=1 SV=2, Mus_musculus_sp_Q9WU72_TN13B_MOUSE sp_Q9WU72_TN13B_MOUSE Tumor necrosis factor ligand superfamily member 13B OS=Mus musculus OX=10090 GN=Tnfsf13b PE=1 SV=1, Mus_musculus_sp_Q9D777_TNF13_MOUSE sp_Q9D777_TNF13_MOUSE Tumor necrosis factor ligand superfamily member 13 OS=Mus musculus OX=10090 GN=Tnfsf13 PE=1 SV=1	Drosophila_melanogaster_sp_Q8MUJ1_EIGER_DROME sp|Q8MUJ1|EIGER_DROME Protein eiger OS=Drosophila melanogaster OX=7227 GN=egr PE=1 SV=1
OG0000044	Mus_musculus_sp_P21981_TGM2_MOUSE sp_P21981_TGM2_MOUSE Protein-glutamine gamma-glutamyltransferase 2 OS=Mus musculus OX=10090 GN=Tgm2 PE=1 SV=4, Mus_musculus_sp_Q08189_TGM3_MOUSE sp_Q08189_TGM3_MOUSE Protein-glutamine gamma-glutamyltransferase E OS=Mus musculus OX=10090 GN=Tgm3 PE=1 SV=2, Mus_musculus_sp_Q9D7I9_TGM5_MOUSE sp_Q9D7I9_TGM5_MOUSE Protein-glutamine gamma-glutamyltransferase 5 OS=Mus musculus OX=10090 GN=Tgm5 PE=2 SV=3, Mus_musculus_sp_Q8BZH1_TGM4_MOUSE sp_Q8BZH1_TGM4_MOUSE Protein-glutamine gamma-glutamyltransferase 4 OS=Mus musculus OX=10090 GN=Tgm4 PE=1 SV=2, Mus_musculus_sp_Q8BH61_F13A_MOUSE sp_Q8BH61_F13A_MOUSE Coagulation factor XIII A chain OS=Mus musculus OX=10090 GN=F13a1 PE=1 SV=3, Mus_musculus_sp_Q9JLF6_TGM1_MOUSE sp_Q9JLF6_TGM1_MOUSE Protein-glutamine gamma-glutamyltransferase K OS=Mus musculus OX=10090 GN=Tgm1 PE=1 SV=2	Drosophila_melanogaster_tr_Q8IPH0_Q8IPH0_DROME tr|Q8IPH0|Q8IPH0_DROME Transglutaminase_ isoform B OS=Drosophila melanogaster OX=7227 GN=Tg PE=1 SV=1, Drosophila_melanogaster_tr_Q9VLU2_Q9VLU2_DROME tr|Q9VLU2|Q9VLU2_DROME RE08173p OS=Drosophila melanogaster OX=7227 GN=Tg PE=2 SV=2
OG0000045	Mus_musculus_sp_Q61789_LAMA3_MOUSE sp_Q61789_LAMA3_MOUSE Laminin subunit alpha-3 OS=Mus musculus OX=10090 GN=Lama3 PE=1 SV=4, Mus_musculus_sp_Q61001_LAMA5_MOUSE sp_Q61001_LAMA5_MOUSE Laminin subunit alpha-5 OS=Mus musculus OX=10090 GN=Lama5 PE=1 SV=4	Drosophila_melanogaster_sp_Q00174_LAMA_DROME sp|Q00174|LAMA_DROME Laminin subunit alpha OS=Drosophila melanogaster OX=7227 GN=LanA PE=1 SV=2
OG0000045	Mus_musculus_sp_P97927_LAMA4_MOUSE sp_P97927_LAMA4_MOUSE Laminin subunit alpha-4 OS=Mus musculus OX=10090 GN=Lama4 PE=1 SV=2	Drosophila_melanogaster_tr_M9MRU0_M9MRU0_DROME tr|M9MRU0|M9MRU0_DROME Wing blister_ isoform C OS=Drosophila melanogaster OX=7227 GN=wb PE=4 SV=1
OG0000049	Mus_musculus_sp_P70206_PLXA1_MOUSE sp_P70206_PLXA1_MOUSE Plexin-A1 OS=Mus musculus OX=10090 GN=Plxna1 PE=1 SV=1, Mus_musculus_sp_P70208_PLXA3_MOUSE sp_P70208_PLXA3_MOUSE Plexin-A3 OS=Mus musculus OX=10090 GN=Plxna3 PE=1 SV=2, Mus_musculus_sp_P70207_PLXA2_MOUSE sp_P70207_PLXA2_MOUSE Plexin-A2 OS=Mus musculus OX=10090 GN=Plxna2 PE=1 SV=2, Mus_musculus_sp_Q80UG2_PLXA4_MOUSE sp_Q80UG2_PLXA4_MOUSE Plexin-A4 OS=Mus musculus OX=10090 GN=Plxna4 PE=1 SV=3	Drosophila_melanogaster_tr_Q9V491_Q9V491_DROME tr|Q9V491|Q9V491_DROME Plexin A_ isoform A OS=Drosophila melanogaster OX=7227 GN=PlexA PE=1 SV=1, Drosophila_melanogaster_tr_Q7YU07_Q7YU07_DROME tr|Q7YU07|Q7YU07_DROME LD15833p OS=Drosophila melanogaster OX=7227 GN=PlexA PE=2 SV=1, Drosophila_melanogaster_tr_Q0KIF1_Q0KIF1_DROME tr|Q0KIF1|Q0KIF1_DROME Plexin A_ isoform B OS=Drosophila melanogaster OX=7227 GN=PlexA PE=1 SV=1, Drosophila_melanogaster_tr_O96681_O96681_DROME tr|O96681|O96681_DROME Plexin A OS=Drosophila melanogaster OX=7227 GN=PlexA PE=2 SV=1, Drosophila_melanogaster_tr_H9XVP3_H9XVP3_DROME tr|H9XVP3|H9XVP3_DROME Plexin A_ isoform F OS=Drosophila melanogaster OX=7227 GN=PlexA PE=1 SV=1
OG0000049	Mus_musculus_sp_Q8CJH3_PLXB1_MOUSE sp_Q8CJH3_PLXB1_MOUSE Plexin-B1 OS=Mus musculus OX=10090 GN=Plxnb1 PE=1 SV=2, Mus_musculus_sp_Q9QY40_PLXB3_MOUSE sp_Q9QY40_PLXB3_MOUSE Plexin-B3 OS=Mus musculus OX=10090 GN=Plxnb3 PE=1 SV=2, Mus_musculus_sp_B2RXS4_PLXB2_MOUSE sp_B2RXS4_PLXB2_MOUSE Plexin-B2 OS=Mus musculus OX=10090 GN=Plxnb2 PE=1 SV=1, Mus_musculus_sp_Q3UH93_PLXD1_MOUSE sp_Q3UH93_PLXD1_MOUSE Plexin-D1 OS=Mus musculus OX=10090 GN=Plxnd1 PE=1 SV=1, Mus_musculus_sp_Q9QZC2_PLXC1_MOUSE sp_Q9QZC2_PLXC1_MOUSE Plexin-C1 OS=Mus musculus OX=10090 GN=Plxnc1 PE=1 SV=1	Drosophila_melanogaster_sp_Q9V4A7_PLXB_DROME sp|Q9V4A7|PLXB_DROME Plexin-B OS=Drosophila melanogaster OX=7227 GN=PlexB PE=1 SV=2, Drosophila_melanogaster_tr_H9XVL5_H9XVL5_DROME tr|H9XVL5|H9XVL5_DROME Plexin B_ isoform B OS=Drosophila melanogaster OX=7227 GN=PlexB PE=3 SV=1
OG0000063	Mus_musculus_sp_Q62226_SHH_MOUSE sp_Q62226_SHH_MOUSE Sonic hedgehog protein OS=Mus musculus OX=10090 GN=Shh PE=1 SV=2, Mus_musculus_sp_P97812_IHH_MOUSE sp_P97812_IHH_MOUSE Indian hedgehog protein OS=Mus musculus OX=10090 GN=Ihh PE=1 SV=2, Mus_musculus_sp_Q61488_DHH_MOUSE sp_Q61488_DHH_MOUSE Desert hedgehog protein OS=Mus musculus OX=10090 GN=Dhh PE=1 SV=1	Drosophila_melanogaster_sp_Q02936_HH_DROME sp|Q02936|HH_DROME Protein hedgehog OS=Drosophila melanogaster OX=7227 GN=hh PE=1 SV=4
OG0000065	Mus_musculus_sp_Q8CFZ4_GPC3_MOUSE sp_Q8CFZ4_GPC3_MOUSE Glypican-3 OS=Mus musculus OX=10090 GN=Gpc3 PE=1 SV=1	Drosophila_melanogaster_tr_Q53XG2_Q53XG2_DROME tr|Q53XG2|Q53XG2_DROME Division abnormally delayed_ isoform B OS=Drosophila melanogaster OX=7227 GN=dally PE=1 SV=1, Drosophila_melanogaster_sp_Q24114_DALY_DROME sp|Q24114|DALY_DROME Division abnormally delayed protein OS=Drosophila melanogaster OX=7227 GN=dally PE=1 SV=1, Drosophila_melanogaster_tr_Q966V5_Q966V5_DROME tr|Q966V5|Q966V5_DROME Dally OS=Drosophila melanogaster OX=7227 GN=dally PE=3 SV=1
OG0000065	Mus_musculus_sp_P51655_GPC4_MOUSE sp_P51655_GPC4_MOUSE Glypican-4 OS=Mus musculus OX=10090 GN=Gpc4 PE=1 SV=2, Mus_musculus_sp_Q9R087_GPC6_MOUSE sp_Q9R087_GPC6_MOUSE Glypican-6 OS=Mus musculus OX=10090 GN=Gpc6 PE=1 SV=1, Mus_musculus_sp_Q8BKV1_GPC2_MOUSE sp_Q8BKV1_GPC2_MOUSE Glypican-2 OS=Mus musculus OX=10090 GN=Gpc2 PE=2 SV=1, Mus_musculus_sp_Q9QZF2_GPC1_MOUSE sp_Q9QZF2_GPC1_MOUSE Glypican-1 OS=Mus musculus OX=10090 GN=Gpc1 PE=1 SV=1	Drosophila_melanogaster_tr_Q7KUL1_Q7KUL1_DROME tr|Q7KUL1|Q7KUL1_DROME Dally-like_ isoform C OS=Drosophila melanogaster OX=7227 GN=dlp PE=1 SV=2, Drosophila_melanogaster_tr_Q9VUG1_Q9VUG1_DROME tr|Q9VUG1|Q9VUG1_DROME Dally-like_ isoform A OS=Drosophila melanogaster OX=7227 GN=dlp PE=1 SV=2, Drosophila_melanogaster_tr_Q9GPL5_Q9GPL5_DROME tr|Q9GPL5|Q9GPL5_DROME Dally-like protein OS=Drosophila melanogaster OX=7227 GN=dlp PE=2 SV=1
OG0000068	Mus_musculus_sp_O54974_LEG7_MOUSE sp_O54974_LEG7_MOUSE Galectin-7 OS=Mus musculus OX=10090 GN=Lgals7 PE=2 SV=3, Mus_musculus_sp_P16110_LEG3_MOUSE sp_P16110_LEG3_MOUSE Galectin-3 OS=Mus musculus OX=10090 GN=Lgals3 PE=1 SV=3, Mus_musculus_sp_Q8VED9_LEGL_MOUSE sp_Q8VED9_LEGL_MOUSE Galectin-related protein OS=Mus musculus OX=10090 GN=Lgalsl PE=1 SV=1, Mus_musculus_sp_Q8K419_LEG4_MOUSE sp_Q8K419_LEG4_MOUSE Galectin-4 OS=Mus musculus OX=10090 GN=Lgals4 PE=1 SV=2, Mus_musculus_sp_O08573_LEG9_MOUSE sp_O08573_LEG9_MOUSE Galectin-9 OS=Mus musculus OX=10090 GN=Lgals9 PE=1 SV=1, Mus_musculus_sp_Q91VD1_LEG12_MOUSE sp_Q91VD1_LEG12_MOUSE Galectin-12 OS=Mus musculus OX=10090 GN=Lgals12 PE=1 SV=2, Mus_musculus_sp_Q9JL15_LEG8_MOUSE sp_Q9JL15_LEG8_MOUSE Galectin-8 OS=Mus musculus OX=10090 GN=Lgals8 PE=1 SV=1	Drosophila_melanogaster_tr_E1JHQ0_E1JHQ0_DROME tr|E1JHQ0|E1JHQ0_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=galectin PE=1 SV=1, Drosophila_melanogaster_tr_M9NCX9_M9NCX9_DROME tr|M9NCX9|M9NCX9_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=galectin PE=1 SV=1, Drosophila_melanogaster_tr_Q9VPI6_Q9VPI6_DROME tr|Q9VPI6|Q9VPI6_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=galectin PE=1 SV=1, Drosophila_melanogaster_tr_E1JHP9_E1JHP9_DROME tr|E1JHP9|E1JHP9_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=galectin PE=1 SV=1, Drosophila_melanogaster_tr_C0PUZ0_C0PUZ0_DROME tr|C0PUZ0|C0PUZ0_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=galectin PE=1 SV=1, Drosophila_melanogaster_tr_Q9VPI7_Q9VPI7_DROME tr|Q9VPI7|Q9VPI7_DROME Galectin OS=Drosophila melanogaster OX=7227 GN=Dmel\CG11374 PE=4 SV=3
OG0000068	Mus_musculus_sp_P16045_LEG1_MOUSE sp_P16045_LEG1_MOUSE Galectin-1 OS=Mus musculus OX=10090 GN=Lgals1 PE=1 SV=3	Drosophila_melanogaster_sp_Q9VWB0_TECPR_DROME sp|Q9VWB0|TECPR_DROME Tectonin beta-propeller repeat-containing protein OS=Drosophila melanogaster OX=7227 GN=Pex23 PE=2 SV=2
OG0000070	Mus_musculus_sp_Q3UQ28_PXDN_MOUSE sp_Q3UQ28_PXDN_MOUSE Peroxidasin homolog OS=Mus musculus OX=10090 GN=Pxdn PE=1 SV=2	Drosophila_melanogaster_sp_Q9VZZ4_PXDN_DROME sp|Q9VZZ4|PXDN_DROME Peroxidasin OS=Drosophila melanogaster OX=7227 GN=Pxn PE=1 SV=1
OG0000074	Mus_musculus_sp_Q9R1B9_SLIT2_MOUSE sp_Q9R1B9_SLIT2_MOUSE Slit homolog 2 protein OS=Mus musculus OX=10090 GN=Slit2 PE=2 SV=2, Mus_musculus_sp_Q9WVB4_SLIT3_MOUSE sp_Q9WVB4_SLIT3_MOUSE Slit homolog 3 protein OS=Mus musculus OX=10090 GN=Slit3 PE=2 SV=2, Mus_musculus_sp_Q80TR4_SLIT1_MOUSE sp_Q80TR4_SLIT1_MOUSE Slit homolog 1 protein OS=Mus musculus OX=10090 GN=Slit1 PE=1 SV=2	Drosophila_melanogaster_sp_P24014_SLIT_DROME sp|P24014|SLIT_DROME Protein slit OS=Drosophila melanogaster OX=7227 GN=sli PE=1 SV=2, Drosophila_melanogaster_tr_A0A0B4KES0_A0A0B4KES0_DROME tr|A0A0B4KES0|A0A0B4KES0_DROME Slit_ isoform F OS=Drosophila melanogaster OX=7227 GN=sli PE=4 SV=1
OG0000078	Mus_musculus_sp_Q99JR5_TINAL_MOUSE sp_Q99JR5_TINAL_MOUSE Tubulointerstitial nephritis antigen-like OS=Mus musculus OX=10090 GN=Tinagl1 PE=1 SV=1	Drosophila_melanogaster_tr_Q95S79_Q95S79_DROME tr|Q95S79|Q95S79_DROME GM06507p OS=Drosophila melanogaster OX=7227 GN=Swim PE=2 SV=1, Drosophila_melanogaster_tr_Q7JWQ7_Q7JWQ7_DROME tr|Q7JWQ7|Q7JWQ7_DROME RE01730p OS=Drosophila melanogaster OX=7227 GN=Swim PE=1 SV=1
OG0000080	Mus_musculus_sp_P39876_TIMP3_MOUSE sp_P39876_TIMP3_MOUSE Metalloproteinase inhibitor 3 OS=Mus musculus OX=10090 GN=Timp3 PE=1 SV=1, Mus_musculus_sp_P25785_TIMP2_MOUSE sp_P25785_TIMP2_MOUSE Metalloproteinase inhibitor 2 OS=Mus musculus OX=10090 GN=Timp2 PE=1 SV=2, Mus_musculus_sp_P12032_TIMP1_MOUSE sp_P12032_TIMP1_MOUSE Metalloproteinase inhibitor 1 OS=Mus musculus OX=10090 GN=Timp1 PE=1 SV=2	Drosophila_melanogaster_sp_Q9VH14_TIMP_DROME sp|Q9VH14|TIMP_DROME Tissue inhibitor of metalloproteinase OS=Drosophila melanogaster OX=7227 GN=Timp PE=1 SV=1
