Orthogroup	Chordata_Vertebrata_Mus_musculus	Chordata_Vertebrata_Coturnix_japonica
OG0000019	Mus_musculus_sp_P49003_BMP5_MOUSE sp_P49003_BMP5_MOUSE Bone morphogenetic protein 5 OS=Mus musculus OX=10090 GN=Bmp5 PE=2 SV=1, Mus_musculus_sp_P49003_BMP5_MOUSE sp_P49003_BMP5_MOUSE Bone morphogenetic protein 5 OS=Mus musculus OX=10090 GN=Bmp5 PE=2 SV=1	Coturnix_japonica_XP_015714712.1 bone morphogenetic protein 5 isoform X1 [Coturnix japonica]
OG0000019	Mus_musculus_sp_P20722_BMP6_MOUSE sp_P20722_BMP6_MOUSE Bone morphogenetic protein 6 OS=Mus musculus OX=10090 GN=Bmp6 PE=1 SV=2	Coturnix_japonica_XP_015710074.1 bone morphogenetic protein 6 [Coturnix japonica]
OG0000019	Mus_musculus_sp_P23359_BMP7_MOUSE sp_P23359_BMP7_MOUSE Bone morphogenetic protein 7 OS=Mus musculus OX=10090 GN=Bmp7 PE=1 SV=2	Coturnix_japonica_XP_015737280.1 bone morphogenetic protein 7 [Coturnix japonica]
OG0000019	Mus_musculus_sp_P21274_BMP2_MOUSE sp_P21274_BMP2_MOUSE Bone morphogenetic protein 2 OS=Mus musculus OX=10090 GN=Bmp2 PE=1 SV=3	Coturnix_japonica_XP_015712614.1 bone morphogenetic protein 2 [Coturnix japonica]
OG0000019	Mus_musculus_sp_P43028_GDF6_MOUSE sp_P43028_GDF6_MOUSE Growth_differentiation factor 6 OS=Mus musculus OX=10090 GN=Gdf6 PE=2 SV=2	Coturnix_japonica_XP_015705631.1 PREDICTED_ growth/differentiation factor 6_ partial [Coturnix japonica]
OG0000019	Mus_musculus_sp_P43027_GDF5_MOUSE sp_P43027_GDF5_MOUSE Growth_differentiation factor 5 OS=Mus musculus OX=10090 GN=Gdf5 PE=1 SV=2	Coturnix_japonica_XP_015736826.1 growth/differentiation factor 5 [Coturnix japonica]
OG0000019	Mus_musculus_sp_P43029_GDF7_MOUSE sp_P43029_GDF7_MOUSE Growth_differentiation factor 7 OS=Mus musculus OX=10090 GN=Gdf7 PE=2 SV=2	Coturnix_japonica_XP_015714970.1 growth/differentiation factor 7 [Coturnix japonica]
OG0000019	Mus_musculus_sp_Q8BHE5_BMP3_MOUSE sp_Q8BHE5_BMP3_MOUSE Bone morphogenetic protein 3 OS=Mus musculus OX=10090 GN=Bmp3 PE=1 SV=1	Coturnix_japonica_XP_015717295.1 bone morphogenetic protein 3 [Coturnix japonica]
OG0000019	Mus_musculus_sp_P97737_GDF10_MOUSE sp_P97737_GDF10_MOUSE Growth_differentiation factor 10 OS=Mus musculus OX=10090 GN=Gdf10 PE=1 SV=2	Coturnix_japonica_XP_015722337.1 growth/differentiation factor 10 [Coturnix japonica]
OG0000019	Mus_musculus_sp_P20863_GDF1_MOUSE sp_P20863_GDF1_MOUSE Embryonic growth_differentiation factor 1 OS=Mus musculus OX=10090 GN=Gdf1 PE=2 SV=2, Mus_musculus_sp_Q07104_GDF3_MOUSE sp_Q07104_GDF3_MOUSE Growth_differentiation factor 3 OS=Mus musculus OX=10090 GN=Gdf3 PE=1 SV=2	Coturnix_japonica_XP_015741601.1 embryonic growth/differentiation factor 1 [Coturnix japonica]
OG0000019	Mus_musculus_sp_Q9Z0L4_BMP15_MOUSE sp_Q9Z0L4_BMP15_MOUSE Bone morphogenetic protein 15 OS=Mus musculus OX=10090 GN=Bmp15 PE=2 SV=1	Coturnix_japonica_XP_015715521.1 bone morphogenetic protein 15 [Coturnix japonica]
OG0000019	Mus_musculus_sp_P43021_NODAL_MOUSE sp_P43021_NODAL_MOUSE Nodal OS=Mus musculus OX=10090 GN=Nodal PE=2 SV=2	Coturnix_japonica_XP_015738559.1 nodal homolog [Coturnix japonica]
OG0000020	Mus_musculus_sp_O88207_CO5A1_MOUSE sp_O88207_CO5A1_MOUSE Collagen alpha-1_V_ chain OS=Mus musculus OX=10090 GN=Col5a1 PE=1 SV=2, Mus_musculus_sp_O88207_CO5A1_MOUSE sp_O88207_CO5A1_MOUSE Collagen alpha-1_V_ chain OS=Mus musculus OX=10090 GN=Col5a1 PE=1 SV=2	Coturnix_japonica_XP_015734782.1 collagen alpha-1_V_ chain isoform X1 [Coturnix japonica]
OG0000020	Mus_musculus_sp_Q61245_COBA1_MOUSE sp_Q61245_COBA1_MOUSE Collagen alpha-1_XI_ chain OS=Mus musculus OX=10090 GN=Col11a1 PE=1 SV=2, Mus_musculus_sp_Q61245_COBA1_MOUSE sp_Q61245_COBA1_MOUSE Collagen alpha-1_XI_ chain OS=Mus musculus OX=10090 GN=Col11a1 PE=1 SV=2	Coturnix_japonica_XP_015725391.1 collagen alpha-1_XI_ chain isoform X1 [Coturnix japonica]
OG0000020	Mus_musculus_sp_P28481_CO2A1_MOUSE sp_P28481_CO2A1_MOUSE Collagen alpha-1_II_ chain OS=Mus musculus OX=10090 GN=Col2a1 PE=1 SV=2, Mus_musculus_sp_P28481_CO2A1_MOUSE sp_P28481_CO2A1_MOUSE Collagen alpha-1_II_ chain OS=Mus musculus OX=10090 GN=Col2a1 PE=1 SV=2, Mus_musculus_sp_P28481_CO2A1_MOUSE sp_P28481_CO2A1_MOUSE Collagen alpha-1_II_ chain OS=Mus musculus OX=10090 GN=Col2a1 PE=1 SV=2, Mus_musculus_sp_P28481_CO2A1_MOUSE sp_P28481_CO2A1_MOUSE Collagen alpha-1_II_ chain OS=Mus musculus OX=10090 GN=Col2a1 PE=1 SV=2	Coturnix_japonica_XP_015705870.1 collagen alpha-1_II_ chain isoform X1 [Coturnix japonica]
OG0000020	Mus_musculus_sp_P11087_CO1A1_MOUSE sp_P11087_CO1A1_MOUSE Collagen alpha-1_I_ chain OS=Mus musculus OX=10090 GN=Col1a1 PE=1 SV=4, Mus_musculus_sp_P11087_CO1A1_MOUSE sp_P11087_CO1A1_MOUSE Collagen alpha-1_I_ chain OS=Mus musculus OX=10090 GN=Col1a1 PE=1 SV=4	Coturnix_japonica_XP_015741354.1 LOW QUALITY PROTEIN_ collagen alpha-1_I_ chain [Coturnix japonica]
OG0000020	Mus_musculus_sp_Q01149_CO1A2_MOUSE sp_Q01149_CO1A2_MOUSE Collagen alpha-2_I_ chain OS=Mus musculus OX=10090 GN=Col1a2 PE=1 SV=2	Coturnix_japonica_XP_015709029.1 collagen alpha-2_I_ chain [Coturnix japonica]
OG0000020	Mus_musculus_sp_P08121_CO3A1_MOUSE sp_P08121_CO3A1_MOUSE Collagen alpha-1_III_ chain OS=Mus musculus OX=10090 GN=Col3a1 PE=1 SV=4	Coturnix_japonica_XP_015723325.1 collagen alpha-1_III_ chain [Coturnix japonica]
OG0000020	Mus_musculus_sp_Q3U962_CO5A2_MOUSE sp_Q3U962_CO5A2_MOUSE Collagen alpha-2_V_ chain OS=Mus musculus OX=10090 GN=Col5a2 PE=1 SV=1	Coturnix_japonica_XP_015723324.1 collagen alpha-2_V_ chain [Coturnix japonica]
OG0000020	Mus_musculus_sp_Q30D77_COOA1_MOUSE sp_Q30D77_COOA1_MOUSE Collagen alpha-1_XXIV_ chain OS=Mus musculus OX=10090 GN=Col24a1 PE=2 SV=2, Mus_musculus_sp_Q5QNQ9_CORA1_MOUSE sp_Q5QNQ9_CORA1_MOUSE Collagen alpha-1_XXVII_ chain OS=Mus musculus OX=10090 GN=Col27a1 PE=2 SV=1	Coturnix_japonica_XP_015725659.1 collagen alpha-1_XXIV_ chain isoform X1 [Coturnix japonica]
OG0000021	Mus_musculus_sp_O88322_NID2_MOUSE sp_O88322_NID2_MOUSE Nidogen-2 OS=Mus musculus OX=10090 GN=Nid2 PE=1 SV=2	Coturnix_japonica_XP_015721444.1 nidogen-2 isoform X2 [Coturnix japonica]
OG0000021	Mus_musculus_sp_P10493_NID1_MOUSE sp_P10493_NID1_MOUSE Nidogen-1 OS=Mus musculus OX=10090 GN=Nid1 PE=1 SV=2	Coturnix_japonica_XP_015713380.1 nidogen-1 isoform X1 [Coturnix japonica]
OG0000021	Mus_musculus_sp_P01132_EGF_MOUSE sp_P01132_EGF_MOUSE Pro-epidermal growth factor OS=Mus musculus OX=10090 GN=Egf PE=1 SV=2	Coturnix_japonica_XP_015717481.1 pro-epidermal growth factor isoform X2 [Coturnix japonica]
OG0000022	Mus_musculus_sp_P48036_ANXA5_MOUSE sp_P48036_ANXA5_MOUSE Annexin A5 OS=Mus musculus OX=10090 GN=Anxa5 PE=1 SV=1	Coturnix_japonica_XP_015717391.1 annexin A5 isoform X1 [Coturnix japonica]
OG0000022	Mus_musculus_sp_P14824_ANXA6_MOUSE sp_P14824_ANXA6_MOUSE Annexin A6 OS=Mus musculus OX=10090 GN=Anxa6 PE=1 SV=3	Coturnix_japonica_XP_015731367.1 annexin A6 isoform X2 [Coturnix japonica]
OG0000022	Mus_musculus_sp_O35640_ANXA8_MOUSE sp_O35640_ANXA8_MOUSE Annexin A8 OS=Mus musculus OX=10090 GN=Anxa8 PE=1 SV=2	Coturnix_japonica_XP_015722277.1 annexin A8 isoform X2 [Coturnix japonica]
OG0000022	Mus_musculus_sp_P07356_ANXA2_MOUSE sp_P07356_ANXA2_MOUSE Annexin A2 OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=2	Coturnix_japonica_XP_015728000.1 annexin A2 [Coturnix japonica]
OG0000022	Mus_musculus_sp_P10107_ANXA1_MOUSE sp_P10107_ANXA1_MOUSE Annexin A1 OS=Mus musculus OX=10090 GN=Anxa1 PE=1 SV=2	Coturnix_japonica_XP_015704635.1 annexin A1 [Coturnix japonica]
OG0000022	Mus_musculus_sp_P97429_ANXA4_MOUSE sp_P97429_ANXA4_MOUSE Annexin A4 OS=Mus musculus OX=10090 GN=Anxa4 PE=1 SV=4	Coturnix_japonica_XP_015738497.1 PREDICTED_ LOW QUALITY PROTEIN_ annexin A4 [Coturnix japonica]
OG0000022	Mus_musculus_sp_P97384_ANX11_MOUSE sp_P97384_ANX11_MOUSE Annexin A11 OS=Mus musculus OX=10090 GN=Anxa11 PE=1 SV=2	Coturnix_japonica_XP_015721609.1 annexin A11 [Coturnix japonica]
OG0000022	Mus_musculus_sp_Q07076_ANXA7_MOUSE sp_Q07076_ANXA7_MOUSE Annexin A7 OS=Mus musculus OX=10090 GN=Anxa7 PE=1 SV=2	Coturnix_japonica_XP_015722004.1 annexin A7 isoform X2 [Coturnix japonica]
OG0000022	Mus_musculus_sp_Q99JG3_ANX13_MOUSE sp_Q99JG3_ANX13_MOUSE Annexin A13 OS=Mus musculus OX=10090 GN=Anxa13 PE=1 SV=3	Coturnix_japonica_XP_015711775.1 annexin A13 [Coturnix japonica]
OG0000023	Mus_musculus_sp_Q05910_ADAM8_MOUSE sp_Q05910_ADAM8_MOUSE Disintegrin and metalloproteinase domain-containing protein 8 OS=Mus musculus OX=10090 GN=Adam8 PE=1 SV=3	Coturnix_japonica_XP_015721656.1 disintegrin and metalloproteinase domain-containing protein 8 isoform X1 [Coturnix japonica]
OG0000023	Mus_musculus_sp_O35227_ADAM7_MOUSE sp_O35227_ADAM7_MOUSE Disintegrin and metalloproteinase domain-containing protein 7 OS=Mus musculus OX=10090 GN=Adam7 PE=2 SV=2, Mus_musculus_sp_Q9R0X2_ADEC1_MOUSE sp_Q9R0X2_ADEC1_MOUSE ADAM DEC1 OS=Mus musculus OX=10090 GN=Adamdec1 PE=2 SV=1	Coturnix_japonica_XP_015738502.1 disintegrin and metalloproteinase domain-containing protein 28 isoform X2 [Coturnix japonica]
OG0000023	Mus_musculus_sp_Q8K410_ADA32_MOUSE sp_Q8K410_ADA32_MOUSE Disintegrin and metalloproteinase domain-containing protein 32 OS=Mus musculus OX=10090 GN=Adam32 PE=1 SV=3, Mus_musculus_sp_F8VQ03_ADAM3_MOUSE sp_F8VQ03_ADAM3_MOUSE A disintegrin and metallopeptidase domain 3 OS=Mus musculus OX=10090 GN=Adam3 PE=1 SV=1, Mus_musculus_sp_Q9R157_ADA18_MOUSE sp_Q9R157_ADA18_MOUSE Disintegrin and metalloproteinase domain-containing protein 18 OS=Mus musculus OX=10090 GN=Adam18 PE=1 SV=2, Mus_musculus_sp_Q60718_ADAM2_MOUSE sp_Q60718_ADAM2_MOUSE Disintegrin and metalloproteinase domain-containing protein 2 OS=Mus musculus OX=10090 GN=Adam2 PE=1 SV=2, Mus_musculus_sp_Q8R534_ADM1B_MOUSE sp_Q8R534_ADM1B_MOUSE Disintegrin and metalloproteinase domain-containing protein 1b OS=Mus musculus OX=10090 GN=Adam1b PE=1 SV=2, Mus_musculus_sp_Q9R159_ADA25_MOUSE sp_Q9R159_ADA25_MOUSE Disintegrin and metalloproteinase domain-containing protein 25 OS=Mus musculus OX=10090 GN=Adam25 PE=2 SV=1, Mus_musculus_sp_Q9R160_ADA24_MOUSE sp_Q9R160_ADA24_MOUSE Disintegrin and metalloproteinase domain-containing protein 24 OS=Mus musculus OX=10090 GN=Adam24 PE=1 SV=2, Mus_musculus_sp_Q9R158_AD26A_MOUSE sp_Q9R158_AD26A_MOUSE Disintegrin and metalloproteinase domain-containing protein 26A OS=Mus musculus OX=10090 GN=Adam26a PE=2 SV=2, Mus_musculus_sp_Q811Q4_ADA29_MOUSE sp_Q811Q4_ADA29_MOUSE Disintegrin and metalloproteinase domain-containing protein 29 OS=Mus musculus OX=10090 GN=Adam29 PE=2 SV=1, Mus_musculus_sp_Q9JI76_ADA21_MOUSE sp_Q9JI76_ADA21_MOUSE Disintegrin and metalloproteinase domain-containing protein 21 OS=Mus musculus OX=10090 GN=Adam21 PE=2 SV=1	Coturnix_japonica_XP_015733264.1 disintegrin and metalloproteinase domain-containing protein 9-like [Coturnix japonica]
OG0000023	Mus_musculus_sp_Q61072_ADAM9_MOUSE sp_Q61072_ADAM9_MOUSE Disintegrin and metalloproteinase domain-containing protein 9 OS=Mus musculus OX=10090 GN=Adam9 PE=1 SV=2	Coturnix_japonica_XP_015738633.1 disintegrin and metalloproteinase domain-containing protein 9 [Coturnix japonica]
OG0000023	Mus_musculus_sp_Q61824_ADA12_MOUSE sp_Q61824_ADA12_MOUSE Disintegrin and metalloproteinase domain-containing protein 12 OS=Mus musculus OX=10090 GN=Adam12 PE=1 SV=2	Coturnix_japonica_XP_015723079.1 PREDICTED_ disintegrin and metalloproteinase domain-containing protein 12 isoform X2 [Coturnix japonica]
OG0000023	Mus_musculus_sp_Q923W9_ADA33_MOUSE sp_Q923W9_ADA33_MOUSE Disintegrin and metalloproteinase domain-containing protein 33 OS=Mus musculus OX=10090 GN=Adam33 PE=1 SV=3	Coturnix_japonica_XP_015718482.1 disintegrin and metalloproteinase domain-containing protein 33 isoform X2 [Coturnix japonica]
OG0000023	Mus_musculus_sp_O35674_ADA19_MOUSE sp_O35674_ADA19_MOUSE Disintegrin and metalloproteinase domain-containing protein 19 OS=Mus musculus OX=10090 GN=Adam19 PE=2 SV=2	Coturnix_japonica_XP_015731731.1 PREDICTED_ disintegrin and metalloproteinase domain-containing protein 19 isoform X1 [Coturnix japonica]
OG0000023	Mus_musculus_sp_Q9R1V7_ADA23_MOUSE sp_Q9R1V7_ADA23_MOUSE Disintegrin and metalloproteinase domain-containing protein 23 OS=Mus musculus OX=10090 GN=Adam23 PE=1 SV=1	Coturnix_japonica_XP_015723724.1 disintegrin and metalloproteinase domain-containing protein 23 [Coturnix japonica]
OG0000023	Mus_musculus_sp_Q9R1V6_ADA22_MOUSE sp_Q9R1V6_ADA22_MOUSE Disintegrin and metalloproteinase domain-containing protein 22 OS=Mus musculus OX=10090 GN=Adam22 PE=1 SV=2	Coturnix_japonica_XP_015708948.1 disintegrin and metalloproteinase domain-containing protein 22 isoform X1 [Coturnix japonica]
OG0000023	Mus_musculus_sp_Q9R1V4_ADA11_MOUSE sp_Q9R1V4_ADA11_MOUSE Disintegrin and metalloproteinase domain-containing protein 11 OS=Mus musculus OX=10090 GN=Adam11 PE=1 SV=2	Coturnix_japonica_XP_015740988.1 PREDICTED_ disintegrin and metalloproteinase domain-containing protein 11 isoform X2 [Coturnix japonica]
OG0000024	Mus_musculus_sp_Q62288_TICN1_MOUSE sp_Q62288_TICN1_MOUSE Testican-1 OS=Mus musculus OX=10090 GN=Spock1 PE=2 SV=2	Coturnix_japonica_XP_015731364.1 testican-1 isoform X1 [Coturnix japonica]
OG0000024	Mus_musculus_sp_Q9ER58_TICN2_MOUSE sp_Q9ER58_TICN2_MOUSE Testican-2 OS=Mus musculus OX=10090 GN=Spock2 PE=1 SV=1	Coturnix_japonica_XP_015721924.1 testican-2 [Coturnix japonica]
OG0000028	Mus_musculus_sp_P02463_CO4A1_MOUSE sp_P02463_CO4A1_MOUSE Collagen alpha-1_IV_ chain OS=Mus musculus OX=10090 GN=Col4a1 PE=1 SV=4	Coturnix_japonica_XP_015706908.1 collagen alpha-1_IV_ chain [Coturnix japonica]
OG0000028	Mus_musculus_sp_Q9QZS0_CO4A3_MOUSE sp_Q9QZS0_CO4A3_MOUSE Collagen alpha-3_IV_ chain OS=Mus musculus OX=10090 GN=Col4a3 PE=1 SV=2	Coturnix_japonica_XP_015726877.1 collagen alpha-3_IV_ chain [Coturnix japonica]
OG0000028	Mus_musculus_sp_P08122_CO4A2_MOUSE sp_P08122_CO4A2_MOUSE Collagen alpha-2_IV_ chain OS=Mus musculus OX=10090 GN=Col4a2 PE=1 SV=4	Coturnix_japonica_XP_015706905.1 collagen alpha-2_IV_ chain [Coturnix japonica]
OG0000028	Mus_musculus_sp_Q9QZR9_CO4A4_MOUSE sp_Q9QZR9_CO4A4_MOUSE Collagen alpha-4_IV_ chain OS=Mus musculus OX=10090 GN=Col4a4 PE=1 SV=1	Coturnix_japonica_XP_015726876.1 collagen alpha-4_IV_ chain [Coturnix japonica]
OG0000030	Mus_musculus_sp_Q9Z0F8_ADA17_MOUSE sp_Q9Z0F8_ADA17_MOUSE Disintegrin and metalloproteinase domain-containing protein 17 OS=Mus musculus OX=10090 GN=Adam17 PE=1 SV=3	Coturnix_japonica_XP_015714888.1 disintegrin and metalloproteinase domain-containing protein 17 [Coturnix japonica]
OG0000030	Mus_musculus_sp_O35598_ADA10_MOUSE sp_O35598_ADA10_MOUSE Disintegrin and metalloproteinase domain-containing protein 10 OS=Mus musculus OX=10090 GN=Adam10 PE=1 SV=2	Coturnix_japonica_XP_015727888.1 disintegrin and metalloproteinase domain-containing protein 10 isoform X1 [Coturnix japonica]
OG0000031	Mus_musculus_sp_Q6DFV8_VWDE_MOUSE sp_Q6DFV8_VWDE_MOUSE von Willebrand factor D and EGF domain-containing protein OS=Mus musculus OX=10090 GN=Vwde PE=2 SV=2	Coturnix_japonica_XP_015709056.1 PREDICTED_ von Willebrand factor D and EGF domain-containing protein [Coturnix japonica]
OG0000034	Mus_musculus_sp_Q80T91_MEG11_MOUSE sp_Q80T91_MEG11_MOUSE Multiple epidermal growth factor-like domains protein 11 OS=Mus musculus OX=10090 GN=Megf11 PE=1 SV=3, Mus_musculus_sp_Q80T91_MEG11_MOUSE sp_Q80T91_MEG11_MOUSE Multiple epidermal growth factor-like domains protein 11 OS=Mus musculus OX=10090 GN=Megf11 PE=1 SV=3	Coturnix_japonica_XP_015728800.1 multiple epidermal growth factor-like domains protein 11 isoform X1 [Coturnix japonica]
OG0000034	Mus_musculus_sp_Q6DIB5_MEG10_MOUSE sp_Q6DIB5_MEG10_MOUSE Multiple epidermal growth factor-like domains protein 10 OS=Mus musculus OX=10090 GN=Megf10 PE=1 SV=1	Coturnix_japonica_XP_015705198.1 multiple epidermal growth factor-like domains protein 10 [Coturnix japonica]
OG0000036	Mus_musculus_sp_Q9QXT5_EGFL7_MOUSE sp_Q9QXT5_EGFL7_MOUSE Epidermal growth factor-like protein 7 OS=Mus musculus OX=10090 GN=Egfl7 PE=2 SV=2	Coturnix_japonica_XP_015734828.1 epidermal growth factor-like protein 7 isoform X2 [Coturnix japonica]
OG0000036	Mus_musculus_sp_Q9JJZ5_EGFL6_MOUSE sp_Q9JJZ5_EGFL6_MOUSE Epidermal growth factor-like protein 6 OS=Mus musculus OX=10090 GN=Egfl6 PE=1 SV=1	Coturnix_japonica_XP_015703683.1 PREDICTED_ epidermal growth factor-like protein 6 isoform X2 [Coturnix japonica]
OG0000036	Mus_musculus_sp_Q91V88_NPNT_MOUSE sp_Q91V88_NPNT_MOUSE Nephronectin OS=Mus musculus OX=10090 GN=Npnt PE=1 SV=1, Mus_musculus_sp_Q91V88_NPNT_MOUSE sp_Q91V88_NPNT_MOUSE Nephronectin OS=Mus musculus OX=10090 GN=Npnt PE=1 SV=1, Mus_musculus_sp_Q91V88_NPNT_MOUSE sp_Q91V88_NPNT_MOUSE Nephronectin OS=Mus musculus OX=10090 GN=Npnt PE=1 SV=1, Mus_musculus_sp_Q91V88_NPNT_MOUSE sp_Q91V88_NPNT_MOUSE Nephronectin OS=Mus musculus OX=10090 GN=Npnt PE=1 SV=1	Coturnix_japonica_XP_015716910.1 LOW QUALITY PROTEIN_ nephronectin [Coturnix japonica]
OG0000037	Mus_musculus_sp_Q62009_POSTN_MOUSE sp_Q62009_POSTN_MOUSE Periostin OS=Mus musculus OX=10090 GN=Postn PE=1 SV=2, Mus_musculus_sp_Q62009_POSTN_MOUSE sp_Q62009_POSTN_MOUSE Periostin OS=Mus musculus OX=10090 GN=Postn PE=1 SV=2, Mus_musculus_sp_Q62009_POSTN_MOUSE sp_Q62009_POSTN_MOUSE Periostin OS=Mus musculus OX=10090 GN=Postn PE=1 SV=2, Mus_musculus_sp_Q62009_POSTN_MOUSE sp_Q62009_POSTN_MOUSE Periostin OS=Mus musculus OX=10090 GN=Postn PE=1 SV=2, Mus_musculus_sp_Q62009_POSTN_MOUSE sp_Q62009_POSTN_MOUSE Periostin OS=Mus musculus OX=10090 GN=Postn PE=1 SV=2	Coturnix_japonica_XP_015707407.1 periostin isoform X8 [Coturnix japonica]
OG0000037	Mus_musculus_sp_P82198_BGH3_MOUSE sp_P82198_BGH3_MOUSE Transforming growth factor-beta-induced protein ig-h3 OS=Mus musculus OX=10090 GN=Tgfbi PE=1 SV=1	Coturnix_japonica_XP_015731386.1 transforming growth factor-beta-induced protein ig-h3 [Coturnix japonica]
OG0000038	Mus_musculus_sp_O54693_EDA_MOUSE sp_O54693_EDA_MOUSE Ectodysplasin-A OS=Mus musculus OX=10090 GN=Eda PE=1 SV=2	Coturnix_japonica_XP_015715653.1 PREDICTED_ ectodysplasin-A isoform X1 [Coturnix japonica]
OG0000038	Mus_musculus_sp_Q9WU72_TN13B_MOUSE sp_Q9WU72_TN13B_MOUSE Tumor necrosis factor ligand superfamily member 13B OS=Mus musculus OX=10090 GN=Tnfsf13b PE=1 SV=1	Coturnix_japonica_XP_015706939.1 tumor necrosis factor ligand superfamily member 13B isoform X1 [Coturnix japonica]
OG0000038	Mus_musculus_sp_P50592_TNF10_MOUSE sp_P50592_TNF10_MOUSE Tumor necrosis factor ligand superfamily member 10 OS=Mus musculus OX=10090 GN=Tnfsf10 PE=2 SV=1	Coturnix_japonica_XP_015727439.1 tumor necrosis factor ligand superfamily member 10 isoform X1 [Coturnix japonica]
OG0000040	Mus_musculus_sp_Q8BJ66_KAZD1_MOUSE sp_Q8BJ66_KAZD1_MOUSE Kazal-type serine protease inhibitor domain-containing protein 1 OS=Mus musculus OX=10090 GN=Kazald1 PE=1 SV=2	Coturnix_japonica_XP_015722767.1 kazal-type serine protease inhibitor domain-containing protein 1 [Coturnix japonica]
OG0000040	Mus_musculus_sp_Q80W15_IBPL1_MOUSE sp_Q80W15_IBPL1_MOUSE Insulin-like growth factor-binding protein-like 1 OS=Mus musculus OX=10090 GN=Igfbpl1 PE=2 SV=1, Mus_musculus_sp_Q61581_IBP7_MOUSE sp_Q61581_IBP7_MOUSE Insulin-like growth factor-binding protein 7 OS=Mus musculus OX=10090 GN=Igfbp7 PE=1 SV=3	Coturnix_japonica_XP_015717063.1 insulin-like growth factor-binding protein 7 isoform X2 [Coturnix japonica]
OG0000041	Mus_musculus_sp_Q99KC8_VMA5A_MOUSE sp_Q99KC8_VMA5A_MOUSE von Willebrand factor A domain-containing protein 5A OS=Mus musculus OX=10090 GN=Vwa5a PE=1 SV=2	Coturnix_japonica_XP_015740894.1 PREDICTED_ LOW QUALITY PROTEIN_ von Willebrand factor A domain-containing protein 5A [Coturnix japonica]
OG0000041	Mus_musculus_sp_A9Z1V5_VW5B1_MOUSE sp_A9Z1V5_VW5B1_MOUSE von Willebrand factor A domain-containing protein 5B1 OS=Mus musculus OX=10090 GN=Vwa5b1 PE=2 SV=1	Coturnix_japonica_XP_015727259.1 von Willebrand factor A domain-containing protein 5B2 isoform X1 [Coturnix japonica], Coturnix_japonica_XP_015737811.1 von Willebrand factor A domain-containing protein 5B1 [Coturnix japonica]
OG0000044	Mus_musculus_sp_P21981_TGM2_MOUSE sp_P21981_TGM2_MOUSE Protein-glutamine gamma-glutamyltransferase 2 OS=Mus musculus OX=10090 GN=Tgm2 PE=1 SV=4	Coturnix_japonica_XP_015737318.1 protein-glutamine gamma-glutamyltransferase 2 [Coturnix japonica]
OG0000044	Mus_musculus_sp_Q08189_TGM3_MOUSE sp_Q08189_TGM3_MOUSE Protein-glutamine gamma-glutamyltransferase E OS=Mus musculus OX=10090 GN=Tgm3 PE=1 SV=2	Coturnix_japonica_XP_015736940.1 PREDICTED_ protein-glutamine gamma-glutamyltransferase E-like_ partial [Coturnix japonica]
OG0000044	Mus_musculus_sp_Q8BZH1_TGM4_MOUSE sp_Q8BZH1_TGM4_MOUSE Protein-glutamine gamma-glutamyltransferase 4 OS=Mus musculus OX=10090 GN=Tgm4 PE=1 SV=2	Coturnix_japonica_XP_015709680.1 protein-glutamine gamma-glutamyltransferase 4 [Coturnix japonica]
OG0000044	Mus_musculus_sp_Q8BH61_F13A_MOUSE sp_Q8BH61_F13A_MOUSE Coagulation factor XIII A chain OS=Mus musculus OX=10090 GN=F13a1 PE=1 SV=3	Coturnix_japonica_XP_015710131.1 coagulation factor XIII A chain [Coturnix japonica]
OG0000045	Mus_musculus_sp_Q61789_LAMA3_MOUSE sp_Q61789_LAMA3_MOUSE Laminin subunit alpha-3 OS=Mus musculus OX=10090 GN=Lama3 PE=1 SV=4	Coturnix_japonica_XP_015710913.1 PREDICTED_ laminin subunit alpha-3 isoform X2 [Coturnix japonica]
OG0000045	Mus_musculus_sp_Q61001_LAMA5_MOUSE sp_Q61001_LAMA5_MOUSE Laminin subunit alpha-5 OS=Mus musculus OX=10090 GN=Lama5 PE=1 SV=4	Coturnix_japonica_XP_015736975.1 laminin subunit alpha-5 isoform X3 [Coturnix japonica]
OG0000045	Mus_musculus_sp_P19137_LAMA1_MOUSE sp_P19137_LAMA1_MOUSE Laminin subunit alpha-1 OS=Mus musculus OX=10090 GN=Lama1 PE=1 SV=2, Mus_musculus_sp_Q60675_LAMA2_MOUSE sp_Q60675_LAMA2_MOUSE Laminin subunit alpha-2 OS=Mus musculus OX=10090 GN=Lama2 PE=1 SV=2	Coturnix_japonica_XP_015714029.1 laminin subunit alpha-2 isoform X1 [Coturnix japonica]
OG0000045	Mus_musculus_sp_P97927_LAMA4_MOUSE sp_P97927_LAMA4_MOUSE Laminin subunit alpha-4 OS=Mus musculus OX=10090 GN=Lama4 PE=1 SV=2	Coturnix_japonica_XP_015714210.1 laminin subunit alpha-4 [Coturnix japonica]
OG0000048	Mus_musculus_sp_Q99MQ4_ASPN_MOUSE sp_Q99MQ4_ASPN_MOUSE Asporin OS=Mus musculus OX=10090 GN=Aspn PE=1 SV=1	Coturnix_japonica_XP_015730159.1 asporin [Coturnix japonica]
